GCCSA_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
6RTAS,39815,640,1256,501,3,42217,32892,282,402,212,3,33789,5577,509,1640,66,0,7799,3279,567,1659,0,0,5517,7280,409,1262,142,0,9088,258,104,192,3,0,559,1447,84,283,195,0,2006,960,51,169,43,0,1228,18810,1727,5208,448,0,26191,661,42,188,29,0,922,4767,253,687,195,0,5908,96942,2944,7738,1382,10,109021,40119,1043,989,446,23,42620,35511,503,431,180,19,36641,7493,999,1614,61,3,10167,3371,1099,1021,6,0,5495,7624,667,870,138,3,9303,312,206,271,19,11,815,1503,177,263,141,3,2090,849,82,102,29,0,1065,21156,3226,4143,388,22,28943,679,75,158,19,0,932,4310,417,481,198,8,5408,101771,5272,6199,1227,70,114543,40614,1131,542,432,161,42877,35198,552,293,148,142,36334,8893,1507,1335,65,46,11847,2985,1266,611,3,8,4866,7959,803,628,101,63,9554,495,373,206,4,7,1079,1425,198,138,146,28,1943,776,88,58,24,6,953,22536,4234,2987,343,157,30250,774,161
6GHOB,24667,987,1501,116,6,27277,25637,756,806,81,6,27292,3695,889,1891,31,0,6500,3015,778,1144,3,0,4940,4476,795,1673,87,0,7029,204,109,226,4,0,548,418,70,202,28,0,712,386,53,122,9,0,572,12197,2684,5257,159,6,20295,330,71,127,10,0,525,3269,412,882,91,3,4657,66096,4913,8568,455,18,80048,25381,1045,1440,114,14,27997,27564,979,1008,72,9,29637,4889,1200,2265,52,15,8418,2893,702,1313,0,0,4901,4931,912,1742,101,13,7694,227,131,318,0,0,675,500,72,235,32,0,838,318,41,98,12,0,467,13757,3057,5967,191,30,23000,361,133,158,3,3,652,2867,365,737,76,3,4048,69920,5584,9310,464,59,85333,26567,833,964,132,43,28534,28601,735,813,72,55,30285,6732,1333,2554,45,34,10700,2771,789,947,0,3,4509,5326,775,1373,68,50,7595,341,226,242,0,0,811,465,97,142,43,13,757,326,47,58,6,0,447,15962,3275,5317,168,100,24820,484,135
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,43942,1559,766,7501,57,53831,44738,1377,512,708,13,47347,10494,1678,1550,105,3,13839,6086,1873,1436,40,5,9442,10366,861,682,390,9,12307,2289,234,285,106,3,2914,7511,824,634,1897,9,10884,2325,176,143,215,3,2869,39075,5654,4733,2755,37,52256,1154,206,166,289,3,1816,10716,1503,1064,2783,56,16123,139627,10304,7240,14041,166,171382,47004,1488,717,8736,634,58584,49286,1019,487,743,94,51634,14301,2104,1699,118,32,18249,7631,2249,1253,35,42,11207,12225,813,696,507,57,14293,1542,379,364,70,13,2370,10033,1216,942,1890,139,14230,2118,145,146,216,41,2664,47843,6909,5096,2850,329,63021,1312,358,159,408,84,2322,10756,1444,989,2729,134,16060,156203,11222,7449,15470,1270,191612,49813,1804,325,8027,588,60560,53128,1288,199,679,279,55573,16165,3275,1283,92,63,20883,8189,2609,610,48,74,11532,12916,1106,306,350,115,14798,944,477,259,43,14,1738,9807,1220,597,1497,268,13392,1867,174,81,139,51,2318,49896,8855,3136,2176,589,64653,1382,356
5GPER,148441,16407,7808,1994,73,174718,194857,15938,7606,293,67,218760,39556,12278,14167,98,41,66137,8407,5800,5238,15,4,19455,33024,8281,7012,176,27,48519,519,723,992,8,9,2255,2859,708,713,523,0,4800,2389,626,499,40,4,3553,86743,28420,28624,849,83,144722,2143,2056,1632,49,31,5908,27254,6188,8332,692,35,42499,459438,69006,54002,3872,288,586607,158717,16468,8465,1802,96,185542,221076,19233,10174,207,65,250753,50441,16295,19716,91,63,86610,8775,6774,5461,10,10,21029,38158,9390,8181,135,35,55893,730,929,1177,5,4,2841,3843,939,1024,465,29,6298,2259,527,452,30,12,3280,104205,34854,36014,732,150,175957,2910,2500,1889,54,9,7363,25489,6268,7555,825,21,40159,512398,79324,64085,3621,348,659779,163988,23792,6088,1385,273,195521,250662,30705,8490,304,484,290648,56762,26135,18402,114,297,101707,7564,9135,3123,13,30,19864,35692,11913,5583,132,174,53497,802,1323,752,13,16,2906,3702,1181,664,347,77,5976,1890,679,266,29,21,2883,106413,50367,28787,643,623,186840,2907,3056
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,49951,1416,871,1840,21,54097,40046,1299,284,367,15,42019,6950,1203,1699,46,0,9904,4741,3342,1106,14,9,9203,8134,555,805,235,7,9738,892,220,339,15,0,1467,3311,247,305,634,3,4506,1591,132,127,95,0,1943,25621,5706,4383,1032,24,36762,1099,295,272,135,4,1800,6772,795,685,1115,8,9375,123483,9517,6492,4492,64,144052,51102,1495,679,1696,151,55121,43667,1293,318,263,42,45588,10102,1666,1728,52,5,13548,5029,2506,1092,13,0,8630,9266,630,647,200,32,10778,851,244,359,13,4,1472,3368,286,360,586,39,4643,1348,82,107,52,11,1598,29962,5413,4290,914,92,40675,1523,365,195,107,36,2218,6412,722,600,813,59,8607,132662,9280,6083,3792,391,152210,51967,1753,403,1823,409,56366,44210,1618,176,335,241,46573,11645,2417,1374,61,70,15563,3657,3178,802,3,19,7653,9629,807,361,180,119,11095,699,449,189,7,3,1342,2886,336,152,549,127,4056,1221,161,61,46,29,1518,29736,7345,2933,844,368,41230,1484,498
4GADE,132252,10780,7510,762,36,151340,145098,10203,6366,240,144,162052,21798,7181,11153,91,25,40237,12388,12252,6590,14,30,31271,22366,5407,8240,176,15,36204,1684,1562,1715,5,0,4974,2218,509,850,286,0,3868,1767,545,633,17,3,2975,62228,27463,29185,583,70,119526,1840,2399,1762,21,0,6021,17235,4388,4855,409,22,26907,358662,55229,49677,2014,278,465856,131671,11308,7172,739,45,150931,154237,12097,7375,132,54,173892,30549,9904,13825,64,21,54368,11611,11263,6723,3,10,29601,24373,5845,8194,143,34,38591,1855,1665,1910,0,6,5443,2810,665,1009,297,10,4786,1536,465,506,19,8,2530,72739,29795,32166,529,83,135313,2412,2943,1677,26,12,7066,15597,4000,4566,301,18,24483,376651,60146,52947,1725,222,491684,129482,16602,5201,781,333,152393,155912,18569,5306,200,480,180466,35901,18040,13985,119,212,68262,9956,12302,3972,20,54,26297,23483,8021,5811,153,190,37655,1823,2501,1186,9,19,5529,2648,788,697,281,49,4457,1287,514,270,17,18,2106,75092,42171,25914,596,540,144309,2770,3838
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,209094,15046,15944,19325,165,259584,209582,10890,10387,2039,130,233025,65252,15460,32598,382,110,113808,13062,3011,6659,82,100,22910,40931,8412,16324,1263,79,67012,4761,982,1327,95,42,7217,14252,1859,3692,5357,161,25328,6668,726,1772,614,7,9785,144925,30455,62376,7794,504,246054,4344,1869,2701,719,12,9641,35908,5633,18434,5795,115,65883,603860,63892,109842,35675,919,814192,214723,14518,15550,20379,680,265849,239146,13347,12178,1683,200,266565,85981,20508,39485,451,154,146580,14857,3594,8492,106,32,27079,45155,8456,13296,1249,146,68304,3120,886,1902,67,10,5991,15560,1956,3331,5093,140,26075,5780,723,1232,520,32,8282,170455,36121,67733,7492,510,282311,5634,1793,1425,824,61,9743,36021,5924,13238,5642,224,61044,665976,71708,110134,36023,1674,885513,223642,19499,15641,18836,2059,279683,249728,15717,10778,1543,1055,278820,99726,34672,38620,479,829,174316,14824,6623,5604,59,126,27239,44910,9715,10321,829,617,66396,1870,1487,1324,29,41,4746,13433,2218,2264,3477,549,21947,4739,730,814,330,120,6735,179500,55442,58949,5202,2287,301382,4939,2968
3GBRI,176756,8884,10098,3093,64,198888,220660,8537,10508,469,40,240218,68609,13333,29897,165,31,112038,14444,3604,7211,45,14,25318,32744,7065,13129,347,17,53303,1037,794,1213,20,30,3101,3838,1299,1393,1749,7,8292,2791,598,1002,93,7,4495,123471,26697,53847,2420,112,206546,2115,1691,1292,79,10,5182,27542,3755,11001,1157,37,43496,550540,49567,86746,7220,263,694335,177694,10750,10689,2506,55,201694,244581,12192,13413,270,61,270515,88696,21165,35757,212,120,145952,14416,4230,8553,16,6,27227,34573,7630,12188,288,77,54751,1183,1195,1446,13,9,3849,4816,1320,1305,1843,38,9331,2520,556,734,73,13,3896,146207,36091,59989,2447,260,244992,2577,2200,1130,74,10,5999,25802,4484,8530,978,34,39823,596869,65718,93749,6277,416,763027,183296,11670,12915,2389,439,210706,253732,13777,14546,416,493,282966,100728,33205,46992,273,796,181992,12619,5662,7605,51,50,25976,32362,7082,10913,206,331,50897,1036,1361,1611,17,60,4081,4801,1478,1234,1431,130,9076,2239,477,613,42,37,3406,153786,49266,68962,2024,1402,275441,2671,2207
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,181284,4719,6105,3212,40,195364,152994,2405,2172,923,35,158529,33527,4954,10793,300,11,49586,11560,2186,4580,34,5,18356,25097,1602,3315,705,3,30730,1418,265,1016,10,15,2722,4826,240,706,1537,4,7318,4162,226,518,167,0,5073,80593,9472,20925,2755,43,113789,2963,301,619,135,3,4025,21898,1400,3046,1256,22,27620,439731,18302,32869,8275,141,499318,186249,5032,6023,3068,62,200434,166110,2673,2831,688,67,172368,44838,6147,11800,224,27,63034,11159,2574,4368,22,4,18131,27278,1639,3072,543,38,32561,1645,593,958,12,0,3198,5350,386,693,1735,31,8194,3665,231,406,133,9,4442,93934,11569,21291,2657,110,129555,3081,548,629,149,18,4424,23431,1674,3169,1475,28,29784,472806,21486,33947,8044,285,536563,191994,7995,2626,2603,991,206215,173362,4228,1109,691,744,180135,54531,13656,6167,312,339,74998,10050,4197,1858,9,37,16152,27610,2775,1291,382,305,32363,1599,993,549,13,33,3185,4913,502,394,1148,224,7173,3247,346,203,85,69,3948,101955,22466,10462,1942,998,137824,3477,750
2GMEL,379314,41049,31301,1814,82,453564,403482,39901,31936,892,59,476270,82759,37476,84209,1034,52,205537,12666,6854,17049,32,7,36612,39605,11392,17698,933,15,69651,1545,978,2344,26,7,4912,4301,856,1976,1351,4,8497,4762,1127,2064,116,3,8075,145650,58695,125342,3505,97,333286,4141,2324,1919,46,11,8452,56804,12414,27880,1356,44,98501,989394,154383,218384,7612,294,1370068,390878,43881,33788,1991,103,470641,438358,48514,40604,605,142,528216,114328,45364,97201,1094,159,258151,13330,6937,16848,23,20,37155,45405,12299,19076,894,99,77770,1993,1184,2661,11,6,5855,5089,1047,2040,1495,30,9706,4507,1034,1751,114,14,7417,184647,67865,139576,3638,322,396051,5600,2305,2889,77,12,10882,52197,11372,23840,1419,47,88871,1071684,173926,240695,7731,629,1494665,385749,64950,29731,1678,856,482954,451880,76837,39609,860,1064,570250,136556,81008,117871,1570,1239,338241,11642,9877,14375,97,99,36088,44316,17374,18322,691,533,81232,1832,1825,3086,26,60,6824,5017,1519,2104,1232,154,10028,3920,1367,1296,86,75,6747,203291,112972,157053,3702,2149,479163,6117,4242
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,321300,17139,11749,12669,179,363036,256260,8331,6124,1682,136,272543,68538,16000,30632,905,56,116130,25920,5634,8741,77,26,40401,43433,4825,7982,1338,36,57618,3874,1353,1727,61,37,7047,11044,736,1510,3608,27,16916,7999,609,1092,432,8,10143,160809,29154,51681,6417,193,248258,5226,2056,1574,448,4,9312,39104,4507,8685,3365,175,55840,782703,61189,79818,24590,693,948988,323758,18645,11700,10373,340,364812,276327,11030,7307,1212,203,296085,80283,20756,30942,925,187,133091,23735,7024,9215,40,37,40052,48154,5908,7598,1221,151,63028,3777,1697,1889,34,27,7435,11492,995,1523,3439,92,17542,6550,545,805,329,25,8248,173997,36928,51968,5983,515,269394,5528,1769,1521,428,47,9307,39603,5263,8051,4519,636,58064,819215,73639,80554,22519,1742,997665,327338,23569,10348,11196,2417,374868,280942,12337,6008,1505,1301,302103,90499,29846,27950,1081,860,150224,20702,8932,7358,166,126,37283,47984,6711,5703,1007,721,62127,3270,2221,1539,39,177,7240,9838,1064,1130,2774,565,15381,5640,637,568,224,140,7210,177937,49405,44249,5283,2585,279461,5834,2581
1GSYD,357633,42780,54056,2744,294,457500,358972,47818,64871,863,264,472798,90163,39826,147958,1991,177,280115,26518,16267,26190,79,32,69090,36318,10230,27035,1105,76,74768,2275,1854,3595,43,17,7780,5711,1823,2449,898,13,10899,5085,1385,3127,134,14,9751,166075,71389,210356,4246,335,452397,4145,2463,4070,80,6,10759,52257,15716,57331,2303,414,128010,939076,180162,390676,10234,1316,1521462,354819,47995,60218,2073,307,465410,381051,61435,88481,665,423,532052,93930,42998,164076,1948,644,303598,24536,17195,27417,40,314,69505,39041,12126,31776,1096,269,84303,2496,2507,4965,25,43,10034,5785,2102,3154,1025,129,12194,4006,1089,2567,109,38,7812,169791,78013,233958,4242,1428,487441,4799,2871,4303,74,99,12144,43853,13761,44617,2040,214,104485,954317,204073,431576,9099,2465,1601530,349304,56622,67167,1958,940,475996,377955,71180,90796,1214,1127,542273,106939,51877,211152,3475,1906,375355,20894,20183,27001,52,133,68273,36442,12219,35449,1218,883,86210,2027,2924,5343,45,131,10473,5432,2160,3826,792,312,12528,3533,1059,2417,116,107,7235,175273,90420,285189,5700,3475,560063,4794,3874
