GCCSA_CODE_2016,C06_CFNC_0_299,C06_CFNC_300_449,C06_CFNC_450_599,C06_CFNC_600_799,C06_CFNC_800_999,C06_CFNC_1000_1399,C06_CFNC_1400_1799,C06_CFNC_1800_2399,C06_CFNC_2400_2999,C06_CFNC_3000_3999,C06_CFNC_4000ov,C06_CFNC_NS,C06_CFNC_Tot,C06_CF_Cu15DS_0_299,C06_CF_Cu15DS_300_449,C06_CF_Cu15DS_450_599,C06_CF_Cu15DS_600_799,C06_CF_Cu15DS_800_999,C06_CF_Cu15DS_1000_1399,C06_CF_Cu15DS_1400_1799,C06_CF_Cu15DS_1800_2399,C06_CF_Cu15DS_2400_2999,C06_CF_Cu15DS_3000_3999,C06_CF_Cu15DS_4000ov,C06_CF_Cu15DS_NS,C06_CF_Cu15DS_Tot,C06_CF_Cu15NDS_0_299,C06_CF_Cu15NDS_300_449,C06_CF_Cu15NDS_450_599,C06_CF_Cu15NDS_600_799,C06_CF_Cu15NDS_800_999,C06_CF_Cu15NDS_1000_1399,C06_CF_Cu15NDS_1400_1799,C06_CF_Cu15NDS_1800_2399,C06_CF_Cu15NDS_2400_2999,C06_CF_Cu15NDS_3000_3999,C06_CF_Cu15NDS_4000ov,C06_CF_Cu15NDS_NS,C06_CF_Cu15NDS_Tot,C06_CF_NCu15DS_0_299,C06_CF_NCu15DS_300_449,C06_CF_NCu15DS_450_599,C06_CF_NCu15DS_600_799,C06_CF_NCu15DS_800_999,C06_CF_NCu15DS_1000_1399,C06_CF_NCu15DS_1400_1799,C06_CF_NCu15DS_1800_2399,C06_CF_NCu15DS_2400_2999,C06_CF_NCu15DS_3000_3999,C06_CF_NCu15DS_4000ov,C06_CF_NCu15DS_NS,C06_CF_NCu15DS_Tot,C06_CF_NDCO_0_299,C06_CF_NDCO_300_449,C06_CF_NDCO_450_599,C06_CF_NDCO_600_799,C06_CF_NDCO_800_999,C06_CF_NDCO_1000_1399,C06_CF_NDCO_1400_1799,C06_CF_NDCO_1800_2399,C06_CF_NDCO_2400_2999,C06_CF_NDCO_3000_3999,C06_CF_NDCO_4000ov,C06_CF_NDCO_NS,C06_CF_NDCO_Tot,C06_CF_T_0_299,C06_CF_T_300_449,C06_CF_T_450_599,C06_CF_T_600_799,C06_CF_T_800_999,C06_CF_T_1000_1399,C06_CF_T_1400_1799,C06_CF_T_1800_2399,C06_CF_T_2400_2999,C06_CF_T_3000_3999,C06_CF_T_4000ov,C06_CF_T_NS,C06_CF_T_T,C06_1PF_Cu15DS_0_299,C06_1PF_Cu15DS_300_449,C06_1PF_Cu15DS_450_599,C06_1PF_Cu15DS_600_799,C06_1PF_Cu15DS_800_999,C06_1PF_Cu15DS_1000_1399,C06_1PF_Cu15DS_1400_1799,C06_1PF_Cu15DS_1800_2399,C06_1PF_Cu15DS_2400_2999,C06_1PF_Cu15DS_3000_3999,C06_1PF_Cu15DS_4000ov,C06_1PF_Cu15DS_NS,C06_1PF_Cu15DS_Tot,C06_1PF_CU15_NDS_0_299,C06_1PF_CU15_NDS_300_449,C06_1PF_CU15_NDS_450_599,C06_1PF_CU15_NDS_600_799,C06_1PF_CU15_NDS_800_999,C06_1PF_CU15_NDS_1000_1399,C06_1PF_CU15_NDS_1400_1799,C06_1PF_CU15_NDS_1800_2399,C06_1PF_CU15_NDS_2400_2999,C06_1PF_CU15_NDS_3000_3999,C06_1PF_CU15_NDS_4000ov,C06_1PF_CU15_NDS_NS,C06_1PF_CU15_NDS_Tot,C06_1PF_NCu15DS_0_299,C06_1PF_NCu15DS_300_449,C06_1PF_NCu15DS_450_599,C06_1PF_NCu15DS_600_799,C06_1PF_NCu15DS_800_999,C06_1PF_NCu15DS_1000_1399,C06_1PF_NCu15DS_1400_1799,C06_1PF_NCu15DS_1800_2399,C06_1PF_NCu15DS_2400_2999,C06_1PF_NCu15DS_3000_3999,C06_1PF_NCu15DS_4000ov,C06_1PF_NCu15DS_NS,C06_1PF_NCu15DS_Tot,C06_1PF_NDCO_0_299,C06_1PF_NDCO_300_449,C06_1PF_NDCO_450_599,C06_1PF_NDCO_600_799,C06_1PF_NDCO_800_999,C06_1PF_NDCO_1000_1399,C06_1PF_NDCO_1400_1799,C06_1PF_NDCO_1800_2399,C06_1PF_NDCO_2400_2999,C06_1PF_NDCO_3000_3999,C06_1PF_NDCO_4000ov,C06_1PF_NDCO_NS,C06_1PF_NDCO_Tot,C06_1PF_T0_299,C06_1PF_T300_449,C06_1PF_T450_599,C06_1PF_T600_799,C06_1PF_T800_999,C06_1PF_T1000_1399,C06_1PF_T1400_1799,C06_1PF_T1800_2399,C06_1PF_T2400_2999,C06_1PF_T3000_3999,C06_1PF_T4000ov,C06_1PF_TNS,C06_1PF_TT,C06_T_0_299,C06_T_300_449,C06_T_450_599,C06_T_600_799,C06_T_800_999,C06_T_1000_1399,C06_T_1400_1799,C06_T_1800_2399,C06_T_2400_2999,C06_T_3000_3999,C06_T_4000ov,C06_T_NS,C06_T_T,C11_CFNC_0_299,C11_CFNC_300_449,C11_CFNC_450_599,C11_CFNC_600_799,C11_CFNC_800_999,C11_CFNC_1000_1399,C11_CFNC_1400_1799,C11_CFNC_1800_2399,C11_CFNC_2400_2999,C11_CFNC_3000_3999,C11_CFNC_4000ov,C11_CFNC_NS,C11_CFNC_T,C11_CF_Cu15DS_0_299,C11_CF_Cu15DS_300_449,C11_CF_Cu15DS_450_599,C11_CF_Cu15DS_600_799,C11_CF_Cu15DS_800_999,C11_CF_Cu15DS_1000_1399,C11_CF_Cu15DS_1400_1799,C11_CF_Cu15DS_1800_2399,C11_CF_Cu15DS_2400_2999,C11_CF_Cu15DS_3000_3999,C11_CF_Cu15DS_4000ov,C11_CF_Cu15DS_NS,C11_CF_Cu15DS_T,C11_CF_Cu15NDS_0_299,C11_CF_Cu15NDS_300_449,C11_CF_Cu15NDS_450_599,C11_CF_Cu15NDS_600_799,C11_CF_Cu15NDS_800_999,C11_CF_Cu15NDS_1000_1399,C11_CF_Cu15NDS_1400_1799,C11_CF_Cu15NDS_1800_2399,C11_CF_Cu15NDS_2400_2999,C11_CF_Cu15NDS_3000_3999,C11_CF_Cu15NDS_4000ov,C11_CF_Cu15NDS_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_0_299,C11_CF_NCu15DS_300_449,C11_CF_NCu15DS_450_599,C11_CF_NCu15DS_600_799,C11_CF_NCu15DS_800_999
6RTAS,575,815,784,1188,1099,1618,781,430,121,93,65,726,8288,71,201,227,366,323,431,197,117,23,17,14,151,2142,304,783,1014,1850,1994,2751,1133,526,144,75,70,654,11294,78,169,185,285,230,327,137,84,31,12,14,118,1676,133,225,239,350,251,308,143,77,18,18,11,181,1962,582,1379,1662,2853,2796,3816,1612,796,218,125,107,1109,17065,15,46,59,93,70,48,14,4,3,4,3,22,385,112,272,260,362,275,248,83,41,7,9,7,116,1790,33,91,73,80,62,62,18,8,0,0,5,40,476,93,114,99,137,84,83,34,9,5,3,5,68,738,255,529,484,679,493,438,148,63,12,13,21,249,3381,1417,2717,2927,4719,4388,5879,2533,1293,351,233,196,2086,28734,653,563,446,844,813,1924,1641,1268,386,291,162,466,9445,60,80,104,201,275,562,443,309,109,68,47,84,2348,259,271,333,740,984,2718,2350,1809,508,306,172,390,10840,99,85,112,181,212
6GHOB,434,368,396,752,657,1349,841,580,176,114,58,405,6118,55,116,127,238,241,348,222,135,40,29,18,93,1660,199,372,430,1124,1308,2191,1193,753,185,136,85,323,8312,84,158,138,249,216,355,183,125,29,29,20,129,1718,113,146,141,223,212,311,139,77,26,21,15,135,1547,454,786,842,1827,1976,3209,1739,1099,283,208,137,676,13236,16,31,50,65,51,65,26,21,0,0,3,15,340,60,137,186,327,288,302,120,55,12,10,3,101,1605,28,68,77,99,85,108,37,20,12,4,4,51,584,82,95,70,136,102,105,53,17,14,4,7,75,758,191,329,385,629,524,586,228,112,37,20,16,235,3292,1075,1487,1620,3205,3158,5133,2808,1793,492,342,218,1316,22648,431,284,247,412,475,1213,1232,1425,579,373,224,264,7164,54,48,46,117,132,346,298,299,116,95,61,44,1646,177,138,171,383,571,1661,1819,2003,718,477,256,276,8648,83,66,79,137,170
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,608,836,733,1314,1410,2527,1627,1116,387,216,168,1351,12297,91,160,168,342,337,691,380,287,81,44,41,200,2811,410,743,895,1706,2148,4161,2574,1624,487,294,197,1143,16383,63,126,130,220,236,425,257,133,48,33,23,181,1880,113,188,175,326,338,597,305,197,73,48,47,325,2725,673,1213,1366,2594,3057,5873,3516,2240,687,420,312,1844,23795,15,37,38,72,50,72,34,17,3,3,3,41,390,92,250,262,386,300,389,161,94,28,13,17,176,2171,24,53,43,93,67,62,26,22,4,0,5,29,429,77,96,96,130,114,139,55,35,8,3,12,102,857,211,434,439,678,540,661,281,169,43,24,39,341,3857,1491,2483,2534,4591,5009,9061,5421,3529,1119,658,524,3540,39950,1009,473,432,810,858,1958,1869,2438,1456,1226,847,825,14192,87,54,72,132,188,476,438,608,313,257,152,135,2909,535,265,313,564,819,2375,2489,3689,2146,1621,911,701,16427,94,63,61,119,150
5GPER,1785,1947,1841,3535,4568,10530,9188,8052,2821,1942,1193,3922,51322,275,424,509,1129,1393,3157,2140,1819,689,562,439,919,13455,1035,1377,1794,4307,6445,17101,13621,10737,3423,2559,1769,3729,67900,442,617,622,1245,1396,2869,1939,1741,611,577,437,1144,13638,571,767,768,1484,1690,3289,1855,1501,493,394,245,1342,14408,2326,3190,3687,8163,10923,26419,19550,15792,5222,4096,2895,7133,109393,51,116,140,260,324,464,240,115,55,44,34,126,1970,212,470,545,1190,1331,2170,1138,663,207,146,123,630,8828,145,259,269,500,428,702,392,249,72,72,62,265,3419,349,490,457,795,784,1302,618,382,113,80,69,584,6036,762,1340,1409,2753,2865,4635,2392,1413,457,343,282,1613,20255,4865,6473,6943,14458,18355,41582,31133,25257,8491,6377,4374,12666,180979,2886,1229,1113,2018,2357,6291,6511,11618,9990,8751,5261,2658,60688,436,224,218,481,634,1749,1958,2894,1955,2034,1595,671,14864,1435,700,694,1472,2234,7635,10091,17593,13335,11520,7605,2814,77142,655,374,347,705,848
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,764,1172,1064,1493,1388,2100,964,452,171,113,94,1244,11018,96,250,287,435,412,579,243,107,27,25,32,221,2710,327,887,1187,2220,2106,3055,1434,707,176,110,102,965,13283,80,196,177,305,263,345,147,82,17,14,12,186,1824,125,292,283,363,328,408,154,97,20,28,23,282,2400,626,1625,1938,3326,3112,4380,1984,993,246,173,169,1649,20214,34,70,85,82,65,72,17,6,3,0,0,29,464,121,318,379,446,285,254,80,39,13,8,13,147,2095,33,85,75,114,65,45,25,15,0,0,3,37,495,106,158,98,132,94,86,29,10,3,0,3,99,821,293,633,639,770,505,449,145,69,24,13,17,310,3867,1687,3421,3640,5594,5002,6937,3091,1519,433,301,279,3201,35109,1058,751,779,1129,1195,2389,1807,1551,485,327,207,643,12324,99,105,133,246,296,645,452,390,120,94,57,102,2741,409,298,392,915,1255,3115,2630,2141,781,426,225,502,13097,105,125,97,241,274
4GADE,1653,2018,1898,3389,3903,8368,6015,4304,1205,875,516,2586,36727,270,512,575,1137,1241,2230,1317,911,314,222,159,578,9467,983,1604,2086,4741,6553,12967,8382,5397,1577,1080,716,2626,48725,455,743,721,1283,1291,2177,1255,935,280,239,178,732,10288,560,864,783,1306,1385,2237,1107,712,216,167,119,912,10362,2263,3713,4173,8468,10475,19611,12061,7954,2388,1706,1180,4854,78836,61,116,172,287,262,335,142,67,17,21,13,104,1611,179,496,690,1327,1199,1737,745,383,68,69,57,442,7387,175,305,301,495,421,628,260,160,40,40,31,216,3086,370,501,492,736,650,926,380,182,55,27,23,419,4760,788,1418,1656,2853,2538,3634,1536,793,182,158,120,1181,16851,4702,7147,7720,14706,16916,31605,19609,13053,3777,2734,1819,8621,132417,2279,1382,1271,2086,2408,5754,6193,8745,4183,2886,1570,1615,40366,289,219,267,517,734,1876,1724,1966,873,751,489,438,10152,1076,729,758,1695,2594,7929,9725,12460,5628,4047,2383,1695,50722,545,447,425,796,929
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,2391,3082,2918,5224,6298,12615,9216,8150,2809,1843,1246,6324,62122,304,590,662,1460,1750,3309,2406,1816,613,416,352,1110,14786,1193,2146,2687,6196,8655,18911,13801,10955,3441,2263,1443,4832,76523,318,570,551,1099,1359,2530,1618,1345,506,330,263,1022,11512,535,765,821,1479,1642,3059,1893,1430,503,344,297,1687,14462,2350,4070,4723,10240,13402,27809,19713,15546,5058,3354,2358,8654,117280,73,133,169,300,305,464,243,148,41,27,19,149,2078,349,723,663,1397,1607,2506,1263,792,267,150,135,868,10718,120,238,206,416,415,609,301,186,47,43,50,249,2891,307,421,385,711,686,1011,528,364,99,81,70,644,5309,850,1515,1433,2823,3016,4588,2329,1495,452,308,275,1905,20991,5589,8663,9077,18291,22709,45016,31261,25195,8318,5501,3885,16888,200390,4445,2203,1996,3394,4138,9894,10069,14367,8683,6730,3664,4633,74224,467,271,283,574,870,2318,2474,3324,1954,1672,1005,849,16055,1662,943,972,2185,3344,10399,13066,20535,12503,9097,4330,3675,82714,530,333,305,667,909
3GBRI,1971,2093,1913,3800,4964,11505,10636,10634,3654,2295,1319,4198,58976,370,508,575,1205,1575,3504,2706,2318,854,599,417,1076,15710,1229,1620,1865,4495,7071,18904,16675,14464,4810,3114,1864,4369,80488,478,645,621,1264,1552,3286,2266,1981,695,546,386,1196,14917,650,805,792,1458,1681,3476,2259,1735,587,352,284,1473,15557,2730,3584,3855,8425,11882,29174,23909,20494,6943,4607,2956,8114,126671,49,116,136,255,290,452,294,164,50,40,30,172,2051,247,449,477,1067,1377,2543,1574,928,308,165,115,778,10028,156,215,216,386,452,788,450,285,99,67,50,294,3455,356,436,402,681,803,1259,719,425,127,83,69,593,5963,803,1223,1240,2384,2918,5046,3037,1797,588,357,263,1842,21499,5509,6900,7004,14608,19763,45729,37583,32928,11177,7262,4536,14146,207152,3080,1452,1271,2290,2858,7402,8341,14850,10331,8769,4246,3249,68158,444,261,255,503,728,2208,2414,3675,2367,2013,1300,889,17056,1600,861,837,1632,2573,8579,12116,22551,14910,12355,6580,3523,88115,790,424,427,749,1058
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,2063,2598,2411,4089,4549,8179,4751,2858,825,560,430,3655,36959,326,771,834,1646,1679,2875,1429,916,239,191,188,995,12078,1028,2248,2917,6160,7380,13989,7692,4325,1104,699,543,3329,51407,421,739,684,1235,1253,1974,989,624,175,149,93,871,9204,464,750,732,1209,1125,1682,768,486,142,97,101,979,8545,2237,4510,5172,10241,11440,20510,10872,6352,1665,1134,929,6170,81227,104,207,254,400,312,344,117,52,12,17,19,161,2000,306,744,788,1416,1290,1615,546,255,59,42,56,518,7632,172,328,295,466,386,422,154,74,16,11,17,180,2527,338,447,379,557,427,539,189,96,24,21,29,407,3456,920,1725,1713,2845,2411,2919,1008,473,111,101,117,1261,15612,5219,8836,9293,17174,18397,31608,16625,9681,2602,1790,1481,11085,133800,2922,1841,1729,2974,3582,8008,7067,6461,2183,1514,939,2376,41611,432,336,401,773,1146,2593,2129,1947,712,469,322,598,11849,1263,995,1055,2553,3951,11200,10991,10273,3551,2215,1249,2217,51508,503,434,472,912,1106
2GMEL,2863,3121,2770,5366,6835,18112,18897,18687,6519,4803,2808,7489,98276,788,1144,1286,2743,3526,7797,5647,4838,1722,1409,1120,2786,34810,2607,3372,3920,8876,13055,37030,32865,27460,9434,7334,4904,10080,160932,1176,1642,1617,2978,3468,7223,5142,4409,1654,1449,1027,3249,35037,1242,1667,1523,2806,3171,6550,4086,3248,1134,863,650,3357,30295,5817,7832,8335,17402,23221,58602,47737,39961,13950,11059,7704,19470,261072,140,274,334,666,746,1273,688,369,142,93,69,384,5167,495,921,1019,2244,2668,5134,3047,1710,471,370,301,1619,20007,360,614,579,1151,1149,1842,1050,664,202,148,140,774,8671,847,1029,913,1582,1676,2743,1527,972,303,212,183,1455,13452,1848,2839,2837,5645,6243,10990,6307,3716,1115,821,687,4232,47292,10522,13790,13948,28416,36305,87704,72942,62359,21589,16682,11198,31183,406645,5097,2266,2091,3458,4375,12245,14809,25640,14878,12934,7851,5735,111386,1260,651,697,1339,1752,5418,5474,7558,3706,3301,2694,2075,35924,3867,1831,1780,3622,5451,19697,28224,45117,23547,19736,14356,8039,175261,1955,1082,1017,1861,2501
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,2651,3446,3214,5560,6514,12150,9065,8326,2922,1879,1219,6443,63394,438,855,994,1938,2485,4733,3147,2387,838,598,419,1480,20302,1388,2629,3202,6955,9852,22274,17258,14052,4557,2760,1570,5569,92081,487,844,865,1693,1925,3570,2281,1797,622,452,298,1323,16158,669,1084,1071,1902,2139,3740,2105,1625,566,391,306,1825,17432,2989,5411,6133,12488,16400,34321,24789,19858,6578,4204,2597,10193,145960,121,244,286,465,465,655,344,179,53,27,25,218,3080,423,943,1038,1918,1958,3026,1599,922,262,155,135,1002,13389,171,362,339,657,585,855,428,247,67,50,42,322,4135,427,621,486,826,850,1209,571,362,97,64,63,720,6304,1155,2168,2150,3868,3860,5750,2939,1715,480,298,271,2263,26910,6793,11022,11502,21917,26776,52219,36799,29905,9979,6374,4086,18895,236271,5045,2549,2311,4158,5132,11538,10968,13517,6403,4684,2911,4100,73318,586,392,409,886,1366,3423,3465,4157,1995,1517,893,957,20046,1875,1121,1168,2821,4466,13789,17039,22918,11034,7682,3812,3684,91410,796,496,530,1033,1452
1GSYD,2024,2073,1862,3238,4354,11229,12788,20963,13160,11541,7098,7367,97710,619,788,846,1656,2158,5807,5316,6640,3364,3216,2645,2773,35827,1871,2162,2221,4816,7320,23067,27156,38689,21067,18736,13011,10559,170676,823,1026,1051,1903,2301,5614,5003,6287,3120,3149,2525,3162,35956,908,1154,1118,2053,2477,5893,4783,5790,2774,2491,1872,3627,34953,4220,5126,5236,10429,14255,40382,42255,57407,30324,27595,20048,20121,277411,97,178,139,319,386,877,599,615,249,180,154,380,4177,305,559,470,1112,1513,3411,2932,2900,1280,970,652,1535,17637,189,324,322,583,705,1410,1118,1046,444,345,285,690,7461,474,603,562,1045,1169,2547,1833,1768,700,607,389,1452,13150,1060,1660,1496,3055,3775,8244,6486,6327,2671,2104,1486,4054,42423,7300,8864,8601,16729,22390,59861,61528,84699,46163,41237,28633,31538,417538,4706,1691,1561,2563,3290,9325,11713,22973,16907,18308,14441,5427,112921,1133,455,448,857,1235,3956,4499,7780,4925,5659,5182,2020,38137,3511,1279,1150,2138,3386,12611,19019,40519,29799,33817,29085,8056,184368,1822,791,780,1302,1744
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
