GCCSA_CODE_2016,C11_CF_NCu15DS_1000_1399,C11_CF_NCu15DS_1400_1799,C11_CF_NCu15DS_1800_2399,C11_CF_NCu15DS_2400_2999,C11_CF_NCu15DS_3000_3999,C11_CF_NCu15DS_4000ov,C11_CF_NCu15DS_NS,C11_CF_NCu15DS_Tot,C11_CF_NDCO_0_299,C11_CF_NDCO_300_449,C11_CF_NDCO_450_599,C11_CF_NDCO_600_799,C11_CF_NDCO_800_999,C11_CF_NDCO_1000_1399,C11_CF_NDCO_1400_1799,C11_CF_NDCO_1800_2399,C11_CF_NDCO_2400_2999,C11_CF_NDCO_3000_3999,C11_CF_NDCO_4000ov,C11_CF_NDCO_NS,C11_CF_NDCO_Tot,C11_CF_T_0_299,C11_CF_T_300_449,C11_CF_T_450_599,C11_CF_T_600_799,C11_CF_T_800_999,C11_CF_T_1000_1399,C11_CF_T_1400_1799,C11_CF_T_1800_2399,C11_CF_T_2400_2999,C11_CF_T_3000_3999,C11_CF_T_4000ov,C11_CF_T_NS,C11_CF_T_Tot,C11_1PF_Cu15DS_0_299,C11_1PF_Cu15DS_300_449,C11_1PF_Cu15DS_450_599,C11_1PF_Cu15DS_600_799,C11_1PF_Cu15DS_800_999,C11_1PF_Cu15DS_1000_1399,C11_1PF_Cu15DS_1400_1799,C11_1PF_Cu15DS_1800_2399,C11_1PF_Cu15DS_2400_2999,C11_1PF_Cu15DS_3000_3999,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T,C16_CFNC_0_299,C16_CFNC_300_449,C16_CFNC_450_599,C16_CFNC_600_799,C16_CFNC_800_999,C16_CFNC_1000_1399,C16_CFNC_1400_1799,C16_CFNC_1800_2399,C16_CFNC_2400_2999,C16_CFNC_3000_3999,C16_CFNC_4000ov,C16_CFNC_NS,C16_CFNC_T,C16_CF_Cu15DS_0_299,C16_CF_Cu15DS_300_449,C16_CF_Cu15DS_450_599,C16_CF_Cu15DS_600_799,C16_CF_Cu15DS_800_999,C16_CF_Cu15DS_1000_1399,C16_CF_Cu15DS_1400_1799,C16_CF_Cu15DS_1800_2399,C16_CF_Cu15DS_2400_2999,C16_CF_Cu15DS_3000_3999,C16_CF_Cu15DS_4000ov,C16_CF_Cu15DS_NS,C16_CF_Cu15DS_Tot,C16_CF_Cu15NDS_0_299,C16_CF_Cu15NDS_300_449,C16_CF_Cu15NDS_450_599,C16_CF_Cu15NDS_600_799,C16_CF_Cu15NDS_800_999,C16_CF_Cu15NDS_1000_1399,C16_CF_Cu15NDS_1400_1799,C16_CF_Cu15NDS_1800_2399,C16_CF_Cu15NDS_2400_2999,C16_CF_Cu15NDS_3000_3999,C16_CF_Cu15NDS_4000ov,C16_CF_Cu15NDS_NS,C16_CF_Cu15NDS_Tot,C16_CF_NCu15DS_0_299,C16_CF_NCu15DS_300_449,C16_CF_NCu15DS_450_599,C16_CF_NCu15DS_600_799,C16_CF_NCu15DS_800_999,C16_CF_NCu15DS_1000_1399,C16_CF_NCu15DS_1400_1799,C16_CF_NCu15DS_1800_2399,C16_CF_NCu15DS_2400_2999,C16_CF_NCu15DS_3000_3999,C16_CF_NCu15DS_4000ov,C16_CF_NCu15DS_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_0_299,C16_CF_NDCO_300_449,C16_CF_NDCO_450_599,C16_CF_NDCO_600_799,C16_CF_NDCO_800_999,C16_CF_NDCO_1000_1399,C16_CF_NDCO_1400_1799,C16_CF_NDCO_1800_2399,C16_CF_NDCO_2400_2999,C16_CF_NDCO_3000_3999,C16_CF_NDCO_4000ov,C16_CF_NDCO_NS,C16_CF_NDCO_Tot,C16_CF_T_0_299,C16_CF_T_300_449,C16_CF_T_450_599,C16_CF_T_600_799,C16_CF_T_800_999,C16_CF_T_1000_1399,C16_CF_T_1400_1799,C16_CF_T_1800_2399,C16_CF_T_2400_2999,C16_CF_T_3000_3999,C16_CF_T_4000ov,C16_CF_T_NS,C16_CF_T_T,C16_1PF_Cu15DS_0_299,C16_1PF_Cu15DS_300_449,C16_1PF_Cu15DS_450_599,C16_1PF_Cu15DS_600_799,C16_1PF_Cu15DS_800_999,C16_1PF_Cu15DS_1000_1399,C16_1PF_Cu15DS_1400_1799,C16_1PF_Cu15DS_1800_2399,C16_1PF_Cu15DS_2400_2999,C16_1PF_Cu15DS_3000_3999
6RTAS,466,295,239,83,59,40,90,1967,139,130,129,250,228,458,304,215,81,56,22,118,2141,564,567,679,1368,1706,4204,3397,2576,784,490,282,679,17293,19,23,29,64,50,115,63,27,8,3,6,14,421,73,85,110,188,274,399,233,145,43,29,13,81,1686,34,49,44,81,78,137,74,41,11,11,6,33,601,93,84,80,100,111,183,95,43,15,7,10,54,877,221,242,262,435,516,837,462,258,81,48,37,183,3580,1436,1365,1385,2651,3025,6967,5501,4101,1252,828,478,1332,30321,697,510,459,771,1001,2302,1659,1093,343,234,165,409,9640,83,70,67,142,232,570,443,292,87,64,46,71,2170,283,179,254,551,912,2630,2336,1515,444,317,146,284,9838,98,67,83,169,215,520,392,262,89,73,31,80,2076,125,133,113,199,271,500,370,248,65,62,27,105,2225,590,449,517,1067,1627,4222,3540,2318,683,514,248,536,16307,10,17,16,43,49,124,53,23,4,0
6GHOB,342,275,281,121,94,57,60,1767,94,93,100,137,171,310,279,242,83,68,38,81,1685,399,346,388,780,1041,2654,2666,2830,1035,726,409,457,13744,13,8,12,34,63,103,61,29,14,8,3,14,361,44,55,71,152,169,413,297,183,48,33,23,58,1535,26,31,52,70,77,139,102,89,24,17,8,22,656,72,58,53,85,96,184,135,84,29,17,10,64,879,149,151,184,334,406,833,592,383,112,77,40,160,3425,978,786,819,1529,1930,4709,4489,4637,1729,1176,683,882,24329,506,308,213,449,541,1420,1413,1216,413,310,165,201,7162,53,40,34,79,130,354,322,339,126,102,55,48,1692,171,100,114,271,504,1704,2104,2066,669,487,285,216,8688,83,61,61,114,158,391,378,296,118,114,56,64,1891,105,76,59,116,139,349,300,238,100,62,35,69,1632,417,274,266,578,933,2797,3108,2931,1005,762,436,393,13903,18,11,11,30,40,100,62,41,12,3
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,357,328,370,193,202,109,104,2143,179,126,95,179,227,503,446,514,240,236,174,229,3152,890,505,538,996,1389,3706,3700,5176,2890,2320,1345,1174,24632,18,7,21,40,47,81,65,53,30,19,23,30,434,102,76,104,219,227,427,306,316,150,114,62,130,2246,20,24,23,55,61,116,77,80,34,15,14,37,554,100,67,66,99,102,213,138,129,60,42,33,85,1133,242,175,208,412,436,842,587,583,270,192,132,283,4366,2141,1160,1180,2214,2686,6507,6162,8199,4620,3735,2318,2279,43189,1098,470,428,758,891,2249,2302,3012,1415,1145,679,737,15179,97,37,44,97,151,476,557,775,362,304,170,128,3208,473,209,201,391,604,2233,3049,4628,2125,1617,772,573,16877,86,72,36,85,145,437,437,599,258,264,148,95,2669,206,100,102,177,205,608,504,634,316,284,142,174,3448,859,413,394,752,1109,3755,4550,6637,3059,2470,1237,973,26206,20,15,14,32,45,102,102,102,29,21
5GPER,2239,2168,2937,1842,2038,1698,797,16650,807,461,414,848,1007,2462,2323,2836,1703,1626,1207,1001,16702,3338,1762,1678,3506,4723,14090,16546,26263,18839,17220,12110,5286,125354,86,56,60,133,162,421,347,375,178,166,115,98,2203,329,227,215,465,657,1579,1601,1823,1024,722,456,479,9581,199,149,130,291,298,715,639,629,309,293,216,241,4106,431,314,259,506,587,1200,1051,1101,517,397,266,482,7110,1046,746,662,1393,1710,3908,3640,3925,2034,1573,1057,1302,23005,7264,3741,3450,6925,8794,24292,26694,41810,30865,27542,18431,9241,209043,3889,1368,1170,1931,2324,6919,8977,17151,10611,7932,4952,2340,69559,485,203,204,358,543,1669,2239,4233,2710,2398,1781,691,17516,2061,659,674,1169,1761,7100,11980,26069,16346,12881,8296,2762,91754,979,361,331,610,789,2324,2585,4433,2790,2702,2127,800,20842,1097,461,420,743,884,2490,2524,3769,2122,2002,1369,910,18786,4627,1686,1626,2883,3983,13585,19328,38499,23963,19985,13567,5170,148903,95,48,54,93,135,416,404,565,262,172
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,490,359,251,89,63,44,111,2241,157,161,148,229,263,549,322,260,84,59,48,153,2434,776,687,772,1627,2090,4798,3767,3046,1074,642,366,875,20516,10,28,34,82,90,124,55,44,8,4,4,18,500,66,115,161,322,300,528,259,122,44,28,17,87,2048,34,43,45,73,105,143,78,41,13,11,6,31,627,93,114,91,145,133,185,111,61,15,14,11,65,1040,204,300,333,619,626,981,507,266,73,55,47,198,4224,2044,1733,1885,3384,3914,8172,6086,4855,1633,1023,627,1716,37065,1142,770,701,1221,1385,2853,1963,1379,402,299,198,584,12906,121,57,86,198,244,635,521,412,117,83,47,115,2637,393,240,274,715,1144,3053,2749,2008,617,396,204,361,12157,117,112,112,208,265,585,420,324,107,90,51,92,2482,197,133,131,254,344,684,431,306,94,65,49,151,2832,831,540,595,1372,1997,4949,4128,3057,936,635,357,714,20109,18,16,31,63,77,144,83,26,9,4
4GADE,2119,1757,2056,874,773,593,534,11846,619,538,491,911,1046,2036,1630,1614,693,496,343,600,11007,2528,1929,1936,3924,5310,13963,14834,18094,8073,6062,3802,3267,83731,59,60,64,151,202,420,317,226,64,66,37,65,1735,226,200,250,569,675,1618,1424,1120,365,238,121,307,7106,150,161,168,364,369,756,533,464,165,120,93,185,3535,313,344,385,534,575,1098,802,563,213,129,76,263,5294,744,767,871,1617,1831,3891,3076,2374,806,551,323,817,17671,5554,4077,4082,7631,9539,23611,24108,29213,13059,9505,5694,5701,141769,2714,1385,1189,1978,2476,6814,7810,8330,3282,2338,1314,1268,40912,348,201,196,387,588,1793,1998,2233,960,768,569,344,10385,1278,629,593,1259,2045,8294,11574,13715,5672,4230,2520,1338,53149,736,435,363,727,948,2483,2372,2606,1076,958,667,505,13879,732,497,455,798,951,2219,1902,1893,754,563,346,501,11602,3088,1758,1606,3176,4536,14797,17845,20446,8463,6518,4101,2694,89022,51,29,49,104,184,451,384,243,70,61
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,2169,2062,2758,1609,1393,877,815,14431,818,507,453,952,1142,2665,2357,2892,1632,1335,758,1330,16847,3475,2057,2020,4385,6265,17556,19958,29508,17699,13497,6970,6673,130047,105,71,63,158,163,491,400,382,165,131,70,92,2303,387,262,279,603,912,2061,1982,2111,942,707,350,685,11289,162,118,123,247,313,726,613,577,257,187,131,194,3652,459,301,259,481,589,1193,1000,948,413,323,170,500,6631,1118,753,725,1482,1979,4478,3998,4019,1774,1345,727,1475,23878,9038,5018,4734,9264,12387,31927,34021,47898,28156,21574,11356,12776,228144,5066,2290,1895,3458,4502,12094,12863,16092,7049,5068,2854,3481,76702,451,200,226,485,723,2401,3016,4134,2039,1520,807,680,16683,1733,780,798,1679,2965,10914,15941,23570,11251,7198,3489,2715,83033,649,320,317,626,879,2391,2766,3588,1768,1421,793,707,16228,1059,534,449,922,1239,3023,3085,3749,1685,1330,715,1023,18821,3892,1834,1792,3711,5807,18727,24806,35038,16751,11471,5803,5129,134767,72,55,53,108,173,488,511,465,179,114
3GBRI,2531,2533,3677,2112,1984,1362,979,18629,907,521,500,893,1110,2638,2559,3256,1816,1474,865,1146,17683,3740,2061,2020,3773,5467,15954,19617,33156,21208,17831,10118,6542,141481,86,59,43,110,146,377,420,450,209,151,102,100,2260,326,214,215,428,600,1742,1877,2345,1117,757,377,563,10560,167,166,123,257,334,781,672,759,366,216,161,228,4233,484,306,253,456,582,1227,1158,1267,554,369,187,501,7347,1061,743,635,1254,1669,4133,4126,4810,2246,1492,831,1393,24393,7887,4249,3927,7318,9992,27489,32084,52817,33787,28096,15197,11185,234036,3988,1622,1350,2210,2885,8609,11468,16934,8354,6285,3571,2551,69811,586,276,219,418,649,2131,2900,4480,2263,2006,1372,756,18055,2093,745,708,1349,2142,8836,15503,26243,14348,11217,6433,2985,92600,953,420,376,638,890,2803,3030,4463,2499,2183,1491,891,20628,1108,486,456,776,1070,2928,3105,4008,1887,1527,871,996,19224,4744,1926,1760,3189,4748,16696,24535,39190,20995,16928,10171,5632,150509,88,41,37,87,128,425,497,542,189,154
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,2287,1737,1510,571,392,257,630,10807,589,480,473,876,1005,2093,1384,1123,397,316,200,733,9667,2786,2253,2399,5106,7201,18175,16239,14846,5229,3400,2025,4175,83835,67,104,97,237,254,526,284,165,44,37,18,101,1945,295,317,370,770,1002,2046,1278,707,208,132,84,406,7616,157,188,194,419,455,740,390,273,77,51,30,159,3138,357,319,266,522,549,922,499,324,83,73,43,317,4267,877,930,923,1945,2268,4236,2452,1470,415,298,167,988,16965,6586,5022,5050,10028,13051,30423,25758,22773,7831,5211,3127,7541,142411,2985,1881,1599,2949,3916,9179,7798,6454,2219,1608,1018,2225,43835,449,281,279,587,881,2462,2273,2120,731,537,384,532,11510,1365,708,816,2052,3500,11384,12240,11169,3643,2447,1360,1932,52612,524,374,338,736,997,2406,2046,1811,670,487,270,599,11263,711,462,432,863,1075,2432,1763,1497,522,361,252,696,11074,3059,1824,1868,4233,6459,18689,18317,16599,5564,3833,2261,3763,86461,81,75,75,148,228,530,370,179,47,38
2GMEL,6268,5864,7680,3693,3670,2990,2639,41220,1887,1152,1102,1902,2324,5848,5128,6122,2778,2352,1707,2642,34964,8967,4720,4599,8719,12032,37235,44689,66480,33716,29053,21752,15395,287370,184,136,148,296,408,1132,955,965,318,261,208,335,5346,708,438,484,935,1368,3902,3738,3851,1470,1131,767,1150,19948,576,412,401,777,952,2148,1793,1666,627,561,419,659,10995,1044,800,665,1173,1388,2863,2580,2357,958,681,433,1295,16242,2520,1786,1700,3185,4120,10043,9065,8835,3378,2629,1827,3444,52528,16585,8772,8385,15362,20526,59531,68567,100958,51970,44616,31430,24579,451280,6961,2550,2132,3257,4540,14027,18389,27733,14022,11748,7990,5039,118378,1582,628,577,950,1477,4919,6014,8563,3946,3846,3359,2015,37878,5764,1761,1759,2974,4827,20054,32938,51856,25187,22641,17436,7178,194383,2842,1116,1016,1679,2353,6593,6830,9522,4366,4663,3892,2571,47441,2772,1180,1088,1754,2316,6048,5800,7065,3035,2838,2017,2452,38354,12960,4682,4447,7357,10972,37621,51572,77000,36533,33986,26711,14217,318061,288,131,147,229,348,1096,1079,939,359,320
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,3450,3007,3356,1525,1279,810,936,18671,1026,695,629,1347,1628,3563,2986,3089,1337,1096,672,1281,19349,4285,2704,2736,6097,8911,24221,26501,33511,15890,11580,6182,6861,149471,122,104,112,246,336,748,583,494,192,109,60,152,3262,492,418,480,994,1365,3130,2515,2192,773,460,282,720,13828,201,230,219,479,578,1076,787,685,246,171,103,275,5045,552,451,405,681,785,1620,1089,959,349,213,150,544,7797,1367,1203,1219,2399,3064,6577,4974,4328,1559,957,600,1694,29930,10690,6461,6261,12650,17115,42331,42445,51359,23854,17215,9692,12654,252722,5444,2667,2238,4010,5192,12642,12550,13911,5955,4511,2673,3549,75337,591,302,300,612,1028,3210,3733,4668,2124,1622,921,853,19972,2078,898,984,2236,3919,13188,18129,23939,10965,7802,3847,3023,90995,818,439,409,830,1264,3145,3336,3906,1815,1504,829,803,19098,1184,726,611,1183,1698,3945,3618,3827,1535,1250,724,1189,21487,4672,2365,2305,4858,7907,23487,28814,36332,16443,12178,6320,5862,151553,92,79,79,187,286,789,648,527,169,101
1GSYD,4838,5084,8147,5155,6012,5554,2525,43760,1960,829,824,1449,1836,4961,4859,7420,4389,4741,3861,2777,39901,8429,3356,3203,5748,8196,26364,33458,63862,44262,50227,43680,15377,306168,189,78,89,156,247,713,734,945,523,412,346,275,4704,673,316,270,609,879,2573,2972,4359,2301,2047,1451,1144,19582,466,291,221,437,578,1555,1429,1917,900,915,680,537,9923,938,424,441,767,930,2447,2428,2977,1477,1315,918,1223,16285,2262,1106,1016,1967,2633,7288,7565,10198,5202,4684,3396,3179,50496,15399,6160,5781,10279,14122,42981,52734,97032,66371,73215,61520,23983,469579,6791,1923,1668,2536,3468,10062,12116,22122,15176,17250,14214,4561,111876,1484,439,380,633,1043,3546,4639,8154,5231,6105,6169,1991,39806,5550,1395,1269,1978,3160,12182,19396,41469,30001,36026,33654,7203,193293,2761,900,721,1191,1673,5061,5352,9241,5651,6865,6703,2508,48605,2854,998,887,1390,1819,5218,5386,8307,4713,5290,4334,2474,43669,12648,3735,3264,5185,7688,26010,34762,67166,45590,54287,50852,14173,325378,243,63,75,135,215,643,721,971,491,438
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
