GCCSA_CODE_2016,C11_5_9_Indig_st_ns_P,C11_5_9_T_M,C11_5_9_T_F,C11_5_9_T_P,C11_10_14_Indigen_M,C11_10_14_Indigen_F,C11_10_14_Indigen_P,C11_10_14_NonInd_M,C11_10_14_NonInd_F,C11_10_14_NonInd_P,C11_10_14_Ind_st_ns_M,C11_10_14_Ind_st_ns_F,C11_10_14_Ind_st_ns_P,C11_10_14_T_M,C11_10_14_T_F,C11_10_14_T_P,C11_15_19_Indigen_M,C11_15_19_Indigen_F,C11_15_19_Indigen_P,C11_15_19_NonInd_M,C11_15_19_NonInd_F,C11_15_19_NonInd_P,C11_15_19_Ind_st_ns_M,C11_15_19_Ind_st_ns_F,C11_15_19_Ind_st_ns_P,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Indigen_M,C11_20_24_Indigen_F,C11_20_24_Indigen_P,C11_20_24_NonInd_M,C11_20_24_NonInd_F,C11_20_24_NonInd_P,C11_20_24_Ind_st_ns_M,C11_20_24_Ind_st_ns_F,C11_20_24_Ind_st_ns_P,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Indigen_M,C11_25_29_Indigen_F,C11_25_29_Indigen_P,C11_25_29_NonInd_M,C11_25_29_NonInd_F,C11_25_29_NonInd_P,C11_25_29_Ind_st_ns_M,C11_25_29_Ind_st_ns_F,C11_25_29_Ind_st_ns_P,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Indigen_M,C11_30_34_Indigen_F,C11_30_34_Indigen_P,C11_30_34_NonInd_M,C11_30_34_NonInd_F,C11_30_34_NonInd_P,C11_30_34_Ind_st_ns_M,C11_30_34_Ind_st_ns_F,C11_30_34_Ind_st_ns_P,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Indigen_M,C11_35_39_Indigen_F,C11_35_39_Indigen_P,C11_35_39_NonInd_M,C11_35_39_NonInd_F,C11_35_39_NonInd_P,C11_35_39_Ind_st_ns_M,C11_35_39_Ind_st_ns_F,C11_35_39_Ind_st_ns_P,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Indigen_M,C11_40_44_Indigen_F,C11_40_44_Indigen_P,C11_40_44_NonInd_M,C11_40_44_NonInd_F,C11_40_44_NonInd_P,C11_40_44_Ind_st_ns_M,C11_40_44_Ind_st_ns_F,C11_40_44_Ind_st_ns_P,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Indigen_M,C11_45_49_Indigen_F,C11_45_49_Indigen_P,C11_45_49_NonInd_M,C11_45_49_NonInd_F,C11_45_49_NonInd_P,C11_45_49_Ind_st_ns_M,C11_45_49_Ind_st_ns_F,C11_45_49_Ind_st_ns_P,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Indigen_M,C11_50_54_Indigen_F,C11_50_54_Indigen_P,C11_50_54_NonInd_M,C11_50_54_NonInd_F,C11_50_54_NonInd_P,C11_50_54_Ind_st_ns_M,C11_50_54_Ind_st_ns_F,C11_50_54_Ind_st_ns_P,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Indigen_M,C11_55_59_Indigen_F,C11_55_59_Indigen_P,C11_55_59_NonInd_M,C11_55_59_NonInd_F,C11_55_59_NonInd_P,C11_55_59_Ind_st_ns_M,C11_55_59_Ind_st_ns_F,C11_55_59_Ind_st_ns_P,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Indigen_M,C11_60_64_Indigen_F,C11_60_64_Indigen_P,C11_60_64_NonInd_M,C11_60_64_NonInd_F,C11_60_64_NonInd_P,C11_60_64_Ind_st_ns_M,C11_60_64_Ind_st_ns_F,C11_60_64_Ind_st_ns_P,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_over_Indigen_M,C11_65_over_Indigen_F,C11_65_over_Indigen_P,C11_65over_NonInd_M,C11_65over_NonInd_F,C11_65over_NonInd_P,C11_65over_Indig_st_ns_M,C11_65over_Indig_st_ns_F,C11_65over_Indig_st_ns_P,C11_65_over_T_M,C11_65_over_T_F,C11_65_over_T_P,C11_Tot_Indig_M,C11_Tot_Indig_F,C11_Tot_Indig_P,C11_Tot_NonInd_M,C11_Tot_NonInd_F,C11_Tot_NonInd_P,C11_Tot_Indig_st_ns_M,C11_Tot_Indig_st_ns_F,C11_Tot_Indig_st_ns_P,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_0_4_Indig_M,C16_0_4_Indig_F,C16_0_4_Indig_P,C16_0_4_NonInd_M,C16_0_4_NonInd_F,C16_0_4_NonInd_P,C16_0_4_Indig_st_ns_M,C16_0_4_Indig_st_ns_F,C16_0_4_Indig_st_ns_P,C16_0_4_T_M,C16_0_4_T_F,C16_0_4_T_P,C16_5_9_Indig_M,C16_5_9_Indig_F,C16_5_9_Indig_P,C16_5_9_NonInd_M,C16_5_9_NonInd_F,C16_5_9_NonInd_P,C16_5_9_Indig_st_ns_M,C16_5_9_Indig_st_ns_F,C16_5_9_Indig_st_ns_P,C16_5_9_T_M,C16_5_9_T_F,C16_5_9_T_P,C16_10_14_Indigen_M,C16_10_14_Indigen_F,C16_10_14_Indigen_P,C16_10_14_NonInd_M,C16_10_14_NonInd_F,C16_10_14_NonInd_P,C16_10_14_Ind_st_ns_M,C16_10_14_Ind_st_ns_F,C16_10_14_Ind_st_ns_P,C16_10_14_T_M,C16_10_14_T_F,C16_10_14_T_P,C16_15_19_Indigen_M,C16_15_19_Indigen_F,C16_15_19_Indigen_P,C16_15_19_NonInd_M
6RTAS,661,8838,8538,17373,796,754,1547,8547,8205,16755,369,377,750,9713,9335,19052,704,671,1370,8706,8037,16746,374,312,686,9779,9025,18800,478,484,956,6767,6676,13438,298,228,521,7535,7379,14918,366,439,807,6336,6836,13175,262,207,462,6966,7480,14450,295,378,669,6389,7062,13447,248,235,482,6928,7671,14601,305,363,671,7605,8293,15900,293,285,579,8202,8941,17147,372,447,820,8624,9389,18006,363,282,647,9355,10116,19470,322,374,699,9221,9654,18868,384,296,686,9931,10328,20256,305,340,651,9689,10089,19773,392,314,707,10389,10746,21136,252,241,492,9198,9505,18707,417,323,736,9865,10064,19935,205,188,398,9232,9346,18585,414,333,747,9855,9870,19724,320,320,639,21239,23831,45068,1121,1246,2370,22682,25392,48073,6207,6439,12651,127267,131845,259120,5616,5123,10743,139094,143412,282509,760,773,1538,6646,6327,12970,452,479,928,7854,7575,15434,916,868,1784,7589,7118,14708,522,497,1020,9025,8483,17506,833,796,1625,7364,7060,14428,514,525,1035,8706,8389,17095,811,726,1535,7721
6GHOB,539,6692,6130,12829,425,377,798,6151,5895,12048,265,264,527,6836,6535,13377,365,358,729,6377,6147,12526,273,258,526,7014,6763,13784,316,353,665,6661,6600,13261,353,268,625,7326,7220,14547,263,280,547,6061,6334,12393,307,237,544,6638,6854,13485,171,199,369,5633,6048,11678,253,205,464,6056,6454,12515,182,215,395,6097,6703,12796,260,231,489,6535,7145,13676,185,224,412,6429,7013,13445,295,224,519,6909,7462,14373,159,188,350,6659,7153,13812,271,237,513,7096,7583,14676,151,159,315,6868,7599,14471,290,248,534,7310,8007,15320,120,131,252,6382,6918,13296,290,242,533,6790,7293,14080,84,99,176,5957,6249,12201,294,235,533,6336,6578,12911,102,142,247,13591,17049,30643,698,925,1622,14396,18128,32521,3356,3538,6895,95100,101103,196200,4426,4131,8560,102881,108776,211655,471,424,897,5862,5598,11453,331,317,645,6666,6338,12995,509,498,1003,6293,5997,12289,359,338,695,7158,6830,13986,473,464,931,5980,5568,11544,328,298,630,6780,6330,13108,450,392,839,6118
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,12,3,17,0,0,0,12,3,17,0,0,0,5,3,7,0,0,0,8,3,9,0,0,3,3,3,8,0,0,0,4,3,11,0,0,3,10,3,7,3,0,3,15,5,18,0,0,0,10,0,15,0,0,0,10,0,15,0,0,0,8,0,8,0,0,0,8,3,12,0,0,0,8,0,10,0,0,0,8,0,10,0,0,0,3,4,7,0,0,0,3,5,7,0,0,0,6,3,8,0,0,0,6,3,11,5,3,8,75,28,102,5,3,8,82,36,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3,13,20,29,3,0,3,15,10,23,0,0,0,14,11,30,7,0,4,32,43,80,0,6,10,44,52,92,10,8,11,48,33,84,3,3,4,59,43,103,4,4,9,60,45,108,7,0,5,75,50,125,6,0,13,41,20,64,3,0,4,60,28,80,8,0,8,44,26,68,0,0,0,56,26,77,3,0,3,43,29,80,3,0,3,54,35,87,5,0,4,40,33,76,5,0,5,48,38,86,3,0,3,34,29,59,6,0,6,39,33,65,0,0,0,34,28,62,4,0,4,37,30,72,3,0,3,40,37,79,3,3,10,48,44,84,0,0,0,51,39,89,3,7,12,54,43,97,59,15,75,515,416,930,40,30,69,613,460,1072,3,0,3,20,12,38,0,0,0,27,20,40,0,0,0,7,9,18,0,0,0,7,12,21,0,0,0,8,10,13,0,0,0,8,9,20,3,3,9,23
5RWAU,2449,17966,17404,35368,2452,2371,4820,14633,13609,28240,1230,1214,2447,18313,17192,35510,2100,1974,4073,12836,11352,24185,1120,845,1964,16055,14170,30223,1791,1786,3573,12251,10652,22901,1762,943,2699,15798,13379,29183,1556,1657,3214,14731,13338,28063,2278,1153,3437,18564,16147,34711,1332,1458,2787,14661,13526,28185,1878,1114,2987,17870,16094,33962,1380,1370,2752,16109,14957,31066,1967,1209,3172,19456,17530,36985,1272,1432,2707,17055,15673,32734,2055,1111,3168,20391,18216,38605,1081,1181,2258,17017,15123,32144,1964,1054,3012,20057,17356,37412,911,974,1882,16779,15154,31933,1841,986,2825,19525,17118,36642,710,781,1493,14824,13517,28339,1411,785,2194,16940,15088,32026,458,553,1013,13354,11699,25047,1093,693,1784,14903,12948,27850,686,921,1604,26250,26645,52887,1795,1649,3443,28728,29209,57937,20687,21417,42102,219514,202684,422198,23002,15289,38296,263212,239385,502593,2488,2306,4792,14080,13189,27265,1468,1325,2796,18037,16823,34861,2603,2461,5059,15009,14252,29260,1461,1406,2868,19070,18117,37183,2405,2395,4798,13546,13033,26584,1327,1219,2544,17282,16644,33920,2118,1972,4088,12307
5GPER,5352,55026,52176,107200,1683,1564,3250,52127,49630,101758,2782,2599,5381,56597,53789,110387,1664,1511,3175,55647,53281,108929,2977,2669,5647,60287,57460,117749,1348,1219,2574,60203,58787,118994,4470,3147,7617,66024,63158,129180,1045,1026,2066,61579,60192,121767,5045,3451,8499,67666,64665,132331,845,847,1695,55832,56717,112550,4130,3016,7147,60809,60588,121391,822,882,1703,56852,58786,115633,3775,2784,6558,61444,62448,123890,722,879,1603,58411,60967,119377,3783,2761,6542,62922,64608,127521,614,714,1334,56045,58626,114674,3375,2488,5859,60039,61833,121866,521,600,1118,51817,54792,106608,3094,2315,5411,55431,57708,113136,332,460,790,46108,49305,95412,2793,2152,4946,49241,51916,101153,261,332,586,42864,44155,87024,2358,2057,4415,45481,46543,92023,294,407,705,92426,110909,203335,5541,6614,12158,98268,117932,216197,13466,13641,27103,794801,815349,1610151,50042,41572,91612,858307,870562,1728865,1840,1746,3585,59790,56773,116565,3408,3155,6558,65040,61672,126713,1800,1782,3579,60300,57082,117383,3048,2818,5869,65142,61685,126833,1769,1727,3492,55510,52546,108053,2688,2550,5237,59965,56820,116781,1718,1581,3299,56825
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,28,5,33,9,0,9,30,5,37,0,0,0,56,3,67,12,0,10,69,7,81,3,0,3,60,0,58,12,0,15,71,0,72,0,0,0,49,5,48,8,0,8,58,5,59,0,0,0,36,0,32,3,0,3,37,0,41,0,0,0,29,3,33,3,0,3,34,3,37,0,0,0,29,3,29,4,0,4,34,3,34,0,0,0,17,0,17,5,0,5,22,0,22,0,0,0,10,0,10,0,0,0,9,0,10,0,0,0,6,9,9,0,0,3,4,8,14,5,0,5,314,28,339,65,4,66,381,33,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,20,110,94,206,8,9,14,55,54,107,8,10,18,68,67,137,9,17,23,97,89,189,16,4,27,119,111,231,20,16,37,285,238,519,35,17,54,335,274,611,22,13,36,394,292,690,74,22,101,492,334,824,31,22,47,341,253,590,61,28,88,427,295,719,43,22,65,289,165,452,37,23,63,370,216,586,39,22,59,288,166,452,36,17,49,362,198,564,37,25,56,283,146,426,49,8,56,367,177,541,15,18,33,250,200,452,48,19,66,313,235,553,18,8,24,302,298,600,42,28,65,362,337,696,13,3,15,326,255,580,29,17,48,368,282,641,11,10,14,407,240,647,42,14,60,463,260,719,260,190,454,3515,2588,6100,510,236,741,4285,3010,7299,8,18,27,55,48,104,12,18,30,81,79,161,6,9,16,56,51,109,7,8,17,66,72,134,9,14,20,36,29,61,9,6,11,54,46,102,13,14,29,60
4RSAU,966,11783,11187,22976,821,833,1653,11190,10727,21912,526,482,1009,12544,12037,24577,745,701,1444,10721,9708,20426,501,412,909,11969,10821,22786,623,627,1251,8514,7469,15985,456,307,762,9595,8406,17999,570,586,1151,8449,8539,16989,453,318,775,9475,9450,18921,420,464,882,8615,8703,17313,417,288,698,9449,9448,18897,449,493,949,9725,10078,19805,496,364,854,10674,10941,21613,446,465,913,11770,11679,23443,598,394,995,12813,12537,25351,442,424,868,12298,12096,24397,649,421,1074,13395,12936,26329,313,350,670,12853,12552,25403,593,444,1038,13759,13343,27108,235,260,489,12486,11948,24433,562,434,995,13283,12641,25919,178,215,393,12302,12025,24323,638,508,1144,13114,12739,25854,307,358,664,30121,33268,63385,1584,1853,3435,32009,35479,67488,7249,7429,14672,169710,168300,338004,8468,7117,15583,185427,182834,368260,855,797,1649,9128,8802,17932,642,617,1255,10628,10211,20840,923,877,1801,10401,9576,19976,700,651,1350,12027,11104,23131,854,844,1693,10222,9605,19821,696,662,1356,11767,11107,22869,755,712,1461,9557
4GADE,2705,36089,34033,70121,940,912,1851,34969,33418,68384,1431,1290,2721,37330,35620,72954,898,824,1722,38519,37098,75617,1624,1369,2991,41041,39281,80320,716,728,1443,41483,40859,82338,2040,1489,3524,44230,43070,87304,563,611,1176,40240,40455,80699,1964,1448,3412,42762,42517,85284,434,495,929,37212,37613,74828,1630,1245,2879,39276,39357,78636,431,486,912,38768,39567,78330,1589,1269,2858,40777,41324,82102,424,520,941,40717,42182,82897,1667,1326,2988,42806,44023,86834,351,447,791,40549,42216,82764,1638,1345,2987,42539,44003,86544,301,372,673,39249,41554,80802,1683,1351,3034,41232,43272,84503,275,257,532,34826,37943,72770,1359,1210,2568,36463,39408,75868,164,188,357,33132,35478,68614,1319,1250,2566,34616,36916,71536,227,364,591,79318,100777,180089,3802,5191,8995,83342,106325,189671,7636,7962,15596,567771,594755,1162521,24598,22513,47110,600011,625224,1225235,1124,1002,2124,36386,34282,70670,1728,1623,3351,39238,36906,76145,1091,1072,2162,36652,35284,71937,1627,1544,3173,39373,37897,77270,991,972,1965,34797,32925,67720,1497,1344,2847,37283,35243,72533,1052,1016,2062,37863
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,5,49,61,110,0,0,0,30,28,57,3,0,3,35,28,57,9,3,17,62,54,112,11,5,17,74,69,145,13,7,23,132,117,248,8,10,15,154,132,287,5,9,18,145,119,265,19,5,19,168,136,304,6,9,17,158,91,248,17,8,28,179,106,284,14,7,24,132,85,214,10,4,14,153,96,248,11,6,17,123,64,195,10,6,17,153,79,229,9,8,15,120,53,180,8,6,19,139,73,209,4,14,16,115,100,210,7,8,14,128,117,248,3,3,6,126,71,203,14,7,15,140,84,221,0,0,4,111,74,186,12,3,14,125,86,204,3,3,8,188,149,332,21,26,44,215,170,388,87,75,166,1546,1117,2665,143,92,234,1778,1287,3069,7,4,13,36,33,70,3,3,6,50,43,91,0,3,3,26,27,50,7,3,9,35,37,67,0,3,9,22,24,46,3,3,10,29,34,60,15,10,21,75
3RQLD,8225,77616,73324,150938,6996,6755,13748,68556,65599,134153,4282,3934,8218,79829,76289,156122,6193,5864,12050,66712,63275,129985,4398,3604,8005,77296,72743,150045,4375,4531,8910,58849,59187,118037,5234,3888,9117,68465,67605,136068,3586,3972,7558,60624,63537,124161,5519,3800,9313,69723,71311,141036,3313,3597,6912,59314,62987,122296,4824,3671,8491,67451,70251,137702,3319,3730,7044,66674,70814,137491,5136,3767,8902,75130,78308,153440,3158,3573,6728,69903,74220,144121,5430,3840,9276,78498,81626,160122,2778,3044,5815,70458,74643,145103,5257,3828,9084,78491,81512,160007,2306,2559,4865,69644,72706,142346,5077,3674,8748,77025,78933,155958,1801,1917,3712,63773,65467,129243,4385,3154,7541,69963,70535,140497,1250,1447,2692,62706,61966,124674,4008,2940,6949,67956,66354,134315,1751,2298,4044,143652,156398,300043,9558,10599,20158,154960,169294,324257,55639,57554,113187,993740,1016213,2009950,71865,58723,130584,1121239,1132488,2253723,7921,7541,15468,63040,59845,122886,5045,4832,9870,76005,72221,148226,8448,8036,16481,69976,66147,136121,5271,5042,10316,83696,79226,162920,7727,7515,15245,67628,63722,131349,4962,4769,9723,80321,76005,156319,6889,6605,13497,64665
3GBRI,6032,69797,65903,135704,2540,2549,5088,63331,60195,123527,3107,2902,6013,68978,65649,134629,2486,2276,4764,67047,65388,132433,3317,2816,6134,72847,70486,143337,1903,1832,3734,72029,73009,145036,4570,3266,7834,78501,78112,156611,1535,1535,3071,72751,74553,147305,4604,3417,8025,78893,79512,158407,1218,1300,2521,68278,70532,138815,3740,3023,6771,73242,74858,148102,1259,1368,2632,70620,74108,144733,3649,2911,6558,75534,78394,153924,1137,1381,2515,69277,73545,142823,3504,2804,6304,73914,77728,151643,1000,1102,2097,65348,68678,134026,3286,2485,5770,69634,72268,141901,745,888,1633,60505,63842,124350,2881,2362,5245,64131,67095,131232,554,706,1261,53780,56555,110341,2538,2099,4637,56869,59365,116232,420,489,909,50156,51882,102042,2370,2006,4375,52943,54377,107323,509,753,1268,104233,125260,229492,5390,6643,12032,110136,132657,242794,20680,21228,41903,949459,982284,1931742,49417,42929,92353,1019555,1046438,2065998,3207,3144,6353,68751,65193,133944,3891,3715,7603,75846,72050,147903,3225,3138,6370,71998,68271,140262,3739,3552,7294,78962,74960,153928,3153,2924,6077,66869,63212,130088,3238,3185,6416,73259,69317,142581,2973,2889,5864,68077
39799,4,3,3,7,0,0,0,7,0,7,0,0,0,7,3,12,0,0,0,8,7,20,0,0,3,14,5,18,0,0,0,35,12,45,3,0,8,37,18,56,0,0,0,23,13,29,4,0,8,28,11,41,0,0,0,19,3,18,0,0,3,18,4,21,3,0,3,14,10,25,7,0,3,22,13,35,0,0,0,18,8,25,7,0,7,17,6,29,0,0,0,10,11,23,7,0,10,16,13,32,0,0,0,18,18,34,7,0,13,28,22,49,0,0,0,17,13,30,0,3,4,21,16,35,0,0,0,16,19,31,4,4,8,22,21,42,0,0,0,41,52,93,3,10,14,42,63,102,11,0,11,220,169,391,49,31,74,275,193,473,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
39499,33,167,170,336,6,21,29,92,83,168,19,13,31,118,109,230,47,25,69,210,212,423,18,11,29,269,252,520,34,39,76,458,466,926,74,44,116,572,543,1119,30,24,61,557,467,1019,105,41,145,684,535,1220,39,15,57,436,307,742,59,21,81,532,340,872,43,22,68,381,253,633,61,26,84,486,306,788,44,29,77,371,233,606,68,25,89,487,289,773,41,29,72,398,255,654,70,21,89,517,301,811,26,17,41,400,382,783,43,32,71,466,433,899,25,18,43,538,500,1046,70,37,114,638,560,1200,10,5,20,712,598,1312,70,45,115,798,646,1448,13,3,14,1035,618,1649,112,54,161,1156,675,1828,419,307,720,5943,4680,10629,790,406,1194,7153,5396,12543,27,19,43,128,120,249,24,20,48,182,160,339,12,14,30,113,109,222,23,19,41,150,144,289,6,16,23,77,74,152,18,8,22,104,96,197,24,28,50,154
2RVIC,3554,42912,41015,83933,1180,1216,2399,43086,40747,83834,1946,1815,3759,46208,43776,89991,1147,1036,2181,44281,41682,85966,1884,1721,3605,47312,44438,91749,741,863,1602,35551,34020,69575,1686,1353,3035,37978,36236,74215,572,652,1231,32259,34002,66264,1567,1260,2830,34400,35921,70323,465,548,1012,32370,34659,67024,1377,1176,2551,34217,36377,70591,491,589,1083,37437,40333,77771,1660,1448,3107,39588,42376,81958,505,629,1130,41149,44317,85469,1865,1520,3389,43527,46468,89991,487,515,1005,43228,46256,89481,1893,1628,3519,45602,48398,94003,402,449,855,44707,46970,91678,1957,1630,3592,47076,49052,96128,336,349,681,43363,44630,87999,1931,1640,3574,45633,46620,92257,261,297,556,42301,42884,85185,1929,1730,3657,44483,44913,89395,377,486,861,102815,120487,223298,5667,6704,12372,108864,127670,236531,9559,10126,19680,622890,647046,1269934,28956,27144,56095,661408,684305,1345717,1495,1456,2948,38789,36567,75360,2719,2643,5360,43001,40662,83665,1507,1399,2912,41875,39487,81366,2923,2734,5658,46312,43620,89935,1305,1335,2640,40279,38466,78748,2854,2637,5490,44445,42428,86873,1210,1216,2428,40931
2GMEL,11351,124195,117738,241926,1016,987,2006,115510,109408,224918,5541,5158,10702,122069,115556,237625,946,899,1849,122559,117570,240133,5952,5157,11114,129460,123628,253091,840,844,1689,142184,139841,282029,9146,6995,16135,152174,147683,299849,658,652,1308,147393,150686,298078,10053,7779,17830,158101,159113,317213,563,630,1194,140459,144198,284659,8236,6655,14896,149258,151484,300750,583,596,1184,139528,146993,286525,7082,5904,12994,147205,153497,300695,609,621,1233,138575,148308,286881,6687,5750,12435,145868,154680,300547,501,515,1012,129399,135923,265319,6248,5239,11496,136146,141682,277825,394,394,784,119650,126336,245986,5696,5034,10728,125743,131764,257499,323,365,691,103818,110780,214594,5027,4457,9485,109168,115601,224771,210,248,463,93711,101021,194727,4596,4273,8875,98521,105543,204070,333,429,769,222034,272485,494521,12971,16232,29199,235332,289148,524483,8941,9079,18023,1857694,1934252,3791940,99871,90148,190020,1966504,2033479,3999981,1248,1261,2507,138629,131382,270013,7501,7155,14659,147382,139793,287178,1229,1257,2486,134650,128262,262908,6794,6316,13107,142674,135831,278506,1237,1125,2360,123302,116956,240259,5843,5559,11399,130382,123638,254017,1171,1172,2342,129162
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,33,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,22,130,134,263,8,0,9,99,84,190,70,60,132,179,150,331,12,11,27,202,235,441,13,13,25,232,258,492,25,22,49,465,446,908,47,33,80,532,507,1037,11,6,19,504,505,1005,63,39,104,582,543,1129,10,12,24,460,320,778,36,30,71,506,359,867,23,6,30,417,253,665,41,16,56,480,276,759,18,10,28,359,205,563,41,29,71,415,249,662,17,8,26,291,171,459,23,22,45,332,198,531,15,5,21,262,154,418,19,17,40,295,182,477,5,3,12,196,168,360,21,8,34,223,180,405,0,0,0,164,161,329,7,5,13,178,167,342,3,0,3,315,201,511,28,19,52,349,217,567,173,112,281,4047,3200,7243,450,326,776,4672,3636,8307,16,6,25,175,138,312,24,13,39,215,163,379,0,8,8,72,87,157,15,11,24,88,105,195,7,7,9,69,73,145,13,16,25,88,88,176,15,13,28,141
1RNSW,7138,81902,77669,159574,7372,7145,14510,75407,71580,146988,4050,3709,7754,86824,82427,169255,6706,6434,13137,75298,71201,146502,3915,3322,7237,85914,80956,166873,4583,4483,9068,63575,61943,125520,3715,2812,6525,71870,69238,141115,3572,3684,7263,58436,59714,118151,3125,2432,5558,65140,65829,130970,2923,3132,6056,57970,61612,119585,2963,2373,5334,63862,67115,130979,3113,3659,6768,67580,71995,139574,3294,2828,6120,73982,78484,152469,3161,3744,6909,72271,77702,149973,3677,3001,6677,79109,84452,163555,2870,3344,6214,78192,81735,159929,3786,3065,6857,84853,88144,173000,2618,2884,5500,82006,85585,167586,4161,3319,7475,88785,91780,180567,2038,2161,4203,77914,79614,157529,3798,3078,6879,83757,84850,168614,1562,1575,3138,77143,77358,154504,3653,3073,6725,82355,82010,164368,2282,2705,4990,196321,228053,424374,10498,12486,22988,209097,243244,452344,57602,59358,116960,1123562,1162008,2285568,57848,52574,110422,1239007,1273940,2512952,8933,8250,17179,65989,62171,128160,4720,4551,9271,79636,74976,154615,8968,8606,17572,72243,68762,141002,5155,4968,10125,86367,82337,168699,8403,7986,16386,69676,66163,135844,5002,4713,9716,83088,78863,161945,7605,7366,14973,69229
1GSYD,13887,141613,133104,274712,3257,2977,6235,128402,121877,250282,6898,6185,13088,138561,131044,269599,3169,2998,6169,131564,124664,256233,7193,6191,13382,141924,133858,275789,2444,2384,4826,141759,142034,283793,10175,8466,18646,154382,152879,307257,1786,2016,3797,153760,161022,314783,12224,9960,22184,167771,173003,340766,1508,1701,3208,154089,159428,313525,10440,8954,19391,166035,170083,336121,1569,1792,3361,153571,160648,314217,9125,7896,17022,164267,170337,334601,1519,1853,3374,145432,154846,300282,8112,7119,15230,155065,163817,318886,1334,1640,2969,142341,147694,290037,7723,6750,14472,151396,156086,307485,1219,1318,2537,132277,138919,271200,7449,6320,13763,140941,146554,287499,927,1049,1975,114612,121633,236242,6320,5612,11928,121853,128290,250148,698,820,1519,104856,108417,213271,5640,5038,10671,111195,114269,225460,1031,1273,2307,238393,292247,530633,14311,17188,31504,253732,310710,564445,26953,27789,54744,2013998,2091769,4105766,121265,109897,231158,2162221,2229453,4391673,4045,3683,7729,147336,140144,287474,7649,7318,14968,159029,151145,310173,3971,3765,7742,147790,140005,287800,6948,6740,13693,158716,150522,309236,3967,3586,7548,134558,126880,261443,6186,5711,11899,144709,136177,280892,3783,3566,7344,137220
