GCCSA_CODE_2016,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T,C16_SH_0b_NPGH_2,C16_SH_0b_NPGH_3,C16_SH_0b_NPGH_4,C16_SH_0b_NPGH_5,C16_SH_0b_NPGH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5
6RTAS,21,3,0,1505,238,104,95,20,7,466,49,8,3,0,0,61,2076,386,126,19,11,2613,0,0,0,0,0,0,9,0,0,0,0,9,113,3,0,0,0,111,25,15,0,0,0,37,3,7,3,3,0,19,3,0,0,0,0,3,148,23,3,3,0,185,0,0,0,0,0,3,13,0,0,0,0,13,146,11,0,0,0,154,24,11,0,0,0,38,4,3,0,0,3,6,3,0,0,0,0,4,184,30,4,0,3,219,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,6,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,35,4,0,0,0,35,0,0,0,0,0,0,2443,439,135,26,10,3049,17,0,0,0,0,16,31,4,3,0,0,35,554,27,4,0,0,583,1178,186,14,3,3,1386,316,72,80,16,11,501,79,9,0,4,3,93,2177,295,104,32
6GHOB,34,3,3,1155,215,97,127,46,18,508,31,5,9,3,0,54,1475,387,184,54,23,2120,3,0,0,0,0,0,8,0,0,0,0,8,195,8,0,0,0,205,70,58,11,0,0,138,8,13,19,8,3,45,6,0,0,0,0,6,285,86,27,6,3,406,3,0,0,0,0,3,33,3,0,0,0,35,329,30,5,0,0,363,67,50,14,0,0,133,14,16,12,9,9,56,5,0,0,0,0,8,448,101,33,9,15,605,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,6,0,0,0,10,0,0,3,0,0,4,0,0,0,0,0,0,8,8,3,0,0,15,3,3,0,0,0,6,2219,579,243,66,41,3152,10,0,0,0,0,10,30,0,0,0,0,26,435,20,0,0,0,466,898,285,30,10,0,1228,188,117,152,43,34,535,59,19,5,0,3,93,1618,447,191,50
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,48,12,3,2095,839,250,107,40,19,1252,106,19,7,3,3,138,3199,644,162,57,22,4087,0,0,0,0,0,0,11,0,0,0,0,11,140,14,3,0,0,151,151,45,6,3,0,205,18,7,3,3,0,40,17,0,3,0,0,18,336,67,14,4,0,427,0,0,0,0,0,3,17,0,0,0,0,22,133,9,4,0,0,152,77,32,3,0,0,107,11,3,3,0,0,16,3,0,0,0,0,11,251,48,9,4,0,313,26,0,0,0,0,29,16,3,0,0,0,20,41,0,0,0,0,39,14,7,0,0,0,21,13,6,0,0,0,21,38,8,0,0,0,42,152,19,4,3,0,183,13,0,0,0,0,18,3955,786,198,66,29,5028,19,0,0,0,0,16,54,0,4,0,0,59,505,32,12,4,0,549,1608,308,42,16,14,1987,995,267,136,35,29,1469,117,34,8,5,3,162,3306,640,203,58
5GPER,314,51,33,8191,3742,1335,953,353,192,6577,260,92,42,13,7,414,11527,3393,1351,423,231,16931,7,4,5,0,0,18,64,4,0,0,0,72,1128,78,13,3,0,1226,2018,949,132,31,8,3139,185,139,156,62,31,574,86,34,12,5,3,142,3491,1206,318,106,43,5170,13,10,0,0,0,27,273,10,0,0,0,284,2191,229,40,9,3,2475,813,454,89,20,3,1382,65,54,60,30,17,228,48,12,11,3,0,83,3405,770,212,55,23,4471,0,0,0,0,0,0,8,0,0,0,0,8,26,0,0,0,0,26,5,5,0,0,0,10,3,0,0,0,0,10,7,5,0,3,0,13,62,4,0,6,0,76,16,3,0,0,0,22,18499,5381,1886,593,304,26663,20,11,4,0,7,40,73,12,6,3,3,102,1141,90,27,3,3,1254,5742,1614,306,74,46,7786,4123,1526,1155,485,250,7540,449,134,65,35,25,705,11546,3388,1558,600
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,20,4,8,1725,353,66,34,15,10,473,44,13,3,3,3,71,2420,291,68,18,18,2818,0,0,0,0,0,0,3,0,0,0,0,3,94,4,3,0,0,101,148,27,12,0,0,188,12,0,0,0,0,11,10,0,0,0,0,8,266,38,9,0,0,317,0,0,0,0,0,0,13,0,0,0,0,8,112,3,3,3,0,119,22,10,0,3,0,33,0,0,0,0,0,3,3,0,0,0,0,4,154,12,5,8,0,173,0,0,0,0,0,3,10,0,0,0,0,10,19,0,0,0,0,16,4,4,0,0,0,9,3,0,0,0,0,3,9,3,0,0,0,10,41,6,0,0,0,50,3,0,0,0,0,3,2883,345,88,27,21,3359,15,3,0,0,0,11,28,5,3,0,0,36,457,17,7,0,0,481,1452,169,19,12,15,1668,418,71,47,14,16,569,78,3,3,0,4,96,2440,273,82,25
4GADE,229,43,29,7131,1121,549,543,213,113,2530,174,51,35,17,3,279,8287,2159,829,269,143,11695,6,4,0,0,0,7,40,3,0,0,0,41,1327,80,12,0,0,1426,1038,517,77,14,6,1655,54,47,79,49,5,229,47,16,6,0,0,69,2522,660,178,62,10,3430,13,6,8,0,0,24,150,7,3,0,0,166,2210,245,70,3,3,2527,313,223,30,3,0,568,31,18,35,7,0,90,74,9,7,0,0,87,2794,504,146,16,8,3467,10,0,0,0,0,10,4,0,0,0,0,4,24,0,0,0,0,30,7,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,48,7,0,0,0,54,3,3,3,0,0,10,13654,3335,1163,350,160,18658,23,17,3,0,0,40,70,8,6,4,5,97,1296,72,9,3,6,1391,5079,1414,229,42,41,6807,1216,609,642,261,154,2882,276,69,38,15,15,423,7960,2187,940,331
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,212,38,13,10750,4311,1578,830,230,65,7008,445,110,59,16,12,646,16441,3622,1126,289,89,21576,3,0,0,0,0,3,34,0,3,0,0,40,1579,85,9,0,0,1670,1590,634,75,16,3,2313,117,63,72,12,3,262,94,15,8,0,0,118,3416,798,159,29,10,4409,28,3,0,0,0,40,367,27,3,0,0,395,4879,405,84,11,0,5379,1061,586,82,17,4,1747,88,74,60,15,8,243,181,41,15,0,0,239,6601,1133,248,48,15,8046,39,4,3,0,0,49,97,7,0,0,0,109,209,10,0,0,0,221,48,4,3,0,0,55,14,6,0,0,0,21,58,6,0,0,3,72,472,41,4,0,3,524,39,8,5,0,0,61,26976,5605,1543,363,116,34607,85,10,0,3,0,105,228,34,9,3,4,276,2576,142,16,6,0,2740,8794,1494,217,44,26,10572,4975,1689,922,267,138,7986,655,129,62,26,33,904,17317,3502,1232,345
3GBRI,373,76,28,11473,4180,1774,1566,576,219,8317,378,131,82,25,29,642,15068,4789,2057,685,281,22879,13,8,4,0,0,24,53,3,0,0,0,58,1347,87,22,3,0,1454,1796,1193,235,39,13,3277,102,105,106,44,13,374,60,29,17,4,0,111,3373,1419,385,91,30,5291,45,10,5,0,0,62,368,19,0,0,0,394,5794,572,171,19,5,6568,1052,1188,227,47,21,2531,59,47,76,23,12,204,174,35,28,9,3,247,7488,1873,506,98,36,10000,8,0,0,0,0,8,34,0,0,0,0,34,86,3,0,0,0,87,16,7,0,0,0,18,12,0,0,0,0,12,12,0,0,0,0,15,161,10,5,0,0,177,7,3,0,0,0,14,26097,8096,2948,876,345,38362,36,15,3,4,6,62,157,31,22,4,8,218,1787,109,32,3,5,1939,7873,2380,365,77,31,10717,4714,1957,1651,759,393,9471,573,210,109,45,43,976,15145,4698,2188,891
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,139,32,15,7739,1489,448,370,161,103,2569,280,60,26,9,8,382,10376,1877,551,201,123,13130,4,0,0,0,0,4,20,5,0,0,0,24,446,23,9,0,0,476,200,108,13,3,0,327,14,9,12,3,3,41,24,3,0,0,0,25,707,152,37,9,3,910,4,0,0,0,0,9,84,3,0,0,0,89,901,52,8,0,0,966,162,82,9,3,0,259,17,3,7,0,0,29,50,4,0,0,0,57,1218,150,24,9,0,1396,9,0,0,0,0,12,27,0,0,0,0,24,75,4,0,0,0,77,36,9,4,0,0,46,10,0,4,0,0,13,28,4,0,0,3,42,180,16,10,0,5,213,8,3,0,0,3,13,12481,2201,620,220,136,15659,27,5,0,0,4,39,91,19,3,0,0,113,2139,94,23,10,0,2268,6407,1131,175,54,26,7789,1808,546,468,210,159,3193,373,80,28,19,20,526,10844,1874,703,292
2GMEL,907,255,107,17526,3486,1553,1830,830,435,8123,525,184,122,58,46,940,20624,6487,2952,1172,619,31846,21,5,6,3,0,37,140,5,3,0,0,153,4411,392,82,22,6,4907,2578,2631,466,96,22,5793,285,319,670,220,89,1580,166,48,23,8,6,255,7602,3399,1249,344,124,12719,163,37,3,3,3,210,1517,112,23,3,3,1653,12694,1530,400,79,17,14725,1744,2139,397,73,22,4378,106,101,190,84,28,506,320,82,38,17,3,468,16542,4007,1048,265,73,21934,8,0,0,0,0,8,32,0,0,0,0,34,186,13,7,0,0,202,35,69,7,0,3,119,12,17,16,7,3,55,13,3,0,0,0,13,284,98,32,11,5,432,29,16,8,4,0,51,45077,13996,5280,1791,826,66973,39,24,14,6,7,96,199,58,32,14,11,308,3628,306,73,15,27,4053,10824,4034,1045,327,200,16430,3778,1797,2115,1005,730,9417,859,308,174,100,97,1540,19340,6519,3454,1469
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,207,24,4,10935,3352,858,702,277,112,5300,463,73,30,6,12,584,17082,2703,957,319,128,21187,10,0,0,0,0,11,73,4,0,0,0,78,1434,81,6,0,0,1527,1014,400,67,8,7,1501,95,49,59,9,9,223,75,17,10,3,0,104,2704,555,148,21,13,3443,27,3,0,0,0,32,223,4,0,0,0,230,2864,183,29,4,0,3083,560,403,50,13,3,1029,40,29,42,32,10,148,106,14,4,4,0,131,3819,632,130,59,12,4655,18,4,0,0,0,19,40,0,0,0,0,47,231,6,0,0,0,241,48,17,3,0,0,66,22,10,11,3,0,41,46,3,4,0,0,49,408,37,17,4,0,471,29,6,3,0,0,47,24053,3935,1260,401,150,29799,59,18,9,0,4,88,268,18,0,6,0,297,3705,173,19,7,4,3899,9443,1705,216,50,14,11429,3939,1077,856,322,193,6390,659,132,46,26,22,888,18069,3130,1148,411
1GSYD,284,85,36,9668,3179,1123,951,423,265,5932,439,122,51,34,27,669,14472,3290,1334,563,337,19991,35,14,3,5,0,60,181,8,4,0,0,199,3103,233,49,12,7,3394,2760,1812,309,58,22,4965,455,375,643,217,88,1779,150,52,26,14,11,247,6684,2492,1030,300,133,10637,314,76,32,9,5,445,1980,128,30,4,0,2139,19071,2906,1196,253,68,23494,2238,2808,705,242,120,6114,154,138,213,89,46,631,470,155,94,37,11,772,24229,6210,2268,626,250,33591,7,0,0,3,0,7,48,3,0,0,3,53,246,36,11,4,0,294,59,62,12,0,4,143,15,14,17,9,3,54,20,7,0,0,0,24,390,117,46,12,9,577,106,29,17,9,3,156,45880,12136,4694,1510,731,64954,59,19,6,8,9,101,243,48,14,9,17,337,2565,219,49,11,17,2866,6870,1767,438,150,149,9381,3488,1386,1204,735,623,7435,681,228,109,81,94,1198,13902,3674,1825,1003
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
