GCCSA_CODE_2016,C16_F_CL_C_I_II_15_19,C16_F_CL_C_I_II_20_24,C16_F_CL_C_I_II_25_34,C16_F_CL_C_I_II_35_44,C16_F_CL_C_I_II_45_54,C16_F_CL_C_I_II_55_64,C16_F_CL_C_I_II_65_74,C16_F_CL_C_I_II_75_84,C16_F_CL_C_I_II_85_ov,C16_F_CL_C_I_II_Tot,C16_F_CL_CL_nfd_15_19,C16_F_CL_CL_nfd_20_24,C16_F_CL_CL_nfd_25_34,C16_F_CL_CL_nfd_35_44,C16_F_CL_CL_nfd_45_54,C16_F_CL_CL_nfd_55_64,C16_F_CL_CL_nfd_65_74,C16_F_CL_CL_nfd_75_84,C16_F_CL_CL_nfd_85_ov,C16_F_CL_CL_nfd_Tot,C16_F_CL_T_15_19,C16_F_CL_T_20_24,C16_F_CL_T_25_34,C16_F_CL_T_35_44,C16_F_CL_T_45_54,C16_F_CL_T_55_64,C16_F_CL_T_65_74,C16_F_CL_T_75_84,C16_F_CL_T_85_ov,C16_F_CL_T_Tot,C16_F_LE_ID_15_19,C16_F_LE_ID_20_24,C16_F_LE_ID_25_34,C16_F_LE_ID_35_44,C16_F_LE_ID_45_54,C16_F_LE_ID_55_64,C16_F_LE_ID_65_74,C16_F_LE_ID_75_84,C16_F_LE_ID_85o,C16_F_LE_ID_Tot,C16_F_LE_NS_15_19,C16_F_LE_NS_20_24,C16_F_LE_NS_25_34,C16_F_LE_NS_35_44,C16_F_LE_NS_45_54,C16_F_LE_NS_55_64,C16_F_LE_NS_65_74,C16_F_LE_NS_75_84,C16_F_LE_NS_85_ov,C16_F_LE_NS_T,C16_F_Tot_15_19_yrs,C16_F_Tot_20_24_yrs,C16_F_Tot_25_34_yrs,C16_F_Tot_35_44_yrs,C16_F_Tot_45_54_yrs,C16_F_Tot_55_64_yrs,C16_F_Tot_65_74_yrs,C16_F_Tot_75_84_yrs,C16_F_Tot_85o,C16_F_T_T,C06_P_Post_Deg_15_19_yrs,C06_P_Post_Deg_20_24_yrs,C06_P_Post_Deg_25_34_yrs,C06_P_Post_Deg_35_44_yrs,C06_P_Post_Deg_45_54_yrs,C06_P_Post_Deg_55_64_yrs,C06_P_Post_Deg_65_74_yrs,C06_P_Post_Deg_75_84_yrs,C06_P_Post_Deg_85o,C06_P_Post_Deg_Tot,C06_P_GrDip_GrCe_15_19,C06_P_GrDip_GrCe_20_24,C06_P_GrDip_GrCe_25_34,C06_P_GrDip_GrCe_35_44,C06_P_GrDip_GrCe_45_54,C06_P_GrDip_GrCe_55_64,C06_P_GrDip_GrCe_65_74,C06_P_GrDip_GrCe_75_84,C06_P_GrDip_GrCe_85ov,C06_P_GrDip_GrCe_Tot,C06_P_BD_15_19,C06_P_BD_20_24,C06_P_BD_25_34,C06_P_BD_35_44,C06_P_BD_45_54,C06_P_BD_55_64,C06_P_BD_65_74,C06_P_BD_75_84,C06_P_BD_85o,C06_P_BD_Tot,C06_P_AdD_DL_15_19,C06_P_AdD_DL_20_24,C06_P_AdD_DL_25_34,C06_P_AdD_DL_35_44,C06_P_AdD_DL_45_54,C06_P_AdD_DL_55_64,C06_P_AdD_DL_65_74,C06_P_AdD_DL_75_84,C06_P_AdD_DL_85o,C06_P_AdD_DL_Tot,C06_P_CL_C_III_IV_15_19,C06_P_CL_C_III_IV_20_24,C06_P_CL_C_III_IV_25_34,C06_P_CL_C_III_IV_35_44,C06_P_CL_C_III_IV_45_54,C06_P_CL_C_III_IV_55_64,C06_P_CL_C_III_IV_65_74,C06_P_CL_C_III_IV_75_84,C06_P_CL_C_III_IV_85_ov,C06_P_CL_C_III_IV_Tot,C06_P_CL_C_I_II_15_19,C06_P_CL_C_I_II_20_24,C06_P_CL_C_I_II_25_34,C06_P_CL_C_I_II_35_44,C06_P_CL_C_I_II_45_54,C06_P_CL_C_I_II_55_64,C06_P_CL_C_I_II_65_74,C06_P_CL_C_I_II_75_84,C06_P_CL_C_I_II_85_ov,C06_P_CL_C_I_II_Tot,C06_P_CL_CL_nfd_15_19,C06_P_CL_CL_nfd_20_24,C06_P_CL_CL_nfd_25_34,C06_P_CL_CL_nfd_35_44,C06_P_CL_CL_nfd_45_54,C06_P_CL_CL_nfd_55_64,C06_P_CL_CL_nfd_65_74,C06_P_CL_CL_nfd_75_84,C06_P_CL_CL_nfd_85_ov,C06_P_CL_CL_nfd_Tot,C06_P_CL_T_15_19,C06_P_CL_T_20_24,C06_P_CL_T_25_34,C06_P_CL_T_35_44,C06_P_CL_T_45_54,C06_P_CL_T_55_64,C06_P_CL_T_65_74,C06_P_CL_T_75_84,C06_P_CL_T_85_ov,C06_P_CL_T_Tot,C06_P_LE_ID_15_19,C06_P_LE_ID_20_24,C06_P_LE_ID_25_34,C06_P_LE_ID_35_44,C06_P_LE_ID_45_54,C06_P_LE_ID_55_64,C06_P_LE_ID_65_74,C06_P_LE_ID_75_84,C06_P_LE_ID_85o,C06_P_LE_ID_Tot,C06_P_LE_NS_15_19,C06_P_LE_NS_20_24,C06_P_LE_NS_25_34,C06_P_LE_NS_35_44,C06_P_LE_NS_45_54,C06_P_LE_NS_55_64,C06_P_LE_NS_65_74,C06_P_LE_NS_75_84,C06_P_LE_NS_85_ov,C06_P_LE_NS_T,C06_P_Tot_15_19_yrs,C06_P_Tot_20_24_yrs,C06_P_Tot_25_34_yrs,C06_P_Tot_35_44_yrs,C06_P_Tot_45_54_yrs,C06_P_Tot_55_64_yrs,C06_P_Tot_65_74_yrs,C06_P_Tot_75_84_yrs,C06_P_Tot_85o,C06_P_T_T,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85o,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85ov,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85o,C11_P_BD_Tot
6RTAS,235,457,611,439,435,303,152,41,17,2694,87,199,411,526,689,725,446,175,51,3314,675,2155,4206,3910,4026,3260,1461,397,131,20218,9,33,92,91,116,144,166,115,47,814,920,607,1162,1274,1725,2158,2577,1929,956,13311,1634,3792,10127,10759,11745,11340,7757,3647,1443,62252,0,12,228,498,670,586,221,57,10,2275,0,15,239,391,531,431,130,44,4,1785,11,1148,3430,3500,3792,2271,907,427,101,15591,35,435,1606,2400,2930,2457,1297,531,136,11828,653,2807,6340,7915,7592,5025,2700,1170,254,34447,365,721,668,523,426,208,69,28,3,3026,78,243,580,707,717,532,240,112,30,3239,1095,3773,7591,9139,8738,5767,3015,1307,286,40713,38,162,392,550,652,559,357,181,43,2933,2072,1081,2125,2946,3160,3417,3779,3755,1463,23797,3245,6627,15609,19434,20475,15491,9701,6303,2047,98924,0,24,478,702,837,851,430,99,23,3446,0,26,315,577,639,631,232,59,11,2479,5,933,4087,4146,3957,3352,1560,528,142,18709
6GHOB,140,292,403,272,234,187,104,24,15,1679,44,123,281,376,407,490,299,148,92,2264,404,1564,3251,2679,2588,2123,900,352,176,14033,7,19,78,76,113,136,184,115,43,779,563,446,927,905,1067,1292,1394,1190,705,8493,1017,3449,10671,10280,9706,8851,5524,2802,1321,53616,3,24,573,997,1172,796,304,148,39,4045,0,37,380,718,725,467,126,50,13,2517,16,1739,4856,4172,4229,2498,985,566,117,19169,39,482,1573,2285,2494,2083,1058,610,158,10774,422,2157,4387,4966,4733,3028,1753,961,183,22596,244,505,469,312,213,116,67,33,3,1966,56,207,428,487,568,374,200,114,39,2466,722,2872,5280,5763,5511,3517,2015,1111,227,27022,42,113,310,389,462,376,287,174,39,2206,1680,1194,1911,2234,2457,2396,2340,2740,1179,18131,2508,6457,14877,16564,17054,12134,7112,5395,1765,83861,0,81,1116,1420,1452,1210,540,196,46,6062,0,81,618,855,905,717,204,73,24,3476,3,1588,5667,5071,4403,3555,1510,662,245,22710
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,9,0,0,0,3,7,0,0,0,0,10,0,0,13,13,7,7,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,15,7,7,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,20,31,15,10,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,3,0,0,0,0,0,7
69499,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,11,4,4,11,4,6,9,0,0,0,40,0,0,0,0,0,3,0,0,0,3,8,7,9,7,17,11,8,4,0,61,7,17,47,35,38,46,18,7,0,208,0,0,3,10,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,9,35,13,13,11,3,0,0,89,0,0,18,8,3,7,0,3,0,37,0,13,26,23,17,8,0,0,0,91,0,6,0,0,0,0,0,0,0,6,0,3,0,3,9,0,0,0,0,17,4,17,33,22,24,12,0,0,0,116,0,0,3,0,8,0,0,0,0,7,6,11,17,12,19,16,11,7,4,105,14,36,111,69,63,42,18,10,4,369,0,0,14,3,8,3,0,0,0,31,0,0,0,3,0,0,0,0,0,10,0,4,35,12,12,26,3,0,0,91
5RWAU,625,672,1038,807,624,481,226,56,9,4530,113,321,737,1063,1101,1076,587,175,52,5229,1544,3437,7894,7117,6580,4792,2007,503,153,34024,15,57,219,203,221,274,242,152,35,1416,1894,1506,3987,3703,4151,4152,3558,2479,1304,26734,3578,6873,23009,22627,20667,17364,9933,4561,1815,110433,3,21,435,710,737,526,179,59,6,2664,3,96,755,895,954,435,125,33,10,3308,9,1623,6781,6199,4862,2868,1123,409,84,23949,120,902,3198,4616,5132,3380,1480,525,95,19434,1303,4685,11731,13370,11777,6976,3258,1210,212,54531,718,965,1030,808,606,313,132,41,3,4623,209,467,1271,1454,1202,767,273,109,17,5765,2224,6119,14035,15633,13585,8064,3659,1360,237,64922,93,225,720,971,1079,847,434,223,43,4638,4067,3115,7041,8415,7639,6089,4677,4057,1519,46613,6512,12089,32958,37442,33999,22202,11681,6662,1995,165533,0,55,857,1055,999,811,342,79,16,4205,4,88,926,1236,1093,841,228,45,9,4468,8,1661,8750,8573,5920,4262,1945,620,132,31867
5GPER,1504,1567,2350,1986,1727,1337,739,237,83,11541,357,1023,2741,3924,4277,3740,2634,1047,411,20149,4702,12009,25475,22000,20871,14710,7418,2540,967,110692,103,399,1308,1151,1282,1310,1202,641,272,7662,4066,4933,11962,9578,9431,9461,9376,8730,6613,74142,9827,35896,116940,101267,83722,61287,36179,18696,9756,473572,0,359,5536,8133,7754,4851,1616,561,96,28906,20,441,3784,4952,4693,2389,771,242,45,17337,128,14806,42885,35678,28647,16595,6458,2851,688,148736,1215,7779,17142,21731,22023,15364,7151,3213,748,96357,4497,15633,33883,38818,35825,25137,13582,6303,1368,175044,1539,2649,2836,2135,1727,1044,356,174,23,12480,605,1689,4278,4646,4366,3047,1341,690,173,20835,6634,19973,40993,45595,41919,29231,15279,7167,1569,208370,374,1120,2991,3989,3965,3083,1933,1155,368,18978,13128,11406,19832,21697,20642,18143,15760,16185,7274,144054,21500,55881,133162,141781,129639,89661,48960,31373,10792,662741,3,783,12369,12619,10450,7148,2903,828,163,47273,14,604,5445,6942,6182,3979,1338,365,63,24935,108,17548,61912,48926,34742,23428,10124,3921,1067,201759
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,3,5,0,3,0,0,0,0,22,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,8,6,0,0,0,0,15,0,0,7,7,7,0,0,0,0,17,0,7,33,40,16,8,0,0,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,39,39,16,13,0,0,0,116,0,0,4,4,5,0,0,0,0,12,0,13,17,16,11,3,0,0,0,49,0,21,67,71,44,16,0,0,0,223,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,20
59499,0,4,4,4,3,7,4,0,0,37,0,9,14,5,3,17,9,0,0,63,6,37,76,40,44,78,31,3,0,317,0,0,3,0,3,4,0,3,0,16,24,62,157,107,110,82,56,13,3,613,28,155,440,223,218,263,136,25,7,1493,0,6,30,28,18,20,0,0,0,90,0,6,13,19,3,10,0,0,0,49,0,73,227,97,51,67,19,3,0,542,0,33,93,58,74,72,23,6,0,353,16,85,224,161,194,165,78,3,0,937,10,23,18,12,10,9,0,0,0,82,3,10,14,13,23,16,3,0,0,83,28,119,259,185,229,189,84,3,0,1100,3,9,22,17,23,19,10,0,0,103,34,96,164,174,132,170,83,16,4,890,66,337,804,576,526,545,223,34,9,3126,0,6,57,37,25,9,5,0,0,143,0,3,16,20,14,15,3,0,0,78,0,88,302,149,78,106,25,0,0,753
4RSAU,217,438,771,684,509,406,218,51,19,3316,96,216,471,751,776,739,491,160,57,3757,903,2480,5480,5315,5383,4232,2026,520,172,26509,17,34,106,122,138,175,199,113,61,954,1187,759,1544,1635,2267,2660,2955,2348,1612,16970,2165,4574,13142,13473,14132,13575,9044,4127,2159,76399,3,16,215,381,420,378,144,51,4,1616,0,25,310,536,784,452,142,36,5,2293,6,1078,4039,3252,3341,2308,915,373,104,15421,29,400,1678,3023,3779,2931,1201,575,113,13729,706,3472,7830,9706,9181,6471,3589,1638,277,42869,455,852,1056,696,470,279,96,27,4,3932,112,312,981,975,904,660,280,139,15,4376,1271,4638,9866,11373,10552,7402,3971,1799,299,51174,71,244,567,769,823,683,412,223,48,3848,2647,1586,3300,4382,4348,4476,4447,4872,1967,32028,4033,7983,19972,23711,24057,18635,11228,7931,2549,120099,0,17,445,534,507,552,303,75,18,2443,0,21,350,607,759,799,276,46,17,2872,7,1062,4862,4314,3341,3254,1659,536,154,19193
4GADE,708,1288,2033,1596,1330,1007,481,133,41,8608,279,610,1555,2268,2493,2308,1679,668,336,12202,2895,8256,17630,15306,15368,11239,5631,1883,833,79042,67,228,654,634,756,750,807,470,243,4613,2514,2503,5251,4637,5269,5656,6322,5799,4473,42424,5722,21556,69023,62332,54667,44808,27560,13016,7325,306005,10,344,4056,5393,5556,3879,1382,536,86,21236,0,182,2325,3510,4247,2551,700,233,48,13795,77,10927,30176,22776,20730,12876,4535,2549,691,105329,255,3853,11107,15056,15909,11358,4787,2714,808,65843,2323,11590,25400,28856,26385,19089,11141,6612,1453,132845,1355,2627,2926,1878,1378,749,281,145,37,11376,396,1342,3639,3469,3371,2574,1180,626,164,16759,4074,15555,31967,34202,31128,22415,12608,7377,1659,160984,246,814,1904,2378,2362,1968,1214,875,295,12059,8253,6519,10769,12519,12513,11656,11505,14501,6601,94832,12913,38200,92305,95824,92449,66697,36726,28786,10179,474080,5,572,8977,8157,7050,5445,2363,754,155,33487,0,257,2886,4189,4476,3930,1277,308,53,17377,76,11182,39280,30398,22642,17620,7546,3029,980,132756
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,3,4,0,0,4,0,0,0,0,11,0,0,3,0,13,9,3,0,0,28,13,13,28,14,34,33,9,0,0,137,0,0,5,0,0,4,0,0,0,14,17,17,44,41,48,28,19,6,0,219,26,42,153,92,129,92,47,10,4,604,0,0,17,10,4,5,3,0,0,49,0,0,9,5,3,3,0,0,0,15,0,39,95,42,20,28,3,0,0,231,3,14,28,27,19,24,0,0,0,128,5,31,93,71,51,65,23,4,3,352,5,8,5,7,4,3,0,0,0,32,3,9,6,4,9,5,0,0,0,34,13,49,103,85,60,75,23,4,3,416,0,4,7,12,4,7,0,0,0,34,27,32,54,52,54,48,27,12,15,324,43,147,311,235,170,188,68,21,16,1188,0,0,29,15,9,4,4,0,0,66,0,0,10,4,0,8,0,0,0,22,0,24,106,53,22,25,11,0,0,239
3RQLD,2153,2512,3266,2677,2367,2000,1005,224,56,16265,706,1431,3171,4271,4784,4417,3137,1101,334,23362,8460,17104,34251,32284,31688,23763,11064,2855,890,162355,141,322,862,955,1233,1362,1444,771,265,7352,7515,6885,13986,13559,15499,15981,15775,12233,7956,109392,17368,39264,108671,109183,102650,82684,50228,23194,10990,544227,13,282,3303,4966,5431,3653,1361,387,80,19484,3,196,2410,4081,4449,2430,887,210,32,14692,98,11081,34808,29359,25223,15414,6389,2786,629,125791,741,5563,17899,23577,22181,16184,7728,3231,649,97749,5745,22537,52461,58825,55530,38712,20156,8845,1657,264474,2607,4461,4868,3233,2452,1328,403,140,27,19512,769,2157,5412,5410,4610,3444,1433,651,139,24024,9124,29156,62736,67469,62590,43475,21992,9639,1820,308006,453,1256,3231,4457,4811,4025,2702,1468,328,22746,17267,13474,25182,28742,28396,26366,24495,23821,10357,198109,27701,61011,149564,162654,153089,111548,65571,41546,13898,786571,3,448,5906,7674,7399,5685,2577,655,117,30475,16,412,3200,5242,5220,4062,1485,318,52,20013,120,11559,44216,40450,30390,22419,10652,3595,932,164323
3GBRI,1726,2153,2571,2042,1847,1422,793,156,62,12776,601,1341,2904,3760,4014,3742,2372,789,347,19868,7602,15669,29900,26369,24929,18077,8079,2082,825,133532,156,409,1098,1030,1257,1262,1105,571,250,7132,4969,6018,12498,10245,10436,9871,9728,8224,6695,78684,14304,46667,132849,119834,98347,69742,39457,17510,9655,548372,17,675,9119,11845,10275,6145,1908,653,115,40745,24,424,4384,6406,5867,3008,967,262,33,21375,180,20325,58261,43161,32099,18400,6458,2938,722,182531,1213,9248,21827,25215,22468,15419,6493,2984,754,105614,4613,18597,42654,45386,41014,29651,14882,7140,1468,205412,2112,3709,4115,2626,1962,1054,327,131,28,16071,653,2105,5327,4892,4550,3064,1197,594,160,22541,7381,24420,52097,52908,47532,33765,16406,7859,1649,244025,413,1291,3323,4217,3990,3197,1911,1201,330,19873,14178,12905,22091,22678,20657,18929,15853,17452,9103,153850,23400,69285,171103,166430,142884,98862,49988,33349,12717,768020,7,1105,17212,17386,14262,9304,3487,986,184,63931,23,645,6117,8544,7156,4928,1507,373,71,29357,174,21920,75752,60567,39323,25786,10807,3908,1082,239314
39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,16,0,5,6,3,8,9,3,4,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,13,0,3,7,4,4,4,0,0,0,19,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,6,7,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,4,0,0,15,0,3,14,8,15,9,8,0,0,61,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,0,3,0,0,28
39499,7,4,8,10,8,19,11,0,0,67,4,5,24,14,14,30,19,3,0,112,28,50,127,86,124,175,84,7,0,683,3,11,14,4,6,9,13,3,0,58,37,125,230,136,153,214,145,46,9,1099,78,372,785,391,435,655,377,77,11,3183,0,8,60,36,32,29,9,0,0,174,0,3,32,24,24,24,6,0,0,111,4,140,402,153,126,118,45,5,0,995,10,63,138,109,102,183,65,5,0,665,31,175,359,310,334,404,219,31,7,1866,14,43,33,15,16,12,0,0,0,148,6,21,36,31,30,44,12,0,0,167,53,242,427,354,380,458,231,31,7,2180,7,28,34,37,48,41,22,4,0,217,88,183,358,305,350,331,171,57,28,1873,160,662,1447,1013,1057,1192,548,103,35,6215,0,13,93,39,39,44,9,5,0,238,0,5,23,16,23,25,8,0,0,110,0,158,413,171,116,158,68,13,0,1106
2RVIC,677,1168,1899,1749,1693,1492,744,144,62,9643,286,769,1724,2186,2491,2574,1808,620,264,12724,2799,9675,19834,18069,18946,15065,7264,1925,762,94335,35,170,454,439,568,721,852,445,239,3927,4715,3254,6337,6799,8839,11059,12404,10204,6383,69980,7865,21194,60546,61505,60407,56710,37948,18442,9183,333815,3,72,1543,2809,3313,2480,844,282,49,11391,3,220,2456,3817,4915,2688,805,218,41,15155,25,5711,19914,17493,18634,11100,4419,1979,433,79715,212,3435,9791,12833,14957,12335,5851,2792,602,62815,3433,14557,30604,37723,34100,22670,12382,6177,1148,162797,1433,2781,3011,2234,1946,937,260,113,28,12747,366,1185,2586,2720,2797,2189,932,510,113,13387,5227,18523,36204,42678,38839,25794,13576,6796,1283,188931,242,685,1686,2232,2696,2380,1557,1007,279,12759,9366,5268,10089,14048,15506,16038,17940,20089,8271,116611,15088,33908,81686,95910,98857,72826,44995,33155,10958,487370,0,186,2729,4107,4288,3788,1712,422,87,17324,4,269,3055,4599,4972,4533,1553,303,62,19357,39,5963,24178,22935,18815,16639,7378,2688,673,99307
2GMEL,1154,2162,3478,3712,3602,2694,1433,346,120,18699,588,2105,5102,6586,7855,6521,4561,1877,991,36199,5628,20285,45292,41599,42469,28908,14495,5058,2296,206028,262,922,2874,2553,2500,2488,2346,1256,635,15833,9487,11588,27053,21081,20747,20453,20966,17712,12704,161790,17114,88477,299447,248640,194393,137369,81197,39519,20696,1126854,44,2202,26113,26801,21859,13479,4192,1543,344,96579,22,1156,13739,17140,15715,7931,2284,718,111,58815,377,42361,141624,100377,73550,39479,15009,7418,1852,422047,1387,21878,50503,51308,44805,32151,14773,7748,1912,226463,6618,30679,72862,83391,68264,46958,26764,14242,3127,352900,2044,4584,6772,4709,3721,1888,619,324,74,24739,846,3606,9075,10356,8507,6019,2567,1537,377,42900,9514,38864,88711,98463,80487,54861,29951,16099,3585,420531,645,2677,7391,8574,7572,5792,3564,2503,796,39515,29874,26467,47242,49419,45333,41507,37211,41101,19716,337863,41858,135611,375327,352077,289322,195202,106982,77131,28310,1601819,23,3101,49310,40682,29519,19314,8005,2325,524,152809,22,1386,17042,21278,17997,12848,4092,1048,196,75904,286,48456,180025,133153,87015,56262,23504,9418,2844,540964
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,13,0,0,6,8,3,8,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,3,4,8,6,3,3,0,0,0,36,0,3,16,10,6,12,3,0,0,52,5,62,100,59,44,41,12,3,0,327,0,3,5,5,0,0,3,0,0,16,41,99,200,148,89,85,45,16,10,742,54,293,640,356,230,211,95,23,16,1920,0,8,71,41,22,13,0,0,0,155,0,3,25,27,16,7,6,0,0,77,0,125,384,120,58,40,14,5,0,755,4,42,114,85,53,59,4,6,0,363,25,121,231,177,102,83,30,5,0,780,10,30,20,7,6,4,0,0,0,74,3,10,25,16,5,8,3,0,0,82,40,157,276,210,110,97,34,5,0,936,6,17,36,15,7,7,3,0,0,95,51,103,216,131,100,89,59,46,22,810,101,453,1122,621,372,307,121,63,25,3185,0,16,130,55,30,13,10,0,0,244,0,4,38,34,10,17,3,0,0,100,3,119,448,192,91,64,17,4,7,941
1RNSW,1445,2530,3559,3600,3880,3505,1902,438,128,20984,604,1642,3131,4573,7157,8118,6137,2281,798,34438,5748,18731,36945,35753,39629,32302,15992,4865,1871,191830,104,340,855,942,1476,2317,2353,1148,510,10054,8134,5931,11513,11995,15748,19227,21436,18895,12766,125634,14703,38021,107724,112456,114608,109257,70808,35746,18130,621443,8,242,3780,6588,8030,5978,2196,776,117,27727,6,283,2910,4876,7470,4069,1326,393,55,21385,94,9636,36309,33566,34883,21124,9015,4178,876,149678,591,6137,18770,26453,29319,21057,10811,5192,1130,119472,5753,26142,58778,71320,68495,47745,28134,14437,2614,323425,2679,5186,6325,5736,4738,2536,849,315,62,28439,800,2144,5780,7996,8395,6663,3100,1505,322,36705,9238,33473,70880,85060,81627,56946,32084,16263,2997,388565,550,1515,3571,6113,7770,6150,3878,2199,543,32294,18941,11286,21621,28090,30012,29937,32076,33843,12750,218550,29424,62564,157847,190754,199116,145257,91390,62848,18466,957665,6,389,6189,9140,9582,8851,4031,1202,237,39629,6,313,3436,5687,6970,6965,2211,572,90,26247,63,10160,42532,43484,35651,31404,14700,5542,1553,185091
1GSYD,1373,2205,3825,4823,4823,3793,1885,529,217,23465,728,2311,5194,8426,11326,10701,7709,2985,1554,50922,6023,20170,45243,45490,46255,34029,17965,6388,3129,224681,272,1090,3476,3581,4239,4647,3746,1883,885,23823,9569,12441,30251,23508,22162,21648,20947,17814,14878,173213,17958,90268,313686,270237,214499,156878,92234,43565,24551,1223874,73,2825,37089,38550,30452,17725,5752,2050,400,134913,34,881,9992,11791,12021,6495,2166,814,150,44338,433,45549,156769,117945,87073,47441,17880,8922,2218,484225,2226,23561,62610,64976,52750,34482,16009,8620,2405,267646,7158,35137,84310,88400,73815,54044,29698,17266,3946,393780,2631,5842,8881,7170,5786,3351,1125,582,110,35466,1127,4220,12091,14907,13758,10320,4374,2386,687,63878,10914,45195,105285,110478,93364,67716,35193,20239,4738,493123,926,3474,9816,12666,11987,8891,4825,3167,1001,56752,35000,34599,69621,65239,58530,49891,40830,42723,20090,416509,49600,156085,451171,421648,346168,232647,122651,86533,31004,1897500,43,3958,61225,53891,40125,25808,10176,2982,667,198878,29,1014,12190,14864,13139,10414,3407,1001,209,56260,397,48740,190632,148373,103467,66912,27672,11357,3405,600956
