GCCSA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
6RTAS,3,6,3,4,8,46,139,411,1513,1014,592,202,176,128,324,4582,0,13,8,13,42,121,207,294,508,213,99,47,29,16,156,1774,3,0,4,0,9,15,21,51,116,73,40,14,13,9,72,428,0,0,0,0,3,6,3,5,40,34,43,38,25,21,49,279,47,26,35,25,214,200,389,402,711,289,118,40,42,33,313,2883,3,0,0,0,3,7,14,15,32,31,23,10,3,9,1563,1708,82,56,73,45,343,451,950,1604,5398,4942,4113,2653,2213,1270,3940,28122,10,0,11,15,19,93,212,341,745,520,291,85,55,25,368,2794,0,3,62,122,253,553,500,395,537,180,79,20,9,8,329,3050,7,10,13,15,20,43,47,40,76,33,13,3,3,3,60,371,15,15,75,114,140,140,83,50,55,12,3,0,7,3,76,788,87,55,243,401,562,873,816,629,780,216,67,36,27,27,558,5371,0,0,3,3,10,3,10,10
6GHOB,0,0,6,4,6,30,89,251,907,751,466,197,220,196,198,3326,0,0,13,5,27,80,116,176,368,169,117,55,52,31,114,1325,0,0,4,0,7,5,13,32,51,40,28,11,6,5,40,258,3,0,0,0,0,0,0,4,18,22,35,31,24,22,28,186,52,13,25,13,102,136,188,219,472,233,148,69,43,39,229,1972,0,0,0,0,0,3,0,8,14,12,14,6,3,6,1172,1231,64,23,55,28,161,289,489,879,3426,3577,3700,2701,2869,2063,2834,23160,5,0,0,4,19,77,153,289,813,617,386,112,91,39,372,2977,3,15,48,88,170,420,416,431,609,209,100,21,23,6,267,2832,8,0,4,9,18,31,39,30,59,33,19,9,10,3,44,305,10,6,58,56,85,119,59,32,22,5,3,0,0,0,50,514,74,29,160,289,414,645,562,502,663,229,89,44,35,20,379,4148,0,0,0,0,3,0,7,3
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,11,15,14,10,40,90,193,476,1994,2265,2246,582,1198,657,662,10439,11,17,24,19,76,108,198,272,572,353,214,100,106,87,216,2358,6,3,8,0,7,22,28,43,144,162,200,62,115,50,131,975,3,0,0,0,3,4,4,14,48,84,72,97,91,99,98,629,77,49,98,50,346,270,465,410,670,338,222,73,96,56,552,3776,0,0,0,0,0,11,16,6,28,30,31,9,16,12,5243,5401,166,117,172,95,548,621,1122,1689,6136,7275,7937,5736,6652,5599,9748,53618,19,9,24,23,43,150,309,427,1188,934,679,209,243,123,614,4984,8,31,139,204,316,659,686,607,763,283,146,47,42,18,416,4367,8,5,16,18,33,65,61,44,85,47,40,11,24,9,103,564,53,31,156,176,188,222,123,80,109,25,26,10,20,3,132,1346,239,121,430,553,788,1010,944,654,887,316,152,62,65,48,903,7182,5,4,11,3,10,12,11,7
5GPER,100,36,53,56,118,418,909,2201,9141,10107,9929,3195,7151,5619,2667,51706,53,71,173,166,358,666,881,1204,2634,1682,1247,725,793,852,979,12499,29,7,16,22,41,79,108,170,522,566,516,203,381,312,443,3423,13,3,0,0,0,3,10,27,125,211,225,261,286,316,364,1849,924,251,407,217,947,910,1284,1435,3219,2131,1426,715,785,675,1875,17204,12,5,8,6,5,7,11,34,68,68,57,45,34,27,20428,20824,1258,426,742,491,1597,2321,3774,6254,24320,29683,34280,25989,34218,37359,35797,238521,50,25,38,49,102,367,870,1694,5402,4493,3584,1450,1509,796,2734,23163,46,144,409,598,1005,2123,2241,2374,3849,1675,935,355,325,139,1560,17774,15,12,41,51,62,132,152,171,341,236,174,77,96,40,334,1944,364,143,500,447,681,828,443,346,539,217,145,56,59,21,456,5240,1419,443,1210,1484,2271,3192,2941,2453,3863,1872,945,528,310,233,2612,25763,13,9,16,4,9,24,23,20
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,16,7,23,7,31,90,224,519,1728,1267,740,257,248,154,375,5675,3,7,22,10,61,121,192,303,568,234,141,56,29,20,180,1943,0,0,5,3,11,19,20,49,143,76,62,21,22,9,53,491,3,0,0,0,3,0,13,9,87,60,69,43,29,20,53,398,47,35,42,22,227,196,396,433,737,312,121,57,37,36,371,3064,3,0,0,0,6,4,11,11,23,14,18,5,13,4,2436,2548,130,94,139,59,427,560,1114,1909,6730,6182,5367,3430,2924,1803,5424,36293,8,6,13,14,38,111,267,410,918,606,307,96,82,29,436,3346,3,25,96,157,300,689,595,487,622,206,67,20,8,11,372,3659,7,4,7,20,16,42,44,44,72,37,11,9,7,3,60,384,24,22,135,127,172,198,83,62,58,17,0,4,3,3,94,1015,113,71,292,474,699,883,902,732,790,266,88,32,31,22,689,6085,0,0,4,5,0,8,15,14
4GADE,40,19,30,38,87,292,800,1811,6526,5602,3722,1507,1912,1605,1480,25475,30,49,126,123,298,593,797,1209,2162,1165,714,365,307,238,583,8760,8,6,18,3,27,49,79,153,374,253,183,95,77,68,219,1618,6,0,3,0,0,4,7,21,131,184,209,193,194,130,204,1286,555,173,272,163,934,838,1299,1453,3109,1710,962,456,339,223,1370,13851,6,4,13,3,11,8,23,27,63,52,40,24,26,15,8039,8343,725,289,513,343,1474,2012,3605,5905,21282,22592,22361,16804,17944,14578,18010,148447,25,20,49,37,99,317,747,1554,4178,3413,2076,796,643,311,2016,16266,33,88,266,411,811,1950,2076,1946,3035,1194,560,205,137,57,1284,14045,14,20,19,32,66,151,144,158,285,169,102,32,31,16,230,1474,153,83,304,330,489,623,365,263,283,75,50,14,17,11,307,3362,683,291,926,1262,2021,3107,3106,2659,3795,1523,643,266,155,117,2201,22749,0,8,3,8,8,17,25,21
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,99,53,61,65,127,462,1135,2907,11248,10016,7463,2492,3557,2187,2625,44504,46,56,136,134,373,737,1089,1774,3486,1872,1090,465,435,296,1061,13043,30,11,19,6,53,69,156,254,699,548,493,179,279,172,487,3455,23,4,3,8,7,12,29,33,254,280,302,295,279,253,438,2207,574,251,362,205,1190,1178,2197,2437,4980,2426,1292,522,481,371,2260,20725,10,11,6,4,12,18,35,43,136,126,91,53,31,44,19564,20197,1054,516,748,476,2064,2966,5823,9764,37077,39378,38584,27657,28128,20368,37195,251804,67,33,90,112,254,807,1960,3345,7974,5457,3232,1095,980,430,3017,28862,58,171,490,828,1601,3739,3861,3447,4930,1860,742,255,213,56,2042,24289,32,31,52,89,142,274,255,295,476,270,185,70,53,19,460,2697,317,156,688,751,1155,1556,964,595,674,193,97,31,41,20,595,7828,1223,505,1561,2277,3773,5772,5609,4805,6576,2244,969,376,277,204,3977,40152,16,8,18,18,39,39,42,41
3GBRI,73,29,56,57,144,427,1176,2842,11719,10891,8491,3190,5370,4595,2747,51810,47,69,141,159,350,715,992,1479,3211,1897,1185,664,612,552,962,13027,26,21,22,11,43,87,121,242,674,544,423,196,254,157,417,3240,14,7,6,0,0,6,20,26,178,243,342,270,280,250,410,2058,777,251,364,220,1103,1025,1682,2190,4653,2777,1741,792,752,549,2113,20980,12,7,7,0,5,25,24,44,138,80,72,38,47,28,15014,15534,1061,440,666,463,1830,2573,4730,8365,32462,37236,40042,31075,37950,36159,31654,266696,57,28,47,89,159,586,1550,2913,8210,6184,4380,1672,1536,728,3036,31172,58,117,368,578,1095,2618,2695,2794,4421,2036,891,368,254,127,1620,20038,19,24,33,63,99,237,208,234,476,317,191,71,82,25,369,2452,304,135,502,546,842,1087,662,438,650,210,93,54,44,30,501,6094,1360,445,1320,1830,3025,4608,4553,4025,6127,2700,1271,593,378,255,3164,35662,16,8,13,12,21,19,44,36
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,48,39,41,25,110,313,731,1888,6877,5511,3509,1247,1501,1072,1783,24702,26,37,94,83,231,428,672,1026,2025,973,523,239,174,158,692,7370,8,15,18,10,34,61,92,183,468,331,197,73,92,53,248,1878,27,8,3,0,10,5,26,35,215,236,260,180,194,104,306,1607,264,110,200,109,674,574,1255,1386,2679,1315,663,274,193,130,1436,11265,11,4,3,3,8,16,30,39,124,91,54,34,29,23,7582,8063,575,302,499,266,1323,1814,3703,6543,24636,25434,22635,15259,13766,9417,20630,146809,43,23,45,66,162,460,971,1568,3896,2681,1443,532,390,184,1837,14297,26,120,349,570,1119,2483,2358,2200,2868,975,406,120,94,49,1572,15310,19,10,47,64,98,207,186,191,324,167,76,24,20,12,280,1712,89,83,301,345,564,730,366,229,287,76,32,8,16,12,339,3480,548,271,992,1574,2520,3447,3501,2931,3618,1153,488,191,172,125,2722,24237,6,0,15,12,26,31,31,36
2GMEL,251,118,206,204,495,1582,3558,7690,25027,22716,18739,6837,12030,10382,7073,116915,144,213,558,515,1131,2154,2709,3581,6771,4066,2627,1478,1477,1337,2548,31304,83,40,69,58,120,252,370,553,1298,887,706,366,472,371,1055,6694,41,12,6,0,20,22,50,102,413,590,607,501,564,571,1011,4517,2640,755,1237,720,2967,2557,3985,4421,10556,6951,4495,2137,2043,1455,5972,52874,36,11,21,10,34,51,96,131,311,228,191,96,92,84,26783,28171,3565,1299,2315,1574,5218,7525,12845,20812,71878,77730,81072,60422,71910,77384,67608,563155,129,87,155,233,339,1099,2292,4190,11787,9812,7180,2927,3284,1563,6141,51209,147,306,977,1275,2149,4601,4808,5088,7960,3743,1984,766,684,334,3705,38547,55,39,96,97,194,366,374,393,760,486,317,143,140,69,827,4354,644,290,914,710,974,1250,777,606,951,413,199,78,98,33,812,8748,3971,1184,3076,3399,5244,7117,7389,7340,12048,5856,2937,1387,798,646,7612,69998,22,12,31,17,39,41,72,68
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,53,44,79,38,143,396,1065,2765,10782,9511,7162,2656,3226,2204,3052,43160,39,54,121,106,378,702,1215,1834,3618,2002,1130,560,456,323,1344,13884,15,10,26,18,46,87,144,287,743,531,395,165,205,138,473,3287,14,13,8,0,14,17,34,61,323,336,373,331,328,246,509,2604,495,197,360,185,1225,1131,2467,2731,6264,2980,1608,739,586,369,2926,24270,24,5,10,11,18,32,47,64,215,118,106,52,47,41,15131,15909,863,443,754,415,2149,2916,6157,10461,40585,42379,41044,30167,31093,22762,37754,269939,65,55,71,135,233,818,1908,3186,7901,5858,3509,1291,981,447,3636,30092,61,147,619,1048,1906,4368,4308,3930,5357,1978,875,271,209,101,2663,27842,27,27,71,105,183,354,362,317,550,325,186,58,68,30,531,3185,256,178,639,760,1085,1497,785,525,572,174,38,11,37,12,709,7274,1066,532,2044,2956,4885,6932,7192,6331,8174,2754,1211,465,333,262,5746,50900,13,8,26,29,51,48,83,64
1GSYD,198,100,165,146,534,1667,3496,7372,23616,23283,20750,7947,16238,14487,7214,127208,137,145,575,603,1267,2379,2917,3734,7032,4296,3143,1786,2152,2053,2867,35085,88,36,70,66,158,277,360,556,1343,1044,811,384,628,533,1274,7624,30,10,11,4,9,32,47,77,374,462,581,541,761,881,1061,4875,2680,715,1199,712,2940,2927,4554,4701,11473,7913,5701,3205,3291,2476,6778,61261,38,13,23,18,49,55,94,113,276,210,171,115,135,118,30363,31794,3479,1144,2193,1628,5310,8047,13186,20158,67450,74151,82438,64569,89597,111231,72831,617424,91,51,117,164,317,1061,2401,4213,12598,10987,8997,3946,5016,2591,6230,58790,88,268,989,1193,2010,4120,4240,4452,7551,3975,2283,1059,976,419,3309,36929,47,44,97,84,179,306,317,379,769,522,382,169,228,104,836,4450,601,219,862,704,1017,1283,833,680,1015,464,243,108,128,63,752,8976,4046,1188,3120,3499,5859,7602,8263,7834,13566,7143,4043,2168,1384,1118,8083,78922,30,6,21,21,29,34,67,72
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
