GCCSA_CODE_2016,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85o,C16_F_Healt_T,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85o,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85o,C16_F_MngtCom_T,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85o,C16_F_Society_cultur_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creativ_art_85o,C16_F_Creative_arts_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85o,C16_F_FoodHos_PS_T,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85_ov,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85o,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85o,C16_F_FldStu_NS_T,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85o,C16_F_T_T,C06_P_NatPhy_sci_15_19,C06_P_NatPhy_sci_20_24,C06_P_NatPhy_sci_25_34,C06_P_NatPhy_sci_35_44,C06_P_NatPhy_sci_45_54,C06_P_NatPhy_sci_55_64,C06_P_NatPhy_sci_65_74,C06_P_NatPhy_sci_75_84,C06_P_NatPhy_sci_85_ov,C06_P_NatPhy_sci_Tot,C06_P_InfTec_15_19,C06_P_InfTec_20_24,C06_P_InfTec_25_34,C06_P_InfTec_35_44,C06_P_InfTec_45_54,C06_P_InfTec_55_64,C06_P_InfTec_65_74,C06_P_InfTec_75_84,C06_P_InfTec_85_ov,C06_P_InfTec_Tot,C06_P_EngRT_15_19,C06_P_EngRT_20_24,C06_P_EngRT_25_34,C06_P_EngRT_35_44,C06_P_EngRT_45_54,C06_P_EngRT_55_64,C06_P_EngRT_65_74,C06_P_EngRT_75_84,C06_P_EngRT_85_ov,C06_P_EngRT_Tot,C06_P_ArchBuild_15_19,C06_P_ArchBuild_20_24,C06_P_ArchBuild_25_34,C06_P_ArchBuild_35_44,C06_P_ArchBuild_45_54,C06_P_ArchBuild_55_64,C06_P_ArchBuild_65_74,C06_P_ArchBuild_75_84,C06_P_ArchBuild_85o,C06_P_Arch_building_Tot,C06_P_AgEnv_RS_15_19,C06_P_AgEnv_RS_20_24,C06_P_AgEnv_RS_25_34,C06_P_AgEnv_RS_35_44,C06_P_AgEnv_RS_45_54,C06_P_AgEnv_RS_55_64,C06_P_AgEnv_RS_65_74,C06_P_AgEnv_RS_75_84,C06_P_AgEnv_RS_85o,C06_P_AgEnv_RS_Tot,C06_P_Health_15_19,C06_P_Health_20_24,C06_P_Health_25_34,C06_P_Health_35_44,C06_P_Health_45_54,C06_P_Health_55_64,C06_P_Health_65_74,C06_P_Health_75_84,C06_P_Health_85o,C06_P_Healt_To,C06_P_Educ_15_19,C06_P_Educ_20_24,C06_P_Educ_25_34,C06_P_Educ_35_44,C06_P_Educ_45_54,C06_P_Educ_55_64,C06_P_Educ_65_74,C06_P_Educ_75_84,C06_P_Educ_85o,C06_P_Educ_Tot,C06_P_MngtCom_15_19,C06_P_MngtCom_20_24,C06_P_MngtCom_25_34,C06_P_MngtCom_35_44,C06_P_MngtCom_45_54,C06_P_MngtCom_55_64,C06_P_MngtCom_65_74,C06_P_MngtCom_75_84,C06_P_MngtCom_85o,C06_P_MngtCom_Tot,C06_P_Soc_cult_15_19,C06_P_Soc_cult_20_24,C06_P_Soc_cult_25_34,C06_P_Soc_cult_35_44,C06_P_Soc_cult_45_54,C06_P_Soc_cult_55_64,C06_P_Soc_cult_65_74,C06_P_Soc_cult_75_84,C06_P_Soc_cult_85o,C06_P_Society_cultur_Tot,C06_P_Creative_art_15_19,C06_P_Creative_art_20_24,C06_P_Creative_art_25_34,C06_P_Creative_art_35_44,C06_P_Creative_art_45_54,C06_P_Creative_art_55_64,C06_P_Creative_art_65_74,C06_P_Creative_art_75_84,C06_P_Creative_arts_85o,C06_P_Creative_arts_Tot
6RTAS,58,489,1538,1398,1912,2246,1405,572,190,9809,23,186,1067,1418,1492,1714,1277,646,169,7975,168,800,2226,2274,2237,1804,955,272,111,10848,175,733,1761,1979,2339,2068,869,182,47,10156,14,125,333,362,375,334,236,89,25,1895,209,582,1245,1011,770,537,370,84,27,4849,14,15,19,10,20,35,52,35,20,225,3,14,83,106,133,131,63,35,8,583,907,593,1131,1265,1626,1825,2154,1589,796,11894,1634,3792,10127,10759,11745,11340,7757,3647,1443,62252,5,104,330,347,374,345,134,63,7,1710,54,304,362,298,246,110,24,5,0,1400,177,914,2836,3946,4014,3047,1861,858,162,17811,82,333,892,1341,1540,1152,650,280,55,6324,77,347,953,942,631,387,183,95,16,3629,24,324,1044,1743,2459,1619,835,394,130,8591,7,290,1127,1469,2193,1755,1027,358,112,8346,295,1316,2489,2636,2447,1591,597,334,68,11775,107,530,1412,1799,2007,1160,399,122,28,7559,15,203,439,473,445,363,158,72,18,2187
6GHOB,29,430,1545,1414,1630,1652,1042,487,189,8419,8,124,904,1107,1145,1574,983,470,163,6478,158,768,2548,2312,1955,1447,732,291,169,10379,102,684,2090,2069,1987,1720,868,240,69,9830,25,161,525,462,369,282,193,85,28,2120,101,450,942,695,601,355,224,73,28,3466,14,19,14,12,9,23,42,25,16,165,8,32,137,152,133,117,63,22,13,673,559,455,939,900,996,1107,1081,965,575,7586,1017,3449,10671,10280,9706,8851,5524,2802,1321,53616,3,227,735,756,633,411,156,96,24,3041,37,375,601,370,240,106,22,3,0,1745,86,568,1905,2430,2577,2009,1315,794,148,11823,71,274,793,1075,1185,726,471,258,51,4902,28,141,482,452,346,171,74,55,9,1749,21,318,1168,1766,1975,1336,709,390,96,7790,9,134,844,1140,2025,1481,733,355,112,6836,220,1429,2629,2496,2285,1451,635,454,109,11709,93,739,1922,2098,2155,1342,430,231,40,9059,51,267,556,531,456,344,141,83,29,2452
69799,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,20,5,3,0,0,0,32,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,5,8,3,5,0,0,0,34,0,0,3,0,3,4,4,0,0,19,0,0,6,13,4,5,0,0,0,29,0,3,9,4,3,7,3,0,0,27,0,0,7,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,12,7,17,6,11,0,0,60,7,17,47,35,38,46,18,7,0,208,0,0,5,5,0,3,0,0,0,17,0,0,4,4,0,0,0,0,0,5,0,5,18,9,10,3,0,0,0,45,0,0,7,8,4,0,0,0,0,20,0,3,3,0,3,0,3,0,0,15,0,3,10,5,13,9,0,0,0,41,0,0,4,3,0,4,0,0,0,19,3,5,16,6,5,0,4,0,0,36,0,5,6,5,10,3,0,0,0,31,0,0,4,5,3,0,0,0,0,12
5RWAU,170,677,3046,3038,3117,3439,1987,846,210,16538,85,568,2712,3469,3405,3008,1481,517,120,15375,480,1511,4827,4504,3816,2606,1334,448,114,19645,341,871,2914,3042,2743,2402,1006,208,44,13568,94,204,713,671,511,373,250,102,27,2945,292,815,2238,1695,1302,781,472,113,44,7754,33,37,52,30,37,46,56,54,20,369,14,40,182,198,235,138,75,20,4,912,1902,1512,3918,3563,3896,3593,2874,2084,1163,24502,3578,6873,23009,22627,20667,17364,9933,4561,1815,110433,16,180,935,776,587,342,101,59,6,3005,94,274,393,312,232,118,23,3,0,1452,440,2157,6827,8103,7296,4653,2219,878,145,32712,137,584,1624,2055,2066,1373,870,309,52,9073,266,742,1903,1853,1367,799,402,149,28,7508,61,477,2025,3113,3696,2387,1126,416,98,13387,44,690,2610,3348,3716,2136,836,294,79,13763,632,1782,4147,4258,3447,2123,820,330,64,17594,231,793,2300,2301,2254,1375,456,142,19,9876,58,284,693,633,534,378,170,55,14,2823
5GPER,606,5132,18345,14701,13681,11294,6475,3068,971,74275,344,2284,10104,11877,12337,10752,5823,2321,657,56510,1436,7356,28288,25992,19853,12207,6671,2723,999,105519,1104,5346,17582,15987,12954,9814,4758,1283,330,69166,506,2362,5876,4025,2530,1457,976,421,151,18303,1220,3817,9410,6529,5224,3062,1920,573,242,31994,124,133,171,145,131,172,232,193,70,1374,58,376,1243,1136,962,643,331,177,53,4986,4041,4812,11768,9131,8437,7597,7124,6970,5888,65772,9827,35896,116940,101267,83722,61287,36179,18696,9756,473572,74,2020,5768,5276,4252,2637,885,421,86,21428,441,2683,5221,3852,2080,664,116,29,3,15089,1150,6861,21389,26717,26559,19389,10482,5007,1043,118600,495,2207,6125,7298,7063,5514,3537,1566,297,34113,245,1167,2862,2360,1715,1101,524,245,50,10267,275,3336,10752,13468,13734,8510,4313,2065,596,57057,281,1751,7718,11046,13622,8526,3804,1567,490,48803,2063,11218,25386,24735,19678,13088,5599,2809,718,105301,1138,5425,13715,13191,12472,7777,2768,1214,242,57945,526,3270,5555,3873,2792,1758,795,420,120,19109
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,3,5,0,3,0,0,0,0,22,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,34,31,22,6,0,0,0,104,0,0,0,3,4,0,0,0,0,11,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
59499,0,14,47,21,19,30,16,3,0,153,0,8,21,11,8,31,23,3,0,103,3,23,74,36,26,46,23,0,0,231,0,9,48,15,19,37,9,0,0,135,0,7,25,3,4,5,3,0,0,50,0,14,29,17,10,22,5,0,0,96,0,0,0,0,0,0,3,0,0,6,0,0,0,4,3,3,0,0,0,13,20,69,151,100,103,74,55,12,5,583,28,155,440,223,218,263,136,25,7,1493,0,23,35,15,9,13,0,0,0,96,0,11,24,18,4,6,0,0,0,62,4,46,150,129,119,128,64,4,3,654,3,5,42,30,34,35,18,0,0,166,0,13,41,10,18,14,0,0,0,99,3,16,60,38,61,45,22,0,0,242,0,9,28,30,20,36,8,0,0,129,7,50,101,61,57,44,16,5,0,349,3,26,61,36,29,38,6,0,0,204,3,12,28,8,4,10,0,0,0,67
4RSAU,74,576,1936,1877,2711,3339,1786,700,224,13220,39,383,1666,1713,1580,2012,1600,486,145,9622,203,916,2872,3070,2660,1965,974,326,125,13103,269,813,2233,2380,2774,2326,1084,196,37,12117,26,122,336,323,223,223,116,53,24,1449,259,623,1407,1181,917,617,477,135,31,5653,14,14,32,32,41,36,58,56,33,323,12,27,77,109,128,58,68,28,22,522,1184,762,1538,1591,2120,2371,2441,1972,1436,15408,2165,4574,13142,13473,14132,13575,9044,4127,2159,76399,3,100,428,439,383,338,113,62,7,1874,59,153,243,216,165,82,19,3,0,938,217,1378,3781,5095,5120,4121,2626,1170,208,23715,87,390,773,1190,1308,1097,745,356,38,5984,147,690,1737,1600,1077,670,214,141,15,6289,62,402,1410,2586,3518,1920,952,465,125,11448,8,403,1590,1661,2596,2215,790,345,109,9701,324,1309,3043,2816,2445,1704,738,319,51,12752,129,538,1540,1932,1932,1376,390,168,29,8030,29,160,356,293,288,225,132,65,17,1567
4GADE,297,3331,12433,10387,10434,9996,5013,2197,921,55015,70,1159,5852,6161,5937,7158,5194,1692,688,33914,730,4541,16729,15888,12301,7811,3899,1370,656,63928,803,4092,12169,11736,10616,8351,4195,1041,285,53281,201,1195,3205,2463,1739,1074,696,306,133,11019,840,2412,5293,3901,3394,2058,1469,474,186,20029,64,96,96,99,164,127,195,179,92,1112,30,170,802,923,652,443,285,131,81,3521,2475,2470,5283,4544,4875,4881,5051,4809,3903,38291,5722,21556,69023,62332,54667,44808,27560,13016,7325,306005,26,1376,3573,3313,2938,2000,771,423,85,14502,226,1768,3992,2832,1727,597,85,13,8,11246,560,4465,14088,17905,16683,13994,8643,5340,1155,82824,332,1418,3855,4674,4731,3597,2391,1339,286,22620,140,759,1998,1851,1375,756,322,207,55,7471,152,2597,8918,11134,12657,7012,3260,2008,645,48388,37,936,4731,6058,10164,8126,2790,1433,551,34824,1170,8031,18256,16398,13521,8778,3536,2234,615,72546,560,4400,11083,10329,10305,6922,2331,1055,229,47219,188,2089,3962,2861,2082,1323,612,356,115,13583
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,17,10,22,18,3,0,0,73,0,0,3,0,3,10,7,0,0,28,3,4,35,10,15,18,11,0,0,98,3,5,21,12,21,12,8,0,0,80,0,4,4,3,3,0,3,0,0,22,4,3,10,4,10,3,3,0,0,38,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,12,18,41,41,51,25,15,10,0,211,26,42,153,92,129,92,47,10,4,604,0,9,12,3,6,4,0,0,0,38,0,3,7,0,0,4,0,0,0,18,0,24,53,41,32,37,12,8,0,201,0,4,12,19,5,12,4,0,0,61,0,4,9,7,9,3,0,0,0,34,0,6,28,21,14,14,3,0,0,90,0,0,9,12,3,21,4,0,0,53,4,29,42,32,18,16,6,0,0,151,3,18,27,24,10,14,0,0,0,107,0,8,23,9,3,0,0,0,0,46
3RQLD,657,5128,16623,15707,17276,16074,8800,3767,1133,85160,298,2390,11322,14609,14580,12820,7600,2851,763,67240,2773,8739,26107,25809,22246,15473,7880,2540,801,112356,2069,6125,16236,17117,16136,12968,5814,1219,221,77903,433,1741,4280,3720,2677,1812,1155,471,163,16463,2636,5163,11081,9402,7623,4518,3026,746,253,44456,178,155,150,136,180,215,305,251,150,1718,93,213,819,1146,1005,736,402,187,60,4666,7494,6843,13811,13257,14439,13742,12872,10111,7083,99654,17368,39264,108671,109183,102650,82684,50228,23194,10990,544227,39,1078,3110,2921,2623,1932,818,374,53,12942,485,1639,2963,2266,1551,664,153,26,4,9762,1362,8179,25102,31271,30641,24087,14266,6599,1179,142688,567,3122,9952,11771,12976,9332,5301,2130,381,55541,730,2296,5250,4868,3576,2004,976,398,92,20180,236,2786,10517,15583,16855,10381,5425,2614,623,65014,114,2833,11142,14280,15921,10444,4629,1770,388,61517,2883,11611,24207,22343,18515,12517,5321,2645,568,100602,875,5138,13401,12657,11819,7830,2654,942,198,55516,345,2134,4243,3358,2653,1867,965,431,117,16131
3GBRI,654,5856,19667,16931,15947,12766,7089,3043,1047,83000,288,2216,10828,13772,13281,11613,6880,2444,631,61953,2484,11564,35603,32282,24794,14500,6462,1957,778,130416,1943,7929,22064,20876,16539,11955,5587,1192,310,88394,754,3635,7514,5207,3348,1785,970,417,176,23810,2233,4759,9737,7036,5181,2949,1902,523,193,34503,244,239,173,148,150,187,234,245,100,1707,117,406,1296,1606,1260,823,438,153,86,6186,4974,6040,12578,10086,9755,8552,7711,6599,5955,72245,14304,46667,132849,119834,98347,69742,39457,17510,9655,548372,59,2511,5756,5082,3850,2565,897,404,69,21194,508,3330,7902,5565,2925,915,137,22,3,21306,963,6764,22961,28396,27375,21149,11283,5551,1111,125555,475,3045,9254,9852,9135,6938,3898,1769,359,44719,278,1237,3537,2897,1975,1216,543,228,59,11963,293,3736,13673,16495,15293,9540,4498,2349,646,66519,91,2263,10365,13146,14922,10274,4013,1663,549,57277,2758,15063,35226,30620,23011,13209,4506,2412,623,127418,1003,7728,19879,16413,14253,8917,2847,1141,250,72417,544,4333,7679,5169,3098,1806,859,442,136,24063
39799,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,16,0,5,6,3,8,9,3,4,3,41,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,3,3,0,0,35,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
39499,7,29,95,38,62,115,75,8,0,426,0,10,31,24,29,55,39,4,0,197,9,56,140,75,70,102,54,11,0,520,3,57,123,50,62,94,29,6,0,419,0,33,58,14,13,4,16,0,0,143,7,29,38,21,23,34,29,0,0,193,0,3,0,0,0,0,0,0,0,7,3,0,3,6,3,8,3,0,0,25,36,118,225,135,153,201,119,40,9,1035,78,372,785,391,435,655,377,77,11,3183,0,21,56,23,18,20,4,0,0,136,0,19,35,23,11,6,3,0,0,106,7,86,215,196,192,252,156,16,3,1129,5,32,91,58,86,101,44,6,3,425,9,27,51,32,20,24,8,3,0,166,0,34,101,75,109,101,35,3,0,453,3,12,63,45,35,97,22,0,0,272,16,109,191,106,110,126,37,6,0,713,6,49,138,69,69,65,20,4,0,418,3,32,55,28,20,25,6,0,0,174
2RVIC,301,3133,11185,10017,11441,12210,7360,3264,1113,60033,138,1526,7013,7691,7784,9571,6983,2498,752,43953,488,3332,11610,12472,10590,7573,4001,1325,642,52035,818,4067,9962,10956,11456,10224,4901,907,238,53525,174,872,2386,2246,1740,1347,820,305,134,10022,888,3192,6653,4769,3907,2646,1929,594,193,24779,53,76,99,67,90,130,183,166,63,919,35,130,527,836,745,579,326,140,63,3383,4681,3215,6277,6741,8274,9274,9823,8532,5626,62449,7865,21194,60546,61505,60407,56710,37948,18442,9183,333815,16,479,1937,1826,1880,1221,487,250,50,8151,265,1068,1841,1534,1232,514,72,26,0,6548,720,4378,12742,18213,17712,14044,8361,4429,808,81410,576,2585,5781,6595,6679,4339,2877,1329,259,31029,410,1793,5128,5326,3864,2177,1050,501,94,20342,181,2317,7403,11464,13933,8299,4318,2149,590,50661,54,1266,5825,7798,12640,10403,4373,1913,449,44717,1009,6004,12941,11829,10289,6626,2794,1696,405,53588,527,2905,7630,8323,9236,5945,1910,705,135,37323,284,1303,2491,2172,1921,1324,603,340,96,10540
2GMEL,606,9835,41527,31329,27221,21861,12239,6086,2174,152876,327,4779,24602,23645,23749,23214,14809,5574,1648,122347,1645,19736,75621,65896,45955,26008,12698,4504,2392,254447,1635,14587,47326,43585,35660,25258,11735,3083,942,183817,736,7821,20952,13172,7719,4271,2207,958,440,58274,1888,7829,19962,13742,10876,5804,4211,1225,530,66062,336,440,347,259,354,378,512,412,154,3189,142,1684,4905,4993,3705,2383,1290,496,233,19827,9235,11378,27071,20896,19219,17017,16255,14346,11052,146458,17114,88477,299447,248640,194393,137369,81197,39519,20696,1126854,108,4496,14359,12703,9815,6176,2249,1266,285,51455,588,8483,24633,14958,7478,2271,313,84,26,58837,1413,11298,45531,56824,50734,37633,21887,12373,2601,240287,1077,6702,18129,18629,14601,9753,6224,2830,577,78519,264,2138,6283,5262,3399,1631,731,416,107,20227,367,7789,28630,30742,28389,17077,8885,4803,1349,128025,142,3214,19114,24783,31413,22374,9012,3769,1107,114929,2716,29600,82531,67562,46639,27571,10782,6800,1840,276035,1176,13218,42356,36554,31527,19249,6560,2886,693,154213,909,9379,20658,13047,7891,4192,1806,1122,376,59381
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,24,57,21,25,29,10,0,0,176,0,11,28,21,16,17,14,0,0,107,5,49,96,37,27,36,12,3,0,259,4,35,101,52,30,25,11,0,0,264,0,15,51,21,11,4,0,0,0,101,3,21,35,23,13,8,0,0,0,101,0,3,0,0,0,0,0,0,0,3,0,4,7,3,6,8,3,0,0,27,45,99,200,151,89,76,40,13,11,711,54,293,640,356,230,211,95,23,16,1920,0,19,54,35,10,4,3,0,0,119,0,22,38,21,12,0,0,0,0,89,9,48,154,106,61,54,26,10,0,466,7,21,60,39,26,21,8,0,0,174,3,14,39,8,5,9,0,0,0,79,0,30,79,36,31,25,8,3,0,209,0,8,42,34,25,30,4,5,0,152,11,69,170,78,34,41,12,3,0,428,5,46,119,60,42,21,3,0,0,299,5,37,76,21,13,3,0,0,0,153
1RNSW,806,5021,17714,17320,19727,22102,12111,5349,1778,101919,273,2564,12583,14331,14131,17569,10725,4101,1114,77399,1593,8366,24577,27091,27090,22471,13796,4670,1703,131361,1332,6546,17698,18822,18742,15921,7357,1855,390,88656,223,1663,4413,4292,3530,2742,1806,754,227,19653,1667,4954,10282,8375,6975,4569,3103,834,386,41137,141,186,151,114,184,224,341,375,170,1884,75,287,796,1114,1168,931,605,253,99,5328,8107,5854,11445,11933,14644,16261,17203,15849,11523,112817,14703,38021,107724,112456,114608,109257,70808,35746,18130,621443,51,992,3340,3750,3986,3019,1262,602,107,17106,478,2180,3561,3394,2771,1254,272,52,11,13975,1481,8389,26325,36796,37671,30390,19632,10711,1943,173336,696,3724,10480,13237,13727,9800,6631,3209,544,62058,629,2692,7305,8019,6618,4337,2090,879,188,32759,475,3604,13168,19866,25276,14649,7887,3942,1010,89880,148,2255,11228,14475,23760,15580,7133,2962,703,78249,2734,12373,27615,30687,28359,19843,8800,4630,1037,136070,959,5505,14918,16318,16058,10502,4078,1673,304,70321,321,2314,4758,4503,4013,2792,1326,714,193,20940
1GSYD,898,8808,36996,29784,27009,23489,12992,6155,2290,148409,384,5791,25238,24293,22547,23331,14636,5774,1866,123863,2142,23927,94235,84148,62402,39243,20993,7046,3464,337605,1619,14917,48246,44465,35271,24641,12064,3470,1019,185713,683,8012,22660,15746,9905,5374,2724,1194,467,66758,1883,6591,17232,13644,10415,5703,3781,1105,521,60876,319,439,432,312,440,571,563,412,188,3674,171,1219,3992,4339,3463,2192,1206,515,185,17281,9356,12214,30419,23416,20633,18286,16488,14486,13242,158543,17958,90268,313686,270237,214499,156878,92234,43565,24551,1223874,143,4249,14393,14475,11503,7295,2841,1414,289,56603,839,9838,27691,17412,8559,2558,417,78,29,67424,1442,12196,49470,62592,57399,42894,24403,14703,3225,268323,884,6467,21787,21933,16561,12100,7052,3543,767,91082,265,1910,6111,5265,3823,2076,1073,488,135,21155,520,7420,29855,32155,31674,18901,9847,5679,1636,137691,196,4378,22772,25572,32642,21570,9356,4232,1353,122075,4218,37534,109692,96562,69665,42940,15789,9302,2620,388322,1544,15008,49310,42853,34790,21957,8065,3768,901,178195,934,10318,24505,16412,9733,5310,2326,1334,456,71329
19799,0,0,3,0,3,9,3,0,0,16,0,0,0,0,0,4,3,0,0,14,0,0,9,0,0,4,3,0,0,17,0,0,0,3,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,14,8,0,42,3,3,17,6,17,29,33,12,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
