GCCSA_CODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
6RTAS,45,20,5,0,67,93,34,6,3,138,548,210,56,20,832,1160,625,143,49,1978,339,55,13,7,411,1515,924,413,135,2991,548,338,143,78,1103,562,253,90,33,943,865,374,100,34,1372,145,88,25,12,269,25,18,12,0,60,24,24,6,6,55,12,3,0,0,14,3,3,0,0,5,486,343,156,70,1065,203,102,39,34,374,6574,3423,1203,472,11678,64,25,3,3,94,84,39,5,3,130,370,173,55,24,615,685,321,100,33,1146,1066,767,277,97,2204,464,172,62,32,723,1028,438,265,120,1858,854,279,107,59,1295,1108,524,158,48,1834,393,203,41,14,656,123,57,12,3,196,74,48,17,3,138,32,18,3,0,53,3,3,0,3,8,490,361,153,88,1094,198,97,35,28,353,7041,3512,1294,557,12396,69,27,14,3,118,57,21,0,0,87,252,112,30,9,405,381,196,65,30,672,595,294,96,24,1010,878,572,200,49,1702
6GHOB,37,14,5,0,63,73,18,10,0,101,341,162,36,18,561,814,422,85,30,1349,214,36,14,11,271,1144,667,241,100,2150,546,330,96,45,1020,523,262,73,32,887,973,408,116,40,1529,220,107,37,14,375,69,42,14,0,123,46,31,17,3,96,12,5,3,0,27,3,0,0,0,4,403,305,157,71,935,181,70,25,27,301,5599,2873,933,388,9792,57,27,8,3,88,63,26,8,3,100,240,111,38,14,400,455,205,63,24,750,771,527,194,42,1527,317,102,29,18,469,826,417,194,99,1543,667,333,87,40,1131,1111,478,136,48,1776,477,264,60,13,808,187,91,16,4,296,116,70,24,9,224,35,26,3,0,68,9,0,0,0,17,434,328,129,81,972,155,70,24,20,266,5925,3077,1002,420,10423,45,31,19,3,105,43,8,6,0,53,176,78,19,10,279,232,141,53,17,449,436,178,76,18,707,622,461,146,59,1291
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,90,46,14,9,155,140,57,23,8,231,689,307,102,29,1132,1214,724,228,75,2239,316,64,36,20,435,1577,1122,487,219,3403,691,454,190,119,1457,652,376,128,63,1218,1174,502,149,84,1913,318,166,66,26,576,100,58,14,8,176,102,56,18,3,182,53,22,6,0,76,11,10,5,0,21,630,451,257,152,1487,337,202,76,72,689,8092,4608,1807,893,15395,151,69,24,15,259,173,97,24,4,300,546,281,100,49,976,820,400,165,69,1455,1157,961,313,146,2578,457,188,87,50,778,1161,691,290,184,2329,917,461,166,94,1642,1441,701,233,119,2489,686,347,117,33,1183,286,106,37,13,442,313,162,56,18,541,155,56,16,6,236,29,21,9,3,65,726,551,282,170,1729,357,199,90,74,723,9381,5285,2019,1051,17732,172,102,50,15,336,106,59,24,8,202,449,212,75,40,775,513,306,104,49,973,790,389,134,64,1379,975,751,279,110,2113
5GPER,404,232,63,22,724,544,239,86,25,895,1860,772,237,85,2957,3920,1991,531,177,6627,947,163,71,36,1213,5962,3723,1419,471,11576,3164,1948,642,315,6076,3268,1642,527,174,5609,6682,2857,746,281,10570,2052,1239,321,101,3711,648,457,147,37,1288,619,419,157,37,1227,214,136,43,11,402,27,33,7,4,73,2591,1942,905,458,5896,954,470,189,135,1757,33861,18268,6096,2367,60597,655,349,133,43,1177,537,274,82,37,924,1381,643,206,100,2331,2266,1034,340,133,3770,3700,2506,879,277,7356,1513,519,231,119,2390,4177,2185,854,398,7626,3825,1843,570,251,6489,7389,3390,935,328,12042,3855,2091,558,149,6661,2005,888,235,68,3206,1765,1124,308,65,3268,765,486,152,50,1450,133,157,83,21,385,2907,2284,938,444,6583,943,415,201,130,1685,37820,20198,6697,2618,67333,985,639,201,73,1903,421,250,65,35,770,1295,650,196,75,2205,1379,846,299,111,2633,2467,1117,392,157,4133,3404,2206,756,296,6666
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,52,22,13,3,89,159,47,11,5,220,700,279,70,19,1067,1182,686,194,65,2125,382,63,14,7,468,1572,1104,473,183,3331,632,421,155,82,1290,566,270,113,50,1008,921,378,139,43,1478,170,88,27,22,305,41,27,12,3,83,58,17,10,4,83,19,7,0,0,24,3,3,0,0,9,462,340,178,90,1063,290,139,52,32,506,7197,3884,1463,614,13161,102,40,12,4,149,166,52,14,6,239,465,213,54,24,757,756,365,108,44,1273,1178,883,312,112,2489,535,172,70,44,822,1245,611,290,163,2306,896,405,150,83,1539,1137,567,175,88,1962,404,197,80,26,707,141,50,21,7,218,95,58,13,6,169,37,21,3,3,65,12,3,3,0,15,522,377,184,92,1178,298,97,60,39,493,8000,4105,1549,730,14384,95,35,19,5,159,86,35,16,3,131,340,139,53,16,548,407,264,99,31,802,735,338,112,43,1222,974,655,215,84,1931
4GADE,266,124,41,8,437,446,171,35,9,662,1999,806,225,81,3114,3853,1862,472,155,6336,1190,196,72,29,1489,5719,3562,1260,377,10923,3034,1677,533,239,5477,2977,1338,403,134,4846,5538,2281,589,205,8608,1357,890,224,52,2532,376,334,78,17,811,316,259,68,22,658,108,76,20,9,210,18,14,10,3,41,2145,1667,729,334,4878,818,377,149,79,1419,30147,15620,4920,1759,52440,413,174,63,15,663,377,197,50,19,637,1325,534,149,66,2074,2230,977,287,98,3593,3681,2540,769,217,7206,1738,593,259,121,2710,4305,2020,863,323,7504,3841,1606,494,205,6149,6245,2885,761,241,10135,2686,1466,350,112,4614,1074,639,136,46,1901,771,564,126,40,1497,259,198,65,18,538,43,32,26,8,110,2314,1741,711,295,5063,717,352,138,90,1297,32033,16513,5233,1909,55698,508,262,99,39,911,302,143,47,11,512,969,424,116,53,1570,1132,685,185,75,2079,2242,873,287,85,3495,3303,2050,596,222,6166
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,537,249,62,41,887,716,269,81,34,1106,2933,1147,363,144,4583,6802,3234,910,319,11265,1687,250,102,36,2070,10445,6584,2603,1080,20714,4913,2816,1059,645,9437,4259,2134,775,342,7510,7221,3111,1035,408,11775,1630,1008,291,125,3059,534,278,93,46,946,462,257,89,28,837,184,76,27,7,291,38,35,12,7,91,3209,2327,1128,684,7347,1610,783,316,208,2912,47175,24561,8946,4159,84847,709,337,111,40,1190,808,318,107,24,1255,2430,996,326,125,3881,4071,1731,610,236,6650,7151,4895,1717,615,14379,2836,1023,433,231,4527,7729,3893,1862,1010,14502,6386,2824,993,572,10769,9356,4486,1447,646,15934,3838,2059,548,236,6682,1411,703,216,67,2396,1176,705,230,71,2172,479,247,74,21,818,101,71,25,15,209,3626,2507,1101,622,7848,1746,815,322,181,3064,53861,27589,10121,4712,96283,934,506,180,80,1704,525,238,97,32,899,1747,803,248,109,2903,2229,1230,444,164,4066,4177,1922,598,259,6958,6142,4086,1427,535,12190
3GBRI,488,261,77,34,856,617,224,73,27,942,2206,951,271,90,3523,5183,2499,683,225,8590,1333,217,70,30,1653,8284,5132,2184,817,16420,4497,2629,1005,530,8663,4562,2208,728,279,7784,8943,3683,1128,426,14184,2453,1599,394,147,4598,800,530,158,57,1539,628,446,140,37,1253,207,133,49,20,407,39,22,18,9,80,2847,2113,1059,567,6589,1261,606,264,143,2275,44353,23251,8300,3445,79350,667,363,102,45,1179,604,288,91,29,1005,1741,800,235,105,2882,3076,1217,417,173,4882,5175,3684,1271,445,10578,2118,740,351,192,3399,6347,3169,1412,783,11705,5790,2584,830,427,9631,10181,4731,1389,558,16861,4793,2581,721,272,8373,2218,1040,285,98,3642,1652,1177,308,97,3240,687,418,137,39,1278,106,96,40,21,264,3112,2305,1049,516,6978,1314,637,244,168,2374,49579,25836,8878,3967,88260,952,602,158,101,1815,451,200,65,37,753,1357,642,203,88,2285,1720,945,323,131,3127,3129,1429,473,211,5240,4498,3150,1107,397,9154
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,231,106,25,16,379,481,171,43,12,709,2141,882,249,82,3354,4603,2512,775,199,8089,1342,211,52,37,1637,6227,4133,1865,706,12931,2769,1644,676,365,5460,2602,1249,451,186,4490,4033,1700,566,191,6494,803,531,181,54,1570,190,137,49,13,385,198,116,42,14,371,67,21,12,3,98,25,12,0,6,40,2122,1619,757,384,4886,1023,533,206,107,1870,28852,15575,5955,2376,52749,343,135,40,21,531,417,195,52,10,668,1559,661,225,61,2508,2663,1327,441,140,4570,4275,3279,1192,398,9153,1951,691,279,143,3062,4759,2401,1118,544,8827,3886,1658,601,274,6425,5276,2530,793,292,8891,1915,1021,329,108,3375,702,336,126,32,1200,443,290,94,29,846,150,72,29,13,261,51,25,10,8,91,2436,1796,850,376,5460,1053,464,224,116,1854,31881,16889,6388,2562,57718,423,207,69,27,725,331,127,34,8,504,1047,480,157,69,1757,1446,828,278,91,2638,2675,1252,399,163,4492,3704,2442,886,321,7357
2GMEL,1105,615,167,67,1954,1533,601,186,60,2373,5065,2550,709,238,8564,8484,4892,1302,323,15002,3207,599,231,101,4133,13517,8018,3070,1005,25606,7655,4133,1402,637,13827,8068,3632,1121,377,13196,16529,6860,1875,597,25866,4785,3094,869,275,9025,1559,1241,394,121,3307,1463,1079,308,66,2924,489,365,149,49,1053,88,75,31,18,213,6189,4963,2297,1145,14597,2574,1262,468,266,4570,82318,43994,14572,5331,146220,1717,866,248,93,2921,1376,714,179,68,2339,3637,1999,548,187,6373,5492,2579,831,259,9162,7913,5697,1873,581,16061,4647,1659,662,279,7243,10964,5014,1863,788,18628,10470,4467,1316,487,16739,18178,8379,2274,737,29562,8559,4865,1313,387,15122,3989,2296,625,194,7107,3151,2382,623,161,6324,1320,975,369,103,2767,196,272,112,54,628,6922,5472,2368,922,15681,2610,1205,436,293,4543,91133,48847,15638,5593,161212,2899,1436,428,216,4975,1160,519,163,79,1915,3051,1566,458,179,5254,3032,1877,583,241,5733,5456,2487,720,289,8952,7593,4884,1500,498,14475
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,486,211,83,42,818,1089,342,105,48,1587,4813,1952,592,214,7574,9614,4999,1603,472,16684,3091,486,133,86,3796,12860,8312,3558,1443,26174,5319,3305,1318,736,10676,5141,2488,847,321,8808,8522,3694,1198,423,13836,2000,1184,338,112,3638,505,306,114,29,956,480,257,105,37,875,145,74,31,5,260,54,23,8,3,81,4295,3149,1581,856,9884,2189,986,473,291,3940,60605,31757,12089,5136,109589,681,283,75,59,1099,874,390,113,33,1402,3060,1357,430,163,5010,5497,2524,856,353,9236,8380,6292,2294,887,17855,4179,1277,549,315,6322,9876,4478,2129,1209,17697,7642,3200,1168,611,12618,10538,4987,1533,650,17699,4240,2380,699,211,7524,1653,800,209,80,2736,1139,824,216,59,2233,459,266,80,37,839,96,61,30,16,195,4632,3437,1585,803,10457,2173,934,392,253,3750,65103,33497,12351,5728,116690,851,416,154,77,1488,612,218,88,35,951,2150,908,299,111,3469,2642,1587,587,213,5025,4993,2293,767,300,8352,7005,4568,1754,684,14015
1GSYD,1652,867,232,71,2830,1784,746,218,79,2829,5767,2702,814,280,9563,9325,5281,1643,507,16762,3481,632,243,126,4484,14271,8407,3438,1303,27425,8212,4174,1421,764,14573,8600,3746,1164,443,13957,18875,7351,2133,771,29133,6613,3645,990,338,11586,2417,1732,503,160,4813,2453,1591,470,131,4641,884,632,208,84,1809,144,189,85,36,457,6760,5528,2512,1311,16111,2919,1309,600,382,5212,94163,48542,16686,6789,166178,2053,1049,311,120,3533,1533,749,230,72,2575,4283,2081,635,217,7213,6176,2836,983,357,10348,9024,6257,2206,721,18206,5059,1780,713,367,7927,11551,5146,2211,1124,20035,10659,4507,1407,680,17257,19680,8722,2398,976,31771,10479,5493,1508,490,17974,5141,2618,740,238,8737,4767,3101,805,236,8909,2020,1410,473,152,4056,357,472,215,81,1121,7260,5779,2532,1205,16770,2714,1267,509,289,4781,102754,53256,17876,7327,181215,2891,1357,451,206,4903,1102,479,147,50,1779,3140,1444,431,186,5201,3106,1696,627,245,5666,5682,2584,833,324,9418,7360,4799,1649,609,14409
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
