GCCSA_CODE_2016,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Notin_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Notin_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Notin_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Notin_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Notin_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Notin_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Notin_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75ov_Em_FT,C16_M_75ov_Em_PT,C16_M_75ov_Em_AFW,C16_M_75ov_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75ov_Unem_Lo_pt_wor,C16_M_75ov_Unempl_Tot,C16_M_75ov_Tot_LF,C16_M_75over_N_lab_forc,C16_M_75ov_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_T_T_labo_for,C16_M_Tot_Notin_LF,C16_M_Tot_LF_NS,C16_M_T_T,C06_F_15_19_Em_FT,C06_F_15_19_Em_PT,C06_F_15_19_Em_AFW,C06_F_15_19_Em_Hrs_NS,C06_F_15_19_Em_Tot,C06_F_15_19_Unem_Look_FT,C06_F_15_19_Unem_Look_PT,C06_F_15_19_Unem_Tot,C06_F_15_19_Tot_LF,C06_F_15_19_Notin_LF,C06_F_15_19_LF_NS,C06_F_15_19_Tot,C06_F_20_24_Em_FT,C06_F_20_24_Em_PT,C06_F_20_24_Em_AFW,C06_F_20_24_Em_Hrs_NS,C06_F_20_24_Em_Tot,C06_F_20_24_Unem_Look_FT,C06_F_20_24_Unem_Look_PT,C06_F_20_24_Unem_Tot,C06_F_20_24_Tot_LF,C06_F_20_24_Notin_LF,C06_F_20_24_LF_NS,C06_F_20_24_Tot,C06_F_25_29_Em_FT,C06_F_25_29_Em_PT,C06_F_25_29_Em_AFW,C06_F_25_29_Em_Hrs_NS,C06_F_25_29_Em_Tot,C06_F_25_29_Unem_Look_FT,C06_F_25_29_Unem_Look_PT,C06_F_25_29_Unem_Tot,C06_F_25_29_Tot_LF,C06_F_25_29_Notin_LF,C06_F_25_29_LF_NS,C06_F_25_29_Tot,C06_F_30_34_Em_FT,C06_F_30_34_Em_PT,C06_F_30_34_Em_AFW,C06_F_30_34_Em_Hrs_NS,C06_F_30_34_Em_Tot,C06_F_30_34_Unem_Look_FT,C06_F_30_34_Unem_Look_PT,C06_F_30_34_Unem_Tot,C06_F_30_34_Tot_LF,C06_F_30_34_Notin_LF,C06_F_30_34_LF_NS,C06_F_30_34_Tot,C06_F_35_39_Em_FT,C06_F_35_39_Em_PT,C06_F_35_39_Em_AFW,C06_F_35_39_Em_Hrs_NS,C06_F_35_39_Em_Tot,C06_F_35_39_Unem_Look_FT,C06_F_35_39_Unem_Look_PT,C06_F_35_39_Unem_Tot,C06_F_35_39_Tot_LF,C06_F_35_39_Notin_LF,C06_F_35_39_LF_NS,C06_F_35_39_Tot,C06_F_40_44_Em_FT,C06_F_40_44_Em_PT,C06_F_40_44_Em_AFW,C06_F_40_44_Em_Hrs_NS,C06_F_40_44_Em_Tot,C06_F_40_44_Unem_Look_FT,C06_F_40_44_Unem_Look_PT,C06_F_40_44_Unem_Tot,C06_F_40_44_Tot_LF,C06_F_40_44_Notin_LF,C06_F_40_44_LF_NS,C06_F_40_44_Tot,C06_F_45_49_Em_FT,C06_F_45_49_Em_PT,C06_F_45_49_Em_AFW,C06_F_45_49_Em_Hrs_NS,C06_F_45_49_Em_Tot,C06_F_45_49_Unem_Look_FT,C06_F_45_49_Unem_Look_PT,C06_F_45_49_Unem_Tot,C06_F_45_49_Tot_LF,C06_F_45_49_Notin_LF,C06_F_45_49_LF_NS,C06_F_45_49_Tot,C06_F_50_54_Em_FT,C06_F_50_54_Em_PT,C06_F_50_54_Em_AFW,C06_F_50_54_Em_Hrs_NS,C06_F_50_54_Em_Tot,C06_F_50_54_Unem_Look_FT,C06_F_50_54_Unem_Look_PT,C06_F_50_54_Unem_Tot,C06_F_50_54_Tot_LF,C06_F_50_54_Notin_LF,C06_F_50_54_LF_NS,C06_F_50_54_Tot
6RTAS,6219,347,64,417,6639,1092,533,8263,5563,1088,243,141,7032,363,103,459,7491,1321,623,9440,5554,1264,272,122,7217,366,91,458,7672,1731,683,10084,4989,1424,313,136,6853,374,111,479,7338,2622,711,10664,3151,1550,308,85,5102,301,140,436,5539,4012,706,10258,1052,999,142,54,2250,29,37,61,2313,6868,762,9943,347,489,41,30,915,6,16,22,941,5949,615,7505,199,331,36,42,611,12,10,21,632,9086,1004,10718,43225,13908,2351,1312,60798,3957,1546,5505,66299,41123,7971,115389,899,2597,161,170,3824,326,383,713,4537,3958,328,8827,2453,1851,253,106,4657,349,184,539,5190,1948,291,7431,2209,1666,239,94,4207,203,142,345,4559,2257,245,7055,1819,2554,331,92,4799,179,208,393,5188,2841,316,8346,2276,3491,298,114,6182,212,212,419,6604,2799,322,9722,2882,3715,265,152,7018,239,190,429,7451,2292,335,10080,3535,3513,312,161,7521,238,175,409,7931,2321,333,10585,2936,2954,323,129,6345,180,134,318,6657,2829,308,9794
6GHOB,5352,216,43,263,5611,802,351,6767,4512,864,137,73,5588,198,50,244,5832,914,417,7160,4293,872,179,79,5427,179,55,239,5661,1073,386,7121,3866,1010,206,60,5140,161,60,218,5357,1607,410,7380,2168,1010,159,41,3378,118,86,206,3580,2706,418,6706,750,741,69,28,1592,4,32,40,1630,4192,378,6201,155,317,35,13,529,6,11,18,548,3486,350,4378,69,191,14,29,296,3,3,8,306,6375,619,7295,35027,12094,1558,817,49501,2541,1391,3933,53435,28830,5070,87329,692,2244,135,150,3226,204,348,554,3778,3051,276,7103,2296,2008,183,121,4602,223,185,408,5011,1656,324,6989,2318,1338,198,68,3928,150,115,266,4190,1445,256,5894,1982,1989,333,83,4388,94,117,210,4597,1702,294,6590,1928,2658,253,78,4908,104,123,223,5137,1731,329,7190,2391,2813,221,102,5530,109,141,250,5774,1403,301,7489,3069,2621,217,112,6017,114,96,210,6227,1408,293,7931,2730,2177,216,92,5215,86,65,150,5363,1704,298,7372
69799,8,0,0,0,8,0,3,7,4,0,0,0,4,0,0,0,4,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,38,0,0,0,38,5,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
69499,6,3,0,9,10,16,11,36,4,10,0,0,17,4,0,4,21,8,16,37,8,3,0,0,16,3,0,3,16,11,5,38,3,3,0,0,9,0,0,0,9,13,7,28,9,0,0,0,9,0,0,0,7,12,3,24,0,0,0,0,0,0,0,0,0,29,4,34,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,5,3,6,86,50,10,8,152,44,15,57,204,158,117,481,3,4,0,0,6,5,3,11,16,11,0,27,6,8,0,0,18,6,0,14,28,12,0,41,11,3,3,0,19,3,0,6,25,23,0,49,9,3,0,0,18,9,0,11,24,14,3,47,3,3,0,0,12,0,0,0,13,14,0,32,0,3,0,0,5,0,3,4,11,9,0,23,3,4,0,0,10,0,0,0,10,12,0,25,8,4,0,0,8,3,0,3,14,10,0,27
5RWAU,14510,658,126,781,15294,1638,2186,19115,12337,1630,739,293,15001,668,98,769,15763,1817,2157,19738,11761,1738,762,286,14542,718,117,835,15380,2044,2176,19602,10206,1933,793,232,13162,640,156,795,13956,2852,2044,18852,6485,2121,695,182,9484,482,198,686,10168,4582,1635,16378,2727,1638,306,115,4783,80,98,180,4964,8179,1351,14502,863,882,137,66,1945,19,32,51,1995,6916,978,9883,521,603,84,90,1300,3,15,20,1312,10817,1722,13853,100337,20988,6577,2851,130758,7183,1992,9173,139933,52901,23725,216557,2305,4024,250,362,6940,357,350,708,7646,5043,1059,13752,4757,2362,308,233,7661,310,157,465,8122,2786,967,11876,4467,2639,411,204,7715,189,167,353,8072,3859,1049,12975,3727,4322,508,228,8789,176,247,419,9204,5076,1179,15464,4199,5713,496,275,10683,244,251,498,11179,4540,1322,17042,5421,5770,480,310,11985,213,238,450,12432,3252,1263,16947,6131,5208,567,290,12198,207,160,366,12559,2863,1077,16501,5105,4202,590,226,10124,156,139,291,10421,3275,953,14646
5GPER,53716,3135,420,3551,57271,5160,4297,66728,44658,6126,1494,849,53121,3179,381,3565,56685,5527,4271,66480,39937,6067,1566,680,48250,2973,367,3338,51592,6073,3918,61581,31918,6299,1574,548,40346,2658,469,3129,43481,8033,3444,54954,19875,7188,1349,370,28788,2048,648,2693,31482,13602,3101,48183,7314,5763,661,177,13915,343,381,722,14638,25770,2717,43125,1787,2842,232,110,4971,74,155,230,5206,23496,2161,30857,657,1577,127,95,2460,41,67,106,2559,41951,5269,49778,363315,99927,15414,8738,487403,31765,12814,44578,531981,188907,52505,773386,6944,19461,924,1342,28668,969,1777,2747,31418,19866,2968,54249,20866,14791,1355,1129,38148,1005,1087,2094,40241,10635,3259,54137,21799,9458,1433,670,33362,716,740,1457,34821,11010,2957,48782,17253,13464,2011,602,33336,563,806,1363,34705,15724,2976,53404,15484,18633,1774,659,36541,589,939,1523,38062,16294,3094,57454,18063,20266,1502,807,40643,559,912,1470,42112,12985,3042,58138,20661,18666,1643,847,41819,537,713,1249,43066,11202,2810,57085,18888,15672,1721,691,36974,381,457,839,37814,12267,2571,52654
59799,48,0,0,0,48,5,5,59,33,0,0,0,42,0,0,0,42,0,9,54,32,0,3,0,34,0,0,0,34,0,9,43,19,0,3,0,22,0,0,0,22,0,5,27,11,0,0,0,11,0,0,0,11,0,0,17,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,7,286,20,12,4,316,0,0,0,322,11,73,408,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,7,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3
59499,102,27,8,31,140,55,117,313,79,14,13,3,112,31,3,35,143,47,122,314,72,18,12,3,102,24,7,31,131,81,116,324,79,19,0,3,99,23,3,28,127,91,70,287,34,10,7,4,57,19,7,18,79,121,54,256,17,10,0,0,30,0,0,3,28,185,56,273,3,3,0,0,5,0,3,3,3,87,15,108,0,0,3,0,3,0,0,0,3,50,12,67,776,222,83,43,1128,254,44,303,1428,962,946,3336,16,17,3,0,40,17,3,20,60,34,12,102,108,39,6,3,156,16,3,15,174,77,28,273,96,34,10,3,141,19,0,22,159,83,18,259,54,27,3,0,87,10,4,16,102,88,15,206,40,16,11,3,67,5,6,11,84,63,28,172,28,28,7,3,70,9,5,15,87,51,17,161,45,32,8,0,88,9,0,13,96,73,19,188,50,29,14,3,96,6,8,11,103,109,18,235
4RSAU,8378,445,74,516,8899,1528,706,11130,7793,1317,310,179,9595,451,95,550,10138,1787,864,12796,7645,1540,377,182,9746,511,131,639,10389,2265,947,13594,7235,1720,449,156,9565,490,133,628,10193,3088,953,14234,5106,1894,429,113,7549,361,193,550,8100,4956,965,14019,1932,1418,221,73,3641,33,45,78,3722,8862,990,13574,691,759,102,55,1606,4,21,23,1630,8105,817,10553,438,531,77,110,1164,10,11,22,1184,13164,1548,15900,61887,17441,3283,1797,84403,4887,1602,6488,90894,54020,11031,155949,1045,3244,212,249,4751,331,324,662,5413,4404,451,10265,3031,1957,218,135,5335,304,152,459,5795,1966,334,8096,2746,2127,307,106,5280,191,165,357,5638,2534,365,8540,2375,3399,357,184,6308,184,223,403,6712,3026,455,10197,2998,4596,335,186,8116,198,255,452,8565,3026,553,12146,3931,4882,356,192,9365,236,208,446,9802,2562,475,12844,4729,4533,393,197,9860,206,171,375,10232,2410,479,13115,4182,3729,397,175,8484,153,119,268,8757,3031,456,12243
4GADE,33280,1766,330,2097,35374,4454,1973,41800,27711,4757,813,504,33791,1738,311,2046,35835,5283,2132,43247,25836,4896,930,393,32056,1591,360,1949,34005,6159,2034,42190,22008,5052,963,319,28348,1504,372,1882,30227,8080,2000,40311,13582,5064,767,251,19666,937,453,1393,21059,12584,1724,35369,4722,3855,412,146,9133,110,167,283,9414,21848,1693,32956,1136,1861,130,81,3205,24,47,65,3273,19463,1324,24055,493,992,95,78,1664,28,33,54,1720,37834,3273,42826,218451,70829,8416,4959,302646,18481,8989,27472,330113,161755,26121,517997,3033,13290,629,773,17727,944,1725,2669,20393,16573,1433,38403,14069,12481,987,808,28349,1184,1017,2198,30547,8693,1702,40944,15593,7635,1191,447,24874,764,584,1341,26216,7735,1374,35326,12401,10739,1644,423,25199,584,622,1209,26403,10602,1457,38462,11712,14493,1329,511,28048,601,782,1385,29428,11131,1525,42090,13853,15831,1064,578,31328,619,706,1322,32648,9255,1518,43422,16522,14406,1216,614,32760,521,530,1051,33810,8579,1505,43894,15201,12012,1195,480,28891,388,362,750,29643,9685,1342,40670
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,46,19,3,21,68,37,40,141,31,8,3,3,45,21,0,19,64,25,52,142,20,11,0,0,30,9,0,10,47,46,52,143,23,11,0,0,36,10,0,13,51,41,25,122,11,8,0,3,24,4,0,4,28,57,33,114,3,7,3,0,15,0,0,0,16,78,18,108,0,0,0,0,3,3,0,3,5,49,7,59,0,0,0,0,0,0,0,0,0,46,5,52,266,139,27,27,465,179,26,199,669,587,380,1627,8,9,3,3,26,6,7,15,43,43,7,88,34,36,3,5,77,8,4,12,86,45,4,133,42,10,8,4,64,4,4,10,75,30,6,112,36,4,10,0,45,3,0,6,50,45,9,102,16,5,3,0,26,4,0,4,36,32,11,77,15,6,0,0,28,3,4,7,32,31,9,70,12,14,0,0,27,7,0,5,34,18,4,56,20,8,3,0,34,0,4,6,36,40,14,85
3RQLD,60753,3089,588,3675,64430,7655,6535,78620,50912,8003,1697,1155,61770,3138,511,3648,65416,8765,6873,81063,47761,8394,1854,1011,59018,3316,566,3886,62899,10769,6836,80501,40872,9093,2150,862,52977,3172,766,3935,56917,15265,6637,78817,26123,9351,1636,680,37786,2566,932,3498,41290,24531,5745,71564,10296,6845,823,413,18371,356,438,799,19172,44321,5650,69141,3361,3495,325,225,7400,90,164,251,7651,40014,4512,52174,1822,1973,200,321,4318,60,92,157,4475,63720,8495,76689,409925,111621,17073,11566,550177,35356,13047,48396,598581,276401,82430,957411,8972,23961,1165,1610,35707,1878,2284,4163,39873,23044,3794,66714,24418,15037,1339,1101,41896,2041,1373,3413,45303,12681,4123,62102,22765,13074,1780,803,38415,1248,1131,2376,40796,15436,3737,59972,20562,19072,2193,924,42748,1150,1392,2541,45293,19633,3948,68874,21479,23977,1890,1033,48380,1215,1555,2771,51149,18984,4108,74243,26181,25669,1708,1164,54721,1295,1386,2680,57402,15817,4188,77415,28760,23283,1685,1145,54868,1209,1045,2252,57122,14792,4001,75915,24142,18808,1881,911,45743,968,832,1803,47550,17258,3680,68485
3GBRI,64100,2648,511,3154,67258,6860,4480,78597,51787,7127,1253,987,61154,2519,435,2954,64112,7342,4553,76005,45787,6693,1361,741,54583,2439,414,2849,57437,8452,4102,69989,36449,6938,1445,632,45464,2219,547,2763,48228,11518,3663,63409,22198,7060,1245,424,30923,1559,663,2224,33145,18891,3289,55331,7973,5277,573,223,14044,245,336,581,14628,32101,3074,49807,2054,2495,199,115,4863,60,126,183,5045,28831,2452,36333,773,1341,89,168,2371,38,46,83,2449,45805,5277,53535,420744,113439,13600,10244,558022,30145,15039,45182,603202,231493,54687,889380,7348,24253,1100,1549,34245,1592,2755,4349,38601,23480,3051,65133,27598,19479,1423,1326,49828,1861,1636,3494,53323,13580,4101,71005,29692,12727,1967,761,45139,1183,1060,2236,47380,13687,3467,64536,26055,17608,2848,779,47296,998,1142,2145,49446,18064,3377,70882,24227,21891,2181,950,49251,985,1291,2273,51531,17962,3268,72761,25840,22182,1531,1005,50553,942,1148,2090,52649,14309,3164,70125,27485,19810,1502,1052,49849,878,781,1657,51505,12929,2857,67295,23763,16224,1702,762,42453,669,567,1240,43695,14544,2636,60876
39799,5,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,3,3,0,5,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,7,0,5,23,7,4,0,31,0,0,0,30,27,8,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
39499,162,54,14,68,233,82,171,487,97,33,12,10,149,45,10,53,200,124,124,455,117,34,9,8,168,50,9,54,217,151,144,518,69,27,14,0,111,34,13,42,153,228,108,489,55,34,16,3,106,32,6,40,147,375,139,660,23,22,6,6,50,4,6,8,58,557,96,716,0,4,0,0,8,0,0,0,8,325,69,403,4,0,0,0,3,0,0,0,6,202,44,244,1106,428,107,100,1743,490,120,612,2360,2632,1521,6509,32,56,6,9,101,25,22,41,149,110,32,283,164,87,6,9,270,41,24,58,334,167,45,548,137,82,15,4,235,36,15,48,281,179,66,525,120,51,11,4,182,27,15,37,219,147,37,398,60,39,10,0,112,22,10,39,151,137,41,331,45,45,14,0,100,30,3,39,139,113,37,284,72,51,8,0,133,24,10,34,168,148,37,349,84,57,13,3,160,16,13,36,191,261,50,505
2RVIC,33096,1251,314,1567,34663,4977,2805,42442,28603,4593,974,659,34834,1343,287,1628,36462,5776,3237,45471,28554,5161,1276,674,35659,1360,326,1684,37341,6798,3350,47486,26011,6298,1587,594,34488,1360,433,1789,36277,9507,3436,49225,17210,7387,1539,500,26630,1092,553,1648,28279,16432,3565,48271,6627,5304,826,282,13039,106,193,295,13339,29473,3711,46519,2244,2521,325,201,5294,20,82,98,5393,26461,3060,34911,1556,1792,239,323,3908,22,24,52,3955,45461,6218,55637,234794,68491,11366,7251,321909,15043,6443,21485,343395,184566,42416,570369,3368,14815,800,953,19938,1290,1783,3074,23018,19124,1528,43675,12267,9006,838,567,22677,1452,840,2286,24965,7467,1365,33801,11928,7247,1099,398,20665,825,623,1451,22119,8513,1143,31772,9679,11601,1481,453,23209,715,740,1457,24666,11854,1333,37855,10409,16042,1339,587,28373,721,915,1639,30011,12054,1551,43621,13743,18103,1190,734,33770,822,885,1704,35475,9957,1696,47126,16937,17157,1377,737,36207,843,701,1543,37748,8939,1535,48229,15400,14190,1547,616,31754,691,495,1181,32935,10888,1575,45405
2GMEL,125913,4684,963,5642,131554,13206,8476,153241,101545,14890,2137,2135,120707,4577,918,5499,126205,14781,7956,148946,89287,14223,2262,1882,107657,4251,967,5216,112870,16333,7623,136829,72126,14764,2410,1508,90803,3630,1104,4735,95539,21335,6821,123698,42965,15868,2182,1040,62056,2687,1331,4017,66069,33772,6057,105899,16206,12227,1194,549,30177,460,609,1072,31250,56432,5722,93402,4396,6183,482,307,11358,92,259,346,11704,53396,4612,69714,1809,3444,294,340,5877,45,100,148,6027,104341,10924,121294,832140,237273,24418,23117,1116953,48845,30378,79219,1196169,476594,106398,1779168,6700,37388,1807,2478,48376,2203,5373,7578,55954,58037,5746,119736,45658,38276,2629,3112,89674,3923,3972,7897,97566,27972,7817,133364,65219,21993,3616,1862,92696,2925,2016,4948,97641,25236,7557,130436,53862,32249,5706,1714,93525,2360,2320,4685,98213,37393,7707,143315,44553,44374,4723,1955,95606,2208,2699,4905,100514,41500,7587,149596,45699,45705,3059,2045,96504,2119,2595,4710,101218,32509,6611,140335,49447,41638,2840,2219,96143,2002,1934,3941,100079,27302,6127,133511,43495,32763,3104,1734,81096,1618,1336,2952,84047,29178,5600,118829
29799,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,3,3,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,23,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,113,26,0,26,142,66,168,372,64,28,10,8,113,36,5,39,155,69,130,349,60,12,5,7,78,26,0,27,102,67,106,277,53,22,3,0,75,11,4,13,90,73,74,237,32,27,6,0,66,13,0,13,74,89,62,219,9,5,3,0,14,3,0,3,23,118,34,170,3,0,0,0,7,3,3,5,9,80,16,112,3,3,0,0,3,0,0,0,3,62,13,84,811,317,64,53,1242,274,91,367,1610,1119,1218,3942,26,25,3,4,54,13,14,30,79,97,18,194,108,73,9,7,197,33,19,52,248,143,32,422,136,67,10,3,224,35,3,41,258,105,36,400,90,43,13,7,147,14,4,13,164,114,29,306,43,43,9,3,100,10,7,24,121,82,18,222,25,25,4,0,59,11,4,15,73,64,14,150,37,20,8,0,63,7,4,15,81,52,13,147,22,12,0,3,41,3,5,12,54,53,7,118
1RNSW,60720,2605,594,3202,63921,9565,5242,78729,50837,8605,1616,1174,62225,2667,635,3304,65532,11130,5743,82400,50764,9935,1958,1126,63785,2646,704,3349,67140,14147,6206,87489,45574,11622,2426,979,60599,2589,946,3533,64131,20693,6558,91386,27975,12215,2042,763,42995,1984,1134,3119,46119,34605,6327,87041,10976,8433,1030,498,20933,210,396,611,21537,56832,6404,84775,3763,4343,420,321,8848,56,144,201,9052,50964,5492,65512,2484,2832,334,514,6159,68,82,145,6309,86785,11890,104980,418117,123559,17875,12471,572026,29817,13361,43178,615204,359273,78155,1052624,7460,25139,1611,1736,35945,3018,3441,6455,42404,35246,3384,81029,21259,17362,1562,1121,41304,2885,1891,4773,46077,15949,2875,64905,20256,14165,2155,749,37323,1679,1406,3086,40411,16949,2506,59866,18450,22086,2772,874,44184,1501,1732,3234,47423,21591,2878,71893,20701,28311,2202,1079,52290,1646,2107,3757,56050,21290,3240,80580,26486,31267,1879,1287,60913,1925,1940,3867,64789,19366,3354,87501,32052,29945,2178,1289,65462,1841,1551,3394,68862,18832,3399,91092,27878,24139,2293,1027,55335,1432,1062,2494,57831,22550,3116,83504
1GSYD,138240,4449,1055,5504,143744,14224,9551,167516,106508,15428,2043,2442,126427,4395,1032,5422,131850,15847,8925,156617,97652,16024,2250,2194,118122,4149,1139,5289,123407,19024,8336,150766,79232,16023,2530,1678,99457,3626,1439,5070,104523,24706,7644,136868,46758,16901,2032,1171,66866,2778,1647,4430,71289,38846,6617,116752,18866,12871,1206,593,33540,510,684,1201,34735,62271,6095,103106,5205,6680,452,269,12603,118,274,391,12997,58308,5008,76315,2012,3898,302,294,6507,74,133,205,6709,109639,11110,127461,910114,243808,24813,26188,1204929,46846,28691,75539,1280466,515700,118150,1914314,10986,35519,2380,2694,51566,3023,4927,7954,59522,66275,7200,132990,55732,35871,2923,3539,98073,3925,3814,7740,105810,31253,11197,148259,74152,23764,4327,2298,104536,3114,2335,5444,109984,31295,12050,153332,64515,34689,6373,1988,107569,2474,2603,5076,112646,41889,11830,166355,53384,42772,4857,2095,103116,2377,3013,5390,108506,43834,10368,162706,54974,45349,3184,2358,105861,2515,2993,5508,111372,36722,9393,157482,58770,40973,3034,2307,105082,2353,2278,4630,109714,31890,8356,149963,51274,33020,3014,1955,89263,1768,1611,3377,92639,33419,7562,133621
