GCCSA_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
6RTAS,2430,71387,3,0,0,0,0,3,100,13,3,0,0,115,899,151,54,11,4,1119,292,136,69,23,9,532,72,39,47,18,6,188,39,3,0,0,0,44,1407,339,171,56,25,1998,4,0,0,0,0,4,68,16,4,0,0,90,620,113,21,10,0,763,121,49,34,14,5,224,20,9,11,7,8,60,17,4,3,0,0,20,849,192,70,26,15,1158,12,0,0,0,0,16,71,9,3,0,0,78,80,16,10,0,0,102,60,29,6,3,3,106,24,3,9,9,3,49,8,3,0,0,0,6,245,64,33,20,13,361,134,42,42,25,11,259,39480,14750,13154,5286,2493,75163
6GHOB,1780,52635,4,3,0,0,0,6,113,10,0,0,0,125,844,226,65,15,6,1151,270,133,88,25,16,532,44,26,37,27,11,138,16,5,4,0,0,30,1290,402,194,60,30,1976,14,0,0,0,0,17,267,25,5,0,0,300,1147,275,99,12,3,1534,252,136,92,27,13,512,21,20,29,17,14,107,25,5,3,0,0,33,1718,464,232,56,28,2500,8,0,0,0,0,10,32,5,0,0,0,43,26,8,4,0,0,39,28,19,9,5,3,62,11,8,3,3,0,24,0,0,0,0,0,3,103,38,21,12,7,184,58,20,18,8,7,118,27409,12503,11328,4325,1848,57405
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,5690,116937,7,0,0,0,0,17,191,30,4,0,0,226,1401,306,151,35,17,1919,1407,614,341,123,62,2553,226,127,131,74,39,602,81,32,7,7,4,136,3321,1108,635,249,124,5438,0,0,0,0,0,3,147,7,5,0,0,164,511,117,48,15,3,696,230,96,58,15,6,407,31,11,14,0,12,66,26,4,6,0,0,39,944,243,127,40,21,1369,155,14,11,0,3,183,495,23,6,7,3,544,362,60,32,7,3,467,164,46,50,13,10,278,75,32,43,26,7,191,58,11,7,0,0,72,1314,181,153,63,29,1731,423,124,112,67,30,763,59722,24389,24770,11465,5900,126238
5GPER,19593,422416,36,8,5,3,0,55,924,82,30,9,3,1048,10251,2204,818,172,44,13490,19312,9242,5685,1493,573,36301,2530,1963,2387,985,444,8303,510,184,89,28,35,846,33563,13677,9009,2686,1096,60046,62,7,0,0,0,70,2783,296,69,3,0,3158,8072,2122,817,137,36,11180,2515,924,583,135,53,4212,149,61,92,42,19,355,227,59,28,6,5,329,13805,3465,1585,329,114,19298,38,6,0,0,0,46,193,5,4,0,0,206,224,37,12,3,5,278,100,47,28,15,7,190,56,54,52,25,18,209,21,3,5,0,0,31,632,148,101,49,36,962,444,194,169,68,35,918,211462,110763,114897,45643,20879,503642
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,3085,91655,4,4,0,0,0,12,88,10,3,0,0,101,1011,140,68,13,3,1232,1641,652,431,161,74,2948,116,79,110,73,58,445,60,23,14,10,5,111,2925,902,621,255,144,4848,0,0,0,0,0,3,45,5,0,0,0,45,408,78,30,9,3,529,174,54,33,5,0,260,19,8,5,6,7,44,26,3,0,0,0,27,667,147,69,20,10,914,39,5,5,0,0,54,147,5,3,0,0,154,120,19,10,3,0,151,124,34,19,8,0,196,58,18,18,15,5,112,15,3,0,0,0,20,512,79,56,31,5,684,291,89,91,46,13,538,53301,17742,16674,7676,3248,98639
4GADE,10472,280393,18,11,8,0,3,39,777,78,28,8,4,892,9921,2383,917,176,46,13441,11365,5818,3967,1035,430,22614,1040,854,1145,573,323,3940,379,123,70,23,18,612,23498,9277,6134,1811,819,41542,30,8,6,0,0,43,1049,156,37,3,5,1251,6673,2576,1188,231,45,10707,1318,550,364,94,39,2359,71,37,30,23,5,173,149,53,29,5,4,240,9291,3383,1655,359,95,14784,23,0,0,0,0,29,107,5,4,0,0,112,111,28,19,5,0,160,94,44,30,9,0,182,29,20,23,20,15,107,11,0,0,0,0,12,375,101,80,38,20,606,424,184,165,48,38,857,152402,74538,73210,26587,11439,338181
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,25846,519226,33,6,3,3,0,47,709,84,21,4,3,827,13208,3160,998,241,78,17686,13775,7059,4320,1231,398,26779,1159,771,830,411,206,3385,574,138,89,26,17,842,29455,11226,6259,1914,700,49558,85,16,5,0,0,113,2990,284,61,12,3,3345,17051,4427,1564,337,112,23489,6050,2361,1433,423,152,10417,413,217,217,108,66,1026,492,150,82,20,11,753,27086,7461,3358,891,347,39140,454,26,19,11,8,518,1271,56,24,11,5,1366,794,148,73,20,7,1047,491,173,150,45,31,889,239,104,96,80,78,592,201,24,11,10,4,250,3448,525,377,168,143,4665,1531,523,453,221,104,2834,290734,126188,119390,51967,27145,615423
3GBRI,28515,484381,26,11,5,3,0,50,571,48,21,10,0,655,8406,2068,799,170,41,11496,12779,8363,4903,1566,659,28268,746,639,643,367,244,2640,425,137,88,29,33,712,22962,11263,6466,2142,977,43810,124,16,3,0,0,148,4598,434,81,3,3,5124,18861,5300,2129,375,79,26737,5512,2333,1403,359,140,9753,336,186,168,91,47,836,390,123,59,12,9,595,29827,8393,3846,846,276,43191,78,6,3,0,0,94,335,15,6,0,0,361,334,73,29,10,8,461,185,95,77,32,10,396,68,47,69,28,38,247,34,10,3,3,3,59,1037,256,189,80,61,1612,739,309,234,90,66,1440,235056,127021,127836,54630,29893,574438
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,12557,344468,9,3,3,0,0,11,499,41,16,3,3,560,4967,980,305,71,22,6343,2979,1214,679,164,58,5092,352,230,317,163,96,1163,228,35,17,3,5,291,9035,2502,1332,408,177,13459,5,0,0,0,0,9,278,52,12,0,0,347,1996,435,122,29,11,2600,557,235,137,25,18,967,60,29,21,10,5,128,106,25,6,0,4,140,3002,776,306,73,34,4190,71,10,7,4,0,92,293,4,8,0,0,300,373,88,34,10,4,501,294,118,109,28,17,568,128,62,96,62,28,378,50,8,7,0,0,69,1203,292,257,102,49,1909,959,304,263,123,63,1705,182040,71096,68385,31336,12882,365732
2GMEL,47584,857633,97,41,38,13,12,195,2433,333,108,13,10,2906,35363,12435,5289,960,283,54338,32874,22156,18536,4563,1742,79870,5514,5522,7967,4207,1915,25124,1289,502,326,137,103,2358,77571,40981,32264,9901,4062,164784,521,74,27,3,11,641,16876,1794,319,48,12,19050,40481,13313,4934,1015,285,60030,8133,5045,3635,1069,589,18477,528,419,586,311,167,2012,1055,364,164,52,60,1690,67594,21008,9665,2500,1124,101892,36,3,3,0,0,41,363,24,13,3,0,401,669,203,79,17,8,981,300,243,182,71,49,841,73,75,114,73,47,386,49,17,17,3,8,93,1495,563,396,175,115,2744,1159,570,499,191,86,2503,442770,254783,269991,109030,52984,1129553
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
