GCCSA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
6RTAS,1305,1130,851,432,229,209,93,4629,0,3,0,0,3,7,18,42,169,136,122,69,51,33,24,686,12,9,14,4,28,88,222,427,902,573,298,99,105,70,89,2953,11,30,50,26,190,297,551,549,649,220,87,40,29,39,79,2842,5,3,11,3,23,32,64,76,113,63,29,16,8,12,35,484,3,3,4,0,8,5,18,16,61,43,46,37,23,20,25,313,249,191,129,101,1588,627,5146,1597,2441,441,244,84,79,104,683,13704,16,3,4,0,29,14,100,35,76,25,16,3,7,12,1922,2258,319,266,247,148,1974,1192,6437,3244,6975,3823,3135,1667,1172,821,3057,34494,15,8,9,3,18,9,27,59,325,586,991,818,904,459,525,4749,3,0,0,3,10,26,63,117,407,301,172,77,57,34,126,1412,10,9,9,3,17,24,67,194,1535,2130,1780,1236,813,498,706,9019,0,0,0,0,8,9,16,51,199,277,247,174,144,70,93,1294
6GHOB,720,812,644,355,278,187,38,3212,0,3,3,0,5,7,10,21,89,98,110,61,61,41,5,509,3,4,8,3,9,38,105,248,525,466,266,132,111,101,53,2067,0,11,39,16,87,152,266,286,509,241,132,60,40,44,35,1933,0,0,3,0,12,8,23,19,71,47,18,4,13,9,15,248,0,0,0,0,0,0,7,6,20,14,28,14,17,14,12,144,195,92,83,42,618,297,2300,1104,2055,570,282,116,82,98,317,8254,8,0,0,0,18,4,41,9,28,10,11,7,0,8,1309,1456,229,122,156,68,785,566,2904,1951,4706,3099,2868,1629,1486,922,1871,23355,3,0,0,0,3,3,5,24,192,458,796,733,1083,771,400,4479,0,3,3,3,5,9,35,61,326,226,229,134,105,69,78,1291,3,5,0,0,0,12,27,81,925,1471,1610,1261,1155,820,516,7886,0,0,0,0,0,3,9,23,149,191,264,212,191,97,65,1202
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,1341,1630,1528,1185,845,694,145,7864,4,3,0,0,10,13,34,42,199,220,259,224,206,184,70,1476,13,14,20,5,45,91,230,472,1238,1055,928,254,458,255,195,5288,13,49,73,69,197,309,588,644,788,344,176,83,66,79,126,3602,9,3,3,4,32,37,58,81,160,144,101,23,43,28,55,788,9,10,0,0,3,3,26,25,118,76,99,85,102,96,69,730,527,291,197,155,1736,653,5029,1779,3010,673,410,178,182,188,826,15828,14,11,3,3,35,5,74,28,87,37,36,15,15,9,4450,4826,710,453,354,245,2269,1247,6474,3687,8680,5983,6182,4149,4619,3485,6266,54809,29,13,6,3,34,33,58,93,396,745,1407,1466,2250,1998,1182,9710,10,5,7,0,11,29,58,116,451,347,303,206,158,148,207,2065,14,16,11,8,30,48,88,223,1621,2657,2849,2738,2128,2122,1222,15779,4,3,3,0,3,12,19,35,209,294,396,395,488,362,233,2472
5GPER,4149,5567,5280,3997,2919,2874,410,26037,12,4,9,3,29,42,66,110,454,535,753,660,771,640,179,4262,46,23,43,30,98,323,812,1623,5131,4186,3515,1183,2051,1576,479,21122,58,173,340,260,686,1051,1712,1863,3212,1471,886,488,387,568,284,13451,26,24,27,14,61,87,155,201,460,336,261,92,150,114,140,2146,4,10,0,0,8,5,23,29,137,176,229,163,203,196,144,1344,2747,1073,855,484,5111,2056,15617,6808,11984,3091,1916,799,873,1110,2358,56878,46,11,15,6,65,17,191,74,189,76,70,21,33,32,14912,15750,3031,1372,1355,816,6293,3888,19480,12172,30013,20949,23698,16499,18512,15278,19678,193034,52,14,17,0,22,31,83,146,1118,2662,5838,6252,10260,11913,3430,41843,15,13,21,5,51,106,240,436,1737,1487,1342,945,950,1023,703,9066,50,27,40,12,42,83,192,513,5121,9665,12112,12098,11524,14555,4199,70230,14,5,4,7,10,15,48,90,639,1103,1576,1538,2053,2075,710,9878
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,1810,1661,1185,670,371,278,126,6707,3,6,8,0,13,13,33,58,202,176,213,80,84,47,38,988,18,15,19,9,55,100,269,488,1132,698,362,128,138,115,124,3672,14,22,69,48,242,354,654,621,846,240,119,46,36,31,105,3450,3,11,8,3,18,19,82,73,155,78,46,15,14,17,52,581,5,3,0,0,20,3,23,19,88,65,66,44,28,23,41,430,342,297,170,134,2054,799,6799,2391,3797,643,372,125,110,148,959,19136,17,9,0,0,31,17,126,37,78,41,34,3,4,7,2683,3088,480,417,320,202,2666,1449,8461,4491,9955,5285,4381,2352,1769,1190,4327,47730,31,12,16,4,29,33,56,113,516,867,1304,1042,1198,741,755,6717,3,9,10,0,24,36,80,121,494,336,204,115,77,61,166,1729,30,14,24,7,38,49,122,297,2162,2698,2390,1583,1106,646,903,12071,0,0,3,0,3,7,12,55,280,321,327,249,168,104,122,1655
4GADE,4003,4275,3640,2113,1326,1031,251,17495,5,0,9,0,13,28,58,97,480,449,506,371,296,200,91,2608,32,26,22,20,87,288,721,1475,3728,2463,1646,611,680,613,260,12664,39,118,207,153,521,783,1387,1644,2459,964,597,277,215,312,173,9840,13,14,23,11,38,66,118,158,330,191,122,50,42,48,51,1276,5,8,4,0,9,4,29,32,113,120,158,113,96,72,74,841,1563,741,520,274,4271,1771,14622,6267,10529,2488,1407,611,481,649,1865,48054,14,9,12,7,55,11,187,63,147,51,55,16,14,18,6966,7615,1724,959,831,485,5204,3212,17873,11012,25351,15483,15554,9349,8106,5514,10183,130851,33,10,10,5,19,26,69,134,1134,2638,4869,4746,6606,5519,2331,28159,9,7,21,3,63,98,263,418,1689,1348,983,598,499,442,463,6890,25,20,17,5,33,82,205,560,5367,8667,9338,7662,6861,5577,2872,47295,9,0,3,0,8,20,61,119,731,976,1338,1168,1126,762,444,6766
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,8520,8403,6691,4071,2453,2089,652,35142,17,16,16,4,45,65,151,225,967,949,998,725,631,421,265,5491,114,62,77,64,250,586,1513,2956,7048,4704,3357,1036,1545,1011,765,25083,80,178,388,272,978,1708,2813,3197,4209,1538,878,385,294,365,454,17720,31,25,42,16,97,134,290,344,702,424,348,108,127,99,212,2990,36,13,4,0,35,11,86,86,341,266,304,253,225,135,269,2075,2775,1556,1132,763,9301,3829,29652,10861,18648,4342,2563,1073,936,1175,4254,92854,66,26,21,14,153,54,422,175,346,99,97,38,33,45,17255,18836,3561,2119,1825,1183,11615,7024,37039,20905,50013,30960,29392,17124,15182,10718,25443,264087,169,59,55,26,87,98,262,420,2912,5950,10127,9443,12097,8329,4673,54716,27,15,40,15,78,149,387,607,2664,1886,1402,858,721,533,831,10198,66,51,55,20,97,208,440,1086,9528,14614,14138,11577,8594,7154,4449,72075,16,9,8,3,28,48,96,203,1174,1666,2187,1763,1661,1019,804,10690
3GBRI,6113,6925,5911,3891,2653,2331,434,29552,5,4,10,6,26,38,69,148,673,741,900,615,626,430,190,4484,59,30,44,49,145,434,1164,2525,6457,4643,3337,1087,1665,1276,523,23442,62,149,336,225,753,1200,1819,2237,3370,1399,823,379,334,421,297,13811,23,18,33,24,75,94,194,246,545,355,240,99,105,81,134,2274,14,10,4,0,17,13,55,42,199,161,268,205,211,142,161,1501,2816,1143,836,552,5776,2743,19264,8059,14112,3547,2035,888,798,985,2558,66100,39,10,9,5,77,32,278,91,209,55,66,18,24,32,12077,13010,3130,1460,1366,875,7185,4934,24065,15302,37638,26276,28174,18133,18200,13243,17379,217362,67,18,16,5,45,41,125,210,2153,5329,10383,10171,15463,14533,4516,63063,7,20,23,0,65,101,263,523,1894,1638,1440,936,876,755,618,9166,35,19,32,11,54,118,273,679,6859,12293,13830,12722,11856,12903,4068,75748,6,4,3,0,12,28,51,138,981,1546,2130,2103,2437,1832,784,12059
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,5804,5284,4086,2414,1383,1161,468,22540,19,10,9,6,33,42,113,192,742,626,667,436,291,172,148,3513,57,52,47,39,158,385,923,1707,3946,2509,1593,518,580,464,507,13498,40,118,265,158,755,1071,1991,2153,3005,1001,537,230,184,208,364,12079,17,20,25,14,95,102,262,282,497,269,182,54,55,57,163,2085,25,18,6,0,43,16,83,83,297,228,225,144,135,105,174,1589,1537,989,602,398,6143,2251,19313,7283,11960,2381,1473,514,424,598,3418,59288,43,25,13,4,115,36,355,126,288,64,102,41,24,24,8419,9684,2033,1467,1126,667,7953,4409,24596,14234,32443,18265,16539,8992,6937,4893,14474,159025,105,42,42,12,93,78,223,312,1860,3233,4976,4431,5099,3374,3275,27163,13,12,19,3,52,135,231,482,1712,1326,923,510,330,253,612,6619,77,33,67,14,98,159,358,1008,7629,11064,10075,7167,5249,3705,4094,50792,13,7,7,11,18,44,82,183,1051,1347,1450,1107,902,528,604,7353
2GMEL,10530,11633,10065,6812,4673,4580,910,51455,17,11,15,3,45,60,177,248,1162,1235,1456,1051,1033,788,426,7729,136,66,104,121,342,974,2462,4667,11326,8121,5845,2132,3054,2732,1103,43184,143,374,828,668,1479,2375,3361,3935,6194,2642,1658,869,746,1217,715,27195,61,61,63,49,149,232,320,433,902,512,387,170,160,185,346,4035,28,15,3,0,38,21,96,85,378,352,464,333,342,330,379,2865,8847,3030,1826,926,13318,4320,33242,12848,23189,6158,4148,1952,1829,2358,6034,124028,120,47,31,10,203,68,539,203,416,159,126,56,54,64,21381,23479,9566,3761,3051,1814,16172,8796,42388,25872,64381,44928,49920,33763,34222,28748,33315,400693,169,44,38,20,67,122,310,521,4364,9500,17465,16802,24755,27881,8874,110940,40,35,75,20,176,361,812,1357,4820,3662,3040,1980,1762,1759,1771,21661,133,59,85,28,178,350,785,2099,16221,26075,29179,26570,24408,29642,10819,166629,29,12,22,5,32,78,171,360,2091,3068,4023,3660,4302,3903,1696,23455
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,9041,8431,6611,4053,2651,2238,708,36369,11,15,20,3,65,62,147,251,1159,992,978,678,532,388,282,5586,77,57,84,68,267,605,1471,2874,6619,4502,3313,1191,1386,964,803,24303,71,197,393,288,1106,1853,3272,3701,5220,2031,1097,499,385,416,579,21107,28,26,41,20,126,175,402,401,791,453,353,129,154,84,243,3443,27,19,3,3,57,26,129,106,397,307,337,216,191,138,237,2189,2757,1752,1199,804,11648,4480,39183,14097,25465,5762,3540,1302,963,1184,6045,120175,78,43,20,14,222,61,636,213,421,142,132,50,40,48,15982,18086,3438,2334,1947,1250,14357,8018,47708,25188,59010,32451,29228,16773,14613,10498,26117,292934,123,47,43,24,102,108,249,429,3097,5993,9927,9433,12637,9500,6008,57711,11,13,39,16,83,176,385,745,2954,2243,1692,971,778,575,1062,11744,73,42,59,15,125,217,454,1295,11082,16534,16363,13331,10803,8146,6240,84784,13,11,10,0,25,56,94,254,1515,2130,2296,1924,2030,1227,1014,12595
1GSYD,9034,10311,8848,6391,4943,6113,697,48200,16,13,15,5,33,59,137,217,983,1105,1343,1064,1057,1112,423,7589,112,41,85,97,292,1020,2333,4433,11078,8206,6740,2389,3905,3683,1001,45416,137,305,784,671,1406,2225,3055,3392,5987,2914,1924,1021,954,1439,643,26857,59,44,62,36,146,164,322,388,865,495,365,184,211,206,316,3859,25,5,5,0,33,22,83,70,339,324,444,331,401,418,352,2857,10350,3217,1980,1146,13309,4600,32507,12511,23978,7341,5053,2485,2240,3110,5206,129034,105,39,32,20,169,69,423,186,395,139,125,44,56,72,22974,24848,10992,3819,3087,1997,15926,8787,40965,24460,62784,44177,49307,34504,40448,41712,33629,416588,161,49,32,12,48,70,226,467,4166,9750,19393,20288,33205,45631,10190,143694,25,33,40,26,183,294,751,1231,4267,3335,2890,2109,2143,2287,1634,21244,94,52,70,29,86,275,611,1640,13248,21333,25270,24584,25928,37193,9805,160217,20,8,9,13,32,85,132,269,1660,2513,3733,3607,5118,5569,1647,24420
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
