GCCSA_CODE_2016,C06_AP_15_19_NCB_0,C06_AP_15_19_NCB_1,C06_AP_15_19_NCB_2,C06_AP_15_19_NCB_3,C06_AP_15_19_NCB_4,C06_AP_15_19_NCB_5,C06_AP_15_19_NCB_6m,C06_AP_15_19_NCB_NS,C06_AP_15_19_Tot,C06_AP_20_24_NCB_0,C06_AP_20_24_NCB_1,C06_AP_20_24_NCB_2,C06_AP_20_24_NCB_3,C06_AP_20_24_NCB_4,C06_AP_20_24_NCB_5,C06_AP_20_24_NCB_6m,C06_AP_20_24_NCB_NS,C06_AP_20_24_Tot,C06_AP_25_29_NCB_0,C06_AP_25_29_NCB_1,C06_AP_25_29_NCB_2,C06_AP_25_29_NCB_3,C06_AP_25_29_NCB_4,C06_AP_25_29_NCB_5,C06_AP_25_29_NCB_6m,C06_AP_25_29_NCB_NS,C06_AP_25_29_Tot,C06_AP_30_34_NCB_0,C06_AP_30_34_NCB_1,C06_AP_30_34_NCB_2,C06_AP_30_34_NCB_3,C06_AP_30_34_NCB_4,C06_AP_30_34_NCB_5,C06_AP_30_34_NCB_6m,C06_AP_30_34_NCB_NS,C06_AP_30_34_Tot,C06_AP_35_39_NCB_0,C06_AP_35_39_NCB_1,C06_AP_35_39_NCB_2,C06_AP_35_39_NCB_3,C06_AP_35_39_NCB_4,C06_AP_35_39_NCB_5,C06_AP_35_39_NCB_6m,C06_AP_35_39_NCB_NS,C06_AP_35_39_Tot,C06_AP_40_44_NCB_0,C06_AP_40_44_NCB_1,C06_AP_40_44_NCB_2,C06_AP_40_44_NCB_3,C06_AP_40_44_NCB_4,C06_AP_40_44_NCB_5,C06_AP_40_44_NCB_6m,C06_AP_40_44_NCB_NS,C06_AP_40_44_Tot,C06_AP_45_49_NCB_0,C06_AP_45_49_NCB_1,C06_AP_45_49_NCB_2,C06_AP_45_49_NCB_3,C06_AP_45_49_NCB_4,C06_AP_45_49_NCB_5,C06_AP_45_49_NCB_6m,C06_AP_45_49_NCB_NS,C06_AP_45_49_Tot,C06_AP_50_54_NCB_0,C06_AP_50_54_NCB_1,C06_AP_50_54_NCB_2,C06_AP_50_54_NCB_3,C06_AP_50_54_NCB_4,C06_AP_50_54_NCB_5,C06_AP_50_54_NCB_6m,C06_AP_50_54_NCB_NS,C06_AP_50_54_Tot,C06_AP_55_59_NCB_0,C06_AP_55_59_NCB_1,C06_AP_55_59_NCB_2,C06_AP_55_59_NCB_3,C06_AP_55_59_NCB_4,C06_AP_55_59_NCB_5,C06_AP_55_59_NCB_6m,C06_AP_55_59_NCB_NS,C06_AP_55_59_Tot,C06_AP_60_64_NCB_0,C06_AP_60_64_NCB_1,C06_AP_60_64_NCB_2,C06_AP_60_64_NCB_3,C06_AP_60_64_NCB_4,C06_AP_60_64_NCB_5,C06_AP_60_64_NCB_6m,C06_AP_60_64_NCB_NS,C06_AP_60_64_Tot,C06_AP_65_69_NCB_0,C06_AP_65_69_NCB_1,C06_AP_65_69_NCB_2,C06_AP_65_69_NCB_3,C06_AP_65_69_NCB_4,C06_AP_65_69_NCB_5,C06_AP_65_69_NCB_6m,C06_AP_65_69_NCB_NS,C06_AP_65_69_Tot,C06_AP_70_74_NCB_0,C06_AP_70_74_NCB_1,C06_AP_70_74_NCB_2,C06_AP_70_74_NCB_3,C06_AP_70_74_NCB_4,C06_AP_70_74_NCB_5,C06_AP_70_74_NCB_6m,C06_AP_70_74_NCB_NS,C06_AP_70_74_Tot,C06_AP_75_79_NCB_0,C06_AP_75_79_NCB_1,C06_AP_75_79_NCB_2,C06_AP_75_79_NCB_3,C06_AP_75_79_NCB_4,C06_AP_75_79_NCB_5,C06_AP_75_79_NCB_6m,C06_AP_75_79_NCB_NS,C06_AP_75_79_Tot,C06_AP_80_84_NCB_0,C06_AP_80_84_NCB_1,C06_AP_80_84_NCB_2,C06_AP_80_84_NCB_3,C06_AP_80_84_NCB_4,C06_AP_80_84_NCB_5,C06_AP_80_84_NCB_6m,C06_AP_80_84_NCB_NS,C06_AP_80_84_Tot,C06_AP_85andover_N_c_b_0,C06_AP_85andover_N_c_b_1,C06_AP_85andover_N_c_b_2,C06_AP_85andover_N_c_b_3,C06_AP_85andover_N_c_b_4,C06_AP_85andover_N_c_b_5,C06_AP_85ov_N_c_b_6mor,C06_AP_85andover_N_c_b_NS,C06_AP_85_andover_Tot,C06_AP_Tot_NCB_0,C06_AP_Tot_NCB_1,C06_AP_Tot_NCB_2,C06_AP_Tot_NCB_3,C06_AP_Tot_NCB_4,C06_AP_Tot_NCB_5,C06_AP_Tot_N_c_b_6mor,C06_AP_Tot_NCB_NS,C06_AP_T_T,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6m,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6m,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6m,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6m,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6m,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6m,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1
6RTAS,7671,247,32,8,11,0,3,855,8827,5237,1102,499,139,40,10,9,392,7431,3149,1437,1415,550,178,34,21,275,7055,1908,1625,2622,1211,457,119,74,341,8346,1431,1377,3591,1997,663,215,113,338,9722,1237,1149,3736,2283,858,273,181,363,10080,1317,1043,3798,2554,1008,314,173,376,10585,1060,958,3514,2461,1003,293,140,362,9794,980,861,3363,2492,1080,349,171,382,9674,727,549,2388,2041,1073,377,252,397,7812,533,425,1461,1583,1067,498,401,367,6338,390,339,1030,1167,860,479,427,391,5079,406,319,859,910,659,406,461,383,4398,335,317,740,707,513,274,341,390,3615,359,347,661,542,370,193,246,489,3203,26738,12103,29700,20643,9829,3827,3009,6110,111953,8064,229,40,4,5,0,4,679,9025,5318,1051,502,123,25,6,7,351,7379,3445,1504,1425,604,192,45,20,252,7480,1951,1470,2304,1075,407,123,74,259,7671,1401,1313,3226,1705,619,214,150,313,8941,1389,1317,3760,2131,804,246,157,308,10116,1389,1204
6GHOB,6245,159,21,5,5,0,0,671,7103,5390,736,339,63,11,3,0,444,6989,3294,1068,795,305,99,31,15,287,5894,2176,1368,1706,652,256,74,44,320,6590,1430,1159,2507,1160,385,125,79,351,7190,1112,994,2852,1438,502,159,105,322,7489,1104,1014,2880,1668,624,207,92,335,7931,927,833,2719,1696,606,155,102,328,7372,765,702,2495,1639,588,190,81,306,6753,536,468,1687,1299,560,181,125,276,5133,368,309,1143,1090,602,269,196,239,4223,300,227,823,817,587,318,257,248,3574,330,282,726,728,496,271,276,292,3401,307,270,655,574,395,192,198,288,2875,322,311,615,477,287,144,146,337,2639,24607,9895,21961,13613,5989,2319,1712,5052,85157,6054,156,24,5,3,0,5,520,6763,5663,761,322,69,12,0,3,390,7220,3917,1241,908,359,90,35,13,298,6854,2157,1435,1578,663,247,73,47,252,6454,1499,1206,2520,1074,367,141,86,258,7145,1245,1135,2730,1360,466,181,99,248,7462,1149,1033
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
69499,25,0,0,0,0,0,0,0,27,27,5,3,3,0,0,0,3,41,25,6,3,7,5,0,0,0,49,25,6,4,0,0,0,0,3,47,18,0,5,3,0,0,0,0,32,10,3,3,0,0,0,0,0,23,12,0,12,3,0,0,0,0,25,6,3,6,3,4,3,0,3,27,8,3,11,9,3,0,0,0,32,3,0,3,8,3,0,0,0,25,0,0,3,4,0,0,0,0,8,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,10,161,38,52,46,21,6,5,29,360,39,5,0,0,0,0,0,11,52,34,8,0,0,0,0,0,6,43,34,4,4,0,0,0,0,0,50,8,4,3,3,0,0,0,3,28,11,3,0,5,4,0,0,0,26,9,3,8,12,0,0,0,0,35,10,0
5RWAU,11352,522,75,12,8,3,9,1776,13752,7717,1787,874,277,51,11,13,1149,11876,5658,2335,2357,994,349,99,41,1139,12975,3454,2775,4525,2273,768,265,168,1225,15464,2272,2019,5808,3513,1377,415,298,1347,17042,1858,1590,5813,3950,1628,510,304,1292,16947,1655,1389,5592,4083,1780,549,335,1119,16501,1312,1169,4890,3864,1595,510,290,1010,14646,959,831,4357,3432,1587,468,268,903,12805,676,548,2789,2618,1401,505,319,710,9552,425,348,1582,2069,1422,610,486,553,7497,325,240,922,1380,1206,639,531,469,5703,257,251,742,1014,935,535,525,486,4745,218,188,600,682,574,326,374,443,3402,224,238,566,588,453,227,256,533,3084,38352,16239,41488,30754,15124,5670,4223,14142,165986,12059,440,67,9,8,5,10,1572,14170,8749,1985,1027,288,55,10,6,1259,13379,7614,2876,2730,1050,356,87,42,1388,16147,4137,2813,4363,2177,886,284,187,1256,16094,2592,2218,6025,3436,1202,411,307,1344,17530,2234,1981,6339,3936,1576,512,389,1242,18216,2054,1684
5GPER,47510,888,123,44,15,7,19,5642,54249,43347,4481,1689,350,75,14,23,4167,54137,29662,7658,5482,1891,563,113,52,3358,48782,19000,10660,13454,4951,1541,431,230,3141,53404,11688,9073,20393,9152,2766,744,458,3181,57454,8578,7134,22136,11701,3811,987,617,3179,58138,7293,6137,21746,12849,4361,1124,589,2996,57085,6017,5554,20126,12289,4272,1049,592,2755,52654,4602,4452,18609,11575,4097,1066,544,2572,47520,2903,2824,12212,9064,3759,1074,653,2028,34511,2149,1917,7770,7595,4142,1513,987,1955,28026,1730,1495,5400,5934,3861,1685,1333,1839,23278,1546,1461,4683,4811,3316,1543,1437,1931,20722,1352,1463,3751,3417,2213,1072,1041,2011,16317,1362,1707,3589,2811,1754,804,841,2691,15552,188739,66895,161162,98433,40526,13228,9411,43437,621838,51626,854,102,22,11,4,16,4825,57460,51420,4977,1998,429,86,22,37,4199,63158,40710,10145,6783,2145,584,148,81,4074,64665,22724,12726,14196,5167,1643,447,263,3422,60588,12855,10368,22165,9677,2840,821,583,3147,62448,10082,8948,25169,11876,3648,1082,717,3081,64608,8690,7679
59799,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
59499,82,6,0,0,0,0,0,16,102,223,21,5,0,0,0,0,27,273,184,29,14,5,3,0,0,18,259,117,39,22,9,0,0,0,15,206,65,18,27,16,3,7,5,27,172,44,20,36,28,13,0,4,24,161,42,17,60,34,10,4,3,20,188,30,28,87,48,13,7,7,21,235,25,20,123,59,22,7,4,29,291,10,21,65,54,31,5,0,18,204,13,0,15,37,19,8,11,24,125,3,4,9,11,10,0,3,0,47,0,0,0,7,0,0,3,3,16,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,5,12,851,213,464,302,136,35,42,246,2288,77,3,0,0,0,0,0,25,111,211,14,14,3,0,0,0,39,274,249,19,12,3,4,3,0,41,334,147,28,48,14,3,0,0,47,295,70,21,42,15,10,5,0,54,216,58,24,38,25,12,0,3,41,198,44,28
4RSAU,8823,292,49,10,6,4,5,1080,10265,5512,1280,644,153,38,4,0,464,8096,3558,1811,1792,717,189,52,25,405,8540,2100,1799,3417,1676,535,128,61,473,10197,1503,1460,4404,2835,956,258,161,572,12146,1422,1311,4779,3157,1099,364,196,505,12844,1323,1236,4902,3312,1256,332,204,558,13115,1218,1080,4664,3120,1213,292,153,501,12243,983,942,4702,3214,1232,350,175,554,12165,743,683,3351,2944,1354,465,288,571,10401,543,444,2026,2360,1541,620,470,472,8477,431,342,1270,1714,1339,667,606,464,6840,392,371,1181,1352,1119,603,680,573,6268,390,328,969,1082,786,397,470,526,4948,432,476,946,875,584,298,301,604,4519,29383,13852,39090,28528,13245,4831,3802,8318,141060,9526,276,31,7,3,0,3,973,10821,5841,1311,587,143,32,11,3,470,8406,4115,1920,1928,743,208,58,32,441,9450,1994,1689,3018,1650,478,157,75,392,9448,1459,1378,4087,2378,826,227,163,422,10941,1440,1394,4607,3037,1070,303,223,462,12537,1526,1359
4GADE,34168,587,96,18,6,6,8,3516,38403,33687,3295,1210,256,47,8,16,2420,40944,21991,5861,4050,1255,363,71,42,1694,35326,13454,8378,10011,3519,1054,299,136,1605,38462,8878,7003,15454,6543,1764,488,325,1650,42090,7281,5939,17013,7855,2550,701,401,1674,43422,6647,5503,17419,8684,2797,744,417,1680,43894,5544,4830,16664,8385,2692,679,346,1534,40670,4290,4111,16169,8600,2698,700,355,1527,38445,2798,2505,11388,7312,2633,720,436,1307,29101,1925,1735,7368,6364,3213,1145,755,1258,23769,1582,1523,5443,5268,3173,1306,1140,1364,20799,1769,1795,5139,4709,2906,1448,1304,1711,20777,1567,1858,4509,3732,2307,1102,1015,1847,17933,1742,2054,4095,2960,1599,692,745,2325,16208,147331,56968,136027,75466,29794,10105,7444,27116,490246,35738,525,84,20,13,3,15,2887,39281,36096,3085,1269,281,48,10,20,2275,43070,27278,7183,4315,1355,383,102,42,1861,42517,14426,8907,9589,3390,990,320,181,1550,39357,8638,7404,15047,6109,1739,555,348,1475,41324,7447,6662,17239,7839,2263,594,463,1532,44023,7171,6105
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,72,8,0,0,0,0,0,4,88,112,7,3,0,0,0,0,7,133,75,16,9,0,0,0,0,5,112,50,11,22,7,0,0,0,9,102,32,10,10,8,8,4,0,11,77,20,4,17,12,8,0,0,4,70,12,3,24,5,5,0,0,6,56,14,18,24,16,6,0,3,16,85,9,7,33,19,6,0,0,6,87,3,11,33,22,8,3,3,3,82,3,0,7,13,3,4,0,4,40,3,0,0,9,4,0,0,3,23,0,3,4,3,3,0,0,3,11,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,8,13,415,97,190,121,59,18,15,86,991,49,6,3,0,0,0,0,11,69,89,19,5,4,0,0,0,11,132,90,13,11,3,0,0,0,11,136,46,18,12,3,5,3,0,10,106,36,6,15,11,7,4,3,9,96,18,9,21,13,0,3,0,11,79,20,9
3RQLD,57324,1654,263,44,24,12,24,7362,66714,44693,7839,3555,874,201,42,28,4869,62102,29247,11419,9710,3748,1294,385,174,3998,59972,18387,12761,19478,9297,3247,1014,607,4083,68874,12203,10390,25327,14069,5262,1669,1065,4259,74243,10150,9312,27022,16537,6662,2134,1287,4307,77415,9106,8140,26050,17793,7217,2106,1315,4181,75915,7606,6978,23537,16332,6793,2090,1255,3903,68485,6593,5925,22564,15750,6872,2105,1301,3758,64877,4985,4315,16331,13112,6567,2366,1622,3161,52453,3677,2904,10284,10254,6236,2699,2282,2945,41288,2753,2270,6665,7432,5289,2760,2687,2716,32570,2601,2286,5789,5815,4146,2369,2494,3082,28578,1963,2080,4461,4000,2755,1514,1780,3022,21578,1714,2028,3800,3228,1927,1082,1338,4177,19301,212999,90296,204843,138280,64493,24347,19275,59834,814359,63802,1761,271,46,20,7,25,6803,72743,49165,8378,3731,950,216,40,40,5086,67605,36305,13274,10844,4278,1407,436,213,4557,71311,19854,13277,18828,9073,3208,1124,700,4177,70251,12937,11679,26648,14421,5344,1771,1319,4190,78308,11320,10493,29089,16541,6309,2061,1523,4294,81626,10759,9846
3GBRI,57526,1322,183,38,16,6,12,6023,65133,56223,6200,2525,696,120,34,25,5183,71005,38305,10428,7921,2797,880,229,125,3859,64536,24821,14033,17651,7343,2309,679,423,3627,70882,15307,11430,24444,12063,4101,1203,790,3424,72761,11143,8833,25137,14058,5073,1560,989,3336,70125,9268,7637,23868,15129,5734,1614,982,3063,67295,7645,6365,21691,14114,5635,1610,907,2912,60876,6117,5341,20267,13743,5719,1659,1010,2749,56601,4109,3574,13555,10492,4765,1734,1111,2223,41560,3065,2189,7861,7734,4655,2018,1627,1835,30986,2453,1809,5367,5502,3863,1996,2000,1796,24785,2275,1865,4828,4746,3358,1803,2066,2261,23198,1940,1790,4101,3658,2496,1259,1458,2590,19292,1882,1974,3703,2840,1788,951,1095,3907,18138,242073,84790,183093,114952,50499,18360,14623,48770,757156,63550,1309,169,37,14,6,19,5381,70486,63080,6672,2828,701,157,22,36,4616,78112,49699,12443,8526,3192,984,277,135,4260,79512,28003,15164,17350,7067,2500,773,455,3546,74858,16776,12973,26409,12471,4143,1352,965,3309,78394,12988,10912,28273,14472,5064,1585,1197,3238,77728,11034,9145
39799,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,13,0,0,5,0,0,3,0,0,6,0,0
39499,227,18,5,0,0,0,0,37,283,422,37,24,3,3,0,0,56,548,349,40,40,18,7,0,0,67,525,211,55,58,25,12,0,5,47,398,108,41,77,31,15,5,3,41,331,78,31,70,36,16,3,5,36,284,68,34,95,72,25,3,11,36,349,64,35,174,104,46,8,10,53,505,78,61,240,156,50,23,5,67,690,38,35,162,139,61,20,18,41,512,31,17,77,69,60,27,27,24,314,11,7,20,11,16,13,9,12,107,0,0,9,18,10,5,6,8,54,3,5,4,0,3,3,0,8,23,3,3,8,3,3,0,3,12,46,1698,423,1073,680,338,118,108,540,4978,180,8,3,0,0,0,0,55,252,409,46,20,5,0,0,0,69,543,365,43,29,15,8,3,0,65,535,169,47,49,30,10,3,0,42,340,108,50,58,28,7,9,3,38,306,76,46,53,31,21,11,6,48,289,83,30
2RVIC,38748,789,129,30,19,7,23,3929,43675,26063,3718,1681,413,85,20,21,1795,33801,16334,6094,5214,2007,571,162,70,1324,31772,9785,7174,11359,5658,1779,452,224,1425,37855,6501,5514,15514,9719,3444,918,499,1522,43621,5662,4493,16660,12027,4577,1257,708,1739,47126,5582,4283,16406,12799,5351,1402,790,1625,48229,4631,3695,15812,12266,5177,1380,704,1736,45405,3851,3041,14888,11875,5327,1656,840,1745,43223,2857,2154,10135,9713,5163,1846,1293,1645,34803,2258,1553,6579,7651,5196,2364,2035,1798,29426,1832,1318,4802,5906,4688,2402,2458,1860,25263,1851,1501,4534,5044,3977,2089,2458,2173,23632,1666,1432,3900,3825,2739,1517,1673,2238,18998,1766,1596,3622,2985,2019,1057,1181,2854,17083,129391,48349,131232,101914,50108,18531,14967,29403,523898,39689,729,126,25,19,5,25,3817,44438,27971,3962,1838,409,86,20,24,1928,36236,19180,6863,5353,2101,620,158,49,1587,35921,10117,7011,10351,5070,1673,489,268,1404,36377,6886,5821,14575,8979,3077,887,515,1635,42376,6077,5190,16650,10896,4015,1144,740,1744,46468,6180,4752
2GMEL,105665,959,149,59,24,9,34,12837,119736,112643,6933,2458,514,110,18,51,10630,133364,89933,17126,10252,3095,828,219,88,8893,130436,60032,28800,31545,10542,2797,784,421,8392,143315,35667,24182,51442,22120,5880,1512,878,7910,149596,24073,18530,52717,26992,7860,1983,1259,6914,140335,20429,16110,49795,28049,8976,2225,1390,6529,133511,16218,13428,44308,26267,8882,2352,1318,6057,118829,12272,10882,41720,25840,9229,2523,1442,5886,109803,7935,7004,29402,20694,8414,2647,1811,4892,82805,5734,5148,20258,16699,8570,3196,2641,4646,66897,4733,4571,15359,13640,7763,3423,3573,4627,57697,4877,4833,13258,11264,6722,3218,3739,5348,53257,4346,4587,10972,8257,4668,2302,2650,5760,43544,4506,4812,9256,6365,3423,1642,2028,7635,39671,509067,167914,382886,220413,84169,28057,23336,106961,1522795,111651,836,148,58,17,10,34,10876,123628,127567,7132,2364,492,84,27,69,9950,147683,113217,20997,10985,3265,865,188,104,9490,159113,67484,32531,30279,9677,2616,746,424,7739,151484,38480,26794,52054,21242,5610,1599,977,6738,153497,28272,22160,59453,27362,7625,2016,1312,6473,154680,23151,19040
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,158,8,3,3,0,0,0,23,194,329,33,14,0,0,0,4,44,422,293,29,31,13,0,0,0,38,400,178,37,42,7,0,3,0,32,306,106,35,33,17,8,4,3,24,222,56,18,39,11,4,5,0,18,150,42,13,33,21,8,0,5,15,147,16,12,33,25,9,4,0,4,118,19,7,53,43,17,0,4,13,155,16,3,31,21,16,3,3,8,108,6,6,16,9,7,0,4,10,68,0,3,6,9,9,4,0,9,45,7,3,10,4,6,0,3,0,29,6,0,3,0,3,5,0,10,34,9,4,7,3,3,4,9,12,45,1241,215,356,193,96,34,38,270,2446,182,17,0,0,0,0,0,60,258,350,40,17,4,0,0,0,92,507,370,42,32,16,8,4,0,80,543,190,49,38,16,7,3,3,53,359,99,32,48,34,7,7,8,37,276,77,40,37,19,13,8,7,48,249,46,20
1RNSW,70884,1924,317,63,31,13,27,7759,81029,47801,8252,3827,977,224,50,44,3725,64905,27461,12297,10997,4423,1332,382,198,2781,59866,16432,13468,22434,11246,3612,1111,613,2978,71893,11215,10335,29107,17399,6326,1774,1120,3310,80580,10165,9667,31531,20908,7990,2319,1419,3494,87501,10150,9049,32126,22874,9343,2538,1384,3627,91092,8796,7816,29458,21658,8744,2363,1251,3417,83504,7587,6680,28718,20817,8774,2563,1431,3400,79965,6130,5074,22118,17959,8566,2832,1838,3175,67686,4876,3585,15166,15179,9225,3648,2894,3109,57683,4049,3276,10918,11957,8130,3932,3693,3393,49351,3889,3430,9985,9920,6956,3564,3593,3633,44967,3219,3279,8079,7147,4716,2389,2563,3634,35034,3138,3382,7034,5584,3492,1756,1959,4250,30593,235794,101535,261811,188102,87462,31234,24031,55680,985645,71797,1739,236,52,24,6,31,7069,80956,51600,8484,3908,961,223,40,40,3992,69238,32525,12778,11094,4411,1346,401,190,3091,65829,16888,12847,19521,9932,3441,1042,654,2797,67115,11209,10584,27786,16593,6021,1798,1220,3272,78484,10225,9898,30882,19114,7224,2205,1501,3404,84452,10713,9825
1GSYD,115931,1526,232,59,31,18,33,15161,132990,119546,9584,3813,827,184,33,49,14224,148259,97281,21547,14311,4760,1293,360,149,13623,153332,65331,32584,36542,13517,4070,1149,543,12625,166355,37627,26831,52502,24045,7447,2165,1225,10861,162706,26789,22158,56173,28427,9526,2797,1696,9924,157482,23276,20190,52613,29476,10432,3071,1922,8981,149963,19295,16391,46656,27893,10252,3096,1890,8149,133621,15344,13109,43567,26491,9911,2933,1888,7416,120659,10502,8632,31141,20658,8683,2817,2098,6009,90540,7402,6166,21390,16750,8219,3345,2973,5390,71645,6218,5326,15793,13327,7680,3473,3861,5248,60928,6450,5550,14474,11547,6854,3329,4032,5721,57951,5741,5527,12202,8795,4872,2409,3063,5930,48540,5739,5948,10814,7164,3794,1771,2222,7542,44996,562478,201058,412233,233747,93257,32745,27646,136805,1699976,120054,1225,179,48,32,8,22,12293,133858,128115,8829,3318,743,143,44,58,11630,152879,116363,24091,13993,4583,1221,319,182,12255,173003,70753,35571,34873,12737,3959,1134,601,10452,170083,40561,29644,55878,24425,7402,2116,1287,9032,170337,29358,24483,59119,28953,9264,2794,1743,8112,163817,25466,22427
