GCCSA_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
6RTAS,9,31,121,397,8324,7425,8457,7848,16309,325,743,1261,1820,4804,3953,6395,6515,12906,1574,2375,1620,1730,2722,2402,5922,6502,12422,3275,4196,1574,1527,2113,2117,6964,7835,14797,4809,5651,1392,1328,2028,2217,8228,9194,17418,5438,5999,1227,1126,2259,2391,8921,9519,18440,6083,6470,962,903,2275,2493,9328,9865,19194,5934,6169,757,673,2181,2180,8873,9020,17897,6247,6065,580,413,1887,2198,8715,8672,17384,5291,4704,311,253,1518,1906,7124,6866,13994,4172,3595,172,117,1202,1897,5552,5602,11150,3204,2454,96,55,1025,1949,4327,4451,8782,2354,1634,53,23,903,2177,3299,3834,7136,1375,880,15,17,706,2038,2098,2932,5033,621,279,21,8,533,1719,1170,2007,3175,50722,51239,10176,10372,34473,39055,95367,100666,196042,9,26,157,337,8606,7659,8769,8026,16797,260,567,1204,1772,4966,4178,6433,6511,12938,1509,2323,1815,2013,2787,2564,6112,6897,13012,2863,3635,1476,1457,1924,2080,6262,7173,13435,3945,4695,1479,1483,2028,2232,7443,8406,15853,4957,5655,1343,1326,2198,2577,8496,9562,18056,5306,5863
6GHOB,11,15,80,198,6469,6114,6553,6328,12881,217,407,869,1265,4858,4436,5941,6106,12046,1045,1561,1293,1412,2597,2415,4929,5386,10317,2384,3101,1184,1174,1845,1868,5409,6141,11553,3311,3765,1048,1025,1660,1914,6014,6703,12717,3747,4169,858,791,1700,2074,6302,7043,13346,4302,4495,703,707,1757,2213,6759,7412,14168,4124,4246,528,475,1598,2046,6252,6773,13022,4130,3901,414,321,1305,1917,5847,6140,11982,3100,2866,247,154,957,1538,4306,4558,8865,2509,2164,117,78,737,1471,3358,3712,7073,1965,1662,61,31,664,1459,2686,3148,5834,1695,1176,31,17,585,1765,2310,2954,5258,1071,700,16,4,515,1647,1606,2353,3952,460,238,15,9,397,1367,875,1615,2490,34056,34472,7461,7652,27637,34235,69153,76362,145518,4,17,101,210,6309,5818,6419,6052,12466,183,381,998,1390,5104,4577,6282,6353,12633,1264,1768,1582,1769,3003,2717,5850,6251,12100,2262,2818,1312,1264,1851,1926,5422,6015,11432,3182,3703,1132,1116,1633,1907,5944,6726,12673,3585,3958,1018,994,1703,2109,6303,7061,13368,3817,4042
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,42,87,268,787,12127,10597,12442,11476,23915,510,1222,2218,3379,6817,5305,9551,9914,19458,2677,4068,3263,3490,4308,3479,10248,11041,21291,5735,7568,3043,2923,3477,3030,12255,13523,25777,7971,9368,2617,2577,3406,3204,13999,15151,29150,8967,9737,2212,2097,3488,3213,14670,15042,29714,9126,9577,1823,1712,3513,3269,14459,14559,29017,8610,8686,1315,1174,3196,2821,13120,12689,25806,8234,7682,902,725,2926,2465,12054,10867,22922,6289,5600,489,356,2070,2056,8851,8019,16867,4853,4118,268,185,1747,2026,6872,6329,13197,3606,2818,149,90,1242,1932,4998,4836,9837,2679,1834,70,39,1065,2118,3813,3987,7802,1470,794,36,18,727,1887,2234,2695,4933,624,268,18,14,538,1571,1184,1852,3038,71401,73413,18701,19573,50646,48982,140753,141973,282719,21,65,262,698,12869,11174,13153,11940,25094,522,1245,2339,3560,7797,6001,10667,10812,21472,2923,4735,3717,4194,5171,4257,11809,13194,25004,5716,7370,3047,2989,3584,3388,12349,13746,26092,7884,9289,2686,2746,3459,3382,14035,15415,29444,8826,9842,2408,2500,3738,3817,14979,16161,31136,8864,9428
5GPER,58,186,502,1457,50531,47433,51098,49073,100173,1710,3921,5936,9246,40397,34399,48041,47563,95610,9386,15067,9659,10723,22334,17985,41382,43777,85160,21397,27575,8553,7824,14667,13533,44616,48931,93552,29200,34132,6711,6260,12636,13012,48546,53402,101947,32198,35625,5092,5111,11629,13541,48914,54274,103192,32697,35183,4140,4042,11242,13979,48078,53194,101280,31178,32557,3212,3022,10119,13253,44512,48830,93343,30836,29276,2472,1988,8870,12275,42176,43540,85715,23521,20633,1384,937,6334,9608,31243,31177,62426,18302,15823,688,412,4702,8888,23695,25129,48826,14196,11667,318,218,3909,9059,18420,20940,39363,11358,8191,225,123,3545,10022,15126,18337,33460,6785,4056,88,52,2789,9336,9669,13448,23111,3055,1493,66,37,2162,8144,5284,9677,14962,265889,275380,49048,51457,205862,234461,520798,561301,1082098,35,154,491,1242,54727,50984,55248,52383,107633,1765,4568,6571,10928,48010,40675,56348,56173,112515,12493,20290,13186,14742,31501,23261,57178,58291,115473,24848,31313,10021,9664,17576,14754,52444,55727,108168,32556,37340,7669,7343,13621,13646,53842,58319,112164,35829,39522,6525,6497,13078,14647,55435,60663,116096,35427,37522
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,25,45,165,514,10486,8666,10675,9223,19898,405,964,1458,2149,5746,4049,7609,7163,14771,2109,3219,1999,2098,3369,2507,7476,7822,15301,4162,5367,1806,1668,2716,2381,8681,9417,18094,6106,7123,1647,1602,2981,2585,10731,11306,22038,7023,7803,1458,1426,3211,2776,11694,12004,23695,7765,8266,1240,1143,3233,2711,12241,12121,24361,7745,7893,924,887,2804,2330,11473,11112,22580,8004,7862,663,561,2481,2329,11147,10754,21898,6900,6547,447,306,1908,2200,9251,9046,18299,5683,5110,233,136,1613,2116,7528,7360,14890,4462,3584,125,81,1332,2284,5924,5955,11881,3598,2436,88,48,1293,2919,4977,5395,10373,2062,1303,31,30,919,2678,3012,4015,7022,812,391,16,11,762,2211,1591,2615,4208,66837,67912,12309,12659,44860,44737,124007,125308,249313,16,42,182,491,10529,9164,10727,9696,20421,330,761,1588,2346,6125,4242,8047,7343,15389,2074,3323,2207,2264,3670,2982,7953,8570,16522,3900,4782,1697,1654,2548,2318,8139,8751,16893,5038,6038,1566,1641,2637,2540,9245,10228,19468,6489,7143,1584,1581,3147,2954,11220,11682,22896,6780,7393
4GADE,27,110,293,820,36433,34230,36746,35163,71909,1290,2883,3908,6262,31545,27636,36742,36778,73518,7290,11148,6766,7131,18045,14206,32090,32486,64581,15971,19660,6069,5556,12561,10767,34597,35989,70583,21302,23985,4924,4587,11305,11233,37535,39801,77343,23617,25430,4083,3923,10618,11869,38326,41218,79539,24775,25998,3293,3262,10348,12263,38417,41534,79949,23589,24281,2612,2562,8782,11374,34988,38215,73201,23958,23647,2026,1615,7299,10555,33282,35809,69093,18968,17573,1038,731,4981,8244,24992,26556,51545,14899,13671,532,320,3664,7626,19096,21619,40711,12800,10395,279,178,3139,8207,16217,18782,34999,10952,8024,211,104,3417,10259,14580,18391,32972,6878,4443,79,59,2995,10170,9950,14676,24631,3158,1544,61,38,2385,8249,5602,9825,15427,209493,212791,36160,37146,167522,196889,413170,446828,859999,23,99,297,777,37528,35199,37850,36072,73921,1153,2883,3914,6180,34154,29766,39228,38826,78049,8646,13402,8104,8912,21406,16910,38156,39230,77382,16857,20211,6214,5792,12525,10940,35596,36945,72538,21435,23632,5127,4868,10828,10701,37391,39197,76592,23446,25208,4729,4576,11236,12157,39408,41939,81355,24209,25056
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,76,205,1030,3020,60390,55287,61502,58511,120012,2726,5936,9889,14541,39204,33031,51822,53509,105337,13100,19939,13336,13928,22958,19705,49385,53577,102961,27406,34754,12040,11236,17578,16945,57022,62929,119956,35563,41935,9744,9396,15895,17232,61201,68555,129759,39498,45274,7905,7861,16229,18434,63627,71568,135197,41585,44587,6631,6754,16474,18373,64685,69712,134400,39327,40949,5206,4833,14557,16219,59093,61999,121092,40233,39298,4253,3415,13891,15363,58384,58078,116456,34369,31459,2666,1838,10906,13407,47941,46707,94646,27412,23550,1450,888,8695,12204,37557,36644,74204,21205,16552,747,458,7033,12151,28982,29156,58137,16165,11279,398,234,6106,13386,22674,24902,47570,9420,5573,182,96,4517,11768,14116,17431,31546,4296,1980,96,73,3358,9735,7754,11792,19544,352391,363260,75570,78578,257785,283238,685746,725076,1410820,64,215,1218,2994,66539,60689,67819,63901,131724,2452,5460,10616,15916,42540,36832,55609,58214,113820,14494,22305,15890,17627,26891,23535,57272,63470,120744,26625,33857,12891,12391,17565,17725,57083,63971,121057,36509,43058,11095,10760,16987,18578,64588,72398,136987,40578,45622,9608,9575,17380,20259,67562,75456,143021,41265,45859
3GBRI,62,213,664,1897,60131,57148,60852,59259,120112,2801,5884,8309,12174,50028,45266,61142,63329,124466,13989,20495,13005,13603,28872,24913,55868,59017,114887,29810,36384,11396,10364,19279,19261,60488,66008,126500,37451,42717,8678,7965,15875,17758,62004,68447,130446,39572,42417,6615,6227,14624,17419,60815,66056,126869,39261,41469,5032,4872,13623,17082,57917,63420,121340,37389,37303,3811,3645,12256,15909,53455,56855,110304,36472,34627,3180,2413,10950,15281,50605,52320,102928,28331,24609,1734,1188,8001,12341,38065,38141,76201,20550,17279,823,513,6001,10500,27371,28291,55657,15083,12039,402,226,4768,10305,20251,22567,42819,12089,8679,212,129,4285,11821,16589,20630,37211,7293,4596,122,71,3543,11352,10958,16024,26983,3492,1690,88,54,2746,9677,6330,11424,17749,323644,330407,64071,65347,254985,296035,642699,691790,1334485,59,193,760,1888,65563,62414,66377,64491,130874,2847,5867,9226,13381,56355,51098,68430,70342,138778,16703,24634,16344,17892,36577,30576,69629,73105,142726,31256,37673,12938,11942,21601,20174,65793,69791,135591,40714,45159,10350,9588,17299,19157,68362,73906,142271,42844,46175,8311,7963,16174,19419,67327,73562,140882,41392,42900
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,35,110,458,1265,41058,37670,41548,39045,80597,1129,2559,4884,7168,23753,19811,29771,29534,59306,7242,10951,6840,6881,13060,11447,27142,29273,56416,16354,20374,5917,5539,9855,9605,32125,35514,67643,22646,26075,4934,4814,9283,10345,36857,41233,78086,26208,29136,4141,4130,10049,11292,40395,44560,84956,28390,30048,3578,3509,10476,11844,42443,45402,87842,28136,28787,2889,2641,9745,10514,40762,41943,82704,28091,27375,2108,1798,8636,9759,38836,38938,77778,22715,21174,1285,859,6630,8417,30635,30447,61086,18671,16561,681,430,5464,8393,24816,25373,50194,14999,12332,334,207,4663,9321,19997,21856,41853,12354,9006,194,119,4552,11282,17097,20409,37506,7313,4642,99,51,3548,10684,10963,15369,26338,3157,1526,57,25,2634,8674,5853,10227,16078,237442,240644,38402,39439,163411,189043,439252,469129,908382,30,73,443,1128,42077,38324,42546,39523,82073,1050,2285,5023,7282,25956,21849,32035,31421,63456,7373,11274,7841,8385,14608,13186,29820,32846,62674,14852,18315,6101,5884,9403,9717,30357,33921,64275,20917,23799,5515,5437,9175,10580,35610,39819,75432,24078,26868,5032,5064,10227,11971,39345,43895,83241,25801,28191
2GMEL,118,444,506,1275,114664,108250,115286,109968,225257,3424,9386,8922,13844,106973,95955,119322,119180,238501,25850,39438,20593,22725,68761,56633,115197,118795,233992,60249,73109,19805,18222,43179,41201,123232,132534,255768,78636,88772,15261,13985,34410,37168,128304,139927,268231,82706,87195,11172,10389,29222,34716,123101,132296,255397,81708,83340,8892,8088,27068,34424,117663,125847,243513,74350,74201,6794,5931,23298,31236,104434,111368,215803,70801,68378,4829,3936,19613,29409,95245,101721,196968,56265,50103,2672,1767,14392,23524,73331,75398,148724,43910,37674,1288,740,10861,21705,56064,60116,116175,34815,28015,640,390,9122,23024,44581,51428,96005,28057,19630,406,238,9198,26259,37662,46126,83784,16846,10428,194,105,7474,24554,24513,35087,59602,7707,3622,147,114,5946,20674,13791,24406,38205,665451,673725,102107,101744,524169,608729,1291727,1384194,2675921,78,363,456,1015,119994,113036,120527,114407,234934,3874,10249,9317,14368,122593,108726,135789,133353,269144,30934,49024,25235,28609,85699,68534,141873,146169,288038,66823,77648,22244,20706,47054,42623,136121,140980,277105,83319,90330,17578,16004,34539,38079,135439,144416,279849,87845,93799,14479,13608,32465,39149,134790,146557,281347,84935,86057
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,76,235,949,2730,75387,68945,76414,71909,148322,2554,5684,8823,12864,45593,38052,56964,56599,113563,14014,21195,11986,12293,25241,21415,51242,54895,106137,30536,38188,10801,10302,19003,18634,60344,67119,127466,39906,46801,9305,9119,18242,19673,67455,75593,143052,46664,52111,8383,8507,20203,21676,75249,82286,157536,51469,54627,7459,7395,21154,23041,80081,85069,165146,49914,51248,6002,5530,19337,20299,75247,77075,152324,51156,49672,4680,3861,17039,19055,72871,72589,145463,43763,41332,2892,2078,13469,17272,60123,60683,120806,36955,33413,1645,1117,11381,17121,49978,51649,101629,30573,25317,904,543,9735,18539,41216,44401,85616,24871,18039,538,324,9018,21384,34433,39744,74177,14599,9112,230,133,6757,19777,21584,29018,50607,6110,2929,144,106,5019,16019,11280,19057,30332,443154,449892,74745,76901,316575,360900,834482,887689,1722172,53,149,956,2462,75349,69283,76366,71894,148258,2274,5116,9242,13677,48417,40878,59937,59667,119606,14171,21262,13932,14758,27972,24006,56079,60035,116110,26997,33623,10988,10593,18285,18106,56274,62323,118600,38178,43683,10173,9975,17826,19809,66178,73473,139646,42125,47500,9413,9537,19400,22240,70938,79279,150221,45974,49691
1GSYD,153,745,601,1682,125804,119438,126559,121869,248425,5184,14083,9356,14721,114115,102135,128652,130940,259597,32710,51406,20748,22829,76025,62480,129488,136718,266208,71548,87358,20575,18223,48210,45577,140332,151154,291490,86734,97694,14963,13532,36897,38869,138591,150102,288693,94032,97882,12177,10906,32846,38010,139061,146802,285861,91641,93221,9539,8746,30373,38282,131554,140246,271803,83033,82099,7350,6567,25942,35601,116331,124261,240590,78896,73229,5737,4437,23231,33696,107854,111360,219214,61633,52885,3297,2081,17532,27665,82462,82629,165095,46567,39325,1636,881,13053,24935,61257,65141,126396,36628,28919,840,419,10856,25712,48323,55048,103374,29830,21038,464,300,10420,29644,40715,50980,91700,18368,11450,248,159,8441,28346,27049,39954,67008,8900,4207,152,88,6823,24418,15872,28710,44585,745856,755524,107685,105578,580567,674827,1434111,1535922,2970035,67,437,521,1202,130030,122411,130618,124054,254671,4861,13244,8591,13558,122533,110071,135992,136874,272865,36006,57994,22953,26383,89312,72748,148267,157124,305393,76031,90765,21526,19662,51874,46491,149428,156915,306343,94523,102663,17102,15105,37923,41587,149548,159351,308898,94323,100752,14026,12775,33553,40765,141899,154292,296193,94517,95129
