GCCSA_CODE_2016,C06_Tot_Div_F,C06_Tot_Wid_M,C06_Tot_Wid_F,C06_Tot_nver_marrie_M,C06_Tot_nver_marrie_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Married_M,C11_70_74_Married_F,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F
6GHOB,9110,2205,8881,29052,26329,77812,85157,162971,17,26,5,6,8,3,6,3,6983,6720,7014,6763,13784,210,420,21,41,21,14,6,9,7069,6738,7326,7220,14547,1387,1898,93,165,53,89,11,24,5088,4674,6638,6854,13485,2454,3005,149,227,198,279,11,22,3244,2917,6056,6454,12515,3409,3903,256,373,348,580,10,44,2508,2250,6535,7145,13676,3827,4180,345,419,647,1025,23,68,2058,1771,6909,7462,14373,4140,4324,351,485,975,1415,46,143,1585,1218,7096,7583,14676,4511,4781,358,441,1143,1612,74,202,1227,969,7310,8007,15320,4461,4466,273,291,1137,1575,112,354,812,594,6790,7293,14080,4417,4041,240,268,1018,1344,183,547,473,387,6336,6578,12911,3287,2956,148,141,678,885,206,774,304,211,4623,4964,9593,2636,2156,99,84,418,555,282,1087,186,151,3615,4034,7646,1872,1468,59,47,215,316,338,1351,112,109,2596,3295,5891,1392,865,33,26,109,179,435,1627,82,111,2047,2801,4847,824,442,22,15,61,103,561,2346,51,125
69799,3,0,0,39,9,78,10,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,6,3,0,0,0,0,0,0,0,6,3,12,3,17,0,0,0,0,0,0,0,0,5,0,8,3,9,0,3,0,0,0,0,0,0,3,0,4,3,11,10,0,0,0,3,3,0,0,4,0,15,5,18,7,0,0,0,0,0,0,0,4,0,10,0,15,3,0,0,0,6,0,0,0,0,0,8,3,12,4,0,0,0,3,0,0,0,0,0,8,0,10,0,0,3,0,3,3,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,48,8,22,225,179,405,360,767,0,3,0,0,0,0,0,0,44,49,44,52,92,3,0,0,0,0,0,0,0,56,43,59,43,103,3,4,0,0,0,0,0,0,73,40,75,50,125,10,9,0,0,0,0,0,0,43,15,60,28,80,5,3,6,4,3,0,0,0,40,7,56,26,77,12,12,10,3,7,17,0,0,21,3,54,35,87,8,11,13,6,10,9,0,0,25,13,48,38,86,12,11,8,5,13,12,0,0,10,4,39,33,65,14,13,3,4,7,13,0,0,11,0,37,30,72,19,24,5,3,16,4,0,3,6,3,48,44,84,18,10,0,0,4,6,0,3,0,3,24,24,46,6,3,0,0,5,4,3,3,0,0,17,15,28,3,0,0,0,0,0,0,3,0,0,8,6,10,3,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0
5RWAU,14055,3726,12365,62683,48746,173567,165986,339557,90,128,13,17,14,11,11,9,15930,14005,16055,14170,30223,854,1482,56,119,39,36,15,29,14844,11722,15798,13379,29183,4204,5569,246,312,130,205,12,28,13974,10037,18564,16147,34711,7905,8498,474,527,445,545,20,63,9028,6462,17870,16094,33962,10666,10464,716,783,1011,1084,47,92,7017,5113,19456,17530,36985,11829,11040,956,940,1676,1989,66,180,5870,4060,20391,18216,38605,11941,10768,1032,962,2425,2577,129,313,4535,2735,20057,17356,37412,12088,10999,1076,946,3022,2884,226,495,3113,1798,19525,17118,36642,10983,10122,874,669,2850,2563,260,701,1973,1038,16940,15088,32026,10230,8897,700,464,2415,1962,395,1054,1167,566,14903,12948,27850,7471,6211,439,277,1437,1197,402,1270,669,303,10423,9261,19686,5397,4261,280,162,904,735,499,1707,461,181,7536,7045,14579,3598,2652,146,78,464,394,557,1968,276,134,5037,5226,10260,2343,1364,87,37,203,207,672,2254,202,93,3509,3960,7463,1201,535,44,17,86,119,786,2961,109,94
5GPER,59673,12075,51669,224159,188762,595422,621838,1217261,136,233,31,41,37,33,27,30,60067,57128,60287,57460,117749,2408,5260,144,385,78,140,60,55,63336,57328,66024,63158,129180,15136,22448,684,1192,513,892,65,104,51275,40035,67666,64665,132331,28762,34015,1230,1772,1526,2324,60,148,29229,22331,60809,60588,121391,37034,39990,1774,2550,3101,4730,94,272,19442,14903,61444,62448,123890,40378,42209,2416,3264,5120,7361,201,597,14804,11173,62922,64608,127521,39631,40312,2719,3250,6768,9616,287,929,10629,7728,60039,61833,121866,37062,37479,2539,2906,7737,10449,471,1556,7617,5312,55431,57708,113136,33998,33915,2127,2334,7573,9941,722,2330,4816,3393,49241,51916,101153,33003,30318,1768,1833,6653,8669,1007,3626,3047,2101,45481,46543,92023,24606,20988,1148,1042,4174,5624,1161,4494,1788,1182,32872,33336,66205,18728,15409,681,599,2649,3665,1434,6321,1112,848,24606,26846,51452,13386,10224,442,345,1524,2141,1909,8195,716,606,17980,21512,39491,9283,5919,256,179,824,1260,2305,9842,445,472,13118,17682,30799,5524,2845,144,99,412,778,3293,14177,312,648
59799,3,4,0,159,18,312,26,339,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,30,5,30,5,37,11,0,3,0,0,0,0,0,59,7,69,7,81,18,0,0,0,0,0,0,0,53,0,71,0,72,20,0,0,0,3,0,0,0,34,3,58,5,59,21,0,0,0,3,0,0,0,18,0,37,0,41,21,0,0,0,0,0,0,0,11,0,34,3,37,16,0,3,0,3,0,0,0,13,0,34,3,34,22,0,0,0,0,0,0,0,0,0,22,0,22,5,0,0,0,4,0,0,0,0,0,9,0,10,0,6,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,267,38,82,1524,839,3210,2288,5502,3,0,0,0,0,0,0,0,119,105,119,111,231,7,6,4,0,0,0,0,0,326,263,335,274,611,44,52,14,13,8,5,0,3,426,264,492,334,824,89,91,24,25,13,6,0,0,297,171,427,295,719,87,65,39,20,30,23,3,3,214,101,370,216,586,97,69,45,21,39,37,0,0,176,72,362,198,564,98,66,36,20,69,42,11,4,151,46,367,177,541,103,127,35,29,83,47,8,6,88,37,313,235,553,182,215,28,12,80,71,5,14,62,21,362,337,696,225,187,27,10,78,64,7,13,28,11,368,282,641,151,101,27,7,63,28,13,26,17,4,265,166,428,72,32,11,3,27,11,3,9,9,7,120,59,180,23,8,8,3,15,0,6,14,0,0,50,24,77,4,0,0,0,0,0,4,5,6,0,15,8,18,0,0,0,0,0,0,3,5,0,0
4RSAU,11545,4276,16079,45294,33296,142026,141060,283086,40,59,11,3,6,0,3,12,11909,10738,11969,10821,22786,427,833,34,77,7,21,9,21,9109,7450,9595,8406,17999,2390,3575,107,226,84,139,16,22,6869,5484,9475,9450,18921,4423,5132,259,354,201,373,25,41,4539,3542,9449,9448,18897,5668,6440,365,490,587,898,19,82,4026,3036,10674,10941,21613,7313,7660,550,687,1158,1513,58,146,3736,2539,12813,12537,25351,7642,8007,671,745,1735,2004,72,254,3264,1930,13395,12936,26329,8419,8756,719,673,2207,2277,143,383,2275,1254,13759,13343,27108,8811,8770,636,522,2214,2064,240,628,1387,657,13283,12641,25919,9335,9113,545,414,2005,1713,328,1093,898,416,13114,12739,25854,7898,7150,390,251,1344,1156,489,1569,574,284,10697,10414,21108,6153,5135,243,151,815,638,542,2037,432,166,8180,8126,16308,4278,3198,144,72,474,367,715,2423,277,128,5892,6184,12072,2952,1808,88,46,246,241,803,3069,220,111,4307,5270,9578,1589,854,42,18,101,133,1090,4317,119,155
4GADE,49484,12027,51515,169258,144272,457822,490246,948069,71,134,31,30,27,24,17,29,40892,39066,41041,39281,80320,1440,3280,103,240,42,102,39,56,42605,39400,44230,43070,87304,9928,14607,412,805,367,659,35,78,32017,26370,42762,42517,85284,18604,21521,843,1270,1053,1730,58,135,18726,14703,39276,39357,78636,23112,24942,1288,1848,2225,3392,75,255,14075,10881,40777,41324,82102,25215,26541,1727,2308,3860,5672,163,469,11848,9037,42806,44023,86834,25952,26476,1996,2432,5251,7503,234,728,9107,6865,42539,44003,86544,25843,26276,1951,2283,6266,8481,443,1191,6735,5037,41232,43272,84503,24126,24462,1657,1725,5864,8060,534,1905,4277,3254,36463,39408,75868,24576,23484,1239,1281,5337,7141,842,2997,2620,2010,34616,36916,71536,19091,17476,746,754,3301,4603,953,3941,1455,1098,25543,27879,53416,14912,13024,515,466,2004,2719,1290,5673,834,702,19558,22582,42134,11819,8938,335,264,1190,1814,1703,7372,567,528,15601,18914,34514,8820,5791,236,176,669,1135,2396,9735,476,499,12599,17340,29943,5479,2978,132,97,403,697,3696,15190,321,661
49799,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,125,31,49,680,417,1356,991,2346,0,0,0,0,0,0,0,0,74,69,74,69,145,0,3,0,0,0,0,0,0,150,128,154,132,287,17,30,3,7,0,0,0,0,143,95,168,136,304,40,27,17,14,9,4,0,0,116,56,179,106,284,23,18,15,9,15,18,0,0,102,45,153,96,248,21,16,21,9,14,13,0,0,88,34,153,79,229,14,21,20,15,36,25,0,0,69,18,139,73,209,25,39,17,15,46,36,7,5,32,24,128,117,248,56,41,23,10,48,17,0,7,15,10,140,84,221,59,49,11,6,29,16,5,13,13,3,125,86,204,35,38,8,0,25,8,4,7,8,3,75,56,132,32,18,3,0,12,4,4,8,6,3,60,31,91,12,8,0,0,5,3,3,3,0,0,23,21,44,12,10,0,0,3,0,3,8,0,3,19,21,39,7,5,0,0,0,0,17,26,3,8
3RQLD,80760,19616,71805,281626,230527,797786,814359,1612148,181,294,51,46,72,67,47,32,76949,72303,77296,72743,150045,3029,6141,242,499,135,195,76,69,64977,60699,68465,67605,136068,17007,24589,905,1704,708,1252,80,129,51028,43640,69723,71311,141036,30771,36833,1742,2819,1997,3177,91,205,32852,27222,67451,70251,137702,41637,46422,2824,4097,4581,6709,143,455,25949,20622,75130,78308,153440,46494,49389,3759,4899,7370,10555,263,780,20607,16005,78498,81626,160122,47500,50112,4048,4975,10046,13625,470,1456,16428,11335,78491,81512,160007,48138,49270,3988,4472,12111,14866,727,2339,12053,7988,77025,78933,155958,45923,45576,3326,3334,11902,13435,1128,3584,7686,4610,69963,70535,140497,46818,43599,2920,2532,11294,11863,1750,5652,5183,2705,67956,66354,134315,38073,33512,2080,1662,7976,8266,2211,7563,3460,1682,53794,52682,106478,28721,23109,1307,974,5030,4839,2679,9699,2258,1109,40001,39724,79725,19730,14108,889,480,2715,2632,3146,11445,1531,786,28011,29449,57459,12825,7975,420,250,1405,1529,3571,13436,1092,644,19304,23838,43143,7459,3851,239,115,714,882,4757,18029,686,730
3GBRI,73061,14753,60760,272439,240202,717012,757156,1474171,159,306,37,42,48,49,18,27,72587,70061,72847,70486,143337,3463,6632,199,487,103,155,51,53,74686,70784,78501,78112,156611,19053,27068,932,1648,686,1247,62,101,58169,49452,78893,79512,158407,34644,40383,1724,2718,2135,3292,96,176,34638,28289,73242,74858,148102,44427,47905,2721,3764,4348,6421,117,418,23914,19883,75534,78394,153924,46514,48889,3267,4268,6624,9640,229,656,17286,14269,73914,77728,151643,44962,45498,3465,4262,8278,11740,349,1165,12577,9604,69634,72268,141901,42846,42938,3041,3581,9207,12380,567,1810,8473,6390,64131,67095,131232,39141,38011,2596,2794,8738,11528,821,2788,5575,4248,56869,59365,116232,37738,34666,2145,2163,7991,10277,1250,4490,3822,2784,52943,54377,107323,28288,23965,1461,1367,5150,6643,1509,5874,2299,1703,38697,39556,78255,20057,16073,957,709,3021,3902,1825,7311,1551,1235,27411,29232,56643,13639,10190,522,383,1763,2167,2079,9073,1073,977,19079,22789,41867,9472,6103,294,207,941,1366,2730,11107,741,779,14180,19555,33738,5737,3082,170,117,463,832,3862,16475,534,1016
39799,4,0,0,31,11,83,11,99,0,0,0,0,0,0,0,0,9,5,14,5,18,0,0,0,0,0,0,0,0,37,15,37,18,56,7,0,0,0,0,0,0,0,23,10,28,11,41,3,0,0,0,0,0,0,0,14,3,18,4,21,8,0,0,0,0,0,0,0,10,5,22,13,35,9,3,0,0,0,3,3,0,10,3,17,6,29,11,4,0,0,0,0,0,0,6,3,16,13,32,18,14,0,0,3,3,0,0,3,3,28,22,49,9,9,0,0,9,4,0,0,3,0,21,16,35,12,11,0,0,3,3,0,0,0,0,22,21,42,9,7,0,0,5,5,0,0,3,0,16,13,29,6,9,0,0,0,0,0,11,0,0,9,19,21,6,11,3,0,0,3,0,9,0,0,12,14,25,3,3,0,0,0,0,3,11,0,0,7,13,18,0,0,0,0,0,0,0,4,0,0
39499,610,168,205,2782,1706,6608,4978,11582,0,0,0,0,0,0,3,0,262,251,269,252,520,16,28,3,12,0,0,0,0,551,507,572,543,1119,72,71,15,20,8,8,8,0,589,432,684,535,1220,96,95,36,22,19,11,0,5,377,205,532,340,872,134,102,58,21,34,22,9,0,247,163,486,306,788,112,107,74,38,73,37,3,6,233,105,487,289,773,128,105,72,35,123,79,0,7,188,73,517,301,811,163,204,57,43,120,119,10,6,120,60,466,433,899,314,379,48,32,170,111,16,16,88,21,638,560,1200,478,455,66,19,169,122,22,30,66,14,798,646,1448,362,270,40,12,153,57,24,36,21,7,607,389,994,184,117,35,10,73,20,20,13,18,3,325,166,496,82,44,9,3,30,3,17,18,6,3,146,72,220,18,10,9,0,10,0,15,7,3,0,53,22,75,9,8,4,4,4,0,3,17,3,0
2RVIC,45329,15151,58502,163543,137045,495983,523898,1019881,71,122,26,35,31,28,17,27,47166,44233,47312,44438,91749,1215,2501,89,231,66,74,43,37,36564,33392,37978,36236,74215,8194,12065,416,798,250,504,35,58,25499,22489,34400,35921,70323,16258,19459,858,1351,886,1482,51,110,16164,13975,34217,36377,70591,22702,25245,1389,2212,2057,3207,98,247,13339,11466,39588,42376,81958,26180,28334,2155,2789,3818,5767,149,491,11226,9083,43527,46468,89991,28074,30020,2473,2968,5483,7744,290,817,9279,6847,45602,48398,94003,30095,31230,2348,2785,6814,8525,517,1458,7302,5057,47076,49052,96128,30571,30824,2155,2205,7021,8169,799,2280,5080,3138,45633,46620,92257,31624,30350,1864,1654,6367,7228,1145,3695,3487,1989,44483,44913,89395,25534,23409,1323,1012,4405,4669,1497,5138,2326,1219,35084,35445,70522,20145,16954,798,567,2802,2827,1930,7131,1602,962,27281,28439,55717,14696,11199,525,321,1531,1503,2504,9361,1091,684,20347,23069,43418,10317,6639,330,196,770,905,3032,11556,799,623,15246,19920,35163,5861,3186,127,85,328,551,4057,16198,523,784
2GMEL,127807,31523,134832,546945,480657,1433651,1522795,2956448,278,595,61,57,66,83,73,66,128986,122825,129460,123628,253091,5191,12142,283,619,211,355,138,140,146352,134429,152174,147683,299849,37029,54559,1099,2289,997,2097,124,199,118858,99965,158101,159113,317213,74224,83638,2474,4033,3372,5451,125,328,69074,58044,149258,151484,300750,89954,95903,3895,5897,6868,10896,245,656,46241,40143,147205,153497,300695,93951,99148,5175,7545,11081,16988,415,1399,35245,29598,145868,154680,300547,90600,91221,5812,7472,14004,20504,686,2062,25047,20424,136146,141682,277825,85295,84369,5589,6770,15579,22121,1046,3627,18232,14881,125743,131764,257499,76153,74390,4635,5285,14610,20460,1622,5609,12146,9863,109168,115601,224771,71869,68117,3848,4085,12560,18151,2326,9004,7924,6181,98521,105543,204070,56308,49661,2565,2523,8370,11737,2756,11753,4777,3682,74778,79365,154136,43945,36530,1695,1516,5192,7083,3597,16339,3085,2456,57515,63926,121442,33193,24780,1031,884,2981,4221,4709,21022,2171,1869,44081,52776,96854,23371,14615,617,473,1739,2579,6213,25784,1682,1736,33622,45190,78808,13979,7403,342,218,795,1666,9172,36461,1052,2158
29799,0,0,0,14,0,49,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,7,0,4,0,4,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,246,57,148,1813,1275,3210,2446,5654,0,4,0,0,0,0,0,0,232,255,232,258,492,20,26,3,15,0,3,0,0,509,466,532,507,1037,59,85,17,21,8,11,0,3,502,430,582,543,1129,107,76,36,33,19,23,0,0,353,229,506,359,867,100,77,43,37,38,30,0,5,305,123,480,276,759,85,63,61,32,66,48,9,0,201,95,415,249,662,51,48,48,30,71,48,4,6,158,70,332,198,531,65,44,46,25,85,63,6,11,96,37,295,182,477,57,84,44,22,74,47,3,6,51,18,223,180,405,77,84,17,10,54,60,9,10,21,11,178,167,342,63,52,18,6,45,15,12,12,21,9,156,93,248,42,25,14,8,21,11,3,8,14,7,102,51,154,22,8,9,3,4,0,11,6,7,3,50,18,65,11,9,3,0,0,0,8,10,0,0,26,21,44,0,3,0,0,3,0,15,16,4,5
1RNSW,92425,29085,109735,314960,259226,941187,985645,1926832,177,203,54,58,87,47,38,52,85557,80596,85914,80956,166873,2730,5607,218,494,115,150,54,73,68747,62917,71870,69238,141115,15883,22908,803,1626,595,1143,72,122,47793,40021,65140,65829,130970,29772,35837,1701,2634,1840,2877,100,227,30452,25549,63862,67115,130979,41672,46356,2807,4193,4203,6627,164,449,25141,20857,73982,78484,152469,45955,50446,3875,5193,7231,10623,298,951,21762,17227,79109,84452,163555,50241,53155,4318,5518,10377,14190,562,1611,19357,13668,84853,88144,173000,54454,56762,4694,5351,13405,16656,958,2727,15272,10295,88785,91780,180567,53900,54815,4148,4028,13838,15500,1390,4238,10478,6266,83757,84850,168614,56950,54067,3655,3150,12794,14027,2265,6873,6691,3894,82355,82010,164368,47764,43490,2564,1996,9226,9718,3141,10173,4351,2405,67046,67784,134828,37889,32337,1710,1152,6002,6025,3989,13847,3028,1751,52619,55109,107724,28218,21465,1051,741,3373,3493,4874,17806,2111,1335,39623,44855,84478,19475,12626,572,346,1796,2069,5980,21375,1416,1098,29254,37522,66771,11066,5854,249,173,817,1300,7599,29388,837,1270
1GSYD,145354,34551,149592,614466,525896,1614187,1699976,3314163,292,730,69,63,67,80,84,55,141421,132931,141924,133858,275789,6606,15880,284,839,209,446,108,120,147169,135595,154382,152879,307257,43072,65120,1536,3076,1438,2831,115,217,121608,101757,167771,173003,340766,85456,98576,3086,4968,4098,6833,144,378,73253,59330,166035,170083,336121,102939,109735,4454,6952,7767,12265,251,784,48858,40600,164267,170337,334601,101732,107173,5499,7939,11231,18017,431,1461,36166,29230,155065,163817,318886,101692,101505,6003,8153,14837,21854,759,2516,28110,22053,151396,156086,307485,95718,94591,6177,7457,16536,23828,1135,4250,21371,16431,140941,146554,287499,85060,82064,5096,5941,15669,22165,1667,6673,14357,11449,121853,128290,250148,79654,71948,4422,4620,14322,19872,2594,10117,10196,7708,111195,114269,225460,60773,51263,3100,2870,9758,13594,3152,13264,6435,4667,83218,85659,168883,45455,37043,1988,1687,6021,8196,3954,17541,4150,3212,61572,67688,129254,33743,24594,1236,975,3494,5203,4970,21895,2886,2411,46317,55081,101401,23975,15099,771,530,2012,3390,6576,27171,2016,2304,35352,48487,83838,14923,7730,349,278,1075,2363,9613,40705,1320,2719
19799,0,0,0,23,7,37,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,7,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,3,0,3,5,11,9,6,0,0,0,0,0,0,0,0,5,15,16,3,4,0,0,0,0,0,3,0,0,3,7,10,10,9,0,0,0,0,0,3,0,0,11,7,21,4,0,0,0,0,0,0,3,0,0,3,3,6,7,3,0,0,0,0,0,4,0,0,8,9,20,0,0,0,0,0,0,0,0,0,0
19499,448,108,159,2883,1811,5446,3771,9217,0,3,0,3,0,0,0,0,387,370,387,374,757,16,21,8,8,3,3,0,0,680,574,700,609,1313,66,82,29,28,18,8,0,5,678,518,786,640,1422,127,131,42,47,17,16,0,0,525,322,711,520,1235,114,104,77,48,52,38,3,10,425,193,665,387,1052,140,72,76,46,94,67,3,8,387,147,704,345,1052,97,92,107,55,123,76,9,12,277,90,619,317,939,110,101,80,40,182,110,10,11,217,96,597,356,954,140,170,67,28,130,102,11,16,136,45,492,359,847,179,197,61,29,136,74,20,32,72,35,468,359,827,185,141,39,6,102,36,23,13,46,10,398,214,606,104,66,19,8,65,31,20,22,25,11,227,132,366,39,23,5,4,20,4,19,15,13,3,95,46,144,14,6,3,0,10,10,10,33,9,0,51,51,97,13,11,0,0,3,3,21,58,4,3
