GCCSA_CODE_2016,C06_N_in_CF_1C,C06_N_in_CF_2C,C06_N_in_CF_3C,C06_N_in_Cou_fa_4mor_c,C06_N_in_CF_T,C06_1_149_CF_1C,C06_1_149_CF_2C,C06_1_149_CF_3C,C06_1_149_CF_4mC,C06_1_149_CF_T,C06_150_299_CF_1C,C06_150_299_CF_2C,C06_150_299_CF_3C,C06_150_299_CF_4mC,C06_150_299_CF_T,C06_300_399_CF_1C,C06_300_399_CF_2C,C06_300_399_CF_3C,C06_300_399_CF_4mC,C06_300_399_CF_T,C06_400_499_CF_1C,C06_400_499_CF_2C,C06_400_499_CF_3C,C06_400_499_CF_4mC,C06_400_499_CF_T,C06_500_649_CF_1C,C06_500_649_CF_2C,C06_500_649_CF_3C,C06_500_649_CF_4mC,C06_500_649_CF_T,C06_650_799_CF_1C,C06_650_799_CF_2C,C06_650_799_CF_3C,C06_650_799_CF_4mC,C06_650_799_CF_T,C06_800_999_CF_1C,C06_800_999_CF_2C,C06_800_999_CF_3C,C06_800_999_CF_4mC,C06_800_999_CF_T,C06_1000_1499_CF_1C,C06_1000_1499_CF_2C,C06_1000_1499_CF_3C,C06_1000_1499_CF_4mC,C06_1000_1499_CF_T,C06_1500_1999_CF_1C,C06_1500_1999_CF_2C,C06_1500_1999_CF_3C,C06_1500_1999_CF_4mC,C06_1500_1999_CF_T,C06_2000_2499_CF_1C,C06_2000_2499_CF_2C,C06_2000_2499_CF_3C,C06_2000_2499_CF_4mC,C06_2000_2499_CF_T,C06_2500_2999_CF_1C,C06_2500_2999_CF_2C,C06_2500_2999_CF_3C,C06_2500_2999_CF_4mC,C06_2500_2999_CF_T,C06_3000_3999_CF_1C,C06_3000_3999_CF_2C,C06_3000_3999_CF_3C,C06_3000_3999_CF_4mC,C06_3000_3999_CF_T,C06_4000m_CF_1C,C06_4000m_CF_2C,C06_4000m_CF_3C,C06_4000m_Cou_fa_4mo_ch,C06_4000m_CF_T,C06_Par_inc_st_CF_1C,C06_Par_inc_st_CF_2C,C06_Par_inc_st_CF_3C,C06_Par_inc_st_CF_4mC,C06_Par_inc_st_CF_T,C06_All_inc_ns_CF_1Ch,C06_All_inc_ns_CF_2C,C06_All_inc_ns_CF_3C,C06_All_inc_ns_CF_4mC,C06_All_inc_ns_CF_T,C06_Tot_CF_1C,C06_Tot_CF_2C,C06_Tot_CF_3C,C06_Tot_CF_4mC,C06_Tot_CF_T,C11_N_in_CF_1C,C11_N_in_CF_2C,C11_N_in_CF_3C,C11_N_in_Cou_fa_4mor_c,C11_N_in_CF_T,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_CF_T,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_CF_T,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_CF_T,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_CF_T,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_CF_T,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_CF_T,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_CF_T,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_CF_T,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_CF_T,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_CF_T,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_CF_T,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_CF_T,C11_4000m_CF_1C,C11_4000m_CF_2C,C11_4000m_CF_3C,C11_4000m_Cou_fa_4mo_ch,C11_4000m_CF_T,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_CF_T,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T,C16_N_in_CF_1C,C16_N_in_CF_2C,C16_N_in_CF_3C,C16_N_in_Cou_fa_4mor_c,C16_N_in_CF_T,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_CF_T,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_CF_T,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_CF_T,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_CF_T,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_CF_T
6RTAS,29,18,4,8,55,58,56,12,12,136,63,58,21,13,160,94,88,36,5,216,357,265,117,61,797,917,762,324,134,2136,796,738,323,151,2009,1115,1245,553,181,3089,2900,3813,1595,582,8889,1645,1883,706,173,4412,783,935,322,98,2137,372,482,198,47,1099,204,290,127,40,657,78,89,46,15,224,1398,1692,829,398,4317,165,147,82,37,435,10977,12555,5285,1946,30763,25,42,17,11,86,20,30,4,0,55,98,45,32,16,189,79,61,26,8,171,83,78,35,23,213,497,387,157,82,1120,643,540,241,95,1516,872,922,360,179,2334,2463,2623,1230,447,6764,1770,2267,864,359,5255,1378,1549,520,151,3606,687,982,338,102,2114,601,756,281,73,1706,181,228,99,50,559,1420,1616,752,329,4118,162,121,74,25,378,10963,12250,5022,1948,30185,36,30,7,7,82,34,11,13,4,56,29,25,13,5,73,31,7,4,3,45,134,116,57,29,343,191,152,66,43,451
6GHOB,25,12,12,4,53,21,29,8,3,64,39,35,10,3,89,45,39,6,7,97,166,104,36,35,341,470,393,147,76,1079,480,362,132,70,1040,653,660,243,92,1646,2126,2410,928,317,5776,1420,1750,555,133,3852,877,1074,305,97,2354,491,627,208,50,1378,306,471,185,39,998,114,145,53,27,336,1030,1244,567,280,3120,110,89,47,34,279,8383,9435,3434,1260,22513,19,19,16,3,54,10,18,3,0,31,40,26,12,7,94,40,28,12,5,83,56,45,19,15,127,281,194,95,56,628,364,258,92,59,781,530,459,183,92,1259,1696,1548,631,238,4109,1439,1696,536,185,3853,1351,1472,480,124,3425,789,998,346,107,2238,825,1165,334,93,2412,280,396,152,52,883,999,1134,493,216,2846,88,76,32,15,216,8801,9534,3433,1266,23032,29,23,6,0,64,10,7,3,3,23,35,17,7,0,55,17,5,5,0,28,71,55,18,16,161,121,99,47,22,289
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,88,93,48,14,241,106,111,37,11,272,116,77,38,30,257,121,111,45,23,296,383,296,165,90,929,860,868,408,207,2342,799,801,322,185,2104,1192,1313,583,259,3347,3760,4997,2254,918,11922,2564,3168,1351,454,7538,1539,1752,739,248,4278,1134,1690,729,260,3815,727,909,385,110,2128,249,317,125,32,722,2561,3062,1659,854,8137,311,338,189,109,945,16514,19893,9066,3800,49279,119,113,48,23,297,52,28,19,9,101,154,103,53,30,350,93,100,56,18,269,121,124,70,37,359,520,386,200,145,1244,582,556,269,151,1552,835,945,416,194,2389,2624,2954,1410,608,7594,2526,3275,1387,529,7712,2040,2352,893,354,5644,2129,3061,1310,416,6917,2027,2481,967,269,5739,909,1051,440,140,2541,2980,3678,1725,802,9184,286,335,157,92,872,18008,21537,9419,3813,52771,66,70,20,13,166,49,34,23,6,117,82,54,27,9,172,47,24,24,3,95,235,188,86,39,548,248,205,113,59,621
5GPER,263,234,98,37,640,228,231,97,35,587,255,227,91,48,626,357,308,138,64,869,743,572,279,174,1761,2252,1989,776,365,5380,2423,2217,842,331,5811,3909,3947,1446,542,9846,14000,17247,6463,2161,39873,10566,13109,4731,1387,29797,6868,8166,2867,828,18731,5584,8741,3381,859,18571,3972,5926,2350,565,12820,1302,2116,1002,303,4717,9056,12101,5574,2155,28886,881,935,475,246,2538,62659,78073,30613,10096,181442,364,374,135,60,930,174,131,71,35,403,329,301,128,84,845,223,226,103,69,619,417,312,140,89,954,1073,796,384,269,2524,1809,1384,570,313,4078,2907,2625,949,465,6945,9785,10039,3771,1385,24982,10439,12691,4564,1538,29225,9639,10890,3482,1073,25079,9840,15137,5496,1467,31937,10343,14210,4761,1114,30433,5094,7313,2852,726,15985,11125,13603,5911,2222,32858,820,923,369,204,2310,74372,90947,33687,11111,210112,518,474,179,92,1258,177,169,41,32,426,347,236,101,57,742,231,154,61,37,491,712,489,235,164,1597,1022,808,285,207,2321
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,86,81,55,12,238,99,90,45,16,240,133,88,47,18,295,134,111,45,21,314,442,294,131,75,939,1017,957,413,173,2565,865,886,379,150,2280,1167,1361,603,231,3357,3539,4639,2179,731,11082,2103,2434,1007,268,5809,1020,1233,446,122,2817,496,611,295,76,1479,296,355,144,45,847,109,130,54,28,322,1734,2006,1085,448,5275,225,227,127,51,625,13471,15501,7068,2458,38486,61,67,28,13,173,36,32,13,6,82,150,86,51,11,292,72,69,25,20,194,94,113,67,32,306,586,450,237,82,1360,751,615,281,120,1772,1000,1091,529,188,2815,2806,3331,1545,545,8228,2121,2765,1190,381,6454,1612,1896,772,206,4481,937,1215,519,120,2792,767,934,425,92,2210,231,308,133,44,720,1767,2029,987,375,5152,197,213,108,53,577,13185,15220,6911,2293,37604,55,50,17,14,130,47,35,7,3,94,67,31,28,16,139,26,16,9,9,59,181,144,78,24,427,244,175,86,53,560
4GADE,196,170,54,21,449,213,195,95,32,529,252,229,86,38,614,319,264,106,52,737,963,689,325,179,2155,2482,2060,737,312,5592,2456,2222,771,272,5723,3614,3800,1266,449,9127,12115,14900,5060,1518,33593,8842,10413,3239,857,23354,5231,6441,1930,444,14046,3077,4589,1571,373,9610,2129,3413,1202,306,7044,715,1082,468,143,2410,5624,7193,3230,1177,17221,646,659,269,113,1694,48881,58323,20408,6285,133890,273,198,75,47,587,118,129,24,16,288,380,251,111,47,791,222,225,80,37,565,452,294,115,69,927,1439,1060,413,247,3152,2215,1673,629,250,4764,3148,2763,998,377,7276,9746,9860,3447,1152,24200,8669,10533,3409,1057,23671,7537,8984,2608,618,19752,4837,6994,2404,535,14772,5036,7526,2343,493,15399,1988,3111,1053,317,6467,5579,7079,2882,1152,16688,548,637,213,128,1532,52183,61296,20811,6549,140834,322,246,84,76,725,133,90,48,22,289,251,169,48,42,513,156,129,35,23,343,611,514,198,145,1474,845,701,294,176,2012
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,424,365,118,45,954,407,375,116,63,955,464,369,162,86,1086,588,533,185,97,1404,1495,1040,457,265,3262,4778,3614,1630,702,10721,4274,3857,1643,745,10523,6360,6513,2727,1171,16773,20244,24386,10614,4314,59555,13178,15275,6145,2104,36703,7173,8515,3171,942,19810,4372,6186,2551,712,13821,2838,3659,1532,456,8488,1047,1228,544,193,3023,11186,13093,6459,3136,33872,1427,1460,674,364,3933,80265,90484,38729,15398,224880,480,443,174,85,1183,196,188,82,23,482,649,483,196,103,1435,469,361,167,74,1065,701,536,237,115,1593,2572,1820,769,442,5605,3667,2840,1252,615,8373,5338,5032,2194,1150,13718,16256,16669,7283,3263,43478,14001,16284,6824,2625,39733,11439,13143,4581,1655,30810,7997,11369,4561,1469,25401,7835,10088,3783,1110,22824,3013,3700,1452,489,8650,12345,14311,6552,2946,36149,1562,1544,666,367,4145,88523,98815,40772,16536,244637,424,410,149,71,1054,230,165,71,45,516,357,242,98,54,748,244,151,59,21,476,878,675,309,202,2064,1308,989,418,254,2966
3GBRI,295,271,107,35,716,285,307,92,32,721,350,284,108,50,796,443,351,147,76,1010,1010,747,322,208,2284,3194,2467,1038,494,7197,3434,2933,1171,519,8054,5280,5138,2142,845,13403,18806,22191,9015,3526,53536,14492,16562,6192,2012,39267,8787,10751,3735,1035,24307,6080,8979,3662,996,19720,4325,6522,2787,768,14405,1517,2246,1048,342,5155,8880,11087,5601,2627,28190,1048,1170,525,321,3062,78235,92008,37691,13896,221827,415,312,138,75,936,186,150,50,20,410,465,417,179,104,1170,313,315,110,76,819,591,471,192,122,1379,1682,1285,543,350,3850,2754,2210,900,525,6384,4303,3832,1489,861,10488,14089,14175,5952,2756,36966,14017,16007,6158,2492,38680,13231,14742,5039,1571,34584,10015,14489,5664,1526,31695,10878,14887,5305,1385,32455,4720,6859,2697,755,15040,9345,11540,5286,2406,28583,1127,1195,506,299,3120,88136,102892,40202,15327,246559,449,347,150,108,1061,190,160,49,38,440,307,228,79,54,666,232,141,56,41,463,772,597,257,204,1830,1160,821,339,255,2573
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,204,199,100,35,541,241,267,121,42,667,360,263,120,59,800,380,335,162,58,937,1132,834,408,181,2557,3309,2917,1312,576,8122,3052,3049,1354,518,7969,4298,4845,2217,826,12181,12588,17015,8329,2945,40880,7673,9422,4519,1407,23026,3907,4839,2113,659,11521,2094,3044,1403,402,6931,1371,1732,900,263,4264,468,516,257,120,1365,6062,7395,4253,1920,19627,863,942,509,219,2526,47993,57613,28079,10235,143922,228,219,104,51,605,120,105,47,12,285,422,286,123,63,895,256,255,97,59,668,410,359,151,65,993,1616,1243,595,333,3789,2499,2161,955,437,6048,3560,3742,1691,705,9704,10694,11846,5779,2131,30451,8326,10712,4778,1673,25491,6402,7862,3263,945,18463,3703,5272,2468,751,12192,3448,4432,1989,538,10398,1096,1452,745,246,3537,6286,7296,3955,1636,19169,887,861,475,219,2437,49955,58096,27205,9870,145125,216,208,94,56,575,119,116,38,25,302,230,158,75,35,499,137,74,39,20,266,533,425,237,124,1323,802,607,254,147,1814
2GMEL,806,879,287,133,2107,926,892,328,179,2327,1146,961,418,198,2721,1350,1230,482,209,3265,2921,2348,1118,676,7064,7960,6846,2792,1113,18712,7191,7383,2760,979,18319,11301,11521,4267,1402,28488,36618,44967,16607,5038,103234,26572,32556,11689,3242,74060,16251,20806,7217,1781,46061,12413,20252,7895,1816,42372,9542,15353,6051,1472,32410,3615,5531,2402,635,12183,18236,25305,12675,5219,61436,2564,3100,1426,664,7754,159408,199933,78418,24759,462517,1220,1012,363,193,2787,548,445,134,62,1191,1531,1196,504,271,3506,1034,965,381,213,2592,1801,1386,597,269,4050,4468,3645,1619,880,10613,7016,5942,2199,1037,16193,9876,9711,3594,1412,24590,30790,31806,11436,3899,77934,27757,33886,11997,3407,77050,23551,28113,8991,2343,63000,18492,28798,10745,2647,60681,19435,29710,10424,2276,61850,9814,15308,5863,1398,32384,18598,24987,11670,4466,59719,2831,3056,1311,602,7803,178767,219965,81829,25384,505943,1501,1291,483,289,3565,577,441,181,95,1299,1021,799,299,201,2315,769,505,191,109,1574,2113,1782,811,512,5218,3095,2668,1072,689,7525
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,397,325,172,79,973,488,427,171,73,1161,669,527,248,110,1552,748,676,311,150,1888,2402,1608,754,422,5193,6586,5243,2371,1077,15272,5240,5117,2220,910,13490,7730,8008,3732,1343,20806,22854,28605,13169,4772,69394,14786,18331,7688,2382,43185,8229,10116,4167,1116,23623,5034,7337,3107,934,16414,3287,4608,2157,599,10652,1040,1312,626,226,3207,11917,14478,7781,3800,37968,1450,1475,728,402,4053,92845,108192,49400,18407,268841,440,378,153,71,1046,175,200,82,21,471,685,502,232,108,1521,435,407,182,111,1134,797,585,270,153,1811,3033,2266,1019,553,6872,4375,3394,1610,682,10061,6243,5953,2726,1233,16156,18659,18466,8603,3562,49293,15220,18082,7918,2840,44056,12063,14779,5767,1912,34522,7902,11425,4966,1513,25806,8206,11494,4517,1209,25425,3138,4046,1825,540,9545,12089,13988,7260,3100,36437,1423,1386,666,332,3805,94883,107361,47787,17936,267963,376,291,124,71,863,186,173,64,23,443,380,218,110,50,754,215,114,52,31,415,928,688,345,189,2149,1254,1009,435,219,2916
1GSYD,1115,977,395,160,2640,1051,975,384,226,2634,1301,1112,493,286,3193,1678,1522,644,321,4162,3118,2663,1287,831,7899,8366,7813,3297,1545,21022,7638,7221,3042,1344,19244,10906,10463,4345,1857,27566,36711,41126,16190,5962,99989,28881,32637,11837,3841,77199,20251,23581,7772,2228,53837,17632,26546,10301,2688,57169,14786,21962,8418,2148,47316,6880,9637,4063,1203,21786,20989,28025,14397,6682,70094,2725,3001,1426,872,8019,184025,219257,88297,32186,523766,1451,1131,438,208,3228,601,486,205,82,1366,1679,1344,584,335,3942,1241,1123,539,277,3187,2157,1791,744,392,5080,5093,4267,1986,1130,12472,7502,6678,2745,1341,18270,10134,9993,4091,1960,26178,30270,29012,11909,4953,76147,28485,31134,11574,4211,75410,25902,28536,9653,2907,66997,22241,33128,12604,3389,71358,26054,36705,12612,3115,78487,15560,22681,8354,2199,48792,20546,26618,12763,5608,65536,2656,2760,1346,683,7442,201570,237374,92155,32786,563885,1510,1190,500,280,3479,477,425,150,95,1144,956,745,299,195,2193,764,527,212,127,1628,2083,1865,853,503,5310,3198,2748,1348,754,8047
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
