GCCSA_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
6RTAS,52,16,14,3,3,90,503,53,39,16,3,616,5854,1324,513,118,49,7859,21643,9436,8871,2797,847,43586,5495,3317,4421,3058,1523,17808,473,139,99,40,30,770,34015,14283,13958,6026,2455,70734,0,0,0,0,0,0,57,3,0,0,0,56,502,92,21,3,0,609,136,54,47,9,4,249,22,12,17,14,0,73,21,0,0,0,0,20,734,162,77,28,7,1008,6,0,0,0,0,9,186,9,7,0,0,207,1216,229,41,3,0,1494,187,73,51,18,3,330,20,17,16,6,7,68,48,8,3,0,0,57,1658,336,119,35,9,2154,37,6,10,0,0,50,79,10,4,0,0,91,102,24,20,4,0,150,84,35,34,10,4,161,27,10,20,12,3,80,9,7,0,0,0,16,336,88,81,35,10,553,3,0,0,0,0,3,36748,14868,14236,6122,2479,74455,59,16,18,3,3,96,566,69,41,10,10,695,6012,1328,487,101,40,7976,22517,9172
6GHOB,13,5,0,3,0,30,244,30,10,9,0,289,3688,909,324,59,17,4998,13059,6984,6068,1590,570,28270,3910,2758,3999,2284,1115,14058,285,74,63,22,32,476,21202,10755,10462,3966,1736,48121,3,0,0,0,0,3,94,8,4,0,0,98,809,170,47,4,0,1031,288,153,83,22,10,556,47,23,50,22,8,156,33,4,3,4,3,47,1281,358,180,49,26,1894,10,0,0,0,0,11,235,16,3,0,0,253,1285,256,62,9,4,1618,263,112,72,20,9,474,41,22,19,15,5,101,46,9,3,3,0,66,1873,420,162,45,26,2520,4,0,0,0,0,6,22,3,0,0,0,30,29,12,11,3,0,58,26,13,20,8,3,71,3,11,12,7,0,37,10,0,0,0,0,10,93,40,40,21,4,203,5,0,0,0,0,10,24459,11585,10853,4080,1786,52751,17,6,3,3,0,27,277,41,20,12,4,356,3759,937,351,69,19,5130,14076,6955
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,93,16,20,10,12,143,543,82,70,23,11,733,5137,1239,663,190,103,7335,23636,9868,9021,3047,1618,47195,14702,8357,11174,6532,3375,44136,643,219,207,128,148,1340,44745,19788,21159,9919,5265,100877,4,3,0,0,0,5,144,15,5,0,0,166,942,193,57,27,8,1229,1223,513,369,117,57,2276,188,115,133,82,50,565,65,20,12,6,16,118,2564,863,572,240,132,4370,6,0,0,0,0,11,133,5,0,0,0,143,789,158,48,17,3,1017,496,229,127,38,13,908,36,23,28,16,11,109,35,8,4,0,3,54,1497,428,212,68,35,2240,252,25,33,12,13,334,560,47,12,10,8,628,328,100,60,23,9,510,259,85,81,35,21,480,121,31,40,33,13,244,95,12,8,3,11,129,1623,296,233,112,66,2327,27,11,9,3,9,58,50457,21381,22179,10344,5512,109871,81,34,21,16,13,167,707,74,59,24,19,884,5489,1316,641,183,128,7759,25292,10122
5GPER,69,41,28,19,20,175,705,90,81,21,13,908,11569,2680,1162,247,70,15730,66916,29504,22588,5607,1769,126391,60216,41944,57860,28352,11906,200282,1811,608,552,324,235,3534,141287,74874,82275,34579,14010,347015,21,10,0,0,0,32,462,29,4,3,0,501,6407,903,249,41,3,7598,11724,3986,1998,421,119,18249,1311,827,973,436,174,3717,322,78,48,14,15,481,20250,5830,3270,913,319,30576,59,8,0,4,0,69,1361,130,21,4,3,1518,5833,975,242,39,3,7092,3865,1171,596,129,40,5794,215,160,132,63,52,609,214,44,25,11,0,291,11546,2482,1014,241,98,15378,66,12,4,3,0,89,240,8,0,0,0,252,392,44,18,7,6,471,149,40,39,14,10,256,53,29,69,28,13,186,18,0,3,0,0,28,926,139,136,54,32,1282,77,30,27,16,4,161,174083,83351,86726,35800,14465,394426,133,72,57,32,17,310,863,136,65,33,18,1115,11931,2869,1276,319,94,16493,68667,31430
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,43,11,9,6,3,76,647,55,28,18,7,758,7296,1312,575,125,48,9355,28333,10511,9879,3227,1123,53070,7618,4492,5929,4148,1859,24049,562,149,116,59,46,926,44503,16527,16539,7582,3084,88237,0,0,0,0,0,0,50,5,0,0,0,55,681,100,34,3,0,816,1589,708,477,187,74,3040,103,78,92,68,60,408,60,14,9,4,3,94,2494,903,606,268,136,4413,0,7,0,0,0,3,99,8,0,0,0,103,844,105,26,8,0,982,198,72,37,15,11,339,21,8,17,3,3,51,31,4,0,0,0,35,1194,204,82,30,11,1517,42,9,7,7,3,62,185,5,4,4,0,200,124,34,30,5,0,192,177,73,51,22,10,337,56,26,28,24,9,148,51,16,9,7,3,84,639,169,131,63,32,1024,15,4,4,3,0,28,48844,17807,17363,7945,3261,95225,63,5,10,3,3,83,649,75,29,18,5,773,7321,1177,502,141,53,9196,30402,10223
4GADE,71,28,26,9,9,144,936,106,70,24,15,1150,16203,3943,1492,273,56,21977,77946,39225,35680,8365,2507,163722,19076,15468,24157,13989,5825,78521,1480,456,372,169,94,2581,115717,59226,61799,22833,8514,268084,19,6,0,0,0,26,487,28,13,0,0,527,7389,1179,278,51,12,8917,7450,3407,1887,543,163,13447,425,297,405,253,218,1594,262,65,46,19,16,403,16028,4986,2635,866,404,24915,27,3,0,0,0,40,861,61,7,0,0,935,7630,1574,462,92,19,9783,1647,648,278,73,28,2670,79,44,64,29,7,223,193,42,11,3,4,258,10444,2370,828,199,64,13901,36,0,0,0,0,45,96,5,5,3,0,108,114,36,9,5,0,161,102,54,55,12,0,223,20,28,27,17,17,103,26,0,3,0,0,27,395,123,97,35,17,665,70,53,44,13,8,200,142650,66762,65406,23941,9005,307771,96,56,48,17,28,240,937,125,97,27,18,1201,14923,3478,1495,290,87,20269,79925,39717
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,418,112,93,45,28,703,2933,439,250,98,49,3777,24810,6382,3103,883,372,35547,112573,50522,44971,14661,5949,228681,55603,35365,47825,28700,15454,182934,2755,912,771,365,372,5184,199092,93734,97011,44757,22233,456827,34,10,0,0,0,39,494,30,11,5,3,538,9039,1751,511,97,27,11428,9674,4423,2585,652,211,17555,926,607,750,439,258,2983,312,94,49,18,10,482,20475,6916,3904,1211,517,33027,78,3,4,0,3,93,2215,153,29,6,3,2410,16146,3721,1072,204,94,21222,5176,1997,1152,339,132,8787,396,161,227,146,88,1013,539,106,63,24,16,739,24547,6136,2544,716,326,34269,482,75,61,20,15,651,1615,123,49,13,12,1817,1205,330,179,50,30,1797,833,281,256,84,43,1491,334,109,151,119,66,781,252,38,24,11,13,330,4717,948,721,292,182,6865,226,113,79,46,34,501,249063,107846,104265,47022,23289,531493,416,147,103,41,28,742,3174,454,228,99,54,4007,24756,5916,2784,824,354,34639,117182,50230
3GBRI,114,44,50,27,30,264,1086,174,101,47,24,1437,16202,4263,1756,414,137,22768,94170,48343,40181,11913,4510,199120,52806,40391,56990,31988,16473,198655,1876,737,741,380,402,4135,166259,93950,99826,44770,21581,426382,19,4,0,3,0,20,390,31,10,3,0,431,6336,1135,313,61,14,7861,7365,3820,1975,484,186,13827,481,332,453,267,136,1667,215,68,33,16,3,331,14797,5389,2786,829,343,24149,92,3,0,0,0,99,2337,148,21,0,0,2503,13611,2782,750,112,29,17288,4072,1694,818,196,70,6846,229,136,159,85,35,652,321,73,31,14,12,453,20661,4834,1783,407,149,27830,85,20,5,0,0,110,461,33,6,4,0,502,513,116,47,10,4,699,216,95,75,37,9,432,64,47,40,49,18,216,53,6,3,3,4,73,1392,310,181,99,40,2024,55,19,23,9,0,104,203161,104508,104597,46109,22105,480489,156,99,62,38,50,412,1164,245,120,58,42,1634,15937,3988,1761,418,141,22239,92847,47270
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,130,50,38,14,9,239,1433,177,108,57,14,1783,20313,4394,1924,488,133,27246,94876,39908,36744,12107,3667,187306,30065,17744,24849,18215,8543,99411,2116,561,473,258,151,3556,148927,62831,64130,31135,12516,319541,5,0,0,0,0,7,157,5,0,0,0,168,2680,417,93,16,3,3207,1453,606,438,134,30,2668,260,136,157,128,63,744,96,24,10,3,3,133,4649,1187,702,284,98,6925,29,0,0,0,0,29,558,42,3,3,0,610,4765,817,200,31,14,5831,1071,459,239,77,24,1876,83,46,58,46,21,258,158,29,7,0,3,198,6663,1401,515,156,65,8796,104,13,4,7,3,133,404,27,18,0,4,445,497,152,69,25,12,742,415,140,202,69,31,850,147,82,97,65,33,422,76,7,4,0,3,102,1636,420,390,165,81,2697,42,16,13,9,4,74,161922,65852,65748,31748,12763,338037,161,67,43,22,13,309,1545,208,120,43,26,1940,20528,4408,1796,448,148,27330,99655,39956
2GMEL,180,120,123,66,53,547,1862,309,194,71,36,2471,36151,10940,5056,1055,266,53470,171983,103255,103550,27475,9500,415764,62368,54574,88050,57163,25902,288061,4390,1700,1595,878,670,9234,276931,170905,198563,86708,36433,769536,36,16,7,10,3,74,1571,93,22,8,0,1695,21858,5474,1731,290,65,29418,19320,11245,8489,2019,655,41738,2098,1924,2894,1700,831,9446,713,206,126,51,32,1120,45603,18956,13268,4073,1591,83489,279,34,10,3,0,325,7819,653,91,15,3,8582,33371,9089,2935,609,180,46182,9636,5851,3755,1123,565,20930,494,384,486,311,162,1841,929,307,161,72,42,1515,52535,16308,7438,2146,955,79378,39,5,8,5,0,55,310,29,12,0,0,354,660,203,99,33,11,1003,374,253,247,92,60,1021,96,75,115,70,42,391,43,13,15,9,7,90,1519,580,492,205,122,2912,71,30,26,14,4,139,376656,206783,219782,93141,39100,935459,298,192,199,104,98,896,2043,393,239,100,56,2833,35777,11292,5663,1144,351,54224,176754,105172
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,350,95,78,34,33,601,3146,485,277,126,41,4067,38200,9488,4411,1079,363,53533,147591,64323,56936,18424,5927,293200,71209,41441,56578,36502,18011,223734,3704,1092,852,476,365,6487,264187,116927,119134,56643,24741,581629,21,4,0,0,0,25,431,25,4,3,0,468,8641,1593,413,61,17,10732,8687,3640,2093,559,183,15163,835,461,589,335,214,2432,353,64,42,14,7,480,18965,5791,3144,975,421,29301,48,4,0,0,0,58,1421,119,22,4,0,1573,11209,2487,699,131,37,14561,3830,1618,984,228,83,6738,364,214,239,122,73,1013,408,92,41,16,5,561,17286,4537,1984,507,197,24511,247,42,42,9,0,339,1091,62,38,11,8,1207,2262,373,153,44,16,2850,977,347,315,128,53,1820,303,163,221,130,67,886,180,22,22,10,0,234,5061,1019,784,328,138,7333,157,60,60,30,14,323,305653,128335,125111,58480,25515,643093,361,120,101,40,31,653,3233,488,274,127,62,4180,36952,8897,4096,1063,338,51349,150216,62652
1GSYD,218,112,97,69,73,576,2192,399,260,101,62,3015,33094,11695,6563,1676,571,53601,132185,83244,83712,27762,11595,338506,76003,66020,104461,64669,35322,346482,3850,1653,1629,997,952,9082,247546,163131,196735,95283,48577,751265,106,20,22,10,4,170,1760,147,33,6,6,1954,18850,6271,2768,587,144,28609,25468,17528,14153,4222,1782,63141,3389,3277,4605,2506,1675,15459,758,368,249,138,88,1596,50325,27610,21827,7470,3699,110930,886,95,29,10,5,1024,14806,1263,225,29,7,16332,67978,28621,13097,2970,848,113516,13751,8679,6814,2136,890,32262,741,529,678,412,265,2620,1732,678,417,160,82,3066,99884,39865,21262,5710,2092,168820,55,3,4,3,0,71,377,32,9,5,0,420,955,334,180,41,20,1534,413,290,263,100,50,1121,120,110,133,87,83,542,59,19,12,6,5,100,1983,792,598,247,164,3781,250,139,136,45,33,604,399984,231535,240557,108760,54570,1035406,266,166,174,110,106,821,2308,539,313,146,124,3436,29327,11042,6486,1812,747,49422,126638,79484
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
