SA2_NAME16	Year	EduInstitutionType	students
Queanbeyan - East	2011		374
Queanbeyan - East	2011	Infants/Primary	304
Queanbeyan - East	2011	Pre-school	43
Queanbeyan - East	2011	Secondary	200
Queanbeyan - East	2011	Technical or Further Educational Institution	175
Queanbeyan - East	2011	University or other tertiary	233
Queanbeyan - East	2016		341
Queanbeyan - East	2016	Infants/Primary	288
Queanbeyan - East	2016	Pre-school	70
Queanbeyan - East	2016	Secondary	215
Queanbeyan - East	2016	Technical or Further Educational Institution	114
Queanbeyan - East	2016	University or other tertiary	249
Queanbeyan Region	2006		930
Queanbeyan Region	2006	Infants/Primary	1315
Queanbeyan Region	2006	Pre-school	222
Queanbeyan Region	2006	Secondary	1160
Queanbeyan Region	2006	Technical or Further Educational Institution	305
Queanbeyan Region	2006	University or other tertiary	363
Queanbeyan Region	2011		969
Queanbeyan Region	2011	Infants/Primary	1410
Queanbeyan Region	2011	Pre-school	274
Queanbeyan Region	2011	Secondary	1153
Queanbeyan Region	2011	Technical or Further Educational Institution	290
Queanbeyan Region	2011	University or other tertiary	479
Queanbeyan Region	2016		1777
Queanbeyan Region	2016	Infants/Primary	1622
Queanbeyan Region	2016	Pre-school	281
Queanbeyan Region	2016	Secondary	1285
Queanbeyan Region	2016	Technical or Further Educational Institution	337
Queanbeyan Region	2016	University or other tertiary	574
Queanbeyan West - Jerrabomberra	2006		766
Queanbeyan West - Jerrabomberra	2006	Infants/Primary	1488
Queanbeyan West - Jerrabomberra	2006	Pre-school	264
Queanbeyan West - Jerrabomberra	2006	Secondary	905
Queanbeyan West - Jerrabomberra	2006	Technical or Further Educational Institution	249
Queanbeyan West - Jerrabomberra	2006	University or other tertiary	443
Queanbeyan West - Jerrabomberra	2011		557
Queanbeyan West - Jerrabomberra	2011	Infants/Primary	1425
Queanbeyan West - Jerrabomberra	2011	Pre-school	233
Queanbeyan West - Jerrabomberra	2011	Secondary	1156
Queanbeyan West - Jerrabomberra	2011	Technical or Further Educational Institution	305
Queanbeyan West - Jerrabomberra	2011	University or other tertiary	517
Queanbeyan West - Jerrabomberra	2016		649
Queanbeyan West - Jerrabomberra	2016	Infants/Primary	1412
Queanbeyan West - Jerrabomberra	2016	Pre-school	220
Queanbeyan West - Jerrabomberra	2016	Secondary	1168
Queanbeyan West - Jerrabomberra	2016	Technical or Further Educational Institution	234
Queanbeyan West - Jerrabomberra	2016	University or other tertiary	711
Bombala	2006		174
Bombala	2006	Infants/Primary	239
Bombala	2006	Pre-school	26
Bombala	2006	Secondary	163
Bombala	2006	Technical or Further Educational Institution	33
Bombala	2006	University or other tertiary	23
Bombala	2011		137
Bombala	2011	Infants/Primary	186
Bombala	2011	Pre-school	50
Bombala	2011	Secondary	155
Bombala	2011	Technical or Further Educational Institution	51
Bombala	2011	University or other tertiary	37
Bombala	2016		213
Bombala	2016	Infants/Primary	180
Bombala	2016	Pre-school	35
Bombala	2016	Secondary	106
Bombala	2016	Technical or Further Educational Institution	37
Bombala	2016	University or other tertiary	39
Cooma	2006		723
Cooma	2006	Infants/Primary	653
Cooma	2006	Pre-school	103
Cooma	2006	Secondary	442
Cooma	2006	Technical or Further Educational Institution	224
Cooma	2006	University or other tertiary	85
Cooma	2011		552
Cooma	2011	Infants/Primary	487
Cooma	2011	Pre-school	137
Cooma	2011	Secondary	460
Cooma	2011	Technical or Further Educational Institution	221
Cooma	2011	University or other tertiary	93
Cooma	2016		882
Cooma	2016	Infants/Primary	488
Cooma	2016	Pre-school	102
Cooma	2016	Secondary	371
Cooma	2016	Technical or Further Educational Institution	136
Cooma	2016	University or other tertiary	137
Cooma Region	2006		189
Cooma Region	2006	Infants/Primary	265
Cooma Region	2006	Pre-school	41
Cooma Region	2006	Secondary	194
Cooma Region	2006	Technical or Further Educational Institution	85
Cooma Region	2006	University or other tertiary	35
Cooma Region	2011		214
Cooma Region	2011	Infants/Primary	274
Cooma Region	2011	Pre-school	52
Cooma Region	2011	Secondary	230
Cooma Region	2011	Technical or Further Educational Institution	66
Cooma Region	2011	University or other tertiary	54
Cooma Region	2016		350
Cooma Region	2016	Infants/Primary	267
Cooma Region	2016	Pre-school	38
Cooma Region	2016	Secondary	209
Cooma Region	2016	Technical or Further Educational Institution	52
Cooma Region	2016	University or other tertiary	61
Jindabyne - Berridale	2006		1366
Jindabyne - Berridale	2006	Infants/Primary	460
Jindabyne - Berridale	2006	Pre-school	104
Jindabyne - Berridale	2006	Secondary	375
Jindabyne - Berridale	2006	Technical or Further Educational Institution	161
Jindabyne - Berridale	2006	University or other tertiary	83
Jindabyne - Berridale	2011		1009
Jindabyne - Berridale	2011	Infants/Primary	485
Jindabyne - Berridale	2011	Pre-school	132
Jindabyne - Berridale	2011	Secondary	463
Jindabyne - Berridale	2011	Technical or Further Educational Institution	197
Jindabyne - Berridale	2011	University or other tertiary	135
Jindabyne - Berridale	2016		741
Jindabyne - Berridale	2016	Infants/Primary	608
Jindabyne - Berridale	2016	Pre-school	111
Jindabyne - Berridale	2016	Secondary	441
Jindabyne - Berridale	2016	Technical or Further Educational Institution	149
Jindabyne - Berridale	2016	University or other tertiary	155
Batemans Bay	2006		623
Batemans Bay	2006	Infants/Primary	597
Batemans Bay	2006	Pre-school	112
Batemans Bay	2006	Secondary	462
Batemans Bay	2006	Technical or Further Educational Institution	131
Batemans Bay	2006	University or other tertiary	57
Batemans Bay	2011		674
Batemans Bay	2011	Infants/Primary	533
Batemans Bay	2011	Pre-school	121
Batemans Bay	2011	Secondary	415
Batemans Bay	2011	Technical or Further Educational Institution	122
Batemans Bay	2011	University or other tertiary	79
Batemans Bay	2016		791
Batemans Bay	2016	Infants/Primary	549
Batemans Bay	2016	Pre-school	100
Batemans Bay	2016	Secondary	389
Batemans Bay	2016	Technical or Further Educational Institution	102
Batemans Bay	2016	University or other tertiary	78
Batemans Bay - South	2006		531
Batemans Bay - South	2006	Infants/Primary	588
Batemans Bay - South	2006	Pre-school	96
Batemans Bay - South	2006	Secondary	514
Batemans Bay - South	2006	Technical or Further Educational Institution	124
Batemans Bay - South	2006	University or other tertiary	80
Batemans Bay - South	2011		772
Batemans Bay - South	2011	Infants/Primary	585
Batemans Bay - South	2011	Pre-school	115
Batemans Bay - South	2011	Secondary	508
Batemans Bay - South	2011	Technical or Further Educational Institution	172
Batemans Bay - South	2011	University or other tertiary	93
Batemans Bay - South	2016		883
Batemans Bay - South	2016	Infants/Primary	548
Batemans Bay - South	2016	Pre-school	85
Batemans Bay - South	2016	Secondary	444
Batemans Bay - South	2016	Technical or Further Educational Institution	120
Batemans Bay - South	2016	University or other tertiary	118
Bega - Tathra	2006		543
Bega - Tathra	2006	Infants/Primary	723
Bega - Tathra	2006	Pre-school	106
Bega - Tathra	2006	Secondary	639
Bega - Tathra	2006	Technical or Further Educational Institution	175
Bega - Tathra	2006	University or other tertiary	99
Bega - Tathra	2011		546
Bega - Tathra	2011	Infants/Primary	643
Bega - Tathra	2011	Pre-school	116
Bega - Tathra	2011	Secondary	619
Bega - Tathra	2011	Technical or Further Educational Institution	192
Bega - Tathra	2011	University or other tertiary	135
Bega - Tathra	2016		871
Bega - Tathra	2016	Infants/Primary	701
Bega - Tathra	2016	Pre-school	132
Bega - Tathra	2016	Secondary	501
Bega - Tathra	2016	Technical or Further Educational Institution	110
Bega - Tathra	2016	University or other tertiary	152
Bega-Eden Hinterland	2006		721
Bega-Eden Hinterland	2006	Infants/Primary	888
Bega-Eden Hinterland	2006	Pre-school	139
Bega-Eden Hinterland	2006	Secondary	751
Bega-Eden Hinterland	2006	Technical or Further Educational Institution	173
Bega-Eden Hinterland	2006	University or other tertiary	123
Bega-Eden Hinterland	2011		620
Bega-Eden Hinterland	2011	Infants/Primary	765
Bega-Eden Hinterland	2011	Pre-school	133
Bega-Eden Hinterland	2011	Secondary	725
Bega-Eden Hinterland	2011	Technical or Further Educational Institution	224
Bega-Eden Hinterland	2011	University or other tertiary	139
Bega-Eden Hinterland	2016		761
Bega-Eden Hinterland	2016	Infants/Primary	668
Bega-Eden Hinterland	2016	Pre-school	120
Bega-Eden Hinterland	2016	Secondary	575
Bega-Eden Hinterland	2016	Technical or Further Educational Institution	131
Bega-Eden Hinterland	2016	University or other tertiary	119
Broulee - Tomakin	2006		213
Broulee - Tomakin	2006	Infants/Primary	206
Broulee - Tomakin	2006	Pre-school	39
Broulee - Tomakin	2006	Secondary	213
Broulee - Tomakin	2006	Technical or Further Educational Institution	46
Broulee - Tomakin	2006	University or other tertiary	27
Broulee - Tomakin	2011		238
Broulee - Tomakin	2011	Infants/Primary	204
Broulee - Tomakin	2011	Pre-school	42
Broulee - Tomakin	2011	Secondary	189
Broulee - Tomakin	2011	Technical or Further Educational Institution	53
Broulee - Tomakin	2011	University or other tertiary	74
Broulee - Tomakin	2016		280
Broulee - Tomakin	2016	Infants/Primary	246
Broulee - Tomakin	2016	Pre-school	38
Broulee - Tomakin	2016	Secondary	218
Broulee - Tomakin	2016	Technical or Further Educational Institution	41
Broulee - Tomakin	2016	University or other tertiary	64
Deua - Wadbilliga	2006		0
Deua - Wadbilliga	2006	Infants/Primary	0
Deua - Wadbilliga	2006	Pre-school	0
Deua - Wadbilliga	2006	Secondary	0
Deua - Wadbilliga	2006	Technical or Further Educational Institution	0
Deua - Wadbilliga	2006	University or other tertiary	0
Deua - Wadbilliga	2011		0
Deua - Wadbilliga	2011	Infants/Primary	5
Deua - Wadbilliga	2011	Pre-school	0
Deua - Wadbilliga	2011	Secondary	0
Deua - Wadbilliga	2011	Technical or Further Educational Institution	3
Deua - Wadbilliga	2011	University or other tertiary	0
Deua - Wadbilliga	2016		7
Deua - Wadbilliga	2016	Infants/Primary	0
Deua - Wadbilliga	2016	Pre-school	0
Deua - Wadbilliga	2016	Secondary	0
Deua - Wadbilliga	2016	Technical or Further Educational Institution	0
Deua - Wadbilliga	2016	University or other tertiary	0
Eden	2006		232
Eden	2006	Infants/Primary	264
Eden	2006	Pre-school	46
Eden	2006	Secondary	233
Eden	2006	Technical or Further Educational Institution	60
Eden	2006	University or other tertiary	15
Eden	2011		213
Eden	2011	Infants/Primary	229
Eden	2011	Pre-school	53
Eden	2011	Secondary	214
Eden	2011	Technical or Further Educational Institution	58
Eden	2011	University or other tertiary	28
Eden	2016		327
Eden	2016	Infants/Primary	208
Eden	2016	Pre-school	43
Eden	2016	Secondary	170
Eden	2016	Technical or Further Educational Institution	61
Eden	2016	University or other tertiary	23
Eurobodalla Hinterland	2006		206
Eurobodalla Hinterland	2006	Infants/Primary	237
Eurobodalla Hinterland	2006	Pre-school	26
Eurobodalla Hinterland	2006	Secondary	180
Eurobodalla Hinterland	2006	Technical or Further Educational Institution	54
Eurobodalla Hinterland	2006	University or other tertiary	18
Eurobodalla Hinterland	2011		251
Eurobodalla Hinterland	2011	Infants/Primary	246
Eurobodalla Hinterland	2011	Pre-school	37
Eurobodalla Hinterland	2011	Secondary	246
Eurobodalla Hinterland	2011	Technical or Further Educational Institution	64
Eurobodalla Hinterland	2011	University or other tertiary	33
Eurobodalla Hinterland	2016		284
Eurobodalla Hinterland	2016	Infants/Primary	222
Eurobodalla Hinterland	2016	Pre-school	29
Eurobodalla Hinterland	2016	Secondary	211
Eurobodalla Hinterland	2016	Technical or Further Educational Institution	63
Eurobodalla Hinterland	2016	University or other tertiary	37
Merimbula - Tura Beach	2006		543
Merimbula - Tura Beach	2006	Infants/Primary	684
Merimbula - Tura Beach	2006	Pre-school	146
Merimbula - Tura Beach	2006	Secondary	598
Merimbula - Tura Beach	2006	Technical or Further Educational Institution	159
Merimbula - Tura Beach	2006	University or other tertiary	98
Merimbula - Tura Beach	2011		639
Merimbula - Tura Beach	2011	Infants/Primary	620
Merimbula - Tura Beach	2011	Pre-school	157
Merimbula - Tura Beach	2011	Secondary	589
Merimbula - Tura Beach	2011	Technical or Further Educational Institution	173
Merimbula - Tura Beach	2011	University or other tertiary	117
Merimbula - Tura Beach	2016		955
Merimbula - Tura Beach	2016	Infants/Primary	672
Merimbula - Tura Beach	2016	Pre-school	147
Merimbula - Tura Beach	2016	Secondary	555
Merimbula - Tura Beach	2016	Technical or Further Educational Institution	134
Merimbula - Tura Beach	2016	University or other tertiary	155
Moruya - Tuross Head	2006		539
Moruya - Tuross Head	2006	Infants/Primary	646
Moruya - Tuross Head	2006	Pre-school	117
Moruya - Tuross Head	2006	Secondary	568
Moruya - Tuross Head	2006	Technical or Further Educational Institution	213
Moruya - Tuross Head	2006	University or other tertiary	75
Moruya - Tuross Head	2011		408
Moruya - Tuross Head	2011	Infants/Primary	538
Moruya - Tuross Head	2011	Pre-school	130
Moruya - Tuross Head	2011	Secondary	516
Moruya - Tuross Head	2011	Technical or Further Educational Institution	203
Moruya - Tuross Head	2011	University or other tertiary	88
Moruya - Tuross Head	2016		708
Moruya - Tuross Head	2016	Infants/Primary	504
Moruya - Tuross Head	2016	Pre-school	99
Moruya - Tuross Head	2016	Secondary	414
Moruya - Tuross Head	2016	Technical or Further Educational Institution	130
Moruya - Tuross Head	2016	University or other tertiary	99
Narooma - Bermagui	2006		662
Narooma - Bermagui	2006	Infants/Primary	590
Narooma - Bermagui	2006	Pre-school	133
Narooma - Bermagui	2006	Secondary	560
Narooma - Bermagui	2006	Technical or Further Educational Institution	176
Narooma - Bermagui	2006	University or other tertiary	66
Narooma - Bermagui	2011		686
Narooma - Bermagui	2011	Infants/Primary	530
Narooma - Bermagui	2011	Pre-school	141
Narooma - Bermagui	2011	Secondary	409
Narooma - Bermagui	2011	Technical or Further Educational Institution	198
Narooma - Bermagui	2011	University or other tertiary	90
Narooma - Bermagui	2016		892
Narooma - Bermagui	2016	Infants/Primary	516
Narooma - Bermagui	2016	Pre-school	126
Narooma - Bermagui	2016	Secondary	377
Narooma - Bermagui	2016	Technical or Further Educational Institution	100
Narooma - Bermagui	2016	University or other tertiary	98
Goulburn	2006		2099
Goulburn	2006	Infants/Primary	1730
Goulburn	2006	Pre-school	378
Goulburn	2006	Secondary	1414
Goulburn	2006	Technical or Further Educational Institution	537
Goulburn	2006	University or other tertiary	492
Goulburn	2011		1982
Goulburn	2011	Infants/Primary	1686
Goulburn	2011	Pre-school	411
Goulburn	2011	Secondary	1390
Goulburn	2011	Technical or Further Educational Institution	645
Goulburn	2011	University or other tertiary	414
Goulburn	2016		2431
Goulburn	2016	Infants/Primary	1806
Goulburn	2016	Pre-school	415
Goulburn	2016	Secondary	1306
Goulburn	2016	Technical or Further Educational Institution	483
Goulburn	2016	University or other tertiary	507
Goulburn Region	2006		969
Goulburn Region	2006	Infants/Primary	1008
Goulburn Region	2006	Pre-school	184
Goulburn Region	2006	Secondary	810
Goulburn Region	2006	Technical or Further Educational Institution	270
Goulburn Region	2006	University or other tertiary	132
Goulburn Region	2011		795
Goulburn Region	2011	Infants/Primary	953
Goulburn Region	2011	Pre-school	218
Goulburn Region	2011	Secondary	809
Goulburn Region	2011	Technical or Further Educational Institution	283
Goulburn Region	2011	University or other tertiary	188
Goulburn Region	2016		1237
Goulburn Region	2016	Infants/Primary	1027
Goulburn Region	2016	Pre-school	204
Goulburn Region	2016	Secondary	735
Goulburn Region	2016	Technical or Further Educational Institution	237
Goulburn Region	2016	University or other tertiary	203
Yass	2006		300
Yass	2006	Infants/Primary	556
Yass	2006	Pre-school	136
Yass	2006	Secondary	399
Yass	2006	Technical or Further Educational Institution	163
Yass	2006	University or other tertiary	95
Yass	2011		457
Yass	2011	Infants/Primary	523
Yass	2011	Pre-school	132
Yass	2011	Secondary	425
Yass	2011	Technical or Further Educational Institution	159
Yass	2011	University or other tertiary	166
Yass	2016		644
Yass	2016	Infants/Primary	589
Yass	2016	Pre-school	134
Yass	2016	Secondary	414
Yass	2016	Technical or Further Educational Institution	140
Yass	2016	University or other tertiary	185
Yass Region	2006		603
Yass Region	2006	Infants/Primary	887
Yass Region	2006	Pre-school	169
Yass Region	2006	Secondary	639
Yass Region	2006	Technical or Further Educational Institution	174
Yass Region	2006	University or other tertiary	247
Yass Region	2011		639
Yass Region	2011	Infants/Primary	1055
Yass Region	2011	Pre-school	194
Yass Region	2011	Secondary	798
Yass Region	2011	Technical or Further Educational Institution	195
Yass Region	2011	University or other tertiary	283
Yass Region	2016		849
Yass Region	2016	Infants/Primary	1104
Yass Region	2016	Pre-school	217
Yass Region	2016	Secondary	911
Yass Region	2016	Technical or Further Educational Institution	196
Yass Region	2016	University or other tertiary	366
Young	2006		671
Young	2006	Infants/Primary	1062
Young	2006	Pre-school	186
Young	2006	Secondary	685
Young	2006	Technical or Further Educational Institution	296
Young	2006	University or other tertiary	84
Young	2011		766
Young	2011	Infants/Primary	929
Young	2011	Pre-school	209
Young	2011	Secondary	755
Young	2011	Technical or Further Educational Institution	279
Young	2011	University or other tertiary	107
Young	2016		877
Young	2016	Infants/Primary	1030
Young	2016	Pre-school	215
Young	2016	Secondary	716
Young	2016	Technical or Further Educational Institution	205
Young	2016	University or other tertiary	147
Young Region	2006		385
Young Region	2006	Infants/Primary	756
Young Region	2006	Pre-school	131
Young Region	2006	Secondary	464
Young Region	2006	Technical or Further Educational Institution	157
Young Region	2006	University or other tertiary	58
Young Region	2011		490
Young Region	2011	Infants/Primary	613
Young Region	2011	Pre-school	128
Young Region	2011	Secondary	526
Young Region	2011	Technical or Further Educational Institution	128
Young Region	2011	University or other tertiary	82
Young Region	2016		631
Young Region	2016	Infants/Primary	593
Young Region	2016	Pre-school	116
Young Region	2016	Secondary	429
Young Region	2016	Technical or Further Educational Institution	126
Young Region	2016	University or other tertiary	119
Avoca Beach - Copacabana	2006		547
Avoca Beach - Copacabana	2006	Infants/Primary	689
Avoca Beach - Copacabana	2006	Pre-school	170
Avoca Beach - Copacabana	2006	Secondary	620
Avoca Beach - Copacabana	2006	Technical or Further Educational Institution	174
Avoca Beach - Copacabana	2006	University or other tertiary	199
Avoca Beach - Copacabana	2011		480
Avoca Beach - Copacabana	2011	Infants/Primary	740
Avoca Beach - Copacabana	2011	Pre-school	155
Avoca Beach - Copacabana	2011	Secondary	588
Avoca Beach - Copacabana	2011	Technical or Further Educational Institution	165
Avoca Beach - Copacabana	2011	University or other tertiary	293
Avoca Beach - Copacabana	2016		415
Avoca Beach - Copacabana	2016	Infants/Primary	751
Avoca Beach - Copacabana	2016	Pre-school	173
Avoca Beach - Copacabana	2016	Secondary	625
Avoca Beach - Copacabana	2016	Technical or Further Educational Institution	119
Avoca Beach - Copacabana	2016	University or other tertiary	313
Box Head - MacMasters Beach	2006		846
Box Head - MacMasters Beach	2006	Infants/Primary	960
Box Head - MacMasters Beach	2006	Pre-school	195
Box Head - MacMasters Beach	2006	Secondary	738
Box Head - MacMasters Beach	2006	Technical or Further Educational Institution	205
Box Head - MacMasters Beach	2006	University or other tertiary	222
Box Head - MacMasters Beach	2011		655
Box Head - MacMasters Beach	2011	Infants/Primary	901
Box Head - MacMasters Beach	2011	Pre-school	191
Box Head - MacMasters Beach	2011	Secondary	713
Box Head - MacMasters Beach	2011	Technical or Further Educational Institution	203
Box Head - MacMasters Beach	2011	University or other tertiary	339
Box Head - MacMasters Beach	2016		600
Box Head - MacMasters Beach	2016	Infants/Primary	863
Box Head - MacMasters Beach	2016	Pre-school	213
Box Head - MacMasters Beach	2016	Secondary	724
Box Head - MacMasters Beach	2016	Technical or Further Educational Institution	177
Box Head - MacMasters Beach	2016	University or other tertiary	352
Calga - Kulnura	2006		485
Calga - Kulnura	2006	Infants/Primary	300
Calga - Kulnura	2006	Pre-school	79
Calga - Kulnura	2006	Secondary	248
Calga - Kulnura	2006	Technical or Further Educational Institution	77
Calga - Kulnura	2006	University or other tertiary	61
Calga - Kulnura	2011		385
Calga - Kulnura	2011	Infants/Primary	391
Calga - Kulnura	2011	Pre-school	95
Calga - Kulnura	2011	Secondary	289
Calga - Kulnura	2011	Technical or Further Educational Institution	88
Calga - Kulnura	2011	University or other tertiary	105
Calga - Kulnura	2016		523
Calga - Kulnura	2016	Infants/Primary	325
Calga - Kulnura	2016	Pre-school	56
Calga - Kulnura	2016	Secondary	306
Calga - Kulnura	2016	Technical or Further Educational Institution	93
Calga - Kulnura	2016	University or other tertiary	124
Erina - Green Point	2006		1025
Erina - Green Point	2006	Infants/Primary	1088
Erina - Green Point	2006	Pre-school	216
Erina - Green Point	2006	Secondary	978
Erina - Green Point	2006	Technical or Further Educational Institution	228
Erina - Green Point	2006	University or other tertiary	333
Erina - Green Point	2011		967
Erina - Green Point	2011	Infants/Primary	1042
Erina - Green Point	2011	Pre-school	239
Erina - Green Point	2011	Secondary	1015
Erina - Green Point	2011	Technical or Further Educational Institution	241
Erina - Green Point	2011	University or other tertiary	493
Erina - Green Point	2016		969
Erina - Green Point	2016	Infants/Primary	1047
Erina - Green Point	2016	Pre-school	208
Erina - Green Point	2016	Secondary	915
Erina - Green Point	2016	Technical or Further Educational Institution	196
Erina - Green Point	2016	University or other tertiary	531
Gosford - Springfield	2006		2052
Gosford - Springfield	2006	Infants/Primary	1090
Gosford - Springfield	2006	Pre-school	261
Gosford - Springfield	2006	Secondary	892
Gosford - Springfield	2006	Technical or Further Educational Institution	414
Gosford - Springfield	2006	University or other tertiary	544
Gosford - Springfield	2011		1754
Gosford - Springfield	2011	Infants/Primary	1099
Gosford - Springfield	2011	Pre-school	302
Gosford - Springfield	2011	Secondary	918
Gosford - Springfield	2011	Technical or Further Educational Institution	507
Gosford - Springfield	2011	University or other tertiary	737
Gosford - Springfield	2016		1552
Gosford - Springfield	2016	Infants/Primary	1306
Gosford - Springfield	2016	Pre-school	302
Gosford - Springfield	2016	Secondary	960
Gosford - Springfield	2016	Technical or Further Educational Institution	426
Gosford - Springfield	2016	University or other tertiary	836
Kariong	2006		545
Kariong	2006	Infants/Primary	772
Kariong	2006	Pre-school	212
Kariong	2006	Secondary	664
Kariong	2006	Technical or Further Educational Institution	159
Kariong	2006	University or other tertiary	122
Kariong	2011		389
Kariong	2011	Infants/Primary	691
Kariong	2011	Pre-school	185
Kariong	2011	Secondary	643
Kariong	2011	Technical or Further Educational Institution	176
Kariong	2011	University or other tertiary	203
Kariong	2016		474
Kariong	2016	Infants/Primary	644
Kariong	2016	Pre-school	147
Kariong	2016	Secondary	558
Kariong	2016	Technical or Further Educational Institution	140
Kariong	2016	University or other tertiary	244
Kincumber - Picketts Valley	2006		485
Kincumber - Picketts Valley	2006	Infants/Primary	606
Kincumber - Picketts Valley	2006	Pre-school	130
Kincumber - Picketts Valley	2006	Secondary	613
Kincumber - Picketts Valley	2006	Technical or Further Educational Institution	154
Kincumber - Picketts Valley	2006	University or other tertiary	124
Kincumber - Picketts Valley	2011		458
Kincumber - Picketts Valley	2011	Infants/Primary	547
Kincumber - Picketts Valley	2011	Pre-school	141
Kincumber - Picketts Valley	2011	Secondary	520
Kincumber - Picketts Valley	2011	Technical or Further Educational Institution	125
Kincumber - Picketts Valley	2011	University or other tertiary	230
Kincumber - Picketts Valley	2016		355
Kincumber - Picketts Valley	2016	Infants/Primary	614
Kincumber - Picketts Valley	2016	Pre-school	147
Kincumber - Picketts Valley	2016	Secondary	452
Kincumber - Picketts Valley	2016	Technical or Further Educational Institution	97
Kincumber - Picketts Valley	2016	University or other tertiary	239
Narara	2006		480
Narara	2006	Infants/Primary	710
Narara	2006	Pre-school	144
Narara	2006	Secondary	641
Narara	2006	Technical or Further Educational Institution	165
Narara	2006	University or other tertiary	217
Narara	2011		361
Narara	2011	Infants/Primary	575
Narara	2011	Pre-school	133
Narara	2011	Secondary	547
Narara	2011	Technical or Further Educational Institution	149
Narara	2011	University or other tertiary	270
Narara	2016		353
Narara	2016	Infants/Primary	576
Narara	2016	Pre-school	157
Narara	2016	Secondary	452
Narara	2016	Technical or Further Educational Institution	147
Narara	2016	University or other tertiary	279
Niagara Park - Lisarow	2006		398
Niagara Park - Lisarow	2006	Infants/Primary	777
Niagara Park - Lisarow	2006	Pre-school	180
Niagara Park - Lisarow	2006	Secondary	673
Niagara Park - Lisarow	2006	Technical or Further Educational Institution	158
Niagara Park - Lisarow	2006	University or other tertiary	209
Niagara Park - Lisarow	2011		473
Niagara Park - Lisarow	2011	Infants/Primary	786
Niagara Park - Lisarow	2011	Pre-school	199
Niagara Park - Lisarow	2011	Secondary	686
Niagara Park - Lisarow	2011	Technical or Further Educational Institution	186
Niagara Park - Lisarow	2011	University or other tertiary	332
Niagara Park - Lisarow	2016		361
Niagara Park - Lisarow	2016	Infants/Primary	815
Niagara Park - Lisarow	2016	Pre-school	174
Niagara Park - Lisarow	2016	Secondary	630
Niagara Park - Lisarow	2016	Technical or Further Educational Institution	165
Niagara Park - Lisarow	2016	University or other tertiary	335
Point Clare - Koolewong	2006		535
Point Clare - Koolewong	2006	Infants/Primary	475
Point Clare - Koolewong	2006	Pre-school	98
Point Clare - Koolewong	2006	Secondary	410
Point Clare - Koolewong	2006	Technical or Further Educational Institution	127
Point Clare - Koolewong	2006	University or other tertiary	152
Point Clare - Koolewong	2011		537
Point Clare - Koolewong	2011	Infants/Primary	523
Point Clare - Koolewong	2011	Pre-school	139
Point Clare - Koolewong	2011	Secondary	382
Point Clare - Koolewong	2011	Technical or Further Educational Institution	120
Point Clare - Koolewong	2011	University or other tertiary	215
Point Clare - Koolewong	2016		282
Point Clare - Koolewong	2016	Infants/Primary	524
Point Clare - Koolewong	2016	Pre-school	125
Point Clare - Koolewong	2016	Secondary	388
Point Clare - Koolewong	2016	Technical or Further Educational Institution	126
Point Clare - Koolewong	2016	University or other tertiary	245
Saratoga - Davistown	2006		601
Saratoga - Davistown	2006	Infants/Primary	557
