SA2_NAME16	Year	BornAust	Sex	persons
Deua - Wadbilliga	2011	1	F	25
Deua - Wadbilliga	2011	1	M	22
Deua - Wadbilliga	2016	0	F	0
Deua - Wadbilliga	2016	0	M	0
Deua - Wadbilliga	2016	1	F	11
Deua - Wadbilliga	2016	1	M	7
Eden	2006	0	F	146
Eden	2006	0	M	148
Eden	2006	1	F	1267
Eden	2006	1	M	1243
Eden	2011	0	F	178
Eden	2011	0	M	159
Eden	2011	1	F	1409
Eden	2011	1	M	1325
Eden	2016	0	F	174
Eden	2016	0	M	177
Eden	2016	1	F	1284
Eden	2016	1	M	1244
Eurobodalla Hinterland	2006	0	F	161
Eurobodalla Hinterland	2006	0	M	140
Eurobodalla Hinterland	2006	1	F	1012
Eurobodalla Hinterland	2006	1	M	1098
Eurobodalla Hinterland	2011	0	F	189
Eurobodalla Hinterland	2011	0	M	178
Eurobodalla Hinterland	2011	1	F	1261
Eurobodalla Hinterland	2011	1	M	1376
Eurobodalla Hinterland	2016	0	F	173
Eurobodalla Hinterland	2016	0	M	178
Eurobodalla Hinterland	2016	1	F	1301
Eurobodalla Hinterland	2016	1	M	1340
Merimbula - Tura Beach	2006	0	F	665
Merimbula - Tura Beach	2006	0	M	605
Merimbula - Tura Beach	2006	1	F	3831
Merimbula - Tura Beach	2006	1	M	3696
Merimbula - Tura Beach	2011	0	F	738
Merimbula - Tura Beach	2011	0	M	635
Merimbula - Tura Beach	2011	1	F	4072
Merimbula - Tura Beach	2011	1	M	3850
Merimbula - Tura Beach	2016	0	F	772
Merimbula - Tura Beach	2016	0	M	655
Merimbula - Tura Beach	2016	1	F	4298
Merimbula - Tura Beach	2016	1	M	4016
Moruya - Tuross Head	2006	0	F	486
Moruya - Tuross Head	2006	0	M	500
Moruya - Tuross Head	2006	1	F	3355
Moruya - Tuross Head	2006	1	M	3240
Moruya - Tuross Head	2011	0	F	503
Moruya - Tuross Head	2011	0	M	502
Moruya - Tuross Head	2011	1	F	3182
Moruya - Tuross Head	2011	1	M	3109
Moruya - Tuross Head	2016	0	F	513
Moruya - Tuross Head	2016	0	M	509
Moruya - Tuross Head	2016	1	F	3137
Moruya - Tuross Head	2016	1	M	3120
Narooma - Bermagui	2006	0	F	638
Narooma - Bermagui	2006	0	M	626
Narooma - Bermagui	2006	1	F	3657
Narooma - Bermagui	2006	1	M	3513
Narooma - Bermagui	2011	0	F	633
Narooma - Bermagui	2011	0	M	591
Narooma - Bermagui	2011	1	F	3460
Narooma - Bermagui	2011	1	M	3451
Narooma - Bermagui	2016	0	F	591
Narooma - Bermagui	2016	0	M	605
Narooma - Bermagui	2016	1	F	3496
Narooma - Bermagui	2016	1	M	3377
Goulburn	2006	0	F	614
Goulburn	2006	0	M	754
Goulburn	2006	1	F	9152
Goulburn	2006	1	M	9124
Goulburn	2011	0	F	779
Goulburn	2011	0	M	870
Goulburn	2011	1	F	9478
Goulburn	2011	1	M	9376
Goulburn	2016	0	F	1020
Goulburn	2016	0	M	1126
Goulburn	2016	1	F	9578
Goulburn	2016	1	M	9568
Goulburn Region	2006	0	F	504
Goulburn Region	2006	0	M	531
Goulburn Region	2006	1	F	4608
Goulburn Region	2006	1	M	4811
Goulburn Region	2011	0	F	523
Goulburn Region	2011	0	M	549
Goulburn Region	2011	1	F	4872
Goulburn Region	2011	1	M	5051
Goulburn Region	2016	0	F	568
Goulburn Region	2016	0	M	569
Goulburn Region	2016	1	F	4970
Goulburn Region	2016	1	M	5336
Yass	2006	0	F	241
Yass	2006	0	M	205
Yass	2006	1	F	2660
Yass	2006	1	M	2434
Yass	2011	0	F	291
Yass	2011	0	M	241
Yass	2011	1	F	2803
Yass	2011	1	M	2638
Yass	2016	0	F	287
Yass	2016	0	M	240
Yass	2016	1	F	2857
Yass	2016	1	M	2651
Yass Region	2006	0	F	526
Yass Region	2006	0	M	549
Yass Region	2006	1	F	3695
Yass Region	2006	1	M	3729
Yass Region	2011	0	F	593
Yass Region	2011	0	M	607
Yass Region	2011	1	F	4294
Yass Region	2011	1	M	4361
Yass Region	2016	0	F	662
Yass Region	2016	0	M	621
Yass Region	2016	1	F	4676
Yass Region	2016	1	M	4704
Young	2006	0	F	288
Young	2006	0	M	273
Young	2006	1	F	4706
Young	2006	1	M	4411
Young	2011	0	F	300
Young	2011	0	M	250
Young	2011	1	F	4707
Young	2011	1	M	4395
Young	2016	0	F	334
Young	2016	0	M	286
Young	2016	1	F	4700
Young	2016	1	M	4401
Young Region	2006	0	F	227
Young Region	2006	0	M	165
Young Region	2006	1	F	3220
Young Region	2006	1	M	3339
Young Region	2011	0	F	248
Young Region	2011	0	M	193
Young Region	2011	1	F	3241
Young Region	2011	1	M	3335
Young Region	2016	0	F	277
Young Region	2016	0	M	219
Young Region	2016	1	F	3057
Young Region	2016	1	M	3181
Avoca Beach - Copacabana	2006	0	F	448
Avoca Beach - Copacabana	2006	0	M	461
Avoca Beach - Copacabana	2006	1	F	2773
Avoca Beach - Copacabana	2006	1	M	2740
Avoca Beach - Copacabana	2011	0	F	566
Avoca Beach - Copacabana	2011	0	M	576
Avoca Beach - Copacabana	2011	1	F	2796
Avoca Beach - Copacabana	2011	1	M	2720
Avoca Beach - Copacabana	2016	0	F	616
Avoca Beach - Copacabana	2016	0	M	663
Avoca Beach - Copacabana	2016	1	F	2842
Avoca Beach - Copacabana	2016	1	M	2824
Box Head - MacMasters Beach	2006	0	F	675
Box Head - MacMasters Beach	2006	0	M	644
Box Head - MacMasters Beach	2006	1	F	4160
Box Head - MacMasters Beach	2006	1	M	4128
Box Head - MacMasters Beach	2011	0	F	725
Box Head - MacMasters Beach	2011	0	M	724
Box Head - MacMasters Beach	2011	1	F	4238
Box Head - MacMasters Beach	2011	1	M	4109
Box Head - MacMasters Beach	2016	0	F	824
Box Head - MacMasters Beach	2016	0	M	799
Box Head - MacMasters Beach	2016	1	F	4350
Box Head - MacMasters Beach	2016	1	M	4177
Calga - Kulnura	2006	0	F	284
Calga - Kulnura	2006	0	M	313
Calga - Kulnura	2006	1	F	1386
Calga - Kulnura	2006	1	M	1516
Calga - Kulnura	2011	0	F	307
Calga - Kulnura	2011	0	M	327
Calga - Kulnura	2011	1	F	1724
Calga - Kulnura	2011	1	M	1754
Calga - Kulnura	2016	0	F	341
Calga - Kulnura	2016	0	M	364
Calga - Kulnura	2016	1	F	1654
Calga - Kulnura	2016	1	M	1819
Erina - Green Point	2006	0	F	1198
Erina - Green Point	2006	0	M	1087
Erina - Green Point	2006	1	F	5481
Erina - Green Point	2006	1	M	4628
Erina - Green Point	2011	0	F	1324
Erina - Green Point	2011	0	M	1136
Erina - Green Point	2011	1	F	5625
Erina - Green Point	2011	1	M	4857
Erina - Green Point	2016	0	F	1464
Erina - Green Point	2016	0	M	1277
Erina - Green Point	2016	1	F	5441
Erina - Green Point	2016	1	M	4803
Gosford - Springfield	2006	0	F	1368
Gosford - Springfield	2006	0	M	1306
Gosford - Springfield	2006	1	F	6455
Gosford - Springfield	2006	1	M	5909
Gosford - Springfield	2011	0	F	1726
Gosford - Springfield	2011	0	M	1617
Gosford - Springfield	2011	1	F	7014
Gosford - Springfield	2011	1	M	6255
Gosford - Springfield	2016	0	F	2092
Gosford - Springfield	2016	0	M	1899
Gosford - Springfield	2016	1	F	6870
Gosford - Springfield	2016	1	M	6554
Kariong	2006	0	F	515
Kariong	2006	0	M	548
Kariong	2006	1	F	2554
Kariong	2006	1	M	2536
Kariong	2011	0	F	540
Kariong	2011	0	M	507
Kariong	2011	1	F	2606
Kariong	2011	1	M	2572
Kariong	2016	0	F	561
Kariong	2016	0	M	559
Kariong	2016	1	F	2441
Kariong	2016	1	M	2510
Kincumber - Picketts Valley	2006	0	F	516
Kincumber - Picketts Valley	2006	0	M	444
Kincumber - Picketts Valley	2006	1	F	3136
Kincumber - Picketts Valley	2006	1	M	2696
Kincumber - Picketts Valley	2011	0	F	566
Kincumber - Picketts Valley	2011	0	M	464
Kincumber - Picketts Valley	2011	1	F	3097
Kincumber - Picketts Valley	2011	1	M	2685
Kincumber - Picketts Valley	2016	0	F	621
Kincumber - Picketts Valley	2016	0	M	493
Kincumber - Picketts Valley	2016	1	F	3142
Kincumber - Picketts Valley	2016	1	M	2699
Narara	2006	0	F	525
Narara	2006	0	M	528
Narara	2006	1	F	2898
Narara	2006	1	M	2736
Narara	2011	0	F	515
Narara	2011	0	M	497
Narara	2011	1	F	2699
Narara	2011	1	M	2538
Narara	2016	0	F	590
Narara	2016	0	M	536
Narara	2016	1	F	2658
Narara	2016	1	M	2582
Niagara Park - Lisarow	2006	0	F	510
Niagara Park - Lisarow	2006	0	M	487
Niagara Park - Lisarow	2006	1	F	2854
Niagara Park - Lisarow	2006	1	M	2766
Niagara Park - Lisarow	2011	0	F	587
Niagara Park - Lisarow	2011	0	M	570
Niagara Park - Lisarow	2011	1	F	3319
Niagara Park - Lisarow	2011	1	M	3260
Niagara Park - Lisarow	2016	0	F	640
Niagara Park - Lisarow	2016	0	M	591
Niagara Park - Lisarow	2016	1	F	3280
Niagara Park - Lisarow	2016	1	M	3189
Point Clare - Koolewong	2006	0	F	545
Point Clare - Koolewong	2006	0	M	531
Point Clare - Koolewong	2006	1	F	2397
Point Clare - Koolewong	2006	1	M	2311
Point Clare - Koolewong	2011	0	F	598
Point Clare - Koolewong	2011	0	M	573
Point Clare - Koolewong	2011	1	F	2411
Point Clare - Koolewong	2011	1	M	2294
Point Clare - Koolewong	2016	0	F	627
Point Clare - Koolewong	2016	0	M	560
Point Clare - Koolewong	2016	1	F	2440
Point Clare - Koolewong	2016	1	M	2322
Saratoga - Davistown	2006	0	F	391
Saratoga - Davistown	2006	0	M	398
Saratoga - Davistown	2006	1	F	2681
Saratoga - Davistown	2006	1	M	2497
Saratoga - Davistown	2011	0	F	405
Saratoga - Davistown	2011	0	M	412
Saratoga - Davistown	2011	1	F	2899
Saratoga - Davistown	2011	1	M	2674
Saratoga - Davistown	2016	0	F	448
Saratoga - Davistown	2016	0	M	438
Saratoga - Davistown	2016	1	F	2965
Saratoga - Davistown	2016	1	M	2764
Terrigal - North Avoca	2006	0	F	1069
Terrigal - North Avoca	2006	0	M	1066
Terrigal - North Avoca	2006	1	F	4668
Terrigal - North Avoca	2006	1	M	4370
Terrigal - North Avoca	2011	0	F	1191
Terrigal - North Avoca	2011	0	M	1173
Terrigal - North Avoca	2011	1	F	4803
Terrigal - North Avoca	2011	1	M	4596
Terrigal - North Avoca	2016	0	F	1311
Terrigal - North Avoca	2016	0	M	1254
Terrigal - North Avoca	2016	1	F	5161
Terrigal - North Avoca	2016	1	M	4964
Umina - Booker Bay - Patonga	2006	0	F	1311
Umina - Booker Bay - Patonga	2006	0	M	1241
Umina - Booker Bay - Patonga	2006	1	F	8721
Umina - Booker Bay - Patonga	2006	1	M	7898
Umina - Booker Bay - Patonga	2011	0	F	1601
Umina - Booker Bay - Patonga	2011	0	M	1466
Umina - Booker Bay - Patonga	2011	1	F	9395
Umina - Booker Bay - Patonga	2011	1	M	8573
Umina - Booker Bay - Patonga	2016	0	F	1881
Umina - Booker Bay - Patonga	2016	0	M	1700
Umina - Booker Bay - Patonga	2016	1	F	9438
Umina - Booker Bay - Patonga	2016	1	M	8743
Wamberal - Forresters Beach	2006	0	F	543
Wamberal - Forresters Beach	2006	0	M	569
Wamberal - Forresters Beach	2006	1	F	3859
Wamberal - Forresters Beach	2006	1	M	3677
Wamberal - Forresters Beach	2011	0	F	614
Wamberal - Forresters Beach	2011	0	M	614
Wamberal - Forresters Beach	2011	1	F	3810
Wamberal - Forresters Beach	2011	1	M	3652
Wamberal - Forresters Beach	2016	0	F	652
Wamberal - Forresters Beach	2016	0	M	659
Wamberal - Forresters Beach	2016	1	F	4039
Wamberal - Forresters Beach	2016	1	M	3904
Woy Woy - Blackwall	2006	0	F	920
Woy Woy - Blackwall	2006	0	M	799
Woy Woy - Blackwall	2006	1	F	5305
Woy Woy - Blackwall	2006	1	M	4822
Woy Woy - Blackwall	2011	0	F	1103
Woy Woy - Blackwall	2011	0	M	917
Woy Woy - Blackwall	2011	1	F	5373
Woy Woy - Blackwall	2011	1	M	4973
Woy Woy - Blackwall	2016	0	F	1269
Woy Woy - Blackwall	2016	0	M	1047
Woy Woy - Blackwall	2016	1	F	5448
Woy Woy - Blackwall	2016	1	M	5095
Wyoming	2006	0	F	939
Wyoming	2006	0	M	911
Wyoming	2006	1	F	4799
Wyoming	2006	1	M	4317
Wyoming	2011	0	F	964
Wyoming	2011	0	M	903
Wyoming	2011	1	F	4645
Wyoming	2011	1	M	4158
Wyoming	2016	0	F	1064
Wyoming	2016	0	M	980
Wyoming	2016	1	F	4539
Wyoming	2016	1	M	4117
Bateau Bay - Killarney Vale	2006	0	F	1194
Bateau Bay - Killarney Vale	2006	0	M	1012
Bateau Bay - Killarney Vale	2006	1	F	9332
Bateau Bay - Killarney Vale	2006	1	M	8190
Bateau Bay - Killarney Vale	2011	0	F	1285
Bateau Bay - Killarney Vale	2011	0	M	1049
Bateau Bay - Killarney Vale	2011	1	F	9623
Bateau Bay - Killarney Vale	2011	1	M	8567
Bateau Bay - Killarney Vale	2016	0	F	1281
Bateau Bay - Killarney Vale	2016	0	M	1076
Bateau Bay - Killarney Vale	2016	1	F	9540
Bateau Bay - Killarney Vale	2016	1	M	8680
Blue Haven - San Remo	2006	0	F	605
Blue Haven - San Remo	2006	0	M	562
Blue Haven - San Remo	2006	1	F	4346
Blue Haven - San Remo	2006	1	M	4149
Blue Haven - San Remo	2011	0	F	597
Blue Haven - San Remo	2011	0	M	560
Blue Haven - San Remo	2011	1	F	4663
Blue Haven - San Remo	2011	1	M	4459
Blue Haven - San Remo	2016	0	F	597
Blue Haven - San Remo	2016	0	M	518
Blue Haven - San Remo	2016	1	F	4771
Blue Haven - San Remo	2016	1	M	4537
Budgewoi - Buff Point - Halekulani	2006	0	F	516
Budgewoi - Buff Point - Halekulani	2006	0	M	486
Budgewoi - Buff Point - Halekulani	2006	1	F	3654
Budgewoi - Buff Point - Halekulani	2006	1	M	3491
Budgewoi - Buff Point - Halekulani	2011	0	F	512
Budgewoi - Buff Point - Halekulani	2011	0	M	483
Budgewoi - Buff Point - Halekulani	2011	1	F	3858
Budgewoi - Buff Point - Halekulani	2011	1	M	3714
Budgewoi - Buff Point - Halekulani	2016	0	F	503
Budgewoi - Buff Point - Halekulani	2016	0	M	483
Budgewoi - Buff Point - Halekulani	2016	1	F	3909
Budgewoi - Buff Point - Halekulani	2016	1	M	3824
Chittaway Bay - Tumbi Umbi	2006	0	F	862
Chittaway Bay - Tumbi Umbi	2006	0	M	828
Chittaway Bay - Tumbi Umbi	2006	1	F	6386
Chittaway Bay - Tumbi Umbi	2006	1	M	5961
Chittaway Bay - Tumbi Umbi	2011	0	F	858
Chittaway Bay - Tumbi Umbi	2011	0	M	820
Chittaway Bay - Tumbi Umbi	2011	1	F	6715
Chittaway Bay - Tumbi Umbi	2011	1	M	6239
Chittaway Bay - Tumbi Umbi	2016	0	F	915
Chittaway Bay - Tumbi Umbi	2016	0	M	898
Chittaway Bay - Tumbi Umbi	2016	1	F	6664
Chittaway Bay - Tumbi Umbi	2016	1	M	6188
Gorokan - Kanwal - Charmhaven	2006	0	F	1212
Gorokan - Kanwal - Charmhaven	2006	0	M	1173
Gorokan - Kanwal - Charmhaven	2006	1	F	8529
Gorokan - Kanwal - Charmhaven	2006	1	M	7724
Gorokan - Kanwal - Charmhaven	2011	0	F	1292
Gorokan - Kanwal - Charmhaven	2011	0	M	1143
Gorokan - Kanwal - Charmhaven	2011	1	F	8962
Gorokan - Kanwal - Charmhaven	2011	1	M	8258
Gorokan - Kanwal - Charmhaven	2016	0	F	1383
Gorokan - Kanwal - Charmhaven	2016	0	M	1193
Gorokan - Kanwal - Charmhaven	2016	1	F	9044
Gorokan - Kanwal - Charmhaven	2016	1	M	8531
Jilliby - Yarramalong	2006	0	F	139
Jilliby - Yarramalong	2006	0	M	143
Jilliby - Yarramalong	2006	1	F	1117
Jilliby - Yarramalong	2006	1	M	1075
Jilliby - Yarramalong	2011	0	F	159
Jilliby - Yarramalong	2011	0	M	183
Jilliby - Yarramalong	2011	1	F	1234
Jilliby - Yarramalong	2011	1	M	1222
Jilliby - Yarramalong	2016	0	F	171
Jilliby - Yarramalong	2016	0	M	188
Jilliby - Yarramalong	2016	1	F	1342
Jilliby - Yarramalong	2016	1	M	1346
Lake Munmorah - Mannering Park	2006	0	F	548
Lake Munmorah - Mannering Park	2006	0	M	520
Lake Munmorah - Mannering Park	2006	1	F	4083
Lake Munmorah - Mannering Park	2006	1	M	3858
Lake Munmorah - Mannering Park	2011	0	F	609
Lake Munmorah - Mannering Park	2011	0	M	543
Lake Munmorah - Mannering Park	2011	1	F	4355
Lake Munmorah - Mannering Park	2011	1	M	4116
Lake Munmorah - Mannering Park	2016	0	F	635
Lake Munmorah - Mannering Park	2016	0	M	572
Lake Munmorah - Mannering Park	2016	1	F	4507
Lake Munmorah - Mannering Park	2016	1	M	4284
Ourimbah - Fountaindale	2006	0	F	327
Ourimbah - Fountaindale	2006	0	M	312
Ourimbah - Fountaindale	2006	1	F	1830
Ourimbah - Fountaindale	2006	1	M	1823
Ourimbah - Fountaindale	2011	0	F	360
Ourimbah - Fountaindale	2011	0	M	308
Ourimbah - Fountaindale	2011	1	F	1977
Ourimbah - Fountaindale	2011	1	M	1969
Ourimbah - Fountaindale	2016	0	F	379
Ourimbah - Fountaindale	2016	0	M	341
Ourimbah - Fountaindale	2016	1	F	1952
Ourimbah - Fountaindale	2016	1	M	1957
Summerland Point - Gwandalan	2006	0	F	268
Summerland Point - Gwandalan	2006	0	M	294
Summerland Point - Gwandalan	2006	1	F	2085
Summerland Point - Gwandalan	2006	1	M	2119
Summerland Point - Gwandalan	2011	0	F	288
Summerland Point - Gwandalan	2011	0	M	308
Summerland Point - Gwandalan	2011	1	F	2311
Summerland Point - Gwandalan	2011	1	M	2301
Summerland Point - Gwandalan	2016	0	F	304
Summerland Point - Gwandalan	2016	0	M	324
Summerland Point - Gwandalan	2016	1	F	2426
Summerland Point - Gwandalan	2016	1	M	2439
The Entrance	2006	0	F	659
The Entrance	2006	0	M	603
The Entrance	2006	1	F	4715
The Entrance	2006	1	M	4423
The Entrance	2011	0	F	875
The Entrance	2011	0	M	756
The Entrance	2011	1	F	5797
The Entrance	2011	1	M	5385
The Entrance	2016	0	F	1012
The Entrance	2016	0	M	864
The Entrance	2016	1	F	6045
The Entrance	2016	1	M	5707
Toukley - Norah Head	2006	0	F	555
Toukley - Norah Head	2006	0	M	463
Toukley - Norah Head	2006	1	F	3690
Toukley - Norah Head	2006	1	M	3600
Toukley - Norah Head	2011	0	F	564
Toukley - Norah Head	2011	0	M	464
Toukley - Norah Head	2011	1	F	3795
Toukley - Norah Head	2011	1	M	3615
Toukley - Norah Head	2016	0	F	555
Toukley - Norah Head	2016	0	M	489
Toukley - Norah Head	2016	1	F	3949
Toukley - Norah Head	2016	1	M	3847
Tuggerah - Kangy Angy	2006	0	F	401
Tuggerah - Kangy Angy	2006	0	M	406
Tuggerah - Kangy Angy	2006	1	F	2006
Tuggerah - Kangy Angy	2006	1	M	1860
Tuggerah - Kangy Angy	2011	0	F	444
Tuggerah - Kangy Angy	2011	0	M	427
Tuggerah - Kangy Angy	2011	1	F	2034
Tuggerah - Kangy Angy	2011	1	M	1926
Tuggerah - Kangy Angy	2016	0	F	514
Tuggerah - Kangy Angy	2016	0	M	465
Tuggerah - Kangy Angy	2016	1	F	2047
Tuggerah - Kangy Angy	2016	1	M	1960
Warnervale - Wadalba	2006	0	F	726
Warnervale - Wadalba	2006	0	M	711
Warnervale - Wadalba	2006	1	F	3954
Warnervale - Wadalba	2006	1	M	3671
Warnervale - Wadalba	2011	0	F	941
Warnervale - Wadalba	2011	0	M	908
Warnervale - Wadalba	2011	1	F	5170
Warnervale - Wadalba	2011	1	M	4844
Warnervale - Wadalba	2016	0	F	1173
Warnervale - Wadalba	2016	0	M	1108
Warnervale - Wadalba	2016	1	F	6349
Warnervale - Wadalba	2016	1	M	5941
Wyong	2006	0	F	524
Wyong	2006	0	M	508
Wyong	2006	1	F	3004
Wyong	2006	1	M	2914
Wyong	2011	0	F	637
Wyong	2011	0	M	591
Wyong	2011	1	F	3262
Wyong	2011	1	M	3158
Wyong	2016	0	F	709
Wyong	2016	0	M	618
Wyong	2016	1	F	3447
Wyong	2016	1	M	3358
Bathurst	2006	0	F	820
Bathurst	2006	0	M	904
Bathurst	2006	1	F	9531
Bathurst	2006	1	M	9422
Bathurst	2011	0	F	918
Bathurst	2011	0	M	1118
Bathurst	2011	1	F	9940
Bathurst	2011	1	M	9670
Bathurst	2016	0	F	1087
Bathurst	2016	0	M	1158
Bathurst	2016	1	F	9927
