SA2_NAME16	Year	IndigenousStatus	persons
Queanbeyan Region	2016	Torres Strait Islander	3
Queanbeyan West - Jerrabomberra	2006	Aboriginal	169
Queanbeyan West - Jerrabomberra	2006	Both Aboriginal & Torres Strait Islander	4
Queanbeyan West - Jerrabomberra	2006	Non-indigenous	11528
Queanbeyan West - Jerrabomberra	2006	Torres Strait Islander	0
Queanbeyan West - Jerrabomberra	2011	Aboriginal	272
Queanbeyan West - Jerrabomberra	2011	Both Aboriginal & Torres Strait Islander	7
Queanbeyan West - Jerrabomberra	2011	Non-indigenous	12285
Queanbeyan West - Jerrabomberra	2011	Torres Strait Islander	8
Queanbeyan West - Jerrabomberra	2016	Aboriginal	332
Queanbeyan West - Jerrabomberra	2016	Both Aboriginal & Torres Strait Islander	10
Queanbeyan West - Jerrabomberra	2016	Non-indigenous	12297
Queanbeyan West - Jerrabomberra	2016	Torres Strait Islander	4
Bombala	2006	Aboriginal	32
Bombala	2006	Both Aboriginal & Torres Strait Islander	0
Bombala	2006	Non-indigenous	2501
Bombala	2006	Torres Strait Islander	5
Bombala	2011	Aboriginal	38
Bombala	2011	Both Aboriginal & Torres Strait Islander	6
Bombala	2011	Non-indigenous	2372
Bombala	2011	Torres Strait Islander	3
Bombala	2016	Aboriginal	49
Bombala	2016	Both Aboriginal & Torres Strait Islander	0
Bombala	2016	Non-indigenous	2341
Bombala	2016	Torres Strait Islander	0
Cooma	2006	Aboriginal	120
Cooma	2006	Both Aboriginal & Torres Strait Islander	4
Cooma	2006	Non-indigenous	6662
Cooma	2006	Torres Strait Islander	3
Cooma	2011	Aboriginal	195
Cooma	2011	Both Aboriginal & Torres Strait Islander	6
Cooma	2011	Non-indigenous	6466
Cooma	2011	Torres Strait Islander	10
Cooma	2016	Aboriginal	204
Cooma	2016	Both Aboriginal & Torres Strait Islander	3
Cooma	2016	Non-indigenous	6529
Cooma	2016	Torres Strait Islander	6
Cooma Region	2006	Aboriginal	33
Cooma Region	2006	Both Aboriginal & Torres Strait Islander	0
Cooma Region	2006	Non-indigenous	2724
Cooma Region	2006	Torres Strait Islander	0
Cooma Region	2011	Aboriginal	55
Cooma Region	2011	Both Aboriginal & Torres Strait Islander	0
Cooma Region	2011	Non-indigenous	3120
Cooma Region	2011	Torres Strait Islander	0
Cooma Region	2016	Aboriginal	66
Cooma Region	2016	Both Aboriginal & Torres Strait Islander	0
Cooma Region	2016	Non-indigenous	3210
Cooma Region	2016	Torres Strait Islander	4
Jindabyne - Berridale	2006	Aboriginal	45
Jindabyne - Berridale	2006	Both Aboriginal & Torres Strait Islander	0
Jindabyne - Berridale	2006	Non-indigenous	6354
Jindabyne - Berridale	2006	Torres Strait Islander	7
Jindabyne - Berridale	2011	Aboriginal	57
Jindabyne - Berridale	2011	Both Aboriginal & Torres Strait Islander	0
Jindabyne - Berridale	2011	Non-indigenous	6599
Jindabyne - Berridale	2011	Torres Strait Islander	8
Jindabyne - Berridale	2016	Aboriginal	78
Jindabyne - Berridale	2016	Both Aboriginal & Torres Strait Islander	0
Jindabyne - Berridale	2016	Non-indigenous	6863
Jindabyne - Berridale	2016	Torres Strait Islander	10
Batemans Bay	2006	Aboriginal	312
Batemans Bay	2006	Both Aboriginal & Torres Strait Islander	0
Batemans Bay	2006	Non-indigenous	7223
Batemans Bay	2006	Torres Strait Islander	5
Batemans Bay	2011	Aboriginal	426
Batemans Bay	2011	Both Aboriginal & Torres Strait Islander	0
Batemans Bay	2011	Non-indigenous	7070
Batemans Bay	2011	Torres Strait Islander	8
Batemans Bay	2016	Aboriginal	582
Batemans Bay	2016	Both Aboriginal & Torres Strait Islander	4
Batemans Bay	2016	Non-indigenous	7096
Batemans Bay	2016	Torres Strait Islander	10
Batemans Bay - South	2006	Aboriginal	224
Batemans Bay - South	2006	Both Aboriginal & Torres Strait Islander	0
Batemans Bay - South	2006	Non-indigenous	7653
Batemans Bay - South	2006	Torres Strait Islander	3
Batemans Bay - South	2011	Aboriginal	276
Batemans Bay - South	2011	Both Aboriginal & Torres Strait Islander	0
Batemans Bay - South	2011	Non-indigenous	7942
Batemans Bay - South	2011	Torres Strait Islander	5
Batemans Bay - South	2016	Aboriginal	339
Batemans Bay - South	2016	Both Aboriginal & Torres Strait Islander	8
Batemans Bay - South	2016	Non-indigenous	8003
Batemans Bay - South	2016	Torres Strait Islander	8
Bega - Tathra	2006	Aboriginal	284
Bega - Tathra	2006	Both Aboriginal & Torres Strait Islander	0
Bega - Tathra	2006	Non-indigenous	7274
Bega - Tathra	2006	Torres Strait Islander	9
Bega - Tathra	2011	Aboriginal	267
Bega - Tathra	2011	Both Aboriginal & Torres Strait Islander	9
Bega - Tathra	2011	Non-indigenous	7766
Bega - Tathra	2011	Torres Strait Islander	4
Bega - Tathra	2016	Aboriginal	323
Bega - Tathra	2016	Both Aboriginal & Torres Strait Islander	3
Bega - Tathra	2016	Non-indigenous	8079
Bega - Tathra	2016	Torres Strait Islander	0
Bega-Eden Hinterland	2006	Aboriginal	114
Bega-Eden Hinterland	2006	Both Aboriginal & Torres Strait Islander	0
Bega-Eden Hinterland	2006	Non-indigenous	8746
Bega-Eden Hinterland	2006	Torres Strait Islander	8
Bega-Eden Hinterland	2011	Aboriginal	182
Bega-Eden Hinterland	2011	Both Aboriginal & Torres Strait Islander	3
Bega-Eden Hinterland	2011	Non-indigenous	8575
Bega-Eden Hinterland	2011	Torres Strait Islander	7
Bega-Eden Hinterland	2016	Aboriginal	207
Bega-Eden Hinterland	2016	Both Aboriginal & Torres Strait Islander	11
Bega-Eden Hinterland	2016	Non-indigenous	8570
Bega-Eden Hinterland	2016	Torres Strait Islander	5
Broulee - Tomakin	2006	Aboriginal	71
Broulee - Tomakin	2006	Both Aboriginal & Torres Strait Islander	8
Broulee - Tomakin	2006	Non-indigenous	2430
Broulee - Tomakin	2006	Torres Strait Islander	7
Broulee - Tomakin	2011	Aboriginal	69
Broulee - Tomakin	2011	Both Aboriginal & Torres Strait Islander	4
Broulee - Tomakin	2011	Non-indigenous	2750
Broulee - Tomakin	2011	Torres Strait Islander	4
Broulee - Tomakin	2016	Aboriginal	112
Broulee - Tomakin	2016	Both Aboriginal & Torres Strait Islander	3
Broulee - Tomakin	2016	Non-indigenous	3170
Broulee - Tomakin	2016	Torres Strait Islander	0
Deua - Wadbilliga	2006	Aboriginal	0
Deua - Wadbilliga	2006	Both Aboriginal & Torres Strait Islander	0
Deua - Wadbilliga	2006	Non-indigenous	0
Deua - Wadbilliga	2006	Torres Strait Islander	0
Deua - Wadbilliga	2011	Aboriginal	0
Deua - Wadbilliga	2011	Both Aboriginal & Torres Strait Islander	0
Deua - Wadbilliga	2011	Non-indigenous	57
Deua - Wadbilliga	2011	Torres Strait Islander	0
Deua - Wadbilliga	2016	Aboriginal	0
Deua - Wadbilliga	2016	Both Aboriginal & Torres Strait Islander	0
Deua - Wadbilliga	2016	Non-indigenous	25
Deua - Wadbilliga	2016	Torres Strait Islander	0
Eden	2006	Aboriginal	199
Eden	2006	Both Aboriginal & Torres Strait Islander	5
Eden	2006	Non-indigenous	2802
Eden	2006	Torres Strait Islander	3
Eden	2011	Aboriginal	226
Eden	2011	Both Aboriginal & Torres Strait Islander	4
Eden	2011	Non-indigenous	2969
Eden	2011	Torres Strait Islander	8
Eden	2016	Aboriginal	216
Eden	2016	Both Aboriginal & Torres Strait Islander	4
Eden	2016	Non-indigenous	2991
Eden	2016	Torres Strait Islander	5
Eurobodalla Hinterland	2006	Aboriginal	209
Eurobodalla Hinterland	2006	Both Aboriginal & Torres Strait Islander	13
Eurobodalla Hinterland	2006	Non-indigenous	2361
Eurobodalla Hinterland	2006	Torres Strait Islander	0
Eurobodalla Hinterland	2011	Aboriginal	231
Eurobodalla Hinterland	2011	Both Aboriginal & Torres Strait Islander	3
Eurobodalla Hinterland	2011	Non-indigenous	2970
Eurobodalla Hinterland	2011	Torres Strait Islander	7
Eurobodalla Hinterland	2016	Aboriginal	266
Eurobodalla Hinterland	2016	Both Aboriginal & Torres Strait Islander	10
Eurobodalla Hinterland	2016	Non-indigenous	3018
Eurobodalla Hinterland	2016	Torres Strait Islander	7
Merimbula - Tura Beach	2006	Aboriginal	114
Merimbula - Tura Beach	2006	Both Aboriginal & Torres Strait Islander	3
Merimbula - Tura Beach	2006	Non-indigenous	9074
Merimbula - Tura Beach	2006	Torres Strait Islander	3
Merimbula - Tura Beach	2011	Aboriginal	154
Merimbula - Tura Beach	2011	Both Aboriginal & Torres Strait Islander	0
Merimbula - Tura Beach	2011	Non-indigenous	9625
Merimbula - Tura Beach	2011	Torres Strait Islander	0
Merimbula - Tura Beach	2016	Aboriginal	197
Merimbula - Tura Beach	2016	Both Aboriginal & Torres Strait Islander	0
Merimbula - Tura Beach	2016	Non-indigenous	10421
Merimbula - Tura Beach	2016	Torres Strait Islander	0
Moruya - Tuross Head	2006	Aboriginal	353
Moruya - Tuross Head	2006	Both Aboriginal & Torres Strait Islander	7
Moruya - Tuross Head	2006	Non-indigenous	7611
Moruya - Tuross Head	2006	Torres Strait Islander	5
Moruya - Tuross Head	2011	Aboriginal	398
Moruya - Tuross Head	2011	Both Aboriginal & Torres Strait Islander	6
Moruya - Tuross Head	2011	Non-indigenous	7204
Moruya - Tuross Head	2011	Torres Strait Islander	8
Moruya - Tuross Head	2016	Aboriginal	365
Moruya - Tuross Head	2016	Both Aboriginal & Torres Strait Islander	13
Moruya - Tuross Head	2016	Non-indigenous	7587
Moruya - Tuross Head	2016	Torres Strait Islander	3
Narooma - Bermagui	2006	Aboriginal	404
Narooma - Bermagui	2006	Both Aboriginal & Torres Strait Islander	3
Narooma - Bermagui	2006	Non-indigenous	8535
Narooma - Bermagui	2006	Torres Strait Islander	4
Narooma - Bermagui	2011	Aboriginal	405
Narooma - Bermagui	2011	Both Aboriginal & Torres Strait Islander	3
Narooma - Bermagui	2011	Non-indigenous	8216
Narooma - Bermagui	2011	Torres Strait Islander	8
Narooma - Bermagui	2016	Aboriginal	422
Narooma - Bermagui	2016	Both Aboriginal & Torres Strait Islander	7
Narooma - Bermagui	2016	Non-indigenous	8546
Narooma - Bermagui	2016	Torres Strait Islander	3
Goulburn	2006	Aboriginal	478
Goulburn	2006	Both Aboriginal & Torres Strait Islander	7
Goulburn	2006	Non-indigenous	20268
Goulburn	2006	Torres Strait Islander	22
Goulburn	2011	Aboriginal	624
Goulburn	2011	Both Aboriginal & Torres Strait Islander	5
Goulburn	2011	Non-indigenous	20827
Goulburn	2011	Torres Strait Islander	29
Goulburn	2016	Aboriginal	932
Goulburn	2016	Both Aboriginal & Torres Strait Islander	23
Goulburn	2016	Non-indigenous	21910
Goulburn	2016	Torres Strait Islander	25
Goulburn Region	2006	Aboriginal	143
Goulburn Region	2006	Both Aboriginal & Torres Strait Islander	6
Goulburn Region	2006	Non-indigenous	11143
Goulburn Region	2006	Torres Strait Islander	8
Goulburn Region	2011	Aboriginal	200
Goulburn Region	2011	Both Aboriginal & Torres Strait Islander	0
Goulburn Region	2011	Non-indigenous	11407
Goulburn Region	2011	Torres Strait Islander	8
Goulburn Region	2016	Aboriginal	330
Goulburn Region	2016	Both Aboriginal & Torres Strait Islander	5
Goulburn Region	2016	Non-indigenous	12327
Goulburn Region	2016	Torres Strait Islander	8
Yass	2006	Aboriginal	159
Yass	2006	Both Aboriginal & Torres Strait Islander	4
Yass	2006	Non-indigenous	5568
Yass	2006	Torres Strait Islander	4
Yass	2011	Aboriginal	197
Yass	2011	Both Aboriginal & Torres Strait Islander	0
Yass	2011	Non-indigenous	6131
Yass	2011	Torres Strait Islander	3
Yass	2016	Aboriginal	247
Yass	2016	Both Aboriginal & Torres Strait Islander	3
Yass	2016	Non-indigenous	6256
Yass	2016	Torres Strait Islander	0
Yass Region	2006	Aboriginal	66
Yass Region	2006	Both Aboriginal & Torres Strait Islander	3
Yass Region	2006	Non-indigenous	8966
Yass Region	2006	Torres Strait Islander	11
Yass Region	2011	Aboriginal	106
Yass Region	2011	Both Aboriginal & Torres Strait Islander	7
Yass Region	2011	Non-indigenous	10281
Yass Region	2011	Torres Strait Islander	3
Yass Region	2016	Aboriginal	175
Yass Region	2016	Both Aboriginal & Torres Strait Islander	4
Yass Region	2016	Non-indigenous	11321
Yass Region	2016	Torres Strait Islander	5
Young	2006	Aboriginal	229
Young	2006	Both Aboriginal & Torres Strait Islander	3
Young	2006	Non-indigenous	9930
Young	2006	Torres Strait Islander	24
Young	2011	Aboriginal	331
Young	2011	Both Aboriginal & Torres Strait Islander	0
Young	2011	Non-indigenous	9946
Young	2011	Torres Strait Islander	3
Young	2016	Aboriginal	442
Young	2016	Both Aboriginal & Torres Strait Islander	0
Young	2016	Non-indigenous	10150
Young	2016	Torres Strait Islander	9
Young Region	2006	Aboriginal	186
Young Region	2006	Both Aboriginal & Torres Strait Islander	4
Young Region	2006	Non-indigenous	7068
Young Region	2006	Torres Strait Islander	8
Young Region	2011	Aboriginal	230
Young Region	2011	Both Aboriginal & Torres Strait Islander	6
Young Region	2011	Non-indigenous	7153
Young Region	2011	Torres Strait Islander	5
Young Region	2016	Aboriginal	339
Young Region	2016	Both Aboriginal & Torres Strait Islander	8
Young Region	2016	Non-indigenous	6963
Young Region	2016	Torres Strait Islander	13
Avoca Beach - Copacabana	2006	Aboriginal	72
Avoca Beach - Copacabana	2006	Both Aboriginal & Torres Strait Islander	3
Avoca Beach - Copacabana	2006	Non-indigenous	6791
Avoca Beach - Copacabana	2006	Torres Strait Islander	3
Avoca Beach - Copacabana	2011	Aboriginal	119
Avoca Beach - Copacabana	2011	Both Aboriginal & Torres Strait Islander	0
Avoca Beach - Copacabana	2011	Non-indigenous	6886
Avoca Beach - Copacabana	2011	Torres Strait Islander	5
Avoca Beach - Copacabana	2016	Aboriginal	121
Avoca Beach - Copacabana	2016	Both Aboriginal & Torres Strait Islander	3
Avoca Beach - Copacabana	2016	Non-indigenous	7185
Avoca Beach - Copacabana	2016	Torres Strait Islander	3
Box Head - MacMasters Beach	2006	Aboriginal	134
Box Head - MacMasters Beach	2006	Both Aboriginal & Torres Strait Islander	0
Box Head - MacMasters Beach	2006	Non-indigenous	10178
Box Head - MacMasters Beach	2006	Torres Strait Islander	7
Box Head - MacMasters Beach	2011	Aboriginal	171
Box Head - MacMasters Beach	2011	Both Aboriginal & Torres Strait Islander	6
Box Head - MacMasters Beach	2011	Non-indigenous	10158
Box Head - MacMasters Beach	2011	Torres Strait Islander	3
Box Head - MacMasters Beach	2016	Aboriginal	261
Box Head - MacMasters Beach	2016	Both Aboriginal & Torres Strait Islander	3
Box Head - MacMasters Beach	2016	Non-indigenous	10412
Box Head - MacMasters Beach	2016	Torres Strait Islander	13
Calga - Kulnura	2006	Aboriginal	45
Calga - Kulnura	2006	Both Aboriginal & Torres Strait Islander	0
Calga - Kulnura	2006	Non-indigenous	3888
Calga - Kulnura	2006	Torres Strait Islander	0
Calga - Kulnura	2011	Aboriginal	87
Calga - Kulnura	2011	Both Aboriginal & Torres Strait Islander	0
Calga - Kulnura	2011	Non-indigenous	4331
Calga - Kulnura	2011	Torres Strait Islander	4
Calga - Kulnura	2016	Aboriginal	121
Calga - Kulnura	2016	Both Aboriginal & Torres Strait Islander	0
Calga - Kulnura	2016	Non-indigenous	4581
Calga - Kulnura	2016	Torres Strait Islander	3
Erina - Green Point	2006	Aboriginal	105
Erina - Green Point	2006	Both Aboriginal & Torres Strait Islander	3
Erina - Green Point	2006	Non-indigenous	13023
Erina - Green Point	2006	Torres Strait Islander	5
Erina - Green Point	2011	Aboriginal	163
Erina - Green Point	2011	Both Aboriginal & Torres Strait Islander	4
Erina - Green Point	2011	Non-indigenous	13408
Erina - Green Point	2011	Torres Strait Islander	16
Erina - Green Point	2016	Aboriginal	266
Erina - Green Point	2016	Both Aboriginal & Torres Strait Islander	8
Erina - Green Point	2016	Non-indigenous	13671
Erina - Green Point	2016	Torres Strait Islander	8
Gosford - Springfield	2006	Aboriginal	292
Gosford - Springfield	2006	Both Aboriginal & Torres Strait Islander	16
Gosford - Springfield	2006	Non-indigenous	16373
Gosford - Springfield	2006	Torres Strait Islander	5
Gosford - Springfield	2011	Aboriginal	400
Gosford - Springfield	2011	Both Aboriginal & Torres Strait Islander	3
Gosford - Springfield	2011	Non-indigenous	17657
Gosford - Springfield	2011	Torres Strait Islander	12
Gosford - Springfield	2016	Aboriginal	514
Gosford - Springfield	2016	Both Aboriginal & Torres Strait Islander	3
Gosford - Springfield	2016	Non-indigenous	18276
Gosford - Springfield	2016	Torres Strait Islander	10
Kariong	2006	Aboriginal	154
Kariong	2006	Both Aboriginal & Torres Strait Islander	0
Kariong	2006	Non-indigenous	6426
Kariong	2006	Torres Strait Islander	4
Kariong	2011	Aboriginal	170
Kariong	2011	Both Aboriginal & Torres Strait Islander	4
Kariong	2011	Non-indigenous	6279
Kariong	2011	Torres Strait Islander	0
Kariong	2016	Aboriginal	213
Kariong	2016	Both Aboriginal & Torres Strait Islander	0
Kariong	2016	Non-indigenous	6154
Kariong	2016	Torres Strait Islander	18
Kincumber - Picketts Valley	2006	Aboriginal	124
Kincumber - Picketts Valley	2006	Both Aboriginal & Torres Strait Islander	3
Kincumber - Picketts Valley	2006	Non-indigenous	7015
Kincumber - Picketts Valley	2006	Torres Strait Islander	0
Kincumber - Picketts Valley	2011	Aboriginal	167
Kincumber - Picketts Valley	2011	Both Aboriginal & Torres Strait Islander	0
Kincumber - Picketts Valley	2011	Non-indigenous	6933
Kincumber - Picketts Valley	2011	Torres Strait Islander	10
Kincumber - Picketts Valley	2016	Aboriginal	192
Kincumber - Picketts Valley	2016	Both Aboriginal & Torres Strait Islander	3
Kincumber - Picketts Valley	2016	Non-indigenous	7108
Kincumber - Picketts Valley	2016	Torres Strait Islander	10
Narara	2006	Aboriginal	92
Narara	2006	Both Aboriginal & Torres Strait Islander	3
Narara	2006	Non-indigenous	6934
Narara	2006	Torres Strait Islander	6
Narara	2011	Aboriginal	153
Narara	2011	Both Aboriginal & Torres Strait Islander	3
Narara	2011	Non-indigenous	6333
Narara	2011	Torres Strait Islander	3
Narara	2016	Aboriginal	227
Narara	2016	Both Aboriginal & Torres Strait Islander	0
Narara	2016	Non-indigenous	6410
Narara	2016	Torres Strait Islander	5
Niagara Park - Lisarow	2006	Aboriginal	99
Niagara Park - Lisarow	2006	Both Aboriginal & Torres Strait Islander	0
Niagara Park - Lisarow	2006	Non-indigenous	6804
Niagara Park - Lisarow	2006	Torres Strait Islander	4
Niagara Park - Lisarow	2011	Aboriginal	147
Niagara Park - Lisarow	2011	Both Aboriginal & Torres Strait Islander	0
Niagara Park - Lisarow	2011	Non-indigenous	7900
Niagara Park - Lisarow	2011	Torres Strait Islander	5
Niagara Park - Lisarow	2016	Aboriginal	158
Niagara Park - Lisarow	2016	Both Aboriginal & Torres Strait Islander	0
Niagara Park - Lisarow	2016	Non-indigenous	7868
Niagara Park - Lisarow	2016	Torres Strait Islander	3
Point Clare - Koolewong	2006	Aboriginal	70
Point Clare - Koolewong	2006	Both Aboriginal & Torres Strait Islander	0
Point Clare - Koolewong	2006	Non-indigenous	6146
Point Clare - Koolewong	2006	Torres Strait Islander	9
Point Clare - Koolewong	2011	Aboriginal	72
Point Clare - Koolewong	2011	Both Aboriginal & Torres Strait Islander	0
Point Clare - Koolewong	2011	Non-indigenous	6235
Point Clare - Koolewong	2011	Torres Strait Islander	7
Point Clare - Koolewong	2016	Aboriginal	122
Point Clare - Koolewong	2016	Both Aboriginal & Torres Strait Islander	0
Point Clare - Koolewong	2016	Non-indigenous	6081
Point Clare - Koolewong	2016	Torres Strait Islander	3
Saratoga - Davistown	2006	Aboriginal	93
Saratoga - Davistown	2006	Both Aboriginal & Torres Strait Islander	0
Saratoga - Davistown	2006	Non-indigenous	6353
Saratoga - Davistown	2006	Torres Strait Islander	5
Saratoga - Davistown	2011	Aboriginal	131
Saratoga - Davistown	2011	Both Aboriginal & Torres Strait Islander	7
Saratoga - Davistown	2011	Non-indigenous	6495
Saratoga - Davistown	2011	Torres Strait Islander	4
Saratoga - Davistown	2016	Aboriginal	170
Saratoga - Davistown	2016	Both Aboriginal & Torres Strait Islander	8
Saratoga - Davistown	2016	Non-indigenous	6800
Saratoga - Davistown	2016	Torres Strait Islander	6
Terrigal - North Avoca	2006	Aboriginal	96
Terrigal - North Avoca	2006	Both Aboriginal & Torres Strait Islander	0
Terrigal - North Avoca	2006	Non-indigenous	11921
Terrigal - North Avoca	2006	Torres Strait Islander	3
Terrigal - North Avoca	2011	Aboriginal	122
Terrigal - North Avoca	2011	Both Aboriginal & Torres Strait Islander	3
Terrigal - North Avoca	2011	Non-indigenous	12437
Terrigal - North Avoca	2011	Torres Strait Islander	4
Terrigal - North Avoca	2016	Aboriginal	199
Terrigal - North Avoca	2016	Both Aboriginal & Torres Strait Islander	7
Terrigal - North Avoca	2016	Non-indigenous	13135
Terrigal - North Avoca	2016	Torres Strait Islander	6
Umina - Booker Bay - Patonga	2006	Aboriginal	482
Umina - Booker Bay - Patonga	2006	Both Aboriginal & Torres Strait Islander	11
Umina - Booker Bay - Patonga	2006	Non-indigenous	21185
Umina - Booker Bay - Patonga	2006	Torres Strait Islander	25
Umina - Booker Bay - Patonga	2011	Aboriginal	684
Umina - Booker Bay - Patonga	2011	Both Aboriginal & Torres Strait Islander	15
Umina - Booker Bay - Patonga	2011	Non-indigenous	21821
Umina - Booker Bay - Patonga	2011	Torres Strait Islander	14
Umina - Booker Bay - Patonga	2016	Aboriginal	833
Umina - Booker Bay - Patonga	2016	Both Aboriginal & Torres Strait Islander	7
Umina - Booker Bay - Patonga	2016	Non-indigenous	22740
Umina - Booker Bay - Patonga	2016	Torres Strait Islander	10
Wamberal - Forresters Beach	2006	Aboriginal	96
Wamberal - Forresters Beach	2006	Both Aboriginal & Torres Strait Islander	3
Wamberal - Forresters Beach	2006	Non-indigenous	9166
Wamberal - Forresters Beach	2006	Torres Strait Islander	3
Wamberal - Forresters Beach	2011	Aboriginal	150
Wamberal - Forresters Beach	2011	Both Aboriginal & Torres Strait Islander	5
Wamberal - Forresters Beach	2011	Non-indigenous	8935
Wamberal - Forresters Beach	2011	Torres Strait Islander	0
Wamberal - Forresters Beach	2016	Aboriginal	190
Wamberal - Forresters Beach	2016	Both Aboriginal & Torres Strait Islander	0
Wamberal - Forresters Beach	2016	Non-indigenous	9564
Wamberal - Forresters Beach	2016	Torres Strait Islander	3
Woy Woy - Blackwall	2006	Aboriginal	330
Woy Woy - Blackwall	2006	Both Aboriginal & Torres Strait Islander	9
Woy Woy - Blackwall	2006	Non-indigenous	12867
Woy Woy - Blackwall	2006	Torres Strait Islander	13
Woy Woy - Blackwall	2011	Aboriginal	422
Woy Woy - Blackwall	2011	Both Aboriginal & Torres Strait Islander	3
Woy Woy - Blackwall	2011	Non-indigenous	12810
Woy Woy - Blackwall	2011	Torres Strait Islander	17
Woy Woy - Blackwall	2016	Aboriginal	633
Woy Woy - Blackwall	2016	Both Aboriginal & Torres Strait Islander	10
Woy Woy - Blackwall	2016	Non-indigenous	13278
Woy Woy - Blackwall	2016	Torres Strait Islander	3
Wyoming	2006	Aboriginal	184
Wyoming	2006	Both Aboriginal & Torres Strait Islander	0
Wyoming	2006	Non-indigenous	11248
Wyoming	2006	Torres Strait Islander	15
Wyoming	2011	Aboriginal	246
Wyoming	2011	Both Aboriginal & Torres Strait Islander	3
Wyoming	2011	Non-indigenous	10931
Wyoming	2011	Torres Strait Islander	9
Wyoming	2016	Aboriginal	357
Wyoming	2016	Both Aboriginal & Torres Strait Islander	14
Wyoming	2016	Non-indigenous	11054
Wyoming	2016	Torres Strait Islander	11
Bateau Bay - Killarney Vale	2006	Aboriginal	517
Bateau Bay - Killarney Vale	2006	Both Aboriginal & Torres Strait Islander	4
Bateau Bay - Killarney Vale	2006	Non-indigenous	20603
Bateau Bay - Killarney Vale	2006	Torres Strait Islander	18
Bateau Bay - Killarney Vale	2011	Aboriginal	621
Bateau Bay - Killarney Vale	2011	Both Aboriginal & Torres Strait Islander	16
Bateau Bay - Killarney Vale	2011	Non-indigenous	20727
Bateau Bay - Killarney Vale	2011	Torres Strait Islander	15
Bateau Bay - Killarney Vale	2016	Aboriginal	855
Bateau Bay - Killarney Vale	2016	Both Aboriginal & Torres Strait Islander	12
Bateau Bay - Killarney Vale	2016	Non-indigenous	21125
Bateau Bay - Killarney Vale	2016	Torres Strait Islander	16
Blue Haven - San Remo	2006	Aboriginal	352
Blue Haven - San Remo	2006	Both Aboriginal & Torres Strait Islander	12
Blue Haven - San Remo	2006	Non-indigenous	9795
Blue Haven - San Remo	2006	Torres Strait Islander	9
Blue Haven - San Remo	2011	Aboriginal	519
Blue Haven - San Remo	2011	Both Aboriginal & Torres Strait Islander	16
Blue Haven - San Remo	2011	Non-indigenous	10230
Blue Haven - San Remo	2011	Torres Strait Islander	16
Blue Haven - San Remo	2016	Aboriginal	810
