SA2_NAME16	Year	Sex	overseas_visitors
Highland Park	2016	F	26
Highland Park	2016	M	14
Nerang - Mount Nathan	2006	F	59
Nerang - Mount Nathan	2006	M	51
Nerang - Mount Nathan	2011	F	51
Nerang - Mount Nathan	2011	M	39
Nerang - Mount Nathan	2016	F	69
Nerang - Mount Nathan	2016	M	56
Pacific Pines - Gaven	2006	F	53
Pacific Pines - Gaven	2006	M	29
Pacific Pines - Gaven	2011	F	68
Pacific Pines - Gaven	2011	M	54
Pacific Pines - Gaven	2016	F	90
Pacific Pines - Gaven	2016	M	51
Worongary - Tallai	2006	F	29
Worongary - Tallai	2006	M	23
Worongary - Tallai	2011	F	32
Worongary - Tallai	2011	M	17
Worongary - Tallai	2016	F	27
Worongary - Tallai	2016	M	28
Coomera	2006	F	22
Coomera	2006	M	23
Coomera	2011	F	35
Coomera	2011	M	26
Coomera	2016	F	50
Coomera	2016	M	56
Helensvale	2006	F	74
Helensvale	2006	M	52
Helensvale	2011	F	55
Helensvale	2011	M	49
Helensvale	2016	F	77
Helensvale	2016	M	76
Hope Island	2006	F	171
Hope Island	2006	M	168
Hope Island	2011	F	109
Hope Island	2011	M	95
Hope Island	2016	F	157
Hope Island	2016	M	138
Jacobs Well - Alberton	2006	F	5
Jacobs Well - Alberton	2006	M	3
Jacobs Well - Alberton	2011	F	12
Jacobs Well - Alberton	2011	M	0
Jacobs Well - Alberton	2016	F	8
Jacobs Well - Alberton	2016	M	6
Ormeau - Yatala	2006	F	37
Ormeau - Yatala	2006	M	37
Ormeau - Yatala	2011	F	45
Ormeau - Yatala	2011	M	29
Ormeau - Yatala	2016	F	61
Ormeau - Yatala	2016	M	41
Oxenford - Maudsland	2006	F	33
Oxenford - Maudsland	2006	M	25
Oxenford - Maudsland	2011	F	44
Oxenford - Maudsland	2011	M	32
Oxenford - Maudsland	2016	F	60
Oxenford - Maudsland	2016	M	45
Pimpama	2006	F	5
Pimpama	2006	M	4
Pimpama	2011	F	10
Pimpama	2011	M	8
Pimpama	2016	F	19
Pimpama	2016	M	10
Upper Coomera - Willow Vale	2006	F	38
Upper Coomera - Willow Vale	2006	M	36
Upper Coomera - Willow Vale	2011	F	76
Upper Coomera - Willow Vale	2011	M	55
Upper Coomera - Willow Vale	2016	F	145
Upper Coomera - Willow Vale	2016	M	104
Clear Island Waters	2006	F	47
Clear Island Waters	2006	M	31
Clear Island Waters	2011	F	31
Clear Island Waters	2011	M	23
Clear Island Waters	2016	F	59
Clear Island Waters	2016	M	42
Merrimac	2006	F	18
Merrimac	2006	M	14
Merrimac	2011	F	40
Merrimac	2011	M	39
Merrimac	2016	F	36
Merrimac	2016	M	39
Robina	2006	F	219
Robina	2006	M	184
Robina	2011	F	160
Robina	2011	M	146
Robina	2016	F	176
Robina	2016	M	177
Varsity Lakes	2006	F	89
Varsity Lakes	2006	M	58
Varsity Lakes	2011	F	128
Varsity Lakes	2011	M	109
Varsity Lakes	2016	F	126
Varsity Lakes	2016	M	96
Ashmore	2006	F	98
Ashmore	2006	M	71
Ashmore	2011	F	63
Ashmore	2011	M	53
Ashmore	2016	F	102
Ashmore	2016	M	61
Molendinar	2006	F	38
Molendinar	2006	M	25
Molendinar	2011	F	25
Molendinar	2011	M	28
Molendinar	2016	F	50
Molendinar	2016	M	33
Parkwood	2006	F	82
Parkwood	2006	M	48
Parkwood	2011	F	52
Parkwood	2011	M	47
Parkwood	2016	F	86
Parkwood	2016	M	61
Southport - North	2006	F	128
Southport - North	2006	M	120
Southport - North	2011	F	220
Southport - North	2011	M	137
Southport - North	2016	F	278
Southport - North	2016	M	236
Southport - South	2006	F	132
Southport - South	2006	M	128
Southport - South	2011	F	175
Southport - South	2011	M	137
Southport - South	2016	F	249
Southport - South	2016	M	241
Benowa	2006	F	138
Benowa	2006	M	142
Benowa	2011	F	81
Benowa	2011	M	62
Benowa	2016	F	208
Benowa	2016	M	171
Bundall	2006	F	30
Bundall	2006	M	17
Bundall	2011	F	31
Bundall	2011	M	16
Bundall	2016	F	40
Bundall	2016	M	32
Main Beach	2006	F	225
Main Beach	2006	M	191
Main Beach	2011	F	334
Main Beach	2011	M	331
Main Beach	2016	F	371
Main Beach	2016	M	316
Surfers Paradise	2006	F	2664
Surfers Paradise	2006	M	2767
Surfers Paradise	2011	F	1982
Surfers Paradise	2011	M	1762
Surfers Paradise	2016	F	3429
Surfers Paradise	2016	M	2736
Darra - Sumner	2006	F	6
Darra - Sumner	2006	M	10
Darra - Sumner	2011	F	21
Darra - Sumner	2011	M	8
Darra - Sumner	2016	F	22
Darra - Sumner	2016	M	18
Durack	2006	F	17
Durack	2006	M	11
Durack	2011	F	27
Durack	2011	M	17
Durack	2016	F	39
Durack	2016	M	35
Forest Lake - Doolandella	2006	F	138
Forest Lake - Doolandella	2006	M	90
Forest Lake - Doolandella	2011	F	142
Forest Lake - Doolandella	2011	M	105
Forest Lake - Doolandella	2016	F	201
Forest Lake - Doolandella	2016	M	143
Inala - Richlands	2006	F	27
Inala - Richlands	2006	M	21
Inala - Richlands	2011	F	26
Inala - Richlands	2011	M	18
Inala - Richlands	2016	F	100
Inala - Richlands	2016	M	48
Oxley (Qld)	2006	F	28
Oxley (Qld)	2006	M	36
Oxley (Qld)	2011	F	36
Oxley (Qld)	2011	M	30
Oxley (Qld)	2016	F	39
Oxley (Qld)	2016	M	35
Wacol	2006	F	10
Wacol	2006	M	12
Wacol	2011	F	8
Wacol	2011	M	12
Wacol	2016	F	5
Wacol	2016	M	7
Boonah	2006	F	35
Boonah	2006	M	39
Boonah	2011	F	34
Boonah	2011	M	42
Boonah	2016	F	26
Boonah	2016	M	34
Esk	2006	F	12
Esk	2006	M	11
Esk	2011	F	4
Esk	2011	M	6
Esk	2016	F	11
Esk	2016	M	3
Lake Manchester - England Creek	2006	F	0
Lake Manchester - England Creek	2006	M	0
Lake Manchester - England Creek	2011	F	0
Lake Manchester - England Creek	2011	M	0
Lake Manchester - England Creek	2016	F	0
Lake Manchester - England Creek	2016	M	0
Lockyer Valley - East	2006	F	36
Lockyer Valley - East	2006	M	37
Lockyer Valley - East	2011	F	21
Lockyer Valley - East	2011	M	16
Lockyer Valley - East	2016	F	61
Lockyer Valley - East	2016	M	77
Lowood	2006	F	17
Lowood	2006	M	21
Lowood	2011	F	16
Lowood	2011	M	24
Lowood	2016	F	18
Lowood	2016	M	20
Rosewood	2006	F	8
Rosewood	2006	M	28
Rosewood	2011	F	8
Rosewood	2011	M	9
Rosewood	2016	F	11
Rosewood	2016	M	11
Brassall	2006	F	16
Brassall	2006	M	6
Brassall	2011	F	15
Brassall	2011	M	10
Brassall	2016	F	19
Brassall	2016	M	11
Bundamba	2006	F	7
Bundamba	2006	M	3
Bundamba	2011	F	7
Bundamba	2011	M	9
Bundamba	2016	F	15
Bundamba	2016	M	4
Churchill - Yamanto	2006	F	12
Churchill - Yamanto	2006	M	19
Churchill - Yamanto	2011	F	8
Churchill - Yamanto	2011	M	5
Churchill - Yamanto	2016	F	13
Churchill - Yamanto	2016	M	7
Ipswich - Central	2006	F	28
Ipswich - Central	2006	M	26
Ipswich - Central	2011	F	18
Ipswich - Central	2011	M	33
Ipswich - Central	2016	F	35
Ipswich - Central	2016	M	42
Ipswich - East	2006	F	27
Ipswich - East	2006	M	29
Ipswich - East	2011	F	17
Ipswich - East	2011	M	12
Ipswich - East	2016	F	28
Ipswich - East	2016	M	19
Ipswich - North	2006	F	14
Ipswich - North	2006	M	11
Ipswich - North	2011	F	3
Ipswich - North	2011	M	0
Ipswich - North	2016	F	3
Ipswich - North	2016	M	3
Karalee - Barellan Point	2006	F	9
Karalee - Barellan Point	2006	M	5
Karalee - Barellan Point	2011	F	15
Karalee - Barellan Point	2011	M	11
Karalee - Barellan Point	2016	F	17
Karalee - Barellan Point	2016	M	6
Karana Downs	2006	F	23
Karana Downs	2006	M	10
Karana Downs	2011	F	10
Karana Downs	2011	M	16
Karana Downs	2016	F	20
Karana Downs	2016	M	14
Leichhardt - One Mile	2006	F	11
Leichhardt - One Mile	2006	M	17
Leichhardt - One Mile	2011	F	9
Leichhardt - One Mile	2011	M	11
Leichhardt - One Mile	2016	F	13
Leichhardt - One Mile	2016	M	8
North Ipswich - Tivoli	2006	F	9
North Ipswich - Tivoli	2006	M	10
North Ipswich - Tivoli	2011	F	5
North Ipswich - Tivoli	2011	M	9
North Ipswich - Tivoli	2016	F	14
North Ipswich - Tivoli	2016	M	17
Raceview	2006	F	26
Raceview	2006	M	10
Raceview	2011	F	21
Raceview	2011	M	23
Raceview	2016	F	19
Raceview	2016	M	14
Ripley	2006	F	5
Ripley	2006	M	7
Ripley	2011	F	6
Ripley	2011	M	6
Ripley	2016	F	12
Ripley	2016	M	11
Riverview	2006	F	5
Riverview	2006	M	3
Riverview	2011	F	0
Riverview	2011	M	3
Riverview	2016	F	6
Riverview	2016	M	3
Bellbird Park - Brookwater	2006	F	9
Bellbird Park - Brookwater	2006	M	14
Bellbird Park - Brookwater	2011	F	28
Bellbird Park - Brookwater	2011	M	23
Bellbird Park - Brookwater	2016	F	60
Bellbird Park - Brookwater	2016	M	34
Camira - Gailes	2006	F	22
Camira - Gailes	2006	M	21
Camira - Gailes	2011	F	19
Camira - Gailes	2011	M	22
Camira - Gailes	2016	F	30
Camira - Gailes	2016	M	14
Carole Park	2006	F	0
Carole Park	2006	M	0
Carole Park	2011	F	0
Carole Park	2011	M	0
Carole Park	2016	F	0
Carole Park	2016	M	0
Collingwood Park - Redbank	2006	F	13
Collingwood Park - Redbank	2006	M	20
Collingwood Park - Redbank	2011	F	13
Collingwood Park - Redbank	2011	M	3
Collingwood Park - Redbank	2016	F	21
Collingwood Park - Redbank	2016	M	22
Goodna	2006	F	18
Goodna	2006	M	21
Goodna	2011	F	22
Goodna	2011	M	11
Goodna	2016	F	46
Goodna	2016	M	30
New Chum	2006	F	0
New Chum	2006	M	0
New Chum	2011	F	0
New Chum	2011	M	0
New Chum	2016	F	0
New Chum	2016	M	0
Redbank Plains	2006	F	16
Redbank Plains	2006	M	16
Redbank Plains	2011	F	43
Redbank Plains	2011	M	22
Redbank Plains	2016	F	59
Redbank Plains	2016	M	48
Springfield	2006	F	15
Springfield	2006	M	6
Springfield	2011	F	20
Springfield	2011	M	13
Springfield	2016	F	27
Springfield	2016	M	23
Springfield Lakes	2006	F	21
Springfield Lakes	2006	M	17
Springfield Lakes	2011	F	79
Springfield Lakes	2011	M	55
Springfield Lakes	2016	F	119
Springfield Lakes	2016	M	81
Beaudesert	2006	F	81
Beaudesert	2006	M	64
Beaudesert	2011	F	38
Beaudesert	2011	M	15
Beaudesert	2016	F	38
Beaudesert	2016	M	28
Beenleigh	2006	F	22
Beenleigh	2006	M	9
Beenleigh	2011	F	12
Beenleigh	2011	M	6
Beenleigh	2016	F	31
Beenleigh	2016	M	32
Eagleby	2006	F	17
Eagleby	2006	M	12
Eagleby	2011	F	28
Eagleby	2011	M	16
Eagleby	2016	F	36
Eagleby	2016	M	19
Edens Landing - Holmview	2006	F	19
Edens Landing - Holmview	2006	M	22
Edens Landing - Holmview	2011	F	15
Edens Landing - Holmview	2011	M	6
Edens Landing - Holmview	2016	F	22
Edens Landing - Holmview	2016	M	16
Mount Warren Park	2006	F	18
Mount Warren Park	2006	M	3
Mount Warren Park	2011	F	12
Mount Warren Park	2011	M	3
Mount Warren Park	2016	F	12
Mount Warren Park	2016	M	3
Wolffdene - Bahrs Scrub	2006	F	4
Wolffdene - Bahrs Scrub	2006	M	6
Wolffdene - Bahrs Scrub	2011	F	15
Wolffdene - Bahrs Scrub	2011	M	16
Wolffdene - Bahrs Scrub	2016	F	17
Wolffdene - Bahrs Scrub	2016	M	12
Boronia Heights - Park Ridge	2006	F	24
Boronia Heights - Park Ridge	2006	M	23
Boronia Heights - Park Ridge	2011	F	37
Boronia Heights - Park Ridge	2011	M	20
Boronia Heights - Park Ridge	2016	F	36
Boronia Heights - Park Ridge	2016	M	23
Browns Plains	2006	F	9
Browns Plains	2006	M	8
Browns Plains	2011	F	24
Browns Plains	2011	M	13
Browns Plains	2016	F	43
Browns Plains	2016	M	19
Chambers Flat - Logan Reserve	2006	F	7
Chambers Flat - Logan Reserve	2006	M	5
Chambers Flat - Logan Reserve	2011	F	15
Chambers Flat - Logan Reserve	2011	M	0
Chambers Flat - Logan Reserve	2016	F	20
Chambers Flat - Logan Reserve	2016	M	12
Crestmead	2006	F	17
Crestmead	2006	M	15
Crestmead	2011	F	23
Crestmead	2011	M	17
Crestmead	2016	F	42
Crestmead	2016	M	23
Greenbank Military Camp	2006	F	0
Greenbank Military Camp	2006	M	0
Greenbank Military Camp	2011	F	0
Greenbank Military Camp	2011	M	0
Greenbank Military Camp	2016	F	0
Greenbank Military Camp	2016	M	0
Hillcrest	2006	F	18
Hillcrest	2006	M	13
Hillcrest	2011	F	29
Hillcrest	2011	M	18
Hillcrest	2016	F	35
Hillcrest	2016	M	22
Marsden	2006	F	14
Marsden	2006	M	16
Marsden	2011	F	25
Marsden	2011	M	12
Marsden	2016	F	51
Marsden	2016	M	30
Munruben - Park Ridge South	2006	F	10
Munruben - Park Ridge South	2006	M	9
Munruben - Park Ridge South	2011	F	9
Munruben - Park Ridge South	2011	M	12
Munruben - Park Ridge South	2016	F	13
Munruben - Park Ridge South	2016	M	0
Regents Park - Heritage Park	2006	F	49
Regents Park - Heritage Park	2006	M	24
Regents Park - Heritage Park	2011	F	44
Regents Park - Heritage Park	2011	M	27
Regents Park - Heritage Park	2016	F	64
Regents Park - Heritage Park	2016	M	43
Greenbank	2006	F	28
Greenbank	2006	M	12
Greenbank	2011	F	13
Greenbank	2011	M	10
Greenbank	2016	F	33
Greenbank	2016	M	9
Jimboomba	2006	F	113
Jimboomba	2006	M	95
Jimboomba	2011	F	56
Jimboomba	2011	M	42
Jimboomba	2016	F	109
Jimboomba	2016	M	79
Logan Village	2006	F	8
Logan Village	2006	M	13
Logan Village	2011	F	5
Logan Village	2011	M	0
Logan Village	2016	F	18
Logan Village	2016	M	11
Bethania - Waterford	2006	F	15
Bethania - Waterford	2006	M	7
Bethania - Waterford	2011	F	14
Bethania - Waterford	2011	M	3
Bethania - Waterford	2016	F	32
Bethania - Waterford	2016	M	24
Cornubia - Carbrook	2006	F	47
Cornubia - Carbrook	2006	M	24
Cornubia - Carbrook	2011	F	22
Cornubia - Carbrook	2011	M	13
Cornubia - Carbrook	2016	F	26
Cornubia - Carbrook	2016	M	20
Loganholme - Tanah Merah	2006	F	42
Loganholme - Tanah Merah	2006	M	15
Loganholme - Tanah Merah	2011	F	33
Loganholme - Tanah Merah	2011	M	30
Loganholme - Tanah Merah	2016	F	41
Loganholme - Tanah Merah	2016	M	33
Loganlea	2006	F	16
Loganlea	2006	M	23
Loganlea	2011	F	30
Loganlea	2011	M	27
Loganlea	2016	F	50
Loganlea	2016	M	42
Shailer Park	2006	F	48
Shailer Park	2006	M	38
Shailer Park	2011	F	59
Shailer Park	2011	M	28
Shailer Park	2016	F	45
Shailer Park	2016	M	38
Waterford West	2006	F	11
Waterford West	2006	M	12
Waterford West	2011	F	19
Waterford West	2011	M	15
Waterford West	2016	F	21
Waterford West	2016	M	17
Daisy Hill	2006	F	35
Daisy Hill	2006	M	28
Daisy Hill	2011	F	35
Daisy Hill	2011	M	45
Daisy Hill	2016	F	55
Daisy Hill	2016	M	26
Kingston (Qld.)	2006	F	21
Kingston (Qld.)	2006	M	12
Kingston (Qld.)	2011	F	24
Kingston (Qld.)	2011	M	19
Kingston (Qld.)	2016	F	24
Kingston (Qld.)	2016	M	8
Logan Central	2006	F	20
Logan Central	2006	M	6
Logan Central	2011	F	11
Logan Central	2011	M	5
Logan Central	2016	F	14
Logan Central	2016	M	24
Rochedale South - Priestdale	2006	F	57
Rochedale South - Priestdale	2006	M	35
Rochedale South - Priestdale	2011	F	40
Rochedale South - Priestdale	2011	M	42
Rochedale South - Priestdale	2016	F	51
Rochedale South - Priestdale	2016	M	32
Slacks Creek	2006	F	24
Slacks Creek	2006	M	21
Slacks Creek	2011	F	38
Slacks Creek	2011	M	34
Slacks Creek	2016	F	36
Slacks Creek	2016	M	34
Springwood	2006	F	59
Springwood	2006	M	49
Springwood	2011	F	60
Springwood	2011	M	40
Springwood	2016	F	55
Springwood	2016	M	49
Underwood	2006	F	16
Underwood	2006	M	10
Underwood	2011	F	39
Underwood	2011	M	20
Underwood	2016	F	63
Underwood	2016	M	41
Woodridge	2006	F	24
Woodridge	2006	M	27
Woodridge	2011	F	40
Woodridge	2011	M	19
Woodridge	2016	F	57
Woodridge	2016	M	31
Bowen	2006	F	207
Bowen	2006	M	223
Bowen	2011	F	173
Bowen	2011	M	197
Bowen	2016	F	237
Bowen	2016	M	155
Broadsound - Nebo	2006	F	29
Broadsound - Nebo	2006	M	56
Broadsound - Nebo	2011	F	34
Broadsound - Nebo	2011	M	68
Broadsound - Nebo	2016	F	36
Broadsound - Nebo	2016	M	56
Clermont	2006	F	7
Clermont	2006	M	13
Clermont	2011	F	15
Clermont	2011	M	27
Clermont	2016	F	12
Clermont	2016	M	13
Collinsville	2006	F	25
Collinsville	2006	M	43
Collinsville	2011	F	27
Collinsville	2011	M	33
Collinsville	2016	F	14
Collinsville	2016	M	7
Moranbah	2006	F	9
Moranbah	2006	M	16
Moranbah	2011	F	20
Moranbah	2011	M	30
Moranbah	2016	F	25
Moranbah	2016	M	27
Andergrove - Beaconsfield	2006	F	37
Andergrove - Beaconsfield	2006	M	16
Andergrove - Beaconsfield	2011	F	13
Andergrove - Beaconsfield	2011	M	7
Andergrove - Beaconsfield	2016	F	32
Andergrove - Beaconsfield	2016	M	29
East Mackay	2006	F	10
East Mackay	2006	M	15
East Mackay	2011	F	11
East Mackay	2011	M	9
East Mackay	2016	F	8
East Mackay	2016	M	12
Eimeo - Rural View	2006	F	32
Eimeo - Rural View	2006	M	34
Eimeo - Rural View	2011	F	20
Eimeo - Rural View	2011	M	19
Eimeo - Rural View	2016	F	43
Eimeo - Rural View	2016	M	21
Eungella Hinterland	2006	F	0
Eungella Hinterland	2006	M	0
Eungella Hinterland	2011	F	7
Eungella Hinterland	2011	M	4
Eungella Hinterland	2016	F	0
Eungella Hinterland	2016	M	0
Mackay	2006	F	35
Mackay	2006	M	27
Mackay	2011	F	29
Mackay	2011	M	53
Mackay	2016	F	19
Mackay	2016	M	17
Mackay Harbour	2006	F	0
Mackay Harbour	2006	M	0
Mackay Harbour	2011	F	7
Mackay Harbour	2011	M	7
Mackay Harbour	2016	F	3
Mackay Harbour	2016	M	3
Mount Pleasant - Glenella	2006	F	16
Mount Pleasant - Glenella	2006	M	10
Mount Pleasant - Glenella	2011	F	21
Mount Pleasant - Glenella	2011	M	17
Mount Pleasant - Glenella	2016	F	24
Mount Pleasant - Glenella	2016	M	22
North Mackay	2006	F	15
North Mackay	2006	M	11
North Mackay	2011	F	7
North Mackay	2011	M	10
North Mackay	2016	F	15
North Mackay	2016	M	18
Ooralea - Bakers Creek	2006	F	3
Ooralea - Bakers Creek	2006	M	3
Ooralea - Bakers Creek	2011	F	5
Ooralea - Bakers Creek	2011	M	3
Ooralea - Bakers Creek	2016	F	17
Ooralea - Bakers Creek	2016	M	14
Pioneer Valley	2006	F	22
Pioneer Valley	2006	M	32
Pioneer Valley	2011	F	14
Pioneer Valley	2011	M	22
Pioneer Valley	2016	F	42
Pioneer Valley	2016	M	40
Sarina	2006	F	30
Sarina	2006	M	27
Sarina	2011	F	24
Sarina	2011	M	41
Sarina	2016	F	16
Sarina	2016	M	12
Seaforth - Calen	2006	F	80
Seaforth - Calen	2006	M	70
Seaforth - Calen	2011	F	58
Seaforth - Calen	2011	M	46
Seaforth - Calen	2016	F	52
Seaforth - Calen	2016	M	24
Shoal Point - Bucasia	2006	F	5
Shoal Point - Bucasia	2006	M	7
Shoal Point - Bucasia	2011	F	9
Shoal Point - Bucasia	2011	M	12
Shoal Point - Bucasia	2016	F	22
Shoal Point - Bucasia	2016	M	6
Slade Point	2006	F	17
Slade Point	2006	M	25
Slade Point	2011	F	4
Slade Point	2011	M	10
Slade Point	2016	F	3
Slade Point	2016	M	0
South Mackay	2006	F	9
South Mackay	2006	M	17
South Mackay	2011	F	18
South Mackay	2011	M	14
South Mackay	2016	F	16
South Mackay	2016	M	12
Walkerston - Eton	2006	F	15
Walkerston - Eton	2006	M	18
Walkerston - Eton	2011	F	15
Walkerston - Eton	2011	M	16
Walkerston - Eton	2016	F	12
Walkerston - Eton	2016	M	3
West Mackay	2006	F	33
West Mackay	2006	M	21
West Mackay	2011	F	15
West Mackay	2011	M	20
West Mackay	2016	F	32
West Mackay	2016	M	29
Airlie - Whitsundays	2006	F	1170
Airlie - Whitsundays	2006	M	1047
Airlie - Whitsundays	2011	F	668
Airlie - Whitsundays	2011	M	578
Airlie - Whitsundays	2016	F	1577
Airlie - Whitsundays	2016	M	1178
Cape Conway	2006	F	0
Cape Conway	2006	M	0
Cape Conway	2011	F	0
Cape Conway	2011	M	0
Cape Conway	2016	F	0
Cape Conway	2016	M	0
Proserpine	2006	F	33
Proserpine	2006	M	25
Proserpine	2011	F	38
Proserpine	2011	M	42
Proserpine	2016	F	43
Proserpine	2016	M	28
Beachmere - Sandstone Point	2006	F	27
Beachmere - Sandstone Point	2006	M	28
Beachmere - Sandstone Point	2011	F	36
Beachmere - Sandstone Point	2011	M	23
Beachmere - Sandstone Point	2016	F	54
Beachmere - Sandstone Point	2016	M	40
Bribie Island	2006	F	74
Bribie Island	2006	M	77
Bribie Island	2011	F	85
Bribie Island	2011	M	67
Bribie Island	2016	F	82
Bribie Island	2016	M	52
Burpengary - East	2006	F	8
Burpengary - East	2006	M	7
Burpengary - East	2011	F	7
Burpengary - East	2011	M	6
Burpengary - East	2016	F	3
Burpengary - East	2016	M	3
Caboolture	2006	F	27
Caboolture	2006	M	32
Caboolture	2011	F	134
Caboolture	2011	M	92
Caboolture	2016	F	227
Caboolture	2016	M	120
Caboolture - South	2006	F	41
Caboolture - South	2006	M	55
Caboolture - South	2011	F	38
Caboolture - South	2011	M	54
Caboolture - South	2016	F	148
Caboolture - South	2016	M	92
Elimbah	2006	F	0
Elimbah	2006	M	0
Elimbah	2011	F	3
Elimbah	2011	M	0
Elimbah	2016	F	13
Elimbah	2016	M	7
Morayfield - East	2006	F	5
Morayfield - East	2006	M	7
Morayfield - East	2011	F	20
Morayfield - East	2011	M	11
Morayfield - East	2016	F	56
Morayfield - East	2016	M	32
Wamuran	2006	F	23
Wamuran	2006	M	11
Wamuran	2011	F	23
Wamuran	2011	M	12
Wamuran	2016	F	48
Wamuran	2016	M	23
Kilcoy	2006	F	0
Kilcoy	2006	M	5
Kilcoy	2011	F	20
Kilcoy	2011	M	15
Kilcoy	2016	F	19
Kilcoy	2016	M	17
Woodford - D'Aguilar	2006	F	15
Woodford - D'Aguilar	2006	M	3
Woodford - D'Aguilar	2011	F	15
Woodford - D'Aguilar	2011	M	5
Woodford - D'Aguilar	2016	F	21
Woodford - D'Aguilar	2016	M	21
Burpengary	2006	F	18
Burpengary	2006	M	14
Burpengary	2011	F	20
Burpengary	2011	M	24
Burpengary	2016	F	56
Burpengary	2016	M	36
Deception Bay	2006	F	21
Deception Bay	2006	M	22
Deception Bay	2011	F	34
Deception Bay	2011	M	26
Deception Bay	2016	F	47
Deception Bay	2016	M	27
Morayfield	2006	F	16
Morayfield	2006	M	15
Morayfield	2011	F	5
Morayfield	2011	M	3
Morayfield	2016	F	14
Morayfield	2016	M	9
Narangba	2006	F	31
Narangba	2006	M	18
Narangba	2011	F	34
Narangba	2011	M	28
Narangba	2016	F	33
Narangba	2016	M	27
Upper Caboolture	2006	F	4
Upper Caboolture	2006	M	8
Upper Caboolture	2011	F	3
Upper Caboolture	2011	M	4
Upper Caboolture	2016	F	5
Upper Caboolture	2016	M	3
Clontarf	2006	F	20
Clontarf	2006	M	14
Clontarf	2011	F	20
Clontarf	2011	M	17
Clontarf	2016	F	19
Clontarf	2016	M	15
Margate - Woody Point	2006	F	50
Margate - Woody Point	2006	M	45
Margate - Woody Point	2011	F	16
Margate - Woody Point	2011	M	15
Margate - Woody Point	2016	F	56
Margate - Woody Point	2016	M	46
Redcliffe	2006	F	41
Redcliffe	2006	M	23
Redcliffe	2011	F	58
Redcliffe	2011	M	39
Redcliffe	2016	F	56
Redcliffe	2016	M	48
Rothwell - Kippa-Ring	2006	F	38
Rothwell - Kippa-Ring	2006	M	20
Rothwell - Kippa-Ring	2011	F	40
Rothwell - Kippa-Ring	2011	M	27
Rothwell - Kippa-Ring	2016	F	52
Rothwell - Kippa-Ring	2016	M	32
Scarborough - Newport - Moreton Island	2006	F	149
Scarborough - Newport - Moreton Island	2006	M	106
Scarborough - Newport - Moreton Island	2011	F	134
Scarborough - Newport - Moreton Island	2011	M	95
Scarborough - Newport - Moreton Island	2016	F	324
Scarborough - Newport - Moreton Island	2016	M	225
Albany Creek	2006	F	50
Albany Creek	2006	M	32
Albany Creek	2011	F	45
Albany Creek	2011	M	29
Albany Creek	2016	F	46
Albany Creek	2016	M	34
Cashmere	2006	F	42
Cashmere	2006	M	24
Cashmere	2011	F	47
Cashmere	2011	M	27
Cashmere	2016	F	50
Cashmere	2016	M	26
Dayboro	2006	F	23
Dayboro	2006	M	15
Dayboro	2011	F	8
Dayboro	2011	M	7
Dayboro	2016	F	23
Dayboro	2016	M	12
Eatons Hill	2006	F	43
Eatons Hill	2006	M	20
Eatons Hill	2011	F	20
Eatons Hill	2011	M	20
Eatons Hill	2016	F	14
Eatons Hill	2016	M	8
The Hills District	2006	F	71
The Hills District	2006	M	48
The Hills District	2011	F	59
The Hills District	2011	M	39
The Hills District	2016	F	81
The Hills District	2016	M	67
Samford Valley	2006	F	46
Samford Valley	2006	M	28
Samford Valley	2011	F	40
Samford Valley	2011	M	24
Samford Valley	2016	F	48
Samford Valley	2016	M	40
Dakabin - Kallangur	2006	F	42
Dakabin - Kallangur	2006	M	24
Dakabin - Kallangur	2011	F	44
Dakabin - Kallangur	2011	M	26
Dakabin - Kallangur	2016	F	74
Dakabin - Kallangur	2016	M	35
Murrumba Downs - Griffin	2006	F	19
Murrumba Downs - Griffin	2006	M	14
Murrumba Downs - Griffin	2011	F	34
Murrumba Downs - Griffin	2011	M	22
Murrumba Downs - Griffin	2016	F	62
Murrumba Downs - Griffin	2016	M	46
North Lakes - Mango Hill	2006	F	37
North Lakes - Mango Hill	2006	M	21
North Lakes - Mango Hill	2011	F	66
North Lakes - Mango Hill	2011	M	42
North Lakes - Mango Hill	2016	F	187
North Lakes - Mango Hill	2016	M	99
Bray Park	2006	F	16
Bray Park	2006	M	10
Bray Park	2011	F	16
Bray Park	2011	M	17
Bray Park	2016	F	33
Bray Park	2016	M	22
Lawnton	2006	F	6
Lawnton	2006	M	12
Lawnton	2011	F	13
Lawnton	2011	M	7
Lawnton	2016	F	19
Lawnton	2016	M	14
Petrie	2006	F	16
Petrie	2006	M	21
Petrie	2011	F	22
Petrie	2011	M	22
Petrie	2016	F	25
Petrie	2016	M	19
Strathpine - Brendale	2006	F	21
Strathpine - Brendale	2006	M	25
Strathpine - Brendale	2011	F	21
Strathpine - Brendale	2011	M	12
Strathpine - Brendale	2016	F	20
Strathpine - Brendale	2016	M	25
Aurukun	2006	F	0
Aurukun	2006	M	0
Aurukun	2011	F	0
Aurukun	2011	M	0
