SA2_NAME16	Year	Sex	unemployment
Korumburra	2006	F	4.6
Korumburra	2006	M	3.7
Korumburra	2011	F	4.7
Korumburra	2011	M	3.5
Korumburra	2016	F	5.6
Korumburra	2016	M	5.2
Leongatha	2006	F	3.6
Leongatha	2006	M	3
Leongatha	2011	F	3.9
Leongatha	2011	M	3.5
Leongatha	2016	F	4
Leongatha	2016	M	4.5
Phillip Island	2006	F	4.5
Phillip Island	2006	M	5.6
Phillip Island	2011	F	5.3
Phillip Island	2011	M	4.9
Phillip Island	2016	F	5.1
Phillip Island	2016	M	6.6
Wilsons Promontory	2006	F	0
Wilsons Promontory	2006	M	0
Wilsons Promontory	2011	F	0
Wilsons Promontory	2011	M	0
Wilsons Promontory	2016	F	0
Wilsons Promontory	2016	M	0
Wonthaggi - Inverloch	2006	F	6.3
Wonthaggi - Inverloch	2006	M	6.9
Wonthaggi - Inverloch	2011	F	4.5
Wonthaggi - Inverloch	2011	M	4.8
Wonthaggi - Inverloch	2016	F	6.2
Wonthaggi - Inverloch	2016	M	7
Churchill	2006	F	7.2
Churchill	2006	M	6.8
Churchill	2011	F	6.5
Churchill	2011	M	7.9
Churchill	2016	F	7.1
Churchill	2016	M	10.2
Moe - Newborough	2006	F	9.3
Moe - Newborough	2006	M	11.4
Moe - Newborough	2011	F	9.4
Moe - Newborough	2011	M	10.4
Moe - Newborough	2016	F	10.2
Moe - Newborough	2016	M	13.1
Morwell	2006	F	12.4
Morwell	2006	M	12.1
Morwell	2011	F	11
Morwell	2011	M	13.3
Morwell	2016	F	12.9
Morwell	2016	M	15.8
Traralgon	2006	F	6.5
Traralgon	2006	M	6.4
Traralgon	2011	F	5.5
Traralgon	2011	M	5.8
Traralgon	2016	F	6.7
Traralgon	2016	M	8.1
Yallourn North - Glengarry	2006	F	6.8
Yallourn North - Glengarry	2006	M	6.5
Yallourn North - Glengarry	2011	F	5.4
Yallourn North - Glengarry	2011	M	4.7
Yallourn North - Glengarry	2016	F	7
Yallourn North - Glengarry	2016	M	8.8
Alps - West	2006	F	0
Alps - West	2006	M	0
Alps - West	2011	F	0
Alps - West	2011	M	0
Alps - West	2016	F	0
Alps - West	2016	M	0
Longford - Loch Sport	2006	F	7
Longford - Loch Sport	2006	M	6.8
Longford - Loch Sport	2011	F	5.2
Longford - Loch Sport	2011	M	6.5
Longford - Loch Sport	2016	F	5.4
Longford - Loch Sport	2016	M	8.4
Maffra	2006	F	6.4
Maffra	2006	M	4.9
Maffra	2011	F	5
Maffra	2011	M	4.7
Maffra	2016	F	4.7
Maffra	2016	M	6
Rosedale	2006	F	5.3
Rosedale	2006	M	4.1
Rosedale	2011	F	5.2
Rosedale	2011	M	6
Rosedale	2016	F	4.7
Rosedale	2016	M	7.6
Sale	2006	F	6.6
Sale	2006	M	5.9
Sale	2011	F	5.9
Sale	2011	M	5.2
Sale	2016	F	6.5
Sale	2016	M	7.1
Yarram	2006	F	4.3
Yarram	2006	M	7.6
Yarram	2011	F	4.4
Yarram	2011	M	4.6
Yarram	2016	F	5.3
Yarram	2016	M	7.9
Brunswick	2006	F	4.9
Brunswick	2006	M	6.6
Brunswick	2011	F	5.5
Brunswick	2011	M	6.3
Brunswick	2016	F	5.4
Brunswick	2016	M	6.4
Brunswick East	2006	F	5.4
Brunswick East	2006	M	5.2
Brunswick East	2011	F	5.2
Brunswick East	2011	M	5.9
Brunswick East	2016	F	5.2
Brunswick East	2016	M	6.1
Brunswick West	2006	F	5.7
Brunswick West	2006	M	7.3
Brunswick West	2011	F	5.3
Brunswick West	2011	M	6.4
Brunswick West	2016	F	5.7
Brunswick West	2016	M	7.4
Coburg	2006	F	5.1
Coburg	2006	M	6.3
Coburg	2011	F	5.5
Coburg	2011	M	6.2
Coburg	2016	F	6.9
Coburg	2016	M	7.1
Pascoe Vale South	2006	F	3.5
Pascoe Vale South	2006	M	4.6
Pascoe Vale South	2011	F	4.1
Pascoe Vale South	2011	M	4.4
Pascoe Vale South	2016	F	5.1
Pascoe Vale South	2016	M	6.2
Alphington - Fairfield	2006	F	3.2
Alphington - Fairfield	2006	M	4.3
Alphington - Fairfield	2011	F	3.6
Alphington - Fairfield	2011	M	3.9
Alphington - Fairfield	2016	F	5.2
Alphington - Fairfield	2016	M	5.3
Northcote	2006	F	3.9
Northcote	2006	M	5.2
Northcote	2011	F	4.1
Northcote	2011	M	4.7
Northcote	2016	F	4.3
Northcote	2016	M	5.3
Thornbury	2006	F	5.5
Thornbury	2006	M	6.2
Thornbury	2011	F	4.8
Thornbury	2011	M	5.2
Thornbury	2016	F	5.2
Thornbury	2016	M	5.9
Ascot Vale	2006	F	6.7
Ascot Vale	2006	M	7.3
Ascot Vale	2011	F	4.4
Ascot Vale	2011	M	7.1
Ascot Vale	2016	F	5.8
Ascot Vale	2016	M	6.9
Essendon - Aberfeldie	2006	F	3.7
Essendon - Aberfeldie	2006	M	4
Essendon - Aberfeldie	2011	F	4.1
Essendon - Aberfeldie	2011	M	4.3
Essendon - Aberfeldie	2016	F	4.7
Essendon - Aberfeldie	2016	M	5
Flemington	2006	F	8.7
Flemington	2006	M	10.2
Flemington	2011	F	8.2
Flemington	2011	M	8.6
Flemington	2016	F	9.6
Flemington	2016	M	10.6
Moonee Ponds	2006	F	4.3
Moonee Ponds	2006	M	3.9
Moonee Ponds	2011	F	3.1
Moonee Ponds	2011	M	4.1
Moonee Ponds	2016	F	5
Moonee Ponds	2016	M	5.5
Carlton	2006	F	13.2
Carlton	2006	M	12.5
Carlton	2011	F	14.1
Carlton	2011	M	13.8
Carlton	2016	F	21.3
Carlton	2016	M	17.3
Docklands	2006	F	3.9
Docklands	2006	M	2.4
Docklands	2011	F	5.6
Docklands	2011	M	4.3
Docklands	2016	F	9.4
Docklands	2016	M	6
East Melbourne	2006	F	2.3
East Melbourne	2006	M	3.6
East Melbourne	2011	F	3.1
East Melbourne	2011	M	3.5
East Melbourne	2016	F	3.5
East Melbourne	2016	M	4.5
Flemington Racecourse	2006	F	0
Flemington Racecourse	2006	M	0
Flemington Racecourse	2011	F	9.7
Flemington Racecourse	2011	M	10
Flemington Racecourse	2016	F	17.6
Flemington Racecourse	2016	M	0
Kensington (Vic.)	2006	F	4.4
Kensington (Vic.)	2006	M	4.3
Kensington (Vic.)	2011	F	4.2
Kensington (Vic.)	2011	M	5
Kensington (Vic.)	2016	F	4.8
Kensington (Vic.)	2016	M	4.9
Melbourne	2006	F	11
Melbourne	2006	M	11.1
Melbourne	2011	F	12.6
Melbourne	2011	M	9.2
Melbourne	2016	F	16.9
Melbourne	2016	M	13.2
North Melbourne	2006	F	6.8
North Melbourne	2006	M	9.1
North Melbourne	2011	F	8.1
North Melbourne	2011	M	8.5
North Melbourne	2016	F	10.5
North Melbourne	2016	M	10.4
Parkville	2006	F	10.1
Parkville	2006	M	10.6
Parkville	2011	F	12.6
Parkville	2011	M	11.9
Parkville	2016	F	12.6
Parkville	2016	M	12
South Yarra - West	2006	F	3.6
South Yarra - West	2006	M	3.7
South Yarra - West	2011	F	4.4
South Yarra - West	2011	M	3.5
South Yarra - West	2016	F	4.9
South Yarra - West	2016	M	3.8
Southbank	2006	F	7.8
Southbank	2006	M	5.6
Southbank	2011	F	6.5
Southbank	2011	M	5.2
Southbank	2016	F	8.6
Southbank	2016	M	7.1
West Melbourne	2006	F	0
West Melbourne	2006	M	0
West Melbourne	2011	F	0
West Melbourne	2011	M	0
West Melbourne	2016	F	0
West Melbourne	2016	M	0
Albert Park	2006	F	3.5
Albert Park	2006	M	3.6
Albert Park	2011	F	4.3
Albert Park	2011	M	3.4
Albert Park	2016	F	5.5
Albert Park	2016	M	4.4
Elwood	2006	F	4.1
Elwood	2006	M	3.8
Elwood	2011	F	3.5
Elwood	2011	M	4.1
Elwood	2016	F	4.1
Elwood	2016	M	5
Port Melbourne	2006	F	3.2
Port Melbourne	2006	M	4
Port Melbourne	2011	F	3.8
Port Melbourne	2011	M	3.7
Port Melbourne	2016	F	4.3
Port Melbourne	2016	M	3.8
Port Melbourne Industrial	2006	F	0
Port Melbourne Industrial	2006	M	0
Port Melbourne Industrial	2011	F	0
Port Melbourne Industrial	2011	M	0
Port Melbourne Industrial	2016	F	0
Port Melbourne Industrial	2016	M	0
South Melbourne	2006	F	4.5
South Melbourne	2006	M	4.9
South Melbourne	2011	F	4.7
South Melbourne	2011	M	5.1
South Melbourne	2016	F	5.6
South Melbourne	2016	M	6.4
St Kilda	2006	F	4
St Kilda	2006	M	6.3
St Kilda	2011	F	4.4
St Kilda	2011	M	5.2
St Kilda	2016	F	5.3
St Kilda	2016	M	6.2
St Kilda East	2006	F	4.4
St Kilda East	2006	M	5.8
St Kilda East	2011	F	4.5
St Kilda East	2011	M	4.8
St Kilda East	2016	F	4.6
St Kilda East	2016	M	5.4
Armadale	2006	F	3.3
Armadale	2006	M	3.7
Armadale	2011	F	4.1
Armadale	2011	M	4.1
Armadale	2016	F	4.7
Armadale	2016	M	4.6
Prahran - Windsor	2006	F	3.4
Prahran - Windsor	2006	M	4.7
Prahran - Windsor	2011	F	4
Prahran - Windsor	2011	M	4.2
Prahran - Windsor	2016	F	4.3
Prahran - Windsor	2016	M	4.6
South Yarra - East	2006	F	4.4
South Yarra - East	2006	M	4.9
South Yarra - East	2011	F	4.7
South Yarra - East	2011	M	4.9
South Yarra - East	2016	F	5.9
South Yarra - East	2016	M	5.3
Toorak	2006	F	3.9
Toorak	2006	M	3.6
Toorak	2011	F	4.7
Toorak	2011	M	3.5
Toorak	2016	F	4.7
Toorak	2016	M	3.9
Abbotsford	2006	F	4
Abbotsford	2006	M	4.7
Abbotsford	2011	F	3.7
Abbotsford	2011	M	5
Abbotsford	2016	F	5.1
Abbotsford	2016	M	5.6
Carlton North - Princes Hill	2006	F	3.9
Carlton North - Princes Hill	2006	M	5.4
Carlton North - Princes Hill	2011	F	4.1
Carlton North - Princes Hill	2011	M	4.9
Carlton North - Princes Hill	2016	F	4.3
Carlton North - Princes Hill	2016	M	5
Collingwood	2006	F	8.2
Collingwood	2006	M	8.9
Collingwood	2011	F	7
Collingwood	2011	M	6.5
Collingwood	2016	F	7.2
Collingwood	2016	M	7
Fitzroy	2006	F	5.3
Fitzroy	2006	M	8.3
Fitzroy	2011	F	5.9
Fitzroy	2011	M	6.4
Fitzroy	2016	F	7.2
Fitzroy	2016	M	7.5
Fitzroy North	2006	F	3.9
Fitzroy North	2006	M	5.2
Fitzroy North	2011	F	3.7
Fitzroy North	2011	M	4.4
Fitzroy North	2016	F	4.6
Fitzroy North	2016	M	5.1
Richmond (Vic.)	2006	F	4.8
Richmond (Vic.)	2006	M	4.9
Richmond (Vic.)	2011	F	3.9
Richmond (Vic.)	2011	M	4.6
Richmond (Vic.)	2016	F	4.6
Richmond (Vic.)	2016	M	5
Yarra - North	2006	F	3.1
Yarra - North	2006	M	4
Yarra - North	2011	F	4.1
Yarra - North	2011	M	4.8
Yarra - North	2016	F	3.9
Yarra - North	2016	M	4.6
Ashburton (Vic.)	2006	F	4.2
Ashburton (Vic.)	2006	M	4.5
Ashburton (Vic.)	2011	F	5.5
Ashburton (Vic.)	2011	M	5.2
Ashburton (Vic.)	2016	F	4.8
Ashburton (Vic.)	2016	M	5.8
Balwyn	2006	F	3.6
Balwyn	2006	M	4.6
Balwyn	2011	F	4.6
Balwyn	2011	M	4.9
Balwyn	2016	F	5.6
Balwyn	2016	M	6.6
Balwyn North	2006	F	4
Balwyn North	2006	M	4.1
Balwyn North	2011	F	4.6
Balwyn North	2011	M	5.2
Balwyn North	2016	F	6
Balwyn North	2016	M	6.3
Camberwell	2006	F	4
Camberwell	2006	M	3.4
Camberwell	2011	F	4
Camberwell	2011	M	3.9
Camberwell	2016	F	5.5
Camberwell	2016	M	5.3
Glen Iris - East	2006	F	2.9
Glen Iris - East	2006	M	3.3
Glen Iris - East	2011	F	3.7
Glen Iris - East	2011	M	4.7
Glen Iris - East	2016	F	4.8
Glen Iris - East	2016	M	5
Hawthorn	2006	F	4.1
Hawthorn	2006	M	4.5
Hawthorn	2011	F	4.8
Hawthorn	2011	M	5.8
Hawthorn	2016	F	6.3
Hawthorn	2016	M	7
Hawthorn East	2006	F	4.1
Hawthorn East	2006	M	4.7
Hawthorn East	2011	F	4.5
Hawthorn East	2011	M	4.2
Hawthorn East	2016	F	4.6
Hawthorn East	2016	M	5.6
Kew	2006	F	3.5
Kew	2006	M	3.8
Kew	2011	F	4
Kew	2011	M	4.1
Kew	2016	F	4.9
Kew	2016	M	5.3
Kew East	2006	F	3.3
Kew East	2006	M	3.5
Kew East	2011	F	3.4
Kew East	2011	M	4
Kew East	2016	F	4.3
Kew East	2016	M	5.3
Surrey Hills (West) - Canterbury	2006	F	4
Surrey Hills (West) - Canterbury	2006	M	3.6
Surrey Hills (West) - Canterbury	2011	F	3.9
Surrey Hills (West) - Canterbury	2011	M	3.7
Surrey Hills (West) - Canterbury	2016	F	5
Surrey Hills (West) - Canterbury	2016	M	5.1
Bulleen	2006	F	3.6
Bulleen	2006	M	4
Bulleen	2011	F	3.3
Bulleen	2011	M	4.4
Bulleen	2016	F	6.1
Bulleen	2016	M	6.2
Doncaster	2006	F	5.2
Doncaster	2006	M	5.2
Doncaster	2011	F	5.4
Doncaster	2011	M	5.8
Doncaster	2016	F	7.7
Doncaster	2016	M	7.5
Templestowe	2006	F	3.6
Templestowe	2006	M	3.5
Templestowe	2011	F	4.6
Templestowe	2011	M	4.4
Templestowe	2016	F	5.7
Templestowe	2016	M	5.8
Templestowe Lower	2006	F	4.5
Templestowe Lower	2006	M	4.5
Templestowe Lower	2011	F	4.6
Templestowe Lower	2011	M	4.8
Templestowe Lower	2016	F	5.7
Templestowe Lower	2016	M	6.4
Doncaster East (North)	2006	F	4.5
Doncaster East (North)	2006	M	4.3
Doncaster East (North)	2011	F	5.2
Doncaster East (North)	2011	M	5.5
Doncaster East (North)	2016	F	6.6
Doncaster East (North)	2016	M	6.4
Doncaster East (South)	2006	F	6.1
Doncaster East (South)	2006	M	5.3
Doncaster East (South)	2011	F	5.6
Doncaster East (South)	2011	M	6
Doncaster East (South)	2016	F	7.6
Doncaster East (South)	2016	M	7.6
Blackburn	2006	F	4
Blackburn	2006	M	4.2
Blackburn	2011	F	4
Blackburn	2011	M	4.4
Blackburn	2016	F	6.1
Blackburn	2016	M	6.3
Blackburn South	2006	F	3.3
Blackburn South	2006	M	3.6
Blackburn South	2011	F	3.9
Blackburn South	2011	M	4.5
Blackburn South	2016	F	5.7
Blackburn South	2016	M	5.7
Box Hill	2006	F	6.5
Box Hill	2006	M	6.4
Box Hill	2011	F	6.7
Box Hill	2011	M	7.4
Box Hill	2016	F	8.7
Box Hill	2016	M	9.3
Box Hill North	2006	F	4.6
Box Hill North	2006	M	5.4
Box Hill North	2011	F	5.1
Box Hill North	2011	M	6.2
Box Hill North	2016	F	6.2
Box Hill North	2016	M	7.2
Burwood	2006	F	7.8
Burwood	2006	M	6.8
Burwood	2011	F	9.3
Burwood	2011	M	9.5
Burwood	2016	F	12.9
Burwood	2016	M	14.1
Burwood East	2006	F	5
Burwood East	2006	M	5.1
Burwood East	2011	F	6
Burwood East	2011	M	6
Burwood East	2016	F	7.8
Burwood East	2016	M	8
Surrey Hills (East) - Mont Albert	2006	F	3.6
Surrey Hills (East) - Mont Albert	2006	M	4.1
Surrey Hills (East) - Mont Albert	2011	F	4.6
Surrey Hills (East) - Mont Albert	2011	M	4.8
Surrey Hills (East) - Mont Albert	2016	F	4.3
Surrey Hills (East) - Mont Albert	2016	M	5.2
Beaumaris	2006	F	2.8
Beaumaris	2006	M	3
Beaumaris	2011	F	2.9
Beaumaris	2011	M	3.2
Beaumaris	2016	F	4.4
Beaumaris	2016	M	4.5
Brighton (Vic.)	2006	F	3
Brighton (Vic.)	2006	M	3.1
Brighton (Vic.)	2011	F	3.9
Brighton (Vic.)	2011	M	3.5
Brighton (Vic.)	2016	F	4.9
Brighton (Vic.)	2016	M	3.9
Brighton East	2006	F	3.3
Brighton East	2006	M	3.2
Brighton East	2011	F	3.5
Brighton East	2011	M	4.8
Brighton East	2016	F	5.4
Brighton East	2016	M	5.3
Cheltenham - Highett (West)	2006	F	3
Cheltenham - Highett (West)	2006	M	4.1
Cheltenham - Highett (West)	2011	F	3.7
Cheltenham - Highett (West)	2011	M	3.9
Cheltenham - Highett (West)	2016	F	4.7
Cheltenham - Highett (West)	2016	M	4.6
Hampton	2006	F	3.7
Hampton	2006	M	3.9
Hampton	2011	F	4.3
Hampton	2011	M	4.5
Hampton	2016	F	4.8
Hampton	2016	M	4.9
Sandringham - Black Rock	2006	F	3.3
Sandringham - Black Rock	2006	M	3
Sandringham - Black Rock	2011	F	3.6
Sandringham - Black Rock	2011	M	3.6
Sandringham - Black Rock	2016	F	4.5
Sandringham - Black Rock	2016	M	3.6
Bentleigh - McKinnon	2006	F	3.2
Bentleigh - McKinnon	2006	M	4
Bentleigh - McKinnon	2011	F	3.8
Bentleigh - McKinnon	2011	M	4.7
Bentleigh - McKinnon	2016	F	5.9
Bentleigh - McKinnon	2016	M	6.5
Carnegie	2006	F	6
Carnegie	2006	M	5.5
Carnegie	2011	F	5.9
Carnegie	2011	M	4.7
Carnegie	2016	F	7.5
Carnegie	2016	M	6.9
Caulfield - North	2006	F	3.6
Caulfield - North	2006	M	4.2
Caulfield - North	2011	F	5
Caulfield - North	2011	M	4
Caulfield - North	2016	F	5.4
Caulfield - North	2016	M	5.5
Caulfield - South	2006	F	2.9
Caulfield - South	2006	M	4
Caulfield - South	2011	F	4.1
Caulfield - South	2011	M	4.6
Caulfield - South	2016	F	4.1
Caulfield - South	2016	M	5.3
Elsternwick	2006	F	3.8
Elsternwick	2006	M	3.6
Elsternwick	2011	F	4
Elsternwick	2011	M	4.3
Elsternwick	2016	F	4
Elsternwick	2016	M	4.2
Hughesdale	2006	F	6
Hughesdale	2006	M	4.3
Hughesdale	2011	F	5.1
Hughesdale	2011	M	6.4
Hughesdale	2016	F	6.6
Hughesdale	2016	M	6.9
Murrumbeena	2006	F	4
Murrumbeena	2006	M	4.4
Murrumbeena	2011	F	4.8
Murrumbeena	2011	M	3.9
Murrumbeena	2016	F	6.6
Murrumbeena	2016	M	6.5
Ormond - Glen Huntly	2006	F	5
Ormond - Glen Huntly	2006	M	5.2
Ormond - Glen Huntly	2011	F	6.3
Ormond - Glen Huntly	2011	M	5.5
Ormond - Glen Huntly	2016	F	7.3
Ormond - Glen Huntly	2016	M	6.5
Bentleigh East (North)	2006	F	3
Bentleigh East (North)	2006	M	3.1
Bentleigh East (North)	2011	F	4.3
Bentleigh East (North)	2011	M	4.6
Bentleigh East (North)	2016	F	4.9
Bentleigh East (North)	2016	M	5.5
Bentleigh East (South)	2006	F	3.6
Bentleigh East (South)	2006	M	4.2
Bentleigh East (South)	2011	F	4
Bentleigh East (South)	2011	M	4.9
Bentleigh East (South)	2016	F	5.4
Bentleigh East (South)	2016	M	5.4
Aspendale Gardens - Waterways	2006	F	3.2
Aspendale Gardens - Waterways	2006	M	3.9
Aspendale Gardens - Waterways	2011	F	4.1
Aspendale Gardens - Waterways	2011	M	3.1
Aspendale Gardens - Waterways	2016	F	3.6
Aspendale Gardens - Waterways	2016	M	5.1
Braeside	2006	F	0
Braeside	2006	M	0
Braeside	2011	F	0
Braeside	2011	M	0
Braeside	2016	F	0
Braeside	2016	M	0
Carrum - Patterson Lakes	2006	F	3.8
Carrum - Patterson Lakes	2006	M	3.7
Carrum - Patterson Lakes	2011	F	5.2
Carrum - Patterson Lakes	2011	M	4.6
Carrum - Patterson Lakes	2016	F	4.7
Carrum - Patterson Lakes	2016	M	4.8
Chelsea - Bonbeach	2006	F	5.7
Chelsea - Bonbeach	2006	M	5.7
Chelsea - Bonbeach	2011	F	4.9
Chelsea - Bonbeach	2011	M	4.8
Chelsea - Bonbeach	2016	F	5.1
Chelsea - Bonbeach	2016	M	5.1
Chelsea Heights	2006	F	4.9
Chelsea Heights	2006	M	4.1
Chelsea Heights	2011	F	4.9
Chelsea Heights	2011	M	4.1
Chelsea Heights	2016	F	4.4
Chelsea Heights	2016	M	5.7
Cheltenham - Highett (East)	2006	F	3.6
Cheltenham - Highett (East)	2006	M	4.6
Cheltenham - Highett (East)	2011	F	4.1
Cheltenham - Highett (East)	2011	M	4.4
Cheltenham - Highett (East)	2016	F	4.7
Cheltenham - Highett (East)	2016	M	5.8
Edithvale - Aspendale	2006	F	3.8
Edithvale - Aspendale	2006	M	4.2
Edithvale - Aspendale	2011	F	3.4
Edithvale - Aspendale	2011	M	4.7
Edithvale - Aspendale	2016	F	4
Edithvale - Aspendale	2016	M	5.4
Mentone	2006	F	3.5
Mentone	2006	M	3.7
Mentone	2011	F	3.3
Mentone	2011	M	4.4
Mentone	2016	F	5.6
Mentone	2016	M	5.3
Moorabbin - Heatherton	2006	F	3.5
Moorabbin - Heatherton	2006	M	4.3
Moorabbin - Heatherton	2011	F	4.1
Moorabbin - Heatherton	2011	M	4.2
Moorabbin - Heatherton	2016	F	5.6
Moorabbin - Heatherton	2016	M	6.6
Moorabbin Airport	2006	F	0
Moorabbin Airport	2006	M	0
Moorabbin Airport	2011	F	0
Moorabbin Airport	2011	M	0
Moorabbin Airport	2016	F	0
Moorabbin Airport	2016	M	0
Mordialloc - Parkdale	2006	F	3.7
Mordialloc - Parkdale	2006	M	3.5
Mordialloc - Parkdale	2011	F	3.7
Mordialloc - Parkdale	2011	M	3.7
Mordialloc - Parkdale	2016	F	4.6
Mordialloc - Parkdale	2016	M	4.8
Malvern - Glen Iris	2006	F	3.2
Malvern - Glen Iris	2006	M	4.1
Malvern - Glen Iris	2011	F	4.2
Malvern - Glen Iris	2011	M	4.1
Malvern - Glen Iris	2016	F	5.2
Malvern - Glen Iris	2016	M	4.7
Malvern East	2006	F	4.7
Malvern East	2006	M	4.5
Malvern East	2011	F	5.6
Malvern East	2011	M	4.4
Malvern East	2016	F	6.9
Malvern East	2016	M	6.6
Bundoora - East	2006	F	4.4
Bundoora - East	2006	M	4.5
Bundoora - East	2011	F	5.4
Bundoora - East	2011	M	5.8
Bundoora - East	2016	F	6.8
Bundoora - East	2016	M	6.7
Greensborough	2006	F	3.2
Greensborough	2006	M	3.7
Greensborough	2011	F	3.7
Greensborough	2011	M	3.8
Greensborough	2016	F	4.7
Greensborough	2016	M	4.7
Heidelberg - Rosanna	2006	F	3.9
Heidelberg - Rosanna	2006	M	3.9
Heidelberg - Rosanna	2011	F	3.6
Heidelberg - Rosanna	2011	M	4.9
Heidelberg - Rosanna	2016	F	5.6
Heidelberg - Rosanna	2016	M	5.4
Heidelberg West	2006	F	7.5
Heidelberg West	2006	M	9.9
Heidelberg West	2011	F	7
Heidelberg West	2011	M	8
Heidelberg West	2016	F	9
Heidelberg West	2016	M	9.5
Ivanhoe	2006	F	3.8
Ivanhoe	2006	M	4.2
Ivanhoe	2011	F	4.5
Ivanhoe	2011	M	4.5
Ivanhoe	2016	F	4.8
Ivanhoe	2016	M	5.4
Ivanhoe East - Eaglemont	2006	F	2.3
Ivanhoe East - Eaglemont	2006	M	3.6
Ivanhoe East - Eaglemont	2011	F	3.2
Ivanhoe East - Eaglemont	2011	M	3.8
Ivanhoe East - Eaglemont	2016	F	5.3
Ivanhoe East - Eaglemont	2016	M	4.4
Montmorency - Briar Hill	2006	F	3.3
Montmorency - Briar Hill	2006	M	3.5
Montmorency - Briar Hill	2011	F	3.5
Montmorency - Briar Hill	2011	M	3.8
Montmorency - Briar Hill	2016	F	4
Montmorency - Briar Hill	2016	M	4.4
Viewbank - Yallambie	2006	F	4.4
Viewbank - Yallambie	2006	M	3.5
Viewbank - Yallambie	2011	F	4.1
Viewbank - Yallambie	2011	M	4
Viewbank - Yallambie	2016	F	5.2
Viewbank - Yallambie	2016	M	5.2
Watsonia	2006	F	4.6
Watsonia	2006	M	4.6
Watsonia	2011	F	3.7
Watsonia	2011	M	4
Watsonia	2016	F	4.5
Watsonia	2016	M	5.1
Kingsbury	2006	F	8.6
Kingsbury	2006	M	7.3
Kingsbury	2011	F	11.5
Kingsbury	2011	M	8.3
Kingsbury	2016	F	13.2
Kingsbury	2016	M	12.7
Reservoir - East	2006	F	7.3
Reservoir - East	2006	M	8.4
Reservoir - East	2011	F	7.7
Reservoir - East	2011	M	7.4
Reservoir - East	2016	F	9
Reservoir - East	2016	M	8.7
Reservoir - West	2006	F	6.7
Reservoir - West	2006	M	7.9
Reservoir - West	2011	F	6.5
Reservoir - West	2011	M	6.2
Reservoir - West	2016	F	7.6
Reservoir - West	2016	M	7.8
Preston - East	2006	F	8
Preston - East	2006	M	8.9
Preston - East	2011	F	7.3
Preston - East	2011	M	7.7
Preston - East	2016	F	7.3
Preston - East	2016	M	8.6
Preston - West	2006	F	6.1
Preston - West	2006	M	7.4
Preston - West	2011	F	5.6
Preston - West	2011	M	6
Preston - West	2016	F	6.1
Preston - West	2016	M	6.8
Eltham	2006	F	2.8
Eltham	2006	M	3.1
Eltham	2011	F	3.5
Eltham	2011	M	3.9
Eltham	2016	F	4.4
Eltham	2016	M	4.5
Hurstbridge	2006	F	3.2
Hurstbridge	2006	M	3.4
Hurstbridge	2011	F	3.4
Hurstbridge	2011	M	4.1
Hurstbridge	2016	F	3.9
Hurstbridge	2016	M	4.9
Kinglake	2006	F	3.2
Kinglake	2006	M	4.5
Kinglake	2011	F	6.3
Kinglake	2011	M	3.8
Kinglake	2016	F	5.7
Kinglake	2016	M	4.6
Panton Hill - St Andrews	2006	F	3.4
Panton Hill - St Andrews	2006	M	3.9
Panton Hill - St Andrews	2011	F	4.5
Panton Hill - St Andrews	2011	M	3.1
Panton Hill - St Andrews	2016	F	3.5
Panton Hill - St Andrews	2016	M	4.1
Plenty - Yarrambat	2006	F	3.4
Plenty - Yarrambat	2006	M	2.7
Plenty - Yarrambat	2011	F	3.5
Plenty - Yarrambat	2011	M	2.3
Plenty - Yarrambat	2016	F	3.7
Plenty - Yarrambat	2016	M	4.6
Research - North Warrandyte	2006	F	2.6
Research - North Warrandyte	2006	M	3.6
Research - North Warrandyte	2011	F	3.2
Research - North Warrandyte	2011	M	3.5
Research - North Warrandyte	2016	F	4.6
Research - North Warrandyte	2016	M	3.8
Wattle Glen - Diamond Creek	2006	F	3.3
Wattle Glen - Diamond Creek	2006	M	2.6
Wattle Glen - Diamond Creek	2011	F	3
Wattle Glen - Diamond Creek	2011	M	3.8
Wattle Glen - Diamond Creek	2016	F	3.8
Wattle Glen - Diamond Creek	2016	M	5
Bundoora - North	2006	F	3.8
Bundoora - North	2006	M	4
Bundoora - North	2011	F	5.7
Bundoora - North	2011	M	5.3
Bundoora - North	2016	F	8.5
Bundoora - North	2016	M	9.6
Bundoora - West	2006	F	4.6
Bundoora - West	2006	M	5.8
Bundoora - West	2011	F	6
Bundoora - West	2011	M	6.2
Bundoora - West	2016	F	7.6
Bundoora - West	2016	M	10
Lalor	2006	F	9.2
Lalor	2006	M	8.4
Lalor	2011	F	8.5
Lalor	2011	M	8.4
Lalor	2016	F	9.8
Lalor	2016	M	9.5
Mill Park - North	2006	F	4.6
Mill Park - North	2006	M	5
Mill Park - North	2011	F	4.9
Mill Park - North	2011	M	4.8
Mill Park - North	2016	F	6.1
Mill Park - North	2016	M	6.7
Mill Park - South	2006	F	6.5
Mill Park - South	2006	M	5.3
Mill Park - South	2011	F	6.3
Mill Park - South	2011	M	6.3
Mill Park - South	2016	F	7.3
Mill Park - South	2016	M	7.7
Thomastown	2006	F	9
Thomastown	2006	M	8.3
Thomastown	2011	F	9.2
Thomastown	2011	M	7.6
Thomastown	2016	F	10.1
Thomastown	2016	M	9.9
Wallan	2006	F	4.5
Wallan	2006	M	3.8
Wallan	2011	F	4.7
Wallan	2011	M	3.8
