SA2_NAME16	Year	AustCitizen	persons
Deua - Wadbilliga	2016	0	9
Deua - Wadbilliga	2016	1	16
Eden	2006	0	252
Eden	2006	1	2757
Eden	2011	0	224
Eden	2011	1	2983
Eden	2016	0	383
Eden	2016	1	2833
Eurobodalla Hinterland	2006	0	249
Eurobodalla Hinterland	2006	1	2334
Eurobodalla Hinterland	2011	0	266
Eurobodalla Hinterland	2011	1	2945
Eurobodalla Hinterland	2016	0	324
Eurobodalla Hinterland	2016	1	2977
Merimbula - Tura Beach	2006	0	714
Merimbula - Tura Beach	2006	1	8480
Merimbula - Tura Beach	2011	0	810
Merimbula - Tura Beach	2011	1	8969
Merimbula - Tura Beach	2016	0	1111
Merimbula - Tura Beach	2016	1	9507
Moruya - Tuross Head	2006	0	599
Moruya - Tuross Head	2006	1	7377
Moruya - Tuross Head	2011	0	591
Moruya - Tuross Head	2011	1	7025
Moruya - Tuross Head	2016	0	779
Moruya - Tuross Head	2016	1	7189
Narooma - Bermagui	2006	0	770
Narooma - Bermagui	2006	1	8176
Narooma - Bermagui	2011	0	752
Narooma - Bermagui	2011	1	7880
Narooma - Bermagui	2016	0	978
Narooma - Bermagui	2016	1	8000
Goulburn	2006	0	1988
Goulburn	2006	1	18787
Goulburn	2011	0	2022
Goulburn	2011	1	19463
Goulburn	2016	0	2891
Goulburn	2016	1	19999
Goulburn Region	2006	0	1080
Goulburn Region	2006	1	10220
Goulburn Region	2011	0	940
Goulburn Region	2011	1	10675
Goulburn Region	2016	0	1390
Goulburn Region	2016	1	11280
Yass	2006	0	320
Yass	2006	1	5415
Yass	2011	0	502
Yass	2011	1	5829
Yass	2016	0	574
Yass	2016	1	5932
Yass Region	2006	0	691
Yass Region	2006	1	8355
Yass Region	2011	0	765
Yass Region	2011	1	9632
Yass Region	2016	0	1018
Yass Region	2016	1	10487
Young	2006	0	623
Young	2006	1	9563
Young	2011	0	864
Young	2011	1	9416
Young	2016	0	947
Young	2016	1	9654
Young Region	2006	0	410
Young Region	2006	1	6856
Young Region	2011	0	506
Young Region	2011	1	6888
Young Region	2016	0	659
Young Region	2016	1	6664
Avoca Beach - Copacabana	2006	0	768
Avoca Beach - Copacabana	2006	1	6101
Avoca Beach - Copacabana	2011	0	807
Avoca Beach - Copacabana	2011	1	6203
Avoca Beach - Copacabana	2016	0	798
Avoca Beach - Copacabana	2016	1	6514
Box Head - MacMasters Beach	2006	0	1085
Box Head - MacMasters Beach	2006	1	9234
Box Head - MacMasters Beach	2011	0	1008
Box Head - MacMasters Beach	2011	1	9330
Box Head - MacMasters Beach	2016	0	970
Box Head - MacMasters Beach	2016	1	9719
Calga - Kulnura	2006	0	608
Calga - Kulnura	2006	1	3325
Calga - Kulnura	2011	0	491
Calga - Kulnura	2011	1	3931
Calga - Kulnura	2016	0	681
Calga - Kulnura	2016	1	4024
Erina - Green Point	2006	0	1345
Erina - Green Point	2006	1	11791
Erina - Green Point	2011	0	1323
Erina - Green Point	2011	1	12268
Erina - Green Point	2016	0	1650
Erina - Green Point	2016	1	12303
Gosford - Springfield	2006	0	2655
Gosford - Springfield	2006	1	14031
Gosford - Springfield	2011	0	2811
Gosford - Springfield	2011	1	15261
Gosford - Springfield	2016	0	2967
Gosford - Springfield	2016	1	15836
Kariong	2006	0	784
Kariong	2006	1	5800
Kariong	2011	0	610
Kariong	2011	1	5843
Kariong	2016	0	787
Kariong	2016	1	5598
Kincumber - Picketts Valley	2006	0	573
Kincumber - Picketts Valley	2006	1	6569
Kincumber - Picketts Valley	2011	0	591
Kincumber - Picketts Valley	2011	1	6519
Kincumber - Picketts Valley	2016	0	612
Kincumber - Picketts Valley	2016	1	6701
Narara	2006	0	687
Narara	2006	1	6348
Narara	2011	0	579
Narara	2011	1	5913
Narara	2016	0	636
Narara	2016	1	6006
Niagara Park - Lisarow	2006	0	619
Niagara Park - Lisarow	2006	1	6288
Niagara Park - Lisarow	2011	0	720
Niagara Park - Lisarow	2011	1	7332
Niagara Park - Lisarow	2016	0	726
Niagara Park - Lisarow	2016	1	7303
Point Clare - Koolewong	2006	0	754
Point Clare - Koolewong	2006	1	5471
Point Clare - Koolewong	2011	0	811
Point Clare - Koolewong	2011	1	5503
Point Clare - Koolewong	2016	0	608
Point Clare - Koolewong	2016	1	5598
Saratoga - Davistown	2006	0	669
Saratoga - Davistown	2006	1	5782
Saratoga - Davistown	2011	0	470
Saratoga - Davistown	2011	1	6167
Saratoga - Davistown	2016	0	605
Saratoga - Davistown	2016	1	6379
Terrigal - North Avoca	2006	0	1586
Terrigal - North Avoca	2006	1	10434
Terrigal - North Avoca	2011	0	1608
Terrigal - North Avoca	2011	1	10958
Terrigal - North Avoca	2016	0	1500
Terrigal - North Avoca	2016	1	11847
Umina - Booker Bay - Patonga	2006	0	3283
Umina - Booker Bay - Patonga	2006	1	18420
Umina - Booker Bay - Patonga	2011	0	2388
Umina - Booker Bay - Patonga	2011	1	20146
Umina - Booker Bay - Patonga	2016	0	2826
Umina - Booker Bay - Patonga	2016	1	20764
Wamberal - Forresters Beach	2006	0	1001
Wamberal - Forresters Beach	2006	1	8267
Wamberal - Forresters Beach	2011	0	876
Wamberal - Forresters Beach	2011	1	8214
Wamberal - Forresters Beach	2016	0	862
Wamberal - Forresters Beach	2016	1	8895
Woy Woy - Blackwall	2006	0	1884
Woy Woy - Blackwall	2006	1	11335
Woy Woy - Blackwall	2011	0	1589
Woy Woy - Blackwall	2011	1	11663
Woy Woy - Blackwall	2016	0	1741
Woy Woy - Blackwall	2016	1	12183
Wyoming	2006	0	1085
Wyoming	2006	1	10362
Wyoming	2011	0	1155
Wyoming	2011	1	10034
Wyoming	2016	0	1390
Wyoming	2016	1	10046
Bateau Bay - Killarney Vale	2006	0	2017
Bateau Bay - Killarney Vale	2006	1	19125
Bateau Bay - Killarney Vale	2011	0	1656
Bateau Bay - Killarney Vale	2011	1	19723
Bateau Bay - Killarney Vale	2016	0	2113
Bateau Bay - Killarney Vale	2016	1	19895
Blue Haven - San Remo	2006	0	974
Blue Haven - San Remo	2006	1	9194
Blue Haven - San Remo	2011	0	968
Blue Haven - San Remo	2011	1	9813
Blue Haven - San Remo	2016	0	971
Blue Haven - San Remo	2016	1	10075
Budgewoi - Buff Point - Halekulani	2006	0	915
Budgewoi - Buff Point - Halekulani	2006	1	7847
Budgewoi - Buff Point - Halekulani	2011	0	792
Budgewoi - Buff Point - Halekulani	2011	1	8176
Budgewoi - Buff Point - Halekulani	2016	0	913
Budgewoi - Buff Point - Halekulani	2016	1	8496
Chittaway Bay - Tumbi Umbi	2006	0	1233
Chittaway Bay - Tumbi Umbi	2006	1	13485
Chittaway Bay - Tumbi Umbi	2011	0	1256
Chittaway Bay - Tumbi Umbi	2011	1	13987
Chittaway Bay - Tumbi Umbi	2016	0	1284
Chittaway Bay - Tumbi Umbi	2016	1	14071
Gorokan - Kanwal - Charmhaven	2006	0	1862
Gorokan - Kanwal - Charmhaven	2006	1	17930
Gorokan - Kanwal - Charmhaven	2011	0	1951
Gorokan - Kanwal - Charmhaven	2011	1	18724
Gorokan - Kanwal - Charmhaven	2016	0	2580
Gorokan - Kanwal - Charmhaven	2016	1	19529
Jilliby - Yarramalong	2006	0	299
Jilliby - Yarramalong	2006	1	2398
Jilliby - Yarramalong	2011	0	310
Jilliby - Yarramalong	2011	1	2701
Jilliby - Yarramalong	2016	0	407
Jilliby - Yarramalong	2016	1	2951
Lake Munmorah - Mannering Park	2006	0	895
Lake Munmorah - Mannering Park	2006	1	8721
Lake Munmorah - Mannering Park	2011	0	815
Lake Munmorah - Mannering Park	2011	1	9248
Lake Munmorah - Mannering Park	2016	0	936
Lake Munmorah - Mannering Park	2016	1	9792
Ourimbah - Fountaindale	2006	0	404
Ourimbah - Fountaindale	2006	1	4082
Ourimbah - Fountaindale	2011	0	413
Ourimbah - Fountaindale	2011	1	4381
Ourimbah - Fountaindale	2016	0	458
Ourimbah - Fountaindale	2016	1	4397
Summerland Point - Gwandalan	2006	0	496
Summerland Point - Gwandalan	2006	1	4616
Summerland Point - Gwandalan	2011	0	374
Summerland Point - Gwandalan	2011	1	5026
Summerland Point - Gwandalan	2016	0	422
Summerland Point - Gwandalan	2016	1	5346
The Entrance	2006	0	1571
The Entrance	2006	1	10037
The Entrance	2011	0	1730
The Entrance	2011	1	12257
The Entrance	2016	0	1755
The Entrance	2016	1	13186
Toukley - Norah Head	2006	0	868
Toukley - Norah Head	2006	1	8056
Toukley - Norah Head	2011	0	873
Toukley - Norah Head	2011	1	8126
Toukley - Norah Head	2016	0	1164
Toukley - Norah Head	2016	1	8609
Tuggerah - Kangy Angy	2006	0	642
Tuggerah - Kangy Angy	2006	1	4348
Tuggerah - Kangy Angy	2011	0	647
Tuggerah - Kangy Angy	2011	1	4488
Tuggerah - Kangy Angy	2016	0	674
Tuggerah - Kangy Angy	2016	1	4629
Warnervale - Wadalba	2006	0	1090
Warnervale - Wadalba	2006	1	8496
Warnervale - Wadalba	2011	0	1377
Warnervale - Wadalba	2011	1	11119
Warnervale - Wadalba	2016	0	1519
Warnervale - Wadalba	2016	1	13703
Wyong	2006	0	824
Wyong	2006	1	6595
Wyong	2011	0	1037
Wyong	2011	1	7115
Wyong	2016	0	1226
Wyong	2016	1	7596
Bathurst	2006	0	2298
Bathurst	2006	1	19532
Bathurst	2011	0	2563
Bathurst	2011	1	20422
Bathurst	2016	0	3299
Bathurst	2016	1	20534
Bathurst - East	2006	0	633
Bathurst - East	2006	1	7777
Bathurst - East	2011	0	709
Bathurst - East	2011	1	8789
Bathurst - East	2016	0	1008
Bathurst - East	2016	1	10181
Bathurst Region	2006	0	567
Bathurst Region	2006	1	5393
Bathurst Region	2011	0	648
Bathurst Region	2011	1	5964
Bathurst Region	2016	0	1009
Bathurst Region	2016	1	5901
Oberon	2006	0	543
Oberon	2006	1	4134
Oberon	2011	0	488
Oberon	2011	1	3971
Oberon	2016	0	794
Oberon	2016	1	3868
Condobolin	2006	0	444
Condobolin	2006	1	6644
Condobolin	2011	0	485
Condobolin	2011	1	6407
Condobolin	2016	0	877
Condobolin	2016	1	5753
Cowra	2006	0	616
Cowra	2006	1	8634
Cowra	2011	0	793
Cowra	2011	1	8133
Cowra	2016	0	865
Cowra	2016	1	8281
Cowra Region	2006	0	295
Cowra Region	2006	1	4946
Cowra Region	2011	0	377
Cowra Region	2011	1	4970
Cowra Region	2016	0	506
Cowra Region	2016	1	4941
Forbes	2006	0	670
Forbes	2006	1	9613
Forbes	2011	0	629
Forbes	2011	1	9176
Forbes	2016	0	1007
Forbes	2016	1	9158
Grenfell	2006	0	187
Grenfell	2006	1	3449
Grenfell	2011	0	231
Grenfell	2011	1	3415
Grenfell	2016	0	399
Grenfell	2016	1	3253
Parkes (NSW)	2006	0	698
Parkes (NSW)	2006	1	9963
Parkes (NSW)	2011	0	1081
Parkes (NSW)	2011	1	9858
Parkes (NSW)	2016	0	1221
Parkes (NSW)	2016	1	9756
Parkes Region	2006	0	202
Parkes Region	2006	1	3089
Parkes Region	2011	0	274
Parkes Region	2011	1	3116
Parkes Region	2016	0	390
Parkes Region	2016	1	3000
West Wyalong	2006	0	336
West Wyalong	2006	1	5762
West Wyalong	2011	0	308
West Wyalong	2011	1	5542
West Wyalong	2016	0	808
West Wyalong	2016	1	5118
Lithgow	2006	0	1274
Lithgow	2006	1	10840
Lithgow	2011	0	1442
Lithgow	2011	1	10809
Lithgow	2016	0	1875
Lithgow	2016	1	10943
Lithgow Region	2006	0	740
Lithgow Region	2006	1	6906
Lithgow Region	2011	0	678
Lithgow Region	2011	1	7217
Lithgow Region	2016	0	1197
Lithgow Region	2016	1	7065
Mudgee	2006	0	715
Mudgee	2006	1	8863
Mudgee	2011	0	985
Mudgee	2011	1	9499
Mudgee	2016	0	1320
Mudgee	2016	1	10408
Mudgee Region - East	2006	0	329
Mudgee Region - East	2006	1	3077
Mudgee Region - East	2011	0	249
Mudgee Region - East	2011	1	3096
Mudgee Region - East	2016	0	483
Mudgee Region - East	2016	1	2961
Mudgee Region - West	2006	0	869
Mudgee Region - West	2006	1	8922
Mudgee Region - West	2011	0	960
Mudgee Region - West	2011	1	8990
Mudgee Region - West	2016	0	1539
Mudgee Region - West	2016	1	8820
Wollangambe - Wollemi	2006	0	0
Wollangambe - Wollemi	2006	1	0
Wollangambe - Wollemi	2011	0	0
Wollangambe - Wollemi	2011	1	0
Wollangambe - Wollemi	2016	0	0
Wollangambe - Wollemi	2016	1	0
Blayney	2006	0	408
Blayney	2006	1	6186
Blayney	2011	0	572
Blayney	2011	1	6435
Blayney	2016	0	646
Blayney	2016	1	6625
Orange	2006	0	1755
Orange	2006	1	17624
Orange	2011	0	2042
Orange	2011	1	17587
Orange	2016	0	2253
Orange	2016	1	16756
Orange - North	2006	0	1169
Orange - North	2006	1	12970
Orange - North	2011	0	1595
Orange - North	2011	1	15240
Orange - North	2016	0	1896
Orange - North	2016	1	17832
Orange Region	2006	0	688
Orange Region	2006	1	9898
Orange Region	2011	0	661
Orange Region	2011	1	10336
Orange Region	2016	0	1033
Orange Region	2016	1	10570
Grafton	2006	0	1463
Grafton	2006	1	16281
Grafton	2011	0	1485
Grafton	2011	1	16875
Grafton	2016	0	1781
Grafton	2016	1	16887
Grafton Region	2006	0	990
Grafton Region	2006	1	13944
Grafton Region	2011	0	1101
Grafton Region	2011	1	13932
Grafton Region	2016	0	1627
Grafton Region	2016	1	13684
Maclean - Yamba - Iluka	2006	0	1029
Maclean - Yamba - Iluka	2006	1	13960
Maclean - Yamba - Iluka	2011	0	1160
Maclean - Yamba - Iluka	2011	1	14685
Maclean - Yamba - Iluka	2016	0	1628
Maclean - Yamba - Iluka	2016	1	14651
Bellingen	2006	0	630
Bellingen	2006	1	5326
Bellingen	2011	0	479
Bellingen	2011	1	5225
Bellingen	2016	0	645
Bellingen	2016	1	5162
Coffs Harbour - North	2006	0	1348
Coffs Harbour - North	2006	1	14477
Coffs Harbour - North	2011	0	1758
Coffs Harbour - North	2011	1	14584
Coffs Harbour - North	2016	0	2415
Coffs Harbour - North	2016	1	15047
Coffs Harbour - South	2006	0	1070
Coffs Harbour - South	2006	1	7587
Coffs Harbour - South	2011	0	1175
Coffs Harbour - South	2011	1	8642
Coffs Harbour - South	2016	0	1795
Coffs Harbour - South	2016	1	8500
Coramba - Nana Glen - Bucca	2006	0	334
Coramba - Nana Glen - Bucca	2006	1	3493
Coramba - Nana Glen - Bucca	2011	0	289
Coramba - Nana Glen - Bucca	2011	1	3295
Coramba - Nana Glen - Bucca	2016	0	458
Coramba - Nana Glen - Bucca	2016	1	3362
Dorrigo	2006	0	236
Dorrigo	2006	1	3008
Dorrigo	2011	0	294
Dorrigo	2011	1	2997
Dorrigo	2016	0	406
Dorrigo	2016	1	2837
Korora - Emerald Beach	2006	0	738
Korora - Emerald Beach	2006	1	6519
Korora - Emerald Beach	2011	0	742
Korora - Emerald Beach	2011	1	6954
Korora - Emerald Beach	2016	0	966
Korora - Emerald Beach	2016	1	7771
Sawtell - Boambee	2006	0	1492
Sawtell - Boambee	2006	1	17125
Sawtell - Boambee	2011	0	1547
Sawtell - Boambee	2011	1	17393
Sawtell - Boambee	2016	0	1811
Sawtell - Boambee	2016	1	17666
Urunga	2006	0	314
Urunga	2006	1	3848
Urunga	2011	0	346
Urunga	2011	1	4199
Urunga	2016	0	448
Urunga	2016	1	4218
Woolgoolga - Arrawarra	2006	0	795
Woolgoolga - Arrawarra	2006	1	9468
Woolgoolga - Arrawarra	2011	0	1186
Woolgoolga - Arrawarra	2011	1	10262
Woolgoolga - Arrawarra	2016	0	1920
Woolgoolga - Arrawarra	2016	1	10603
Bourke - Brewarrina	2006	0	475
Bourke - Brewarrina	2006	1	4142
Bourke - Brewarrina	2011	0	654
Bourke - Brewarrina	2011	1	3631
Bourke - Brewarrina	2016	0	739
Bourke - Brewarrina	2016	1	3263
Cobar	2006	0	584
Cobar	2006	1	4331
Cobar	2011	0	621
Cobar	2011	1	4096
Cobar	2016	0	738
Cobar	2016	1	3919
Coonamble	2006	0	245
Coonamble	2006	1	4131
Coonamble	2011	0	335
Coonamble	2011	1	3924
Coonamble	2016	0	656
Coonamble	2016	1	3457
Nyngan - Warren	2006	0	328
Nyngan - Warren	2006	1	5099
Nyngan - Warren	2011	0	453
Nyngan - Warren	2011	1	4755
Nyngan - Warren	2016	0	650
Nyngan - Warren	2016	1	4319
Walgett - Lightning Ridge	2006	0	824
Walgett - Lightning Ridge	2006	1	6472
Walgett - Lightning Ridge	2011	0	934
Walgett - Lightning Ridge	2011	1	5888
Walgett - Lightning Ridge	2016	0	948
Walgett - Lightning Ridge	2016	1	5464
Broken Hill	2006	0	1865
Broken Hill	2006	1	17501
Broken Hill	2011	0	1684
Broken Hill	2011	1	16835
Broken Hill	2016	0	1716
Broken Hill	2016	1	15992
Far West	2006	0	251
Far West	2006	1	2416
Far West	2011	0	269
Far West	2011	1	2417
Far West	2016	0	401
Far West	2016	1	2106
Coonabarabran	2006	0	569
Coonabarabran	2006	1	7548
Coonabarabran	2011	0	646
Coonabarabran	2011	1	7528
Coonabarabran	2016	0	909
Coonabarabran	2016	1	7041
Dubbo - East	2006	0	897
Dubbo - East	2006	1	9681
Dubbo - East	2011	0	875
Dubbo - East	2011	1	9974
Dubbo - East	2016	0	1186
Dubbo - East	2016	1	9192
Dubbo - South	2006	0	1445
Dubbo - South	2006	1	13900
Dubbo - South	2011	0	1144
Dubbo - South	2011	1	14580
Dubbo - South	2016	0	2038
Dubbo - South	2016	1	14904
Dubbo - West	2006	0	807
Dubbo - West	2006	1	6371
Dubbo - West	2011	0	555
Dubbo - West	2011	1	6864
Dubbo - West	2016	0	1041
Dubbo - West	2016	1	7727
Dubbo Region	2006	0	430
Dubbo Region	2006	1	4540
Dubbo Region	2011	0	426
Dubbo Region	2011	1	4739
Dubbo Region	2016	0	570
Dubbo Region	2016	1	5055
Gilgandra	2006	0	324
Gilgandra	2006	1	4195
Gilgandra	2011	0	338
Gilgandra	2011	1	4121
Gilgandra	2016	0	406
Gilgandra	2016	1	3967
Narromine	2006	0	438
Narromine	2006	1	6182
Narromine	2011	0	496
Narromine	2011	1	6185
Narromine	2016	0	731
Narromine	2016	1	5804
Wellington	2006	0	679
Wellington	2006	1	7811
Wellington	2011	0	1152
Wellington	2011	1	7471
Wellington	2016	0	1737
Wellington	2016	1	7094
Branxton - Greta - Pokolbin	2006	0	640
Branxton - Greta - Pokolbin	2006	1	7745
Branxton - Greta - Pokolbin	2011	0	790
Branxton - Greta - Pokolbin	2011	1	8482
Branxton - Greta - Pokolbin	2016	0	950
Branxton - Greta - Pokolbin	2016	1	9175
Cessnock	2006	0	1967
Cessnock	2006	1	16549
Cessnock	2011	0	2309
Cessnock	2011	1	17953
Cessnock	2016	0	2724
Cessnock	2016	1	19270
Cessnock Region	2006	0	582
Cessnock Region	2006	1	5777
Cessnock Region	2011	0	516
Cessnock Region	2011	1	6518
Cessnock Region	2016	0	1031
Cessnock Region	2016	1	6900
Dungog	2006	0	609
Dungog	2006	1	7451
Dungog	2011	0	573
Dungog	2011	1	7744
Dungog	2016	0	756
Dungog	2016	1	8219
Kurri Kurri - Abermain	2006	0	869
Kurri Kurri - Abermain	2006	1	14341
Kurri Kurri - Abermain	2011	0	1048
Kurri Kurri - Abermain	2011	1	15150
Kurri Kurri - Abermain	2016	0	1473
Kurri Kurri - Abermain	2016	1	16165
Singleton	2006	0	1353
Singleton	2006	1	13837
Singleton	2011	0	1493
Singleton	2011	1	14640
Singleton	2016	0	1663
Singleton	2016	1	14426
Singleton Region	2006	0	395
Singleton Region	2006	1	4352
Singleton Region	2011	0	354
Singleton Region	2011	1	4405
Singleton Region	2016	0	748
Singleton Region	2016	1	4171
Maitland	2006	0	388
Maitland	2006	1	3943
Maitland	2011	0	432
Maitland	2011	1	4340
Maitland	2016	0	718
Maitland	2016	1	5885
Maitland - East	2006	0	1914
Maitland - East	2006	1	22112
Maitland - East	2011	0	2000
Maitland - East	2011	1	23808
Maitland - East	2016	0	2347
Maitland - East	2016	1	25069
Maitland - North	2006	0	352
Maitland - North	2006	1	5285
Maitland - North	2011	0	369
Maitland - North	2011	1	6247
Maitland - North	2016	0	556
Maitland - North	2016	1	7061
Maitland - West	2006	0	1200
Maitland - West	2006	1	15029
Maitland - West	2011	0	1351
Maitland - West	2011	1	16933
Maitland - West	2016	0	1977
Maitland - West	2016	1	20550
Thornton - Millers Forest	2006	0	495
Thornton - Millers Forest	2006	1	7645
Thornton - Millers Forest	2011	0	498
Thornton - Millers Forest	2011	1	8226
Thornton - Millers Forest	2016	0	609
Thornton - Millers Forest	2016	1	9398
Anna Bay	2006	0	431
Anna Bay	2006	1	5084
Anna Bay	2011	0	517
Anna Bay	2011	1	4914
Anna Bay	2016	0	697
Anna Bay	2016	1	5032
Lemon Tree Passage - Tanilba Bay	2006	0	570
Lemon Tree Passage - Tanilba Bay	2006	1	5263
Lemon Tree Passage - Tanilba Bay	2011	0	468
Lemon Tree Passage - Tanilba Bay	2011	1	5849
Lemon Tree Passage - Tanilba Bay	2016	0	655
Lemon Tree Passage - Tanilba Bay	2016	1	6029
Nelson Bay Peninsula	2006	0	1846
Nelson Bay Peninsula	2006	1	15837
Nelson Bay Peninsula	2011	0	2488
Nelson Bay Peninsula	2011	1	17156
Nelson Bay Peninsula	2016	0	2511
Nelson Bay Peninsula	2016	1	18508
Raymond Terrace	2006	0	1195
Raymond Terrace	2006	1	12211
Raymond Terrace	2011	0	1198
Raymond Terrace	2011	1	12538
Raymond Terrace	2016	0	1374
Raymond Terrace	2016	1	12449
Seaham - Woodville	2006	0	321
Seaham - Woodville	2006	1	4430
Seaham - Woodville	2011	0	319
Seaham - Woodville	2011	1	4985
Seaham - Woodville	2016	0	378
Seaham - Woodville	2016	1	5037
Tea Gardens - Hawks Nest	2006	0	378
Tea Gardens - Hawks Nest	2006	1	3658
Tea Gardens - Hawks Nest	2011	0	394
Tea Gardens - Hawks Nest	2011	1	4106
Tea Gardens - Hawks Nest	2016	0	496
Tea Gardens - Hawks Nest	2016	1	4541
Williamtown - Medowie - Karuah	2006	0	767
Williamtown - Medowie - Karuah	2006	1	10726
Williamtown - Medowie - Karuah	2011	0	944
Williamtown - Medowie - Karuah	2011	1	11635
Williamtown - Medowie - Karuah	2016	0	1445
Williamtown - Medowie - Karuah	2016	1	12224
Muswellbrook	2006	0	1110
Muswellbrook	2006	1	9970
Muswellbrook	2011	0	1607
Muswellbrook	2011	1	10184
Muswellbrook	2016	0	1562
Muswellbrook	2016	1	10513
Muswellbrook Region	2006	0	539
Muswellbrook Region	2006	1	3616
Muswellbrook Region	2011	0	393
Muswellbrook Region	2011	1	3606
Muswellbrook Region	2016	0	463
Muswellbrook Region	2016	1	3551
Scone	2006	0	398
Scone	2006	1	4949
Scone	2011	0	508
Scone	2011	1	5376
Scone	2016	0	747
Scone	2016	1	5080
Scone Region	2006	0	589
Scone Region	2006	1	7045
Scone Region	2011	0	658
Scone Region	2011	1	7213
Scone Region	2016	0	1102
Scone Region	2016	1	7182
Dapto - Avondale	2006	0	2110
Dapto - Avondale	2006	1	19393
Dapto - Avondale	2011	0	2227
Dapto - Avondale	2011	1	20271
Dapto - Avondale	2016	0	2113
Dapto - Avondale	2016	1	21345
Horsley - Kembla Grange	2006	0	646
Horsley - Kembla Grange	2006	1	6573
Horsley - Kembla Grange	2011	0	569
Horsley - Kembla Grange	2011	1	6849
Horsley - Kembla Grange	2016	0	777
Horsley - Kembla Grange	2016	1	7882
Port Kembla Industrial	2006	0	0
Port Kembla Industrial	2006	1	0
Port Kembla Industrial	2011	0	-1
Port Kembla Industrial	2011	1	28
Port Kembla Industrial	2016	0	2
Port Kembla Industrial	2016	1	8
Unanderra - Mount Kembla	2006	0	1778
Unanderra - Mount Kembla	2006	1	14079
Unanderra - Mount Kembla	2011	0	1194
Unanderra - Mount Kembla	2011	1	14127
Unanderra - Mount Kembla	2016	0	1581
Unanderra - Mount Kembla	2016	1	13797
Berkeley - Lake Heights - Cringila	2006	0	1684
Berkeley - Lake Heights - Cringila	2006	1	10979
Berkeley - Lake Heights - Cringila	2011	0	1590
Berkeley - Lake Heights - Cringila	2011	1	11232
Berkeley - Lake Heights - Cringila	2016	0	1737
Berkeley - Lake Heights - Cringila	2016	1	12064
Port Kembla - Warrawong	2006	0	1271
Port Kembla - Warrawong	2006	1	8102
Port Kembla - Warrawong	2011	0	1336
Port Kembla - Warrawong	2011	1	8312
Port Kembla - Warrawong	2016	0	1440
Port Kembla - Warrawong	2016	1	8309
