SA2_NAME16	Year	SameAddress5YearsAgo	persons
Narooma - Bermagui	2016	0	3088
Narooma - Bermagui	2016	1	4698
Goulburn	2006		2767
Goulburn	2006	0	7523
Goulburn	2006	1	10485
Goulburn	2011		2865
Goulburn	2011	0	7479
Goulburn	2011	1	11141
Goulburn	2016		3806
Goulburn	2016	0	8007
Goulburn	2016	1	11077
Goulburn Region	2006		1330
Goulburn Region	2006	0	3510
Goulburn Region	2006	1	6460
Goulburn Region	2011		1166
Goulburn Region	2011	0	3251
Goulburn Region	2011	1	7198
Goulburn Region	2016		1724
Goulburn Region	2016	0	3819
Goulburn Region	2016	1	7127
Yass	2006		570
Yass	2006	0	2225
Yass	2006	1	2940
Yass	2011		846
Yass	2011	0	2288
Yass	2011	1	3197
Yass	2016		867
Yass	2016	0	2204
Yass	2016	1	3435
Yass Region	2006		1066
Yass Region	2006	0	3003
Yass Region	2006	1	4977
Yass Region	2011		1138
Yass Region	2011	0	3466
Yass Region	2011	1	5793
Yass Region	2016		1483
Yass Region	2016	0	3396
Yass Region	2016	1	6626
Young	2006		1178
Young	2006	0	4073
Young	2006	1	4935
Young	2011		1402
Young	2011	0	3348
Young	2011	1	5530
Young	2016		1475
Young	2016	0	3544
Young	2016	1	5582
Young Region	2006		660
Young Region	2006	0	2128
Young Region	2006	1	4478
Young Region	2011		816
Young Region	2011	0	2022
Young Region	2011	1	4556
Young Region	2016		904
Young Region	2016	0	2006
Young Region	2016	1	4413
Avoca Beach - Copacabana	2006		835
Avoca Beach - Copacabana	2006	0	2261
Avoca Beach - Copacabana	2006	1	3773
Avoca Beach - Copacabana	2011		769
Avoca Beach - Copacabana	2011	0	2414
Avoca Beach - Copacabana	2011	1	3827
Avoca Beach - Copacabana	2016		768
Avoca Beach - Copacabana	2016	0	2645
Avoca Beach - Copacabana	2016	1	3899
Box Head - MacMasters Beach	2006		1136
Box Head - MacMasters Beach	2006	0	3457
Box Head - MacMasters Beach	2006	1	5726
Box Head - MacMasters Beach	2011		999
Box Head - MacMasters Beach	2011	0	3132
Box Head - MacMasters Beach	2011	1	6207
Box Head - MacMasters Beach	2016		1074
Box Head - MacMasters Beach	2016	0	3557
Box Head - MacMasters Beach	2016	1	6058
Calga - Kulnura	2006		606
Calga - Kulnura	2006	0	1006
Calga - Kulnura	2006	1	2321
Calga - Kulnura	2011		514
Calga - Kulnura	2011	0	1139
Calga - Kulnura	2011	1	2769
Calga - Kulnura	2016		688
Calga - Kulnura	2016	0	1262
Calga - Kulnura	2016	1	2755
Erina - Green Point	2006		1386
Erina - Green Point	2006	0	4621
Erina - Green Point	2006	1	7129
Erina - Green Point	2011		1212
Erina - Green Point	2011	0	4459
Erina - Green Point	2011	1	7920
Erina - Green Point	2016		1591
Erina - Green Point	2016	0	4803
Erina - Green Point	2016	1	7559
Gosford - Springfield	2006		2571
Gosford - Springfield	2006	0	6895
Gosford - Springfield	2006	1	7220
Gosford - Springfield	2011		2589
Gosford - Springfield	2011	0	7340
Gosford - Springfield	2011	1	8143
Gosford - Springfield	2016		2492
Gosford - Springfield	2016	0	8056
Gosford - Springfield	2016	1	8255
Kariong	2006		984
Kariong	2006	0	2146
Kariong	2006	1	3454
Kariong	2011		722
Kariong	2011	0	1881
Kariong	2011	1	3850
Kariong	2016		861
Kariong	2016	0	1759
Kariong	2016	1	3765
Kincumber - Picketts Valley	2006		685
Kincumber - Picketts Valley	2006	0	2393
Kincumber - Picketts Valley	2006	1	4064
Kincumber - Picketts Valley	2011		661
Kincumber - Picketts Valley	2011	0	2250
Kincumber - Picketts Valley	2011	1	4199
Kincumber - Picketts Valley	2016		734
Kincumber - Picketts Valley	2016	0	2628
Kincumber - Picketts Valley	2016	1	3951
Narara	2006		756
Narara	2006	0	2175
Narara	2006	1	4104
Narara	2011		679
Narara	2011	0	1946
Narara	2011	1	3867
Narara	2016		695
Narara	2016	0	2004
Narara	2016	1	3943
Niagara Park - Lisarow	2006		752
Niagara Park - Lisarow	2006	0	2449
Niagara Park - Lisarow	2006	1	3706
Niagara Park - Lisarow	2011		882
Niagara Park - Lisarow	2011	0	2456
Niagara Park - Lisarow	2011	1	4714
Niagara Park - Lisarow	2016		839
Niagara Park - Lisarow	2016	0	2485
Niagara Park - Lisarow	2016	1	4705
Point Clare - Koolewong	2006		764
Point Clare - Koolewong	2006	0	1888
Point Clare - Koolewong	2006	1	3573
Point Clare - Koolewong	2011		801
Point Clare - Koolewong	2011	0	1906
Point Clare - Koolewong	2011	1	3607
Point Clare - Koolewong	2016		617
Point Clare - Koolewong	2016	0	2052
Point Clare - Koolewong	2016	1	3537
Saratoga - Davistown	2006		788
Saratoga - Davistown	2006	0	2030
Saratoga - Davistown	2006	1	3633
Saratoga - Davistown	2011		666
Saratoga - Davistown	2011	0	2176
Saratoga - Davistown	2011	1	3795
Saratoga - Davistown	2016		797
Saratoga - Davistown	2016	0	2333
Saratoga - Davistown	2016	1	3854
Terrigal - North Avoca	2006		1474
Terrigal - North Avoca	2006	0	4902
Terrigal - North Avoca	2006	1	5644
Terrigal - North Avoca	2011		1431
Terrigal - North Avoca	2011	0	4954
Terrigal - North Avoca	2011	1	6181
Terrigal - North Avoca	2016		1375
Terrigal - North Avoca	2016	0	5701
Terrigal - North Avoca	2016	1	6271
Umina - Booker Bay - Patonga	2006		3589
Umina - Booker Bay - Patonga	2006	0	7473
Umina - Booker Bay - Patonga	2006	1	10641
Umina - Booker Bay - Patonga	2011		2683
Umina - Booker Bay - Patonga	2011	0	8161
Umina - Booker Bay - Patonga	2011	1	11690
Umina - Booker Bay - Patonga	2016		3045
Umina - Booker Bay - Patonga	2016	0	8735
Umina - Booker Bay - Patonga	2016	1	11810
Wamberal - Forresters Beach	2006		1146
Wamberal - Forresters Beach	2006	0	3030
Wamberal - Forresters Beach	2006	1	5092
Wamberal - Forresters Beach	2011		1012
Wamberal - Forresters Beach	2011	0	3022
Wamberal - Forresters Beach	2011	1	5056
Wamberal - Forresters Beach	2016		1069
Wamberal - Forresters Beach	2016	0	3469
Wamberal - Forresters Beach	2016	1	5219
Woy Woy - Blackwall	2006		2015
Woy Woy - Blackwall	2006	0	4423
Woy Woy - Blackwall	2006	1	6781
Woy Woy - Blackwall	2011		1517
Woy Woy - Blackwall	2011	0	4572
Woy Woy - Blackwall	2011	1	7163
Woy Woy - Blackwall	2016		1783
Woy Woy - Blackwall	2016	0	5143
Woy Woy - Blackwall	2016	1	6998
Wyoming	2006		1205
Wyoming	2006	0	3890
Wyoming	2006	1	6352
Wyoming	2011		1253
Wyoming	2011	0	3691
Wyoming	2011	1	6245
Wyoming	2016		1394
Wyoming	2016	0	3998
Wyoming	2016	1	6044
Bateau Bay - Killarney Vale	2006		2476
Bateau Bay - Killarney Vale	2006	0	7051
Bateau Bay - Killarney Vale	2006	1	11615
Bateau Bay - Killarney Vale	2011		2252
Bateau Bay - Killarney Vale	2011	0	6919
Bateau Bay - Killarney Vale	2011	1	12208
Bateau Bay - Killarney Vale	2016		2864
Bateau Bay - Killarney Vale	2016	0	7358
Bateau Bay - Killarney Vale	2016	1	11786
Blue Haven - San Remo	2006		1425
Blue Haven - San Remo	2006	0	4294
Blue Haven - San Remo	2006	1	4449
Blue Haven - San Remo	2011		1363
Blue Haven - San Remo	2011	0	3901
Blue Haven - San Remo	2011	1	5517
Blue Haven - San Remo	2016		1395
Blue Haven - San Remo	2016	0	4070
Blue Haven - San Remo	2016	1	5581
Budgewoi - Buff Point - Halekulani	2006		1060
Budgewoi - Buff Point - Halekulani	2006	0	3050
Budgewoi - Buff Point - Halekulani	2006	1	4652
Budgewoi - Buff Point - Halekulani	2011		930
Budgewoi - Buff Point - Halekulani	2011	0	2865
Budgewoi - Buff Point - Halekulani	2011	1	5173
Budgewoi - Buff Point - Halekulani	2016		1209
Budgewoi - Buff Point - Halekulani	2016	0	3171
Budgewoi - Buff Point - Halekulani	2016	1	5029
Chittaway Bay - Tumbi Umbi	2006		1432
Chittaway Bay - Tumbi Umbi	2006	0	5021
Chittaway Bay - Tumbi Umbi	2006	1	8265
Chittaway Bay - Tumbi Umbi	2011		1604
Chittaway Bay - Tumbi Umbi	2011	0	4677
Chittaway Bay - Tumbi Umbi	2011	1	8962
Chittaway Bay - Tumbi Umbi	2016		1625
Chittaway Bay - Tumbi Umbi	2016	0	5185
Chittaway Bay - Tumbi Umbi	2016	1	8545
Gorokan - Kanwal - Charmhaven	2006		2306
Gorokan - Kanwal - Charmhaven	2006	0	6872
Gorokan - Kanwal - Charmhaven	2006	1	10614
Gorokan - Kanwal - Charmhaven	2011		2315
Gorokan - Kanwal - Charmhaven	2011	0	7132
Gorokan - Kanwal - Charmhaven	2011	1	11228
Gorokan - Kanwal - Charmhaven	2016		3207
Gorokan - Kanwal - Charmhaven	2016	0	7669
Gorokan - Kanwal - Charmhaven	2016	1	11233
Jilliby - Yarramalong	2006		361
Jilliby - Yarramalong	2006	0	845
Jilliby - Yarramalong	2006	1	1491
Jilliby - Yarramalong	2011		350
Jilliby - Yarramalong	2011	0	787
Jilliby - Yarramalong	2011	1	1874
Jilliby - Yarramalong	2016		477
Jilliby - Yarramalong	2016	0	1091
Jilliby - Yarramalong	2016	1	1790
Lake Munmorah - Mannering Park	2006		1107
Lake Munmorah - Mannering Park	2006	0	3624
Lake Munmorah - Mannering Park	2006	1	4885
Lake Munmorah - Mannering Park	2011		974
Lake Munmorah - Mannering Park	2011	0	3444
Lake Munmorah - Mannering Park	2011	1	5645
Lake Munmorah - Mannering Park	2016		1203
Lake Munmorah - Mannering Park	2016	0	3585
Lake Munmorah - Mannering Park	2016	1	5940
Ourimbah - Fountaindale	2006		493
Ourimbah - Fountaindale	2006	0	1672
Ourimbah - Fountaindale	2006	1	2321
Ourimbah - Fountaindale	2011		498
Ourimbah - Fountaindale	2011	0	1553
Ourimbah - Fountaindale	2011	1	2743
Ourimbah - Fountaindale	2016		460
Ourimbah - Fountaindale	2016	0	1632
Ourimbah - Fountaindale	2016	1	2763
Summerland Point - Gwandalan	2006		624
Summerland Point - Gwandalan	2006	0	2019
Summerland Point - Gwandalan	2006	1	2469
Summerland Point - Gwandalan	2011		511
Summerland Point - Gwandalan	2011	0	1834
Summerland Point - Gwandalan	2011	1	3055
Summerland Point - Gwandalan	2016		574
Summerland Point - Gwandalan	2016	0	2196
Summerland Point - Gwandalan	2016	1	2998
The Entrance	2006		1741
The Entrance	2006	0	4596
The Entrance	2006	1	5271
The Entrance	2011		2001
The Entrance	2011	0	6090
The Entrance	2011	1	5896
The Entrance	2016		2091
The Entrance	2016	0	6476
The Entrance	2016	1	6374
Toukley - Norah Head	2006		988
Toukley - Norah Head	2006	0	3318
Toukley - Norah Head	2006	1	4618
Toukley - Norah Head	2011		1053
Toukley - Norah Head	2011	0	3065
Toukley - Norah Head	2011	1	4881
Toukley - Norah Head	2016		1485
Toukley - Norah Head	2016	0	3705
Toukley - Norah Head	2016	1	4583
Tuggerah - Kangy Angy	2006		766
Tuggerah - Kangy Angy	2006	0	2120
Tuggerah - Kangy Angy	2006	1	2104
Tuggerah - Kangy Angy	2011		644
Tuggerah - Kangy Angy	2011	0	2062
Tuggerah - Kangy Angy	2011	1	2429
Tuggerah - Kangy Angy	2016		706
Tuggerah - Kangy Angy	2016	0	2059
Tuggerah - Kangy Angy	2016	1	2538
Warnervale - Wadalba	2006		1443
Warnervale - Wadalba	2006	0	5316
Warnervale - Wadalba	2006	1	2827
Warnervale - Wadalba	2011		1712
Warnervale - Wadalba	2011	0	5493
Warnervale - Wadalba	2011	1	5291
Warnervale - Wadalba	2016		1819
Warnervale - Wadalba	2016	0	6577
Warnervale - Wadalba	2016	1	6826
Wyong	2006		924
Wyong	2006	0	2703
Wyong	2006	1	3792
Wyong	2011		1045
Wyong	2011	0	2815
Wyong	2011	1	4292
Wyong	2016		1226
Wyong	2016	0	3339
Wyong	2016	1	4257
Bathurst	2006		2935
Bathurst	2006	0	9130
Bathurst	2006	1	9765
Bathurst	2011		3231
Bathurst	2011	0	9239
Bathurst	2011	1	10515
Bathurst	2016		3812
Bathurst	2016	0	9572
Bathurst	2016	1	10449
Bathurst - East	2006		1026
Bathurst - East	2006	0	3772
Bathurst - East	2006	1	3612
Bathurst - East	2011		1241
Bathurst - East	2011	0	3682
Bathurst - East	2011	1	4575
Bathurst - East	2016		1590
Bathurst - East	2016	0	4326
Bathurst - East	2016	1	5273
Bathurst Region	2006		751
Bathurst Region	2006	0	1857
Bathurst Region	2006	1	3352
Bathurst Region	2011		820
Bathurst Region	2011	0	1691
Bathurst Region	2011	1	4101
Bathurst Region	2016		1183
Bathurst Region	2016	0	1725
Bathurst Region	2016	1	4002
Oberon	2006		613
Oberon	2006	0	1548
Oberon	2006	1	2516
Oberon	2011		605
Oberon	2011	0	1267
Oberon	2011	1	2587
Oberon	2016		914
Oberon	2016	0	1351
Oberon	2016	1	2397
Condobolin	2006		878
Condobolin	2006	0	1976
Condobolin	2006	1	4234
Condobolin	2011		866
Condobolin	2011	0	1773
Condobolin	2011	1	4253
Condobolin	2016		1306
Condobolin	2016	0	1678
Condobolin	2016	1	3646
Cowra	2006		997
Cowra	2006	0	3324
Cowra	2006	1	4929
Cowra	2011		1185
Cowra	2011	0	2748
Cowra	2011	1	4993
Cowra	2016		1363
Cowra	2016	0	2859
Cowra	2016	1	4924
Cowra Region	2006		519
Cowra Region	2006	0	1698
Cowra Region	2006	1	3024
Cowra Region	2011		514
Cowra Region	2011	0	1390
Cowra Region	2011	1	3443
Cowra Region	2016		726
Cowra Region	2016	0	1507
Cowra Region	2016	1	3214
Forbes	2006		1235
Forbes	2006	0	3547
Forbes	2006	1	5501
Forbes	2011		1131
Forbes	2011	0	3064
Forbes	2011	1	5610
Forbes	2016		1608
Forbes	2016	0	3025
Forbes	2016	1	5532
Grenfell	2006		309
Grenfell	2006	0	1097
Grenfell	2006	1	2230
Grenfell	2011		388
Grenfell	2011	0	938
Grenfell	2011	1	2320
Grenfell	2016		528
Grenfell	2016	0	921
Grenfell	2016	1	2203
Parkes (NSW)	2006		1205
Parkes (NSW)	2006	0	4117
Parkes (NSW)	2006	1	5339
Parkes (NSW)	2011		1576
Parkes (NSW)	2011	0	3646
Parkes (NSW)	2011	1	5717
Parkes (NSW)	2016		1777
Parkes (NSW)	2016	0	3532
Parkes (NSW)	2016	1	5668
Parkes Region	2006		343
Parkes Region	2006	0	880
Parkes Region	2006	1	2068
Parkes Region	2011		410
Parkes Region	2011	0	833
Parkes Region	2011	1	2147
Parkes Region	2016		569
Parkes Region	2016	0	780
Parkes Region	2016	1	2041
West Wyalong	2006		635
West Wyalong	2006	0	1808
West Wyalong	2006	1	3655
West Wyalong	2011		656
West Wyalong	2011	0	1621
West Wyalong	2011	1	3573
West Wyalong	2016		1077
West Wyalong	2016	0	1420
West Wyalong	2016	1	3429
Lithgow	2006		1549
Lithgow	2006	0	3836
Lithgow	2006	1	6729
Lithgow	2011		1824
Lithgow	2011	0	3638
Lithgow	2011	1	6789
Lithgow	2016		2317
Lithgow	2016	0	3787
Lithgow	2016	1	6714
Lithgow Region	2006		940
Lithgow Region	2006	0	2287
Lithgow Region	2006	1	4419
Lithgow Region	2011		877
Lithgow Region	2011	0	2057
Lithgow Region	2011	1	4961
Lithgow Region	2016		1442
Lithgow Region	2016	0	2049
Lithgow Region	2016	1	4771
Mudgee	2006		1180
Mudgee	2006	0	3778
Mudgee	2006	1	4620
Mudgee	2011		1472
Mudgee	2011	0	4147
Mudgee	2011	1	4865
Mudgee	2016		2101
Mudgee	2016	0	4775
Mudgee	2016	1	4852
Mudgee Region - East	2006		388
Mudgee Region - East	2006	0	1095
Mudgee Region - East	2006	1	1923
Mudgee Region - East	2011		307
Mudgee Region - East	2011	0	984
Mudgee Region - East	2011	1	2054
Mudgee Region - East	2016		603
Mudgee Region - East	2016	0	968
Mudgee Region - East	2016	1	1873
Mudgee Region - West	2006		1120
Mudgee Region - West	2006	0	2976
Mudgee Region - West	2006	1	5695
Mudgee Region - West	2011		1237
Mudgee Region - West	2011	0	2928
Mudgee Region - West	2011	1	5785
Mudgee Region - West	2016		1950
Mudgee Region - West	2016	0	2928
Mudgee Region - West	2016	1	5481
Wollangambe - Wollemi	2006		0
Wollangambe - Wollemi	2006	0	0
Wollangambe - Wollemi	2006	1	0
Wollangambe - Wollemi	2011		0
Wollangambe - Wollemi	2011	0	0
Wollangambe - Wollemi	2011	1	0
Wollangambe - Wollemi	2016		0
Wollangambe - Wollemi	2016	0	0
Wollangambe - Wollemi	2016	1	0
Blayney	2006		691
Blayney	2006	0	2358
Blayney	2006	1	3545
Blayney	2011		879
Blayney	2011	0	2114
Blayney	2011	1	4014
Blayney	2016		992
Blayney	2016	0	2270
Blayney	2016	1	4009
Orange	2006		2515
Orange	2006	0	7186
Orange	2006	1	9678
Orange	2011		2680
Orange	2011	0	7090
Orange	2011	1	9859
Orange	2016		2853
Orange	2016	0	6860
Orange	2016	1	9296
Orange - North	2006		1890
Orange - North	2006	0	5847
Orange - North	2006	1	6402
Orange - North	2011		2394
Orange - North	2011	0	6643
Orange - North	2011	1	7798
Orange - North	2016		2735
Orange - North	2016	0	8516
Orange - North	2016	1	8477
Orange Region	2006		1096
Orange Region	2006	0	3454
Orange Region	2006	1	6036
Orange Region	2011		1062
Orange Region	2011	0	3025
Orange Region	2011	1	6910
Orange Region	2016		1619
Orange Region	2016	0	3212
Orange Region	2016	1	6772
Grafton	2006		2329
Grafton	2006	0	6444
Grafton	2006	1	8971
Grafton	2011		2424
Grafton	2011	0	6585
Grafton	2011	1	9351
Grafton	2016		2731
Grafton	2016	0	6420
Grafton	2016	1	9517
Grafton Region	2006		1425
Grafton Region	2006	0	5143
Grafton Region	2006	1	8366
Grafton Region	2011		1511
Grafton Region	2011	0	4358
Grafton Region	2011	1	9164
Grafton Region	2016		2107
Grafton Region	2016	0	4095
Grafton Region	2016	1	9109
Maclean - Yamba - Iluka	2006		1415
Maclean - Yamba - Iluka	2006	0	6183
Maclean - Yamba - Iluka	2006	1	7391
Maclean - Yamba - Iluka	2011		1447
Maclean - Yamba - Iluka	2011	0	5983
Maclean - Yamba - Iluka	2011	1	8415
Maclean - Yamba - Iluka	2016		1934
Maclean - Yamba - Iluka	2016	0	5631
Maclean - Yamba - Iluka	2016	1	8714
Bellingen	2006		686
Bellingen	2006	0	2197
Bellingen	2006	1	3073
Bellingen	2011		549
Bellingen	2011	0	2149
Bellingen	2011	1	3006
Bellingen	2016		759
Bellingen	2016	0	2077
Bellingen	2016	1	2971
Coffs Harbour - North	2006		1771
Coffs Harbour - North	2006	0	7021
Coffs Harbour - North	2006	1	7033
Coffs Harbour - North	2011		1954
Coffs Harbour - North	2011	0	6699
Coffs Harbour - North	2011	1	7689
Coffs Harbour - North	2016		2404
Coffs Harbour - North	2016	0	6991
Coffs Harbour - North	2016	1	8067
Coffs Harbour - South	2006		1184
Coffs Harbour - South	2006	0	3968
Coffs Harbour - South	2006	1	3505
Coffs Harbour - South	2011		1287
Coffs Harbour - South	2011	0	4534
Coffs Harbour - South	2011	1	3996
Coffs Harbour - South	2016		1544
Coffs Harbour - South	2016	0	4564
Coffs Harbour - South	2016	1	4187
Coramba - Nana Glen - Bucca	2006		403
Coramba - Nana Glen - Bucca	2006	0	1212
Coramba - Nana Glen - Bucca	2006	1	2212
Coramba - Nana Glen - Bucca	2011		332
Coramba - Nana Glen - Bucca	2011	0	997
Coramba - Nana Glen - Bucca	2011	1	2255
Coramba - Nana Glen - Bucca	2016		538
Coramba - Nana Glen - Bucca	2016	0	1134
Coramba - Nana Glen - Bucca	2016	1	2148
Dorrigo	2006		281
Dorrigo	2006	0	1157
Dorrigo	2006	1	1806
Dorrigo	2011		406
Dorrigo	2011	0	899
Dorrigo	2011	1	1986
Dorrigo	2016		446
Dorrigo	2016	0	917
Dorrigo	2016	1	1880
Korora - Emerald Beach	2006		733
Korora - Emerald Beach	2006	0	3036
Korora - Emerald Beach	2006	1	3488
Korora - Emerald Beach	2011		788
Korora - Emerald Beach	2011	0	3035
Korora - Emerald Beach	2011	1	3873
Korora - Emerald Beach	2016		1037
Korora - Emerald Beach	2016	0	3675
Korora - Emerald Beach	2016	1	4025
Sawtell - Boambee	2006		1903
Sawtell - Boambee	2006	0	7681
Sawtell - Boambee	2006	1	9033
Sawtell - Boambee	2011		1971
Sawtell - Boambee	2011	0	6989
Sawtell - Boambee	2011	1	9980
Sawtell - Boambee	2016		2193
Sawtell - Boambee	2016	0	6971
Sawtell - Boambee	2016	1	10313
Urunga	2006		349
Urunga	2006	0	1558
Urunga	2006	1	2255
Urunga	2011		359
Urunga	2011	0	1561
Urunga	2011	1	2625
Urunga	2016		539
Urunga	2016	0	1613
Urunga	2016	1	2514
Woolgoolga - Arrawarra	2006		912
Woolgoolga - Arrawarra	2006	0	4104
Woolgoolga - Arrawarra	2006	1	5247
Woolgoolga - Arrawarra	2011		1208
Woolgoolga - Arrawarra	2011	0	4311
Woolgoolga - Arrawarra	2011	1	5929
Woolgoolga - Arrawarra	2016		1783
Woolgoolga - Arrawarra	2016	0	4466
Woolgoolga - Arrawarra	2016	1	6274
Bourke - Brewarrina	2006		832
Bourke - Brewarrina	2006	0	1476
Bourke - Brewarrina	2006	1	2309
Bourke - Brewarrina	2011		937
Bourke - Brewarrina	2011	0	1194
Bourke - Brewarrina	2011	1	2154
Bourke - Brewarrina	2016		1034
Bourke - Brewarrina	2016	0	964
Bourke - Brewarrina	2016	1	2004
Cobar	2006		779
Cobar	2006	0	2039
