SA2_NAME16	Year	Occupation	workers
Auchenflower	2006	Community and personal service workers	266
Auchenflower	2006	Labourers	138
Auchenflower	2006	Machinery operators and drivers	54
Auchenflower	2006	Managers	363
Auchenflower	2006	Professionals	1171
Auchenflower	2006	Sales workers	264
Auchenflower	2006	Technicians and trades workers	231
Auchenflower	2011		48
Auchenflower	2011	Clerical and administrative workers	483
Auchenflower	2011	Community and personal service workers	292
Auchenflower	2011	Labourers	143
Auchenflower	2011	Machinery operators and drivers	56
Auchenflower	2011	Managers	407
Auchenflower	2011	Professionals	1381
Auchenflower	2011	Sales workers	285
Auchenflower	2011	Technicians and trades workers	255
Auchenflower	2016		44
Auchenflower	2016	Clerical and administrative workers	406
Auchenflower	2016	Community and personal service workers	279
Auchenflower	2016	Labourers	128
Auchenflower	2016	Machinery operators and drivers	48
Auchenflower	2016	Managers	424
Auchenflower	2016	Professionals	1354
Auchenflower	2016	Sales workers	281
Auchenflower	2016	Technicians and trades workers	211
Bardon	2006		63
Bardon	2006	Clerical and administrative workers	669
Bardon	2006	Community and personal service workers	380
Bardon	2006	Labourers	212
Bardon	2006	Machinery operators and drivers	83
Bardon	2006	Managers	739
Bardon	2006	Professionals	1985
Bardon	2006	Sales workers	427
Bardon	2006	Technicians and trades workers	396
Bardon	2011		72
Bardon	2011	Clerical and administrative workers	677
Bardon	2011	Community and personal service workers	408
Bardon	2011	Labourers	158
Bardon	2011	Machinery operators and drivers	81
Bardon	2011	Managers	817
Bardon	2011	Professionals	2107
Bardon	2011	Sales workers	381
Bardon	2011	Technicians and trades workers	382
Bardon	2016		60
Bardon	2016	Clerical and administrative workers	603
Bardon	2016	Community and personal service workers	418
Bardon	2016	Labourers	165
Bardon	2016	Machinery operators and drivers	70
Bardon	2016	Managers	878
Bardon	2016	Professionals	2140
Bardon	2016	Sales workers	381
Bardon	2016	Technicians and trades workers	336
Paddington - Milton	2006		77
Paddington - Milton	2006	Clerical and administrative workers	855
Paddington - Milton	2006	Community and personal service workers	581
Paddington - Milton	2006	Labourers	256
Paddington - Milton	2006	Machinery operators and drivers	104
Paddington - Milton	2006	Managers	823
Paddington - Milton	2006	Professionals	2176
Paddington - Milton	2006	Sales workers	547
Paddington - Milton	2006	Technicians and trades workers	533
Paddington - Milton	2011		78
Paddington - Milton	2011	Clerical and administrative workers	895
Paddington - Milton	2011	Community and personal service workers	522
Paddington - Milton	2011	Labourers	208
Paddington - Milton	2011	Machinery operators and drivers	91
Paddington - Milton	2011	Managers	925
Paddington - Milton	2011	Professionals	2553
Paddington - Milton	2011	Sales workers	473
Paddington - Milton	2011	Technicians and trades workers	544
Paddington - Milton	2016		87
Paddington - Milton	2016	Clerical and administrative workers	827
Paddington - Milton	2016	Community and personal service workers	597
Paddington - Milton	2016	Labourers	213
Paddington - Milton	2016	Machinery operators and drivers	69
Paddington - Milton	2016	Managers	1052
Paddington - Milton	2016	Professionals	2684
Paddington - Milton	2016	Sales workers	523
Paddington - Milton	2016	Technicians and trades workers	472
Red Hill (Qld)	2006		39
Red Hill (Qld)	2006	Clerical and administrative workers	435
Red Hill (Qld)	2006	Community and personal service workers	282
Red Hill (Qld)	2006	Labourers	142
Red Hill (Qld)	2006	Machinery operators and drivers	60
Red Hill (Qld)	2006	Managers	440
Red Hill (Qld)	2006	Professionals	1196
Red Hill (Qld)	2006	Sales workers	288
Red Hill (Qld)	2006	Technicians and trades workers	280
Red Hill (Qld)	2011		45
Red Hill (Qld)	2011	Clerical and administrative workers	413
Red Hill (Qld)	2011	Community and personal service workers	310
Red Hill (Qld)	2011	Labourers	121
Red Hill (Qld)	2011	Machinery operators and drivers	44
Red Hill (Qld)	2011	Managers	491
Red Hill (Qld)	2011	Professionals	1424
Red Hill (Qld)	2011	Sales workers	274
Red Hill (Qld)	2011	Technicians and trades workers	286
Red Hill (Qld)	2016		42
Red Hill (Qld)	2016	Clerical and administrative workers	409
Red Hill (Qld)	2016	Community and personal service workers	309
Red Hill (Qld)	2016	Labourers	137
Red Hill (Qld)	2016	Machinery operators and drivers	50
Red Hill (Qld)	2016	Managers	508
Red Hill (Qld)	2016	Professionals	1299
Red Hill (Qld)	2016	Sales workers	277
Red Hill (Qld)	2016	Technicians and trades workers	254
Toowong	2006		72
Toowong	2006	Clerical and administrative workers	794
Toowong	2006	Community and personal service workers	550
Toowong	2006	Labourers	295
Toowong	2006	Machinery operators and drivers	106
Toowong	2006	Managers	587
Toowong	2006	Professionals	2296
Toowong	2006	Sales workers	572
Toowong	2006	Technicians and trades workers	456
Toowong	2011		104
Toowong	2011	Clerical and administrative workers	844
Toowong	2011	Community and personal service workers	563
Toowong	2011	Labourers	236
Toowong	2011	Machinery operators and drivers	98
Toowong	2011	Managers	650
Toowong	2011	Professionals	2578
Toowong	2011	Sales workers	520
Toowong	2011	Technicians and trades workers	494
Toowong	2016		52
Toowong	2016	Clerical and administrative workers	734
Toowong	2016	Community and personal service workers	601
Toowong	2016	Labourers	251
Toowong	2016	Machinery operators and drivers	102
Toowong	2016	Managers	700
Toowong	2016	Professionals	2452
Toowong	2016	Sales workers	511
Toowong	2016	Technicians and trades workers	379
Brinsmead	2006		41
Brinsmead	2006	Clerical and administrative workers	477
Brinsmead	2006	Community and personal service workers	258
Brinsmead	2006	Labourers	194
Brinsmead	2006	Machinery operators and drivers	126
Brinsmead	2006	Managers	357
Brinsmead	2006	Professionals	514
Brinsmead	2006	Sales workers	323
Brinsmead	2006	Technicians and trades workers	422
Brinsmead	2011		45
Brinsmead	2011	Clerical and administrative workers	492
Brinsmead	2011	Community and personal service workers	306
Brinsmead	2011	Labourers	196
Brinsmead	2011	Machinery operators and drivers	114
Brinsmead	2011	Managers	378
Brinsmead	2011	Professionals	586
Brinsmead	2011	Sales workers	296
Brinsmead	2011	Technicians and trades workers	452
Brinsmead	2016		54
Brinsmead	2016	Clerical and administrative workers	443
Brinsmead	2016	Community and personal service workers	354
Brinsmead	2016	Labourers	199
Brinsmead	2016	Machinery operators and drivers	131
Brinsmead	2016	Managers	361
Brinsmead	2016	Professionals	650
Brinsmead	2016	Sales workers	294
Brinsmead	2016	Technicians and trades workers	403
Clifton Beach - Kewarra Beach	2006		51
Clifton Beach - Kewarra Beach	2006	Clerical and administrative workers	548
Clifton Beach - Kewarra Beach	2006	Community and personal service workers	459
Clifton Beach - Kewarra Beach	2006	Labourers	383
Clifton Beach - Kewarra Beach	2006	Machinery operators and drivers	157
Clifton Beach - Kewarra Beach	2006	Managers	619
Clifton Beach - Kewarra Beach	2006	Professionals	740
Clifton Beach - Kewarra Beach	2006	Sales workers	497
Clifton Beach - Kewarra Beach	2006	Technicians and trades workers	649
Clifton Beach - Kewarra Beach	2011		86
Clifton Beach - Kewarra Beach	2011	Clerical and administrative workers	687
Clifton Beach - Kewarra Beach	2011	Community and personal service workers	617
Clifton Beach - Kewarra Beach	2011	Labourers	446
Clifton Beach - Kewarra Beach	2011	Machinery operators and drivers	192
Clifton Beach - Kewarra Beach	2011	Managers	718
Clifton Beach - Kewarra Beach	2011	Professionals	1020
Clifton Beach - Kewarra Beach	2011	Sales workers	614
Clifton Beach - Kewarra Beach	2011	Technicians and trades workers	752
Clifton Beach - Kewarra Beach	2016		98
Clifton Beach - Kewarra Beach	2016	Clerical and administrative workers	657
Clifton Beach - Kewarra Beach	2016	Community and personal service workers	706
Clifton Beach - Kewarra Beach	2016	Labourers	431
Clifton Beach - Kewarra Beach	2016	Machinery operators and drivers	204
Clifton Beach - Kewarra Beach	2016	Managers	726
Clifton Beach - Kewarra Beach	2016	Professionals	1087
Clifton Beach - Kewarra Beach	2016	Sales workers	596
Clifton Beach - Kewarra Beach	2016	Technicians and trades workers	721
Freshwater - Stratford	2006		24
Freshwater - Stratford	2006	Clerical and administrative workers	272
Freshwater - Stratford	2006	Community and personal service workers	200
Freshwater - Stratford	2006	Labourers	162
Freshwater - Stratford	2006	Machinery operators and drivers	99
Freshwater - Stratford	2006	Managers	262
Freshwater - Stratford	2006	Professionals	529
Freshwater - Stratford	2006	Sales workers	221
Freshwater - Stratford	2006	Technicians and trades workers	267
Freshwater - Stratford	2011		24
Freshwater - Stratford	2011	Clerical and administrative workers	261
Freshwater - Stratford	2011	Community and personal service workers	239
Freshwater - Stratford	2011	Labourers	130
Freshwater - Stratford	2011	Machinery operators and drivers	79
Freshwater - Stratford	2011	Managers	259
Freshwater - Stratford	2011	Professionals	531
Freshwater - Stratford	2011	Sales workers	198
Freshwater - Stratford	2011	Technicians and trades workers	279
Freshwater - Stratford	2016		19
Freshwater - Stratford	2016	Clerical and administrative workers	254
Freshwater - Stratford	2016	Community and personal service workers	231
Freshwater - Stratford	2016	Labourers	135
Freshwater - Stratford	2016	Machinery operators and drivers	83
Freshwater - Stratford	2016	Managers	226
Freshwater - Stratford	2016	Professionals	596
Freshwater - Stratford	2016	Sales workers	135
Freshwater - Stratford	2016	Technicians and trades workers	247
Redlynch	2006		81
Redlynch	2006	Clerical and administrative workers	735
Redlynch	2006	Community and personal service workers	439
Redlynch	2006	Labourers	394
Redlynch	2006	Machinery operators and drivers	245
Redlynch	2006	Managers	570
Redlynch	2006	Professionals	876
Redlynch	2006	Sales workers	490
Redlynch	2006	Technicians and trades workers	806
Redlynch	2011		87
Redlynch	2011	Clerical and administrative workers	943
Redlynch	2011	Community and personal service workers	782
Redlynch	2011	Labourers	448
Redlynch	2011	Machinery operators and drivers	271
Redlynch	2011	Managers	731
Redlynch	2011	Professionals	1247
Redlynch	2011	Sales workers	657
Redlynch	2011	Technicians and trades workers	932
Redlynch	2016		102
Redlynch	2016	Clerical and administrative workers	880
Redlynch	2016	Community and personal service workers	871
Redlynch	2016	Labourers	466
Redlynch	2016	Machinery operators and drivers	310
Redlynch	2016	Managers	765
Redlynch	2016	Professionals	1506
Redlynch	2016	Sales workers	657
Redlynch	2016	Technicians and trades workers	928
Trinity Beach - Smithfield	2006		72
Trinity Beach - Smithfield	2006	Clerical and administrative workers	564
Trinity Beach - Smithfield	2006	Community and personal service workers	500
Trinity Beach - Smithfield	2006	Labourers	463
Trinity Beach - Smithfield	2006	Machinery operators and drivers	195
Trinity Beach - Smithfield	2006	Managers	474
Trinity Beach - Smithfield	2006	Professionals	679
Trinity Beach - Smithfield	2006	Sales workers	513
Trinity Beach - Smithfield	2006	Technicians and trades workers	668
Trinity Beach - Smithfield	2011		100
Trinity Beach - Smithfield	2011	Clerical and administrative workers	778
Trinity Beach - Smithfield	2011	Community and personal service workers	695
Trinity Beach - Smithfield	2011	Labourers	473
Trinity Beach - Smithfield	2011	Machinery operators and drivers	277
Trinity Beach - Smithfield	2011	Managers	619
Trinity Beach - Smithfield	2011	Professionals	1049
Trinity Beach - Smithfield	2011	Sales workers	667
Trinity Beach - Smithfield	2011	Technicians and trades workers	912
Trinity Beach - Smithfield	2016		96
Trinity Beach - Smithfield	2016	Clerical and administrative workers	905
Trinity Beach - Smithfield	2016	Community and personal service workers	949
Trinity Beach - Smithfield	2016	Labourers	583
Trinity Beach - Smithfield	2016	Machinery operators and drivers	332
Trinity Beach - Smithfield	2016	Managers	821
Trinity Beach - Smithfield	2016	Professionals	1504
Trinity Beach - Smithfield	2016	Sales workers	775
Trinity Beach - Smithfield	2016	Technicians and trades workers	1041
Yorkeys Knob - Machans Beach	2006		51
Yorkeys Knob - Machans Beach	2006	Clerical and administrative workers	406
Yorkeys Knob - Machans Beach	2006	Community and personal service workers	391
Yorkeys Knob - Machans Beach	2006	Labourers	308
Yorkeys Knob - Machans Beach	2006	Machinery operators and drivers	175
Yorkeys Knob - Machans Beach	2006	Managers	352
Yorkeys Knob - Machans Beach	2006	Professionals	588
Yorkeys Knob - Machans Beach	2006	Sales workers	333
Yorkeys Knob - Machans Beach	2006	Technicians and trades workers	578
Yorkeys Knob - Machans Beach	2011		66
Yorkeys Knob - Machans Beach	2011	Clerical and administrative workers	385
Yorkeys Knob - Machans Beach	2011	Community and personal service workers	379
Yorkeys Knob - Machans Beach	2011	Labourers	303
Yorkeys Knob - Machans Beach	2011	Machinery operators and drivers	174
Yorkeys Knob - Machans Beach	2011	Managers	323
Yorkeys Knob - Machans Beach	2011	Professionals	642
Yorkeys Knob - Machans Beach	2011	Sales workers	311
Yorkeys Knob - Machans Beach	2011	Technicians and trades workers	463
Yorkeys Knob - Machans Beach	2016		43
Yorkeys Knob - Machans Beach	2016	Clerical and administrative workers	335
Yorkeys Knob - Machans Beach	2016	Community and personal service workers	413
Yorkeys Knob - Machans Beach	2016	Labourers	278
Yorkeys Knob - Machans Beach	2016	Machinery operators and drivers	123
Yorkeys Knob - Machans Beach	2016	Managers	303
Yorkeys Knob - Machans Beach	2016	Professionals	584
Yorkeys Knob - Machans Beach	2016	Sales workers	316
Yorkeys Knob - Machans Beach	2016	Technicians and trades workers	450
Bentley Park	2006		48
Bentley Park	2006	Clerical and administrative workers	444
Bentley Park	2006	Community and personal service workers	239
Bentley Park	2006	Labourers	293
Bentley Park	2006	Machinery operators and drivers	172
Bentley Park	2006	Managers	235
Bentley Park	2006	Professionals	263
Bentley Park	2006	Sales workers	317
Bentley Park	2006	Technicians and trades workers	502
Bentley Park	2011		63
Bentley Park	2011	Clerical and administrative workers	557
Bentley Park	2011	Community and personal service workers	382
Bentley Park	2011	Labourers	369
Bentley Park	2011	Machinery operators and drivers	225
Bentley Park	2011	Managers	319
Bentley Park	2011	Professionals	389
Bentley Park	2011	Sales workers	378
Bentley Park	2011	Technicians and trades workers	615
Bentley Park	2016		55
Bentley Park	2016	Clerical and administrative workers	548
Bentley Park	2016	Community and personal service workers	481
Bentley Park	2016	Labourers	425
Bentley Park	2016	Machinery operators and drivers	290
Bentley Park	2016	Managers	310
Bentley Park	2016	Professionals	495
Bentley Park	2016	Sales workers	422
Bentley Park	2016	Technicians and trades workers	601
Cairns City	2006		85
Cairns City	2006	Clerical and administrative workers	383
Cairns City	2006	Community and personal service workers	654
Cairns City	2006	Labourers	427
Cairns City	2006	Machinery operators and drivers	166
Cairns City	2006	Managers	563
Cairns City	2006	Professionals	692
Cairns City	2006	Sales workers	453
Cairns City	2006	Technicians and trades workers	569
Cairns City	2011		104
Cairns City	2011	Clerical and administrative workers	509
Cairns City	2011	Community and personal service workers	720
Cairns City	2011	Labourers	450
Cairns City	2011	Machinery operators and drivers	219
Cairns City	2011	Managers	551
Cairns City	2011	Professionals	1056
Cairns City	2011	Sales workers	475
Cairns City	2011	Technicians and trades workers	606
Cairns City	2016		100
Cairns City	2016	Clerical and administrative workers	526
Cairns City	2016	Community and personal service workers	945
Cairns City	2016	Labourers	512
Cairns City	2016	Machinery operators and drivers	240
Cairns City	2016	Managers	638
Cairns City	2016	Professionals	1235
Cairns City	2016	Sales workers	549
Cairns City	2016	Technicians and trades workers	604
Earlville - Bayview Heights	2006		83
Earlville - Bayview Heights	2006	Clerical and administrative workers	699
Earlville - Bayview Heights	2006	Community and personal service workers	432
Earlville - Bayview Heights	2006	Labourers	422
Earlville - Bayview Heights	2006	Machinery operators and drivers	258
Earlville - Bayview Heights	2006	Managers	499
Earlville - Bayview Heights	2006	Professionals	701
Earlville - Bayview Heights	2006	Sales workers	566
Earlville - Bayview Heights	2006	Technicians and trades workers	769
Earlville - Bayview Heights	2011		71
Earlville - Bayview Heights	2011	Clerical and administrative workers	666
Earlville - Bayview Heights	2011	Community and personal service workers	389
Earlville - Bayview Heights	2011	Labourers	362
Earlville - Bayview Heights	2011	Machinery operators and drivers	223
Earlville - Bayview Heights	2011	Managers	417
Earlville - Bayview Heights	2011	Professionals	679
Earlville - Bayview Heights	2011	Sales workers	440
Earlville - Bayview Heights	2011	Technicians and trades workers	642
Earlville - Bayview Heights	2016		69
Earlville - Bayview Heights	2016	Clerical and administrative workers	614
Earlville - Bayview Heights	2016	Community and personal service workers	437
Earlville - Bayview Heights	2016	Labourers	340
Earlville - Bayview Heights	2016	Machinery operators and drivers	185
Earlville - Bayview Heights	2016	Managers	402
Earlville - Bayview Heights	2016	Professionals	691
Earlville - Bayview Heights	2016	Sales workers	411
Earlville - Bayview Heights	2016	Technicians and trades workers	608
Edmonton	2006		77
Edmonton	2006	Clerical and administrative workers	560
Edmonton	2006	Community and personal service workers	350
Edmonton	2006	Labourers	472
Edmonton	2006	Machinery operators and drivers	344
Edmonton	2006	Managers	346
Edmonton	2006	Professionals	384
Edmonton	2006	Sales workers	481
Edmonton	2006	Technicians and trades workers	696
Edmonton	2011		88
Edmonton	2011	Clerical and administrative workers	676
Edmonton	2011	Community and personal service workers	474
Edmonton	2011	Labourers	539
Edmonton	2011	Machinery operators and drivers	370
Edmonton	2011	Managers	366
Edmonton	2011	Professionals	447
Edmonton	2011	Sales workers	540
Edmonton	2011	Technicians and trades workers	817
Edmonton	2016		99
Edmonton	2016	Clerical and administrative workers	688
Edmonton	2016	Community and personal service workers	633
Edmonton	2016	Labourers	528
Edmonton	2016	Machinery operators and drivers	388
Edmonton	2016	Managers	367
Edmonton	2016	Professionals	526
Edmonton	2016	Sales workers	594
Edmonton	2016	Technicians and trades workers	839
Gordonvale - Trinity	2006		66
Gordonvale - Trinity	2006	Clerical and administrative workers	382
Gordonvale - Trinity	2006	Community and personal service workers	295
Gordonvale - Trinity	2006	Labourers	396
Gordonvale - Trinity	2006	Machinery operators and drivers	278
Gordonvale - Trinity	2006	Managers	439
Gordonvale - Trinity	2006	Professionals	373
Gordonvale - Trinity	2006	Sales workers	320
Gordonvale - Trinity	2006	Technicians and trades workers	623
Gordonvale - Trinity	2011		68
Gordonvale - Trinity	2011	Clerical and administrative workers	497
Gordonvale - Trinity	2011	Community and personal service workers	371
Gordonvale - Trinity	2011	Labourers	429
Gordonvale - Trinity	2011	Machinery operators and drivers	307
Gordonvale - Trinity	2011	Managers	413
Gordonvale - Trinity	2011	Professionals	499
Gordonvale - Trinity	2011	Sales workers	335
Gordonvale - Trinity	2011	Technicians and trades workers	718
Gordonvale - Trinity	2016		55
Gordonvale - Trinity	2016	Clerical and administrative workers	485
Gordonvale - Trinity	2016	Community and personal service workers	443
Gordonvale - Trinity	2016	Labourers	446
Gordonvale - Trinity	2016	Machinery operators and drivers	297
Gordonvale - Trinity	2016	Managers	457
Gordonvale - Trinity	2016	Professionals	594
Gordonvale - Trinity	2016	Sales workers	362
Gordonvale - Trinity	2016	Technicians and trades workers	794
Kanimbla - Mooroobool	2006		76
Kanimbla - Mooroobool	2006	Clerical and administrative workers	677
Kanimbla - Mooroobool	2006	Community and personal service workers	413
Kanimbla - Mooroobool	2006	Labourers	439
Kanimbla - Mooroobool	2006	Machinery operators and drivers	240
Kanimbla - Mooroobool	2006	Managers	544
Kanimbla - Mooroobool	2006	Professionals	676
Kanimbla - Mooroobool	2006	Sales workers	515
Kanimbla - Mooroobool	2006	Technicians and trades workers	647
Kanimbla - Mooroobool	2011		98
Kanimbla - Mooroobool	2011	Clerical and administrative workers	729
Kanimbla - Mooroobool	2011	Community and personal service workers	503
Kanimbla - Mooroobool	2011	Labourers	406
Kanimbla - Mooroobool	2011	Machinery operators and drivers	232
Kanimbla - Mooroobool	2011	Managers	538
Kanimbla - Mooroobool	2011	Professionals	792
Kanimbla - Mooroobool	2011	Sales workers	495
Kanimbla - Mooroobool	2011	Technicians and trades workers	675
Kanimbla - Mooroobool	2016		70
Kanimbla - Mooroobool	2016	Clerical and administrative workers	658
Kanimbla - Mooroobool	2016	Community and personal service workers	636
Kanimbla - Mooroobool	2016	Labourers	420
Kanimbla - Mooroobool	2016	Machinery operators and drivers	195
Kanimbla - Mooroobool	2016	Managers	492
Kanimbla - Mooroobool	2016	Professionals	916
Kanimbla - Mooroobool	2016	Sales workers	520
Kanimbla - Mooroobool	2016	Technicians and trades workers	655
Lamb Range	2006		0
Lamb Range	2006	Clerical and administrative workers	0
Lamb Range	2006	Community and personal service workers	0
Lamb Range	2006	Labourers	0
Lamb Range	2006	Machinery operators and drivers	0
Lamb Range	2006	Managers	0
Lamb Range	2006	Professionals	0
Lamb Range	2006	Sales workers	0
Lamb Range	2006	Technicians and trades workers	0
Lamb Range	2011		0
Lamb Range	2011	Clerical and administrative workers	0
Lamb Range	2011	Community and personal service workers	0
Lamb Range	2011	Labourers	0
Lamb Range	2011	Machinery operators and drivers	0
Lamb Range	2011	Managers	0
Lamb Range	2011	Professionals	0
Lamb Range	2011	Sales workers	0
Lamb Range	2011	Technicians and trades workers	0
Lamb Range	2016		0
Lamb Range	2016	Clerical and administrative workers	0
Lamb Range	2016	Community and personal service workers	0
Lamb Range	2016	Labourers	0
Lamb Range	2016	Machinery operators and drivers	0
Lamb Range	2016	Managers	0
Lamb Range	2016	Professionals	0
Lamb Range	2016	Sales workers	0
Lamb Range	2016	Technicians and trades workers	0
Manoora	2006		37
Manoora	2006	Clerical and administrative workers	345
Manoora	2006	Community and personal service workers	321
Manoora	2006	Labourers	412
Manoora	2006	Machinery operators and drivers	153
Manoora	2006	Managers	177
Manoora	2006	Professionals	329
Manoora	2006	Sales workers	259
Manoora	2006	Technicians and trades workers	383
Manoora	2011		37
Manoora	2011	Clerical and administrative workers	317
Manoora	2011	Community and personal service workers	331
Manoora	2011	Labourers	304
Manoora	2011	Machinery operators and drivers	151
Manoora	2011	Managers	164
Manoora	2011	Professionals	295
Manoora	2011	Sales workers	248
Manoora	2011	Technicians and trades workers	327
Manoora	2016		43
Manoora	2016	Clerical and administrative workers	258
Manoora	2016	Community and personal service workers	365
Manoora	2016	Labourers	322
Manoora	2016	Machinery operators and drivers	158
Manoora	2016	Managers	152
Manoora	2016	Professionals	305
Manoora	2016	Sales workers	232
Manoora	2016	Technicians and trades workers	287
Manunda	2006		34
Manunda	2006	Clerical and administrative workers	274
Manunda	2006	Community and personal service workers	257
Manunda	2006	Labourers	285
Manunda	2006	Machinery operators and drivers	163
Manunda	2006	Managers	158
Manunda	2006	Professionals	270
Manunda	2006	Sales workers	214
Manunda	2006	Technicians and trades workers	316
Manunda	2011		37
Manunda	2011	Clerical and administrative workers	255
Manunda	2011	Community and personal service workers	291
Manunda	2011	Labourers	314
Manunda	2011	Machinery operators and drivers	135
Manunda	2011	Managers	168
Manunda	2011	Professionals	309
Manunda	2011	Sales workers	204
Manunda	2011	Technicians and trades workers	312
Manunda	2016		46
Manunda	2016	Clerical and administrative workers	238
Manunda	2016	Community and personal service workers	353
Manunda	2016	Labourers	299
Manunda	2016	Machinery operators and drivers	138
Manunda	2016	Managers	152
Manunda	2016	Professionals	279
Manunda	2016	Sales workers	216
Manunda	2016	Technicians and trades workers	252
Mount Sheridan	2006		64
Mount Sheridan	2006	Clerical and administrative workers	599
Mount Sheridan	2006	Community and personal service workers	407
Mount Sheridan	2006	Labourers	373
Mount Sheridan	2006	Machinery operators and drivers	224
Mount Sheridan	2006	Managers	411
Mount Sheridan	2006	Professionals	511
Mount Sheridan	2006	Sales workers	482
Mount Sheridan	2006	Technicians and trades workers	671
Mount Sheridan	2011		65
Mount Sheridan	2011	Clerical and administrative workers	635
Mount Sheridan	2011	Community and personal service workers	476
Mount Sheridan	2011	Labourers	363
Mount Sheridan	2011	Machinery operators and drivers	262
Mount Sheridan	2011	Managers	406
Mount Sheridan	2011	Professionals	678
Mount Sheridan	2011	Sales workers	497
Mount Sheridan	2011	Technicians and trades workers	681
Mount Sheridan	2016		72
Mount Sheridan	2016	Clerical and administrative workers	635
Mount Sheridan	2016	Community and personal service workers	528
Mount Sheridan	2016	Labourers	354
Mount Sheridan	2016	Machinery operators and drivers	227
Mount Sheridan	2016	Managers	448
Mount Sheridan	2016	Professionals	737
Mount Sheridan	2016	Sales workers	475
Mount Sheridan	2016	Technicians and trades workers	646
Westcourt - Bungalow	2006		41
Westcourt - Bungalow	2006	Clerical and administrative workers	283
Westcourt - Bungalow	2006	Community and personal service workers	307
Westcourt - Bungalow	2006	Labourers	309
Westcourt - Bungalow	2006	Machinery operators and drivers	166
Westcourt - Bungalow	2006	Managers	186
Westcourt - Bungalow	2006	Professionals	285
Westcourt - Bungalow	2006	Sales workers	249
Westcourt - Bungalow	2006	Technicians and trades workers	407
Westcourt - Bungalow	2011		70
Westcourt - Bungalow	2011	Clerical and administrative workers	270
Westcourt - Bungalow	2011	Community and personal service workers	388
Westcourt - Bungalow	2011	Labourers	291
Westcourt - Bungalow	2011	Machinery operators and drivers	156
Westcourt - Bungalow	2011	Managers	262
Westcourt - Bungalow	2011	Professionals	378
Westcourt - Bungalow	2011	Sales workers	266
Westcourt - Bungalow	2011	Technicians and trades workers	454
Westcourt - Bungalow	2016		50
Westcourt - Bungalow	2016	Clerical and administrative workers	211
Westcourt - Bungalow	2016	Community and personal service workers	427
Westcourt - Bungalow	2016	Labourers	340
Westcourt - Bungalow	2016	Machinery operators and drivers	152
Westcourt - Bungalow	2016	Managers	237
Westcourt - Bungalow	2016	Professionals	439
Westcourt - Bungalow	2016	Sales workers	260
Westcourt - Bungalow	2016	Technicians and trades workers	396
White Rock	2006		39
White Rock	2006	Clerical and administrative workers	265
White Rock	2006	Community and personal service workers	187
White Rock	2006	Labourers	310
White Rock	2006	Machinery operators and drivers	150
White Rock	2006	Managers	181
White Rock	2006	Professionals	172
White Rock	2006	Sales workers	200
White Rock	2006	Technicians and trades workers	341
White Rock	2011		36
White Rock	2011	Clerical and administrative workers	303
White Rock	2011	Community and personal service workers	227
White Rock	2011	Labourers	257
White Rock	2011	Machinery operators and drivers	169
White Rock	2011	Managers	179
White Rock	2011	Professionals	201
White Rock	2011	Sales workers	239
White Rock	2011	Technicians and trades workers	310
White Rock	2016		33
White Rock	2016	Clerical and administrative workers	264
White Rock	2016	Community and personal service workers	277
White Rock	2016	Labourers	254
White Rock	2016	Machinery operators and drivers	154
White Rock	2016	Managers	173
White Rock	2016	Professionals	225
White Rock	2016	Sales workers	228
White Rock	2016	Technicians and trades workers	339
Whitfield - Edge Hill	2006		62
Whitfield - Edge Hill	2006	Clerical and administrative workers	596
Whitfield - Edge Hill	2006	Community and personal service workers	493
Whitfield - Edge Hill	2006	Labourers	356
Whitfield - Edge Hill	2006	Machinery operators and drivers	187
Whitfield - Edge Hill	2006	Managers	504
Whitfield - Edge Hill	2006	Professionals	981
Whitfield - Edge Hill	2006	Sales workers	484
Whitfield - Edge Hill	2006	Technicians and trades workers	588
Whitfield - Edge Hill	2011		66
Whitfield - Edge Hill	2011	Clerical and administrative workers	598
Whitfield - Edge Hill	2011	Community and personal service workers	472
Whitfield - Edge Hill	2011	Labourers	297
Whitfield - Edge Hill	2011	Machinery operators and drivers	187
Whitfield - Edge Hill	2011	Managers	515
Whitfield - Edge Hill	2011	Professionals	1079
Whitfield - Edge Hill	2011	Sales workers	376
Whitfield - Edge Hill	2011	Technicians and trades workers	511
Whitfield - Edge Hill	2016		55
Whitfield - Edge Hill	2016	Clerical and administrative workers	500
Whitfield - Edge Hill	2016	Community and personal service workers	496
Whitfield - Edge Hill	2016	Labourers	299
Whitfield - Edge Hill	2016	Machinery operators and drivers	173
Whitfield - Edge Hill	2016	Managers	478
Whitfield - Edge Hill	2016	Professionals	1147
Whitfield - Edge Hill	2016	Sales workers	385
Whitfield - Edge Hill	2016	Technicians and trades workers	510
Woree	2006		37
Woree	2006	Clerical and administrative workers	262
Woree	2006	Community and personal service workers	191
Woree	2006	Labourers	288
Woree	2006	Machinery operators and drivers	155
Woree	2006	Managers	138
Woree	2006	Professionals	186
Woree	2006	Sales workers	197
Woree	2006	Technicians and trades workers	298
Woree	2011		39
Woree	2011	Clerical and administrative workers	277
Woree	2011	Community and personal service workers	206
Woree	2011	Labourers	269
Woree	2011	Machinery operators and drivers	166
Woree	2011	Managers	155
Woree	2011	Professionals	228
Woree	2011	Sales workers	237
Woree	2011	Technicians and trades workers	320
Woree	2016		38
Woree	2016	Clerical and administrative workers	262
Woree	2016	Community and personal service workers	250
