SA2_NAME16	Year	Sex	adults
Alphington - Fairfield	2011	M	3266
Alphington - Fairfield	2016	F	3930
Alphington - Fairfield	2016	M	3551
Alps - East	2006	F	0
Alps - East	2006	M	0
Alps - East	2011	F	0
Alps - East	2011	M	0
Alps - East	2016	F	0
Alps - East	2016	M	0
Alps - West	2006	F	6
Alps - West	2006	M	6
Alps - West	2011	F	7
Alps - West	2011	M	9
Alps - West	2016	F	7
Alps - West	2016	M	7
Altona	2006	F	5032
Altona	2006	M	4822
Altona	2011	F	5090
Altona	2011	M	4944
Altona	2016	F	5513
Altona	2016	M	5085
Altona Meadows	2006	F	7760
Altona Meadows	2006	M	7207
Altona Meadows	2011	F	7985
Altona Meadows	2011	M	7576
Altona Meadows	2016	F	8220
Altona Meadows	2016	M	7729
Altona North	2006	F	5283
Altona North	2006	M	4971
Altona North	2011	F	5412
Altona North	2011	M	5379
Altona North	2016	F	5893
Altona North	2016	M	5595
Amaroo	2006	F	1990
Amaroo	2006	M	1823
Amaroo	2011	F	2052
Amaroo	2011	M	1862
Amaroo	2016	F	2167
Amaroo	2016	M	2035
Andergrove - Beaconsfield	2006	F	5309
Andergrove - Beaconsfield	2006	M	5157
Andergrove - Beaconsfield	2011	F	5555
Andergrove - Beaconsfield	2011	M	5610
Andergrove - Beaconsfield	2016	F	5929
Andergrove - Beaconsfield	2016	M	5721
Anindilyakwa	2006	F	819
Anindilyakwa	2006	M	806
Anindilyakwa	2011	F	855
Anindilyakwa	2011	M	987
Anindilyakwa	2016	F	895
Anindilyakwa	2016	M	931
Anna Bay	2006	F	2145
Anna Bay	2006	M	2123
Anna Bay	2011	F	2193
Anna Bay	2011	M	2128
Anna Bay	2016	F	2457
Anna Bay	2016	M	2345
Annandale	2006	F	3563
Annandale	2006	M	4143
Annandale	2011	F	3591
Annandale	2011	M	3819
Annandale	2016	F	3681
Annandale	2016	M	4569
Annerley	2006	F	4145
Annerley	2006	M	4062
Annerley	2011	F	4634
Annerley	2011	M	4581
Annerley	2016	F	5031
Annerley	2016	M	4938
Anula	2006	F	913
Anula	2006	M	869
Anula	2011	F	881
Anula	2011	M	921
Anula	2016	F	893
Anula	2016	M	889
Applecross - Ardross	2006	F	4438
Applecross - Ardross	2006	M	3858
Applecross - Ardross	2011	F	4660
Applecross - Ardross	2011	M	4195
Applecross - Ardross	2016	F	4825
Applecross - Ardross	2016	M	4397
Aranda	2006	F	1033
Aranda	2006	M	950
Aranda	2011	F	1059
Aranda	2011	M	987
Aranda	2016	F	976
Aranda	2016	M	924
Ararat	2006	F	3277
Ararat	2006	M	3369
Ararat	2011	F	3223
Ararat	2011	M	3408
Ararat	2016	F	3267
Ararat	2016	M	3825
Ararat Region	2006	F	1083
Ararat Region	2006	M	1165
Ararat Region	2011	F	1182
Ararat Region	2011	M	1225
Ararat Region	2016	F	1224
Ararat Region	2016	M	1330
Arboretum	2006	F	0
Arboretum	2006	M	0
Arboretum	2011	F	0
Arboretum	2011	M	0
Arboretum	2016	F	6
Arboretum	2016	M	3
Ardeer - Albion	2006	F	2543
Ardeer - Albion	2006	M	2781
Ardeer - Albion	2011	F	2854
Ardeer - Albion	2011	M	3160
Ardeer - Albion	2016	F	3075
Ardeer - Albion	2016	M	3488
Armadale	2006	F	3935
Armadale	2006	M	3439
Armadale	2011	F	4077
Armadale	2011	M	3496
Armadale	2016	F	4241
Armadale	2016	M	3505
Armadale - Wungong - Brookdale	2006	F	5677
Armadale - Wungong - Brookdale	2006	M	5413
Armadale - Wungong - Brookdale	2011	F	6514
Armadale - Wungong - Brookdale	2011	M	6196
Armadale - Wungong - Brookdale	2016	F	7683
Armadale - Wungong - Brookdale	2016	M	7132
Armidale	2006	F	9251
Armidale	2006	M	8139
Armidale	2011	F	9693
Armidale	2011	M	8500
Armidale	2016	F	10142
Armidale	2016	M	9079
Armidale Region - North	2006	F	1640
Armidale Region - North	2006	M	1670
Armidale Region - North	2011	F	1705
Armidale Region - North	2011	M	1718
Armidale Region - North	2016	F	1756
Armidale Region - North	2016	M	1805
Armidale Region - South	2006	F	2292
Armidale Region - South	2006	M	2221
Armidale Region - South	2011	F	2406
Armidale Region - South	2011	M	2342
Armidale Region - South	2016	F	2510
Armidale Region - South	2016	M	2358
Arncliffe - Bardwell Valley	2006	F	5460
Arncliffe - Bardwell Valley	2006	M	5598
Arncliffe - Bardwell Valley	2011	F	5986
Arncliffe - Bardwell Valley	2011	M	6068
Arncliffe - Bardwell Valley	2016	F	9222
Arncliffe - Bardwell Valley	2016	M	9243
Aroona - Currimundi	2006	F	4075
Aroona - Currimundi	2006	M	3595
Aroona - Currimundi	2011	F	4134
Aroona - Currimundi	2011	M	3612
Aroona - Currimundi	2016	F	4252
Aroona - Currimundi	2016	M	3854
Arundel	2006	F	3789
Arundel	2006	M	3452
Arundel	2011	F	3979
Arundel	2011	M	3655
Arundel	2016	F	4437
Arundel	2016	M	4042
Ascot	2006	F	2085
Ascot	2006	M	1964
Ascot	2011	F	2190
Ascot	2011	M	2173
Ascot	2016	F	2246
Ascot	2016	M	2130
Ascot Vale	2006	F	5312
Ascot Vale	2006	M	4995
Ascot Vale	2011	F	5683
Ascot Vale	2011	M	5408
Ascot Vale	2016	F	6282
Ascot Vale	2016	M	5808
Ashburton (Vic.)	2006	F	3020
Ashburton (Vic.)	2006	M	2647
Ashburton (Vic.)	2011	F	3007
Ashburton (Vic.)	2011	M	2885
Ashburton (Vic.)	2016	F	3132
Ashburton (Vic.)	2016	M	2941
Ashburton (WA)	2006	F	1857
Ashburton (WA)	2006	M	2505
Ashburton (WA)	2011	F	2606
Ashburton (WA)	2011	M	5603
Ashburton (WA)	2016	F	2790
Ashburton (WA)	2016	M	8517
Ashcroft - Busby - Miller	2006	F	6037
Ashcroft - Busby - Miller	2006	M	5568
Ashcroft - Busby - Miller	2011	F	6518
Ashcroft - Busby - Miller	2011	M	5993
Ashcroft - Busby - Miller	2016	F	6822
Ashcroft - Busby - Miller	2016	M	6318
Ashendon - Lesley	2006	F	0
Ashendon - Lesley	2006	M	0
Ashendon - Lesley	2011	F	0
Ashendon - Lesley	2011	M	0
Ashendon - Lesley	2016	F	3
Ashendon - Lesley	2016	M	3
Ashfield	2006	F	9666
Ashfield	2006	M	9058
Ashfield	2011	F	10084
Ashfield	2011	M	9525
Ashfield	2016	F	10845
Ashfield	2016	M	10621
Ashfield - Kepnock	2006	F	1992
Ashfield - Kepnock	2006	M	1658
Ashfield - Kepnock	2011	F	2083
Ashfield - Kepnock	2011	M	1848
Ashfield - Kepnock	2016	F	2195
Ashfield - Kepnock	2016	M	2001
Ashgrove	2006	F	4866
Ashgrove	2006	M	4480
Ashgrove	2011	F	5175
Ashgrove	2011	M	4949
Ashgrove	2016	F	5266
Ashgrove	2016	M	5098
Ashmore	2006	F	4996
Ashmore	2006	M	4481
Ashmore	2011	F	5078
Ashmore	2011	M	4424
Ashmore	2016	F	5270
Ashmore	2016	M	4598
Ashwood - Chadstone	2006	F	6557
Ashwood - Chadstone	2006	M	6265
Ashwood - Chadstone	2011	F	6891
Ashwood - Chadstone	2011	M	6712
Ashwood - Chadstone	2016	F	7825
Ashwood - Chadstone	2016	M	7318
Aspendale Gardens - Waterways	2006	F	2663
Aspendale Gardens - Waterways	2006	M	2601
Aspendale Gardens - Waterways	2011	F	3415
Aspendale Gardens - Waterways	2011	M	3289
Aspendale Gardens - Waterways	2016	F	3681
Aspendale Gardens - Waterways	2016	M	3501
Aspley	2006	F	5131
Aspley	2006	M	4599
Aspley	2011	F	5430
Aspley	2011	M	4853
Aspley	2016	F	5384
Aspley	2016	M	4868
Asquith - Mount Colah	2006	F	7062
Asquith - Mount Colah	2006	M	6692
Asquith - Mount Colah	2011	F	7085
Asquith - Mount Colah	2011	M	6902
Asquith - Mount Colah	2016	F	7402
Asquith - Mount Colah	2016	M	7000
Athelstone	2006	F	3842
Athelstone	2006	M	3668
Athelstone	2011	F	3847
Athelstone	2011	M	3753
Athelstone	2016	F	3878
Athelstone	2016	M	3772
Atherton	2006	F	3928
Atherton	2006	M	3499
Atherton	2011	F	4304
Atherton	2011	M	3791
Atherton	2016	F	4603
Atherton	2016	M	4132
Auburn - Central	2006	F	5297
Auburn - Central	2006	M	5512
Auburn - Central	2011	F	5820
Auburn - Central	2011	M	6430
Auburn - Central	2016	F	6112
Auburn - Central	2016	M	7689
Auburn - North	2006	F	3289
Auburn - North	2006	M	3831
Auburn - North	2011	F	3583
Auburn - North	2011	M	4343
Auburn - North	2016	F	3770
Auburn - North	2016	M	5599
Auburn - South	2006	F	2477
Auburn - South	2006	M	2388
Auburn - South	2011	F	2959
Auburn - South	2011	M	2860
Auburn - South	2016	F	3235
Auburn - South	2016	M	3397
Auchenflower	2006	F	2254
Auchenflower	2006	M	2101
Auchenflower	2011	F	2416
Auchenflower	2011	M	2269
Auchenflower	2016	F	2406
Auchenflower	2016	M	2412
Augusta	2006	F	1594
Augusta	2006	M	1634
Augusta	2011	F	1835
Augusta	2011	M	1845
Augusta	2016	F	2196
Augusta	2016	M	2199
Aurukun	2006	F	364
Aurukun	2006	M	332
Aurukun	2011	F	458
Aurukun	2011	M	440
Aurukun	2016	F	461
Aurukun	2016	M	437
Austins Ferry - Granton	2006	F	1288
Austins Ferry - Granton	2006	M	1279
Austins Ferry - Granton	2011	F	1492
Austins Ferry - Granton	2011	M	1492
Austins Ferry - Granton	2016	F	1642
Austins Ferry - Granton	2016	M	1585
Austral - Greendale	2006	F	3150
Austral - Greendale	2006	M	3267
Austral - Greendale	2011	F	3532
Austral - Greendale	2011	M	3621
Austral - Greendale	2016	F	3544
Austral - Greendale	2016	M	3722
Australind - Leschenault	2006	F	4434
Australind - Leschenault	2006	M	4355
Australind - Leschenault	2011	F	5689
Australind - Leschenault	2011	M	5546
Australind - Leschenault	2016	F	6854
Australind - Leschenault	2016	M	6543
Avalon - Palm Beach	2006	F	4968
Avalon - Palm Beach	2006	M	4754
Avalon - Palm Beach	2011	F	5030
Avalon - Palm Beach	2011	M	4718
Avalon - Palm Beach	2016	F	5214
Avalon - Palm Beach	2016	M	4905
Avoca	2006	F	1267
Avoca	2006	M	1268
Avoca	2011	F	1344
Avoca	2011	M	1398
Avoca	2016	F	1387
Avoca	2016	M	1409
Avoca Beach - Copacabana	2006	F	2675
Avoca Beach - Copacabana	2006	M	2646
Avoca Beach - Copacabana	2011	F	2771
Avoca Beach - Copacabana	2011	M	2664
Avoca Beach - Copacabana	2016	F	2880
Avoca Beach - Copacabana	2016	M	2861
Avon Valley National Park	2006	F	0
Avon Valley National Park	2006	M	0
Avon Valley National Park	2011	F	0
Avon Valley National Park	2011	M	0
Avon Valley National Park	2016	F	0
Avon Valley National Park	2016	M	3
Ayr	2006	F	3516
Ayr	2006	M	3387
Ayr	2011	F	3725
Ayr	2011	M	3560
Ayr	2016	F	3825
Ayr	2016	M	3668
Babinda	2006	F	1532
Babinda	2006	M	1653
Babinda	2011	F	1615
Babinda	2011	M	1725
Babinda	2016	F	1670
Babinda	2016	M	1819
Bacchus Marsh	2006	F	5987
Bacchus Marsh	2006	M	5571
Bacchus Marsh	2011	F	6921
Bacchus Marsh	2011	M	6503
Bacchus Marsh	2016	F	8295
Bacchus Marsh	2016	M	7772
Bacchus Marsh Region	2006	F	2017
Bacchus Marsh Region	2006	M	2012
Bacchus Marsh Region	2011	F	2214
Bacchus Marsh Region	2011	M	2204
Bacchus Marsh Region	2016	F	2408
Bacchus Marsh Region	2016	M	2362
Badgerys Creek	2006	F	120
Badgerys Creek	2006	M	116
Badgerys Creek	2011	F	52
Badgerys Creek	2011	M	61
Badgerys Creek	2016	F	19
Badgerys Creek	2016	M	23
Bairnsdale	2006	F	5084
Bairnsdale	2006	M	4440
Bairnsdale	2011	F	5680
Bairnsdale	2011	M	4999
Bairnsdale	2016	F	6503
Bairnsdale	2016	M	5602
Bakewell	2006	F	1094
Bakewell	2006	M	1095
Bakewell	2011	F	1203
Bakewell	2011	M	1184
Bakewell	2016	F	1193
Bakewell	2016	M	1157
Balcatta - Hamersley	2006	F	6309
Balcatta - Hamersley	2006	M	5882
Balcatta - Hamersley	2011	F	6431
Balcatta - Hamersley	2011	M	6143
Balcatta - Hamersley	2016	F	6595
Balcatta - Hamersley	2016	M	6249
Bald Hills	2006	F	2386
Bald Hills	2006	M	2313
Bald Hills	2011	F	2825
Bald Hills	2011	M	2665
Bald Hills	2016	F	2940
Bald Hills	2016	M	2802
Baldivis	2006	F	2415
Baldivis	2006	M	2419
Baldivis	2011	F	6050
Baldivis	2011	M	5995
Baldivis	2016	F	12428
Baldivis	2016	M	11699
Balga - Mirrabooka	2006	F	6121
Balga - Mirrabooka	2006	M	5863
Balga - Mirrabooka	2011	F	6961
Balga - Mirrabooka	2011	M	6813
Balga - Mirrabooka	2016	F	7771
Balga - Mirrabooka	2016	M	8039
Balgowlah - Clontarf - Seaforth	2006	F	7103
Balgowlah - Clontarf - Seaforth	2006	M	6448
Balgowlah - Clontarf - Seaforth	2011	F	7607
Balgowlah - Clontarf - Seaforth	2011	M	6953
Balgowlah - Clontarf - Seaforth	2016	F	8059
Balgowlah - Clontarf - Seaforth	2016	M	7327
Balgownie - Fairy Meadow	2006	F	7907
Balgownie - Fairy Meadow	2006	M	7518
Balgownie - Fairy Meadow	2011	F	8465
Balgownie - Fairy Meadow	2011	M	8128
Balgownie - Fairy Meadow	2016	F	9046
Balgownie - Fairy Meadow	2016	M	8597
Ballajura	2006	F	7370
Ballajura	2006	M	6935
Ballajura	2011	F	7599
Ballajura	2011	M	7290
Ballajura	2016	F	7584
Ballajura	2016	M	7423
Ballarat	2006	F	5337
Ballarat	2006	M	4698
Ballarat	2011	F	5375
Ballarat	2011	M	4644
Ballarat	2016	F	5382
Ballarat	2016	M	4687
Ballarat - North	2006	F	8772
Ballarat - North	2006	M	7866
Ballarat - North	2011	F	9434
Ballarat - North	2011	M	8374
Ballarat - North	2016	F	10008
Ballarat - North	2016	M	8802
Ballarat - South	2006	F	8837
Ballarat - South	2006	M	7899
Ballarat - South	2011	F	9906
Ballarat - South	2011	M	8715
Ballarat - South	2016	F	10612
Ballarat - South	2016	M	9251
Ballina	2006	F	7307
Ballina	2006	M	6380
Ballina	2011	F	7386
Ballina	2011	M	6408
Ballina	2016	F	7897
Ballina	2016	M	6902
Ballina Region	2006	F	6510
Ballina Region	2006	M	5974
Ballina Region	2011	F	6597
Ballina Region	2011	M	6017
Ballina Region	2016	F	7153
Ballina Region	2016	M	6574
Balmain	2006	F	6224
Balmain	2006	M	5627
Balmain	2011	F	6567
Balmain	2011	M	5828
Balmain	2016	F	6818
Balmain	2016	M	6119
Balmoral	2006	F	1581
Balmoral	2006	M	1408
Balmoral	2011	F	1626
Balmoral	2011	M	1493
Balmoral	2016	F	1741
Balmoral	2016	M	1612
Balonne	2006	F	1664
Balonne	2006	M	1786
Balonne	2011	F	1694
Balonne	2011	M	1821
Balonne	2016	F	1702
Balonne	2016	M	1743
Balwyn	2006	F	6843
Balwyn	2006	M	5665
Balwyn	2011	F	7073
Balwyn	2011	M	5955
Balwyn	2016	F	7190
Balwyn	2016	M	6134
Balwyn North	2006	F	8365
Balwyn North	2006	M	7546
Balwyn North	2011	F	8410
Balwyn North	2011	M	7822
Balwyn North	2016	F	8595
Balwyn North	2016	M	7858
Banana	2006	F	3168
Banana	2006	M	3535
Banana	2011	F	3140
Banana	2011	M	3483
Banana	2016	F	3204
Banana	2016	M	3528
Bangalow	2006	F	1920
Bangalow	2006	M	1866
Bangalow	2011	F	2168
Bangalow	2011	M	2071
Bangalow	2016	F	2380
Bangalow	2016	M	2232
Banjup	2006	F	2984
Banjup	2006	M	2936
Banjup	2011	F	5271
Banjup	2011	M	5004
Banjup	2016	F	6640
Banjup	2016	M	6271
Banks	2006	F	1784
Banks	2006	M	1718
Banks	2011	F	1953
Banks	2011	M	1827
Banks	2016	F	2004
Banks	2016	M	1819
Banksmeadow	2006	F	0
Banksmeadow	2006	M	0
Banksmeadow	2011	F	0
Banksmeadow	2011	M	7
Banksmeadow	2016	F	6
Banksmeadow	2016	M	7
Bankstown - North	2006	F	5571
Bankstown - North	2006	M	5111
Bankstown - North	2011	F	6029
Bankstown - North	2011	M	5716
Bankstown - North	2016	F	6481
Bankstown - North	2016	M	6100
Bankstown - South	2006	F	5226
Bankstown - South	2006	M	5043
Bankstown - South	2011	F	6109
Bankstown - South	2011	M	5754
Bankstown - South	2016	F	6429
Bankstown - South	2016	M	6181
Bannockburn	2006	F	1224
Bannockburn	2006	M	1232
Bannockburn	2011	F	1796
Bannockburn	2011	M	1739
Bannockburn	2016	F	2389
Bannockburn	2016	M	2370
Banora Point	2006	F	6315
Banora Point	2006	M	5558
Banora Point	2011	F	6749
Banora Point	2011	M	5777
Banora Point	2016	F	7158
Banora Point	2016	M	6050
Barcaldine - Blackall	2006	F	2065
Barcaldine - Blackall	2006	M	2102
Barcaldine - Blackall	2011	F	2120
Barcaldine - Blackall	2011	M	2163
Barcaldine - Blackall	2016	F	1935
Barcaldine - Blackall	2016	M	1912
Bardon	2006	F	3765
Bardon	2006	M	3408
Bardon	2011	F	3859
Bardon	2011	M	3412
Bardon	2016	F	4019
Bardon	2016	M	3497
Bargara - Burnett Heads	2006	F	5364
Bargara - Burnett Heads	2006	M	5225
Bargara - Burnett Heads	2011	F	6300
Bargara - Burnett Heads	2011	M	6012
Bargara - Burnett Heads	2016	F	7072
Bargara - Burnett Heads	2016	M	6663
Bargo	2006	F	1936
Bargo	2006	M	1944
Bargo	2011	F	2078
Bargo	2011	M	2046
Bargo	2016	F	2265
Bargo	2016	M	2264
Barkly	2006	F	830
Barkly	2006	M	964
Barkly	2011	F	920
Barkly	2011	M	959
Barkly	2016	F	872
Barkly	2016	M	931
Barmera	2006	F	2623
Barmera	2006	M	2603
Barmera	2011	F	2658
Barmera	2011	M	2633
Barmera	2016	F	2682
Barmera	2016	M	2682
Barossa - Angaston	2006	F	2093
Barossa - Angaston	2006	M	2145
Barossa - Angaston	2011	F	2416
Barossa - Angaston	2011	M	2365
Barossa - Angaston	2016	F	2499
Barossa - Angaston	2016	M	2460
Barton	2006	F	424
Barton	2006	M	448
Barton	2011	F	544
Barton	2011	M	541
Barton	2016	F	666
Barton	2016	M	671
Bass Hill - Georges Hall	2006	F	7700
Bass Hill - Georges Hall	2006	M	7447
Bass Hill - Georges Hall	2011	F	8185
Bass Hill - Georges Hall	2011	M	7626
Bass Hill - Georges Hall	2016	F	8674
Bass Hill - Georges Hall	2016	M	8246
Bassendean - Eden Hill - Ashfield	2006	F	5754
Bassendean - Eden Hill - Ashfield	2006	M	5296
Bassendean - Eden Hill - Ashfield	2011	F	6010
Bassendean - Eden Hill - Ashfield	2011	M	5834
Bassendean - Eden Hill - Ashfield	2016	F	6404
Bassendean - Eden Hill - Ashfield	2016	M	5997
Bateau Bay - Killarney Vale	2006	F	9289
Bateau Bay - Killarney Vale	2006	M	7760
Bateau Bay - Killarney Vale	2011	F	9418
Bateau Bay - Killarney Vale	2011	M	7924
Bateau Bay - Killarney Vale	2016	F	9593
Bateau Bay - Killarney Vale	2016	M	8242
Bateman	2006	F	1483
Bateman	2006	M	1385
Bateman	2011	F	1579
Bateman	2011	M	1498
Bateman	2016	F	1598
Bateman	2016	M	1492
Batemans Bay	2006	F	3181
Batemans Bay	2006	M	2982
Batemans Bay	2011	F	3177
Batemans Bay	2011	M	3004
Batemans Bay	2016	F	3279
Batemans Bay	2016	M	3169
Batemans Bay - South	2006	F	3418
Batemans Bay - South	2006	M	3100
Batemans Bay - South	2011	F	3586
Batemans Bay - South	2011	M	3239
Batemans Bay - South	2016	F	3773
Batemans Bay - South	2016	M	3389
Bathurst	2006	F	8996
Bathurst	2006	M	8759
Bathurst	2011	F	9357
Bathurst	2011	M	9182
Bathurst	2016	F	9921
Bathurst	2016	M	9596
Bathurst - East	2006	F	3252
Bathurst - East	2006	M	3115
Bathurst - East	2011	F	3656
Bathurst - East	2011	M	3510
Bathurst - East	2016	F	4343
Bathurst - East	2016	M	4117
Bathurst Region	2006	F	2216
Bathurst Region	2006	M	2452
Bathurst Region	2011	F	2530
Bathurst Region	2011	M	2707
Bathurst Region	2016	F	2674
Bathurst Region	2016	M	3013
Baulkham Hills (East)	2006	F	8273
Baulkham Hills (East)	2006	M	7724
Baulkham Hills (East)	2011	F	8655
Baulkham Hills (East)	2011	M	8056
Baulkham Hills (East)	2016	F	9218
Baulkham Hills (East)	2016	M	8680
Baulkham Hills (West) - Bella Vista	2006	F	7154
