SA2_NAME16	Year	Sex	adults
Svensson Heights - Norville	2006	M	2097
Svensson Heights - Norville	2011	F	2469
Svensson Heights - Norville	2011	M	2215
Svensson Heights - Norville	2016	F	2492
Svensson Heights - Norville	2016	M	2175
Swan Hill	2006	F	4085
Swan Hill	2006	M	3725
Swan Hill	2011	F	4339
Swan Hill	2011	M	4000
Swan Hill	2016	F	4604
Swan Hill	2016	M	4238
Swan Hill Region	2006	F	2501
Swan Hill Region	2006	M	2818
Swan Hill Region	2011	F	2445
Swan Hill Region	2011	M	2734
Swan Hill Region	2016	F	2483
Swan Hill Region	2016	M	2705
Swan View - Greenmount - Midvale	2006	F	4902
Swan View - Greenmount - Midvale	2006	M	4631
Swan View - Greenmount - Midvale	2011	F	5048
Swan View - Greenmount - Midvale	2011	M	4804
Swan View - Greenmount - Midvale	2016	F	5090
Swan View - Greenmount - Midvale	2016	M	4932
Swanbourne - Mount Claremont	2006	F	3252
Swanbourne - Mount Claremont	2006	M	3023
Swanbourne - Mount Claremont	2011	F	3256
Swanbourne - Mount Claremont	2011	M	3047
Swanbourne - Mount Claremont	2016	F	3566
Swanbourne - Mount Claremont	2016	M	3374
Swansea - Caves Beach	2006	F	4448
Swansea - Caves Beach	2006	M	4152
Swansea - Caves Beach	2011	F	4601
Swansea - Caves Beach	2011	M	4380
Swansea - Caves Beach	2016	F	4999
Swansea - Caves Beach	2016	M	4712
Sydenham	2006	F	4116
Sydenham	2006	M	3836
Sydenham	2011	F	4522
Sydenham	2011	M	4429
Sydenham	2016	F	4958
Sydenham	2016	M	4702
Sydenham - Tempe - St Peters	2006	F	2830
Sydenham - Tempe - St Peters	2006	M	2951
Sydenham - Tempe - St Peters	2011	F	2999
Sydenham - Tempe - St Peters	2011	M	3138
Sydenham - Tempe - St Peters	2016	F	3328
Sydenham - Tempe - St Peters	2016	M	3347
Sydney - Haymarket - The Rocks	2006	F	9740
Sydney - Haymarket - The Rocks	2006	M	10316
Sydney - Haymarket - The Rocks	2011	F	10558
Sydney - Haymarket - The Rocks	2011	M	11169
Sydney - Haymarket - The Rocks	2016	F	12994
Sydney - Haymarket - The Rocks	2016	M	13165
Sydney Airport	2006	F	0
Sydney Airport	2006	M	0
Sydney Airport	2011	F	0
Sydney Airport	2011	M	0
Sydney Airport	2016	F	23
Sydney Airport	2016	M	31
Sylvania - Taren Point	2006	F	6327
Sylvania - Taren Point	2006	M	5696
Sylvania - Taren Point	2011	F	6679
Sylvania - Taren Point	2011	M	5926
Sylvania - Taren Point	2016	F	6987
Sylvania - Taren Point	2016	M	6165
Tablelands	2006	F	1784
Tablelands	2006	M	2612
Tablelands	2011	F	1830
Tablelands	2011	M	2684
Tablelands	2016	F	1967
Tablelands	2016	M	3142
Taigum - Fitzgibbon	2006	F	3514
Taigum - Fitzgibbon	2006	M	2790
Taigum - Fitzgibbon	2011	F	4066
Taigum - Fitzgibbon	2011	M	3323
Taigum - Fitzgibbon	2016	F	5445
Taigum - Fitzgibbon	2016	M	4506
Tamborine - Canungra	2006	F	4946
Tamborine - Canungra	2006	M	4719
Tamborine - Canungra	2011	F	5396
Tamborine - Canungra	2011	M	5094
Tamborine - Canungra	2016	F	5964
Tamborine - Canungra	2016	M	5702
Tamworth - East	2006	F	7905
Tamworth - East	2006	M	7372
Tamworth - East	2011	F	8108
Tamworth - East	2011	M	7610
Tamworth - East	2016	F	8419
Tamworth - East	2016	M	7923
Tamworth - North	2006	F	5447
Tamworth - North	2006	M	4625
Tamworth - North	2011	F	5961
Tamworth - North	2011	M	5076
Tamworth - North	2016	F	6571
Tamworth - North	2016	M	5652
Tamworth - West	2006	F	1892
Tamworth - West	2006	M	1719
Tamworth - West	2011	F	1980
Tamworth - West	2011	M	1808
Tamworth - West	2016	F	2096
Tamworth - West	2016	M	1926
Tamworth Region	2006	F	6684
Tamworth Region	2006	M	6548
Tamworth Region	2011	F	6963
Tamworth Region	2011	M	6825
Tamworth Region	2016	F	7544
Tamworth Region	2016	M	7270
Tanami	2006	F	1015
Tanami	2006	M	941
Tanami	2011	F	1081
Tanami	2011	M	1040
Tanami	2016	F	1124
Tanami	2016	M	950
Tanunda	2006	F	2010
Tanunda	2006	M	1807
Tanunda	2011	F	1870
Tanunda	2011	M	1738
Tanunda	2016	F	1972
Tanunda	2016	M	1815
Tapping - Ashby - Sinagra	2006	F	2344
Tapping - Ashby - Sinagra	2006	M	2202
Tapping - Ashby - Sinagra	2011	F	4697
Tapping - Ashby - Sinagra	2011	M	4497
Tapping - Ashby - Sinagra	2016	F	5089
Tapping - Ashby - Sinagra	2016	M	4809
Tara	2006	F	1314
Tara	2006	M	1511
Tara	2011	F	1480
Tara	2011	M	1734
Tara	2016	F	1579
Tara	2016	M	1827
Taree	2006	F	8326
Taree	2006	M	7365
Taree	2011	F	8655
Taree	2011	M	7591
Taree	2016	F	8883
Taree	2016	M	7918
Taree Region	2006	F	4410
Taree Region	2006	M	4555
Taree Region	2011	F	4714
Taree Region	2011	M	4854
Taree Region	2016	F	5278
Taree Region	2016	M	5389
Taringa	2006	F	3630
Taringa	2006	M	3230
Taringa	2011	F	3604
Taringa	2011	M	3545
Taringa	2016	F	3932
Taringa	2016	M	3629
Tarneit	2006	F	2768
Tarneit	2006	M	2807
Tarneit	2011	F	8178
Tarneit	2011	M	7915
Tarneit	2016	F	12499
Tarneit	2016	M	12110
Taroona - Bonnet Hill	2006	F	1493
Taroona - Bonnet Hill	2006	M	1344
Taroona - Bonnet Hill	2011	F	1500
Taroona - Bonnet Hill	2011	M	1338
Taroona - Bonnet Hill	2016	F	1548
Taroona - Bonnet Hill	2016	M	1351
Tarragindi	2006	F	3914
Tarragindi	2006	M	3587
Tarragindi	2011	F	4069
Tarragindi	2011	M	3730
Tarragindi	2016	F	4284
Tarragindi	2016	M	3971
Tatiara	2006	F	2519
Tatiara	2006	M	2766
Tatiara	2011	F	2478
Tatiara	2011	M	2665
Tatiara	2016	F	2519
Tatiara	2016	M	2853
Taylor	2006	F	0
Taylor	2006	M	0
Taylor	2011	F	0
Taylor	2011	M	0
Taylor	2016	F	0
Taylor	2016	M	0
Taylors Hill	2006	F	2968
Taylors Hill	2006	M	2880
Taylors Hill	2011	F	5605
Taylors Hill	2011	M	5363
Taylors Hill	2016	F	6942
Taylors Hill	2016	M	6646
Taylors Lakes	2006	F	6920
Taylors Lakes	2006	M	6818
Taylors Lakes	2011	F	7271
Taylors Lakes	2011	M	7281
Taylors Lakes	2016	F	7310
Taylors Lakes	2016	M	7270
Tea Gardens - Hawks Nest	2006	F	1763
Tea Gardens - Hawks Nest	2006	M	1751
Tea Gardens - Hawks Nest	2011	F	1969
Tea Gardens - Hawks Nest	2011	M	1905
Tea Gardens - Hawks Nest	2016	F	2319
Tea Gardens - Hawks Nest	2016	M	2231
Telina - Toolooa	2006	F	1536
Telina - Toolooa	2006	M	1526
Telina - Toolooa	2011	F	2007
Telina - Toolooa	2011	M	2084
Telina - Toolooa	2016	F	2316
Telina - Toolooa	2016	M	2261
Temora	2006	F	2609
Temora	2006	M	2512
Temora	2011	F	2570
Temora	2011	M	2490
Temora	2016	F	2778
Temora	2016	M	2666
Templestowe	2006	F	7072
Templestowe	2006	M	6509
Templestowe	2011	F	7241
Templestowe	2011	M	6660
Templestowe	2016	F	7369
Templestowe	2016	M	6665
Templestowe Lower	2006	F	5811
Templestowe Lower	2006	M	5206
Templestowe Lower	2011	F	5801
Templestowe Lower	2011	M	5252
Templestowe Lower	2016	F	5991
Templestowe Lower	2016	M	5321
Tennant Creek	2006	F	1090
Tennant Creek	2006	M	1098
Tennant Creek	2011	F	1199
Tennant Creek	2011	M	1151
Tennant Creek	2016	F	1144
Tennant Creek	2016	M	1199
Tenterfield	2006	F	2597
Tenterfield	2006	M	2608
Tenterfield	2011	F	2781
Tenterfield	2011	M	2736
Tenterfield	2016	F	2848
Tenterfield	2016	M	2734
Terranora - North Tumblegum	2006	F	1196
Terranora - North Tumblegum	2006	M	1191
Terranora - North Tumblegum	2011	F	1195
Terranora - North Tumblegum	2011	M	1225
Terranora - North Tumblegum	2016	F	1308
Terranora - North Tumblegum	2016	M	1259
Terrey Hills - Duffys Forest	2006	F	1472
Terrey Hills - Duffys Forest	2006	M	1327
Terrey Hills - Duffys Forest	2011	F	1415
Terrey Hills - Duffys Forest	2011	M	1387
Terrey Hills - Duffys Forest	2016	F	1492
Terrey Hills - Duffys Forest	2016	M	1437
Terrigal - North Avoca	2006	F	5000
Terrigal - North Avoca	2006	M	4704
Terrigal - North Avoca	2011	F	5310
Terrigal - North Avoca	2011	M	5042
Terrigal - North Avoca	2016	F	5660
Terrigal - North Avoca	2016	M	5299
Tewantin	2006	F	4303
Tewantin	2006	M	3743
Tewantin	2011	F	4485
Tewantin	2011	M	3809
Tewantin	2016	F	4672
Tewantin	2016	M	4017
Thamarrurr	2006	F	621
Thamarrurr	2006	M	525
Thamarrurr	2011	F	758
Thamarrurr	2011	M	708
Thamarrurr	2016	F	895
Thamarrurr	2016	M	789
The Basin	2006	F	1576
The Basin	2006	M	1655
The Basin	2011	F	1638
The Basin	2011	M	1709
The Basin	2016	F	1708
The Basin	2016	M	1686
The Coorong	2006	F	2175
The Coorong	2006	M	2271
The Coorong	2011	F	2166
The Coorong	2011	M	2301
The Coorong	2016	F	2148
The Coorong	2016	M	2267
The Entrance	2006	F	5088
The Entrance	2006	M	4659
The Entrance	2011	F	6096
The Entrance	2011	M	5473
The Entrance	2016	F	6600
The Entrance	2016	M	5982
The Gap	2006	F	6452
The Gap	2006	M	5977
The Gap	2011	F	6606
The Gap	2011	M	6105
The Gap	2016	F	6795
The Gap	2016	M	6181
The Hills District	2006	F	8845
The Hills District	2006	M	8407
The Hills District	2011	F	9017
The Hills District	2011	M	8657
The Hills District	2016	F	9338
The Hills District	2016	M	8985
The Oaks - Oakdale	2006	F	3143
The Oaks - Oakdale	2006	M	3112
The Oaks - Oakdale	2011	F	3330
The Oaks - Oakdale	2011	M	3312
The Oaks - Oakdale	2016	F	3542
The Oaks - Oakdale	2016	M	3485
The Parks	2006	F	6205
The Parks	2006	M	5846
The Parks	2011	F	7172
The Parks	2011	M	6931
The Parks	2016	F	7790
The Parks	2016	M	7463
The Range - Allenstown	2006	F	3675
The Range - Allenstown	2006	M	3211
The Range - Allenstown	2011	F	3530
The Range - Allenstown	2011	M	3071
The Range - Allenstown	2016	F	3507
The Range - Allenstown	2016	M	3090
The Vines	2006	F	1620
The Vines	2006	M	1637
The Vines	2011	F	2133
The Vines	2011	M	2097
The Vines	2016	F	3898
The Vines	2016	M	3799
Theodore	2006	F	1534
Theodore	2006	M	1440
Theodore	2011	F	1567
Theodore	2011	M	1529
Theodore	2016	F	1530
Theodore	2016	M	1462
Thirroul - Austinmer - Coalcliff	2006	F	4162
Thirroul - Austinmer - Coalcliff	2006	M	3870
Thirroul - Austinmer - Coalcliff	2011	F	4301
Thirroul - Austinmer - Coalcliff	2011	M	4083
Thirroul - Austinmer - Coalcliff	2016	F	4626
Thirroul - Austinmer - Coalcliff	2016	M	4369
Thomastown	2006	F	8452
Thomastown	2006	M	8456
Thomastown	2011	F	8457
Thomastown	2011	M	8514
Thomastown	2016	F	8500
Thomastown	2016	M	8473
Thornbury	2006	F	7397
Thornbury	2006	M	6873
Thornbury	2011	F	7659
Thornbury	2011	M	7040
Thornbury	2016	F	8258
Thornbury	2016	M	7237
Thorneside	2006	F	1451
Thorneside	2006	M	1401
Thorneside	2011	F	1477
Thorneside	2011	M	1427
Thorneside	2016	F	1585
Thorneside	2016	M	1501
Thornlands	2006	F	4158
Thornlands	2006	M	3938
Thornlands	2011	F	5165
Thornlands	2011	M	4822
Thornlands	2016	F	5979
Thornlands	2016	M	5633
Thornlie	2006	F	8904
Thornlie	2006	M	8719
Thornlie	2011	F	9286
Thornlie	2011	M	9088
Thornlie	2016	F	9377
Thornlie	2016	M	9328
Thornton - Millers Forest	2006	F	3059
Thornton - Millers Forest	2006	M	3026
Thornton - Millers Forest	2011	F	3341
Thornton - Millers Forest	2011	M	3364
Thornton - Millers Forest	2016	F	3916
Thornton - Millers Forest	2016	M	3820
Throsby	2006	F	0
Throsby	2006	M	0
Throsby	2011	F	0
Throsby	2011	M	0
Throsby	2016	F	0
Throsby	2016	M	0
Tinana	2006	F	1677
Tinana	2006	M	1672
Tinana	2011	F	1911
Tinana	2011	M	1878
Tinana	2016	F	2232
Tinana	2016	M	2210
Tingalpa	2006	F	3249
Tingalpa	2006	M	3120
Tingalpa	2011	F	3452
Tingalpa	2011	M	3305
Tingalpa	2016	F	3603
Tingalpa	2016	M	3404
Tiwi	2006	F	1053
Tiwi	2006	M	998
Tiwi	2011	F	1050
Tiwi	2011	M	973
Tiwi	2016	F	1041
Tiwi	2016	M	989
Tiwi Islands	2006	F	725
Tiwi Islands	2006	M	763
Tiwi Islands	2011	F	895
Tiwi Islands	2011	M	938
Tiwi Islands	2016	F	924
Tiwi Islands	2016	M	906
Tocumwal - Finley - Jerilderie	2006	F	3708
Tocumwal - Finley - Jerilderie	2006	M	3724
Tocumwal - Finley - Jerilderie	2011	F	3834
Tocumwal - Finley - Jerilderie	2011	M	3832
Tocumwal - Finley - Jerilderie	2016	F	4035
Tocumwal - Finley - Jerilderie	2016	M	4012
Tomerong - Wandandian - Woollamia	2006	F	1043
Tomerong - Wandandian - Woollamia	2006	M	1042
Tomerong - Wandandian - Woollamia	2011	F	1334
Tomerong - Wandandian - Woollamia	2011	M	1372
Tomerong - Wandandian - Woollamia	2016	F	1388
Tomerong - Wandandian - Woollamia	2016	M	1441
Toodyay	2006	F	1600
Toodyay	2006	M	1646
Toodyay	2011	F	1812
Toodyay	2011	M	1770
Toodyay	2016	F	1883
Toodyay	2016	M	1904
Toongabbie - Constitution Hill	2006	F	8234
Toongabbie - Constitution Hill	2006	M	7584
Toongabbie - Constitution Hill	2011	F	8704
Toongabbie - Constitution Hill	2011	M	8059
Toongabbie - Constitution Hill	2016	F	9109
Toongabbie - Constitution Hill	2016	M	8653
Toorak	2006	F	6130
Toorak	2006	M	5347
Toorak	2011	F	6131
Toorak	2011	M	5315
Toorak	2016	F	6293
Toorak	2016	M	5282
Toorak Gardens	2006	F	6993
Toorak Gardens	2006	M	5691
Toorak Gardens	2011	F	7025
Toorak Gardens	2011	M	5885
Toorak Gardens	2016	F	7157
Toorak Gardens	2016	M	5994
Toowong	2006	F	4597
Toowong	2006	M	4484
Toowong	2011	F	4730
Toowong	2011	M	4611
Toowong	2016	F	4946
Toowong	2016	M	4664
Toowoomba - Central	2006	F	5779
Toowoomba - Central	2006	M	5194
Toowoomba - Central	2011	F	5758
Toowoomba - Central	2011	M	5116
Toowoomba - Central	2016	F	5900
Toowoomba - Central	2016	M	5222
Toowoomba - East	2006	F	4193
Toowoomba - East	2006	M	3690
Toowoomba - East	2011	F	4136
Toowoomba - East	2011	M	3745
Toowoomba - East	2016	F	4153
Toowoomba - East	2016	M	3706
Toowoomba - West	2006	F	3452
Toowoomba - West	2006	M	3388
Toowoomba - West	2011	F	4414
Toowoomba - West	2011	M	4221
Toowoomba - West	2016	F	5248
Toowoomba - West	2016	M	4866
Toronto - Awaba	2006	F	5582
Toronto - Awaba	2006	M	5094
Toronto - Awaba	2011	F	5756
Toronto - Awaba	2011	M	5303
Toronto - Awaba	2016	F	5909
Toronto - Awaba	2016	M	5383
Torquay	2006	F	4783
Torquay	2006	M	4539
Torquay	2011	F	5902
Torquay	2011	M	5629
Torquay	2016	F	7314
Torquay	2016	M	6869
Torquay - Scarness - Kawungan	2006	F	5936
Torquay - Scarness - Kawungan	2006	M	5247
Torquay - Scarness - Kawungan	2011	F	6385
Torquay - Scarness - Kawungan	2011	M	5500
Torquay - Scarness - Kawungan	2016	F	6813
Torquay - Scarness - Kawungan	2016	M	5919
Torrens	2006	F	929
Torrens	2006	M	902
Torrens	2011	F	927
Torrens	2011	M	879
Torrens	2016	F	885
Torrens	2016	M	872
Torrens Island	2006	F	0
Torrens Island	2006	M	0
Torrens Island	2011	F	0
Torrens Island	2011	M	10
Torrens Island	2016	F	0
Torrens Island	2016	M	0
Torres	2006	F	1120
Torres	2006	M	1077
Torres	2011	F	1179
Torres	2011	M	1106
Torres	2016	F	1352
Torres	2016	M	1287
Torres Strait Islands	2006	F	1398
Torres Strait Islands	2006	M	1378
Torres Strait Islands	2011	F	1358
Torres Strait Islands	2011	M	1352
Torres Strait Islands	2016	F	1455
Torres Strait Islands	2016	M	1505
Toukley - Norah Head	2006	F	3907
Toukley - Norah Head	2006	M	3604
Toukley - Norah Head	2011	F	3947
Toukley - Norah Head	2011	M	3669
Toukley - Norah Head	2016	F	4292
Toukley - Norah Head	2016	M	3975
Townsville - South	2006	F	1383
Townsville - South	2006	M	1563
Townsville - South	2011	F	1537
Townsville - South	2011	M	1746
Townsville - South	2016	F	1683
Townsville - South	2016	M	1853
Townsville City - North Ward	2006	F	3114
Townsville City - North Ward	2006	M	3520
Townsville City - North Ward	2011	F	3559
Townsville City - North Ward	2011	M	3925
Townsville City - North Ward	2016	F	3886
Townsville City - North Ward	2016	M	4109
Towong	2006	F	2410
Towong	2006	M	2440
Towong	2011	F	2393
Towong	2011	M	2415
Towong	2016	F	2431
Towong	2016	M	2548
Trafalgar (Vic.)	2006	F	2489
Trafalgar (Vic.)	2006	M	2424
Trafalgar (Vic.)	2011	F	2933
Trafalgar (Vic.)	2011	M	2820
Trafalgar (Vic.)	2016	F	3189
Trafalgar (Vic.)	2016	M	2984
Trafalgar (WA)	2006	F	0
Trafalgar (WA)	2006	M	0
Trafalgar (WA)	2011	F	0
Trafalgar (WA)	2011	M	0
Trafalgar (WA)	2016	F	0
Trafalgar (WA)	2016	M	0
Traralgon	2006	F	9513
Traralgon	2006	M	8676
Traralgon	2011	F	10696
Traralgon	2011	M	9683
Traralgon	2016	F	11356
Traralgon	2016	M	10207
Trevallyn	2006	F	1851
Trevallyn	2006	M	1746
Trevallyn	2011	F	1961
Trevallyn	2011	M	1811
Trevallyn	2016	F	1898
Trevallyn	2016	M	1780
Triabunna - Bicheno	2006	F	1728
Triabunna - Bicheno	2006	M	1785
Triabunna - Bicheno	2011	F	1766
Triabunna - Bicheno	2011	M	1809
Triabunna - Bicheno	2016	F	1887
Triabunna - Bicheno	2016	M	1950
Trigg - North Beach - Watermans Bay	2006	F	2940
Trigg - North Beach - Watermans Bay	2006	M	2757
Trigg - North Beach - Watermans Bay	2011	F	2881
Trigg - North Beach - Watermans Bay	2011	M	2809
Trigg - North Beach - Watermans Bay	2016	F	3199
Trigg - North Beach - Watermans Bay	2016	M	2997
Trinity Beach - Smithfield	2006	F	3207
Trinity Beach - Smithfield	2006	M	3128
Trinity Beach - Smithfield	2011	F	4484
Trinity Beach - Smithfield	2011	M	4239
Trinity Beach - Smithfield	2016	F	5680
Trinity Beach - Smithfield	2016	M	5415
Truganina	2006	F	773
Truganina	2006	M	1523
Truganina	2011	F	3720
Truganina	2011	M	4564
Truganina	2016	F	7755
Truganina	2016	M	9059
Tuart Hill - Joondanna	2006	F	4830
Tuart Hill - Joondanna	2006	M	4160
Tuart Hill - Joondanna	2011	F	5175
Tuart Hill - Joondanna	2011	M	4683
Tuart Hill - Joondanna	2016	F	5492
Tuart Hill - Joondanna	2016	M	4802
Tuggerah - Kangy Angy	2006	F	1950
Tuggerah - Kangy Angy	2006	M	1797
Tuggerah - Kangy Angy	2011	F	2033
Tuggerah - Kangy Angy	2011	M	1909
Tuggerah - Kangy Angy	2016	F	2179
Tuggerah - Kangy Angy	2016	M	2001
Tuggeranong	2006	F	13
Tuggeranong	2006	M	19
Tuggeranong	2011	F	7
Tuggeranong	2011	M	13
Tuggeranong	2016	F	3
Tuggeranong	2016	M	12
Tuggeranong - West	2006	F	0
Tuggeranong - West	2006	M	0
Tuggeranong - West	2011	F	0
Tuggeranong - West	2011	M	0
Tuggeranong - West	2016	F	3
Tuggeranong - West	2016	M	0
Tullamarine	2006	F	2729
Tullamarine	2006	M	2619
Tullamarine	2011	F	2762
Tullamarine	2011	M	2636
Tullamarine	2016	F	2799
Tullamarine	2016	M	2711
Tully	2006	F	3733
Tully	2006	M	4192
Tully	2011	F	3855
Tully	2011	M	4377
Tully	2016	F	4190
Tully	2016	M	4645
Tumbarumba	2006	F	1341
Tumbarumba	2006	M	1597
Tumbarumba	2011	F	1268
Tumbarumba	2011	M	1484
Tumbarumba	2016	F	1331
Tumbarumba	2016	M	1543
Tumut	2006	F	2474
Tumut	2006	M	2327
Tumut	2011	F	2564
Tumut	2011	M	2436
Tumut	2016	F	2618
Tumut	2016	M	2452
Tumut Region	2006	F	1821
Tumut Region	2006	M	1925
Tumut Region	2011	F	1793
Tumut Region	2011	M	1919
Tumut Region	2016	F	1893
Tumut Region	2016	M	1962
Tuncurry	2006	F	2688
Tuncurry	2006	M	2376
Tuncurry	2011	F	2743
Tuncurry	2011	M	2424
Tuncurry	2016	F	2943
Tuncurry	2016	M	2631
Turner	2006	F	1329
Turner	2006	M	1444
Turner	2011	F	1594
Turner	2011	M	1738
Turner	2016	F	1829
Turner	2016	M	1903
Turners Beach - Forth	2006	F	1049
Turners Beach - Forth	2006	M	1042
Turners Beach - Forth	2011	F	1241
Turners Beach - Forth	2011	M	1220
Turners Beach - Forth	2016	F	1288
Turners Beach - Forth	2016	M	1294
Turramurra	2006	F	7405
Turramurra	2006	M	6420
Turramurra	2011	F	7724
Turramurra	2011	M	6680
Turramurra	2016	F	8296
Turramurra	2016	M	7208
Tweed Heads	2006	F	7669
Tweed Heads	2006	M	7086
Tweed Heads	2011	F	8135
Tweed Heads	2011	M	7374
Tweed Heads	2016	F	8795
Tweed Heads	2016	M	8004
Tweed Heads South	2006	F	3410
Tweed Heads South	2006	M	2894
Tweed Heads South	2011	F	3664
Tweed Heads South	2011	M	3129
Tweed Heads South	2016	F	3856
Tweed Heads South	2016	M	3240
Two Rocks	2006	F	696
Two Rocks	2006	M	714
Two Rocks	2011	F	846
Two Rocks	2011	M	841
Two Rocks	2016	F	1157
Two Rocks	2016	M	1198
Ulladulla	2006	F	5959
Ulladulla	2006	M	5451
Ulladulla	2011	F	6212
Ulladulla	2011	M	5590
Ulladulla	2016	F	6784
Ulladulla	2016	M	6154
Ulladulla Region	2006	F	1832
Ulladulla Region	2006	M	2025
Ulladulla Region	2011	F	1901
Ulladulla Region	2011	M	2012
Ulladulla Region	2016	F	2112
Ulladulla Region	2016	M	2227
Ulverstone	2006	F	2893
Ulverstone	2006	M	2522
Ulverstone	2011	F	2946
Ulverstone	2011	M	2593
Ulverstone	2016	F	3035
Ulverstone	2016	M	2661
Umina - Booker Bay - Patonga	2006	F	9441
Umina - Booker Bay - Patonga	2006	M	8309
Umina - Booker Bay - Patonga	2011	F	9882
Umina - Booker Bay - Patonga	2011	M	8658
Umina - Booker Bay - Patonga	2016	F	10426
Umina - Booker Bay - Patonga	2016	M	9306
Unanderra - Mount Kembla	2006	F	6392
Unanderra - Mount Kembla	2006	M	5867
Unanderra - Mount Kembla	2011	F	6269
Unanderra - Mount Kembla	2011	M	5866
Unanderra - Mount Kembla	2016	F	6496
Unanderra - Mount Kembla	2016	M	5982
Underwood	2006	F	1770
Underwood	2006	M	1730
Underwood	2011	F	2053
Underwood	2011	M	2063
Underwood	2016	F	2446
Underwood	2016	M	2415
Unley - Parkside	2006	F	8836
Unley - Parkside	2006	M	7349
Unley - Parkside	2011	F	8988
Unley - Parkside	2011	M	7506
Unley - Parkside	2016	F	9172
Unley - Parkside	2016	M	7850
Upper Caboolture	2006	F	888
Upper Caboolture	2006	M	920
Upper Caboolture	2011	F	1041
Upper Caboolture	2011	M	1046
Upper Caboolture	2016	F	1206
Upper Caboolture	2016	M	1231
Upper Coomera - Willow Vale	2006	F	5143
Upper Coomera - Willow Vale	2006	M	5054
Upper Coomera - Willow Vale	2011	F	8771
Upper Coomera - Willow Vale	2011	M	8278
Upper Coomera - Willow Vale	2016	F	11614
Upper Coomera - Willow Vale	2016	M	11067
Upper Kedron - Ferny Grove	2006	F	3169
Upper Kedron - Ferny Grove	2006	M	3031
Upper Kedron - Ferny Grove	2011	F	3480
Upper Kedron - Ferny Grove	2011	M	3340
Upper Kedron - Ferny Grove	2016	F	3859
Upper Kedron - Ferny Grove	2016	M	3645
Upper Mount Gravatt	2006	F	3670
Upper Mount Gravatt	2006	M	3145
Upper Mount Gravatt	2011	F	3905
Upper Mount Gravatt	2011	M	3633
Upper Mount Gravatt	2016	F	4218
Upper Mount Gravatt	2016	M	3826
Upper Yarra Valley	2006	F	99
Upper Yarra Valley	2006	M	127
Upper Yarra Valley	2011	F	87
Upper Yarra Valley	2011	M	101
Upper Yarra Valley	2016	F	75
Upper Yarra Valley	2016	M	87
Upwey - Tecoma	2006	F	3936
Upwey - Tecoma	2006	M	3784
Upwey - Tecoma	2011	F	3969
Upwey - Tecoma	2011	M	3890
Upwey - Tecoma	2016	F	3949
Upwey - Tecoma	2016	M	3834
Uraidla - Summertown	2006	F	1952
Uraidla - Summertown	2006	M	2111
Uraidla - Summertown	2011	F	2135
Uraidla - Summertown	2011	M	2230
Uraidla - Summertown	2016	F	2177
Uraidla - Summertown	2016	M	2248
Urangan - Wondunna	2006	F	3930
Urangan - Wondunna	2006	M	3812
Urangan - Wondunna	2011	F	4791
Urangan - Wondunna	2011	M	4456
Urangan - Wondunna	2016	F	5401
Urangan - Wondunna	2016	M	4992
Urunga	2006	F	1769
Urunga	2006	M	1682
Urunga	2011	F	1951
Urunga	2011	M	1837
Urunga	2016	F	2030
Urunga	2016	M	1985
Valentine - Eleebana	2006	F	4790
Valentine - Eleebana	2006	M	4565
Valentine - Eleebana	2011	F	5006
Valentine - Eleebana	2011	M	4730
Valentine - Eleebana	2016	F	5045
Valentine - Eleebana	2016	M	4706
Varsity Lakes	2006	F	4869
Varsity Lakes	2006	M	4377
Varsity Lakes	2011	F	6116
Varsity Lakes	2011	M	5401
Varsity Lakes	2016	F	6678
Varsity Lakes	2016	M	5577
Vermont	2006	F	4233
Vermont	2006	M	3759
Vermont	2011	F	4140
Vermont	2011	M	3831
Vermont	2016	F	4282
Vermont	2016	M	3985
Vermont South	2006	F	4900
Vermont South	2006	M	4710
Vermont South	2011	F	4958
Vermont South	2011	M	4648
Vermont South	2016	F	5245
Vermont South	2016	M	4677
Victor Harbor	2006	F	5461
Victor Harbor	2006	M	4833
Victor Harbor	2011	F	6222
Victor Harbor	2011	M	5442
Victor Harbor	2016	F	6692
Victor Harbor	2016	M	5830
Victoria Park - Lathlain - Burswood	2006	F	4801
Victoria Park - Lathlain - Burswood	2006	M	5037
Victoria Park - Lathlain - Burswood	2011	F	5693
Victoria Park - Lathlain - Burswood	2011	M	6300
Victoria Park - Lathlain - Burswood	2016	F	6111
Victoria Park - Lathlain - Burswood	2016	M	6517
Victoria Point	2006	F	5713
Victoria Point	2006	M	5118
Victoria Point	2011	F	6323
Victoria Point	2011	M	5559
Victoria Point	2016	F	6659
Victoria Point	2016	M	5768
Victoria River	2006	F	938
Victoria River	2006	M	937
Victoria River	2011	F	852
Victoria River	2011	M	815
Victoria River	2016	F	862
Victoria River	2016	M	888
Viewbank - Yallambie	2006	F	7561
Viewbank - Yallambie	2006	M	7031
Viewbank - Yallambie	2011	F	7666
Viewbank - Yallambie	2011	M	7201
Viewbank - Yallambie	2016	F	7592
Viewbank - Yallambie	2016	M	7194
Virginia	2006	F	908
Virginia	2006	M	1063
Virginia	2011	F	1081
Virginia	2011	M	1217
Virginia	2016	F	1269
Virginia	2016	M	1391
Virginia - Waterloo Corner	2006	F	1270
Virginia - Waterloo Corner	2006	M	1450
Virginia - Waterloo Corner	2011	F	1529
Virginia - Waterloo Corner	2011	M	1621
Virginia - Waterloo Corner	2016	F	1705
