SA2_NAME16	Year	Age	adults
Box Head - MacMasters Beach	2011	65-74	1257
Box Head - MacMasters Beach	2011	75-84	677
Box Head - MacMasters Beach	2011	85+	227
Box Head - MacMasters Beach	2016	15-19	674
Box Head - MacMasters Beach	2016	20-24	459
Box Head - MacMasters Beach	2016	25-34	797
Box Head - MacMasters Beach	2016	35-44	1210
Box Head - MacMasters Beach	2016	45-54	1477
Box Head - MacMasters Beach	2016	55-64	1649
Box Head - MacMasters Beach	2016	65-74	1596
Box Head - MacMasters Beach	2016	75-84	725
Box Head - MacMasters Beach	2016	85+	249
Calga - Kulnura	2006	15-19	236
Calga - Kulnura	2006	20-24	137
Calga - Kulnura	2006	25-34	355
Calga - Kulnura	2006	35-44	605
Calga - Kulnura	2006	45-54	688
Calga - Kulnura	2006	55-64	690
Calga - Kulnura	2006	65-74	317
Calga - Kulnura	2006	75-84	135
Calga - Kulnura	2006	85+	40
Calga - Kulnura	2011	15-19	253
Calga - Kulnura	2011	20-24	219
Calga - Kulnura	2011	25-34	387
Calga - Kulnura	2011	35-44	686
Calga - Kulnura	2011	45-54	698
Calga - Kulnura	2011	55-64	634
Calga - Kulnura	2011	65-74	446
Calga - Kulnura	2011	75-84	167
Calga - Kulnura	2011	85+	56
Calga - Kulnura	2016	15-19	305
Calga - Kulnura	2016	20-24	218
Calga - Kulnura	2016	25-34	436
Calga - Kulnura	2016	35-44	526
Calga - Kulnura	2016	45-54	830
Calga - Kulnura	2016	55-64	745
Calga - Kulnura	2016	65-74	589
Calga - Kulnura	2016	75-84	240
Calga - Kulnura	2016	85+	66
Erina - Green Point	2006	15-19	941
Erina - Green Point	2006	20-24	620
Erina - Green Point	2006	25-34	949
Erina - Green Point	2006	35-44	1590
Erina - Green Point	2006	45-54	1828
Erina - Green Point	2006	55-64	1481
Erina - Green Point	2006	65-74	1348
Erina - Green Point	2006	75-84	1404
Erina - Green Point	2006	85+	659
Erina - Green Point	2011	15-19	931
Erina - Green Point	2011	20-24	669
Erina - Green Point	2011	25-34	936
Erina - Green Point	2011	35-44	1534
Erina - Green Point	2011	45-54	1896
Erina - Green Point	2011	55-64	1729
Erina - Green Point	2011	65-74	1473
Erina - Green Point	2011	75-84	1360
Erina - Green Point	2011	85+	794
Erina - Green Point	2016	15-19	812
Erina - Green Point	2016	20-24	611
Erina - Green Point	2016	25-34	1118
Erina - Green Point	2016	35-44	1412
Erina - Green Point	2016	45-54	1791
Erina - Green Point	2016	55-64	1847
Erina - Green Point	2016	65-74	1767
Erina - Green Point	2016	75-84	1394
Erina - Green Point	2016	85+	922
Gosford - Springfield	2006	15-19	1062
Gosford - Springfield	2006	20-24	1283
Gosford - Springfield	2006	25-34	2422
Gosford - Springfield	2006	35-44	2257
Gosford - Springfield	2006	45-54	2326
Gosford - Springfield	2006	55-64	1712
Gosford - Springfield	2006	65-74	1273
Gosford - Springfield	2006	75-84	1166
Gosford - Springfield	2006	85+	354
Gosford - Springfield	2011	15-19	952
Gosford - Springfield	2011	20-24	1401
Gosford - Springfield	2011	25-34	2650
Gosford - Springfield	2011	35-44	2280
Gosford - Springfield	2011	45-54	2589
Gosford - Springfield	2011	55-64	2140
Gosford - Springfield	2011	65-74	1500
Gosford - Springfield	2011	75-84	1061
Gosford - Springfield	2011	85+	553
Gosford - Springfield	2016	15-19	943
Gosford - Springfield	2016	20-24	1187
Gosford - Springfield	2016	25-34	2862
Gosford - Springfield	2016	35-44	2440
Gosford - Springfield	2016	45-54	2482
Gosford - Springfield	2016	55-64	2370
Gosford - Springfield	2016	65-74	1749
Gosford - Springfield	2016	75-84	1065
Gosford - Springfield	2016	85+	597
Kariong	2006	15-19	595
Kariong	2006	20-24	299
Kariong	2006	25-34	816
Kariong	2006	35-44	1202
Kariong	2006	45-54	801
Kariong	2006	55-64	478
Kariong	2006	65-74	296
Kariong	2006	75-84	145
Kariong	2006	85+	32
Kariong	2011	15-19	656
Kariong	2011	20-24	354
Kariong	2011	25-34	760
Kariong	2011	35-44	1029
Kariong	2011	45-54	988
Kariong	2011	55-64	519
Kariong	2011	65-74	305
Kariong	2011	75-84	174
Kariong	2011	85+	36
Kariong	2016	15-19	570
Kariong	2016	20-24	470
Kariong	2016	25-34	725
Kariong	2016	35-44	942
Kariong	2016	45-54	968
Kariong	2016	55-64	704
Kariong	2016	65-74	335
Kariong	2016	75-84	195
Kariong	2016	85+	53
Kincumber - Picketts Valley	2006	15-19	602
Kincumber - Picketts Valley	2006	20-24	320
Kincumber - Picketts Valley	2006	25-34	540
Kincumber - Picketts Valley	2006	35-44	872
Kincumber - Picketts Valley	2006	45-54	970
Kincumber - Picketts Valley	2006	55-64	604
Kincumber - Picketts Valley	2006	65-74	582
Kincumber - Picketts Valley	2006	75-84	896
Kincumber - Picketts Valley	2006	85+	400
Kincumber - Picketts Valley	2011	15-19	490
Kincumber - Picketts Valley	2011	20-24	401
Kincumber - Picketts Valley	2011	25-34	594
Kincumber - Picketts Valley	2011	35-44	811
Kincumber - Picketts Valley	2011	45-54	984
Kincumber - Picketts Valley	2011	55-64	738
Kincumber - Picketts Valley	2011	65-74	606
Kincumber - Picketts Valley	2011	75-84	764
Kincumber - Picketts Valley	2011	85+	458
Kincumber - Picketts Valley	2016	15-19	406
Kincumber - Picketts Valley	2016	20-24	353
Kincumber - Picketts Valley	2016	25-34	658
Kincumber - Picketts Valley	2016	35-44	791
Kincumber - Picketts Valley	2016	45-54	863
Kincumber - Picketts Valley	2016	55-64	871
Kincumber - Picketts Valley	2016	65-74	872
Kincumber - Picketts Valley	2016	75-84	760
Kincumber - Picketts Valley	2016	85+	493
Narara	2006	15-19	622
Narara	2006	20-24	403
Narara	2006	25-34	828
Narara	2006	35-44	1035
Narara	2006	45-54	1096
Narara	2006	55-64	816
Narara	2006	65-74	363
Narara	2006	75-84	229
Narara	2006	85+	71
Narara	2011	15-19	567
Narara	2011	20-24	394
Narara	2011	25-34	728
Narara	2011	35-44	894
Narara	2011	45-54	1014
Narara	2011	55-64	837
Narara	2011	65-74	435
Narara	2011	75-84	210
Narara	2011	85+	74
Narara	2016	15-19	442
Narara	2016	20-24	423
Narara	2016	25-34	798
Narara	2016	35-44	879
Narara	2016	45-54	955
Narara	2016	55-64	910
Narara	2016	65-74	589
Narara	2016	75-84	228
Narara	2016	85+	93
Niagara Park - Lisarow	2006	15-19	589
Niagara Park - Lisarow	2006	20-24	387
Niagara Park - Lisarow	2006	25-34	834
Niagara Park - Lisarow	2006	35-44	1147
Niagara Park - Lisarow	2006	45-54	1054
Niagara Park - Lisarow	2006	55-64	646
Niagara Park - Lisarow	2006	65-74	292
Niagara Park - Lisarow	2006	75-84	170
Niagara Park - Lisarow	2006	85+	39
Niagara Park - Lisarow	2011	15-19	661
Niagara Park - Lisarow	2011	20-24	498
Niagara Park - Lisarow	2011	25-34	854
Niagara Park - Lisarow	2011	35-44	1176
Niagara Park - Lisarow	2011	45-54	1268
Niagara Park - Lisarow	2011	55-64	948
Niagara Park - Lisarow	2011	65-74	470
Niagara Park - Lisarow	2011	75-84	239
Niagara Park - Lisarow	2011	85+	63
Niagara Park - Lisarow	2016	15-19	585
Niagara Park - Lisarow	2016	20-24	467
Niagara Park - Lisarow	2016	25-34	854
Niagara Park - Lisarow	2016	35-44	1036
Niagara Park - Lisarow	2016	45-54	1223
Niagara Park - Lisarow	2016	55-64	1044
Niagara Park - Lisarow	2016	65-74	665
Niagara Park - Lisarow	2016	75-84	301
Niagara Park - Lisarow	2016	85+	180
Point Clare - Koolewong	2006	15-19	401
Point Clare - Koolewong	2006	20-24	283
Point Clare - Koolewong	2006	25-34	622
Point Clare - Koolewong	2006	35-44	884
Point Clare - Koolewong	2006	45-54	880
Point Clare - Koolewong	2006	55-64	779
Point Clare - Koolewong	2006	65-74	631
Point Clare - Koolewong	2006	75-84	484
Point Clare - Koolewong	2006	85+	176
Point Clare - Koolewong	2011	15-19	334
Point Clare - Koolewong	2011	20-24	325
Point Clare - Koolewong	2011	25-34	515
Point Clare - Koolewong	2011	35-44	865
Point Clare - Koolewong	2011	45-54	886
Point Clare - Koolewong	2011	55-64	752
Point Clare - Koolewong	2011	65-74	717
Point Clare - Koolewong	2011	75-84	477
Point Clare - Koolewong	2011	85+	238
Point Clare - Koolewong	2016	15-19	332
Point Clare - Koolewong	2016	20-24	269
Point Clare - Koolewong	2016	25-34	624
Point Clare - Koolewong	2016	35-44	806
Point Clare - Koolewong	2016	45-54	908
Point Clare - Koolewong	2016	55-64	809
Point Clare - Koolewong	2016	65-74	715
Point Clare - Koolewong	2016	75-84	457
Point Clare - Koolewong	2016	85+	163
Saratoga - Davistown	2006	15-19	470
Saratoga - Davistown	2006	20-24	301
Saratoga - Davistown	2006	25-34	597
Saratoga - Davistown	2006	35-44	850
Saratoga - Davistown	2006	45-54	923
Saratoga - Davistown	2006	55-64	767
Saratoga - Davistown	2006	65-74	605
Saratoga - Davistown	2006	75-84	546
Saratoga - Davistown	2006	85+	149
Saratoga - Davistown	2011	15-19	453
Saratoga - Davistown	2011	20-24	326
Saratoga - Davistown	2011	25-34	625
Saratoga - Davistown	2011	35-44	850
Saratoga - Davistown	2011	45-54	953
Saratoga - Davistown	2011	55-64	856
Saratoga - Davistown	2011	65-74	634
Saratoga - Davistown	2011	75-84	503
Saratoga - Davistown	2011	85+	172
Saratoga - Davistown	2016	15-19	408
Saratoga - Davistown	2016	20-24	349
Saratoga - Davistown	2016	25-34	705
Saratoga - Davistown	2016	35-44	855
Saratoga - Davistown	2016	45-54	921
Saratoga - Davistown	2016	55-64	897
Saratoga - Davistown	2016	65-74	808
Saratoga - Davistown	2016	75-84	478
Saratoga - Davistown	2016	85+	201
Terrigal - North Avoca	2006	15-19	862
Terrigal - North Avoca	2006	20-24	774
Terrigal - North Avoca	2006	25-34	1373
Terrigal - North Avoca	2006	35-44	1662
Terrigal - North Avoca	2006	45-54	1857
Terrigal - North Avoca	2006	55-64	1462
Terrigal - North Avoca	2006	65-74	981
Terrigal - North Avoca	2006	75-84	592
Terrigal - North Avoca	2006	85+	146
Terrigal - North Avoca	2011	15-19	875
Terrigal - North Avoca	2011	20-24	789
Terrigal - North Avoca	2011	25-34	1430
Terrigal - North Avoca	2011	35-44	1621
Terrigal - North Avoca	2011	45-54	1795
Terrigal - North Avoca	2011	55-64	1809
Terrigal - North Avoca	2011	65-74	1203
Terrigal - North Avoca	2011	75-84	653
Terrigal - North Avoca	2011	85+	179
Terrigal - North Avoca	2016	15-19	845
Terrigal - North Avoca	2016	20-24	768
Terrigal - North Avoca	2016	25-34	1528
Terrigal - North Avoca	2016	35-44	1653
Terrigal - North Avoca	2016	45-54	1840
Terrigal - North Avoca	2016	55-64	1890
Terrigal - North Avoca	2016	65-74	1531
Terrigal - North Avoca	2016	75-84	713
Terrigal - North Avoca	2016	85+	202
Umina - Booker Bay - Patonga	2006	15-19	1188
Umina - Booker Bay - Patonga	2006	20-24	1020
Umina - Booker Bay - Patonga	2006	25-34	2181
Umina - Booker Bay - Patonga	2006	35-44	2835
Umina - Booker Bay - Patonga	2006	45-54	2803
Umina - Booker Bay - Patonga	2006	55-64	2713
Umina - Booker Bay - Patonga	2006	65-74	2282
Umina - Booker Bay - Patonga	2006	75-84	2098
Umina - Booker Bay - Patonga	2006	85+	667
Umina - Booker Bay - Patonga	2011	15-19	1235
Umina - Booker Bay - Patonga	2011	20-24	1029
Umina - Booker Bay - Patonga	2011	25-34	2242
Umina - Booker Bay - Patonga	2011	35-44	2852
Umina - Booker Bay - Patonga	2011	45-54	2889
Umina - Booker Bay - Patonga	2011	55-64	2989
Umina - Booker Bay - Patonga	2011	65-74	2602
Umina - Booker Bay - Patonga	2011	75-84	1849
Umina - Booker Bay - Patonga	2011	85+	852
Umina - Booker Bay - Patonga	2016	15-19	1175
Umina - Booker Bay - Patonga	2016	20-24	1148
Umina - Booker Bay - Patonga	2016	25-34	2324
Umina - Booker Bay - Patonga	2016	35-44	2786
Umina - Booker Bay - Patonga	2016	45-54	3038
Umina - Booker Bay - Patonga	2016	55-64	3193
Umina - Booker Bay - Patonga	2016	65-74	3268
Umina - Booker Bay - Patonga	2016	75-84	1849
Umina - Booker Bay - Patonga	2016	85+	954
Wamberal - Forresters Beach	2006	15-19	737
Wamberal - Forresters Beach	2006	20-24	543
Wamberal - Forresters Beach	2006	25-34	914
Wamberal - Forresters Beach	2006	35-44	1341
Wamberal - Forresters Beach	2006	45-54	1514
Wamberal - Forresters Beach	2006	55-64	1054
Wamberal - Forresters Beach	2006	65-74	618
Wamberal - Forresters Beach	2006	75-84	488
Wamberal - Forresters Beach	2006	85+	118
Wamberal - Forresters Beach	2011	15-19	680
Wamberal - Forresters Beach	2011	20-24	501
Wamberal - Forresters Beach	2011	25-34	969
Wamberal - Forresters Beach	2011	35-44	1291
Wamberal - Forresters Beach	2011	45-54	1350
Wamberal - Forresters Beach	2011	55-64	1135
Wamberal - Forresters Beach	2011	65-74	634
Wamberal - Forresters Beach	2011	75-84	445
Wamberal - Forresters Beach	2011	85+	161
Wamberal - Forresters Beach	2016	15-19	630
Wamberal - Forresters Beach	2016	20-24	501
Wamberal - Forresters Beach	2016	25-34	970
Wamberal - Forresters Beach	2016	35-44	1292
Wamberal - Forresters Beach	2016	45-54	1376
Wamberal - Forresters Beach	2016	55-64	1232
Wamberal - Forresters Beach	2016	65-74	959
Wamberal - Forresters Beach	2016	75-84	490
Wamberal - Forresters Beach	2016	85+	193
Woy Woy - Blackwall	2006	15-19	727
Woy Woy - Blackwall	2006	20-24	580
Woy Woy - Blackwall	2006	25-34	1305
Woy Woy - Blackwall	2006	35-44	1655
Woy Woy - Blackwall	2006	45-54	1741
Woy Woy - Blackwall	2006	55-64	1712
Woy Woy - Blackwall	2006	65-74	1419
Woy Woy - Blackwall	2006	75-84	1348
Woy Woy - Blackwall	2006	85+	471
Woy Woy - Blackwall	2011	15-19	726
Woy Woy - Blackwall	2011	20-24	635
Woy Woy - Blackwall	2011	25-34	1230
Woy Woy - Blackwall	2011	35-44	1605
Woy Woy - Blackwall	2011	45-54	1814
Woy Woy - Blackwall	2011	55-64	1819
Woy Woy - Blackwall	2011	65-74	1569
Woy Woy - Blackwall	2011	75-84	1203
Woy Woy - Blackwall	2011	85+	572
Woy Woy - Blackwall	2016	15-19	709
Woy Woy - Blackwall	2016	20-24	696
Woy Woy - Blackwall	2016	25-34	1365
Woy Woy - Blackwall	2016	35-44	1634
Woy Woy - Blackwall	2016	45-54	1831
Woy Woy - Blackwall	2016	55-64	1940
Woy Woy - Blackwall	2016	65-74	1841
Woy Woy - Blackwall	2016	75-84	1152
Woy Woy - Blackwall	2016	85+	631
Wyoming	2006	15-19	779
Wyoming	2006	20-24	653
Wyoming	2006	25-34	1299
Wyoming	2006	35-44	1494
Wyoming	2006	45-54	1482
Wyoming	2006	55-64	1260
Wyoming	2006	65-74	772
Wyoming	2006	75-84	862
Wyoming	2006	85+	499
Wyoming	2011	15-19	759
Wyoming	2011	20-24	591
Wyoming	2011	25-34	1279
Wyoming	2011	35-44	1351
Wyoming	2011	45-54	1415
Wyoming	2011	55-64	1329
Wyoming	2011	65-74	906
Wyoming	2011	75-84	814
Wyoming	2011	85+	612
Wyoming	2016	15-19	702
Wyoming	2016	20-24	641
Wyoming	2016	25-34	1334
Wyoming	2016	35-44	1338
Wyoming	2016	45-54	1358
Wyoming	2016	55-64	1344
Wyoming	2016	65-74	1224
Wyoming	2016	75-84	800
Wyoming	2016	85+	599
Bateau Bay - Killarney Vale	2006	15-19	1515
Bateau Bay - Killarney Vale	2006	20-24	1165
Bateau Bay - Killarney Vale	2006	25-34	2204
Bateau Bay - Killarney Vale	2006	35-44	2606
Bateau Bay - Killarney Vale	2006	45-54	2846
Bateau Bay - Killarney Vale	2006	55-64	2283
Bateau Bay - Killarney Vale	2006	65-74	1826
Bateau Bay - Killarney Vale	2006	75-84	1851
Bateau Bay - Killarney Vale	2006	85+	760
Bateau Bay - Killarney Vale	2011	15-19	1434
Bateau Bay - Killarney Vale	2011	20-24	1201
Bateau Bay - Killarney Vale	2011	25-34	2378
Bateau Bay - Killarney Vale	2011	35-44	2555
Bateau Bay - Killarney Vale	2011	45-54	2794
Bateau Bay - Killarney Vale	2011	55-64	2560
Bateau Bay - Killarney Vale	2011	65-74	1921
Bateau Bay - Killarney Vale	2011	75-84	1570
Bateau Bay - Killarney Vale	2011	85+	924
Bateau Bay - Killarney Vale	2016	15-19	1309
Bateau Bay - Killarney Vale	2016	20-24	1187
Bateau Bay - Killarney Vale	2016	25-34	2515
Bateau Bay - Killarney Vale	2016	35-44	2655
Bateau Bay - Killarney Vale	2016	45-54	2674
Bateau Bay - Killarney Vale	2016	55-64	2782
Bateau Bay - Killarney Vale	2016	65-74	2299
Bateau Bay - Killarney Vale	2016	75-84	1486
Bateau Bay - Killarney Vale	2016	85+	951
Blue Haven - San Remo	2006	15-19	674
Blue Haven - San Remo	2006	20-24	580
Blue Haven - San Remo	2006	25-34	1466
Blue Haven - San Remo	2006	35-44	1510
Blue Haven - San Remo	2006	45-54	1060
Blue Haven - San Remo	2006	55-64	912
Blue Haven - San Remo	2006	65-74	679
Blue Haven - San Remo	2006	75-84	318
Blue Haven - San Remo	2006	85+	56
Blue Haven - San Remo	2011	15-19	891
Blue Haven - San Remo	2011	20-24	582
Blue Haven - San Remo	2011	25-34	1444
Blue Haven - San Remo	2011	35-44	1580
Blue Haven - San Remo	2011	45-54	1228
Blue Haven - San Remo	2011	55-64	1018
Blue Haven - San Remo	2011	65-74	769
Blue Haven - San Remo	2011	75-84	379
Blue Haven - San Remo	2011	85+	78
Blue Haven - San Remo	2016	15-19	887
Blue Haven - San Remo	2016	20-24	794
Blue Haven - San Remo	2016	25-34	1374
Blue Haven - San Remo	2016	35-44	1394
Blue Haven - San Remo	2016	45-54	1420
Blue Haven - San Remo	2016	55-64	1161
Blue Haven - San Remo	2016	65-74	868
Blue Haven - San Remo	2016	75-84	452
Blue Haven - San Remo	2016	85+	122
Budgewoi - Buff Point - Halekulani	2006	15-19	532
Budgewoi - Buff Point - Halekulani	2006	20-24	437
Budgewoi - Buff Point - Halekulani	2006	25-34	873
Budgewoi - Buff Point - Halekulani	2006	35-44	1106
Budgewoi - Buff Point - Halekulani	2006	45-54	1161
Budgewoi - Buff Point - Halekulani	2006	55-64	1039
Budgewoi - Buff Point - Halekulani	2006	65-74	1061
Budgewoi - Buff Point - Halekulani	2006	75-84	727
Budgewoi - Buff Point - Halekulani	2006	85+	137
Budgewoi - Buff Point - Halekulani	2011	15-19	563
Budgewoi - Buff Point - Halekulani	2011	20-24	471
Budgewoi - Buff Point - Halekulani	2011	25-34	895
Budgewoi - Buff Point - Halekulani	2011	35-44	1026
Budgewoi - Buff Point - Halekulani	2011	45-54	1178
Budgewoi - Buff Point - Halekulani	2011	55-64	1152
Budgewoi - Buff Point - Halekulani	2011	65-74	1141
Budgewoi - Buff Point - Halekulani	2011	75-84	728
Budgewoi - Buff Point - Halekulani	2011	85+	218
Budgewoi - Buff Point - Halekulani	2016	15-19	482
Budgewoi - Buff Point - Halekulani	2016	20-24	510
Budgewoi - Buff Point - Halekulani	2016	25-34	990
Budgewoi - Buff Point - Halekulani	2016	35-44	1002
Budgewoi - Buff Point - Halekulani	2016	45-54	1189
Budgewoi - Buff Point - Halekulani	2016	55-64	1323
Budgewoi - Buff Point - Halekulani	2016	65-74	1217
Budgewoi - Buff Point - Halekulani	2016	75-84	788
Budgewoi - Buff Point - Halekulani	2016	85+	275
Chittaway Bay - Tumbi Umbi	2006	15-19	1151
Chittaway Bay - Tumbi Umbi	2006	20-24	827
Chittaway Bay - Tumbi Umbi	2006	25-34	1577
Chittaway Bay - Tumbi Umbi	2006	35-44	2110
Chittaway Bay - Tumbi Umbi	2006	45-54	2113
Chittaway Bay - Tumbi Umbi	2006	55-64	1424
Chittaway Bay - Tumbi Umbi	2006	65-74	1019
Chittaway Bay - Tumbi Umbi	2006	75-84	886
Chittaway Bay - Tumbi Umbi	2006	85+	291
Chittaway Bay - Tumbi Umbi	2011	15-19	1198
Chittaway Bay - Tumbi Umbi	2011	20-24	911
Chittaway Bay - Tumbi Umbi	2011	25-34	1630
Chittaway Bay - Tumbi Umbi	2011	35-44	2002
Chittaway Bay - Tumbi Umbi	2011	45-54	2210
Chittaway Bay - Tumbi Umbi	2011	55-64	1728
Chittaway Bay - Tumbi Umbi	2011	65-74	1116
Chittaway Bay - Tumbi Umbi	2011	75-84	832
Chittaway Bay - Tumbi Umbi	2011	85+	374
Chittaway Bay - Tumbi Umbi	2016	15-19	1023
Chittaway Bay - Tumbi Umbi	2016	20-24	906
Chittaway Bay - Tumbi Umbi	2016	25-34	1736
Chittaway Bay - Tumbi Umbi	2016	35-44	1867
Chittaway Bay - Tumbi Umbi	2016	45-54	2119
Chittaway Bay - Tumbi Umbi	2016	55-64	1998
Chittaway Bay - Tumbi Umbi	2016	65-74	1405
Chittaway Bay - Tumbi Umbi	2016	75-84	834
Chittaway Bay - Tumbi Umbi	2016	85+	428
Gorokan - Kanwal - Charmhaven	2006	15-19	1325
Gorokan - Kanwal - Charmhaven	2006	20-24	1083
Gorokan - Kanwal - Charmhaven	2006	25-34	2077
Gorokan - Kanwal - Charmhaven	2006	35-44	2492
Gorokan - Kanwal - Charmhaven	2006	45-54	2618
Gorokan - Kanwal - Charmhaven	2006	55-64	2219
Gorokan - Kanwal - Charmhaven	2006	65-74	1901
Gorokan - Kanwal - Charmhaven	2006	75-84	1553
Gorokan - Kanwal - Charmhaven	2006	85+	497
Gorokan - Kanwal - Charmhaven	2011	15-19	1493
Gorokan - Kanwal - Charmhaven	2011	20-24	1193
Gorokan - Kanwal - Charmhaven	2011	25-34	2069
Gorokan - Kanwal - Charmhaven	2011	35-44	2472
Gorokan - Kanwal - Charmhaven	2011	45-54	2670
Gorokan - Kanwal - Charmhaven	2011	55-64	2487
Gorokan - Kanwal - Charmhaven	2011	65-74	2015
Gorokan - Kanwal - Charmhaven	2011	75-84	1604
Gorokan - Kanwal - Charmhaven	2011	85+	712
Gorokan - Kanwal - Charmhaven	2016	15-19	1357
Gorokan - Kanwal - Charmhaven	2016	20-24	1423
Gorokan - Kanwal - Charmhaven	2016	25-34	2427
Gorokan - Kanwal - Charmhaven	2016	35-44	2381
Gorokan - Kanwal - Charmhaven	2016	45-54	2788
Gorokan - Kanwal - Charmhaven	2016	55-64	2799
Gorokan - Kanwal - Charmhaven	2016	65-74	2428
Gorokan - Kanwal - Charmhaven	2016	75-84	1663
Gorokan - Kanwal - Charmhaven	2016	85+	875
Jilliby - Yarramalong	2006	15-19	182
Jilliby - Yarramalong	2006	20-24	129
Jilliby - Yarramalong	2006	25-34	237
Jilliby - Yarramalong	2006	35-44	435
Jilliby - Yarramalong	2006	45-54	444
Jilliby - Yarramalong	2006	55-64	385
Jilliby - Yarramalong	2006	65-74	165
Jilliby - Yarramalong	2006	75-84	73
Jilliby - Yarramalong	2006	85+	14
Jilliby - Yarramalong	2011	15-19	232
Jilliby - Yarramalong	2011	20-24	139
Jilliby - Yarramalong	2011	25-34	201
Jilliby - Yarramalong	2011	35-44	447
Jilliby - Yarramalong	2011	45-54	516
Jilliby - Yarramalong	2011	55-64	464
Jilliby - Yarramalong	2011	65-74	265
Jilliby - Yarramalong	2011	75-84	99
Jilliby - Yarramalong	2011	85+	23
Jilliby - Yarramalong	2016	15-19	271
Jilliby - Yarramalong	2016	20-24	172
Jilliby - Yarramalong	2016	25-34	280
Jilliby - Yarramalong	2016	35-44	438
Jilliby - Yarramalong	2016	45-54	593
Jilliby - Yarramalong	2016	55-64	512
Jilliby - Yarramalong	2016	65-74	294
Jilliby - Yarramalong	2016	75-84	117
Jilliby - Yarramalong	2016	85+	32
Lake Munmorah - Mannering Park	2006	15-19	616
Lake Munmorah - Mannering Park	2006	20-24	441
Lake Munmorah - Mannering Park	2006	25-34	859
Lake Munmorah - Mannering Park	2006	35-44	1283
Lake Munmorah - Mannering Park	2006	45-54	1178
Lake Munmorah - Mannering Park	2006	55-64	1108
Lake Munmorah - Mannering Park	2006	65-74	1325
Lake Munmorah - Mannering Park	2006	75-84	702
Lake Munmorah - Mannering Park	2006	85+	119
Lake Munmorah - Mannering Park	2011	15-19	643
Lake Munmorah - Mannering Park	2011	20-24	491
Lake Munmorah - Mannering Park	2011	25-34	874
Lake Munmorah - Mannering Park	2011	35-44	1134
Lake Munmorah - Mannering Park	2011	45-54	1270
Lake Munmorah - Mannering Park	2011	55-64	1218
Lake Munmorah - Mannering Park	2011	65-74	1533
Lake Munmorah - Mannering Park	2011	75-84	909
Lake Munmorah - Mannering Park	2011	85+	181
Lake Munmorah - Mannering Park	2016	15-19	587
Lake Munmorah - Mannering Park	2016	20-24	570
