SA2_NAME16	Year	Sex	persons
Broulee - Tomakin	2006	F	1264
Broulee - Tomakin	2006	M	1257
Broulee - Tomakin	2011	F	1437
Broulee - Tomakin	2011	M	1391
Broulee - Tomakin	2016	F	1682
Broulee - Tomakin	2016	M	1607
Deua - Wadbilliga	2006	F	0
Deua - Wadbilliga	2006	M	0
Deua - Wadbilliga	2011	F	27
Deua - Wadbilliga	2011	M	26
Deua - Wadbilliga	2016	F	10
Deua - Wadbilliga	2016	M	15
Eden	2006	F	1520
Eden	2006	M	1491
Eden	2011	F	1649
Eden	2011	M	1554
Eden	2016	F	1640
Eden	2016	M	1582
Eurobodalla Hinterland	2006	F	1260
Eurobodalla Hinterland	2006	M	1320
Eurobodalla Hinterland	2011	F	1546
Eurobodalla Hinterland	2011	M	1662
Eurobodalla Hinterland	2016	F	1625
Eurobodalla Hinterland	2016	M	1674
Merimbula - Tura Beach	2006	F	4694
Merimbula - Tura Beach	2006	M	4498
Merimbula - Tura Beach	2011	F	5072
Merimbula - Tura Beach	2011	M	4713
Merimbula - Tura Beach	2016	F	5541
Merimbula - Tura Beach	2016	M	5074
Moruya - Tuross Head	2006	F	4029
Moruya - Tuross Head	2006	M	3940
Moruya - Tuross Head	2011	F	3842
Moruya - Tuross Head	2011	M	3778
Moruya - Tuross Head	2016	F	4007
Moruya - Tuross Head	2016	M	3959
Narooma - Bermagui	2006	F	4542
Narooma - Bermagui	2006	M	4403
Narooma - Bermagui	2011	F	4328
Narooma - Bermagui	2011	M	4303
Narooma - Bermagui	2016	F	4561
Narooma - Bermagui	2016	M	4412
Goulburn	2006	F	10362
Goulburn	2006	M	10412
Goulburn	2011	F	10724
Goulburn	2011	M	10760
Goulburn	2016	F	11441
Goulburn	2016	M	11447
Goulburn Region	2006	F	5497
Goulburn Region	2006	M	5804
Goulburn Region	2011	F	5699
Goulburn Region	2011	M	5915
Goulburn Region	2016	F	6127
Goulburn Region	2016	M	6543
Yass	2006	F	2991
Yass	2006	M	2746
Yass	2011	F	3254
Yass	2011	M	3070
Yass	2016	F	3385
Yass	2016	M	3118
Yass Region	2006	F	4470
Yass Region	2006	M	4576
Yass Region	2011	F	5160
Yass Region	2011	M	5233
Yass Region	2016	F	5742
Yass Region	2016	M	5764
Young	2006	F	5251
Young	2006	M	4937
Young	2011	F	5327
Young	2011	M	4955
Young	2016	F	5493
Young	2016	M	5110
Young Region	2006	F	3595
Young Region	2006	M	3676
Young Region	2011	F	3667
Young Region	2011	M	3725
Young Region	2016	F	3634
Young Region	2016	M	3690
Avoca Beach - Copacabana	2006	F	3450
Avoca Beach - Copacabana	2006	M	3414
Avoca Beach - Copacabana	2011	F	3528
Avoca Beach - Copacabana	2011	M	3476
Avoca Beach - Copacabana	2016	F	3639
Avoca Beach - Copacabana	2016	M	3674
Box Head - MacMasters Beach	2006	F	5209
Box Head - MacMasters Beach	2006	M	5108
Box Head - MacMasters Beach	2011	F	5206
Box Head - MacMasters Beach	2011	M	5126
Box Head - MacMasters Beach	2016	F	5464
Box Head - MacMasters Beach	2016	M	5230
Calga - Kulnura	2006	F	1851
Calga - Kulnura	2006	M	2083
Calga - Kulnura	2011	F	2152
Calga - Kulnura	2011	M	2271
Calga - Kulnura	2016	F	2237
Calga - Kulnura	2016	M	2466
Erina - Green Point	2006	F	7114
Erina - Green Point	2006	M	6020
Erina - Green Point	2011	F	7290
Erina - Green Point	2011	M	6303
Erina - Green Point	2016	F	7453
Erina - Green Point	2016	M	6498
Gosford - Springfield	2006	F	8651
Gosford - Springfield	2006	M	8032
Gosford - Springfield	2011	F	9487
Gosford - Springfield	2011	M	8579
Gosford - Springfield	2016	F	9692
Gosford - Springfield	2016	M	9111
Kariong	2006	F	3270
Kariong	2006	M	3315
Kariong	2011	F	3252
Kariong	2011	M	3197
Kariong	2016	F	3143
Kariong	2016	M	3239
Kincumber - Picketts Valley	2006	F	3848
Kincumber - Picketts Valley	2006	M	3289
Kincumber - Picketts Valley	2011	F	3836
Kincumber - Picketts Valley	2011	M	3269
Kincumber - Picketts Valley	2016	F	3961
Kincumber - Picketts Valley	2016	M	3350
Narara	2006	F	3598
Narara	2006	M	3436
Narara	2011	F	3337
Narara	2011	M	3155
Narara	2016	F	3399
Narara	2016	M	3236
Niagara Park - Lisarow	2006	F	3516
Niagara Park - Lisarow	2006	M	3386
Niagara Park - Lisarow	2011	F	4056
Niagara Park - Lisarow	2011	M	3993
Niagara Park - Lisarow	2016	F	4067
Niagara Park - Lisarow	2016	M	3955
Point Clare - Koolewong	2006	F	3168
Point Clare - Koolewong	2006	M	3055
Point Clare - Koolewong	2011	F	3232
Point Clare - Koolewong	2011	M	3080
Point Clare - Koolewong	2016	F	3189
Point Clare - Koolewong	2016	M	3017
Saratoga - Davistown	2006	F	3305
Saratoga - Davistown	2006	M	3144
Saratoga - Davistown	2011	F	3445
Saratoga - Davistown	2011	M	3188
Saratoga - Davistown	2016	F	3596
Saratoga - Davistown	2016	M	3385
Terrigal - North Avoca	2006	F	6152
Terrigal - North Avoca	2006	M	5872
Terrigal - North Avoca	2011	F	6385
Terrigal - North Avoca	2011	M	6182
Terrigal - North Avoca	2016	F	6803
Terrigal - North Avoca	2016	M	6541
Umina - Booker Bay - Patonga	2006	F	11324
Umina - Booker Bay - Patonga	2006	M	10381
Umina - Booker Bay - Patonga	2011	F	11815
Umina - Booker Bay - Patonga	2011	M	10721
Umina - Booker Bay - Patonga	2016	F	12304
Umina - Booker Bay - Patonga	2016	M	11290
Wamberal - Forresters Beach	2006	F	4684
Wamberal - Forresters Beach	2006	M	4582
Wamberal - Forresters Beach	2011	F	4608
Wamberal - Forresters Beach	2011	M	4484
Wamberal - Forresters Beach	2016	F	4936
Wamberal - Forresters Beach	2016	M	4821
Woy Woy - Blackwall	2006	F	6956
Woy Woy - Blackwall	2006	M	6264
Woy Woy - Blackwall	2011	F	6910
Woy Woy - Blackwall	2011	M	6344
Woy Woy - Blackwall	2016	F	7287
Woy Woy - Blackwall	2016	M	6635
Wyoming	2006	F	5993
Wyoming	2006	M	5450
Wyoming	2011	F	5889
Wyoming	2011	M	5303
Wyoming	2016	F	5992
Wyoming	2016	M	5445
Bateau Bay - Killarney Vale	2006	F	11319
Bateau Bay - Killarney Vale	2006	M	9823
Bateau Bay - Killarney Vale	2011	F	11368
Bateau Bay - Killarney Vale	2011	M	10013
Bateau Bay - Killarney Vale	2016	F	11600
Bateau Bay - Killarney Vale	2016	M	10409
Blue Haven - San Remo	2006	F	5190
Blue Haven - San Remo	2006	M	4974
Blue Haven - San Remo	2011	F	5508
Blue Haven - San Remo	2011	M	5274
Blue Haven - San Remo	2016	F	5700
Blue Haven - San Remo	2016	M	5348
Budgewoi - Buff Point - Halekulani	2006	F	4483
Budgewoi - Buff Point - Halekulani	2006	M	4280
Budgewoi - Buff Point - Halekulani	2011	F	4570
Budgewoi - Buff Point - Halekulani	2011	M	4398
Budgewoi - Buff Point - Halekulani	2016	F	4770
Budgewoi - Buff Point - Halekulani	2016	M	4640
Chittaway Bay - Tumbi Umbi	2006	F	7649
Chittaway Bay - Tumbi Umbi	2006	M	7067
Chittaway Bay - Tumbi Umbi	2011	F	7890
Chittaway Bay - Tumbi Umbi	2011	M	7357
Chittaway Bay - Tumbi Umbi	2016	F	7924
Chittaway Bay - Tumbi Umbi	2016	M	7432
Gorokan - Kanwal - Charmhaven	2006	F	10355
Gorokan - Kanwal - Charmhaven	2006	M	9437
Gorokan - Kanwal - Charmhaven	2011	F	10804
Gorokan - Kanwal - Charmhaven	2011	M	9878
Gorokan - Kanwal - Charmhaven	2016	F	11471
Gorokan - Kanwal - Charmhaven	2016	M	10642
Jilliby - Yarramalong	2006	F	1362
Jilliby - Yarramalong	2006	M	1336
Jilliby - Yarramalong	2011	F	1502
Jilliby - Yarramalong	2011	M	1501
Jilliby - Yarramalong	2016	F	1669
Jilliby - Yarramalong	2016	M	1687
Lake Munmorah - Mannering Park	2006	F	4936
Lake Munmorah - Mannering Park	2006	M	4681
Lake Munmorah - Mannering Park	2011	F	5208
Lake Munmorah - Mannering Park	2011	M	4859
Lake Munmorah - Mannering Park	2016	F	5522
Lake Munmorah - Mannering Park	2016	M	5208
Ourimbah - Fountaindale	2006	F	2262
Ourimbah - Fountaindale	2006	M	2224
Ourimbah - Fountaindale	2011	F	2423
Ourimbah - Fountaindale	2011	M	2367
Ourimbah - Fountaindale	2016	F	2450
Ourimbah - Fountaindale	2016	M	2409
Summerland Point - Gwandalan	2006	F	2528
Summerland Point - Gwandalan	2006	M	2582
Summerland Point - Gwandalan	2011	F	2690
Summerland Point - Gwandalan	2011	M	2713
Summerland Point - Gwandalan	2016	F	2870
Summerland Point - Gwandalan	2016	M	2896
The Entrance	2006	F	5963
The Entrance	2006	M	5640
The Entrance	2011	F	7254
The Entrance	2011	M	6734
The Entrance	2016	F	7754
The Entrance	2016	M	7194
Toukley - Norah Head	2006	F	4579
Toukley - Norah Head	2006	M	4349
Toukley - Norah Head	2011	F	4655
Toukley - Norah Head	2011	M	4349
Toukley - Norah Head	2016	F	5002
Toukley - Norah Head	2016	M	4767
Tuggerah - Kangy Angy	2006	F	2568
Tuggerah - Kangy Angy	2006	M	2425
Tuggerah - Kangy Angy	2011	F	2613
Tuggerah - Kangy Angy	2011	M	2523
Tuggerah - Kangy Angy	2016	F	2709
Tuggerah - Kangy Angy	2016	M	2595
Warnervale - Wadalba	2006	F	4947
Warnervale - Wadalba	2006	M	4638
Warnervale - Wadalba	2011	F	6424
Warnervale - Wadalba	2011	M	6070
Warnervale - Wadalba	2016	F	7865
Warnervale - Wadalba	2016	M	7355
Wyong	2006	F	3781
Wyong	2006	M	3640
Wyong	2011	F	4159
Wyong	2011	M	3996
Wyong	2016	F	4515
Wyong	2016	M	4304
Bathurst	2006	F	10948
Bathurst	2006	M	10881
Bathurst	2011	F	11524
Bathurst	2011	M	11459
Bathurst	2016	F	12014
Bathurst	2016	M	11815
Bathurst - East	2006	F	4214
Bathurst - East	2006	M	4194
Bathurst - East	2011	F	4753
Bathurst - East	2011	M	4744
Bathurst - East	2016	F	5636
Bathurst - East	2016	M	5547
Bathurst Region	2006	F	2860
Bathurst Region	2006	M	3107
Bathurst Region	2011	F	3177
Bathurst Region	2011	M	3430
Bathurst Region	2016	F	3257
Bathurst Region	2016	M	3655
Oberon	2006	F	2226
Oberon	2006	M	2449
Oberon	2011	F	2111
Oberon	2011	M	2350
Oberon	2016	F	2243
Oberon	2016	M	2427
Condobolin	2006	F	3524
Condobolin	2006	M	3565
Condobolin	2011	F	3429
Condobolin	2011	M	3465
Condobolin	2016	F	3289
Condobolin	2016	M	3339
Cowra	2006	F	4708
Cowra	2006	M	4546
Cowra	2011	F	4542
Cowra	2011	M	4385
Cowra	2016	F	4731
Cowra	2016	M	4411
Cowra Region	2006	F	2550
Cowra Region	2006	M	2692
Cowra Region	2011	F	2624
Cowra Region	2011	M	2729
Cowra Region	2016	F	2676
Cowra Region	2016	M	2774
Forbes	2006	F	5195
Forbes	2006	M	5086
Forbes	2011	F	4932
Forbes	2011	M	4868
Forbes	2016	F	5065
Forbes	2016	M	5102
Grenfell	2006	F	1812
Grenfell	2006	M	1826
Grenfell	2011	F	1800
Grenfell	2011	M	1848
Grenfell	2016	F	1824
Grenfell	2016	M	1826
Parkes (NSW)	2006	F	5425
Parkes (NSW)	2006	M	5239
Parkes (NSW)	2011	F	5631
Parkes (NSW)	2011	M	5312
Parkes (NSW)	2016	F	5676
Parkes (NSW)	2016	M	5298
Parkes Region	2006	F	1607
Parkes Region	2006	M	1685
Parkes Region	2011	F	1649
Parkes Region	2011	M	1742
Parkes Region	2016	F	1640
Parkes Region	2016	M	1752
West Wyalong	2006	F	3055
West Wyalong	2006	M	3042
West Wyalong	2011	F	2939
West Wyalong	2011	M	2903
West Wyalong	2016	F	2970
West Wyalong	2016	M	2953
Lithgow	2006	F	5989
Lithgow	2006	M	6128
Lithgow	2011	F	6019
Lithgow	2011	M	6226
Lithgow	2016	F	6345
Lithgow	2016	M	6475
Lithgow Region	2006	F	3751
Lithgow Region	2006	M	3893
Lithgow Region	2011	F	3847
Lithgow Region	2011	M	4054
Lithgow Region	2016	F	4047
Lithgow Region	2016	M	4215
Mudgee	2006	F	4928
Mudgee	2006	M	4649
Mudgee	2011	F	5323
Mudgee	2011	M	5159
Mudgee	2016	F	6003
Mudgee	2016	M	5722
Mudgee Region - East	2006	F	1682
Mudgee Region - East	2006	M	1725
Mudgee Region - East	2011	F	1659
Mudgee Region - East	2011	M	1688
Mudgee Region - East	2016	F	1678
Mudgee Region - East	2016	M	1769
Mudgee Region - West	2006	F	4749
Mudgee Region - West	2006	M	5038
Mudgee Region - West	2011	F	4783
Mudgee Region - West	2011	M	5170
Mudgee Region - West	2016	F	5010
Mudgee Region - West	2016	M	5348
Wollangambe - Wollemi	2006	F	0
Wollangambe - Wollemi	2006	M	0
Wollangambe - Wollemi	2011	F	0
Wollangambe - Wollemi	2011	M	0
Wollangambe - Wollemi	2016	F	0
Wollangambe - Wollemi	2016	M	0
Blayney	2006	F	3295
Blayney	2006	M	3300
Blayney	2011	F	3507
Blayney	2011	M	3499
Blayney	2016	F	3654
Blayney	2016	M	3620
Orange	2006	F	10034
Orange	2006	M	9351
Orange	2011	F	10099
Orange	2011	M	9530
Orange	2016	F	9923
Orange	2016	M	9085
Orange - North	2006	F	7277
Orange - North	2006	M	6865
Orange - North	2011	F	8628
Orange - North	2011	M	8214
Orange - North	2016	F	10039
Orange - North	2016	M	9692
Orange Region	2006	F	5249
Orange Region	2006	M	5336
Orange Region	2011	F	5447
Orange Region	2011	M	5550
Orange Region	2016	F	5737
Orange Region	2016	M	5869
Grafton	2006	F	9149
Grafton	2006	M	8594
Grafton	2011	F	9495
Grafton	2011	M	8864
Grafton	2016	F	9604
Grafton	2016	M	9073
Grafton Region	2006	F	7300
Grafton Region	2006	M	7638
Grafton Region	2011	F	7356
Grafton Region	2011	M	7681
Grafton Region	2016	F	7463
Grafton Region	2016	M	7848
Maclean - Yamba - Iluka	2006	F	7621
Maclean - Yamba - Iluka	2006	M	7367
Maclean - Yamba - Iluka	2011	F	8108
Maclean - Yamba - Iluka	2011	M	7730
Maclean - Yamba - Iluka	2016	F	8294
Maclean - Yamba - Iluka	2016	M	7989
Bellingen	2006	F	3092
Bellingen	2006	M	2858
Bellingen	2011	F	2966
Bellingen	2011	M	2733
Bellingen	2016	F	3038
Bellingen	2016	M	2764
Coffs Harbour - North	2006	F	8216
Coffs Harbour - North	2006	M	7604
Coffs Harbour - North	2011	F	8549
Coffs Harbour - North	2011	M	7793
Coffs Harbour - North	2016	F	9103
Coffs Harbour - North	2016	M	8359
Coffs Harbour - South	2006	F	4518
Coffs Harbour - South	2006	M	4138
Coffs Harbour - South	2011	F	5148
Coffs Harbour - South	2011	M	4669
Coffs Harbour - South	2016	F	5525
Coffs Harbour - South	2016	M	4773
Coramba - Nana Glen - Bucca	2006	F	1879
Coramba - Nana Glen - Bucca	2006	M	1946
Coramba - Nana Glen - Bucca	2011	F	1764
Coramba - Nana Glen - Bucca	2011	M	1822
Coramba - Nana Glen - Bucca	2016	F	1893
Coramba - Nana Glen - Bucca	2016	M	1925
Dorrigo	2006	F	1583
Dorrigo	2006	M	1664
Dorrigo	2011	F	1635
Dorrigo	2011	M	1657
Dorrigo	2016	F	1627
Dorrigo	2016	M	1620
Korora - Emerald Beach	2006	F	3687
Korora - Emerald Beach	2006	M	3564
Korora - Emerald Beach	2011	F	3879
Korora - Emerald Beach	2011	M	3817
Korora - Emerald Beach	2016	F	4477
Korora - Emerald Beach	2016	M	4265
Sawtell - Boambee	2006	F	9615
Sawtell - Boambee	2006	M	8997
Sawtell - Boambee	2011	F	9841
Sawtell - Boambee	2011	M	9101
Sawtell - Boambee	2016	F	10035
Sawtell - Boambee	2016	M	9435
Urunga	2006	F	2107
Urunga	2006	M	2053
Urunga	2011	F	2298
Urunga	2011	M	2239
Urunga	2016	F	2359
Urunga	2016	M	2308
Woolgoolga - Arrawarra	2006	F	5193
Woolgoolga - Arrawarra	2006	M	5069
Woolgoolga - Arrawarra	2011	F	5769
Woolgoolga - Arrawarra	2011	M	5675
Woolgoolga - Arrawarra	2016	F	6300
Woolgoolga - Arrawarra	2016	M	6222
Bourke - Brewarrina	2006	F	2246
Bourke - Brewarrina	2006	M	2369
Bourke - Brewarrina	2011	F	2104
Bourke - Brewarrina	2011	M	2179
Bourke - Brewarrina	2016	F	1978
Bourke - Brewarrina	2016	M	2019
Cobar	2006	F	2348
Cobar	2006	M	2570
Cobar	2011	F	2254
Cobar	2011	M	2463
Cobar	2016	F	2262
Cobar	2016	M	2398
Coonamble	2006	F	2186
Coonamble	2006	M	2191
Coonamble	2011	F	2121
Coonamble	2011	M	2139
Coonamble	2016	F	2074
Coonamble	2016	M	2035
Nyngan - Warren	2006	F	2632
Nyngan - Warren	2006	M	2800
Nyngan - Warren	2011	F	2588
Nyngan - Warren	2011	M	2626
Nyngan - Warren	2016	F	2489
Nyngan - Warren	2016	M	2479
Walgett - Lightning Ridge	2006	F	3255
Walgett - Lightning Ridge	2006	M	4043
Walgett - Lightning Ridge	2011	F	3161
Walgett - Lightning Ridge	2011	M	3662
Walgett - Lightning Ridge	2016	F	3036
Walgett - Lightning Ridge	2016	M	3378
Broken Hill	2006	F	9956
Broken Hill	2006	M	9402
Broken Hill	2011	F	9498
Broken Hill	2011	M	9016
Broken Hill	2016	F	9091
Broken Hill	2016	M	8615
Far West	2006	F	1207
Far West	2006	M	1460
Far West	2011	F	1249
Far West	2011	M	1432
Far West	2016	F	1162
Far West	2016	M	1348
Coonabarabran	2006	F	3997
Coonabarabran	2006	M	4125
Coonabarabran	2011	F	4073
Coonabarabran	2011	M	4099
Coonabarabran	2016	F	3986
Coonabarabran	2016	M	3964
Dubbo - East	2006	F	5461
Dubbo - East	2006	M	5115
Dubbo - East	2011	F	5670
Dubbo - East	2011	M	5182
Dubbo - East	2016	F	5376
Dubbo - East	2016	M	5003
Dubbo - South	2006	F	8048
Dubbo - South	2006	M	7295
Dubbo - South	2011	F	8334
Dubbo - South	2011	M	7389
Dubbo - South	2016	F	8929
Dubbo - South	2016	M	8014
Dubbo - West	2006	F	3717
Dubbo - West	2006	M	3458
Dubbo - West	2011	F	3751
Dubbo - West	2011	M	3671
Dubbo - West	2016	F	4511
Dubbo - West	2016	M	4262
Dubbo Region	2006	F	2404
Dubbo Region	2006	M	2567
Dubbo Region	2011	F	2496
Dubbo Region	2011	M	2672
Dubbo Region	2016	F	2718
Dubbo Region	2016	M	2910
Gilgandra	2006	F	2323
Gilgandra	2006	M	2197
Gilgandra	2011	F	2304
Gilgandra	2011	M	2154
Gilgandra	2016	F	2203
Gilgandra	2016	M	2168
Narromine	2006	F	3324
Narromine	2006	M	3293
Narromine	2011	F	3328
Narromine	2011	M	3345
Narromine	2016	F	3269
Narromine	2016	M	3270
Wellington	2006	F	4323
Wellington	2006	M	4168
Wellington	2011	F	4154
Wellington	2011	M	4470
Wellington	2016	F	4227
Wellington	2016	M	4606
Branxton - Greta - Pokolbin	2006	F	4136
Branxton - Greta - Pokolbin	2006	M	4254
Branxton - Greta - Pokolbin	2011	F	4580
Branxton - Greta - Pokolbin	2011	M	4690
Branxton - Greta - Pokolbin	2016	F	5033
Branxton - Greta - Pokolbin	2016	M	5092
Cessnock	2006	F	9453
Cessnock	2006	M	9068
Cessnock	2011	F	10225
Cessnock	2011	M	10035
Cessnock	2016	F	11057
Cessnock	2016	M	10941
Cessnock Region	2006	F	3180
Cessnock Region	2006	M	3185
Cessnock Region	2011	F	3521
Cessnock Region	2011	M	3515
Cessnock Region	2016	F	4007
Cessnock Region	2016	M	3920
Dungog	2006	F	4024
Dungog	2006	M	4036
Dungog	2011	F	4131
Dungog	2011	M	4189
Dungog	2016	F	4479
Dungog	2016	M	4497
Kurri Kurri - Abermain	2006	F	7707
Kurri Kurri - Abermain	2006	M	7504
Kurri Kurri - Abermain	2011	F	8207
Kurri Kurri - Abermain	2011	M	7987
Kurri Kurri - Abermain	2016	F	8876
Kurri Kurri - Abermain	2016	M	8764
Singleton	2006	F	7534
Singleton	2006	M	7660
Singleton	2011	F	7885
Singleton	2011	M	8255
Singleton	2016	F	7916
Singleton	2016	M	8177
Singleton Region	2006	F	2187
Singleton Region	2006	M	2558
Singleton Region	2011	F	2280
Singleton Region	2011	M	2479
Singleton Region	2016	F	2398
Singleton Region	2016	M	2525
Maitland	2006	F	2145
Maitland	2006	M	2188
Maitland	2011	F	2368
Maitland	2011	M	2405
Maitland	2016	F	3334
Maitland	2016	M	3272
Maitland - East	2006	F	12426
Maitland - East	2006	M	11599
Maitland - East	2011	F	13272
Maitland - East	2011	M	12536
Maitland - East	2016	F	14152
Maitland - East	2016	M	13265
Maitland - North	2006	F	2841
Maitland - North	2006	M	2797
Maitland - North	2011	F	3367
Maitland - North	2011	M	3248
Maitland - North	2016	F	3858
Maitland - North	2016	M	3752
Maitland - West	2006	F	8343
Maitland - West	2006	M	7886
Maitland - West	2011	F	9411
Maitland - West	2011	M	8879
Maitland - West	2016	F	11570
Maitland - West	2016	M	10958
Thornton - Millers Forest	2006	F	4070
Thornton - Millers Forest	2006	M	4066
Thornton - Millers Forest	2011	F	4339
Thornton - Millers Forest	2011	M	4389
Thornton - Millers Forest	2016	F	5032
Thornton - Millers Forest	2016	M	4968
Anna Bay	2006	F	2724
Anna Bay	2006	M	2790
Anna Bay	2011	F	2702
Anna Bay	2011	M	2725
Anna Bay	2016	F	2904
Anna Bay	2016	M	2824
Lemon Tree Passage - Tanilba Bay	2006	F	2929
Lemon Tree Passage - Tanilba Bay	2006	M	2903
Lemon Tree Passage - Tanilba Bay	2011	F	3184
Lemon Tree Passage - Tanilba Bay	2011	M	3132
Lemon Tree Passage - Tanilba Bay	2016	F	3334
Lemon Tree Passage - Tanilba Bay	2016	M	3352
Nelson Bay Peninsula	2006	F	9200
Nelson Bay Peninsula	2006	M	8486
Nelson Bay Peninsula	2011	F	10190
Nelson Bay Peninsula	2011	M	9456
Nelson Bay Peninsula	2016	F	10875
Nelson Bay Peninsula	2016	M	10141
Raymond Terrace	2006	F	6916
Raymond Terrace	2006	M	6493
Raymond Terrace	2011	F	6984
Raymond Terrace	2011	M	6754
Raymond Terrace	2016	F	7005
Raymond Terrace	2016	M	6823
Seaham - Woodville	2006	F	2379
Seaham - Woodville	2006	M	2373
Seaham - Woodville	2011	F	2683
Seaham - Woodville	2011	M	2618
Seaham - Woodville	2016	F	2708
Seaham - Woodville	2016	M	2701
Tea Gardens - Hawks Nest	2006	F	2002
Tea Gardens - Hawks Nest	2006	M	2038
Tea Gardens - Hawks Nest	2011	F	2249
Tea Gardens - Hawks Nest	2011	M	2249
Tea Gardens - Hawks Nest	2016	F	2539
Tea Gardens - Hawks Nest	2016	M	2500
Williamtown - Medowie - Karuah	2006	F	5642
Williamtown - Medowie - Karuah	2006	M	5850
Williamtown - Medowie - Karuah	2011	F	6247
Williamtown - Medowie - Karuah	2011	M	6328
Williamtown - Medowie - Karuah	2016	F	6725
Williamtown - Medowie - Karuah	2016	M	6945
Muswellbrook	2006	F	5524
Muswellbrook	2006	M	5561
Muswellbrook	2011	F	5667
Muswellbrook	2011	M	6124
Muswellbrook	2016	F	5889
Muswellbrook	2016	M	6183
Muswellbrook Region	2006	F	1902
Muswellbrook Region	2006	M	2250
Muswellbrook Region	2011	F	1958
Muswellbrook Region	2011	M	2038
Muswellbrook Region	2016	F	1948
Muswellbrook Region	2016	M	2061
Scone	2006	F	2691
Scone	2006	M	2654
Scone	2011	F	3021
Scone	2011	M	2856
Scone	2016	F	2977
Scone	2016	M	2854
Scone Region	2006	F	3749
Scone Region	2006	M	3882
Scone Region	2011	F	3865
Scone Region	2011	M	4004
Scone Region	2016	F	4166
Scone Region	2016	M	4119
Dapto - Avondale	2006	F	10990
Dapto - Avondale	2006	M	10519
Dapto - Avondale	2011	F	11553
Dapto - Avondale	2011	M	10947
Dapto - Avondale	2016	F	12062
Dapto - Avondale	2016	M	11402
Horsley - Kembla Grange	2006	F	3628
Horsley - Kembla Grange	2006	M	3592
Horsley - Kembla Grange	2011	F	3759
Horsley - Kembla Grange	2011	M	3657
Horsley - Kembla Grange	2016	F	4430
Horsley - Kembla Grange	2016	M	4230
Port Kembla Industrial	2006	F	0
Port Kembla Industrial	2006	M	0
Port Kembla Industrial	2011	F	5
Port Kembla Industrial	2011	M	25
Port Kembla Industrial	2016	F	0
Port Kembla Industrial	2016	M	7
Unanderra - Mount Kembla	2006	F	8117
Unanderra - Mount Kembla	2006	M	7743
Unanderra - Mount Kembla	2011	F	7826
Unanderra - Mount Kembla	2011	M	7498
Unanderra - Mount Kembla	2016	F	7906
Unanderra - Mount Kembla	2016	M	7475
Berkeley - Lake Heights - Cringila	2006	F	6387
