SA2_NAME16	Year	Sex	employmentToPopulation
Point Lonsdale - Queenscliff	2016	M	46.1
Torquay	2006	F	56.9
Torquay	2006	M	69.5
Torquay	2011	F	59.5
Torquay	2011	M	70
Torquay	2016	F	59.3
Torquay	2016	M	66.1
Alexandra	2006	F	47.8
Alexandra	2006	M	58.6
Alexandra	2011	F	49.1
Alexandra	2011	M	55.8
Alexandra	2016	F	45.7
Alexandra	2016	M	50.7
Euroa	2006	F	46.7
Euroa	2006	M	58.6
Euroa	2011	F	46.8
Euroa	2011	M	55.9
Euroa	2016	F	45.5
Euroa	2016	M	51.9
Kilmore - Broadford	2006	F	50
Kilmore - Broadford	2006	M	62.2
Kilmore - Broadford	2011	F	51
Kilmore - Broadford	2011	M	63.6
Kilmore - Broadford	2016	F	49.7
Kilmore - Broadford	2016	M	59.9
Mansfield (Vic.)	2006	F	54.6
Mansfield (Vic.)	2006	M	59.6
Mansfield (Vic.)	2011	F	54.5
Mansfield (Vic.)	2011	M	61.7
Mansfield (Vic.)	2016	F	52
Mansfield (Vic.)	2016	M	55.8
Nagambie	2006	F	45.4
Nagambie	2006	M	59.4
Nagambie	2011	F	46
Nagambie	2011	M	59
Nagambie	2016	F	48.3
Nagambie	2016	M	55.8
Seymour	2006	F	46.2
Seymour	2006	M	55.7
Seymour	2011	F	46.1
Seymour	2011	M	53.1
Seymour	2016	F	42.9
Seymour	2016	M	49.3
Seymour Region	2006	F	52.8
Seymour Region	2006	M	72.2
Seymour Region	2011	F	53.1
Seymour Region	2011	M	71.6
Seymour Region	2016	F	51.9
Seymour Region	2016	M	67.6
Upper Yarra Valley	2006	F	38.2
Upper Yarra Valley	2006	M	50.8
Upper Yarra Valley	2011	F	36.5
Upper Yarra Valley	2011	M	48
Upper Yarra Valley	2016	F	34.9
Upper Yarra Valley	2016	M	43.4
Yea	2006	F	47.8
Yea	2006	M	59.6
Yea	2011	F	48.3
Yea	2011	M	57
Yea	2016	F	45.3
Yea	2016	M	52.9
Benalla	2006	F	45.1
Benalla	2006	M	59.1
Benalla	2011	F	45
Benalla	2011	M	57.2
Benalla	2016	F	42.2
Benalla	2016	M	49.8
Benalla Region	2006	F	57
Benalla Region	2006	M	67.9
Benalla Region	2011	F	56.7
Benalla Region	2011	M	68.2
Benalla Region	2016	F	53.4
Benalla Region	2016	M	59.9
Rutherglen	2006	F	52
Rutherglen	2006	M	65.5
Rutherglen	2011	F	53.6
Rutherglen	2011	M	63.1
Rutherglen	2016	F	51.7
Rutherglen	2016	M	58.2
Wangaratta	2006	F	48.6
Wangaratta	2006	M	62.9
Wangaratta	2011	F	49
Wangaratta	2011	M	60.7
Wangaratta	2016	F	47.5
Wangaratta	2016	M	55.7
Wangaratta Region	2006	F	60.7
Wangaratta Region	2006	M	69.5
Wangaratta Region	2011	F	61
Wangaratta Region	2011	M	67.6
Wangaratta Region	2016	F	57.5
Wangaratta Region	2016	M	63.2
Beechworth	2006	F	52.1
Beechworth	2006	M	56.8
Beechworth	2011	F	52.2
Beechworth	2011	M	55.6
Beechworth	2016	F	53.4
Beechworth	2016	M	51
Bright - Mount Beauty	2006	F	51.7
Bright - Mount Beauty	2006	M	60.4
Bright - Mount Beauty	2011	F	52.7
Bright - Mount Beauty	2011	M	59.9
Bright - Mount Beauty	2016	F	51.3
Bright - Mount Beauty	2016	M	56.4
Chiltern - Indigo Valley	2006	F	58
Chiltern - Indigo Valley	2006	M	67.9
Chiltern - Indigo Valley	2011	F	59.5
Chiltern - Indigo Valley	2011	M	66
Chiltern - Indigo Valley	2016	F	57.4
Chiltern - Indigo Valley	2016	M	63.6
Myrtleford	2006	F	48
Myrtleford	2006	M	59.3
Myrtleford	2011	F	49.8
Myrtleford	2011	M	57.3
Myrtleford	2016	F	49.3
Myrtleford	2016	M	55.1
Towong	2006	F	49.5
Towong	2006	M	62.9
Towong	2011	F	51.4
Towong	2011	M	62.1
Towong	2016	F	49.6
Towong	2016	M	56.5
West Wodonga	2006	F	58.1
West Wodonga	2006	M	73.3
West Wodonga	2011	F	57.6
West Wodonga	2011	M	69
West Wodonga	2016	F	55.5
West Wodonga	2016	M	63.3
Wodonga	2006	F	52.7
Wodonga	2006	M	68
Wodonga	2011	F	52.8
Wodonga	2011	M	65.8
Wodonga	2016	F	52.4
Wodonga	2016	M	63.1
Yackandandah	2006	F	59.9
Yackandandah	2006	M	71.7
Yackandandah	2011	F	62
Yackandandah	2011	M	68.7
Yackandandah	2016	F	59.3
Yackandandah	2016	M	65.7
Drouin	2006	F	47.3
Drouin	2006	M	64.3
Drouin	2011	F	49.5
Drouin	2011	M	63.2
Drouin	2016	F	47.2
Drouin	2016	M	58.4
Mount Baw Baw Region	2006	F	53.4
Mount Baw Baw Region	2006	M	64.3
Mount Baw Baw Region	2011	F	54.7
Mount Baw Baw Region	2011	M	64.4
Mount Baw Baw Region	2016	F	51.1
Mount Baw Baw Region	2016	M	59.7
Trafalgar (Vic.)	2006	F	52.5
Trafalgar (Vic.)	2006	M	64.8
Trafalgar (Vic.)	2011	F	52.5
Trafalgar (Vic.)	2011	M	64.3
Trafalgar (Vic.)	2016	F	51.7
Trafalgar (Vic.)	2016	M	59.7
Warragul	2006	F	51.7
Warragul	2006	M	65.7
Warragul	2011	F	51.8
Warragul	2011	M	65.1
Warragul	2016	F	49.8
Warragul	2016	M	60.4
Alps - East	2006	F	0
Alps - East	2006	M	0
Alps - East	2011	F	0
Alps - East	2011	M	0
Alps - East	2016	F	0
Alps - East	2016	M	0
Bairnsdale	2006	F	45.4
Bairnsdale	2006	M	56.6
Bairnsdale	2011	F	46.5
Bairnsdale	2011	M	57.5
Bairnsdale	2016	F	43.8
Bairnsdale	2016	M	51.4
Bruthen - Omeo	2006	F	52.8
Bruthen - Omeo	2006	M	62.1
Bruthen - Omeo	2011	F	53.2
Bruthen - Omeo	2011	M	59.7
Bruthen - Omeo	2016	F	52.5
Bruthen - Omeo	2016	M	56.1
Lake King	2006	F	0
Lake King	2006	M	0
Lake King	2011	F	0
Lake King	2011	M	0
Lake King	2016	F	0
Lake King	2016	M	0
Lakes Entrance	2006	F	40.7
Lakes Entrance	2006	M	47.3
Lakes Entrance	2011	F	42
Lakes Entrance	2011	M	46.8
Lakes Entrance	2016	F	39.9
Lakes Entrance	2016	M	41.7
Orbost	2006	F	44.4
Orbost	2006	M	51.3
Orbost	2011	F	46.4
Orbost	2011	M	49.9
Orbost	2016	F	41.9
Orbost	2016	M	42.7
Paynesville	2006	F	37.1
Paynesville	2006	M	45.2
Paynesville	2011	F	38.8
Paynesville	2011	M	42.4
Paynesville	2016	F	36.6
Paynesville	2016	M	38.8
Foster	2006	F	46.4
Foster	2006	M	55.7
Foster	2011	F	49.3
Foster	2011	M	57.5
Foster	2016	F	44.8
Foster	2016	M	49.4
French Island	2006	F	51.5
French Island	2006	M	68.8
French Island	2011	F	46.7
French Island	2011	M	53.7
French Island	2016	F	52.4
French Island	2016	M	46.2
Korumburra	2006	F	49.5
Korumburra	2006	M	63.6
Korumburra	2011	F	51.1
Korumburra	2011	M	64.2
Korumburra	2016	F	49.4
Korumburra	2016	M	59.5
Leongatha	2006	F	51.5
Leongatha	2006	M	65.7
Leongatha	2011	F	52.2
Leongatha	2011	M	65.3
Leongatha	2016	F	48.5
Leongatha	2016	M	59.2
Phillip Island	2006	F	43.2
Phillip Island	2006	M	50.4
Phillip Island	2011	F	45.3
Phillip Island	2011	M	56.1
Phillip Island	2016	F	43.7
Phillip Island	2016	M	50.1
Wilsons Promontory	2006	F	0
Wilsons Promontory	2006	M	0
Wilsons Promontory	2011	F	100
Wilsons Promontory	2011	M	66.7
Wilsons Promontory	2016	F	100
Wilsons Promontory	2016	M	87.5
Wonthaggi - Inverloch	2006	F	40
Wonthaggi - Inverloch	2006	M	50.4
Wonthaggi - Inverloch	2011	F	43.1
Wonthaggi - Inverloch	2011	M	54.9
Wonthaggi - Inverloch	2016	F	41.7
Wonthaggi - Inverloch	2016	M	48.6
Churchill	2006	F	51
Churchill	2006	M	63.1
Churchill	2011	F	51.1
Churchill	2011	M	60.5
Churchill	2016	F	49.6
Churchill	2016	M	54.2
Moe - Newborough	2006	F	40
Moe - Newborough	2006	M	51
Moe - Newborough	2011	F	40.6
Moe - Newborough	2011	M	50.3
Moe - Newborough	2016	F	40.8
Moe - Newborough	2016	M	47.6
Morwell	2006	F	36.2
Morwell	2006	M	50.8
Morwell	2011	F	37.4
Morwell	2011	M	47.9
Morwell	2016	F	35.6
Morwell	2016	M	42.7
Traralgon	2006	F	49.5
Traralgon	2006	M	64.7
Traralgon	2011	F	52.7
Traralgon	2011	M	64.9
Traralgon	2016	F	51
Traralgon	2016	M	59.9
Yallourn North - Glengarry	2006	F	54.1
Yallourn North - Glengarry	2006	M	66.4
Yallourn North - Glengarry	2011	F	55.3
Yallourn North - Glengarry	2011	M	65
Yallourn North - Glengarry	2016	F	53.1
Yallourn North - Glengarry	2016	M	60.5
Alps - West	2006	F	0
Alps - West	2006	M	63.6
Alps - West	2011	F	116.7
Alps - West	2011	M	25
Alps - West	2016	F	100
Alps - West	2016	M	50
Longford - Loch Sport	2006	F	44.4
Longford - Loch Sport	2006	M	54.3
Longford - Loch Sport	2011	F	48.1
Longford - Loch Sport	2011	M	54
Longford - Loch Sport	2016	F	44.5
Longford - Loch Sport	2016	M	47.5
Maffra	2006	F	48.6
Maffra	2006	M	63.1
Maffra	2011	F	48.4
Maffra	2011	M	61.5
Maffra	2016	F	49.9
Maffra	2016	M	58.1
Rosedale	2006	F	55.8
Rosedale	2006	M	46.3
Rosedale	2011	F	55.6
Rosedale	2011	M	43.8
Rosedale	2016	F	54.6
Rosedale	2016	M	41.5
Sale	2006	F	47.4
Sale	2006	M	60.8
Sale	2011	F	49.1
Sale	2011	M	61.6
Sale	2016	F	47.6
Sale	2016	M	56.7
Yarram	2006	F	47.7
Yarram	2006	M	54.5
Yarram	2011	F	46.6
Yarram	2011	M	56
Yarram	2016	F	45.4
Yarram	2016	M	48.7
Brunswick	2006	F	59.3
Brunswick	2006	M	61.4
Brunswick	2011	F	63
Brunswick	2011	M	65.7
Brunswick	2016	F	64.9
Brunswick	2016	M	67.9
Brunswick East	2006	F	58.1
Brunswick East	2006	M	63.6
Brunswick East	2011	F	64.1
Brunswick East	2011	M	68.6
Brunswick East	2016	F	67
Brunswick East	2016	M	69.3
Brunswick West	2006	F	55.6
Brunswick West	2006	M	60.7
Brunswick West	2011	F	59.5
Brunswick West	2011	M	64
Brunswick West	2016	F	60.2
Brunswick West	2016	M	64.5
Coburg	2006	F	48.7
Coburg	2006	M	59.3
Coburg	2011	F	53.4
Coburg	2011	M	62
Coburg	2016	F	56.5
Coburg	2016	M	64.6
Pascoe Vale South	2006	F	51.6
Pascoe Vale South	2006	M	63.5
Pascoe Vale South	2011	F	55.8
Pascoe Vale South	2011	M	66.1
Pascoe Vale South	2016	F	57.4
Pascoe Vale South	2016	M	64.4
Alphington - Fairfield	2006	F	59.9
Alphington - Fairfield	2006	M	66.3
Alphington - Fairfield	2011	F	64.2
Alphington - Fairfield	2011	M	69.4
Alphington - Fairfield	2016	F	62.9
Alphington - Fairfield	2016	M	68.7
Northcote	2006	F	59.1
Northcote	2006	M	64.5
Northcote	2011	F	63.2
Northcote	2011	M	67.4
Northcote	2016	F	64.5
Northcote	2016	M	67.2
Thornbury	2006	F	53.7
Thornbury	2006	M	60.2
Thornbury	2011	F	58.7
Thornbury	2011	M	64.8
Thornbury	2016	F	61.4
Thornbury	2016	M	65.4
Ascot Vale	2006	F	54.1
Ascot Vale	2006	M	61.1
Ascot Vale	2011	F	60
Ascot Vale	2011	M	64.9
Ascot Vale	2016	F	60.4
Ascot Vale	2016	M	65.6
Essendon - Aberfeldie	2006	F	56.3
Essendon - Aberfeldie	2006	M	66.8
Essendon - Aberfeldie	2011	F	59.5
Essendon - Aberfeldie	2011	M	68.8
Essendon - Aberfeldie	2016	F	59.8
Essendon - Aberfeldie	2016	M	68
Flemington	2006	F	47.1
Flemington	2006	M	50.9
Flemington	2011	F	51.4
Flemington	2011	M	59.2
Flemington	2016	F	52.1
Flemington	2016	M	56.2
Moonee Ponds	2006	F	57.2
Moonee Ponds	2006	M	66.4
Moonee Ponds	2011	F	59.6
Moonee Ponds	2011	M	68.1
Moonee Ponds	2016	F	60.1
Moonee Ponds	2016	M	67.1
Carlton	2006	F	37.9
Carlton	2006	M	41
Carlton	2011	F	42.3
Carlton	2011	M	43.5
Carlton	2016	F	33.7
Carlton	2016	M	39.6
Docklands	2006	F	62.2
Docklands	2006	M	67
Docklands	2011	F	57.3
Docklands	2011	M	66.6
Docklands	2016	F	52.2
Docklands	2016	M	63.3
East Melbourne	2006	F	66.3
East Melbourne	2006	M	68.8
East Melbourne	2011	F	63.4
East Melbourne	2011	M	72.1
East Melbourne	2016	F	61.5
East Melbourne	2016	M	68.1
Flemington Racecourse	2006	F	0
Flemington Racecourse	2006	M	0
Flemington Racecourse	2011	F	86.8
Flemington Racecourse	2011	M	62.5
Flemington Racecourse	2016	F	50
Flemington Racecourse	2016	M	52.5
Kensington (Vic.)	2006	F	65.4
Kensington (Vic.)	2006	M	70
Kensington (Vic.)	2011	F	67.3
Kensington (Vic.)	2011	M	71.7
Kensington (Vic.)	2016	F	66.3
Kensington (Vic.)	2016	M	70
Melbourne	2006	F	42.5
Melbourne	2006	M	45.3
Melbourne	2011	F	47
Melbourne	2011	M	53.4
Melbourne	2016	F	40.4
Melbourne	2016	M	47.5
North Melbourne	2006	F	52.7
North Melbourne	2006	M	54.1
North Melbourne	2011	F	56.2
North Melbourne	2011	M	56.5
North Melbourne	2016	F	52.4
North Melbourne	2016	M	54.2
Parkville	2006	F	51.1
Parkville	2006	M	50.2
Parkville	2011	F	48.8
Parkville	2011	M	50.1
Parkville	2016	F	49.4
Parkville	2016	M	51.3
South Yarra - West	2006	F	57.1
South Yarra - West	2006	M	62.4
South Yarra - West	2011	F	57.9
South Yarra - West	2011	M	68.4
South Yarra - West	2016	F	56.1
South Yarra - West	2016	M	64.3
Southbank	2006	F	55.4
Southbank	2006	M	61.3
Southbank	2011	F	60.3
Southbank	2011	M	67.3
Southbank	2016	F	56.3
Southbank	2016	M	64.2
West Melbourne	2006	F	0
West Melbourne	2006	M	0
West Melbourne	2011	F	0
West Melbourne	2011	M	0
West Melbourne	2016	F	0
West Melbourne	2016	M	0
Albert Park	2006	F	58.9
Albert Park	2006	M	67.5
Albert Park	2011	F	61.3
Albert Park	2011	M	69.6
Albert Park	2016	F	57.2
Albert Park	2016	M	65
Elwood	2006	F	65.9
Elwood	2006	M	67.7
Elwood	2011	F	71.5
Elwood	2011	M	73.9
Elwood	2016	F	69.3
Elwood	2016	M	72.3
Port Melbourne	2006	F	58.5
Port Melbourne	2006	M	65
Port Melbourne	2011	F	62
Port Melbourne	2011	M	69.6
Port Melbourne	2016	F	60.4
Port Melbourne	2016	M	68
Port Melbourne Industrial	2006	F	0
Port Melbourne Industrial	2006	M	0
Port Melbourne Industrial	2011	F	0
Port Melbourne Industrial	2011	M	175
Port Melbourne Industrial	2016	F	100
Port Melbourne Industrial	2016	M	100
South Melbourne	2006	F	55
South Melbourne	2006	M	61.5
South Melbourne	2011	F	57.5
South Melbourne	2011	M	64.3
South Melbourne	2016	F	56.8
South Melbourne	2016	M	62.6
St Kilda	2006	F	60.9
St Kilda	2006	M	59.6
St Kilda	2011	F	68.3
St Kilda	2011	M	67
St Kilda	2016	F	63
St Kilda	2016	M	64
St Kilda East	2006	F	62.7
St Kilda East	2006	M	65
St Kilda East	2011	F	68.9
St Kilda East	2011	M	72.5
St Kilda East	2016	F	68.3
St Kilda East	2016	M	70.6
Armadale	2006	F	58.1
Armadale	2006	M	66.8
Armadale	2011	F	58.6
Armadale	2011	M	69.2
Armadale	2016	F	57.8
Armadale	2016	M	67.6
Prahran - Windsor	2006	F	60.7
Prahran - Windsor	2006	M	64.3
Prahran - Windsor	2011	F	63.8
Prahran - Windsor	2011	M	69
Prahran - Windsor	2016	F	64.9
Prahran - Windsor	2016	M	69.9
South Yarra - East	2006	F	59
South Yarra - East	2006	M	64.8
South Yarra - East	2011	F	62.3
South Yarra - East	2011	M	69.3
South Yarra - East	2016	F	61.4
South Yarra - East	2016	M	68.3
Toorak	2006	F	49.2
Toorak	2006	M	65.7
Toorak	2011	F	49.2
Toorak	2011	M	65.6
Toorak	2016	F	50
Toorak	2016	M	64.1
Abbotsford	2006	F	59.1
Abbotsford	2006	M	66.1
Abbotsford	2011	F	61.8
Abbotsford	2011	M	64.7
Abbotsford	2016	F	66.6
Abbotsford	2016	M	70.7
Carlton North - Princes Hill	2006	F	65.5
Carlton North - Princes Hill	2006	M	68
Carlton North - Princes Hill	2011	F	67.5
Carlton North - Princes Hill	2011	M	70.7
Carlton North - Princes Hill	2016	F	65.4
Carlton North - Princes Hill	2016	M	69.1
Collingwood	2006	F	51.8
Collingwood	2006	M	59.6
Collingwood	2011	F	55.3
Collingwood	2011	M	63.2
Collingwood	2016	F	60
Collingwood	2016	M	65.4
Fitzroy	2006	F	58.6
Fitzroy	2006	M	56.9
Fitzroy	2011	F	58.7
Fitzroy	2011	M	61.1
Fitzroy	2016	F	57.1
Fitzroy	2016	M	60.4
Fitzroy North	2006	F	61.9
Fitzroy North	2006	M	64.1
Fitzroy North	2011	F	63.7
Fitzroy North	2011	M	69.2
Fitzroy North	2016	F	63.8
Fitzroy North	2016	M	67.4
Richmond (Vic.)	2006	F	60.8
Richmond (Vic.)	2006	M	65.5
Richmond (Vic.)	2011	F	65.7
Richmond (Vic.)	2011	M	70.5
Richmond (Vic.)	2016	F	65.8
Richmond (Vic.)	2016	M	71.1
Yarra - North	2006	F	64.7
Yarra - North	2006	M	64.7
Yarra - North	2011	F	68.5
Yarra - North	2011	M	69.3
Yarra - North	2016	F	65.9
Yarra - North	2016	M	66.9
Ashburton (Vic.)	2006	F	52
Ashburton (Vic.)	2006	M	65.9
Ashburton (Vic.)	2011	F	54.7
Ashburton (Vic.)	2011	M	66.3
Ashburton (Vic.)	2016	F	55.8
Ashburton (Vic.)	2016	M	64.9
Balwyn	2006	F	49.4
Balwyn	2006	M	63.4
Balwyn	2011	F	49.3
Balwyn	2011	M	62.5
Balwyn	2016	F	47.9
Balwyn	2016	M	59.3
Balwyn North	2006	F	51.4
Balwyn North	2006	M	62.9
Balwyn North	2011	F	52.1
Balwyn North	2011	M	63.2
Balwyn North	2016	F	51.4
Balwyn North	2016	M	61.3
Camberwell	2006	F	54.4
Camberwell	2006	M	68.8
Camberwell	2011	F	54.4
Camberwell	2011	M	68
Camberwell	2016	F	52.3
Camberwell	2016	M	64
Glen Iris - East	2006	F	59.2
Glen Iris - East	2006	M	71.5
Glen Iris - East	2011	F	59.8
Glen Iris - East	2011	M	70.2
Glen Iris - East	2016	F	59.5
Glen Iris - East	2016	M	68.1
Hawthorn	2006	F	60
Hawthorn	2006	M	66.8
Hawthorn	2011	F	61.1
Hawthorn	2011	M	67.1
Hawthorn	2016	F	61
Hawthorn	2016	M	65.5
Hawthorn East	2006	F	59.9
Hawthorn East	2006	M	69.8
Hawthorn East	2011	F	60.9
Hawthorn East	2011	M	69.6
Hawthorn East	2016	F	59.8
Hawthorn East	2016	M	67.4
Kew	2006	F	54.8
Kew	2006	M	65.5
Kew	2011	F	55.3
Kew	2011	M	65.1
Kew	2016	F	54.7
Kew	2016	M	63.9
Kew East	2006	F	56.7
Kew East	2006	M	65.8
Kew East	2011	F	58.6
Kew East	2011	M	68.5
Kew East	2016	F	57.3
Kew East	2016	M	64.7
Surrey Hills (West) - Canterbury	2006	F	55.7
Surrey Hills (West) - Canterbury	2006	M	70.5
Surrey Hills (West) - Canterbury	2011	F	56.4
Surrey Hills (West) - Canterbury	2011	M	68.4
Surrey Hills (West) - Canterbury	2016	F	53.1
Surrey Hills (West) - Canterbury	2016	M	63.8
Bulleen	2006	F	47.9
Bulleen	2006	M	59.7
Bulleen	2011	F	49.3
Bulleen	2011	M	59.7
Bulleen	2016	F	47.8
Bulleen	2016	M	57.8
Doncaster	2006	F	46.9
Doncaster	2006	M	58
Doncaster	2011	F	46.4
Doncaster	2011	M	57.8
Doncaster	2016	F	45.3
Doncaster	2016	M	55.6
Templestowe	2006	F	54.1
Templestowe	2006	M	67.5
Templestowe	2011	F	54.1
Templestowe	2011	M	65.2
Templestowe	2016	F	49.3
Templestowe	2016	M	59.7
Templestowe Lower	2006	F	49.6
Templestowe Lower	2006	M	61.7
Templestowe Lower	2011	F	48.1
Templestowe Lower	2011	M	60.6
Templestowe Lower	2016	F	46.6
Templestowe Lower	2016	M	58
Doncaster East (North)	2006	F	55.4
Doncaster East (North)	2006	M	68
Doncaster East (North)	2011	F	53.6
Doncaster East (North)	2011	M	64.9
Doncaster East (North)	2016	F	50.4
Doncaster East (North)	2016	M	60.6
Doncaster East (South)	2006	F	46.1
Doncaster East (South)	2006	M	60.1
Doncaster East (South)	2011	F	46.8
Doncaster East (South)	2011	M	58.4
Doncaster East (South)	2016	F	46.1
Doncaster East (South)	2016	M	57.1
Blackburn	2006	F	53.6
Blackburn	2006	M	65.7
Blackburn	2011	F	53.3
Blackburn	2011	M	64.2
Blackburn	2016	F	53.5
Blackburn	2016	M	62.8
Blackburn South	2006	F	48.5
Blackburn South	2006	M	62.9
Blackburn South	2011	F	49.9
Blackburn South	2011	M	62.1
Blackburn South	2016	F	49.2
Blackburn South	2016	M	58.5
Box Hill	2006	F	48.6
Box Hill	2006	M	59.7
Box Hill	2011	F	50
Box Hill	2011	M	58.5
Box Hill	2016	F	48.3
Box Hill	2016	M	55.8
Box Hill North	2006	F	52.9
Box Hill North	2006	M	63.2
Box Hill North	2011	F	53.8
Box Hill North	2011	M	63.2
Box Hill North	2016	F	52.5
Box Hill North	2016	M	61.5
Burwood	2006	F	44.3
Burwood	2006	M	56.7
Burwood	2011	F	41.9
Burwood	2011	M	51.9
Burwood	2016	F	41.6
Burwood	2016	M	49
Burwood East	2006	F	48.4
Burwood East	2006	M	61.1
Burwood East	2011	F	47.4
Burwood East	2011	M	56.2
Burwood East	2016	F	46.6
Burwood East	2016	M	55.2
Surrey Hills (East) - Mont Albert	2006	F	57
Surrey Hills (East) - Mont Albert	2006	M	69.5
Surrey Hills (East) - Mont Albert	2011	F	58.3
Surrey Hills (East) - Mont Albert	2011	M	68
Surrey Hills (East) - Mont Albert	2016	F	58.1
Surrey Hills (East) - Mont Albert	2016	M	66.5
Beaumaris	2006	F	54.3
Beaumaris	2006	M	66.4
Beaumaris	2011	F	55.7
Beaumaris	2011	M	68
Beaumaris	2016	F	54.2
Beaumaris	2016	M	63.7
Brighton (Vic.)	2006	F	49
Brighton (Vic.)	2006	M	66.7
Brighton (Vic.)	2011	F	49
Brighton (Vic.)	2011	M	65.3
Brighton (Vic.)	2016	F	49.2
Brighton (Vic.)	2016	M	63.5
Brighton East	2006	F	53.3
Brighton East	2006	M	67.7
Brighton East	2011	F	54.3
Brighton East	2011	M	66.2
Brighton East	2016	F	53
Brighton East	2016	M	63.9
Cheltenham - Highett (West)	2006	F	53.5
Cheltenham - Highett (West)	2006	M	66.5
Cheltenham - Highett (West)	2011	F	57.2
Cheltenham - Highett (West)	2011	M	67.1
Cheltenham - Highett (West)	2016	F	58.9
Cheltenham - Highett (West)	2016	M	66.9
Hampton	2006	F	52.4
Hampton	2006	M	66.2
Hampton	2011	F	54.2
Hampton	2011	M	65.9
Hampton	2016	F	55.7
Hampton	2016	M	64.4
Sandringham - Black Rock	2006	F	51.4
Sandringham - Black Rock	2006	M	67.1
Sandringham - Black Rock	2011	F	52.7
Sandringham - Black Rock	2011	M	64.9
Sandringham - Black Rock	2016	F	53.4
Sandringham - Black Rock	2016	M	63.8
Bentleigh - McKinnon	2006	F	53.1
Bentleigh - McKinnon	2006	M	66.3
Bentleigh - McKinnon	2011	F	56.3
Bentleigh - McKinnon	2011	M	66.7
Bentleigh - McKinnon	2016	F	55
Bentleigh - McKinnon	2016	M	64.3
Carnegie	2006	F	54.2
Carnegie	2006	M	63.4
Carnegie	2011	F	56.6
Carnegie	2011	M	66.6
Carnegie	2016	F	54.5
Carnegie	2016	M	63.7
Caulfield - North	2006	F	51.4
Caulfield - North	2006	M	62.2
Caulfield - North	2011	F	54.5
Caulfield - North	2011	M	66.4
Caulfield - North	2016	F	54
Caulfield - North	2016	M	65.1
Caulfield - South	2006	F	54.1
Caulfield - South	2006	M	63.6
Caulfield - South	2011	F	55.6
Caulfield - South	2011	M	65.3
Caulfield - South	2016	F	55.7
Caulfield - South	2016	M	63.7
Elsternwick	2006	F	56.1
Elsternwick	2006	M	66.5
Elsternwick	2011	F	58.8
Elsternwick	2011	M	68.2
Elsternwick	2016	F	60.9
Elsternwick	2016	M	68.2
Hughesdale	2006	F	52.4
Hughesdale	2006	M	66.7
Hughesdale	2011	F	55.2
Hughesdale	2011	M	64.4
Hughesdale	2016	F	56.5
Hughesdale	2016	M	65.6
Murrumbeena	2006	F	57.4
Murrumbeena	2006	M	68.2
Murrumbeena	2011	F	60.9
Murrumbeena	2011	M	70.9
Murrumbeena	2016	F	59.5
Murrumbeena	2016	M	67
Ormond - Glen Huntly	2006	F	56.9
Ormond - Glen Huntly	2006	M	65.5
Ormond - Glen Huntly	2011	F	58.5
Ormond - Glen Huntly	2011	M	68.5
Ormond - Glen Huntly	2016	F	58.1
Ormond - Glen Huntly	2016	M	67.5
Bentleigh East (North)	2006	F	53.8
Bentleigh East (North)	2006	M	65.1
Bentleigh East (North)	2011	F	58.1
Bentleigh East (North)	2011	M	66.4
Bentleigh East (North)	2016	F	57.8
Bentleigh East (North)	2016	M	65.3
Bentleigh East (South)	2006	F	51.6
Bentleigh East (South)	2006	M	62.2
Bentleigh East (South)	2011	F	53
Bentleigh East (South)	2011	M	65.2
Bentleigh East (South)	2016	F	55
Bentleigh East (South)	2016	M	64.5
Aspendale Gardens - Waterways	2006	F	63.7
Aspendale Gardens - Waterways	2006	M	74.9
Aspendale Gardens - Waterways	2011	F	62.2
Aspendale Gardens - Waterways	2011	M	72
Aspendale Gardens - Waterways	2016	F	61.5
Aspendale Gardens - Waterways	2016	M	68.7
Braeside	2006	F	0
Braeside	2006	M	37.5
Braeside	2011	F	0
Braeside	2011	M	66.7
Braeside	2016	F	0
Braeside	2016	M	79.2
Carrum - Patterson Lakes	2006	F	53
Carrum - Patterson Lakes	2006	M	67.2
Carrum - Patterson Lakes	2011	F	55.6
Carrum - Patterson Lakes	2011	M	67.6
Carrum - Patterson Lakes	2016	F	56.2
Carrum - Patterson Lakes	2016	M	65.2
Chelsea - Bonbeach	2006	F	47.3
Chelsea - Bonbeach	2006	M	61.1
Chelsea - Bonbeach	2011	F	52.1
Chelsea - Bonbeach	2011	M	63.7
Chelsea - Bonbeach	2016	F	53.8
Chelsea - Bonbeach	2016	M	63.5
Chelsea Heights	2006	F	58.8
Chelsea Heights	2006	M	73.7
Chelsea Heights	2011	F	59.8
Chelsea Heights	2011	M	70.5
Chelsea Heights	2016	F	56.8
Chelsea Heights	2016	M	65.4
Cheltenham - Highett (East)	2006	F	50.6
Cheltenham - Highett (East)	2006	M	63.1
Cheltenham - Highett (East)	2011	F	52.2
Cheltenham - Highett (East)	2011	M	64.9
Cheltenham - Highett (East)	2016	F	54.4
Cheltenham - Highett (East)	2016	M	64.5
Edithvale - Aspendale	2006	F	54.8
Edithvale - Aspendale	2006	M	66.3
Edithvale - Aspendale	2011	F	57.7
Edithvale - Aspendale	2011	M	67.9
Edithvale - Aspendale	2016	F	59.1
Edithvale - Aspendale	2016	M	66.8
Mentone	2006	F	53.8
Mentone	2006	M	65.5
Mentone	2011	F	56.9
Mentone	2011	M	64.9
Mentone	2016	F	57.1
