SA2_NAME16	Year	Sex	employmentToPopulation
Broulee - Tomakin	2011	M	47.4
Broulee - Tomakin	2016	F	43.3
Broulee - Tomakin	2016	M	45.6
Deua - Wadbilliga	2006	F	0
Deua - Wadbilliga	2006	M	0
Deua - Wadbilliga	2011	F	70.8
Deua - Wadbilliga	2011	M	69.6
Deua - Wadbilliga	2016	F	0
Deua - Wadbilliga	2016	M	40
Eden	2006	F	43.2
Eden	2006	M	56.5
Eden	2011	F	43.7
Eden	2011	M	51.1
Eden	2016	F	39.2
Eden	2016	M	46.1
Eurobodalla Hinterland	2006	F	48.3
Eurobodalla Hinterland	2006	M	50.2
Eurobodalla Hinterland	2011	F	50.7
Eurobodalla Hinterland	2011	M	50.3
Eurobodalla Hinterland	2016	F	50.9
Eurobodalla Hinterland	2016	M	48.2
Merimbula - Tura Beach	2006	F	43.2
Merimbula - Tura Beach	2006	M	52.6
Merimbula - Tura Beach	2011	F	43.1
Merimbula - Tura Beach	2011	M	50.5
Merimbula - Tura Beach	2016	F	42.2
Merimbula - Tura Beach	2016	M	47.5
Moruya - Tuross Head	2006	F	40
Moruya - Tuross Head	2006	M	45.6
Moruya - Tuross Head	2011	F	41.3
Moruya - Tuross Head	2011	M	45.7
Moruya - Tuross Head	2016	F	40.9
Moruya - Tuross Head	2016	M	42.5
Narooma - Bermagui	2006	F	35.4
Narooma - Bermagui	2006	M	41.4
Narooma - Bermagui	2011	F	36.6
Narooma - Bermagui	2011	M	40.2
Narooma - Bermagui	2016	F	35.2
Narooma - Bermagui	2016	M	37.5
Goulburn	2006	F	48.8
Goulburn	2006	M	55.6
Goulburn	2011	F	50.5
Goulburn	2011	M	57.1
Goulburn	2016	F	49.2
Goulburn	2016	M	54.6
Goulburn Region	2006	F	50.4
Goulburn Region	2006	M	62.5
Goulburn Region	2011	F	52.6
Goulburn Region	2011	M	62.5
Goulburn Region	2016	F	51
Goulburn Region	2016	M	58.1
Yass	2006	F	52.7
Yass	2006	M	67.1
Yass	2011	F	55.1
Yass	2011	M	66.3
Yass	2016	F	53.5
Yass	2016	M	61.3
Yass Region	2006	F	63.8
Yass Region	2006	M	74.4
Yass Region	2011	F	65.4
Yass Region	2011	M	73.1
Yass Region	2016	F	63.8
Yass Region	2016	M	68.6
Young	2006	F	46.4
Young	2006	M	61
Young	2011	F	45.7
Young	2011	M	58.3
Young	2016	F	45.6
Young	2016	M	55.4
Young Region	2006	F	46.5
Young Region	2006	M	61
Young Region	2011	F	45.8
Young Region	2011	M	59.1
Young Region	2016	F	47
Young Region	2016	M	56
Avoca Beach - Copacabana	2006	F	58.9
Avoca Beach - Copacabana	2006	M	66
Avoca Beach - Copacabana	2011	F	59.6
Avoca Beach - Copacabana	2011	M	66.5
Avoca Beach - Copacabana	2016	F	60.7
Avoca Beach - Copacabana	2016	M	66
Box Head - MacMasters Beach	2006	F	47.9
Box Head - MacMasters Beach	2006	M	58.2
Box Head - MacMasters Beach	2011	F	49
Box Head - MacMasters Beach	2011	M	57.6
Box Head - MacMasters Beach	2016	F	50.5
Box Head - MacMasters Beach	2016	M	57.1
Calga - Kulnura	2006	F	53
Calga - Kulnura	2006	M	58.8
Calga - Kulnura	2011	F	57.1
Calga - Kulnura	2011	M	64.1
Calga - Kulnura	2016	F	54.5
Calga - Kulnura	2016	M	59.3
Erina - Green Point	2006	F	42.4
Erina - Green Point	2006	M	55.4
Erina - Green Point	2011	F	43.9
Erina - Green Point	2011	M	55.4
Erina - Green Point	2016	F	44.3
Erina - Green Point	2016	M	52.8
Gosford - Springfield	2006	F	47.7
Gosford - Springfield	2006	M	59.1
Gosford - Springfield	2011	F	49
Gosford - Springfield	2011	M	60.3
Gosford - Springfield	2016	F	50.2
Gosford - Springfield	2016	M	58.7
Kariong	2006	F	57.4
Kariong	2006	M	68.7
Kariong	2011	F	60.2
Kariong	2011	M	70
Kariong	2016	F	60.2
Kariong	2016	M	66.7
Kincumber - Picketts Valley	2006	F	42.2
Kincumber - Picketts Valley	2006	M	52.7
Kincumber - Picketts Valley	2011	F	45
Kincumber - Picketts Valley	2011	M	56.3
Kincumber - Picketts Valley	2016	F	43.8
Kincumber - Picketts Valley	2016	M	54.3
Narara	2006	F	59.2
Narara	2006	M	68.5
Narara	2011	F	58.1
Narara	2011	M	66
Narara	2016	F	57.4
Narara	2016	M	66.8
Niagara Park - Lisarow	2006	F	60.3
Niagara Park - Lisarow	2006	M	71.5
Niagara Park - Lisarow	2011	F	58.6
Niagara Park - Lisarow	2011	M	68.6
Niagara Park - Lisarow	2016	F	56.9
Niagara Park - Lisarow	2016	M	66.2
Point Clare - Koolewong	2006	F	46.3
Point Clare - Koolewong	2006	M	59.8
Point Clare - Koolewong	2011	F	46.7
Point Clare - Koolewong	2011	M	57.4
Point Clare - Koolewong	2016	F	51.6
Point Clare - Koolewong	2016	M	59
Saratoga - Davistown	2006	F	47.1
Saratoga - Davistown	2006	M	57.4
Saratoga - Davistown	2011	F	50.6
Saratoga - Davistown	2011	M	61.2
Saratoga - Davistown	2016	F	53.3
Saratoga - Davistown	2016	M	60.5
Terrigal - North Avoca	2006	F	56
Terrigal - North Avoca	2006	M	64.9
Terrigal - North Avoca	2011	F	55.4
Terrigal - North Avoca	2011	M	62.7
Terrigal - North Avoca	2016	F	56.5
Terrigal - North Avoca	2016	M	63.4
Umina - Booker Bay - Patonga	2006	F	37.3
Umina - Booker Bay - Patonga	2006	M	47.8
Umina - Booker Bay - Patonga	2011	F	41.5
Umina - Booker Bay - Patonga	2011	M	51.1
Umina - Booker Bay - Patonga	2016	F	42.9
Umina - Booker Bay - Patonga	2016	M	50.6
Wamberal - Forresters Beach	2006	F	57
Wamberal - Forresters Beach	2006	M	64
Wamberal - Forresters Beach	2011	F	59
Wamberal - Forresters Beach	2011	M	67.2
Wamberal - Forresters Beach	2016	F	58.2
Wamberal - Forresters Beach	2016	M	64.2
Woy Woy - Blackwall	2006	F	37.1
Woy Woy - Blackwall	2006	M	49.1
Woy Woy - Blackwall	2011	F	40.3
Woy Woy - Blackwall	2011	M	48.9
Woy Woy - Blackwall	2016	F	41.4
Woy Woy - Blackwall	2016	M	48.8
Wyoming	2006	F	45.9
Wyoming	2006	M	60.6
Wyoming	2011	F	45.3
Wyoming	2011	M	57.3
Wyoming	2016	F	45.7
Wyoming	2016	M	55.1
Bateau Bay - Killarney Vale	2006	F	42.9
Bateau Bay - Killarney Vale	2006	M	55.6
Bateau Bay - Killarney Vale	2011	F	46.2
Bateau Bay - Killarney Vale	2011	M	57.5
Bateau Bay - Killarney Vale	2016	F	47.8
Bateau Bay - Killarney Vale	2016	M	57.5
Blue Haven - San Remo	2006	F	46.9
Blue Haven - San Remo	2006	M	60.7
Blue Haven - San Remo	2011	F	48.6
Blue Haven - San Remo	2011	M	58.2
Blue Haven - San Remo	2016	F	49.5
Blue Haven - San Remo	2016	M	58.7
Budgewoi - Buff Point - Halekulani	2006	F	37.6
Budgewoi - Buff Point - Halekulani	2006	M	48.8
Budgewoi - Buff Point - Halekulani	2011	F	41.2
Budgewoi - Buff Point - Halekulani	2011	M	50.3
Budgewoi - Buff Point - Halekulani	2016	F	42.1
Budgewoi - Buff Point - Halekulani	2016	M	50.2
Chittaway Bay - Tumbi Umbi	2006	F	52.2
Chittaway Bay - Tumbi Umbi	2006	M	64.5
Chittaway Bay - Tumbi Umbi	2011	F	53.4
Chittaway Bay - Tumbi Umbi	2011	M	64.3
Chittaway Bay - Tumbi Umbi	2016	F	54.4
Chittaway Bay - Tumbi Umbi	2016	M	63.8
Gorokan - Kanwal - Charmhaven	2006	F	39.5
Gorokan - Kanwal - Charmhaven	2006	M	52.9
Gorokan - Kanwal - Charmhaven	2011	F	41
Gorokan - Kanwal - Charmhaven	2011	M	52.2
Gorokan - Kanwal - Charmhaven	2016	F	41.5
Gorokan - Kanwal - Charmhaven	2016	M	50.4
Jilliby - Yarramalong	2006	F	56.9
Jilliby - Yarramalong	2006	M	67.9
Jilliby - Yarramalong	2011	F	56
Jilliby - Yarramalong	2011	M	66.2
Jilliby - Yarramalong	2016	F	57.4
Jilliby - Yarramalong	2016	M	63.3
Lake Munmorah - Mannering Park	2006	F	39.6
Lake Munmorah - Mannering Park	2006	M	48.9
Lake Munmorah - Mannering Park	2011	F	40.4
Lake Munmorah - Mannering Park	2011	M	49.1
Lake Munmorah - Mannering Park	2016	F	40.5
Lake Munmorah - Mannering Park	2016	M	47.3
Ourimbah - Fountaindale	2006	F	58.4
Ourimbah - Fountaindale	2006	M	69.8
Ourimbah - Fountaindale	2011	F	58.8
Ourimbah - Fountaindale	2011	M	69.2
Ourimbah - Fountaindale	2016	F	60.6
Ourimbah - Fountaindale	2016	M	66.4
Summerland Point - Gwandalan	2006	F	41.9
Summerland Point - Gwandalan	2006	M	51.4
Summerland Point - Gwandalan	2011	F	42.3
Summerland Point - Gwandalan	2011	M	52.8
Summerland Point - Gwandalan	2016	F	46.6
Summerland Point - Gwandalan	2016	M	52.6
The Entrance	2006	F	36.7
The Entrance	2006	M	45.2
The Entrance	2011	F	40.1
The Entrance	2011	M	48.5
The Entrance	2016	F	43.1
The Entrance	2016	M	50
Toukley - Norah Head	2006	F	35.7
Toukley - Norah Head	2006	M	44.8
Toukley - Norah Head	2011	F	37
Toukley - Norah Head	2011	M	45.1
Toukley - Norah Head	2016	F	38
Toukley - Norah Head	2016	M	45.9
Tuggerah - Kangy Angy	2006	F	51.3
Tuggerah - Kangy Angy	2006	M	63.6
Tuggerah - Kangy Angy	2011	F	53.1
Tuggerah - Kangy Angy	2011	M	62.4
Tuggerah - Kangy Angy	2016	F	54
Tuggerah - Kangy Angy	2016	M	61.6
Warnervale - Wadalba	2006	F	48.8
Warnervale - Wadalba	2006	M	63.6
Warnervale - Wadalba	2011	F	51.4
Warnervale - Wadalba	2011	M	63.4
Warnervale - Wadalba	2016	F	54
Warnervale - Wadalba	2016	M	63.8
Wyong	2006	F	41.5
Wyong	2006	M	54.2
Wyong	2011	F	41.3
Wyong	2011	M	53.5
Wyong	2016	F	42.7
Wyong	2016	M	50.8
Bathurst	2006	F	51.5
Bathurst	2006	M	57.9
Bathurst	2011	F	52.7
Bathurst	2011	M	58.9
Bathurst	2016	F	52
Bathurst	2016	M	55.1
Bathurst - East	2006	F	55.7
Bathurst - East	2006	M	65
Bathurst - East	2011	F	55.4
Bathurst - East	2011	M	65.3
Bathurst - East	2016	F	55.1
Bathurst - East	2016	M	60.8
Bathurst Region	2006	F	59.4
Bathurst Region	2006	M	61.3
Bathurst Region	2011	F	59.6
Bathurst Region	2011	M	61.6
Bathurst Region	2016	F	56.5
Bathurst Region	2016	M	53.6
Oberon	2006	F	49.8
Oberon	2006	M	65.9
Oberon	2011	F	50.3
Oberon	2011	M	61.8
Oberon	2016	F	46.6
Oberon	2016	M	53
Condobolin	2006	F	47.9
Condobolin	2006	M	60.9
Condobolin	2011	F	51.2
Condobolin	2011	M	60.6
Condobolin	2016	F	46.3
Condobolin	2016	M	56.3
Cowra	2006	F	42.3
Cowra	2006	M	56.3
Cowra	2011	F	40.7
Cowra	2011	M	51
Cowra	2016	F	41.1
Cowra	2016	M	49.1
Cowra Region	2006	F	48.3
Cowra Region	2006	M	59.6
Cowra Region	2011	F	47.2
Cowra Region	2011	M	58.3
Cowra Region	2016	F	47.2
Cowra Region	2016	M	54
Forbes	2006	F	45.5
Forbes	2006	M	59.2
Forbes	2011	F	48.5
Forbes	2011	M	58.2
Forbes	2016	F	47.2
Forbes	2016	M	55.6
Grenfell	2006	F	43.4
Grenfell	2006	M	56.4
Grenfell	2011	F	43.5
Grenfell	2011	M	52.9
Grenfell	2016	F	43.7
Grenfell	2016	M	51
Parkes (NSW)	2006	F	46.6
Parkes (NSW)	2006	M	60.4
Parkes (NSW)	2011	F	48.2
Parkes (NSW)	2011	M	59.6
Parkes (NSW)	2016	F	45.2
Parkes (NSW)	2016	M	55.9
Parkes Region	2006	F	46.4
Parkes Region	2006	M	58.6
Parkes Region	2011	F	46
Parkes Region	2011	M	59
Parkes Region	2016	F	45.4
Parkes Region	2016	M	52.7
West Wyalong	2006	F	50.6
West Wyalong	2006	M	67.2
West Wyalong	2011	F	50.6
West Wyalong	2011	M	66.8
West Wyalong	2016	F	48.1
West Wyalong	2016	M	59.5
Lithgow	2006	F	42.5
Lithgow	2006	M	50.5
Lithgow	2011	F	42.6
Lithgow	2011	M	49.4
Lithgow	2016	F	41
Lithgow	2016	M	43.7
Lithgow Region	2006	F	45.4
Lithgow Region	2006	M	57.8
Lithgow Region	2011	F	49.6
Lithgow Region	2011	M	58.6
Lithgow Region	2016	F	45.1
Lithgow Region	2016	M	50.8
Mudgee	2006	F	48
Mudgee	2006	M	61.9
Mudgee	2011	F	50
Mudgee	2011	M	62.6
Mudgee	2016	F	49.4
Mudgee	2016	M	61.5
Mudgee Region - East	2006	F	37.1
Mudgee Region - East	2006	M	51.4
Mudgee Region - East	2011	F	38.6
Mudgee Region - East	2011	M	49.2
Mudgee Region - East	2016	F	35.7
Mudgee Region - East	2016	M	38.9
Mudgee Region - West	2006	F	45.6
Mudgee Region - West	2006	M	56.1
Mudgee Region - West	2011	F	46
Mudgee Region - West	2011	M	56
Mudgee Region - West	2016	F	44.6
Mudgee Region - West	2016	M	52.1
Wollangambe - Wollemi	2006	F	0
Wollangambe - Wollemi	2006	M	0
Wollangambe - Wollemi	2011	F	0
Wollangambe - Wollemi	2011	M	0
Wollangambe - Wollemi	2016	F	0
Wollangambe - Wollemi	2016	M	0
Blayney	2006	F	49.5
Blayney	2006	M	62.9
Blayney	2011	F	51.2
Blayney	2011	M	64
Blayney	2016	F	52.4
Blayney	2016	M	59.8
Orange	2006	F	46.4
Orange	2006	M	58.2
Orange	2011	F	47.9
Orange	2011	M	59
Orange	2016	F	46.3
Orange	2016	M	52.6
Orange - North	2006	F	55.5
Orange - North	2006	M	67.3
Orange - North	2011	F	58.3
Orange - North	2011	M	69.3
Orange - North	2016	F	58.5
Orange - North	2016	M	66
Orange Region	2006	F	57.9
Orange Region	2006	M	69.8
Orange Region	2011	F	58.9
Orange Region	2011	M	69.9
Orange Region	2016	F	57.3
Orange Region	2016	M	65.1
Grafton	2006	F	39.5
Grafton	2006	M	50.5
Grafton	2011	F	41.6
Grafton	2011	M	50.3
Grafton	2016	F	40
Grafton	2016	M	45.9
Grafton Region	2006	F	43.9
Grafton Region	2006	M	51.1
Grafton Region	2011	F	44.3
Grafton Region	2011	M	49.1
Grafton Region	2016	F	42.4
Grafton Region	2016	M	45.2
Maclean - Yamba - Iluka	2006	F	35.6
Maclean - Yamba - Iluka	2006	M	42.9
Maclean - Yamba - Iluka	2011	F	37.2
Maclean - Yamba - Iluka	2011	M	41.6
Maclean - Yamba - Iluka	2016	F	36.2
Maclean - Yamba - Iluka	2016	M	39.4
Bellingen	2006	F	45.8
Bellingen	2006	M	51.9
Bellingen	2011	F	47.9
Bellingen	2011	M	53
Bellingen	2016	F	47.4
Bellingen	2016	M	51.8
Coffs Harbour - North	2006	F	45.6
Coffs Harbour - North	2006	M	52.4
Coffs Harbour - North	2011	F	45.4
Coffs Harbour - North	2011	M	52.7
Coffs Harbour - North	2016	F	45.6
Coffs Harbour - North	2016	M	50.7
Coffs Harbour - South	2006	F	40.2
Coffs Harbour - South	2006	M	49.4
Coffs Harbour - South	2011	F	43.6
Coffs Harbour - South	2011	M	51.5
Coffs Harbour - South	2016	F	43.3
Coffs Harbour - South	2016	M	48.9
Coramba - Nana Glen - Bucca	2006	F	54.5
Coramba - Nana Glen - Bucca	2006	M	60.8
Coramba - Nana Glen - Bucca	2011	F	59.4
Coramba - Nana Glen - Bucca	2011	M	59.4
Coramba - Nana Glen - Bucca	2016	F	55.8
Coramba - Nana Glen - Bucca	2016	M	57.2
Dorrigo	2006	F	42
Dorrigo	2006	M	51.1
Dorrigo	2011	F	43
Dorrigo	2011	M	48.8
Dorrigo	2016	F	39.8
Dorrigo	2016	M	47
Korora - Emerald Beach	2006	F	55
Korora - Emerald Beach	2006	M	60.4
Korora - Emerald Beach	2011	F	56.4
Korora - Emerald Beach	2011	M	61.1
Korora - Emerald Beach	2016	F	55.5
Korora - Emerald Beach	2016	M	60.5
Sawtell - Boambee	2006	F	46.9
Sawtell - Boambee	2006	M	55.6
Sawtell - Boambee	2011	F	48.8
Sawtell - Boambee	2011	M	54.7
Sawtell - Boambee	2016	F	48.6
Sawtell - Boambee	2016	M	52.6
Urunga	2006	F	37.3
Urunga	2006	M	41.4
Urunga	2011	F	43.1
Urunga	2011	M	46
Urunga	2016	F	42.7
Urunga	2016	M	45.7
Woolgoolga - Arrawarra	2006	F	41.8
Woolgoolga - Arrawarra	2006	M	48.3
Woolgoolga - Arrawarra	2011	F	44.4
Woolgoolga - Arrawarra	2011	M	49.9
Woolgoolga - Arrawarra	2016	F	45.3
Woolgoolga - Arrawarra	2016	M	49.6
Bourke - Brewarrina	2006	F	51.3
Bourke - Brewarrina	2006	M	55.6
Bourke - Brewarrina	2011	F	50.6
Bourke - Brewarrina	2011	M	55.2
Bourke - Brewarrina	2016	F	44.8
Bourke - Brewarrina	2016	M	47.4
Cobar	2006	F	50.1
Cobar	2006	M	67.6
Cobar	2011	F	52.6
Cobar	2011	M	68.2
Cobar	2016	F	49.7
Cobar	2016	M	61
Coonamble	2006	F	48.8
Coonamble	2006	M	62.3
Coonamble	2011	F	46.4
Coonamble	2011	M	57.8
Coonamble	2016	F	44.2
Coonamble	2016	M	49.2
Nyngan - Warren	2006	F	50.7
Nyngan - Warren	2006	M	65.4
Nyngan - Warren	2011	F	50.4
Nyngan - Warren	2011	M	62.5
Nyngan - Warren	2016	F	47.7
Nyngan - Warren	2016	M	57
Walgett - Lightning Ridge	2006	F	46.7
Walgett - Lightning Ridge	2006	M	46.8
Walgett - Lightning Ridge	2011	F	46
Walgett - Lightning Ridge	2011	M	45.6
Walgett - Lightning Ridge	2016	F	42.5
Walgett - Lightning Ridge	2016	M	42.2
Broken Hill	2006	F	39.7
Broken Hill	2006	M	49.2
Broken Hill	2011	F	42.5
Broken Hill	2011	M	50.1
Broken Hill	2016	F	44.5
Broken Hill	2016	M	49.2
Far West	2006	F	51.1
Far West	2006	M	59.8
Far West	2011	F	53.2
Far West	2011	M	60.8
Far West	2016	F	41.8
Far West	2016	M	48.9
Coonabarabran	2006	F	42.3
Coonabarabran	2006	M	53.3
Coonabarabran	2011	F	43.9
Coonabarabran	2011	M	51.1
Coonabarabran	2016	F	41.6
Coonabarabran	2016	M	45.9
Dubbo - East	2006	F	57.1
Dubbo - East	2006	M	67.6
Dubbo - East	2011	F	58
Dubbo - East	2011	M	67
Dubbo - East	2016	F	54.9
Dubbo - East	2016	M	62
Dubbo - South	2006	F	52
Dubbo - South	2006	M	64.1
Dubbo - South	2011	F	56.2
Dubbo - South	2011	M	65.5
Dubbo - South	2016	F	55.9
Dubbo - South	2016	M	64.1
Dubbo - West	2006	F	48.3
Dubbo - West	2006	M	58.3
Dubbo - West	2011	F	55.5
Dubbo - West	2011	M	62
Dubbo - West	2016	F	53
Dubbo - West	2016	M	60.5
Dubbo Region	2006	F	61.2
Dubbo Region	2006	M	69.1
Dubbo Region	2011	F	60.6
Dubbo Region	2011	M	68.1
Dubbo Region	2016	F	60.5
Dubbo Region	2016	M	65.4
Gilgandra	2006	F	48
Gilgandra	2006	M	61.3
Gilgandra	2011	F	47.3
Gilgandra	2011	M	58.8
Gilgandra	2016	F	47.4
Gilgandra	2016	M	57.1
Narromine	2006	F	49.5
Narromine	2006	M	64.5
Narromine	2011	F	49.5
Narromine	2011	M	63.8
Narromine	2016	F	47
Narromine	2016	M	55.7
Wellington	2006	F	42
Wellington	2006	M	53.4
Wellington	2011	F	42.7
Wellington	2011	M	45.5
Wellington	2016	F	39.7
Wellington	2016	M	40.1
Branxton - Greta - Pokolbin	2006	F	50.9
Branxton - Greta - Pokolbin	2006	M	68
Branxton - Greta - Pokolbin	2011	F	55.3
Branxton - Greta - Pokolbin	2011	M	70.5
Branxton - Greta - Pokolbin	2016	F	55.9
Branxton - Greta - Pokolbin	2016	M	66.2
Cessnock	2006	F	41.3
Cessnock	2006	M	51.1
Cessnock	2011	F	43.7
Cessnock	2011	M	52.7
Cessnock	2016	F	42.3
Cessnock	2016	M	46
Cessnock Region	2006	F	47.7
Cessnock Region	2006	M	60.4
Cessnock Region	2011	F	51.2
Cessnock Region	2011	M	60.1
Cessnock Region	2016	F	48.6
Cessnock Region	2016	M	55.4
Dungog	2006	F	48.2
Dungog	2006	M	60.6
Dungog	2011	F	50.2
Dungog	2011	M	59.8
Dungog	2016	F	49.1
Dungog	2016	M	57.3
Kurri Kurri - Abermain	2006	F	42.3
Kurri Kurri - Abermain	2006	M	56.6
Kurri Kurri - Abermain	2011	F	45.3
Kurri Kurri - Abermain	2011	M	58.4
Kurri Kurri - Abermain	2016	F	45.3
Kurri Kurri - Abermain	2016	M	52.9
Singleton	2006	F	49.5
Singleton	2006	M	72.1
Singleton	2011	F	53.5
Singleton	2011	M	74.7
Singleton	2016	F	51.5
Singleton	2016	M	68.1
Singleton Region	2006	F	55.7
Singleton Region	2006	M	73.2
Singleton Region	2011	F	56.9
Singleton Region	2011	M	70.7
Singleton Region	2016	F	51.3
Singleton Region	2016	M	60.7
Maitland	2006	F	44.5
Maitland	2006	M	56.4
Maitland	2011	F	47.2
Maitland	2011	M	59.7
Maitland	2016	F	52.7
Maitland	2016	M	60
Maitland - East	2006	F	48.9
Maitland - East	2006	M	64
Maitland - East	2011	F	50.7
Maitland - East	2011	M	65.7
Maitland - East	2016	F	50.5
Maitland - East	2016	M	59.9
Maitland - North	2006	F	54.3
Maitland - North	2006	M	67.7
Maitland - North	2011	F	57.3
Maitland - North	2011	M	71.4
Maitland - North	2016	F	59.4
Maitland - North	2016	M	66.9
Maitland - West	2006	F	48.3
Maitland - West	2006	M	63.7
Maitland - West	2011	F	51.9
Maitland - West	2011	M	66.4
Maitland - West	2016	F	51.7
Maitland - West	2016	M	62.3
Thornton - Millers Forest	2006	F	60.1
Thornton - Millers Forest	2006	M	74.1
Thornton - Millers Forest	2011	F	61.4
Thornton - Millers Forest	2011	M	74.2
Thornton - Millers Forest	2016	F	62
Thornton - Millers Forest	2016	M	70.8
Anna Bay	2006	F	50
Anna Bay	2006	M	58.1
Anna Bay	2011	F	49.8
Anna Bay	2011	M	56.3
Anna Bay	2016	F	47.3
Anna Bay	2016	M	52
Lemon Tree Passage - Tanilba Bay	2006	F	36.1
Lemon Tree Passage - Tanilba Bay	2006	M	47.6
Lemon Tree Passage - Tanilba Bay	2011	F	38.9
Lemon Tree Passage - Tanilba Bay	2011	M	52.1
Lemon Tree Passage - Tanilba Bay	2016	F	37.5
Lemon Tree Passage - Tanilba Bay	2016	M	45.2
Nelson Bay Peninsula	2006	F	39.3
Nelson Bay Peninsula	2006	M	48.1
Nelson Bay Peninsula	2011	F	40.5
Nelson Bay Peninsula	2011	M	48.3
Nelson Bay Peninsula	2016	F	40.9
Nelson Bay Peninsula	2016	M	46.4
Raymond Terrace	2006	F	43
Raymond Terrace	2006	M	57.7
Raymond Terrace	2011	F	45.1
Raymond Terrace	2011	M	58.1
Raymond Terrace	2016	F	43.4
Raymond Terrace	2016	M	52.8
Seaham - Woodville	2006	F	61.3
Seaham - Woodville	2006	M	73
Seaham - Woodville	2011	F	61.7
Seaham - Woodville	2011	M	71.3
Seaham - Woodville	2016	F	60.5
Seaham - Woodville	2016	M	67.9
Tea Gardens - Hawks Nest	2006	F	28.6
Tea Gardens - Hawks Nest	2006	M	36.9
Tea Gardens - Hawks Nest	2011	F	30
Tea Gardens - Hawks Nest	2011	M	37.8
Tea Gardens - Hawks Nest	2016	F	28.8
Tea Gardens - Hawks Nest	2016	M	33.2
Williamtown - Medowie - Karuah	2006	F	51.3
Williamtown - Medowie - Karuah	2006	M	66.2
Williamtown - Medowie - Karuah	2011	F	53.3
Williamtown - Medowie - Karuah	2011	M	65.4
Williamtown - Medowie - Karuah	2016	F	52.6
Williamtown - Medowie - Karuah	2016	M	59.6
Muswellbrook	2006	F	48.2
Muswellbrook	2006	M	68.1
Muswellbrook	2011	F	51.9
Muswellbrook	2011	M	65.9
Muswellbrook	2016	F	47.2
Muswellbrook	2016	M	57.1
Muswellbrook Region	2006	F	52.5
Muswellbrook Region	2006	M	63.3
Muswellbrook Region	2011	F	57.9
Muswellbrook Region	2011	M	72
Muswellbrook Region	2016	F	54.2
Muswellbrook Region	2016	M	64.2
Scone	2006	F	51.1
Scone	2006	M	68.8
Scone	2011	F	52.5
Scone	2011	M	67.8
