SA2_NAME16	Year	SameAddress1YearAgo	persons
Greenvale - Bulla	2006	1	10460
Greenvale - Bulla	2011		317
Greenvale - Bulla	2011	0	893
Greenvale - Bulla	2011	1	11704
Greenvale - Bulla	2016		1077
Greenvale - Bulla	2016	0	1877
Greenvale - Bulla	2016	1	13338
Meadow Heights	2006		1278
Meadow Heights	2006	0	1536
Meadow Heights	2006	1	11748
Meadow Heights	2011		813
Meadow Heights	2011	0	1356
Meadow Heights	2011	1	12674
Meadow Heights	2016		1347
Meadow Heights	2016	0	1560
Meadow Heights	2016	1	11935
Melbourne Airport	2006		7
Melbourne Airport	2006	0	17
Melbourne Airport	2006	1	107
Melbourne Airport	2011		51
Melbourne Airport	2011	0	7
Melbourne Airport	2011	1	82
Melbourne Airport	2016		86
Melbourne Airport	2016	0	8
Melbourne Airport	2016	1	87
Roxburgh Park - Somerton	2006		1516
Roxburgh Park - Somerton	2006	0	2161
Roxburgh Park - Somerton	2006	1	13238
Roxburgh Park - Somerton	2011		1152
Roxburgh Park - Somerton	2011	0	1903
Roxburgh Park - Somerton	2011	1	16182
Roxburgh Park - Somerton	2016		1633
Roxburgh Park - Somerton	2016	0	2463
Roxburgh Park - Somerton	2016	1	17721
Tullamarine	2006		454
Tullamarine	2006	0	772
Tullamarine	2006	1	5093
Tullamarine	2011		378
Tullamarine	2011	0	788
Tullamarine	2011	1	5100
Tullamarine	2016		674
Tullamarine	2016	0	823
Tullamarine	2016	1	4961
Craigieburn - Central	2006		445
Craigieburn - Central	2006	0	782
Craigieburn - Central	2006	1	6870
Craigieburn - Central	2011		456
Craigieburn - Central	2011	0	913
Craigieburn - Central	2011	1	6607
Craigieburn - Central	2016		725
Craigieburn - Central	2016	0	1032
Craigieburn - Central	2016	1	6633
Craigieburn - North	2006		235
Craigieburn - North	2006	0	1084
Craigieburn - North	2006	1	1920
Craigieburn - North	2011		614
Craigieburn - North	2011	0	1425
Craigieburn - North	2011	1	6718
Craigieburn - North	2016		926
Craigieburn - North	2016	0	1583
Craigieburn - North	2016	1	9015
Craigieburn - South	2006		459
Craigieburn - South	2006	0	1214
Craigieburn - South	2006	1	7778
Craigieburn - South	2011		501
Craigieburn - South	2011	0	1400
Craigieburn - South	2011	1	9894
Craigieburn - South	2016		1252
Craigieburn - South	2016	0	2852
Craigieburn - South	2016	1	12184
Craigieburn - West	2006		-1
Craigieburn - West	2006	0	66
Craigieburn - West	2006	1	10
Craigieburn - West	2011		221
Craigieburn - West	2011	0	1485
Craigieburn - West	2011	1	2583
Craigieburn - West	2016		1132
Craigieburn - West	2016	0	3274
Craigieburn - West	2016	1	9746
Mickleham - Yuroke	2006		55
Mickleham - Yuroke	2006	0	106
Mickleham - Yuroke	2006	1	1125
Mickleham - Yuroke	2011		51
Mickleham - Yuroke	2011	0	87
Mickleham - Yuroke	2011	1	1376
Mickleham - Yuroke	2016		294
Mickleham - Yuroke	2016	0	1078
Mickleham - Yuroke	2016	1	2013
Bayswater	2006		539
Bayswater	2006	0	1287
Bayswater	2006	1	8909
Bayswater	2011		552
Bayswater	2011	0	1310
Bayswater	2011	1	9378
Bayswater	2016		1107
Bayswater	2016	0	1619
Bayswater	2016	1	9352
Knoxfield - Scoresby	2006		457
Knoxfield - Scoresby	2006	0	1264
Knoxfield - Scoresby	2006	1	10690
Knoxfield - Scoresby	2011		399
Knoxfield - Scoresby	2011	0	1335
Knoxfield - Scoresby	2011	1	11297
Knoxfield - Scoresby	2016		1019
Knoxfield - Scoresby	2016	0	1923
Knoxfield - Scoresby	2016	1	12146
Lysterfield	2006		272
Lysterfield	2006	0	518
Lysterfield	2006	1	5227
Lysterfield	2011		183
Lysterfield	2011	0	445
Lysterfield	2011	1	5922
Lysterfield	2016		461
Lysterfield	2016	0	484
Lysterfield	2016	1	5635
Rowville - Central	2006		750
Rowville - Central	2006	0	1373
Rowville - Central	2006	1	13483
Rowville - Central	2011		465
Rowville - Central	2011	0	1395
Rowville - Central	2011	1	13377
Rowville - Central	2016		965
Rowville - Central	2016	0	1495
Rowville - Central	2016	1	12755
Rowville - North	2006		381
Rowville - North	2006	0	945
Rowville - North	2006	1	6637
Rowville - North	2011		268
Rowville - North	2011	0	620
Rowville - North	2011	1	7194
Rowville - North	2016		378
Rowville - North	2016	0	673
Rowville - North	2016	1	6954
Rowville - South	2006		384
Rowville - South	2006	0	868
Rowville - South	2006	1	9216
Rowville - South	2011		398
Rowville - South	2011	0	772
Rowville - South	2011	1	9657
Rowville - South	2016		632
Rowville - South	2016	0	848
Rowville - South	2016	1	9093
Wantirna	2006		535
Wantirna	2006	0	1357
Wantirna	2006	1	12082
Wantirna	2011		414
Wantirna	2011	0	1243
Wantirna	2011	1	12111
Wantirna	2016		874
Wantirna	2016	0	1551
Wantirna	2016	1	11501
Wantirna South	2006		672
Wantirna South	2006	0	1485
Wantirna South	2006	1	15790
Wantirna South	2011		542
Wantirna South	2011	0	1542
Wantirna South	2011	1	15393
Wantirna South	2016		936
Wantirna South	2016	0	2212
Wantirna South	2016	1	14657
Boronia	2006		1042
Boronia	2006	0	2487
Boronia	2006	1	16913
Boronia	2011		986
Boronia	2011	0	2519
Boronia	2011	1	17322
Boronia	2016		1992
Boronia	2016	0	2753
Boronia	2016	1	17351
Ferntree Gully (North)	2006		657
Ferntree Gully (North)	2006	0	1291
Ferntree Gully (North)	2006	1	10514
Ferntree Gully (North)	2011		571
Ferntree Gully (North)	2011	0	1521
Ferntree Gully (North)	2011	1	11278
Ferntree Gully (North)	2016		1111
Ferntree Gully (North)	2016	0	1348
Ferntree Gully (North)	2016	1	11431
Ferntree Gully (South) - Upper Ferntree Gully	2006		552
Ferntree Gully (South) - Upper Ferntree Gully	2006	0	1424
Ferntree Gully (South) - Upper Ferntree Gully	2006	1	12611
Ferntree Gully (South) - Upper Ferntree Gully	2011		522
Ferntree Gully (South) - Upper Ferntree Gully	2011	0	1191
Ferntree Gully (South) - Upper Ferntree Gully	2011	1	12994
Ferntree Gully (South) - Upper Ferntree Gully	2016		999
Ferntree Gully (South) - Upper Ferntree Gully	2016	0	1318
Ferntree Gully (South) - Upper Ferntree Gully	2016	1	12304
The Basin	2006		197
The Basin	2006	0	396
The Basin	2006	1	3516
The Basin	2011		200
The Basin	2011	0	353
The Basin	2011	1	3676
The Basin	2016		332
The Basin	2016	0	383
The Basin	2016	1	3556
Donvale - Park Orchards	2006		735
Donvale - Park Orchards	2006	0	1495
Donvale - Park Orchards	2006	1	12799
Donvale - Park Orchards	2011		571
Donvale - Park Orchards	2011	0	1312
Donvale - Park Orchards	2011	1	13616
Donvale - Park Orchards	2016		1018
Donvale - Park Orchards	2016	0	1488
Donvale - Park Orchards	2016	1	13436
Warrandyte - Wonga Park	2006		470
Warrandyte - Wonga Park	2006	0	781
Warrandyte - Wonga Park	2006	1	9128
Warrandyte - Wonga Park	2011		286
Warrandyte - Wonga Park	2011	0	817
Warrandyte - Wonga Park	2011	1	8903
Warrandyte - Wonga Park	2016		732
Warrandyte - Wonga Park	2016	0	789
Warrandyte - Wonga Park	2016	1	8528
Bayswater North	2006		541
Bayswater North	2006	0	1108
Bayswater North	2006	1	9305
Bayswater North	2011		431
Bayswater North	2011	0	1176
Bayswater North	2011	1	9869
Bayswater North	2016		1047
Bayswater North	2016	0	1149
Bayswater North	2016	1	9577
Croydon Hills - Warranwood	2006		818
Croydon Hills - Warranwood	2006	0	1601
Croydon Hills - Warranwood	2006	1	15440
Croydon Hills - Warranwood	2011		578
Croydon Hills - Warranwood	2011	0	1581
Croydon Hills - Warranwood	2011	1	15856
Croydon Hills - Warranwood	2016		1142
Croydon Hills - Warranwood	2016	0	1751
Croydon Hills - Warranwood	2016	1	15092
Ringwood	2006		882
Ringwood	2006	0	2157
Ringwood	2006	1	12146
Ringwood	2011		719
Ringwood	2011	0	2432
Ringwood	2011	1	12857
Ringwood	2016		1309
Ringwood	2016	0	2581
Ringwood	2016	1	13259
Ringwood East	2006		995
Ringwood East	2006	0	2188
Ringwood East	2006	1	14851
Ringwood East	2011		826
Ringwood East	2011	0	2151
Ringwood East	2011	1	16023
Ringwood East	2016		1452
Ringwood East	2016	0	2510
Ringwood East	2016	1	16298
Ringwood North	2006		389
Ringwood North	2006	0	861
Ringwood North	2006	1	8064
Ringwood North	2011		299
Ringwood North	2011	0	832
Ringwood North	2011	1	8185
Ringwood North	2016		621
Ringwood North	2016	0	874
Ringwood North	2016	1	8029
Croydon - East	2006		823
Croydon - East	2006	0	1857
Croydon - East	2006	1	9595
Croydon - East	2011		589
Croydon - East	2011	0	1949
Croydon - East	2011	1	11132
Croydon - East	2016		1459
Croydon - East	2016	0	2202
Croydon - East	2016	1	11521
Croydon - West	2006		657
Croydon - West	2006	0	1363
Croydon - West	2006	1	8908
Croydon - West	2011		522
Croydon - West	2011	0	1413
Croydon - West	2011	1	9464
Croydon - West	2016		978
Croydon - West	2016	0	1949
Croydon - West	2016	1	10424
Croydon South	2006		209
Croydon South	2006	0	419
Croydon South	2006	1	3612
Croydon South	2011		195
Croydon South	2011	0	502
Croydon South	2011	1	3832
Croydon South	2016		344
Croydon South	2016	0	502
Croydon South	2016	1	3869
Forest Hill	2006		500
Forest Hill	2006	0	975
Forest Hill	2006	1	7841
Forest Hill	2011		534
Forest Hill	2011	0	1062
Forest Hill	2011	1	8455
Forest Hill	2016		697
Forest Hill	2016	0	1377
Forest Hill	2016	1	8552
Mitcham (Vic.)	2006		852
Mitcham (Vic.)	2006	0	1900
Mitcham (Vic.)	2006	1	11472
Mitcham (Vic.)	2011		661
Mitcham (Vic.)	2011	0	1682
Mitcham (Vic.)	2011	1	12469
Mitcham (Vic.)	2016		1143
Mitcham (Vic.)	2016	0	2193
Mitcham (Vic.)	2016	1	12812
Nunawading	2006		655
Nunawading	2006	0	1191
Nunawading	2006	1	8811
Nunawading	2011		635
Nunawading	2011	0	1307
Nunawading	2011	1	9004
Nunawading	2016		994
Nunawading	2016	0	1614
Nunawading	2016	1	9268
Vermont	2006		498
Vermont	2006	0	1025
Vermont	2006	1	8291
Vermont	2011		311
Vermont	2011	0	973
Vermont	2011	1	8619
Vermont	2016		598
Vermont	2016	0	1199
Vermont	2016	1	8645
Vermont South	2006		326
Vermont South	2006	0	972
Vermont South	2006	1	10188
Vermont South	2011		381
Vermont South	2011	0	851
Vermont South	2011	1	10185
Vermont South	2016		578
Vermont South	2016	0	1255
Vermont South	2016	1	9845
Belgrave - Selby	2006		586
Belgrave - Selby	2006	0	934
Belgrave - Selby	2006	1	9177
Belgrave - Selby	2011		469
Belgrave - Selby	2011	0	863
Belgrave - Selby	2011	1	8730
Belgrave - Selby	2016		802
Belgrave - Selby	2016	0	843
Belgrave - Selby	2016	1	8374
Chirnside Park	2006		395
Chirnside Park	2006	0	908
Chirnside Park	2006	1	7792
Chirnside Park	2011		351
Chirnside Park	2011	0	847
Chirnside Park	2011	1	7925
Chirnside Park	2016		673
Chirnside Park	2016	0	1084
Chirnside Park	2016	1	8115
Healesville - Yarra Glen	2006		839
Healesville - Yarra Glen	2006	0	1393
Healesville - Yarra Glen	2006	1	10167
Healesville - Yarra Glen	2011		636
Healesville - Yarra Glen	2011	0	1548
Healesville - Yarra Glen	2011	1	10659
Healesville - Yarra Glen	2016		1132
Healesville - Yarra Glen	2016	0	1497
Healesville - Yarra Glen	2016	1	11081
Kilsyth	2006		418
Kilsyth	2006	0	927
Kilsyth	2006	1	7193
Kilsyth	2011		456
Kilsyth	2011	0	921
Kilsyth	2011	1	7154
Kilsyth	2016		802
Kilsyth	2016	0	1114
Kilsyth	2016	1	7262
Lilydale - Coldstream	2006		894
Lilydale - Coldstream	2006	0	1924
Lilydale - Coldstream	2006	1	14052
Lilydale - Coldstream	2011		680
Lilydale - Coldstream	2011	0	2015
Lilydale - Coldstream	2011	1	15293
Lilydale - Coldstream	2016		1324
Lilydale - Coldstream	2016	0	2022
Lilydale - Coldstream	2016	1	15375
Monbulk - Silvan	2006		314
Monbulk - Silvan	2006	0	519
Monbulk - Silvan	2006	1	5604
Monbulk - Silvan	2011		226
Monbulk - Silvan	2011	0	436
Monbulk - Silvan	2011	1	4880
Monbulk - Silvan	2016		449
Monbulk - Silvan	2016	0	482
Monbulk - Silvan	2016	1	4701
Montrose	2006		312
Montrose	2006	0	552
Montrose	2006	1	5604
Montrose	2011		290
Montrose	2011	0	531
Montrose	2011	1	5911
Montrose	2016		524
Montrose	2016	0	628
Montrose	2016	1	5651
Mooroolbark	2006		853
Mooroolbark	2006	0	2133
Mooroolbark	2006	1	16353
Mooroolbark	2011		798
Mooroolbark	2011	0	2355
Mooroolbark	2011	1	17538
Mooroolbark	2016		1683
Mooroolbark	2016	0	2527
Mooroolbark	2016	1	17846
Mount Dandenong - Olinda	2006		433
Mount Dandenong - Olinda	2006	0	949
Mount Dandenong - Olinda	2006	1	7845
Mount Dandenong - Olinda	2011		388
Mount Dandenong - Olinda	2011	0	882
Mount Dandenong - Olinda	2011	1	8387
Mount Dandenong - Olinda	2016		859
Mount Dandenong - Olinda	2016	0	930
Mount Dandenong - Olinda	2016	1	7918
Mount Evelyn	2006		735
Mount Evelyn	2006	0	890
Mount Evelyn	2006	1	7471
Mount Evelyn	2011		344
Mount Evelyn	2011	0	911
Mount Evelyn	2011	1	8121
Mount Evelyn	2016		730
Mount Evelyn	2016	0	829
Mount Evelyn	2016	1	8143
Upwey - Tecoma	2006		468
Upwey - Tecoma	2006	0	937
Upwey - Tecoma	2006	1	8346
Upwey - Tecoma	2011		516
Upwey - Tecoma	2011	0	858
Upwey - Tecoma	2011	1	8404
Upwey - Tecoma	2016		687
Upwey - Tecoma	2016	0	776
Upwey - Tecoma	2016	1	8147
Wandin - Seville	2006		454
Wandin - Seville	2006	0	555
Wandin - Seville	2006	1	5375
Wandin - Seville	2011		311
Wandin - Seville	2011	0	626
Wandin - Seville	2011	1	6471
Wandin - Seville	2016		566
Wandin - Seville	2016	0	634
Wandin - Seville	2016	1	6401
Yarra Valley	2006		871
Yarra Valley	2006	0	1810
Yarra Valley	2006	1	12611
Yarra Valley	2011		1041
Yarra Valley	2011	0	1673
Yarra Valley	2011	1	13271
Yarra Valley	2016		1314
Yarra Valley	2016	0	1615
Yarra Valley	2016	1	13232
Beaconsfield - Officer	2006		404
Beaconsfield - Officer	2006	0	904
Beaconsfield - Officer	2006	1	5606
Beaconsfield - Officer	2011		360
Beaconsfield - Officer	2011	0	1191
Beaconsfield - Officer	2011	1	6404
Beaconsfield - Officer	2016		964
Beaconsfield - Officer	2016	0	2594
Beaconsfield - Officer	2016	1	9464
Bunyip - Garfield	2006		465
Bunyip - Garfield	2006	0	750
Bunyip - Garfield	2006	1	6443
Bunyip - Garfield	2011		335
Bunyip - Garfield	2011	0	782
Bunyip - Garfield	2011	1	7086
Bunyip - Garfield	2016		720
Bunyip - Garfield	2016	0	862
Bunyip - Garfield	2016	1	7056
Emerald - Cockatoo	2006		1028
Emerald - Cockatoo	2006	0	1776
Emerald - Cockatoo	2006	1	14801
Emerald - Cockatoo	2011		888
Emerald - Cockatoo	2011	0	1741
Emerald - Cockatoo	2011	1	14881
Emerald - Cockatoo	2016		1545
Emerald - Cockatoo	2016	0	1703
Emerald - Cockatoo	2016	1	14752
Koo Wee Rup	2006		343
Koo Wee Rup	2006	0	670
Koo Wee Rup	2006	1	4745
Koo Wee Rup	2011		264
Koo Wee Rup	2011	0	882
Koo Wee Rup	2011	1	5384
Koo Wee Rup	2016		789
Koo Wee Rup	2016	0	923
Koo Wee Rup	2016	1	5769
Pakenham - North	2006		419
Pakenham - North	2006	0	1144
Pakenham - North	2006	1	5568
Pakenham - North	2011		665
Pakenham - North	2011	0	2894
Pakenham - North	2011	1	9231
Pakenham - North	2016		1827
Pakenham - North	2016	0	3486
Pakenham - North	2016	1	13290
Pakenham - South	2006		779
Pakenham - South	2006	0	3130
Pakenham - South	2006	1	8137
Pakenham - South	2011		1407
Pakenham - South	2011	0	4663
Pakenham - South	2011	1	15278
Pakenham - South	2016		2482
Pakenham - South	2016	0	4403
Pakenham - South	2016	1	21656
Berwick - North	2006		1102
Berwick - North	2006	0	2935
Berwick - North	2006	1	16932
Berwick - North	2011		1085
Berwick - North	2011	0	2569
Berwick - North	2011	1	18598
Berwick - North	2016		1680
Berwick - North	2016	0	2692
Berwick - North	2016	1	18522
Berwick - South	2006		992
Berwick - South	2006	0	3343
Berwick - South	2006	1	11561
Berwick - South	2011		961
Berwick - South	2011	0	3107
Berwick - South	2011	1	18920
Berwick - South	2016		1721
Berwick - South	2016	0	3743
Berwick - South	2016	1	20337
Doveton	2006		725
Doveton	2006	0	1117
Doveton	2006	1	7488
Doveton	2011		854
Doveton	2011	0	1386
Doveton	2011	1	8016
Doveton	2016		1161
Doveton	2016	0	1827
Doveton	2016	1	8318
Hallam	2006		661
Hallam	2006	0	1071
Hallam	2006	1	7921
Hallam	2011		432
Hallam	2011	0	1163
Hallam	2011	1	8566
Hallam	2016		849
Hallam	2016	0	1416
Hallam	2016	1	8496
Narre Warren North	2006		370
Narre Warren North	2006	0	578
Narre Warren North	2006	1	5352
Narre Warren North	2011		253
Narre Warren North	2011	0	536
Narre Warren North	2011	1	6194
Narre Warren North	2016		544
Narre Warren North	2016	0	746
Narre Warren North	2016	1	6469
Endeavour Hills - North	2006		527
Endeavour Hills - North	2006	0	1253
Endeavour Hills - North	2006	1	10062
Endeavour Hills - North	2011		385
Endeavour Hills - North	2011	0	1115
Endeavour Hills - North	2011	1	10417
Endeavour Hills - North	2016		885
Endeavour Hills - North	2016	0	1066
Endeavour Hills - North	2016	1	9941
Endeavour Hills - South	2006		726
Endeavour Hills - South	2006	0	1383
Endeavour Hills - South	2006	1	11945
Endeavour Hills - South	2011		579
Endeavour Hills - South	2011	0	1267
Endeavour Hills - South	2011	1	11737
Endeavour Hills - South	2016		959
Endeavour Hills - South	2016	0	1246
Endeavour Hills - South	2016	1	11152
Narre Warren - North East	2006		816
Narre Warren - North East	2006	0	1314
Narre Warren - North East	2006	1	10868
Narre Warren - North East	2011		533
Narre Warren - North East	2011	0	1187
Narre Warren - North East	2011	1	11378
Narre Warren - North East	2016		899
Narre Warren - North East	2016	0	1331
Narre Warren - North East	2016	1	11179
Narre Warren - South West	2006		800
Narre Warren - South West	2006	0	1694
Narre Warren - South West	2006	1	10169
Narre Warren - South West	2011		635
Narre Warren - South West	2011	0	1437
Narre Warren - South West	2011	1	10709
Narre Warren - South West	2016		1082
Narre Warren - South West	2016	0	1863
Narre Warren - South West	2016	1	11001
Cranbourne	2006		944
Cranbourne	2006	0	2347
Cranbourne	2006	1	11460
Cranbourne	2011		1180
Cranbourne	2011	0	2490
Cranbourne	2011	1	14953
Cranbourne	2016		2078
Cranbourne	2016	0	2565
Cranbourne	2016	1	15451
Cranbourne East	2006		305
Cranbourne East	2006	0	737
Cranbourne East	2006	1	3014
Cranbourne East	2011		514
Cranbourne East	2011	0	1876
Cranbourne East	2011	1	5820
Cranbourne East	2016		2109
Cranbourne East	2016	0	6303
Cranbourne East	2016	1	17276
Cranbourne North	2006		470
Cranbourne North	2006	0	1325
Cranbourne North	2006	1	7799
Cranbourne North	2011		846
Cranbourne North	2011	0	3174
Cranbourne North	2011	1	10553
Cranbourne North	2016		1793
Cranbourne North	2016	0	3062
Cranbourne North	2016	1	15255
Cranbourne South	2006		386
Cranbourne South	2006	0	420
Cranbourne South	2006	1	4629
Cranbourne South	2011		297
Cranbourne South	2011	0	968
Cranbourne South	2011	1	5452
Cranbourne South	2016		904
Cranbourne South	2016	0	977
Cranbourne South	2016	1	6938
Cranbourne West	2006		552
Cranbourne West	2006	0	1182
Cranbourne West	2006	1	5689
Cranbourne West	2011		502
Cranbourne West	2011	0	1282
Cranbourne West	2011	1	6960
Cranbourne West	2016		1291
Cranbourne West	2016	0	2921
Cranbourne West	2016	1	10841
Hampton Park - Lynbrook	2006		1508
Hampton Park - Lynbrook	2006	0	2973
Hampton Park - Lynbrook	2006	1	17684
Hampton Park - Lynbrook	2011		1305
Hampton Park - Lynbrook	2011	0	2626
Hampton Park - Lynbrook	2011	1	19837
Hampton Park - Lynbrook	2016		2493
Hampton Park - Lynbrook	2016	0	3078
Hampton Park - Lynbrook	2016	1	19959
Lynbrook - Lyndhurst	2006		330
Lynbrook - Lyndhurst	2006	0	1087
Lynbrook - Lyndhurst	2006	1	3593
Lynbrook - Lyndhurst	2011		567
Lynbrook - Lyndhurst	2011	0	1997
Lynbrook - Lyndhurst	2011	1	9102
Lynbrook - Lyndhurst	2016		1212
Lynbrook - Lyndhurst	2016	0	1862
Lynbrook - Lyndhurst	2016	1	12150
Pearcedale - Tooradin	2006		635
Pearcedale - Tooradin	2006	0	645
Pearcedale - Tooradin	2006	1	5920
Pearcedale - Tooradin	2011		254
Pearcedale - Tooradin	2011	0	711
Pearcedale - Tooradin	2011	1	6514
Pearcedale - Tooradin	2016		707
Pearcedale - Tooradin	2016	0	695
Pearcedale - Tooradin	2016	1	6339
Narre Warren South (East)	2006		551
Narre Warren South (East)	2006	0	1542
Narre Warren South (East)	2006	1	9186
Narre Warren South (East)	2011		335
Narre Warren South (East)	2011	0	1115
Narre Warren South (East)	2011	1	11248
Narre Warren South (East)	2016		737
Narre Warren South (East)	2016	0	1152
Narre Warren South (East)	2016	1	11233
Narre Warren South (West)	2006		1242
Narre Warren South (West)	2006	0	1891
Narre Warren South (West)	2006	1	11217
Narre Warren South (West)	2011		677
Narre Warren South (West)	2011	0	1658
Narre Warren South (West)	2011	1	13561
Narre Warren South (West)	2016		1198
Narre Warren South (West)	2016	0	1822
Narre Warren South (West)	2016	1	13763
Clarinda - Oakleigh South	2006		602
Clarinda - Oakleigh South	2006	0	917
Clarinda - Oakleigh South	2006	1	10455
Clarinda - Oakleigh South	2011		554
Clarinda - Oakleigh South	2011	0	931
Clarinda - Oakleigh South	2011	1	10178
Clarinda - Oakleigh South	2016		811
Clarinda - Oakleigh South	2016	0	1093
Clarinda - Oakleigh South	2016	1	9746
Clayton South	2006		674
Clayton South	2006	0	1436
Clayton South	2006	1	8530
Clayton South	2011		743
Clayton South	2011	0	1648
Clayton South	2011	1	9234
Clayton South	2016		964
Clayton South	2016	0	2286
Clayton South	2016	1	9392
Dandenong	2006		2593
Dandenong	2006	0	3619
Dandenong	2006	1	16692
Dandenong	2011		2183
Dandenong	2011	0	4998
Dandenong	2011	1	18742
Dandenong	2016		3688
Dandenong	2016	0	5787
Dandenong	2016	1	21196
Dandenong North	2006		1591
Dandenong North	2006	0	2178
Dandenong North	2006	1	18190
Dandenong North	2011		1284
Dandenong North	2011	0	2479
Dandenong North	2011	1	18148
Dandenong North	2016		1809
Dandenong North	2016	0	2607
Dandenong North	2016	1	18014
Dingley Village	2006		361
Dingley Village	2006	0	835
Dingley Village	2006	1	8877
Dingley Village	2011		295
Dingley Village	2011	0	830
Dingley Village	2011	1	9044
Dingley Village	2016		697
Dingley Village	2016	0	824
Dingley Village	2016	1	8764
Keysborough	2006		879
Keysborough	2006	0	2033
Keysborough	2006	1	13787
Keysborough	2011		932
Keysborough	2011	0	1969
Keysborough	2011	1	17141
Keysborough	2016		1618
Keysborough	2016	0	3363
Keysborough	2016	1	20999
Noble Park North	2006		376
Noble Park North	2006	0	665
Noble Park North	2006	1	6473
Noble Park North	2011		361
Noble Park North	2011	0	742
Noble Park North	2011	1	6288
Noble Park North	2016		577
Noble Park North	2016	0	746
Noble Park North	2016	1	6164
Springvale	2006		1409
Springvale	2006	0	2421
Springvale	2006	1	14601
Springvale	2011		1078
Springvale	2011	0	2639
Springvale	2011	1	16055
Springvale	2016		1887
Springvale	2016	0	3551
Springvale	2016	1	16333
Springvale South	2006		795
Springvale South	2006	0	1369
Springvale South	2006	1	9567
Springvale South	2011		681
Springvale South	2011	0	1223
Springvale South	2011	1	10280
Springvale South	2016		877
Springvale South	2016	0	1575
Springvale South	2016	1	10197
Noble Park - East	2006		1124
Noble Park - East	2006	0	1550
Noble Park - East	2006	1	7285
Noble Park - East	2011		839
Noble Park - East	2011	0	1980
Noble Park - East	2011	1	8542
Noble Park - East	2016		1226
Noble Park - East	2016	0	2310
Noble Park - East	2016	1	8893
Noble Park - West	2006		1343
Noble Park - West	2006	0	1895
Noble Park - West	2006	1	13089
Noble Park - West	2011		821
Noble Park - West	2011	0	2051
Noble Park - West	2011	1	14144
Noble Park - West	2016		1504
Noble Park - West	2016	0	2826
Noble Park - West	2016	1	14300
Ashwood - Chadstone	2006		882
Ashwood - Chadstone	2006	0	2448
Ashwood - Chadstone	2006	1	11792
Ashwood - Chadstone	2011		998
Ashwood - Chadstone	2011	0	2430
Ashwood - Chadstone	2011	1	12826
Ashwood - Chadstone	2016		1752
Ashwood - Chadstone	2016	0	3013
Ashwood - Chadstone	2016	1	13533
Clayton	2006		1578
Clayton	2006	0	4173
Clayton	2006	1	10180
Clayton	2011		1302
Clayton	2011	0	4932
Clayton	2011	1	11474
Clayton	2016		1742
Clayton	2016	0	8252
Clayton	2016	1	12413
Glen Waverley - East	2006		781
Glen Waverley - East	2006	0	2287
Glen Waverley - East	2006	1	17323
Glen Waverley - East	2011		774
Glen Waverley - East	2011	0	2313
Glen Waverley - East	2011	1	17635
Glen Waverley - East	2016		1156
Glen Waverley - East	2016	0	2957
Glen Waverley - East	2016	1	16972
Glen Waverley - West	2006		1311
Glen Waverley - West	2006	0	2272
Glen Waverley - West	2006	1	14242
Glen Waverley - West	2011		951
Glen Waverley - West	2011	0	2599
Glen Waverley - West	2011	1	14935
Glen Waverley - West	2016		1214
Glen Waverley - West	2016	0	3194
Glen Waverley - West	2016	1	14833
Mount Waverley - North	2006		735
Mount Waverley - North	2006	0	1544
Mount Waverley - North	2006	1	12015
Mount Waverley - North	2011		468
Mount Waverley - North	2011	0	1905
Mount Waverley - North	2011	1	12543
Mount Waverley - North	2016		914
Mount Waverley - North	2016	0	2251
Mount Waverley - North	2016	1	12112
Mount Waverley - South	2006		818
Mount Waverley - South	2006	0	1819
Mount Waverley - South	2006	1	13686
Mount Waverley - South	2011		571
Mount Waverley - South	2011	0	2087
Mount Waverley - South	2011	1	14502
Mount Waverley - South	2016		1322
Mount Waverley - South	2016	0	2849
Mount Waverley - South	2016	1	14163
Mulgrave	2006		1069
Mulgrave	2006	0	1684
Mulgrave	2006	1	13527
Mulgrave	2011		664
Mulgrave	2011	0	2034
Mulgrave	2011	1	14951
Mulgrave	2016		1508
Mulgrave	2016	0	2204
Mulgrave	2016	1	15656
Oakleigh - Huntingdale	2006		1118
Oakleigh - Huntingdale	2006	0	2456
Oakleigh - Huntingdale	2006	1	15141
Oakleigh - Huntingdale	2011		1049
Oakleigh - Huntingdale	2011	0	2884
Oakleigh - Huntingdale	2011	1	16302
Oakleigh - Huntingdale	2016		1778
Oakleigh - Huntingdale	2016	0	3341
Oakleigh - Huntingdale	2016	1	16171
Wheelers Hill	2006		882
Wheelers Hill	2006	0	1670
Wheelers Hill	2006	1	17311
Wheelers Hill	2011		541
Wheelers Hill	2011	0	1571
Wheelers Hill	2011	1	16993
Wheelers Hill	2016		1262
Wheelers Hill	2016	0	2039
Wheelers Hill	2016	1	16452
Ardeer - Albion	2006		700
Ardeer - Albion	2006	0	865
Ardeer - Albion	2006	1	4775
Ardeer - Albion	2011		698
Ardeer - Albion	2011	0	1269
Ardeer - Albion	2011	1	5192
Ardeer - Albion	2016		908
Ardeer - Albion	2016	0	1297
Ardeer - Albion	2016	1	5631
Cairnlea	2006		503
Cairnlea	2006	0	1188
Cairnlea	2006	1	4378
Cairnlea	2011		512
Cairnlea	2011	0	788
Cairnlea	2011	1	7540
Cairnlea	2016		639
Cairnlea	2016	0	766
Cairnlea	2016	1	8252
Deer Park - Derrimut	2006		975
Deer Park - Derrimut	2006	0	1813
