SA2_NAME16	Year	SameAddress1YearAgo	persons
Umina - Booker Bay - Patonga	2006	1	16114
Umina - Booker Bay - Patonga	2011		1357
Umina - Booker Bay - Patonga	2011	0	3183
Umina - Booker Bay - Patonga	2011	1	17994
Umina - Booker Bay - Patonga	2016		2296
Umina - Booker Bay - Patonga	2016	0	3329
Umina - Booker Bay - Patonga	2016	1	17965
Wamberal - Forresters Beach	2006		640
Wamberal - Forresters Beach	2006	0	1183
Wamberal - Forresters Beach	2006	1	7445
Wamberal - Forresters Beach	2011		447
Wamberal - Forresters Beach	2011	0	1090
Wamberal - Forresters Beach	2011	1	7553
Wamberal - Forresters Beach	2016		764
Wamberal - Forresters Beach	2016	0	1287
Wamberal - Forresters Beach	2016	1	7706
Woy Woy - Blackwall	2006		1357
Woy Woy - Blackwall	2006	0	1641
Woy Woy - Blackwall	2006	1	10221
Woy Woy - Blackwall	2011		861
Woy Woy - Blackwall	2011	0	1635
Woy Woy - Blackwall	2011	1	10756
Woy Woy - Blackwall	2016		1307
Woy Woy - Blackwall	2016	0	1874
Woy Woy - Blackwall	2016	1	10743
Wyoming	2006		541
Wyoming	2006	0	1466
Wyoming	2006	1	9440
Wyoming	2011		584
Wyoming	2011	0	1353
Wyoming	2011	1	9252
Wyoming	2016		989
Wyoming	2016	0	1458
Wyoming	2016	1	8989
Bateau Bay - Killarney Vale	2006		1239
Bateau Bay - Killarney Vale	2006	0	2745
Bateau Bay - Killarney Vale	2006	1	17158
Bateau Bay - Killarney Vale	2011		945
Bateau Bay - Killarney Vale	2011	0	2537
Bateau Bay - Killarney Vale	2011	1	17897
Bateau Bay - Killarney Vale	2016		1963
Bateau Bay - Killarney Vale	2016	0	2780
Bateau Bay - Killarney Vale	2016	1	17265
Blue Haven - San Remo	2006		552
Blue Haven - San Remo	2006	0	1616
Blue Haven - San Remo	2006	1	8000
Blue Haven - San Remo	2011		533
Blue Haven - San Remo	2011	0	1392
Blue Haven - San Remo	2011	1	8856
Blue Haven - San Remo	2016		891
Blue Haven - San Remo	2016	0	1570
Blue Haven - San Remo	2016	1	8585
Budgewoi - Buff Point - Halekulani	2006		567
Budgewoi - Buff Point - Halekulani	2006	0	1186
Budgewoi - Buff Point - Halekulani	2006	1	7009
Budgewoi - Buff Point - Halekulani	2011		438
Budgewoi - Buff Point - Halekulani	2011	0	1128
Budgewoi - Buff Point - Halekulani	2011	1	7402
Budgewoi - Buff Point - Halekulani	2016		912
Budgewoi - Buff Point - Halekulani	2016	0	1198
Budgewoi - Buff Point - Halekulani	2016	1	7299
Chittaway Bay - Tumbi Umbi	2006		605
Chittaway Bay - Tumbi Umbi	2006	0	1756
Chittaway Bay - Tumbi Umbi	2006	1	12357
Chittaway Bay - Tumbi Umbi	2011		690
Chittaway Bay - Tumbi Umbi	2011	0	1704
Chittaway Bay - Tumbi Umbi	2011	1	12849
Chittaway Bay - Tumbi Umbi	2016		1147
Chittaway Bay - Tumbi Umbi	2016	0	1764
Chittaway Bay - Tumbi Umbi	2016	1	12444
Gorokan - Kanwal - Charmhaven	2006		1133
Gorokan - Kanwal - Charmhaven	2006	0	2925
Gorokan - Kanwal - Charmhaven	2006	1	15734
Gorokan - Kanwal - Charmhaven	2011		1100
Gorokan - Kanwal - Charmhaven	2011	0	2789
Gorokan - Kanwal - Charmhaven	2011	1	16786
Gorokan - Kanwal - Charmhaven	2016		2350
Gorokan - Kanwal - Charmhaven	2016	0	2931
Gorokan - Kanwal - Charmhaven	2016	1	16828
Jilliby - Yarramalong	2006		212
Jilliby - Yarramalong	2006	0	206
Jilliby - Yarramalong	2006	1	2279
Jilliby - Yarramalong	2011		215
Jilliby - Yarramalong	2011	0	289
Jilliby - Yarramalong	2011	1	2507
Jilliby - Yarramalong	2016		348
Jilliby - Yarramalong	2016	0	360
Jilliby - Yarramalong	2016	1	2650
Lake Munmorah - Mannering Park	2006		564
Lake Munmorah - Mannering Park	2006	0	1241
Lake Munmorah - Mannering Park	2006	1	7811
Lake Munmorah - Mannering Park	2011		437
Lake Munmorah - Mannering Park	2011	0	1195
Lake Munmorah - Mannering Park	2011	1	8431
Lake Munmorah - Mannering Park	2016		919
Lake Munmorah - Mannering Park	2016	0	1217
Lake Munmorah - Mannering Park	2016	1	8592
Ourimbah - Fountaindale	2006		223
Ourimbah - Fountaindale	2006	0	577
Ourimbah - Fountaindale	2006	1	3686
Ourimbah - Fountaindale	2011		218
Ourimbah - Fountaindale	2011	0	602
Ourimbah - Fountaindale	2011	1	3974
Ourimbah - Fountaindale	2016		334
Ourimbah - Fountaindale	2016	0	567
Ourimbah - Fountaindale	2016	1	3954
Summerland Point - Gwandalan	2006		297
Summerland Point - Gwandalan	2006	0	730
Summerland Point - Gwandalan	2006	1	4085
Summerland Point - Gwandalan	2011		210
Summerland Point - Gwandalan	2011	0	635
Summerland Point - Gwandalan	2011	1	4555
Summerland Point - Gwandalan	2016		443
Summerland Point - Gwandalan	2016	0	746
Summerland Point - Gwandalan	2016	1	4579
The Entrance	2006		1152
The Entrance	2006	0	2127
The Entrance	2006	1	8329
The Entrance	2011		1189
The Entrance	2011	0	2603
The Entrance	2011	1	10195
The Entrance	2016		1614
The Entrance	2016	0	2470
The Entrance	2016	1	10857
Toukley - Norah Head	2006		477
Toukley - Norah Head	2006	0	1526
Toukley - Norah Head	2006	1	6921
Toukley - Norah Head	2011		553
Toukley - Norah Head	2011	0	1356
Toukley - Norah Head	2011	1	7090
Toukley - Norah Head	2016		1129
Toukley - Norah Head	2016	0	1447
Toukley - Norah Head	2016	1	7197
Tuggerah - Kangy Angy	2006		373
Tuggerah - Kangy Angy	2006	0	796
Tuggerah - Kangy Angy	2006	1	3821
Tuggerah - Kangy Angy	2011		313
Tuggerah - Kangy Angy	2011	0	916
Tuggerah - Kangy Angy	2011	1	3906
Tuggerah - Kangy Angy	2016		510
Tuggerah - Kangy Angy	2016	0	772
Tuggerah - Kangy Angy	2016	1	4021
Warnervale - Wadalba	2006		636
Warnervale - Wadalba	2006	0	1804
Warnervale - Wadalba	2006	1	7146
Warnervale - Wadalba	2011		752
Warnervale - Wadalba	2011	0	1976
Warnervale - Wadalba	2011	1	9768
Warnervale - Wadalba	2016		1089
Warnervale - Wadalba	2016	0	2473
Warnervale - Wadalba	2016	1	11660
Wyong	2006		465
Wyong	2006	0	1068
Wyong	2006	1	5886
Wyong	2011		539
Wyong	2011	0	1070
Wyong	2011	1	6543
Wyong	2016		915
Wyong	2016	0	1164
Wyong	2016	1	6743
Bathurst	2006		1716
Bathurst	2006	0	4231
Bathurst	2006	1	15883
Bathurst	2011		1889
Bathurst	2011	0	4213
Bathurst	2011	1	16883
Bathurst	2016		2977
Bathurst	2016	0	4022
Bathurst	2016	1	16834
Bathurst - East	2006		409
Bathurst - East	2006	0	1441
Bathurst - East	2006	1	6560
Bathurst - East	2011		573
Bathurst - East	2011	0	1385
Bathurst - East	2011	1	7540
Bathurst - East	2016		1039
Bathurst - East	2016	0	1680
Bathurst - East	2016	1	8470
Bathurst Region	2006		445
Bathurst Region	2006	0	513
Bathurst Region	2006	1	5002
Bathurst Region	2011		494
Bathurst Region	2011	0	564
Bathurst Region	2011	1	5554
Bathurst Region	2016		964
Bathurst Region	2016	0	476
Bathurst Region	2016	1	5470
Oberon	2006		357
Oberon	2006	0	572
Oberon	2006	1	3748
Oberon	2011		335
Oberon	2011	0	565
Oberon	2011	1	3559
Oberon	2016		711
Oberon	2016	0	568
Oberon	2016	1	3383
Condobolin	2006		376
Condobolin	2006	0	856
Condobolin	2006	1	5856
Condobolin	2011		388
Condobolin	2011	0	767
Condobolin	2011	1	5737
Condobolin	2016		925
Condobolin	2016	0	688
Condobolin	2016	1	5017
Cowra	2006		448
Cowra	2006	0	1396
Cowra	2006	1	7406
Cowra	2011		660
Cowra	2011	0	1143
Cowra	2011	1	7123
Cowra	2016		950
Cowra	2016	0	1115
Cowra	2016	1	7081
Cowra Region	2006		208
Cowra Region	2006	0	562
Cowra Region	2006	1	4471
Cowra Region	2011		236
Cowra Region	2011	0	610
Cowra Region	2011	1	4501
Cowra Region	2016		537
Cowra Region	2016	0	513
Cowra Region	2016	1	4397
Forbes	2006		538
Forbes	2006	0	1410
Forbes	2006	1	8335
Forbes	2011		477
Forbes	2011	0	1290
Forbes	2011	1	8038
Forbes	2016		1119
Forbes	2016	0	1206
Forbes	2016	1	7840
Grenfell	2006		132
Grenfell	2006	0	404
Grenfell	2006	1	3100
Grenfell	2011		182
Grenfell	2011	0	379
Grenfell	2011	1	3085
Grenfell	2016		406
Grenfell	2016	0	341
Grenfell	2016	1	2905
Parkes (NSW)	2006		487
Parkes (NSW)	2006	0	1725
Parkes (NSW)	2006	1	8449
Parkes (NSW)	2011		852
Parkes (NSW)	2011	0	1510
Parkes (NSW)	2011	1	8577
Parkes (NSW)	2016		1301
Parkes (NSW)	2016	0	1423
Parkes (NSW)	2016	1	8253
Parkes Region	2006		165
Parkes Region	2006	0	315
Parkes Region	2006	1	2811
Parkes Region	2011		211
Parkes Region	2011	0	315
Parkes Region	2011	1	2864
Parkes Region	2016		397
Parkes Region	2016	0	310
Parkes Region	2016	1	2683
West Wyalong	2006		260
West Wyalong	2006	0	834
West Wyalong	2006	1	5004
West Wyalong	2011		258
West Wyalong	2011	0	686
West Wyalong	2011	1	4906
West Wyalong	2016		826
West Wyalong	2016	0	489
West Wyalong	2016	1	4611
Lithgow	2006		925
Lithgow	2006	0	1572
Lithgow	2006	1	9617
Lithgow	2011		1112
Lithgow	2011	0	1419
Lithgow	2011	1	9720
Lithgow	2016		1826
Lithgow	2016	0	1500
Lithgow	2016	1	9492
Lithgow Region	2006		549
Lithgow Region	2006	0	748
Lithgow Region	2006	1	6349
Lithgow Region	2011		455
Lithgow Region	2011	0	678
Lithgow Region	2011	1	6762
Lithgow Region	2016		1176
Lithgow Region	2016	0	702
Lithgow Region	2016	1	6384
Mudgee	2006		542
Mudgee	2006	0	1647
Mudgee	2006	1	7389
Mudgee	2011		736
Mudgee	2011	0	1981
Mudgee	2011	1	7767
Mudgee	2016		1335
Mudgee	2016	0	1960
Mudgee	2016	1	8433
Mudgee Region - East	2006		202
Mudgee Region - East	2006	0	391
Mudgee Region - East	2006	1	2813
Mudgee Region - East	2011		144
Mudgee Region - East	2011	0	414
Mudgee Region - East	2011	1	2787
Mudgee Region - East	2016		492
Mudgee Region - East	2016	0	383
Mudgee Region - East	2016	1	2569
Mudgee Region - West	2006		617
Mudgee Region - West	2006	0	1012
Mudgee Region - West	2006	1	8162
Mudgee Region - West	2011		708
Mudgee Region - West	2011	0	1313
Mudgee Region - West	2011	1	7929
Mudgee Region - West	2016		1497
Mudgee Region - West	2016	0	1060
Mudgee Region - West	2016	1	7802
Wollangambe - Wollemi	2006		0
Wollangambe - Wollemi	2006	0	0
Wollangambe - Wollemi	2006	1	0
Wollangambe - Wollemi	2011		0
Wollangambe - Wollemi	2011	0	0
Wollangambe - Wollemi	2011	1	0
Wollangambe - Wollemi	2016		0
Wollangambe - Wollemi	2016	0	0
Wollangambe - Wollemi	2016	1	0
Blayney	2006		277
Blayney	2006	0	1001
Blayney	2006	1	5316
Blayney	2011		440
Blayney	2011	0	834
Blayney	2011	1	5733
Blayney	2016		647
Blayney	2016	0	880
Blayney	2016	1	5744
Orange	2006		1320
Orange	2006	0	3344
Orange	2006	1	14715
Orange	2011		1461
Orange	2011	0	3075
Orange	2011	1	15093
Orange	2016		2076
Orange	2016	0	2895
Orange	2016	1	14038
Orange - North	2006		875
Orange - North	2006	0	2474
Orange - North	2006	1	10790
Orange - North	2011		1071
Orange - North	2011	0	3022
Orange - North	2011	1	12742
Orange - North	2016		1672
Orange - North	2016	0	3551
Orange - North	2016	1	14505
Orange Region	2006		476
Orange Region	2006	0	1110
Orange Region	2006	1	9000
Orange Region	2011		448
Orange Region	2011	0	1181
Orange Region	2011	1	9368
Orange Region	2016		1080
Orange Region	2016	0	1113
Orange Region	2016	1	9410
Grafton	2006		1251
Grafton	2006	0	2893
Grafton	2006	1	13600
Grafton	2011		1249
Grafton	2011	0	2781
Grafton	2011	1	14330
Grafton	2016		1961
Grafton	2016	0	2594
Grafton	2016	1	14113
Grafton Region	2006		666
Grafton Region	2006	0	1749
Grafton Region	2006	1	12519
Grafton Region	2011		735
Grafton Region	2011	0	1614
Grafton Region	2011	1	12684
Grafton Region	2016		1600
Grafton Region	2016	0	1636
Grafton Region	2016	1	12075
Maclean - Yamba - Iluka	2006		693
Maclean - Yamba - Iluka	2006	0	2411
Maclean - Yamba - Iluka	2006	1	11885
Maclean - Yamba - Iluka	2011		718
Maclean - Yamba - Iluka	2011	0	2402
Maclean - Yamba - Iluka	2011	1	12725
Maclean - Yamba - Iluka	2016		1461
Maclean - Yamba - Iluka	2016	0	2295
Maclean - Yamba - Iluka	2016	1	12523
Bellingen	2006		346
Bellingen	2006	0	945
Bellingen	2006	1	4665
Bellingen	2011		201
Bellingen	2011	0	952
Bellingen	2011	1	4551
Bellingen	2016		506
Bellingen	2016	0	798
Bellingen	2016	1	4503
Coffs Harbour - North	2006		845
Coffs Harbour - North	2006	0	2975
Coffs Harbour - North	2006	1	12005
Coffs Harbour - North	2011		989
Coffs Harbour - North	2011	0	2891
Coffs Harbour - North	2011	1	12462
Coffs Harbour - North	2016		1845
Coffs Harbour - North	2016	0	2753
Coffs Harbour - North	2016	1	12864
Coffs Harbour - South	2006		661
Coffs Harbour - South	2006	0	1854
Coffs Harbour - South	2006	1	6142
Coffs Harbour - South	2011		576
Coffs Harbour - South	2011	0	2161
Coffs Harbour - South	2011	1	7080
Coffs Harbour - South	2016		1272
Coffs Harbour - South	2016	0	1868
Coffs Harbour - South	2016	1	7155
Coramba - Nana Glen - Bucca	2006		186
Coramba - Nana Glen - Bucca	2006	0	372
Coramba - Nana Glen - Bucca	2006	1	3269
Coramba - Nana Glen - Bucca	2011		139
Coramba - Nana Glen - Bucca	2011	0	361
Coramba - Nana Glen - Bucca	2011	1	3084
Coramba - Nana Glen - Bucca	2016		373
Coramba - Nana Glen - Bucca	2016	0	506
Coramba - Nana Glen - Bucca	2016	1	2941
Dorrigo	2006		113
Dorrigo	2006	0	440
Dorrigo	2006	1	2691
Dorrigo	2011		213
Dorrigo	2011	0	341
Dorrigo	2011	1	2737
Dorrigo	2016		338
Dorrigo	2016	0	372
Dorrigo	2016	1	2533
Korora - Emerald Beach	2006		378
Korora - Emerald Beach	2006	0	1176
Korora - Emerald Beach	2006	1	5703
Korora - Emerald Beach	2011		375
Korora - Emerald Beach	2011	0	1308
Korora - Emerald Beach	2011	1	6013
Korora - Emerald Beach	2016		765
Korora - Emerald Beach	2016	0	1550
Korora - Emerald Beach	2016	1	6422
Sawtell - Boambee	2006		830
Sawtell - Boambee	2006	0	3035
Sawtell - Boambee	2006	1	14752
Sawtell - Boambee	2011		879
Sawtell - Boambee	2011	0	2745
Sawtell - Boambee	2011	1	15316
Sawtell - Boambee	2016		1657
Sawtell - Boambee	2016	0	2617
Sawtell - Boambee	2016	1	15203
Urunga	2006		177
Urunga	2006	0	560
Urunga	2006	1	3425
Urunga	2011		159
Urunga	2011	0	635
Urunga	2011	1	3751
Urunga	2016		405
Urunga	2016	0	713
Urunga	2016	1	3548
Woolgoolga - Arrawarra	2006		413
Woolgoolga - Arrawarra	2006	0	1541
Woolgoolga - Arrawarra	2006	1	8309
Woolgoolga - Arrawarra	2011		591
Woolgoolga - Arrawarra	2011	0	1799
Woolgoolga - Arrawarra	2011	1	9058
Woolgoolga - Arrawarra	2016		1332
Woolgoolga - Arrawarra	2016	0	1770
Woolgoolga - Arrawarra	2016	1	9421
Bourke - Brewarrina	2006		442
Bourke - Brewarrina	2006	0	811
Bourke - Brewarrina	2006	1	3364
Bourke - Brewarrina	2011		602
Bourke - Brewarrina	2011	0	580
Bourke - Brewarrina	2011	1	3103
Bourke - Brewarrina	2016		795
Bourke - Brewarrina	2016	0	434
Bourke - Brewarrina	2016	1	2773
Cobar	2006		455
Cobar	2006	0	927
Cobar	2006	1	3533
Cobar	2011		403
Cobar	2011	0	853
Cobar	2011	1	3461
Cobar	2016		677
Cobar	2016	0	601
Cobar	2016	1	3379
Coonamble	2006		222
Coonamble	2006	0	633
Coonamble	2006	1	3521
Coonamble	2011		280
Coonamble	2011	0	550
Coonamble	2011	1	3429
Coonamble	2016		738
Coonamble	2016	0	444
