SA2_NAME16	Year	SpeaksEnglishOnly	persons
Deua - Wadbilliga	2006	1	0
Deua - Wadbilliga	2011	0	0
Deua - Wadbilliga	2011	1	56
Deua - Wadbilliga	2016	0	0
Deua - Wadbilliga	2016	1	19
Eden	2006	0	95
Eden	2006	1	2788
Eden	2011	0	108
Eden	2011	1	3021
Eden	2016	0	101
Eden	2016	1	2823
Eurobodalla Hinterland	2006	0	85
Eurobodalla Hinterland	2006	1	2371
Eurobodalla Hinterland	2011	0	92
Eurobodalla Hinterland	2011	1	2950
Eurobodalla Hinterland	2016	0	76
Eurobodalla Hinterland	2016	1	2987
Merimbula - Tura Beach	2006	0	253
Merimbula - Tura Beach	2006	1	8683
Merimbula - Tura Beach	2011	0	319
Merimbula - Tura Beach	2011	1	9067
Merimbula - Tura Beach	2016	0	366
Merimbula - Tura Beach	2016	1	9507
Moruya - Tuross Head	2006	0	226
Moruya - Tuross Head	2006	1	7469
Moruya - Tuross Head	2011	0	209
Moruya - Tuross Head	2011	1	7185
Moruya - Tuross Head	2016	0	249
Moruya - Tuross Head	2016	1	7205
Narooma - Bermagui	2006	0	319
Narooma - Bermagui	2006	1	8289
Narooma - Bermagui	2011	0	308
Narooma - Bermagui	2011	1	7970
Narooma - Bermagui	2016	0	315
Narooma - Bermagui	2016	1	7905
Goulburn	2006	0	515
Goulburn	2006	1	18915
Goulburn	2011	0	673
Goulburn	2011	1	19439
Goulburn	2016	0	1081
Goulburn	2016	1	19834
Goulburn Region	2006	0	298
Goulburn Region	2006	1	10400
Goulburn Region	2011	0	339
Goulburn Region	2011	1	10760
Goulburn Region	2016	0	387
Goulburn Region	2016	1	11274
Yass	2006	0	148
Yass	2006	1	5465
Yass	2011	0	222
Yass	2011	1	5802
Yass	2016	0	217
Yass	2016	1	5875
Yass Region	2006	0	301
Yass Region	2006	1	8353
Yass Region	2011	0	363
Yass Region	2011	1	9577
Yass Region	2016	0	384
Yass Region	2016	1	10398
Young	2006	0	305
Young	2006	1	9593
Young	2011	0	289
Young	2011	1	9478
Young	2016	0	438
Young	2016	1	9468
Young Region	2006	0	120
Young Region	2006	1	6974
Young Region	2011	0	162
Young Region	2011	1	6933
Young Region	2016	0	185
Young Region	2016	1	6653
Avoca Beach - Copacabana	2006	0	237
Avoca Beach - Copacabana	2006	1	6255
Avoca Beach - Copacabana	2011	0	288
Avoca Beach - Copacabana	2011	1	6415
Avoca Beach - Copacabana	2016	0	372
Avoca Beach - Copacabana	2016	1	6609
Box Head - MacMasters Beach	2006	0	267
Box Head - MacMasters Beach	2006	1	9518
Box Head - MacMasters Beach	2011	0	303
Box Head - MacMasters Beach	2011	1	9591
Box Head - MacMasters Beach	2016	0	430
Box Head - MacMasters Beach	2016	1	9812
Calga - Kulnura	2006	0	337
Calga - Kulnura	2006	1	3235
Calga - Kulnura	2011	0	357
Calga - Kulnura	2011	1	3776
Calga - Kulnura	2016	0	395
Calga - Kulnura	2016	1	3849
Erina - Green Point	2006	0	598
Erina - Green Point	2006	1	11951
Erina - Green Point	2011	0	806
Erina - Green Point	2011	1	12320
Erina - Green Point	2016	0	965
Erina - Green Point	2016	1	12109
Gosford - Springfield	2006	0	1069
Gosford - Springfield	2006	1	14166
Gosford - Springfield	2011	0	1674
Gosford - Springfield	2011	1	15070
Gosford - Springfield	2016	0	2484
Gosford - Springfield	2016	1	15056
Kariong	2006	0	388
Kariong	2006	1	5825
Kariong	2011	0	435
Kariong	2011	1	5821
Kariong	2016	0	535
Kariong	2016	1	5465
Kincumber - Picketts Valley	2006	0	188
Kincumber - Picketts Valley	2006	1	6724
Kincumber - Picketts Valley	2011	0	225
Kincumber - Picketts Valley	2011	1	6661
Kincumber - Picketts Valley	2016	0	278
Kincumber - Picketts Valley	2016	1	6748
Narara	2006	0	359
Narara	2006	1	6431
Narara	2011	0	383
Narara	2011	1	5921
Narara	2016	0	542
Narara	2016	1	5863
Niagara Park - Lisarow	2006	0	264
Niagara Park - Lisarow	2006	1	6449
Niagara Park - Lisarow	2011	0	317
Niagara Park - Lisarow	2011	1	7465
Niagara Park - Lisarow	2016	0	435
Niagara Park - Lisarow	2016	1	7305
Point Clare - Koolewong	2006	0	298
Point Clare - Koolewong	2006	1	5547
Point Clare - Koolewong	2011	0	348
Point Clare - Koolewong	2011	1	5550
Point Clare - Koolewong	2016	0	502
Point Clare - Koolewong	2016	1	5481
Saratoga - Davistown	2006	0	123
Saratoga - Davistown	2006	1	5979
Saratoga - Davistown	2011	0	178
Saratoga - Davistown	2011	1	6267
Saratoga - Davistown	2016	0	220
Saratoga - Davistown	2016	1	6466
Terrigal - North Avoca	2006	0	574
Terrigal - North Avoca	2006	1	10756
Terrigal - North Avoca	2011	0	702
Terrigal - North Avoca	2011	1	11176
Terrigal - North Avoca	2016	0	847
Terrigal - North Avoca	2016	1	11907
Umina - Booker Bay - Patonga	2006	0	658
Umina - Booker Bay - Patonga	2006	1	18892
Umina - Booker Bay - Patonga	2011	0	944
Umina - Booker Bay - Patonga	2011	1	20276
Umina - Booker Bay - Patonga	2016	0	1367
Umina - Booker Bay - Patonga	2016	1	20675
Wamberal - Forresters Beach	2006	0	304
Wamberal - Forresters Beach	2006	1	8442
Wamberal - Forresters Beach	2011	0	348
Wamberal - Forresters Beach	2011	1	8402
Wamberal - Forresters Beach	2016	0	381
Wamberal - Forresters Beach	2016	1	8939
Woy Woy - Blackwall	2006	0	470
Woy Woy - Blackwall	2006	1	11557
Woy Woy - Blackwall	2011	0	701
Woy Woy - Blackwall	2011	1	11873
Woy Woy - Blackwall	2016	0	1018
Woy Woy - Blackwall	2016	1	12056
Wyoming	2006	0	576
Wyoming	2006	1	10539
Wyoming	2011	0	659
Wyoming	2011	1	10099
Wyoming	2016	0	902
Wyoming	2016	1	9736
Bateau Bay - Killarney Vale	2006	0	598
Bateau Bay - Killarney Vale	2006	1	19527
Bateau Bay - Killarney Vale	2011	0	669
Bateau Bay - Killarney Vale	2011	1	20102
Bateau Bay - Killarney Vale	2016	0	720
Bateau Bay - Killarney Vale	2016	1	19959
Blue Haven - San Remo	2006	0	392
Blue Haven - San Remo	2006	1	9483
Blue Haven - San Remo	2011	0	432
Blue Haven - San Remo	2011	1	9947
Blue Haven - San Remo	2016	0	481
Blue Haven - San Remo	2016	1	10092
Budgewoi - Buff Point - Halekulani	2006	0	210
Budgewoi - Buff Point - Halekulani	2006	1	8143
Budgewoi - Buff Point - Halekulani	2011	0	246
Budgewoi - Buff Point - Halekulani	2011	1	8409
Budgewoi - Buff Point - Halekulani	2016	0	273
Budgewoi - Buff Point - Halekulani	2016	1	8584
Chittaway Bay - Tumbi Umbi	2006	0	390
Chittaway Bay - Tumbi Umbi	2006	1	13937
Chittaway Bay - Tumbi Umbi	2011	0	458
Chittaway Bay - Tumbi Umbi	2011	1	14296
Chittaway Bay - Tumbi Umbi	2016	0	589
Chittaway Bay - Tumbi Umbi	2016	1	14170
Gorokan - Kanwal - Charmhaven	2006	0	687
Gorokan - Kanwal - Charmhaven	2006	1	18332
Gorokan - Kanwal - Charmhaven	2011	0	772
Gorokan - Kanwal - Charmhaven	2011	1	19065
Gorokan - Kanwal - Charmhaven	2016	0	986
Gorokan - Kanwal - Charmhaven	2016	1	19440
Jilliby - Yarramalong	2006	0	68
Jilliby - Yarramalong	2006	1	2455
Jilliby - Yarramalong	2011	0	87
Jilliby - Yarramalong	2011	1	2742
Jilliby - Yarramalong	2016	0	106
Jilliby - Yarramalong	2016	1	2963
Lake Munmorah - Mannering Park	2006	0	189
Lake Munmorah - Mannering Park	2006	1	8987
Lake Munmorah - Mannering Park	2011	0	214
Lake Munmorah - Mannering Park	2011	1	9499
Lake Munmorah - Mannering Park	2016	0	282
Lake Munmorah - Mannering Park	2016	1	9878
Ourimbah - Fountaindale	2006	0	180
Ourimbah - Fountaindale	2006	1	4160
Ourimbah - Fountaindale	2011	0	227
Ourimbah - Fountaindale	2011	1	4401
Ourimbah - Fountaindale	2016	0	259
Ourimbah - Fountaindale	2016	1	4399
Summerland Point - Gwandalan	2006	0	164
Summerland Point - Gwandalan	2006	1	4714
Summerland Point - Gwandalan	2011	0	188
Summerland Point - Gwandalan	2011	1	5080
Summerland Point - Gwandalan	2016	0	231
Summerland Point - Gwandalan	2016	1	5326
The Entrance	2006	0	519
The Entrance	2006	1	10132
The Entrance	2011	0	690
The Entrance	2011	1	12353
The Entrance	2016	0	895
The Entrance	2016	1	12904
Toukley - Norah Head	2006	0	252
Toukley - Norah Head	2006	1	8182
Toukley - Norah Head	2011	0	286
Toukley - Norah Head	2011	1	8220
Toukley - Norah Head	2016	0	313
Toukley - Norah Head	2016	1	8612
Tuggerah - Kangy Angy	2006	0	381
Tuggerah - Kangy Angy	2006	1	4364
Tuggerah - Kangy Angy	2011	0	440
Tuggerah - Kangy Angy	2011	1	4445
Tuggerah - Kangy Angy	2016	0	551
Tuggerah - Kangy Angy	2016	1	4400
Warnervale - Wadalba	2006	0	453
Warnervale - Wadalba	2006	1	8742
Warnervale - Wadalba	2011	0	675
Warnervale - Wadalba	2011	1	11232
Warnervale - Wadalba	2016	0	1138
Warnervale - Wadalba	2016	1	13500
Wyong	2006	0	412
Wyong	2006	1	6682
Wyong	2011	0	552
Wyong	2011	1	7161
Wyong	2016	0	722
Wyong	2016	1	7488
Bathurst	2006	0	706
Bathurst	2006	1	19749
Bathurst	2011	0	832
Bathurst	2011	1	20588
Bathurst	2016	0	1158
Bathurst	2016	1	20409
Bathurst - East	2006	0	243
Bathurst - East	2006	1	7925
Bathurst - East	2011	0	293
Bathurst - East	2011	1	8815
Bathurst - East	2016	0	425
Bathurst - East	2016	1	10117
Bathurst Region	2006	0	97
Bathurst Region	2006	1	5487
Bathurst Region	2011	0	144
Bathurst Region	2011	1	6027
Bathurst Region	2016	0	121
Bathurst Region	2016	1	5942
Oberon	2006	0	129
Oberon	2006	1	4269
Oberon	2011	0	138
Oberon	2011	1	4060
Oberon	2016	0	172
Oberon	2016	1	3896
Condobolin	2006	0	75
Condobolin	2006	1	6760
Condobolin	2011	0	93
Condobolin	2011	1	6511
Condobolin	2016	0	137
Condobolin	2016	1	5758
Cowra	2006	0	179
Cowra	2006	1	8780
Cowra	2011	0	197
Cowra	2011	1	8130
Cowra	2016	0	261
Cowra	2016	1	8127
Cowra Region	2006	0	78
Cowra Region	2006	1	5027
Cowra Region	2011	0	117
Cowra Region	2011	1	5065
Cowra Region	2016	0	130
Cowra Region	2016	1	4913
Forbes	2006	0	152
Forbes	2006	1	9739
Forbes	2011	0	154
Forbes	2011	1	9312
Forbes	2016	0	211
Forbes	2016	1	9070
Grenfell	2006	0	48
Grenfell	2006	1	3517
Grenfell	2011	0	32
Grenfell	2011	1	3458
Grenfell	2016	0	46
Grenfell	2016	1	3263
Parkes (NSW)	2006	0	177
Parkes (NSW)	2006	1	10201
Parkes (NSW)	2011	0	256
Parkes (NSW)	2011	1	10017
Parkes (NSW)	2016	0	344
Parkes (NSW)	2016	1	9735
Parkes Region	2006	0	44
Parkes Region	2006	1	3121
Parkes Region	2011	0	68
Parkes Region	2011	1	3130
Parkes Region	2016	0	64
Parkes Region	2016	1	2981
West Wyalong	2006	0	64
West Wyalong	2006	1	5879
West Wyalong	2011	0	69
West Wyalong	2011	1	5623
West Wyalong	2016	0	130
West Wyalong	2016	1	5084
Lithgow	2006	0	278
Lithgow	2006	1	11072
Lithgow	2011	0	392
Lithgow	2011	1	10947
Lithgow	2016	0	514
Lithgow	2016	1	10849
Lithgow Region	2006	0	201
Lithgow Region	2006	1	7012
Lithgow Region	2011	0	204
Lithgow Region	2011	1	7334
Lithgow Region	2016	0	217
Lithgow Region	2016	1	7047
Mudgee	2006	0	232
Mudgee	2006	1	8960
Mudgee	2011	0	275
Mudgee	2011	1	9618
Mudgee	2016	0	374
Mudgee	2016	1	10370
Mudgee Region - East	2006	0	103
Mudgee Region - East	2006	1	3138
Mudgee Region - East	2011	0	119
Mudgee Region - East	2011	1	3117
Mudgee Region - East	2016	0	93
Mudgee Region - East	2016	1	2978
Mudgee Region - West	2006	0	234
Mudgee Region - West	2006	1	9064
Mudgee Region - West	2011	0	218
Mudgee Region - West	2011	1	9143
Mudgee Region - West	2016	0	199
Mudgee Region - West	2016	1	8882
Wollangambe - Wollemi	2006	0	0
Wollangambe - Wollemi	2006	1	0
Wollangambe - Wollemi	2011	0	0
Wollangambe - Wollemi	2011	1	0
Wollangambe - Wollemi	2016	0	0
Wollangambe - Wollemi	2016	1	0
Blayney	2006	0	101
Blayney	2006	1	6349
Blayney	2011	0	120
Blayney	2011	1	6563
Blayney	2016	0	115
Blayney	2016	1	6660
Orange	2006	0	614
Orange	2006	1	17758
Orange	2011	0	934
Orange	2011	1	17576
Orange	2016	0	1010
Orange	2016	1	16529
Orange - North	2006	0	514
Orange - North	2006	1	13027
Orange - North	2011	0	890
Orange - North	2011	1	15165
Orange - North	2016	0	1369
Orange - North	2016	1	17403
Orange Region	2006	0	200
Orange Region	2006	1	10040
Orange Region	2011	0	195
Orange Region	2011	1	10500
Orange Region	2016	0	226
Orange Region	2016	1	10591
Grafton	2006	0	232
Grafton	2006	1	16556
Grafton	2011	0	326
Grafton	2011	1	17093
Grafton	2016	0	428
Grafton	2016	1	16861
Grafton Region	2006	0	265
Grafton Region	2006	1	14217
Grafton Region	2011	0	273
Grafton Region	2011	1	14193
Grafton Region	2016	0	260
Grafton Region	2016	1	13788
Maclean - Yamba - Iluka	2006	0	231
Maclean - Yamba - Iluka	2006	1	14274
Maclean - Yamba - Iluka	2011	0	317
Maclean - Yamba - Iluka	2011	1	14965
Maclean - Yamba - Iluka	2016	0	383
Maclean - Yamba - Iluka	2016	1	14741
Bellingen	2006	0	179
Bellingen	2006	1	5521
Bellingen	2011	0	228
Bellingen	2011	1	5332
Bellingen	2016	0	248
Bellingen	2016	1	5162
Coffs Harbour - North	2006	0	634
Coffs Harbour - North	2006	1	14533
Coffs Harbour - North	2011	0	1037
Coffs Harbour - North	2011	1	14516
Coffs Harbour - North	2016	0	1533
Coffs Harbour - North	2016	1	14636
Coffs Harbour - South	2006	0	493
Coffs Harbour - South	2006	1	7532
Coffs Harbour - South	2011	0	765
Coffs Harbour - South	2011	1	8604
Coffs Harbour - South	2016	0	1051
Coffs Harbour - South	2016	1	8136
Coramba - Nana Glen - Bucca	2006	0	95
Coramba - Nana Glen - Bucca	2006	1	3592
Coramba - Nana Glen - Bucca	2011	0	108
Coramba - Nana Glen - Bucca	2011	1	3353
Coramba - Nana Glen - Bucca	2016	0	141
Coramba - Nana Glen - Bucca	2016	1	3372
Dorrigo	2006	0	68
Dorrigo	2006	1	3076
Dorrigo	2011	0	91
Dorrigo	2011	1	3036
Dorrigo	2016	0	91
Dorrigo	2016	1	2874
Korora - Emerald Beach	2006	0	326
Korora - Emerald Beach	2006	1	6646
Korora - Emerald Beach	2011	0	351
Korora - Emerald Beach	2011	1	7054
Korora - Emerald Beach	2016	0	507
Korora - Emerald Beach	2016	1	7763
Sawtell - Boambee	2006	0	524
Sawtell - Boambee	2006	1	17477
Sawtell - Boambee	2011	0	618
Sawtell - Boambee	2011	1	17693
Sawtell - Boambee	2016	0	801
Sawtell - Boambee	2016	1	17657
Urunga	2006	0	62
Urunga	2006	1	3941
Urunga	2011	0	104
Urunga	2011	1	4324
Urunga	2016	0	86
Urunga	2016	1	4277
Woolgoolga - Arrawarra	2006	0	677
Woolgoolga - Arrawarra	2006	1	9293
Woolgoolga - Arrawarra	2011	0	997
Woolgoolga - Arrawarra	2011	1	10039
Woolgoolga - Arrawarra	2016	0	1412
Woolgoolga - Arrawarra	2016	1	10190
Bourke - Brewarrina	2006	0	60
Bourke - Brewarrina	2006	1	4213
Bourke - Brewarrina	2011	0	76
Bourke - Brewarrina	2011	1	3706
Bourke - Brewarrina	2016	0	105
Bourke - Brewarrina	2016	1	3225
Cobar	2006	0	108
Cobar	2006	1	4456
Cobar	2011	0	150
Cobar	2011	1	4230
Cobar	2016	0	189
Cobar	2016	1	3919
Coonamble	2006	0	40
Coonamble	2006	1	4186
Coonamble	2011	0	41
Coonamble	2011	1	3995
Coonamble	2016	0	51
Coonamble	2016	1	3449
Nyngan - Warren	2006	0	42
Nyngan - Warren	2006	1	5228
Nyngan - Warren	2011	0	96
Nyngan - Warren	2011	1	4841
Nyngan - Warren	2016	0	112
Nyngan - Warren	2016	1	4326
Walgett - Lightning Ridge	2006	0	363
Walgett - Lightning Ridge	2006	1	6452
Walgett - Lightning Ridge	2011	0	364
Walgett - Lightning Ridge	2011	1	5886
Walgett - Lightning Ridge	2016	0	350
Walgett - Lightning Ridge	2016	1	5298
Broken Hill	2006	0	363
Broken Hill	2006	1	17733
Broken Hill	2011	0	417
Broken Hill	2011	1	16917
Broken Hill	2016	0	443
Broken Hill	2016	1	15703
Far West	2006	0	48
Far West	2006	1	2439
Far West	2011	0	60
Far West	2011	1	2469
Far West	2016	0	60
Far West	2016	1	2069
Coonabarabran	2006	0	140
Coonabarabran	2006	1	7688
Coonabarabran	2011	0	163
Coonabarabran	2011	1	7576
Coonabarabran	2016	0	180
Coonabarabran	2016	1	7015
Dubbo - East	2006	0	284
Dubbo - East	2006	1	9752
Dubbo - East	2011	0	328
Dubbo - East	2011	1	10077
Dubbo - East	2016	0	499
Dubbo - East	2016	1	9158
Dubbo - South	2006	0	409
Dubbo - South	2006	1	13943
Dubbo - South	2011	0	598
Dubbo - South	2011	1	14548
Dubbo - South	2016	0	1225
Dubbo - South	2016	1	14674
Dubbo - West	2006	0	124
Dubbo - West	2006	1	6506
Dubbo - West	2011	0	202
Dubbo - West	2011	1	6935
Dubbo - West	2016	0	435
Dubbo - West	2016	1	7662
Dubbo Region	2006	0	48
Dubbo Region	2006	1	4608
Dubbo Region	2011	0	32
Dubbo Region	2011	1	4840
Dubbo Region	2016	0	48
Dubbo Region	2016	1	5082
Gilgandra	2006	0	52
Gilgandra	2006	1	4288
Gilgandra	2011	0	69
Gilgandra	2011	1	4135
Gilgandra	2016	0	88
Gilgandra	2016	1	3933
Narromine	2006	0	71
Narromine	2006	1	6321
Narromine	2011	0	90
Narromine	2011	1	6282
Narromine	2016	0	85
Narromine	2016	1	5832
Wellington	2006	0	136
Wellington	2006	1	7984
Wellington	2011	0	166
Wellington	2011	1	7615
Wellington	2016	0	143
Wellington	2016	1	7104
Branxton - Greta - Pokolbin	2006	0	188
Branxton - Greta - Pokolbin	2006	1	7821
Branxton - Greta - Pokolbin	2011	0	252
Branxton - Greta - Pokolbin	2011	1	8670
Branxton - Greta - Pokolbin	2016	0	252
Branxton - Greta - Pokolbin	2016	1	9231
Cessnock	2006	0	316
Cessnock	2006	1	16958
Cessnock	2011	0	330
Cessnock	2011	1	18337
Cessnock	2016	0	428
Cessnock	2016	1	19425
Cessnock Region	2006	0	94
Cessnock Region	2006	1	5976
Cessnock Region	2011	0	115
Cessnock Region	2011	1	6671
Cessnock Region	2016	0	124
Cessnock Region	2016	1	6958
Dungog	2006	0	80
Dungog	2006	1	7599
Dungog	2011	0	92
Dungog	2011	1	7904
Dungog	2016	0	76
Dungog	2016	1	8282
Kurri Kurri - Abermain	2006	0	173
Kurri Kurri - Abermain	2006	1	14687
Kurri Kurri - Abermain	2011	0	230
Kurri Kurri - Abermain	2011	1	15420
Kurri Kurri - Abermain	2016	0	290
Kurri Kurri - Abermain	2016	1	16223
Singleton	2006	0	314
Singleton	2006	1	14257
Singleton	2011	0	480
Singleton	2011	1	15068
Singleton	2016	0	587
Singleton	2016	1	14556
Singleton Region	2006	0	79
Singleton Region	2006	1	4479
Singleton Region	2011	0	88
Singleton Region	2011	1	4465
Singleton Region	2016	0	98
Singleton Region	2016	1	4195
Maitland	2006	0	132
Maitland	2006	1	3945
Maitland	2011	0	161
Maitland	2011	1	4384
Maitland	2016	0	250
Maitland	2016	1	5881
Maitland - East	2006	0	712
Maitland - East	2006	1	22231
Maitland - East	2011	0	990
Maitland - East	2011	1	23861
Maitland - East	2016	0	1313
Maitland - East	2016	1	24728
Maitland - North	2006	0	99
Maitland - North	2006	1	5383
Maitland - North	2011	0	113
Maitland - North	2011	1	6324
Maitland - North	2016	0	166
Maitland - North	2016	1	7084
Maitland - West	2006	0	322
Maitland - West	2006	1	15328
Maitland - West	2011	0	482
Maitland - West	2011	1	17141
Maitland - West	2016	0	826
Maitland - West	2016	1	20532
Thornton - Millers Forest	2006	0	182
Thornton - Millers Forest	2006	1	7759
Thornton - Millers Forest	2011	0	249
Thornton - Millers Forest	2011	1	8247
Thornton - Millers Forest	2016	0	391
Thornton - Millers Forest	2016	1	9332
Anna Bay	2006	0	182
Anna Bay	2006	1	5161
Anna Bay	2011	0	165
Anna Bay	2011	1	5020
Anna Bay	2016	0	182
Anna Bay	2016	1	5060
Lemon Tree Passage - Tanilba Bay	2006	0	116
Lemon Tree Passage - Tanilba Bay	2006	1	5445
Lemon Tree Passage - Tanilba Bay	2011	0	152
Lemon Tree Passage - Tanilba Bay	2011	1	6008
Lemon Tree Passage - Tanilba Bay	2016	0	155
Lemon Tree Passage - Tanilba Bay	2016	1	6078
Nelson Bay Peninsula	2006	0	612
Nelson Bay Peninsula	2006	1	16073
Nelson Bay Peninsula	2011	0	736
Nelson Bay Peninsula	2011	1	17483
Nelson Bay Peninsula	2016	0	1020
Nelson Bay Peninsula	2016	1	18436
Raymond Terrace	2006	0	386
Raymond Terrace	2006	1	12403
Raymond Terrace	2011	0	412
Raymond Terrace	2011	1	12742
Raymond Terrace	2016	0	453
Raymond Terrace	2016	1	12362
Seaham - Woodville	2006	0	64
Seaham - Woodville	2006	1	4507
Seaham - Woodville	2011	0	73
Seaham - Woodville	2011	1	5066
Seaham - Woodville	2016	0	93
Seaham - Woodville	2016	1	5066
Tea Gardens - Hawks Nest	2006	0	120
Tea Gardens - Hawks Nest	2006	1	3754
Tea Gardens - Hawks Nest	2011	0	153
Tea Gardens - Hawks Nest	2011	1	4153
Tea Gardens - Hawks Nest	2016	0	195
Tea Gardens - Hawks Nest	2016	1	4558
Williamtown - Medowie - Karuah	2006	0	248
Williamtown - Medowie - Karuah	2006	1	10928
Williamtown - Medowie - Karuah	2011	0	317
Williamtown - Medowie - Karuah	2011	1	11778
Williamtown - Medowie - Karuah	2016	0	358
Williamtown - Medowie - Karuah	2016	1	12278
Muswellbrook	2006	0	197
Muswellbrook	2006	1	10243
Muswellbrook	2011	0	353
Muswellbrook	2011	1	10488
Muswellbrook	2016	0	499
Muswellbrook	2016	1	10571
Muswellbrook Region	2006	0	57
Muswellbrook Region	2006	1	3739
Muswellbrook Region	2011	0	86
Muswellbrook Region	2011	1	3677
Muswellbrook Region	2016	0	62
Muswellbrook Region	2016	1	3615
Scone	2006	0	86
Scone	2006	1	5015
Scone	2011	0	155
Scone	2011	1	5529
Scone	2016	0	283
Scone	2016	1	5147
Scone Region	2006	0	126
Scone Region	2006	1	7243
Scone Region	2011	0	110
Scone Region	2011	1	7388
Scone Region	2016	0	138
Scone Region	2016	1	7298
Dapto - Avondale	2006	0	1524
Dapto - Avondale	2006	1	19397
Dapto - Avondale	2011	0	1640
Dapto - Avondale	2011	1	20029
Dapto - Avondale	2016	0	1716
Dapto - Avondale	2016	1	20865
Horsley - Kembla Grange	2006	0	646
Horsley - Kembla Grange	2006	1	6353
Horsley - Kembla Grange	2011	0	767
Horsley - Kembla Grange	2011	1	6516
Horsley - Kembla Grange	2016	0	965
Horsley - Kembla Grange	2016	1	7471
Port Kembla Industrial	2006	0	0
Port Kembla Industrial	2006	1	0
Port Kembla Industrial	2011	0	5
Port Kembla Industrial	2011	1	23
Port Kembla Industrial	2016	0	0
Port Kembla Industrial	2016	1	6
Unanderra - Mount Kembla	2006	0	2455
Unanderra - Mount Kembla	2006	1	12417
Unanderra - Mount Kembla	2011	0	2460
Unanderra - Mount Kembla	2011	1	12413
Unanderra - Mount Kembla	2016	0	2457
Unanderra - Mount Kembla	2016	1	12162
Berkeley - Lake Heights - Cringila	2006	0	4003
Berkeley - Lake Heights - Cringila	2006	1	7926
Berkeley - Lake Heights - Cringila	2011	0	4023
Berkeley - Lake Heights - Cringila	2011	1	8194
Berkeley - Lake Heights - Cringila	2016	0	4012
Berkeley - Lake Heights - Cringila	2016	1	9035
Port Kembla - Warrawong	2006	0	3754
Port Kembla - Warrawong	2006	1	5111
Port Kembla - Warrawong	2011	0	3518
Port Kembla - Warrawong	2011	1	5651
Port Kembla - Warrawong	2016	0	3139
Port Kembla - Warrawong	2016	1	5981
Windang - Primbee	2006	0	470
Windang - Primbee	2006	1	3333
Windang - Primbee	2011	0	474
Windang - Primbee	2011	1	3493
Windang - Primbee	2016	0	491
Windang - Primbee	2016	1	3571
