SA2_NAME16	Year	Sex	labourForceParticipation
Regents Park - Heritage Park	2011	M	78
Regents Park - Heritage Park	2016	F	64.2
Regents Park - Heritage Park	2016	M	74.6
Greenbank	2006	F	63.5
Greenbank	2006	M	75.9
Greenbank	2011	F	66.2
Greenbank	2011	M	76.9
Greenbank	2016	F	65.2
Greenbank	2016	M	72.8
Jimboomba	2006	F	60
Jimboomba	2006	M	75.8
Jimboomba	2011	F	64.2
Jimboomba	2011	M	76.2
Jimboomba	2016	F	64
Jimboomba	2016	M	72.8
Logan Village	2006	F	62.5
Logan Village	2006	M	76.7
Logan Village	2011	F	63.3
Logan Village	2011	M	72.4
Logan Village	2016	F	60
Logan Village	2016	M	67.7
Bethania - Waterford	2006	F	47.6
Bethania - Waterford	2006	M	62.7
Bethania - Waterford	2011	F	48
Bethania - Waterford	2011	M	60.9
Bethania - Waterford	2016	F	48.2
Bethania - Waterford	2016	M	59.9
Cornubia - Carbrook	2006	F	66.7
Cornubia - Carbrook	2006	M	76.6
Cornubia - Carbrook	2011	F	66.2
Cornubia - Carbrook	2011	M	75.4
Cornubia - Carbrook	2016	F	65.8
Cornubia - Carbrook	2016	M	74.1
Loganholme - Tanah Merah	2006	F	66.7
Loganholme - Tanah Merah	2006	M	76.2
Loganholme - Tanah Merah	2011	F	66
Loganholme - Tanah Merah	2011	M	76.9
Loganholme - Tanah Merah	2016	F	64.1
Loganholme - Tanah Merah	2016	M	72
Loganlea	2006	F	53.5
Loganlea	2006	M	68.2
Loganlea	2011	F	55.7
Loganlea	2011	M	66.8
Loganlea	2016	F	52.7
Loganlea	2016	M	63.3
Shailer Park	2006	F	68.8
Shailer Park	2006	M	81
Shailer Park	2011	F	70.8
Shailer Park	2011	M	79.6
Shailer Park	2016	F	66.9
Shailer Park	2016	M	75.5
Waterford West	2006	F	51.5
Waterford West	2006	M	67.8
Waterford West	2011	F	53.9
Waterford West	2011	M	65.5
Waterford West	2016	F	47.7
Waterford West	2016	M	59.3
Daisy Hill	2006	F	65.5
Daisy Hill	2006	M	74.8
Daisy Hill	2011	F	65.2
Daisy Hill	2011	M	75.2
Daisy Hill	2016	F	64.1
Daisy Hill	2016	M	70.7
Kingston (Qld.)	2006	F	44.4
Kingston (Qld.)	2006	M	61.9
Kingston (Qld.)	2011	F	45.1
Kingston (Qld.)	2011	M	59
Kingston (Qld.)	2016	F	43
Kingston (Qld.)	2016	M	56.5
Logan Central	2006	F	38.6
Logan Central	2006	M	55.5
Logan Central	2011	F	42.3
Logan Central	2011	M	51.5
Logan Central	2016	F	36.7
Logan Central	2016	M	50.5
Rochedale South - Priestdale	2006	F	63.6
Rochedale South - Priestdale	2006	M	76.7
Rochedale South - Priestdale	2011	F	65
Rochedale South - Priestdale	2011	M	75.9
Rochedale South - Priestdale	2016	F	62.9
Rochedale South - Priestdale	2016	M	71.8
Slacks Creek	2006	F	52.4
Slacks Creek	2006	M	67.4
Slacks Creek	2011	F	52.3
Slacks Creek	2011	M	65
Slacks Creek	2016	F	49.2
Slacks Creek	2016	M	62.8
Springwood	2006	F	65.2
Springwood	2006	M	78.6
Springwood	2011	F	65.6
Springwood	2011	M	76.5
Springwood	2016	F	60.7
Springwood	2016	M	70.4
Underwood	2006	F	65.3
Underwood	2006	M	77.5
Underwood	2011	F	63.8
Underwood	2011	M	76.2
Underwood	2016	F	61.6
Underwood	2016	M	73.3
Woodridge	2006	F	42.9
Woodridge	2006	M	59.6
Woodridge	2011	F	43.9
Woodridge	2011	M	58.2
Woodridge	2016	F	41.3
Woodridge	2016	M	57.5
Bowen	2006	F	54
Bowen	2006	M	58.8
Bowen	2011	F	55.6
Bowen	2011	M	62.3
Bowen	2016	F	53
Bowen	2016	M	59.7
Broadsound - Nebo	2006	F	57.2
Broadsound - Nebo	2006	M	73
Broadsound - Nebo	2011	F	62.7
Broadsound - Nebo	2011	M	74.6
Broadsound - Nebo	2016	F	57.4
Broadsound - Nebo	2016	M	65.2
Clermont	2006	F	61.8
Clermont	2006	M	78.5
Clermont	2011	F	62.7
Clermont	2011	M	77
Clermont	2016	F	58.6
Clermont	2016	M	71.6
Collinsville	2006	F	47.8
Collinsville	2006	M	63.4
Collinsville	2011	F	54.1
Collinsville	2011	M	64.8
Collinsville	2016	F	52
Collinsville	2016	M	60.1
Moranbah	2006	F	65.8
Moranbah	2006	M	84.7
Moranbah	2011	F	69.5
Moranbah	2011	M	84.1
Moranbah	2016	F	66.7
Moranbah	2016	M	79.1
Andergrove - Beaconsfield	2006	F	59.6
Andergrove - Beaconsfield	2006	M	73.9
Andergrove - Beaconsfield	2011	F	61.9
Andergrove - Beaconsfield	2011	M	74.8
Andergrove - Beaconsfield	2016	F	61.6
Andergrove - Beaconsfield	2016	M	69.6
East Mackay	2006	F	55.6
East Mackay	2006	M	68.6
East Mackay	2011	F	57.7
East Mackay	2011	M	70.8
East Mackay	2016	F	55.1
East Mackay	2016	M	64.9
Eimeo - Rural View	2006	F	65.6
Eimeo - Rural View	2006	M	80.2
Eimeo - Rural View	2011	F	69.4
Eimeo - Rural View	2011	M	80
Eimeo - Rural View	2016	F	67.9
Eimeo - Rural View	2016	M	74.6
Eungella Hinterland	2006	F	0
Eungella Hinterland	2006	M	0
Eungella Hinterland	2011	F	0
Eungella Hinterland	2011	M	0
Eungella Hinterland	2016	F	50
Eungella Hinterland	2016	M	55.6
Mackay	2006	F	53.5
Mackay	2006	M	64.1
Mackay	2011	F	57.6
Mackay	2011	M	67.8
Mackay	2016	F	52.4
Mackay	2016	M	60.7
Mackay Harbour	2006	F	0
Mackay Harbour	2006	M	0
Mackay Harbour	2011	F	63.3
Mackay Harbour	2011	M	70.6
Mackay Harbour	2016	F	55.1
Mackay Harbour	2016	M	67.2
Mount Pleasant - Glenella	2006	F	58.5
Mount Pleasant - Glenella	2006	M	72.4
Mount Pleasant - Glenella	2011	F	62.6
Mount Pleasant - Glenella	2011	M	73.3
Mount Pleasant - Glenella	2016	F	60.9
Mount Pleasant - Glenella	2016	M	70.2
North Mackay	2006	F	48.8
North Mackay	2006	M	63.1
North Mackay	2011	F	56.9
North Mackay	2011	M	70.4
North Mackay	2016	F	51.3
North Mackay	2016	M	62.7
Ooralea - Bakers Creek	2006	F	60.6
Ooralea - Bakers Creek	2006	M	75
Ooralea - Bakers Creek	2011	F	64
Ooralea - Bakers Creek	2011	M	75
Ooralea - Bakers Creek	2016	F	62.6
Ooralea - Bakers Creek	2016	M	72.4
Pioneer Valley	2006	F	50.3
Pioneer Valley	2006	M	67.9
Pioneer Valley	2011	F	59.3
Pioneer Valley	2011	M	74.8
Pioneer Valley	2016	F	57.8
Pioneer Valley	2016	M	68.7
Sarina	2006	F	50.2
Sarina	2006	M	69.7
Sarina	2011	F	55
Sarina	2011	M	69.4
Sarina	2016	F	52.5
Sarina	2016	M	62.7
Seaforth - Calen	2006	F	53.5
Seaforth - Calen	2006	M	66.7
Seaforth - Calen	2011	F	56.5
Seaforth - Calen	2011	M	68
Seaforth - Calen	2016	F	56.2
Seaforth - Calen	2016	M	62.6
Shoal Point - Bucasia	2006	F	61.4
Shoal Point - Bucasia	2006	M	74.3
Shoal Point - Bucasia	2011	F	68
Shoal Point - Bucasia	2011	M	77.7
Shoal Point - Bucasia	2016	F	65
Shoal Point - Bucasia	2016	M	72
Slade Point	2006	F	56.5
Slade Point	2006	M	68.9
Slade Point	2011	F	60.9
Slade Point	2011	M	71
Slade Point	2016	F	57.7
Slade Point	2016	M	66.8
South Mackay	2006	F	57
South Mackay	2006	M	71.6
South Mackay	2011	F	58.6
South Mackay	2011	M	72.5
South Mackay	2016	F	56.2
South Mackay	2016	M	66.7
Walkerston - Eton	2006	F	60.2
Walkerston - Eton	2006	M	76.3
Walkerston - Eton	2011	F	63.6
Walkerston - Eton	2011	M	76.2
Walkerston - Eton	2016	F	61.6
Walkerston - Eton	2016	M	70
West Mackay	2006	F	48.4
West Mackay	2006	M	65.9
West Mackay	2011	F	55.4
West Mackay	2011	M	69.4
West Mackay	2016	F	53.8
West Mackay	2016	M	61.9
Airlie - Whitsundays	2006	F	68
Airlie - Whitsundays	2006	M	68.3
Airlie - Whitsundays	2011	F	67.1
Airlie - Whitsundays	2011	M	70.2
Airlie - Whitsundays	2016	F	63.8
Airlie - Whitsundays	2016	M	67.3
Cape Conway	2006	F	0
Cape Conway	2006	M	0
Cape Conway	2011	F	0
Cape Conway	2011	M	0
Cape Conway	2016	F	0
Cape Conway	2016	M	0
Proserpine	2006	F	60.4
Proserpine	2006	M	71.3
Proserpine	2011	F	57.8
Proserpine	2011	M	68.5
Proserpine	2016	F	56.2
Proserpine	2016	M	62.9
Beachmere - Sandstone Point	2006	F	43.3
Beachmere - Sandstone Point	2006	M	53
Beachmere - Sandstone Point	2011	F	45.1
Beachmere - Sandstone Point	2011	M	53.8
Beachmere - Sandstone Point	2016	F	43.6
Beachmere - Sandstone Point	2016	M	49.3
Bribie Island	2006	F	33.7
Bribie Island	2006	M	41.9
Bribie Island	2011	F	35.7
Bribie Island	2011	M	42
Bribie Island	2016	F	33.4
Bribie Island	2016	M	38.8
Burpengary - East	2006	F	64.3
Burpengary - East	2006	M	75.6
Burpengary - East	2011	F	60.2
Burpengary - East	2011	M	70.6
Burpengary - East	2016	F	64.5
Burpengary - East	2016	M	71.2
Caboolture	2006	F	47.6
Caboolture	2006	M	61.1
Caboolture	2011	F	48.7
Caboolture	2011	M	60.6
Caboolture	2016	F	49.1
Caboolture	2016	M	58.9
Caboolture - South	2006	F	50
Caboolture - South	2006	M	65.8
Caboolture - South	2011	F	51.6
Caboolture - South	2011	M	66.1
Caboolture - South	2016	F	50.8
Caboolture - South	2016	M	63.3
Elimbah	2006	F	62
Elimbah	2006	M	73.2
Elimbah	2011	F	60.4
Elimbah	2011	M	71.4
Elimbah	2016	F	61.7
Elimbah	2016	M	67.9
Morayfield - East	2006	F	57.3
Morayfield - East	2006	M	71.6
Morayfield - East	2011	F	57.8
Morayfield - East	2011	M	69.7
Morayfield - East	2016	F	57.8
Morayfield - East	2016	M	67.6
Wamuran	2006	F	58.4
Wamuran	2006	M	67.2
Wamuran	2011	F	67.5
Wamuran	2011	M	69.9
Wamuran	2016	F	61.3
Wamuran	2016	M	64.8
Kilcoy	2006	F	49
Kilcoy	2006	M	61.8
Kilcoy	2011	F	51.6
Kilcoy	2011	M	60.8
Kilcoy	2016	F	50.1
Kilcoy	2016	M	58.2
Woodford - D'Aguilar	2006	F	52.9
Woodford - D'Aguilar	2006	M	45.2
Woodford - D'Aguilar	2011	F	53.3
Woodford - D'Aguilar	2011	M	52.2
Woodford - D'Aguilar	2016	F	51.4
Woodford - D'Aguilar	2016	M	44.6
Burpengary	2006	F	59.9
Burpengary	2006	M	73
Burpengary	2011	F	61.1
Burpengary	2011	M	70.8
Burpengary	2016	F	58.2
Burpengary	2016	M	68.8
Deception Bay	2006	F	46.3
Deception Bay	2006	M	61.6
Deception Bay	2011	F	47.9
Deception Bay	2011	M	60.6
Deception Bay	2016	F	47.3
Deception Bay	2016	M	57.4
Morayfield	2006	F	63.2
Morayfield	2006	M	77
Morayfield	2011	F	64.8
Morayfield	2011	M	73.7
Morayfield	2016	F	62.3
Morayfield	2016	M	70.5
Narangba	2006	F	67.4
Narangba	2006	M	79.5
Narangba	2011	F	68.3
Narangba	2011	M	79.7
Narangba	2016	F	68.1
Narangba	2016	M	76.8
Upper Caboolture	2006	F	62.9
Upper Caboolture	2006	M	76
Upper Caboolture	2011	F	63.5
Upper Caboolture	2011	M	73.1
Upper Caboolture	2016	F	62.4
Upper Caboolture	2016	M	69.1
Clontarf	2006	F	48.8
Clontarf	2006	M	60.8
Clontarf	2011	F	53
Clontarf	2011	M	64.2
Clontarf	2016	F	54.1
Clontarf	2016	M	60.4
Margate - Woody Point	2006	F	44.8
Margate - Woody Point	2006	M	58.2
Margate - Woody Point	2011	F	50.2
Margate - Woody Point	2011	M	60.1
Margate - Woody Point	2016	F	52.4
Margate - Woody Point	2016	M	60.5
Redcliffe	2006	F	45
Redcliffe	2006	M	59.7
Redcliffe	2011	F	47.4
Redcliffe	2011	M	58.9
Redcliffe	2016	F	45.8
Redcliffe	2016	M	54.2
Rothwell - Kippa-Ring	2006	F	46.8
Rothwell - Kippa-Ring	2006	M	62.8
Rothwell - Kippa-Ring	2011	F	51
Rothwell - Kippa-Ring	2011	M	63.2
Rothwell - Kippa-Ring	2016	F	47.7
Rothwell - Kippa-Ring	2016	M	59.6
Scarborough - Newport - Moreton Island	2006	F	51.8
Scarborough - Newport - Moreton Island	2006	M	63.8
Scarborough - Newport - Moreton Island	2011	F	53.6
Scarborough - Newport - Moreton Island	2011	M	63.7
Scarborough - Newport - Moreton Island	2016	F	51.4
Scarborough - Newport - Moreton Island	2016	M	59.9
Albany Creek	2006	F	66
Albany Creek	2006	M	78.9
Albany Creek	2011	F	66.8
Albany Creek	2011	M	76.7
Albany Creek	2016	F	64.4
Albany Creek	2016	M	73
Cashmere	2006	F	71
Cashmere	2006	M	81.8
Cashmere	2011	F	72.1
Cashmere	2011	M	82.6
Cashmere	2016	F	71.7
Cashmere	2016	M	79.8
Dayboro	2006	F	65.5
Dayboro	2006	M	77
Dayboro	2011	F	63.9
Dayboro	2011	M	73.1
Dayboro	2016	F	61.3
Dayboro	2016	M	68.2
Eatons Hill	2006	F	72.5
Eatons Hill	2006	M	83.3
Eatons Hill	2011	F	72.7
Eatons Hill	2011	M	82.5
Eatons Hill	2016	F	71.6
Eatons Hill	2016	M	79.1
The Hills District	2006	F	68.4
The Hills District	2006	M	79.7
The Hills District	2011	F	68
The Hills District	2011	M	77.3
The Hills District	2016	F	67.6
The Hills District	2016	M	73.4
Samford Valley	2006	F	66.5
Samford Valley	2006	M	76.5
Samford Valley	2011	F	65.4
Samford Valley	2011	M	74.9
Samford Valley	2016	F	62.7
Samford Valley	2016	M	69.2
Dakabin - Kallangur	2006	F	58.1
Dakabin - Kallangur	2006	M	73.1
Dakabin - Kallangur	2011	F	60.5
Dakabin - Kallangur	2011	M	72.3
Dakabin - Kallangur	2016	F	59.7
Dakabin - Kallangur	2016	M	70.1
Murrumba Downs - Griffin	2006	F	64.6
Murrumba Downs - Griffin	2006	M	76.6
Murrumba Downs - Griffin	2011	F	65.2
Murrumba Downs - Griffin	2011	M	77.4
Murrumba Downs - Griffin	2016	F	64.8
Murrumba Downs - Griffin	2016	M	76.1
North Lakes - Mango Hill	2006	F	64.2
North Lakes - Mango Hill	2006	M	81
North Lakes - Mango Hill	2011	F	66.2
North Lakes - Mango Hill	2011	M	81
North Lakes - Mango Hill	2016	F	66
North Lakes - Mango Hill	2016	M	77.7
Bray Park	2006	F	60.4
Bray Park	2006	M	75.9
Bray Park	2011	F	63
Bray Park	2011	M	76.4
Bray Park	2016	F	59.9
Bray Park	2016	M	69.4
Lawnton	2006	F	55.9
Lawnton	2006	M	69.1
Lawnton	2011	F	57.2
Lawnton	2011	M	67.5
Lawnton	2016	F	57.8
Lawnton	2016	M	65.7
Petrie	2006	F	64.3
Petrie	2006	M	77.7
Petrie	2011	F	66.8
Petrie	2011	M	77.9
Petrie	2016	F	64.8
Petrie	2016	M	73.4
Strathpine - Brendale	2006	F	58.7
Strathpine - Brendale	2006	M	71.7
Strathpine - Brendale	2011	F	60.1
Strathpine - Brendale	2011	M	72
Strathpine - Brendale	2016	F	57.4
Strathpine - Brendale	2016	M	67.5
Aurukun	2006	F	34.3
Aurukun	2006	M	63.3
Aurukun	2011	F	27.1
Aurukun	2011	M	40.5
Aurukun	2016	F	34
Aurukun	2016	M	46.8
Cape York	2006	F	52.7
Cape York	2006	M	61.3
Cape York	2011	F	51.2
Cape York	2011	M	50.2
Cape York	2016	F	48.3
Cape York	2016	M	51.8
Croydon - Etheridge	2006	F	61.6
Croydon - Etheridge	2006	M	70.3
Croydon - Etheridge	2011	F	60.8
Croydon - Etheridge	2011	M	68.4
Croydon - Etheridge	2016	F	56.6
Croydon - Etheridge	2016	M	57.8
Kowanyama - Pormpuraaw	2006	F	57
Kowanyama - Pormpuraaw	2006	M	71.3
Kowanyama - Pormpuraaw	2011	F	42.8
Kowanyama - Pormpuraaw	2011	M	58.9
Kowanyama - Pormpuraaw	2016	F	45.4
Kowanyama - Pormpuraaw	2016	M	54.5
Northern Peninsula	2006	F	61.6
Northern Peninsula	2006	M	73.4
Northern Peninsula	2011	F	53.9
Northern Peninsula	2011	M	58.7
Northern Peninsula	2016	F	55.3
Northern Peninsula	2016	M	57.8
Tablelands	2006	F	55.4
Tablelands	2006	M	48.9
Tablelands	2011	F	56
Tablelands	2011	M	48.1
Tablelands	2016	F	52.4
Tablelands	2016	M	40.1
Torres	2006	F	58.7
Torres	2006	M	67.8
Torres	2011	F	60
Torres	2011	M	63.8
Torres	2016	F	56.6
Torres	2016	M	57.7
Torres Strait Islands	2006	F	58.8
Torres Strait Islands	2006	M	79.1
Torres Strait Islands	2011	F	51.8
Torres Strait Islands	2011	M	69.2
Torres Strait Islands	2016	F	34.9
Torres Strait Islands	2016	M	43
Weipa	2006	F	74.1
Weipa	2006	M	85.4
Weipa	2011	F	71.4
Weipa	2011	M	81.8
Weipa	2016	F	70.8
Weipa	2016	M	82.4
Carpentaria	2006	F	47.3
Carpentaria	2006	M	65.2
Carpentaria	2011	F	46.4
Carpentaria	2011	M	58.4
Carpentaria	2016	F	48.6
Carpentaria	2016	M	55.5
Mount Isa	2006	F	59.2
Mount Isa	2006	M	72.7
Mount Isa	2011	F	61.6
Mount Isa	2011	M	71.8
Mount Isa	2016	F	64.3
Mount Isa	2016	M	72.2
Mount Isa Region	2006	F	62.9
Mount Isa Region	2006	M	75.9
Mount Isa Region	2011	F	63.1
Mount Isa Region	2011	M	70.7
Mount Isa Region	2016	F	59
Mount Isa Region	2016	M	70.1
Northern Highlands	2006	F	65.8
Northern Highlands	2006	M	76.8
Northern Highlands	2011	F	65.2
Northern Highlands	2011	M	74.8
Northern Highlands	2016	F	64.3
Northern Highlands	2016	M	73.1
Barcaldine - Blackall	2006	F	60
Barcaldine - Blackall	2006	M	72.5
Barcaldine - Blackall	2011	F	60.2
Barcaldine - Blackall	2011	M	71.7
Barcaldine - Blackall	2016	F	60.5
Barcaldine - Blackall	2016	M	67.6
Charleville	2006	F	61.9
Charleville	2006	M	72.2
Charleville	2011	F	61.8
Charleville	2011	M	70.4
Charleville	2016	F	60.6
Charleville	2016	M	66.2
Far Central West	2006	F	67.1
Far Central West	2006	M	72.2
Far Central West	2011	F	65.1
Far Central West	2011	M	73.7
Far Central West	2016	F	63.9
Far Central West	2016	M	68
Far South West	2006	F	60.2
Far South West	2006	M	68.7
Far South West	2011	F	62.4
Far South West	2011	M	70.3
Far South West	2016	F	61.3
Far South West	2016	M	67
Longreach	2006	F	67.6
Longreach	2006	M	74.8
Longreach	2011	F	67.9
Longreach	2011	M	76.5
Longreach	2016	F	65.7
Longreach	2016	M	70
Buderim - North	2006	F	48
Buderim - North	2006	M	60.2
Buderim - North	2011	F	49.9
Buderim - North	2011	M	60.9
Buderim - North	2016	F	50
Buderim - North	2016	M	59.3
Buderim - South	2006	F	61.1
Buderim - South	2006	M	71.9
Buderim - South	2011	F	62.2
Buderim - South	2011	M	71
Buderim - South	2016	F	60.7
Buderim - South	2016	M	65.9
Mountain Creek	2006	F	65
Mountain Creek	2006	M	73.1
Mountain Creek	2011	F	66.2
Mountain Creek	2011	M	74.2
Mountain Creek	2016	F	69.1
Mountain Creek	2016	M	74.8
Sippy Downs	2006	F	46
Sippy Downs	2006	M	54.4
Sippy Downs	2011	F	53.7
Sippy Downs	2011	M	63.7
Sippy Downs	2016	F	52.8
Sippy Downs	2016	M	62.6
Aroona - Currimundi	2006	F	51.7
Aroona - Currimundi	2006	M	63.5
Aroona - Currimundi	2011	F	53.4
Aroona - Currimundi	2011	M	64.2
Aroona - Currimundi	2016	F	54.5
Aroona - Currimundi	2016	M	62.9
Buddina - Minyama	2006	F	49.8
Buddina - Minyama	2006	M	62.1
Buddina - Minyama	2011	F	52.1
Buddina - Minyama	2011	M	65.1
Buddina - Minyama	2016	F	54.7
Buddina - Minyama	2016	M	62.8
Caloundra - Kings Beach	2006	F	42.7
Caloundra - Kings Beach	2006	M	53.7
Caloundra - Kings Beach	2011	F	44.1
Caloundra - Kings Beach	2011	M	51.1
Caloundra - Kings Beach	2016	F	41.1
Caloundra - Kings Beach	2016	M	49
Caloundra - West	2006	F	50.8
Caloundra - West	2006	M	62.8
Caloundra - West	2011	F	53.6
Caloundra - West	2011	M	63.4
Caloundra - West	2016	F	55.7
Caloundra - West	2016	M	64.2
Golden Beach - Pelican Waters	2006	F	40.8
Golden Beach - Pelican Waters	2006	M	50.5
Golden Beach - Pelican Waters	2011	F	46.1
Golden Beach - Pelican Waters	2011	M	53.4
Golden Beach - Pelican Waters	2016	F	43.3
Golden Beach - Pelican Waters	2016	M	50.8
Moffat Beach - Battery Hill	2006	F	48.6
Moffat Beach - Battery Hill	2006	M	59.5
Moffat Beach - Battery Hill	2011	F	51.9
Moffat Beach - Battery Hill	2011	M	60.1
Moffat Beach - Battery Hill	2016	F	52.5
Moffat Beach - Battery Hill	2016	M	60.2
Parrearra - Warana	2006	F	50.6
Parrearra - Warana	2006	M	63.6
Parrearra - Warana	2011	F	54
Parrearra - Warana	2011	M	65.2
Parrearra - Warana	2016	F	53
Parrearra - Warana	2016	M	62.1
Wurtulla - Birtinya	2006	F	50.3
Wurtulla - Birtinya	2006	M	63.7
Wurtulla - Birtinya	2011	F	54.6
Wurtulla - Birtinya	2011	M	65.3
Wurtulla - Birtinya	2016	F	58.3
Wurtulla - Birtinya	2016	M	66.4
Coolum Beach	2006	F	56.2
Coolum Beach	2006	M	67.1
Coolum Beach	2011	F	58.3
Coolum Beach	2011	M	67.9
Coolum Beach	2016	F	58.2
Coolum Beach	2016	M	65
Marcoola - Mudjimba	2006	F	56.4
Marcoola - Mudjimba	2006	M	67.6
Marcoola - Mudjimba	2011	F	59.7
Marcoola - Mudjimba	2011	M	65.8
Marcoola - Mudjimba	2016	F	56.6
Marcoola - Mudjimba	2016	M	64.1
Maroochydore - Kuluin	2006	F	50
Maroochydore - Kuluin	2006	M	59.1
Maroochydore - Kuluin	2011	F	52.1
Maroochydore - Kuluin	2011	M	60.8
Maroochydore - Kuluin	2016	F	52
Maroochydore - Kuluin	2016	M	58.8
Mooloolaba - Alexandra Headland	2006	F	59.2
Mooloolaba - Alexandra Headland	2006	M	65.7
Mooloolaba - Alexandra Headland	2011	F	60.9
Mooloolaba - Alexandra Headland	2011	M	65.3
Mooloolaba - Alexandra Headland	2016	F	56.6
Mooloolaba - Alexandra Headland	2016	M	62.7
Noosa Heads	2006	F	44.4
Noosa Heads	2006	M	51.8
Noosa Heads	2011	F	48.4
Noosa Heads	2011	M	56.9
Noosa Heads	2016	F	47.8
Noosa Heads	2016	M	54.2
Noosaville	2006	F	48.9
Noosaville	2006	M	56.6
Noosaville	2011	F	48.5
Noosaville	2011	M	56.5
Noosaville	2016	F	46.5
Noosaville	2016	M	52.4
Sunshine Beach	2006	F	59.9
Sunshine Beach	2006	M	65.7
Sunshine Beach	2011	F	62.3
Sunshine Beach	2011	M	67.7
Sunshine Beach	2016	F	60.8
Sunshine Beach	2016	M	65.1
Tewantin	2006	F	44.9
Tewantin	2006	M	55.1
Tewantin	2011	F	45.2
Tewantin	2011	M	55.8
Tewantin	2016	F	46.3
Tewantin	2016	M	53.8
Peregian Beach - Marcus Beach	2006	F	55.4
Peregian Beach - Marcus Beach	2006	M	63.4
Peregian Beach - Marcus Beach	2011	F	57.5
Peregian Beach - Marcus Beach	2011	M	65.4
Peregian Beach - Marcus Beach	2016	F	59.2
Peregian Beach - Marcus Beach	2016	M	64.5
Peregian Springs	2006	F	52
Peregian Springs	2006	M	65.1
Peregian Springs	2011	F	55.3
Peregian Springs	2011	M	66.4
Peregian Springs	2016	F	54.8
Peregian Springs	2016	M	63.7
Beerwah	2006	F	50.6
Beerwah	2006	M	63
Beerwah	2011	F	53
Beerwah	2011	M	64.3
Beerwah	2016	F	54.1
Beerwah	2016	M	62
Caloundra Hinterland	2006	F	48.4
Caloundra Hinterland	2006	M	55.7
Caloundra Hinterland	2011	F	49.2
Caloundra Hinterland	2011	M	55.6
Caloundra Hinterland	2016	F	45.8
Caloundra Hinterland	2016	M	51
Glass House Mountains	2006	F	51.9
Glass House Mountains	2006	M	63.3
Glass House Mountains	2011	F	51.8
Glass House Mountains	2011	M	63.3
Glass House Mountains	2016	F	55.2
Glass House Mountains	2016	M	62.9
Landsborough	2006	F	58.2
Landsborough	2006	M	69.1
Landsborough	2011	F	59.9
Landsborough	2011	M	68.2
Landsborough	2016	F	59.1
Landsborough	2016	M	65.2
Maroochy Hinterland	2006	F	51.6
Maroochy Hinterland	2006	M	61.8
Maroochy Hinterland	2011	F	50.3
Maroochy Hinterland	2011	M	58.2
Maroochy Hinterland	2016	F	49
Maroochy Hinterland	2016	M	54.3
Palmwoods	2006	F	56.2
Palmwoods	2006	M	66.4
Palmwoods	2011	F	57.4
Palmwoods	2011	M	65.3
Palmwoods	2016	F	58.2
Palmwoods	2016	M	63.2
Bli Bli	2006	F	53.1
Bli Bli	2006	M	65.8
Bli Bli	2011	F	56.7
Bli Bli	2011	M	67
Bli Bli	2016	F	56.6
Bli Bli	2016	M	64
Diddillibah - Rosemount	2006	F	56
Diddillibah - Rosemount	2006	M	65.1
Diddillibah - Rosemount	2011	F	59.9
Diddillibah - Rosemount	2011	M	65.9
Diddillibah - Rosemount	2016	F	52.7
Diddillibah - Rosemount	2016	M	60.8
Eumundi - Yandina	2006	F	59.1
Eumundi - Yandina	2006	M	68.6
Eumundi - Yandina	2011	F	59.2
Eumundi - Yandina	2011	M	64.9
Eumundi - Yandina	2016	F	57.9
Eumundi - Yandina	2016	M	62.2
Nambour	2006	F	50.3
Nambour	2006	M	63.1
Nambour	2011	F	53
Nambour	2011	M	62.9
Nambour	2016	F	52.6
Nambour	2016	M	61.3
Noosa Hinterland	2006	F	52.7
Noosa Hinterland	2006	M	61.5
Noosa Hinterland	2011	F	54.3
Noosa Hinterland	2011	M	60.3
Noosa Hinterland	2016	F	53.7
Noosa Hinterland	2016	M	58.2
Cambooya - Wyreema	2006	F	64.3
Cambooya - Wyreema	2006	M	69.1
Cambooya - Wyreema	2011	F	66.6
Cambooya - Wyreema	2011	M	76.9
Cambooya - Wyreema	2016	F	65
Cambooya - Wyreema	2016	M	71.7
Darling Heights	2006	F	54.4
Darling Heights	2006	M	67
Darling Heights	2011	F	53.8
Darling Heights	2011	M	63.8
Darling Heights	2016	F	51.4
Darling Heights	2016	M	62.4
Drayton - Harristown	2006	F	48.7
Drayton - Harristown	2006	M	64.2
Drayton - Harristown	2011	F	45.8
Drayton - Harristown	2011	M	60.5
Drayton - Harristown	2016	F	47.6
Drayton - Harristown	2016	M	59.8
Gatton	2006	F	47.8
Gatton	2006	M	63.4
Gatton	2011	F	50.5
Gatton	2011	M	65.3
Gatton	2016	F	47.9
Gatton	2016	M	59
Gowrie (Qld)	2006	F	60.2
Gowrie (Qld)	2006	M	76.5
Gowrie (Qld)	2011	F	62.6
Gowrie (Qld)	2011	M	76.6
Gowrie (Qld)	2016	F	62.7
Gowrie (Qld)	2016	M	73.2
Highfields	2006	F	62.2
Highfields	2006	M	74.5
Highfields	2011	F	61.9
Highfields	2011	M	72.3
Highfields	2016	F	61.3
Highfields	2016	M	68.4
Lockyer Valley - West	2006	F	56.8
Lockyer Valley - West	2006	M	67.1
Lockyer Valley - West	2011	F	58.1
Lockyer Valley - West	2011	M	67.4
Lockyer Valley - West	2016	F	57.7
Lockyer Valley - West	2016	M	65.2
Middle Ridge	2006	F	53
Middle Ridge	2006	M	72.1
