SA2_NAME16	Year	Sex	labourForceParticipation
Bega-Eden Hinterland	2011	M	59.7
Bega-Eden Hinterland	2016	F	51.7
Bega-Eden Hinterland	2016	M	55.6
Broulee - Tomakin	2006	F	41.6
Broulee - Tomakin	2006	M	48.4
Broulee - Tomakin	2011	F	43.3
Broulee - Tomakin	2011	M	51.7
Broulee - Tomakin	2016	F	44.9
Broulee - Tomakin	2016	M	47.4
Deua - Wadbilliga	2006	F	0
Deua - Wadbilliga	2006	M	0
Deua - Wadbilliga	2011	F	58.3
Deua - Wadbilliga	2011	M	78.3
Deua - Wadbilliga	2016	F	30
Deua - Wadbilliga	2016	M	53.3
Eden	2006	F	47.2
Eden	2006	M	62
Eden	2011	F	46.6
Eden	2011	M	57
Eden	2016	F	42.1
Eden	2016	M	49.7
Eurobodalla Hinterland	2006	F	52.1
Eurobodalla Hinterland	2006	M	57.5
Eurobodalla Hinterland	2011	F	53.1
Eurobodalla Hinterland	2011	M	55.4
Eurobodalla Hinterland	2016	F	53
Eurobodalla Hinterland	2016	M	53.4
Merimbula - Tura Beach	2006	F	45.8
Merimbula - Tura Beach	2006	M	56.3
Merimbula - Tura Beach	2011	F	45.7
Merimbula - Tura Beach	2011	M	53.4
Merimbula - Tura Beach	2016	F	44
Merimbula - Tura Beach	2016	M	50.2
Moruya - Tuross Head	2006	F	43.1
Moruya - Tuross Head	2006	M	50.9
Moruya - Tuross Head	2011	F	44.3
Moruya - Tuross Head	2011	M	50.1
Moruya - Tuross Head	2016	F	43.6
Moruya - Tuross Head	2016	M	46
Narooma - Bermagui	2006	F	38.5
Narooma - Bermagui	2006	M	45.9
Narooma - Bermagui	2011	F	38.6
Narooma - Bermagui	2011	M	43.8
Narooma - Bermagui	2016	F	37.1
Narooma - Bermagui	2016	M	40.1
Goulburn	2006	F	52.2
Goulburn	2006	M	59.8
Goulburn	2011	F	53.7
Goulburn	2011	M	60.9
Goulburn	2016	F	52.5
Goulburn	2016	M	58.7
Goulburn Region	2006	F	52.5
Goulburn Region	2006	M	64.8
Goulburn Region	2011	F	54.8
Goulburn Region	2011	M	64.9
Goulburn Region	2016	F	53.2
Goulburn Region	2016	M	60.7
Yass	2006	F	54.6
Yass	2006	M	69.5
Yass	2011	F	57.1
Yass	2011	M	67.9
Yass	2016	F	55.2
Yass	2016	M	63.9
Yass Region	2006	F	65.1
Yass Region	2006	M	76.4
Yass Region	2011	F	66.8
Yass Region	2011	M	74.4
Yass Region	2016	F	65.4
Yass Region	2016	M	70.7
Young	2006	F	50
Young	2006	M	65
Young	2011	F	48.9
Young	2011	M	62.5
Young	2016	F	48.4
Young	2016	M	59.2
Young Region	2006	F	49.3
Young Region	2006	M	64
Young Region	2011	F	48.2
Young Region	2011	M	62.3
Young Region	2016	F	49.2
Young Region	2016	M	58.7
Avoca Beach - Copacabana	2006	F	62.3
Avoca Beach - Copacabana	2006	M	69.6
Avoca Beach - Copacabana	2011	F	62.5
Avoca Beach - Copacabana	2011	M	70
Avoca Beach - Copacabana	2016	F	63.7
Avoca Beach - Copacabana	2016	M	69.9
Box Head - MacMasters Beach	2006	F	49.8
Box Head - MacMasters Beach	2006	M	61.8
Box Head - MacMasters Beach	2011	F	51.9
Box Head - MacMasters Beach	2011	M	60.7
Box Head - MacMasters Beach	2016	F	52.7
Box Head - MacMasters Beach	2016	M	60.1
Calga - Kulnura	2006	F	55.5
Calga - Kulnura	2006	M	60.9
Calga - Kulnura	2011	F	60.1
Calga - Kulnura	2011	M	67.3
Calga - Kulnura	2016	F	56.4
Calga - Kulnura	2016	M	61.3
Erina - Green Point	2006	F	44.8
Erina - Green Point	2006	M	58.6
Erina - Green Point	2011	F	46
Erina - Green Point	2011	M	58.5
Erina - Green Point	2016	F	46.5
Erina - Green Point	2016	M	55.8
Gosford - Springfield	2006	F	51.4
Gosford - Springfield	2006	M	63.5
Gosford - Springfield	2011	F	52.5
Gosford - Springfield	2011	M	64.8
Gosford - Springfield	2016	F	53.9
Gosford - Springfield	2016	M	63.7
Kariong	2006	F	60.8
Kariong	2006	M	72.5
Kariong	2011	F	64.1
Kariong	2011	M	73.4
Kariong	2016	F	64.8
Kariong	2016	M	70.9
Kincumber - Picketts Valley	2006	F	44.8
Kincumber - Picketts Valley	2006	M	56.2
Kincumber - Picketts Valley	2011	F	47.4
Kincumber - Picketts Valley	2011	M	60
Kincumber - Picketts Valley	2016	F	46.5
Kincumber - Picketts Valley	2016	M	57.9
Narara	2006	F	62.2
Narara	2006	M	72.4
Narara	2011	F	62.3
Narara	2011	M	70.1
Narara	2016	F	61.2
Narara	2016	M	70.5
Niagara Park - Lisarow	2006	F	63.6
Niagara Park - Lisarow	2006	M	75.5
Niagara Park - Lisarow	2011	F	62
Niagara Park - Lisarow	2011	M	72.7
Niagara Park - Lisarow	2016	F	60.3
Niagara Park - Lisarow	2016	M	70.6
Point Clare - Koolewong	2006	F	49.2
Point Clare - Koolewong	2006	M	63
Point Clare - Koolewong	2011	F	49.2
Point Clare - Koolewong	2011	M	60.9
Point Clare - Koolewong	2016	F	55
Point Clare - Koolewong	2016	M	63.1
Saratoga - Davistown	2006	F	49.6
Saratoga - Davistown	2006	M	60.9
Saratoga - Davistown	2011	F	53.8
Saratoga - Davistown	2011	M	65
Saratoga - Davistown	2016	F	55.8
Saratoga - Davistown	2016	M	63.6
Terrigal - North Avoca	2006	F	58.7
Terrigal - North Avoca	2006	M	67.9
Terrigal - North Avoca	2011	F	58.3
Terrigal - North Avoca	2011	M	66.4
Terrigal - North Avoca	2016	F	59.4
Terrigal - North Avoca	2016	M	67
Umina - Booker Bay - Patonga	2006	F	41.3
Umina - Booker Bay - Patonga	2006	M	52.7
Umina - Booker Bay - Patonga	2011	F	45.1
Umina - Booker Bay - Patonga	2011	M	55.9
Umina - Booker Bay - Patonga	2016	F	46.5
Umina - Booker Bay - Patonga	2016	M	54.8
Wamberal - Forresters Beach	2006	F	59.5
Wamberal - Forresters Beach	2006	M	67.8
Wamberal - Forresters Beach	2011	F	61.6
Wamberal - Forresters Beach	2011	M	70.5
Wamberal - Forresters Beach	2016	F	60.6
Wamberal - Forresters Beach	2016	M	66.9
Woy Woy - Blackwall	2006	F	40.3
Woy Woy - Blackwall	2006	M	53.9
Woy Woy - Blackwall	2011	F	43.6
Woy Woy - Blackwall	2011	M	53.9
Woy Woy - Blackwall	2016	F	44.9
Woy Woy - Blackwall	2016	M	53.3
Wyoming	2006	F	49.2
Wyoming	2006	M	65.3
Wyoming	2011	F	47.9
Wyoming	2011	M	61.8
Wyoming	2016	F	49.4
Wyoming	2016	M	59.8
Bateau Bay - Killarney Vale	2006	F	46.2
Bateau Bay - Killarney Vale	2006	M	60
Bateau Bay - Killarney Vale	2011	F	49.8
Bateau Bay - Killarney Vale	2011	M	62.1
Bateau Bay - Killarney Vale	2016	F	51.1
Bateau Bay - Killarney Vale	2016	M	61.2
Blue Haven - San Remo	2006	F	52.4
Blue Haven - San Remo	2006	M	67
Blue Haven - San Remo	2011	F	53
Blue Haven - San Remo	2011	M	64
Blue Haven - San Remo	2016	F	54.8
Blue Haven - San Remo	2016	M	64.2
Budgewoi - Buff Point - Halekulani	2006	F	42.1
Budgewoi - Buff Point - Halekulani	2006	M	53.3
Budgewoi - Buff Point - Halekulani	2011	F	44.3
Budgewoi - Buff Point - Halekulani	2011	M	54.6
Budgewoi - Buff Point - Halekulani	2016	F	46.3
Budgewoi - Buff Point - Halekulani	2016	M	55
Chittaway Bay - Tumbi Umbi	2006	F	55.4
Chittaway Bay - Tumbi Umbi	2006	M	68.5
Chittaway Bay - Tumbi Umbi	2011	F	56.6
Chittaway Bay - Tumbi Umbi	2011	M	68.4
Chittaway Bay - Tumbi Umbi	2016	F	57.9
Chittaway Bay - Tumbi Umbi	2016	M	67.8
Gorokan - Kanwal - Charmhaven	2006	F	43.5
Gorokan - Kanwal - Charmhaven	2006	M	58.5
Gorokan - Kanwal - Charmhaven	2011	F	44.9
Gorokan - Kanwal - Charmhaven	2011	M	57.3
Gorokan - Kanwal - Charmhaven	2016	F	45.6
Gorokan - Kanwal - Charmhaven	2016	M	55.3
Jilliby - Yarramalong	2006	F	59.4
Jilliby - Yarramalong	2006	M	70.9
Jilliby - Yarramalong	2011	F	58.5
Jilliby - Yarramalong	2011	M	68.2
Jilliby - Yarramalong	2016	F	60.1
Jilliby - Yarramalong	2016	M	65.2
Lake Munmorah - Mannering Park	2006	F	43
Lake Munmorah - Mannering Park	2006	M	53.6
Lake Munmorah - Mannering Park	2011	F	43.5
Lake Munmorah - Mannering Park	2011	M	53.6
Lake Munmorah - Mannering Park	2016	F	43.4
Lake Munmorah - Mannering Park	2016	M	51.6
Ourimbah - Fountaindale	2006	F	62.9
Ourimbah - Fountaindale	2006	M	73.7
Ourimbah - Fountaindale	2011	F	62.8
Ourimbah - Fountaindale	2011	M	72.9
Ourimbah - Fountaindale	2016	F	63.4
Ourimbah - Fountaindale	2016	M	70
Summerland Point - Gwandalan	2006	F	45.7
Summerland Point - Gwandalan	2006	M	56.5
Summerland Point - Gwandalan	2011	F	46.2
Summerland Point - Gwandalan	2011	M	57.3
Summerland Point - Gwandalan	2016	F	50.5
Summerland Point - Gwandalan	2016	M	57.2
The Entrance	2006	F	40.4
The Entrance	2006	M	51.3
The Entrance	2011	F	45.2
The Entrance	2011	M	54.6
The Entrance	2016	F	46.7
The Entrance	2016	M	54.5
Toukley - Norah Head	2006	F	39.1
Toukley - Norah Head	2006	M	49.8
Toukley - Norah Head	2011	F	40.4
Toukley - Norah Head	2011	M	49.7
Toukley - Norah Head	2016	F	41.6
Toukley - Norah Head	2016	M	49.7
Tuggerah - Kangy Angy	2006	F	55.1
Tuggerah - Kangy Angy	2006	M	68
Tuggerah - Kangy Angy	2011	F	56.3
Tuggerah - Kangy Angy	2011	M	66.6
Tuggerah - Kangy Angy	2016	F	57.6
Tuggerah - Kangy Angy	2016	M	65.7
Warnervale - Wadalba	2006	F	52.4
Warnervale - Wadalba	2006	M	66.9
Warnervale - Wadalba	2011	F	55.1
Warnervale - Wadalba	2011	M	67.2
Warnervale - Wadalba	2016	F	57.9
Warnervale - Wadalba	2016	M	67.4
Wyong	2006	F	47.1
Wyong	2006	M	61
Wyong	2011	F	46.7
Wyong	2011	M	59.9
Wyong	2016	F	47.1
Wyong	2016	M	56.6
Bathurst	2006	F	55.5
Bathurst	2006	M	62.1
Bathurst	2011	F	56.2
Bathurst	2011	M	62.7
Bathurst	2016	F	55.3
Bathurst	2016	M	59.3
Bathurst - East	2006	F	58.7
Bathurst - East	2006	M	69.4
Bathurst - East	2011	F	58.2
Bathurst - East	2011	M	68.2
Bathurst - East	2016	F	58.4
Bathurst - East	2016	M	65
Bathurst Region	2006	F	61.8
Bathurst Region	2006	M	63.8
Bathurst Region	2011	F	61.2
Bathurst Region	2011	M	64.2
Bathurst Region	2016	F	58.7
Bathurst Region	2016	M	56.2
Oberon	2006	F	52.7
Oberon	2006	M	68.4
Oberon	2011	F	53.7
Oberon	2011	M	64.7
Oberon	2016	F	49.6
Oberon	2016	M	56.2
Condobolin	2006	F	50.7
Condobolin	2006	M	65.5
Condobolin	2011	F	53.4
Condobolin	2011	M	63.9
Condobolin	2016	F	49.5
Condobolin	2016	M	60.2
Cowra	2006	F	45.5
Cowra	2006	M	60.6
Cowra	2011	F	43.7
Cowra	2011	M	55.5
Cowra	2016	F	44.2
Cowra	2016	M	52.9
Cowra Region	2006	F	51.2
Cowra Region	2006	M	63.1
Cowra Region	2011	F	50.9
Cowra Region	2011	M	61.3
Cowra Region	2016	F	50.2
Cowra Region	2016	M	57
Forbes	2006	F	48.1
Forbes	2006	M	63.2
Forbes	2011	F	50.7
Forbes	2011	M	61.8
Forbes	2016	F	49.9
Forbes	2016	M	58.7
Grenfell	2006	F	46
Grenfell	2006	M	60.2
Grenfell	2011	F	45.8
Grenfell	2011	M	56
Grenfell	2016	F	46
Grenfell	2016	M	53.5
Parkes (NSW)	2006	F	50.8
Parkes (NSW)	2006	M	66.3
Parkes (NSW)	2011	F	50.7
Parkes (NSW)	2011	M	62.6
Parkes (NSW)	2016	F	48.7
Parkes (NSW)	2016	M	60.5
Parkes Region	2006	F	49.3
Parkes Region	2006	M	63.5
Parkes Region	2011	F	49.2
Parkes Region	2011	M	62
Parkes Region	2016	F	49.3
Parkes Region	2016	M	57.3
West Wyalong	2006	F	52.5
West Wyalong	2006	M	70.2
West Wyalong	2011	F	53.2
West Wyalong	2011	M	68.6
West Wyalong	2016	F	49.4
West Wyalong	2016	M	62
Lithgow	2006	F	46.6
Lithgow	2006	M	56.3
Lithgow	2011	F	46.1
Lithgow	2011	M	54.2
Lithgow	2016	F	44.3
Lithgow	2016	M	48.4
Lithgow Region	2006	F	48.8
Lithgow Region	2006	M	62.4
Lithgow Region	2011	F	52.4
Lithgow Region	2011	M	62.3
Lithgow Region	2016	F	48.1
Lithgow Region	2016	M	54.5
Mudgee	2006	F	51.2
Mudgee	2006	M	66.6
Mudgee	2011	F	53
Mudgee	2011	M	65.9
Mudgee	2016	F	52.4
Mudgee	2016	M	65.1
Mudgee Region - East	2006	F	41.1
Mudgee Region - East	2006	M	55.3
Mudgee Region - East	2011	F	41.3
Mudgee Region - East	2011	M	54.8
Mudgee Region - East	2016	F	38.7
Mudgee Region - East	2016	M	44.4
Mudgee Region - West	2006	F	49.3
Mudgee Region - West	2006	M	60.4
Mudgee Region - West	2011	F	48.8
Mudgee Region - West	2011	M	59.2
Mudgee Region - West	2016	F	48
Mudgee Region - West	2016	M	56
Wollangambe - Wollemi	2006	F	0
Wollangambe - Wollemi	2006	M	0
Wollangambe - Wollemi	2011	F	0
Wollangambe - Wollemi	2011	M	0
Wollangambe - Wollemi	2016	F	0
Wollangambe - Wollemi	2016	M	0
Blayney	2006	F	53.2
Blayney	2006	M	66.8
Blayney	2011	F	53.7
Blayney	2011	M	66.8
Blayney	2016	F	55.4
Blayney	2016	M	64
Orange	2006	F	49.5
Orange	2006	M	62.7
Orange	2011	F	50.5
Orange	2011	M	62.3
Orange	2016	F	49.8
Orange	2016	M	57.3
Orange - North	2006	F	58.6
Orange - North	2006	M	70.6
Orange - North	2011	F	60.6
Orange - North	2011	M	72
Orange - North	2016	F	61.8
Orange - North	2016	M	70.1
Orange Region	2006	F	60
Orange Region	2006	M	71.7
Orange Region	2011	F	60.9
Orange Region	2011	M	72
Orange Region	2016	F	59.5
Orange Region	2016	M	67.4
Grafton	2006	F	43.7
Grafton	2006	M	55.3
Grafton	2011	F	45.7
Grafton	2011	M	55.3
Grafton	2016	F	44.2
Grafton	2016	M	51.4
Grafton Region	2006	F	48.7
Grafton Region	2006	M	57.2
Grafton Region	2011	F	48.4
Grafton Region	2011	M	54
Grafton Region	2016	F	46.4
Grafton Region	2016	M	50
Maclean - Yamba - Iluka	2006	F	39.6
Maclean - Yamba - Iluka	2006	M	48
Maclean - Yamba - Iluka	2011	F	39.9
Maclean - Yamba - Iluka	2011	M	46.1
Maclean - Yamba - Iluka	2016	F	38.6
Maclean - Yamba - Iluka	2016	M	43.4
Bellingen	2006	F	50.9
Bellingen	2006	M	58.4
Bellingen	2011	F	52.2
Bellingen	2011	M	58.7
Bellingen	2016	F	50.2
Bellingen	2016	M	56.8
Coffs Harbour - North	2006	F	49.9
Coffs Harbour - North	2006	M	58.3
Coffs Harbour - North	2011	F	49.3
Coffs Harbour - North	2011	M	58.6
Coffs Harbour - North	2016	F	48.8
Coffs Harbour - North	2016	M	55.5
Coffs Harbour - South	2006	F	43.5
Coffs Harbour - South	2006	M	55.9
Coffs Harbour - South	2011	F	47.2
Coffs Harbour - South	2011	M	57.3
Coffs Harbour - South	2016	F	46.2
Coffs Harbour - South	2016	M	53.3
Coramba - Nana Glen - Bucca	2006	F	58.8
Coramba - Nana Glen - Bucca	2006	M	66.7
Coramba - Nana Glen - Bucca	2011	F	63.2
Coramba - Nana Glen - Bucca	2011	M	63.8
Coramba - Nana Glen - Bucca	2016	F	58.7
Coramba - Nana Glen - Bucca	2016	M	61.3
Dorrigo	2006	F	47.5
Dorrigo	2006	M	58.1
Dorrigo	2011	F	47.2
Dorrigo	2011	M	54.8
Dorrigo	2016	F	43.2
Dorrigo	2016	M	51.4
Korora - Emerald Beach	2006	F	58.5
Korora - Emerald Beach	2006	M	64.8
Korora - Emerald Beach	2011	F	59.7
Korora - Emerald Beach	2011	M	65.8
Korora - Emerald Beach	2016	F	58.7
Korora - Emerald Beach	2016	M	63.8
Sawtell - Boambee	2006	F	50.9
Sawtell - Boambee	2006	M	61.1
Sawtell - Boambee	2011	F	52.6
Sawtell - Boambee	2011	M	59.7
Sawtell - Boambee	2016	F	52.4
Sawtell - Boambee	2016	M	57.5
Urunga	2006	F	41.2
Urunga	2006	M	47
Urunga	2011	F	45.3
Urunga	2011	M	50.7
Urunga	2016	F	45.8
Urunga	2016	M	49.8
Woolgoolga - Arrawarra	2006	F	46.6
Woolgoolga - Arrawarra	2006	M	53.5
Woolgoolga - Arrawarra	2011	F	48.3
Woolgoolga - Arrawarra	2011	M	55.8
Woolgoolga - Arrawarra	2016	F	48.5
Woolgoolga - Arrawarra	2016	M	54.1
Bourke - Brewarrina	2006	F	55.7
Bourke - Brewarrina	2006	M	62.8
Bourke - Brewarrina	2011	F	53.6
Bourke - Brewarrina	2011	M	60.3
Bourke - Brewarrina	2016	F	48.9
Bourke - Brewarrina	2016	M	53
Cobar	2006	F	53.5
Cobar	2006	M	70.4
Cobar	2011	F	55.3
Cobar	2011	M	71.1
Cobar	2016	F	52.7
Cobar	2016	M	65.1
Coonamble	2006	F	51.4
Coonamble	2006	M	66.9
Coonamble	2011	F	50.1
Coonamble	2011	M	63.1
Coonamble	2016	F	48
Coonamble	2016	M	54.5
Nyngan - Warren	2006	F	53.7
Nyngan - Warren	2006	M	71
Nyngan - Warren	2011	F	53.7
Nyngan - Warren	2011	M	66
Nyngan - Warren	2016	F	51
Nyngan - Warren	2016	M	61.2
Walgett - Lightning Ridge	2006	F	50.3
Walgett - Lightning Ridge	2006	M	53.4
Walgett - Lightning Ridge	2011	F	48.9
Walgett - Lightning Ridge	2011	M	50.8
Walgett - Lightning Ridge	2016	F	46.8
Walgett - Lightning Ridge	2016	M	47.9
Broken Hill	2006	F	43.1
Broken Hill	2006	M	54.5
Broken Hill	2011	F	45.8
Broken Hill	2011	M	55.3
Broken Hill	2016	F	48
Broken Hill	2016	M	54.8
Far West	2006	F	55.6
Far West	2006	M	65
Far West	2011	F	56.7
Far West	2011	M	65.8
Far West	2016	F	46.1
Far West	2016	M	52.7
Coonabarabran	2006	F	46
Coonabarabran	2006	M	59.2
Coonabarabran	2011	F	46.3
Coonabarabran	2011	M	55.6
Coonabarabran	2016	F	44.8
Coonabarabran	2016	M	50.3
Dubbo - East	2006	F	60
Dubbo - East	2006	M	71.7
Dubbo - East	2011	F	61.2
Dubbo - East	2011	M	70.8
Dubbo - East	2016	F	58.2
Dubbo - East	2016	M	66.5
Dubbo - South	2006	F	54.6
Dubbo - South	2006	M	67.5
Dubbo - South	2011	F	58.2
Dubbo - South	2011	M	68.7
Dubbo - South	2016	F	58.9
Dubbo - South	2016	M	67.7
Dubbo - West	2006	F	52.1
Dubbo - West	2006	M	64.7
Dubbo - West	2011	F	59
Dubbo - West	2011	M	66.8
Dubbo - West	2016	F	56.2
Dubbo - West	2016	M	64.5
Dubbo Region	2006	F	63.2
Dubbo Region	2006	M	71.5
Dubbo Region	2011	F	63
Dubbo Region	2011	M	70.5
Dubbo Region	2016	F	62.6
Dubbo Region	2016	M	67.7
Gilgandra	2006	F	50.9
Gilgandra	2006	M	65.2
Gilgandra	2011	F	50.5
Gilgandra	2011	M	62.4
Gilgandra	2016	F	50
Gilgandra	2016	M	60.8
Narromine	2006	F	52.5
Narromine	2006	M	68.3
Narromine	2011	F	52.7
Narromine	2011	M	67.6
Narromine	2016	F	50.2
Narromine	2016	M	60.6
Wellington	2006	F	45.6
Wellington	2006	M	58.4
Wellington	2011	F	46.1
Wellington	2011	M	50.4
Wellington	2016	F	43.3
Wellington	2016	M	44.3
Branxton - Greta - Pokolbin	2006	F	54.1
Branxton - Greta - Pokolbin	2006	M	71.1
Branxton - Greta - Pokolbin	2011	F	57.6
Branxton - Greta - Pokolbin	2011	M	72.8
Branxton - Greta - Pokolbin	2016	F	59.3
Branxton - Greta - Pokolbin	2016	M	70
Cessnock	2006	F	45.1
Cessnock	2006	M	56.5
Cessnock	2011	F	47.2
Cessnock	2011	M	56.3
Cessnock	2016	F	46.8
Cessnock	2016	M	51.4
Cessnock Region	2006	F	51.3
Cessnock Region	2006	M	64.9
Cessnock Region	2011	F	54.7
Cessnock Region	2011	M	64.2
Cessnock Region	2016	F	51.3
Cessnock Region	2016	M	59.1
Dungog	2006	F	50.6
Dungog	2006	M	63.8
Dungog	2011	F	52.1
Dungog	2011	M	63.2
Dungog	2016	F	52.1
Dungog	2016	M	60.6
Kurri Kurri - Abermain	2006	F	47
Kurri Kurri - Abermain	2006	M	62.7
Kurri Kurri - Abermain	2011	F	48.8
Kurri Kurri - Abermain	2011	M	63.1
Kurri Kurri - Abermain	2016	F	49.5
Kurri Kurri - Abermain	2016	M	58.9
Singleton	2006	F	52.9
Singleton	2006	M	74.7
Singleton	2011	F	56.5
Singleton	2011	M	76.9
Singleton	2016	F	56
Singleton	2016	M	72.2
Singleton Region	2006	F	58.5
Singleton Region	2006	M	75.1
Singleton Region	2011	F	58.8
Singleton Region	2011	M	72
Singleton Region	2016	F	53.7
Singleton Region	2016	M	63.8
Maitland	2006	F	49.1
Maitland	2006	M	62.3
Maitland	2011	F	50.6
Maitland	2011	M	63.4
Maitland	2016	F	57.4
Maitland	2016	M	65.3
Maitland - East	2006	F	52.5
Maitland - East	2006	M	68
Maitland - East	2011	F	53.5
Maitland - East	2011	M	69
Maitland - East	2016	F	54.7
Maitland - East	2016	M	64.7
Maitland - North	2006	F	57
Maitland - North	2006	M	70.4
Maitland - North	2011	F	59.2
Maitland - North	2011	M	73.1
Maitland - North	2016	F	61.8
Maitland - North	2016	M	69.9
Maitland - West	2006	F	52.4
Maitland - West	2006	M	68
Maitland - West	2011	F	55.3
Maitland - West	2011	M	69.5
Maitland - West	2016	F	56.6
Maitland - West	2016	M	67.4
Thornton - Millers Forest	2006	F	63.6
Thornton - Millers Forest	2006	M	77.7
Thornton - Millers Forest	2011	F	64.5
Thornton - Millers Forest	2011	M	76.8
Thornton - Millers Forest	2016	F	65.4
Thornton - Millers Forest	2016	M	75
Anna Bay	2006	F	53.1
Anna Bay	2006	M	61.7
Anna Bay	2011	F	52.7
Anna Bay	2011	M	60.4
Anna Bay	2016	F	49.8
Anna Bay	2016	M	56.3
Lemon Tree Passage - Tanilba Bay	2006	F	39.8
Lemon Tree Passage - Tanilba Bay	2006	M	52
Lemon Tree Passage - Tanilba Bay	2011	F	42.4
Lemon Tree Passage - Tanilba Bay	2011	M	55.8
Lemon Tree Passage - Tanilba Bay	2016	F	41
Lemon Tree Passage - Tanilba Bay	2016	M	49.8
Nelson Bay Peninsula	2006	F	42
Nelson Bay Peninsula	2006	M	51.9
Nelson Bay Peninsula	2011	F	43.2
Nelson Bay Peninsula	2011	M	51.4
Nelson Bay Peninsula	2016	F	43.9
Nelson Bay Peninsula	2016	M	50.2
Raymond Terrace	2006	F	48
Raymond Terrace	2006	M	63.5
Raymond Terrace	2011	F	49.3
Raymond Terrace	2011	M	63.2
Raymond Terrace	2016	F	48.2
Raymond Terrace	2016	M	58.8
Seaham - Woodville	2006	F	63.9
Seaham - Woodville	2006	M	75.4
Seaham - Woodville	2011	F	64.2
Seaham - Woodville	2011	M	73.9
Seaham - Woodville	2016	F	62.9
Seaham - Woodville	2016	M	70.9
Tea Gardens - Hawks Nest	2006	F	31.4
Tea Gardens - Hawks Nest	2006	M	39.5
Tea Gardens - Hawks Nest	2011	F	32.4
Tea Gardens - Hawks Nest	2011	M	40.6
Tea Gardens - Hawks Nest	2016	F	31.5
Tea Gardens - Hawks Nest	2016	M	36.3
Williamtown - Medowie - Karuah	2006	F	54.9
Williamtown - Medowie - Karuah	2006	M	69.7
Williamtown - Medowie - Karuah	2011	F	56.5
Williamtown - Medowie - Karuah	2011	M	68.5
Williamtown - Medowie - Karuah	2016	F	56.2
Williamtown - Medowie - Karuah	2016	M	63
Muswellbrook	2006	F	52.1
Muswellbrook	2006	M	71.9
Muswellbrook	2011	F	55.5
Muswellbrook	2011	M	69.2
Muswellbrook	2016	F	52.3
Muswellbrook	2016	M	63.1
Muswellbrook Region	2006	F	55.3
Muswellbrook Region	2006	M	64.7
Muswellbrook Region	2011	F	60
Muswellbrook Region	2011	M	74
Muswellbrook Region	2016	F	56.3
Muswellbrook Region	2016	M	67.1
Scone	2006	F	53.8
Scone	2006	M	71.1
Scone	2011	F	54.8
Scone	2011	M	70
