SA2_NAME16	Year	SameAddress1YearAgo	Sex	persons
Batemans Bay	2016		F	385
Batemans Bay	2016		M	401
Batemans Bay	2016	0	F	531
Batemans Bay	2016	0	M	548
Batemans Bay	2016	1	F	2999
Batemans Bay	2016	1	M	2829
Batemans Bay - South	2006		F	178
Batemans Bay - South	2006		M	189
Batemans Bay - South	2006	0	F	709
Batemans Bay - South	2006	0	M	670
Batemans Bay - South	2006	1	F	3226
Batemans Bay - South	2006	1	M	2905
Batemans Bay - South	2011		F	301
Batemans Bay - South	2011		M	340
Batemans Bay - South	2011	0	F	656
Batemans Bay - South	2011	0	M	634
Batemans Bay - South	2011	1	F	3313
Batemans Bay - South	2011	1	M	2974
Batemans Bay - South	2016		F	446
Batemans Bay - South	2016		M	456
Batemans Bay - South	2016	0	F	647
Batemans Bay - South	2016	0	M	590
Batemans Bay - South	2016	1	F	3275
Batemans Bay - South	2016	1	M	2945
Bega - Tathra	2006		F	181
Bega - Tathra	2006		M	180
Bega - Tathra	2006	0	F	671
Bega - Tathra	2006	0	M	577
Bega - Tathra	2006	1	F	3092
Bega - Tathra	2006	1	M	2867
Bega - Tathra	2011		F	232
Bega - Tathra	2011		M	218
Bega - Tathra	2011	0	F	578
Bega - Tathra	2011	0	M	544
Bega - Tathra	2011	1	F	3339
Bega - Tathra	2011	1	M	3133
Bega - Tathra	2016		F	432
Bega - Tathra	2016		M	454
Bega - Tathra	2016	0	F	583
Bega - Tathra	2016	0	M	521
Bega - Tathra	2016	1	F	3306
Bega - Tathra	2016	1	M	3110
Bega-Eden Hinterland	2006		F	231
Bega-Eden Hinterland	2006		M	258
Bega-Eden Hinterland	2006	0	F	473
Bega-Eden Hinterland	2006	0	M	459
Bega-Eden Hinterland	2006	1	F	3678
Bega-Eden Hinterland	2006	1	M	3773
Bega-Eden Hinterland	2011		F	212
Bega-Eden Hinterland	2011		M	266
Bega-Eden Hinterland	2011	0	F	501
Bega-Eden Hinterland	2011	0	M	470
Bega-Eden Hinterland	2011	1	F	3623
Bega-Eden Hinterland	2011	1	M	3699
Bega-Eden Hinterland	2016		F	390
Bega-Eden Hinterland	2016		M	414
Bega-Eden Hinterland	2016	0	F	423
Bega-Eden Hinterland	2016	0	M	419
Bega-Eden Hinterland	2016	1	F	3547
Bega-Eden Hinterland	2016	1	M	3600
Broulee - Tomakin	2006		F	78
Broulee - Tomakin	2006		M	80
Broulee - Tomakin	2006	0	F	199
Broulee - Tomakin	2006	0	M	184
Broulee - Tomakin	2006	1	F	987
Broulee - Tomakin	2006	1	M	993
Broulee - Tomakin	2011		F	107
Broulee - Tomakin	2011		M	94
Broulee - Tomakin	2011	0	F	215
Broulee - Tomakin	2011	0	M	199
Broulee - Tomakin	2011	1	F	1115
Broulee - Tomakin	2011	1	M	1098
Broulee - Tomakin	2016		F	183
Broulee - Tomakin	2016		M	170
Broulee - Tomakin	2016	0	F	236
Broulee - Tomakin	2016	0	M	224
Broulee - Tomakin	2016	1	F	1263
Broulee - Tomakin	2016	1	M	1213
Deua - Wadbilliga	2006		F	0
Deua - Wadbilliga	2006		M	0
Deua - Wadbilliga	2006	0	F	0
Deua - Wadbilliga	2006	0	M	0
Deua - Wadbilliga	2006	1	F	0
Deua - Wadbilliga	2006	1	M	0
Deua - Wadbilliga	2011		F	-1
Deua - Wadbilliga	2011		M	-3
Deua - Wadbilliga	2011	0	F	3
Deua - Wadbilliga	2011	0	M	6
Deua - Wadbilliga	2011	1	F	25
Deua - Wadbilliga	2011	1	M	23
Deua - Wadbilliga	2016		F	-1
Deua - Wadbilliga	2016		M	3
Deua - Wadbilliga	2016	0	F	0
Deua - Wadbilliga	2016	0	M	0
Deua - Wadbilliga	2016	1	F	11
Deua - Wadbilliga	2016	1	M	12
Eden	2006		F	93
Eden	2006		M	90
Eden	2006	0	F	217
Eden	2006	0	M	235
Eden	2006	1	F	1210
Eden	2006	1	M	1166
Eden	2011		F	66
Eden	2011		M	60
Eden	2011	0	F	232
Eden	2011	0	M	233
Eden	2011	1	F	1351
Eden	2011	1	M	1261
Eden	2016		F	184
Eden	2016		M	168
Eden	2016	0	F	195
Eden	2016	0	M	193
Eden	2016	1	F	1261
Eden	2016	1	M	1221
Eurobodalla Hinterland	2006		F	71
Eurobodalla Hinterland	2006		M	75
Eurobodalla Hinterland	2006	0	F	131
Eurobodalla Hinterland	2006	0	M	137
Eurobodalla Hinterland	2006	1	F	1058
Eurobodalla Hinterland	2006	1	M	1108
Eurobodalla Hinterland	2011		F	88
Eurobodalla Hinterland	2011		M	96
Eurobodalla Hinterland	2011	0	F	137
Eurobodalla Hinterland	2011	0	M	130
Eurobodalla Hinterland	2011	1	F	1321
Eurobodalla Hinterland	2011	1	M	1436
Eurobodalla Hinterland	2016		F	147
Eurobodalla Hinterland	2016		M	152
Eurobodalla Hinterland	2016	0	F	179
Eurobodalla Hinterland	2016	0	M	170
Eurobodalla Hinterland	2016	1	F	1299
Eurobodalla Hinterland	2016	1	M	1352
Merimbula - Tura Beach	2006		F	171
Merimbula - Tura Beach	2006		M	183
Merimbula - Tura Beach	2006	0	F	787
Merimbula - Tura Beach	2006	0	M	756
Merimbula - Tura Beach	2006	1	F	3736
Merimbula - Tura Beach	2006	1	M	3559
Merimbula - Tura Beach	2011		F	246
Merimbula - Tura Beach	2011		M	225
Merimbula - Tura Beach	2011	0	F	806
Merimbula - Tura Beach	2011	0	M	721
Merimbula - Tura Beach	2011	1	F	4020
Merimbula - Tura Beach	2011	1	M	3767
Merimbula - Tura Beach	2016		F	507
Merimbula - Tura Beach	2016		M	450
Merimbula - Tura Beach	2016	0	F	848
Merimbula - Tura Beach	2016	0	M	761
Merimbula - Tura Beach	2016	1	F	4186
Merimbula - Tura Beach	2016	1	M	3863
Moruya - Tuross Head	2006		F	156
Moruya - Tuross Head	2006		M	179
Moruya - Tuross Head	2006	0	F	531
Moruya - Tuross Head	2006	0	M	493
Moruya - Tuross Head	2006	1	F	3342
Moruya - Tuross Head	2006	1	M	3268
Moruya - Tuross Head	2011		F	142
Moruya - Tuross Head	2011		M	169
Moruya - Tuross Head	2011	0	F	407
Moruya - Tuross Head	2011	0	M	416
Moruya - Tuross Head	2011	1	F	3293
Moruya - Tuross Head	2011	1	M	3193
Moruya - Tuross Head	2016		F	382
Moruya - Tuross Head	2016		M	357
Moruya - Tuross Head	2016	0	F	478
Moruya - Tuross Head	2016	0	M	434
Moruya - Tuross Head	2016	1	F	3147
Moruya - Tuross Head	2016	1	M	3168
Narooma - Bermagui	2006		F	193
Narooma - Bermagui	2006		M	241
Narooma - Bermagui	2006	0	F	637
Narooma - Bermagui	2006	0	M	559
Narooma - Bermagui	2006	1	F	3712
Narooma - Bermagui	2006	1	M	3603
Narooma - Bermagui	2011		F	206
Narooma - Bermagui	2011		M	248
Narooma - Bermagui	2011	0	F	620
Narooma - Bermagui	2011	0	M	593
Narooma - Bermagui	2011	1	F	3502
Narooma - Bermagui	2011	1	M	3462
Narooma - Bermagui	2016		F	477
Narooma - Bermagui	2016		M	435
Narooma - Bermagui	2016	0	F	570
Narooma - Bermagui	2016	0	M	530
Narooma - Bermagui	2016	1	F	3514
Narooma - Bermagui	2016	1	M	3447
Goulburn	2006		F	558
Goulburn	2006		M	1082
Goulburn	2006	0	F	1632
Goulburn	2006	0	M	1587
Goulburn	2006	1	F	8172
Goulburn	2006	1	M	7743
Goulburn	2011		F	491
Goulburn	2011		M	1086
Goulburn	2011	0	F	1598
Goulburn	2011	0	M	1496
Goulburn	2011	1	F	8635
Goulburn	2011	1	M	8178
Goulburn	2016		F	1144
Goulburn	2016		M	1639
Goulburn	2016	0	F	1713
Goulburn	2016	0	M	1631
Goulburn	2016	1	F	8584
Goulburn	2016	1	M	8177
Goulburn Region	2006		F	347
Goulburn Region	2006		M	426
Goulburn Region	2006	0	F	521
Goulburn Region	2006	0	M	533
Goulburn Region	2006	1	F	4629
Goulburn Region	2006	1	M	4845
Goulburn Region	2011		F	275
Goulburn Region	2011		M	304
Goulburn Region	2011	0	F	614
Goulburn Region	2011	0	M	576
Goulburn Region	2011	1	F	4810
Goulburn Region	2011	1	M	5035
Goulburn Region	2016		F	583
Goulburn Region	2016		M	641
Goulburn Region	2016	0	F	651
Goulburn Region	2016	0	M	660
Goulburn Region	2016	1	F	4893
Goulburn Region	2016	1	M	5242
Yass	2006		F	76
Yass	2006		M	111
Yass	2006	0	F	484
Yass	2006	0	M	413
Yass	2006	1	F	2431
Yass	2006	1	M	2222
Yass	2011		F	180
Yass	2011		M	206
Yass	2011	0	F	463
Yass	2011	0	M	439
Yass	2011	1	F	2611
Yass	2011	1	M	2425
Yass	2016		F	284
Yass	2016		M	282
Yass	2016	0	F	498
Yass	2016	0	M	454
Yass	2016	1	F	2603
Yass	2016	1	M	2382
Yass Region	2006		F	254
Yass Region	2006		M	276
Yass Region	2006	0	F	541
Yass Region	2006	0	M	560
Yass Region	2006	1	F	3675
Yass Region	2006	1	M	3740
Yass Region	2011		F	288
Yass Region	2011		M	293
Yass Region	2011	0	F	623
Yass Region	2011	0	M	610
Yass Region	2011	1	F	4249
Yass Region	2011	1	M	4330
Yass Region	2016		F	457
Yass Region	2016		M	483
Yass Region	2016	0	F	647
Yass Region	2016	0	M	587
Yass Region	2016	1	F	4638
Yass Region	2016	1	M	4694
Young	2006		F	242
Young	2006		M	239
Young	2006	0	F	876
Young	2006	0	M	819
Young	2006	1	F	4133
Young	2006	1	M	3879
Young	2011		F	347
Young	2011		M	346
Young	2011	0	F	807
Young	2011	0	M	712
Young	2011	1	F	4173
Young	2011	1	M	3897
Young	2016		F	494
Young	2016		M	468
Young	2016	0	F	803
Young	2016	0	M	716
Young	2016	1	F	4196
Young	2016	1	M	3926
Young Region	2006		F	127
Young Region	2006		M	146
Young Region	2006	0	F	393
Young Region	2006	0	M	386
Young Region	2006	1	F	3075
Young Region	2006	1	M	3144
Young Region	2011		F	186
Young Region	2011		M	213
Young Region	2011	0	F	386
Young Region	2011	0	M	409
Young Region	2011	1	F	3095
Young Region	2011	1	M	3103
Young Region	2016		F	306
Young Region	2016		M	312
Young Region	2016	0	F	389
Young Region	2016	0	M	377
Young Region	2016	1	F	2939
Young Region	2016	1	M	3001
Avoca Beach - Copacabana	2006		F	222
Avoca Beach - Copacabana	2006		M	219
Avoca Beach - Copacabana	2006	0	F	426
Avoca Beach - Copacabana	2006	0	M	444
Avoca Beach - Copacabana	2006	1	F	2802
Avoca Beach - Copacabana	2006	1	M	2751
Avoca Beach - Copacabana	2011		F	171
Avoca Beach - Copacabana	2011		M	201
Avoca Beach - Copacabana	2011	0	F	477
Avoca Beach - Copacabana	2011	0	M	450
Avoca Beach - Copacabana	2011	1	F	2880
Avoca Beach - Copacabana	2011	1	M	2825
Avoca Beach - Copacabana	2016		F	273
Avoca Beach - Copacabana	2016		M	296
Avoca Beach - Copacabana	2016	0	F	447
Avoca Beach - Copacabana	2016	0	M	465
Avoca Beach - Copacabana	2016	1	F	2919
Avoca Beach - Copacabana	2016	1	M	2913
Box Head - MacMasters Beach	2006		F	331
Box Head - MacMasters Beach	2006		M	323
Box Head - MacMasters Beach	2006	0	F	574
Box Head - MacMasters Beach	2006	0	M	549
Box Head - MacMasters Beach	2006	1	F	4304
Box Head - MacMasters Beach	2006	1	M	4236
Box Head - MacMasters Beach	2011		F	257
Box Head - MacMasters Beach	2011		M	295
Box Head - MacMasters Beach	2011	0	F	588
Box Head - MacMasters Beach	2011	0	M	585
Box Head - MacMasters Beach	2011	1	F	4361
Box Head - MacMasters Beach	2011	1	M	4246
Box Head - MacMasters Beach	2016		F	409
Box Head - MacMasters Beach	2016		M	397
Box Head - MacMasters Beach	2016	0	F	615
Box Head - MacMasters Beach	2016	0	M	580
Box Head - MacMasters Beach	2016	1	F	4440
Box Head - MacMasters Beach	2016	1	M	4253
Calga - Kulnura	2006		F	175
Calga - Kulnura	2006		M	236
Calga - Kulnura	2006	0	F	176
Calga - Kulnura	2006	0	M	178
Calga - Kulnura	2006	1	F	1500
Calga - Kulnura	2006	1	M	1669
Calga - Kulnura	2011		F	133
Calga - Kulnura	2011		M	198
Calga - Kulnura	2011	0	F	234
Calga - Kulnura	2011	0	M	193
Calga - Kulnura	2011	1	F	1785
Calga - Kulnura	2011	1	M	1880
Calga - Kulnura	2016		F	260
Calga - Kulnura	2016		M	300
Calga - Kulnura	2016	0	F	209
Calga - Kulnura	2016	0	M	227
Calga - Kulnura	2016	1	F	1768
Calga - Kulnura	2016	1	M	1939
Erina - Green Point	2006		F	437
Erina - Green Point	2006		M	323
Erina - Green Point	2006	0	F	886
Erina - Green Point	2006	0	M	719
Erina - Green Point	2006	1	F	5791
Erina - Green Point	2006	1	M	4978
Erina - Green Point	2011		F	295
Erina - Green Point	2011		M	296
Erina - Green Point	2011	0	F	794
Erina - Green Point	2011	0	M	674
Erina - Green Point	2011	1	F	6201
Erina - Green Point	2011	1	M	5333
Erina - Green Point	2016		F	699
Erina - Green Point	2016		M	571
Erina - Green Point	2016	0	F	900
Erina - Green Point	2016	0	M	775
Erina - Green Point	2016	1	F	5854
Erina - Green Point	2016	1	M	5152
Gosford - Springfield	2006		F	859
Gosford - Springfield	2006		M	839
Gosford - Springfield	2006	0	F	1547
Gosford - Springfield	2006	0	M	1554
Gosford - Springfield	2006	1	F	6245
Gosford - Springfield	2006	1	M	5639
Gosford - Springfield	2011		F	796
Gosford - Springfield	2011		M	791
Gosford - Springfield	2011	0	F	1586
Gosford - Springfield	2011	0	M	1452
Gosford - Springfield	2011	1	F	7105
Gosford - Springfield	2011	1	M	6336
Gosford - Springfield	2016		F	995
Gosford - Springfield	2016		M	970
Gosford - Springfield	2016	0	F	1579
Gosford - Springfield	2016	0	M	1498
Gosford - Springfield	2016	1	F	7118
Gosford - Springfield	2016	1	M	6643
Kariong	2006		F	217
Kariong	2006		M	254
Kariong	2006	0	F	364
Kariong	2006	0	M	413
Kariong	2006	1	F	2689
Kariong	2006	1	M	2648
Kariong	2011		F	144
Kariong	2011		M	153
Kariong	2011	0	F	322
Kariong	2011	0	M	314
Kariong	2011	1	F	2786
Kariong	2011	1	M	2730
Kariong	2016		F	220
Kariong	2016		M	366
Kariong	2016	0	F	354
Kariong	2016	0	M	344
Kariong	2016	1	F	2569
Kariong	2016	1	M	2529
Kincumber - Picketts Valley	2006		F	161
Kincumber - Picketts Valley	2006		M	129
Kincumber - Picketts Valley	2006	0	F	441
Kincumber - Picketts Valley	2006	0	M	377
Kincumber - Picketts Valley	2006	1	F	3246
Kincumber - Picketts Valley	2006	1	M	2783
Kincumber - Picketts Valley	2011		F	179
Kincumber - Picketts Valley	2011		M	139
Kincumber - Picketts Valley	2011	0	F	414
Kincumber - Picketts Valley	2011	0	M	389
Kincumber - Picketts Valley	2011	1	F	3243
Kincumber - Picketts Valley	2011	1	M	2741
Kincumber - Picketts Valley	2016		F	296
Kincumber - Picketts Valley	2016		M	241
Kincumber - Picketts Valley	2016	0	F	494
Kincumber - Picketts Valley	2016	0	M	406
Kincumber - Picketts Valley	2016	1	F	3171
Kincumber - Picketts Valley	2016	1	M	2703
Narara	2006		F	154
Narara	2006		M	184
Narara	2006	0	F	380
Narara	2006	0	M	357
Narara	2006	1	F	3064
Narara	2006	1	M	2895
Narara	2011		F	130
Narara	2011		M	144
Narara	2011	0	F	343
Narara	2011	0	M	323
Narara	2011	1	F	2864
Narara	2011	1	M	2688
Narara	2016		F	252
Narara	2016		M	212
Narara	2016	0	F	411
Narara	2016	0	M	366
Narara	2016	1	F	2736
Narara	2016	1	M	2658
Niagara Park - Lisarow	2006		F	152
Niagara Park - Lisarow	2006		M	136
Niagara Park - Lisarow	2006	0	F	415
Niagara Park - Lisarow	2006	0	M	412
Niagara Park - Lisarow	2006	1	F	2949
Niagara Park - Lisarow	2006	1	M	2838
Niagara Park - Lisarow	2011		F	185
Niagara Park - Lisarow	2011		M	199
Niagara Park - Lisarow	2011	0	F	464
Niagara Park - Lisarow	2011	0	M	458
Niagara Park - Lisarow	2011	1	F	3407
Niagara Park - Lisarow	2011	1	M	3336
Niagara Park - Lisarow	2016		F	267
Niagara Park - Lisarow	2016		M	300
Niagara Park - Lisarow	2016	0	F	388
Niagara Park - Lisarow	2016	0	M	398
Niagara Park - Lisarow	2016	1	F	3412
Niagara Park - Lisarow	2016	1	M	3257
Point Clare - Koolewong	2006		F	222
Point Clare - Koolewong	2006		M	227
Point Clare - Koolewong	2006	0	F	309
Point Clare - Koolewong	2006	0	M	311
Point Clare - Koolewong	2006	1	F	2637
Point Clare - Koolewong	2006	1	M	2517
Point Clare - Koolewong	2011		F	218
Point Clare - Koolewong	2011		M	248
Point Clare - Koolewong	2011	0	F	350
Point Clare - Koolewong	2011	0	M	331
Point Clare - Koolewong	2011	1	F	2664
Point Clare - Koolewong	2011	1	M	2501
Point Clare - Koolewong	2016		F	208
Point Clare - Koolewong	2016		M	207
Point Clare - Koolewong	2016	0	F	383
Point Clare - Koolewong	2016	0	M	352
Point Clare - Koolewong	2016	1	F	2598
Point Clare - Koolewong	2016	1	M	2458
Saratoga - Davistown	2006		F	218
Saratoga - Davistown	2006		M	237
Saratoga - Davistown	2006	0	F	393
Saratoga - Davistown	2006	0	M	383
Saratoga - Davistown	2006	1	F	2694
Saratoga - Davistown	2006	1	M	2524
Saratoga - Davistown	2011		F	169
Saratoga - Davistown	2011		M	119
Saratoga - Davistown	2011	0	F	450
Saratoga - Davistown	2011	0	M	397
Saratoga - Davistown	2011	1	F	2826
Saratoga - Davistown	2011	1	M	2672
Saratoga - Davistown	2016		F	271
Saratoga - Davistown	2016		M	303
Saratoga - Davistown	2016	0	F	428
Saratoga - Davistown	2016	0	M	363
Saratoga - Davistown	2016	1	F	2897
Saratoga - Davistown	2016	1	M	2719
Terrigal - North Avoca	2006		F	414
Terrigal - North Avoca	2006		M	447
Terrigal - North Avoca	2006	0	F	1078
Terrigal - North Avoca	2006	0	M	1012
Terrigal - North Avoca	2006	1	F	4660
Terrigal - North Avoca	2006	1	M	4413
Terrigal - North Avoca	2011		F	397
Terrigal - North Avoca	2011		M	422
Terrigal - North Avoca	2011	0	F	1044
Terrigal - North Avoca	2011	0	M	1014
Terrigal - North Avoca	2011	1	F	4944
Terrigal - North Avoca	2011	1	M	4746
Terrigal - North Avoca	2016		F	551
Terrigal - North Avoca	2016		M	523
Terrigal - North Avoca	2016	0	F	1098
Terrigal - North Avoca	2016	0	M	1019
Terrigal - North Avoca	2016	1	F	5154
Terrigal - North Avoca	2016	1	M	4999
Umina - Booker Bay - Patonga	2006		F	1241
Umina - Booker Bay - Patonga	2006		M	1221
Umina - Booker Bay - Patonga	2006	0	F	1617
Umina - Booker Bay - Patonga	2006	0	M	1517
Umina - Booker Bay - Patonga	2006	1	F	8466
Umina - Booker Bay - Patonga	2006	1	M	7643
Umina - Booker Bay - Patonga	2011		F	670
Umina - Booker Bay - Patonga	2011		M	695
Umina - Booker Bay - Patonga	2011	0	F	1741
Umina - Booker Bay - Patonga	2011	0	M	1435
Umina - Booker Bay - Patonga	2011	1	F	9404
Umina - Booker Bay - Patonga	2011	1	M	8591
Umina - Booker Bay - Patonga	2016		F	1209
Umina - Booker Bay - Patonga	2016		M	1095
Umina - Booker Bay - Patonga	2016	0	F	1733
Umina - Booker Bay - Patonga	2016	0	M	1597
Umina - Booker Bay - Patonga	2016	1	F	9362
Umina - Booker Bay - Patonga	2016	1	M	8598
Wamberal - Forresters Beach	2006		F	286
Wamberal - Forresters Beach	2006		M	351
Wamberal - Forresters Beach	2006	0	F	597
Wamberal - Forresters Beach	2006	0	M	583
Wamberal - Forresters Beach	2006	1	F	3801
Wamberal - Forresters Beach	2006	1	M	3648
Wamberal - Forresters Beach	2011		F	208
Wamberal - Forresters Beach	2011		M	245
Wamberal - Forresters Beach	2011	0	F	564
Wamberal - Forresters Beach	2011	0	M	520
Wamberal - Forresters Beach	2011	1	F	3836
Wamberal - Forresters Beach	2011	1	M	3719
Wamberal - Forresters Beach	2016		F	368
Wamberal - Forresters Beach	2016		M	394
Wamberal - Forresters Beach	2016	0	F	661
Wamberal - Forresters Beach	2016	0	M	626
Wamberal - Forresters Beach	2016	1	F	3907
Wamberal - Forresters Beach	2016	1	M	3801
Woy Woy - Blackwall	2006		F	709
Woy Woy - Blackwall	2006		M	640
Woy Woy - Blackwall	2006	0	F	876
Woy Woy - Blackwall	2006	0	M	770
Woy Woy - Blackwall	2006	1	F	5371
Woy Woy - Blackwall	2006	1	M	4854
Woy Woy - Blackwall	2011		F	420
Woy Woy - Blackwall	2011		M	444
Woy Woy - Blackwall	2011	0	F	860
Woy Woy - Blackwall	2011	0	M	776
Woy Woy - Blackwall	2011	1	F	5630
Woy Woy - Blackwall	2011	1	M	5124
Woy Woy - Blackwall	2016		F	684
Woy Woy - Blackwall	2016		M	623
Woy Woy - Blackwall	2016	0	F	992
Woy Woy - Blackwall	2016	0	M	884
Woy Woy - Blackwall	2016	1	F	5611
Woy Woy - Blackwall	2016	1	M	5128
Wyoming	2006		F	286
Wyoming	2006		M	259
Wyoming	2006	0	F	733
Wyoming	2006	0	M	729
