SA2_NAME16	Year	AustCitizen	Sex	persons
Deua - Wadbilliga	2016	1	F	11
Deua - Wadbilliga	2016	1	M	7
Eden	2006	0		249
Eden	2006	1	F	1389
Eden	2006	1	M	1371
Eden	2011	0		223
Eden	2011	1	F	1539
Eden	2011	1	M	1445
Eden	2016	0		376
Eden	2016	1	F	1444
Eden	2016	1	M	1396
Eurobodalla Hinterland	2006	0		249
Eurobodalla Hinterland	2006	1	F	1128
Eurobodalla Hinterland	2006	1	M	1206
Eurobodalla Hinterland	2011	0		265
Eurobodalla Hinterland	2011	1	F	1423
Eurobodalla Hinterland	2011	1	M	1523
Eurobodalla Hinterland	2016	0		328
Eurobodalla Hinterland	2016	1	F	1470
Eurobodalla Hinterland	2016	1	M	1503
Merimbula - Tura Beach	2006	0		717
Merimbula - Tura Beach	2006	1	F	4330
Merimbula - Tura Beach	2006	1	M	4147
Merimbula - Tura Beach	2011	0		812
Merimbula - Tura Beach	2011	1	F	4643
Merimbula - Tura Beach	2011	1	M	4324
Merimbula - Tura Beach	2016	0		1112
Merimbula - Tura Beach	2016	1	F	4924
Merimbula - Tura Beach	2016	1	M	4582
Moruya - Tuross Head	2006	0		607
Moruya - Tuross Head	2006	1	F	3735
Moruya - Tuross Head	2006	1	M	3634
Moruya - Tuross Head	2011	0		595
Moruya - Tuross Head	2011	1	F	3533
Moruya - Tuross Head	2011	1	M	3488
Moruya - Tuross Head	2016	0		780
Moruya - Tuross Head	2016	1	F	3603
Moruya - Tuross Head	2016	1	M	3585
Narooma - Bermagui	2006	0		774
Narooma - Bermagui	2006	1	F	4158
Narooma - Bermagui	2006	1	M	4014
Narooma - Bermagui	2011	0		745
Narooma - Bermagui	2011	1	F	3956
Narooma - Bermagui	2011	1	M	3931
Narooma - Bermagui	2016	0		977
Narooma - Bermagui	2016	1	F	4084
Narooma - Bermagui	2016	1	M	3917
Goulburn	2006	0		1987
Goulburn	2006	1	F	9621
Goulburn	2006	1	M	9167
Goulburn	2011	0		2022
Goulburn	2011	1	F	9997
Goulburn	2011	1	M	9466
Goulburn	2016	0		2893
Goulburn	2016	1	F	10284
Goulburn	2016	1	M	9713
Goulburn Region	2006	0		1080
Goulburn Region	2006	1	F	4985
Goulburn Region	2006	1	M	5235
Goulburn Region	2011	0		943
Goulburn Region	2011	1	F	5238
Goulburn Region	2011	1	M	5434
Goulburn Region	2016	0		1387
Goulburn Region	2016	1	F	5459
Goulburn Region	2016	1	M	5824
Yass	2006	0		314
Yass	2006	1	F	2825
Yass	2006	1	M	2596
Yass	2011	0		499
Yass	2011	1	F	3022
Yass	2011	1	M	2810
Yass	2016	0		576
Yass	2016	1	F	3087
Yass	2016	1	M	2843
Yass Region	2006	0		697
Yass Region	2006	1	F	4128
Yass Region	2006	1	M	4221
Yass Region	2011	0		761
Yass Region	2011	1	F	4779
Yass Region	2011	1	M	4857
Yass Region	2016	0		1023
Yass Region	2016	1	F	5247
Yass Region	2016	1	M	5235
Young	2006	0		618
Young	2006	1	F	4928
Young	2006	1	M	4640
Young	2011	0		860
Young	2011	1	F	4895
Young	2011	1	M	4525
Young	2016	0		953
Young	2016	1	F	4978
Young	2016	1	M	4670
Young Region	2006	0		406
Young Region	2006	1	F	3395
Young Region	2006	1	M	3465
Young Region	2011	0		510
Young Region	2011	1	F	3412
Young Region	2011	1	M	3472
Young Region	2016	0		662
Young Region	2016	1	F	3283
Young Region	2016	1	M	3378
Avoca Beach - Copacabana	2006	0		771
Avoca Beach - Copacabana	2006	1	F	3060
Avoca Beach - Copacabana	2006	1	M	3038
Avoca Beach - Copacabana	2011	0		809
Avoca Beach - Copacabana	2011	1	F	3155
Avoca Beach - Copacabana	2011	1	M	3046
Avoca Beach - Copacabana	2016	0		798
Avoca Beach - Copacabana	2016	1	F	3254
Avoca Beach - Copacabana	2016	1	M	3260
Box Head - MacMasters Beach	2006	0		1087
Box Head - MacMasters Beach	2006	1	F	4642
Box Head - MacMasters Beach	2006	1	M	4590
Box Head - MacMasters Beach	2011	0		1009
Box Head - MacMasters Beach	2011	1	F	4719
Box Head - MacMasters Beach	2011	1	M	4610
Box Head - MacMasters Beach	2016	0		971
Box Head - MacMasters Beach	2016	1	F	4950
Box Head - MacMasters Beach	2016	1	M	4768
Calga - Kulnura	2006	0		610
Calga - Kulnura	2006	1	F	1578
Calga - Kulnura	2006	1	M	1745
Calga - Kulnura	2011	0		488
Calga - Kulnura	2011	1	F	1949
Calga - Kulnura	2011	1	M	1985
Calga - Kulnura	2016	0		676
Calga - Kulnura	2016	1	F	1922
Calga - Kulnura	2016	1	M	2107
Erina - Green Point	2006	0		1349
Erina - Green Point	2006	1	F	6359
Erina - Green Point	2006	1	M	5428
Erina - Green Point	2011	0		1331
Erina - Green Point	2011	1	F	6609
Erina - Green Point	2011	1	M	5651
Erina - Green Point	2016	0		1653
Erina - Green Point	2016	1	F	6532
Erina - Green Point	2016	1	M	5768
Gosford - Springfield	2006	0		2656
Gosford - Springfield	2006	1	F	7319
Gosford - Springfield	2006	1	M	6711
Gosford - Springfield	2011	0		2810
Gosford - Springfield	2011	1	F	8062
Gosford - Springfield	2011	1	M	7200
Gosford - Springfield	2016	0		2970
Gosford - Springfield	2016	1	F	8157
Gosford - Springfield	2016	1	M	7676
Kariong	2006	0		779
Kariong	2006	1	F	2904
Kariong	2006	1	M	2901
Kariong	2011	0		614
Kariong	2011	1	F	2956
Kariong	2011	1	M	2883
Kariong	2016	0		785
Kariong	2016	1	F	2809
Kariong	2016	1	M	2791
Kincumber - Picketts Valley	2006	0		577
Kincumber - Picketts Valley	2006	1	F	3544
Kincumber - Picketts Valley	2006	1	M	3021
Kincumber - Picketts Valley	2011	0		591
Kincumber - Picketts Valley	2011	1	F	3521
Kincumber - Picketts Valley	2011	1	M	2998
Kincumber - Picketts Valley	2016	0		613
Kincumber - Picketts Valley	2016	1	F	3630
Kincumber - Picketts Valley	2016	1	M	3070
Narara	2006	0		688
Narara	2006	1	F	3246
Narara	2006	1	M	3101
Narara	2011	0		580
Narara	2011	1	F	3050
Narara	2011	1	M	2862
Narara	2016	0		632
Narara	2016	1	F	3070
Narara	2016	1	M	2940
Niagara Park - Lisarow	2006	0		617
Niagara Park - Lisarow	2006	1	F	3210
Niagara Park - Lisarow	2006	1	M	3080
Niagara Park - Lisarow	2011	0		716
Niagara Park - Lisarow	2011	1	F	3699
Niagara Park - Lisarow	2011	1	M	3637
Niagara Park - Lisarow	2016	0		724
Niagara Park - Lisarow	2016	1	F	3714
Niagara Park - Lisarow	2016	1	M	3591
Point Clare - Koolewong	2006	0		760
Point Clare - Koolewong	2006	1	F	2796
Point Clare - Koolewong	2006	1	M	2669
Point Clare - Koolewong	2011	0		809
Point Clare - Koolewong	2011	1	F	2823
Point Clare - Koolewong	2011	1	M	2682
Point Clare - Koolewong	2016	0		614
Point Clare - Koolewong	2016	1	F	2872
Point Clare - Koolewong	2016	1	M	2720
Saratoga - Davistown	2006	0		665
Saratoga - Davistown	2006	1	F	2978
Saratoga - Davistown	2006	1	M	2808
Saratoga - Davistown	2011	0		472
Saratoga - Davistown	2011	1	F	3194
Saratoga - Davistown	2011	1	M	2971
Saratoga - Davistown	2016	0		604
Saratoga - Davistown	2016	1	F	3289
Saratoga - Davistown	2016	1	M	3091
Terrigal - North Avoca	2006	0		1584
Terrigal - North Avoca	2006	1	F	5379
Terrigal - North Avoca	2006	1	M	5057
Terrigal - North Avoca	2011	0		1607
Terrigal - North Avoca	2011	1	F	5594
Terrigal - North Avoca	2011	1	M	5365
Terrigal - North Avoca	2016	0		1506
Terrigal - North Avoca	2016	1	F	6027
Terrigal - North Avoca	2016	1	M	5814
Umina - Booker Bay - Patonga	2006	0		3285
Umina - Booker Bay - Patonga	2006	1	F	9665
Umina - Booker Bay - Patonga	2006	1	M	8753
Umina - Booker Bay - Patonga	2011	0		2390
Umina - Booker Bay - Patonga	2011	1	F	10573
Umina - Booker Bay - Patonga	2011	1	M	9571
Umina - Booker Bay - Patonga	2016	0		2827
Umina - Booker Bay - Patonga	2016	1	F	10822
Umina - Booker Bay - Patonga	2016	1	M	9941
Wamberal - Forresters Beach	2006	0		1001
Wamberal - Forresters Beach	2006	1	F	4193
Wamberal - Forresters Beach	2006	1	M	4074
Wamberal - Forresters Beach	2011	0		877
Wamberal - Forresters Beach	2011	1	F	4184
Wamberal - Forresters Beach	2011	1	M	4029
Wamberal - Forresters Beach	2016	0		858
Wamberal - Forresters Beach	2016	1	F	4519
Wamberal - Forresters Beach	2016	1	M	4380
Woy Woy - Blackwall	2006	0		1885
Woy Woy - Blackwall	2006	1	F	5956
Woy Woy - Blackwall	2006	1	M	5378
Woy Woy - Blackwall	2011	0		1587
Woy Woy - Blackwall	2011	1	F	6101
Woy Woy - Blackwall	2011	1	M	5564
Woy Woy - Blackwall	2016	0		1740
Woy Woy - Blackwall	2016	1	F	6333
Woy Woy - Blackwall	2016	1	M	5851
Wyoming	2006	0		1086
Wyoming	2006	1	F	5443
Wyoming	2006	1	M	4918
Wyoming	2011	0		1154
Wyoming	2011	1	F	5289
Wyoming	2011	1	M	4746
Wyoming	2016	0		1385
Wyoming	2016	1	F	5271
Wyoming	2016	1	M	4780
Bateau Bay - Killarney Vale	2006	0		2022
Bateau Bay - Killarney Vale	2006	1	F	10203
Bateau Bay - Killarney Vale	2006	1	M	8917
Bateau Bay - Killarney Vale	2011	0		1656
Bateau Bay - Killarney Vale	2011	1	F	10496
Bateau Bay - Killarney Vale	2011	1	M	9227
Bateau Bay - Killarney Vale	2016	0		2109
Bateau Bay - Killarney Vale	2016	1	F	10480
Bateau Bay - Killarney Vale	2016	1	M	9419
Blue Haven - San Remo	2006	0		973
Blue Haven - San Remo	2006	1	F	4708
Blue Haven - San Remo	2006	1	M	4487
Blue Haven - San Remo	2011	0		966
Blue Haven - San Remo	2011	1	F	5023
Blue Haven - San Remo	2011	1	M	4792
Blue Haven - San Remo	2016	0		971
Blue Haven - San Remo	2016	1	F	5193
Blue Haven - San Remo	2016	1	M	4882
Budgewoi - Buff Point - Halekulani	2006	0		914
Budgewoi - Buff Point - Halekulani	2006	1	F	4006
Budgewoi - Buff Point - Halekulani	2006	1	M	3842
Budgewoi - Buff Point - Halekulani	2011	0		793
Budgewoi - Buff Point - Halekulani	2011	1	F	4184
Budgewoi - Buff Point - Halekulani	2011	1	M	3991
Budgewoi - Buff Point - Halekulani	2016	0		917
Budgewoi - Buff Point - Halekulani	2016	1	F	4294
Budgewoi - Buff Point - Halekulani	2016	1	M	4198
Chittaway Bay - Tumbi Umbi	2006	0		1229
Chittaway Bay - Tumbi Umbi	2006	1	F	7004
Chittaway Bay - Tumbi Umbi	2006	1	M	6485
Chittaway Bay - Tumbi Umbi	2011	0		1255
Chittaway Bay - Tumbi Umbi	2011	1	F	7265
Chittaway Bay - Tumbi Umbi	2011	1	M	6723
Chittaway Bay - Tumbi Umbi	2016	0		1286
Chittaway Bay - Tumbi Umbi	2016	1	F	7271
Chittaway Bay - Tumbi Umbi	2016	1	M	6798
Gorokan - Kanwal - Charmhaven	2006	0		1865
Gorokan - Kanwal - Charmhaven	2006	1	F	9405
Gorokan - Kanwal - Charmhaven	2006	1	M	8522
Gorokan - Kanwal - Charmhaven	2011	0		1952
Gorokan - Kanwal - Charmhaven	2011	1	F	9798
Gorokan - Kanwal - Charmhaven	2011	1	M	8925
Gorokan - Kanwal - Charmhaven	2016	0		2586
Gorokan - Kanwal - Charmhaven	2016	1	F	10117
Gorokan - Kanwal - Charmhaven	2016	1	M	9406
Jilliby - Yarramalong	2006	0		297
Jilliby - Yarramalong	2006	1	F	1215
Jilliby - Yarramalong	2006	1	M	1185
Jilliby - Yarramalong	2011	0		312
Jilliby - Yarramalong	2011	1	F	1355
Jilliby - Yarramalong	2011	1	M	1344
Jilliby - Yarramalong	2016	0		403
Jilliby - Yarramalong	2016	1	F	1465
Jilliby - Yarramalong	2016	1	M	1490
Lake Munmorah - Mannering Park	2006	0		893
Lake Munmorah - Mannering Park	2006	1	F	4477
Lake Munmorah - Mannering Park	2006	1	M	4246
Lake Munmorah - Mannering Park	2011	0		816
Lake Munmorah - Mannering Park	2011	1	F	4769
Lake Munmorah - Mannering Park	2011	1	M	4478
Lake Munmorah - Mannering Park	2016	0		935
Lake Munmorah - Mannering Park	2016	1	F	5036
Lake Munmorah - Mannering Park	2016	1	M	4757
Ourimbah - Fountaindale	2006	0		409
Ourimbah - Fountaindale	2006	1	F	2056
Ourimbah - Fountaindale	2006	1	M	2021
Ourimbah - Fountaindale	2011	0		409
Ourimbah - Fountaindale	2011	1	F	2220
Ourimbah - Fountaindale	2011	1	M	2165
Ourimbah - Fountaindale	2016	0		461
Ourimbah - Fountaindale	2016	1	F	2213
Ourimbah - Fountaindale	2016	1	M	2181
Summerland Point - Gwandalan	2006	0		495
Summerland Point - Gwandalan	2006	1	F	2271
Summerland Point - Gwandalan	2006	1	M	2346
Summerland Point - Gwandalan	2011	0		376
Summerland Point - Gwandalan	2011	1	F	2506
Summerland Point - Gwandalan	2011	1	M	2518
Summerland Point - Gwandalan	2016	0		421
Summerland Point - Gwandalan	2016	1	F	2655
Summerland Point - Gwandalan	2016	1	M	2692
The Entrance	2006	0		1575
The Entrance	2006	1	F	5191
The Entrance	2006	1	M	4842
The Entrance	2011	0		1732
The Entrance	2011	1	F	6372
The Entrance	2011	1	M	5883
The Entrance	2016	0		1758
The Entrance	2016	1	F	6829
The Entrance	2016	1	M	6354
Toukley - Norah Head	2006	0		870
Toukley - Norah Head	2006	1	F	4115
Toukley - Norah Head	2006	1	M	3939
Toukley - Norah Head	2011	0		876
Toukley - Norah Head	2011	1	F	4185
Toukley - Norah Head	2011	1	M	3938
Toukley - Norah Head	2016	0		1162
Toukley - Norah Head	2016	1	F	4389
Toukley - Norah Head	2016	1	M	4222
Tuggerah - Kangy Angy	2006	0		639
Tuggerah - Kangy Angy	2006	1	F	2241
Tuggerah - Kangy Angy	2006	1	M	2110
Tuggerah - Kangy Angy	2011	0		646
Tuggerah - Kangy Angy	2011	1	F	2302
Tuggerah - Kangy Angy	2011	1	M	2187
Tuggerah - Kangy Angy	2016	0		674
Tuggerah - Kangy Angy	2016	1	F	2377
Tuggerah - Kangy Angy	2016	1	M	2252
Warnervale - Wadalba	2006	0		1091
Warnervale - Wadalba	2006	1	F	4370
Warnervale - Wadalba	2006	1	M	4125
Warnervale - Wadalba	2011	0		1376
Warnervale - Wadalba	2011	1	F	5724
Warnervale - Wadalba	2011	1	M	5396
Warnervale - Wadalba	2016	0		1516
Warnervale - Wadalba	2016	1	F	7094
Warnervale - Wadalba	2016	1	M	6612
Wyong	2006	0		824
Wyong	2006	1	F	3353
Wyong	2006	1	M	3242
Wyong	2011	0		1038
Wyong	2011	1	F	3622
Wyong	2011	1	M	3492
Wyong	2016	0		1226
Wyong	2016	1	F	3857
Wyong	2016	1	M	3739
Bathurst	2006	0		2296
Bathurst	2006	1	F	10047
Bathurst	2006	1	M	9487
Bathurst	2011	0		2559
Bathurst	2011	1	F	10488
Bathurst	2011	1	M	9938
Bathurst	2016	0		3299
Bathurst	2016	1	F	10578
Bathurst	2016	1	M	9956
Bathurst - East	2006	0		638
Bathurst - East	2006	1	F	3924
Bathurst - East	2006	1	M	3848
Bathurst - East	2011	0		714
Bathurst - East	2011	1	F	4418
Bathurst - East	2011	1	M	4366
Bathurst - East	2016	0		1013
Bathurst - East	2016	1	F	5148
Bathurst - East	2016	1	M	5028
Bathurst Region	2006	0		565
Bathurst Region	2006	1	F	2685
Bathurst Region	2006	1	M	2710
Bathurst Region	2011	0		646
Bathurst Region	2011	1	F	2956
Bathurst Region	2011	1	M	3010
Bathurst Region	2016	0		1012
Bathurst Region	2016	1	F	2905
Bathurst Region	2016	1	M	2993
Oberon	2006	0		539
Oberon	2006	1	F	2004
Oberon	2006	1	M	2134
Oberon	2011	0		482
Oberon	2011	1	F	1928
Oberon	2011	1	M	2049
Oberon	2016	0		790
Oberon	2016	1	F	1915
Oberon	2016	1	M	1957
Condobolin	2006	0		448
Condobolin	2006	1	F	3267
Condobolin	2006	1	M	3373
Condobolin	2011	0		488
Condobolin	2011	1	F	3184
Condobolin	2011	1	M	3220
Condobolin	2016	0		877
Condobolin	2016	1	F	2869
Condobolin	2016	1	M	2884
Cowra	2006	0		617
Cowra	2006	1	F	4425
Cowra	2006	1	M	4208
Cowra	2011	0		791
Cowra	2011	1	F	4150
Cowra	2011	1	M	3985
Cowra	2016	0		868
Cowra	2016	1	F	4272
Cowra	2016	1	M	4006
Cowra Region	2006	0		294
Cowra Region	2006	1	F	2408
Cowra Region	2006	1	M	2539
Cowra Region	2011	0		380
Cowra Region	2011	1	F	2442
Cowra Region	2011	1	M	2525
Cowra Region	2016	0		507
Cowra Region	2016	1	F	2420
Cowra Region	2016	1	M	2520
Forbes	2006	0		674
Forbes	2006	1	F	4879
Forbes	2006	1	M	4730
Forbes	2011	0		629
Forbes	2011	1	F	4623
Forbes	2011	1	M	4553
Forbes	2016	0		1002
Forbes	2016	1	F	4566
Forbes	2016	1	M	4597
Grenfell	2006	0		184
Grenfell	2006	1	F	1729
Grenfell	2006	1	M	1723
Grenfell	2011	0		235
Grenfell	2011	1	F	1695
Grenfell	2011	1	M	1716
Grenfell	2016	0		400
Grenfell	2016	1	F	1615
Grenfell	2016	1	M	1637
Parkes (NSW)	2006	0		693
Parkes (NSW)	2006	1	F	5076
Parkes (NSW)	2006	1	M	4892
Parkes (NSW)	2011	0		1082
Parkes (NSW)	2011	1	F	5075
Parkes (NSW)	2011	1	M	4782
Parkes (NSW)	2016	0		1224
Parkes (NSW)	2016	1	F	5050
Parkes (NSW)	2016	1	M	4703
Parkes Region	2006	0		198
Parkes Region	2006	1	F	1521
Parkes Region	2006	1	M	1572
Parkes Region	2011	0		280
Parkes Region	2011	1	F	1506
Parkes Region	2011	1	M	1604
Parkes Region	2016	0		388
Parkes Region	2016	1	F	1437
Parkes Region	2016	1	M	1565
West Wyalong	2006	0		339
West Wyalong	2006	1	F	2900
West Wyalong	2006	1	M	2859
West Wyalong	2011	0		312
West Wyalong	2011	1	F	2791
West Wyalong	2011	1	M	2747
West Wyalong	2016	0		806
West Wyalong	2016	1	F	2562
West Wyalong	2016	1	M	2558
Lithgow	2006	0		1270
Lithgow	2006	1	F	5500
Lithgow	2006	1	M	5344
Lithgow	2011	0		1442
Lithgow	2011	1	F	5477
Lithgow	2011	1	M	5332
Lithgow	2016	0		1872
Lithgow	2016	1	F	5591
Lithgow	2016	1	M	5355
Lithgow Region	2006	0		737
Lithgow Region	2006	1	F	3393
Lithgow Region	2006	1	M	3516
Lithgow Region	2011	0		679
Lithgow Region	2011	1	F	3511
Lithgow Region	2011	1	M	3705
Lithgow Region	2016	0		1199
Lithgow Region	2016	1	F	3455
Lithgow Region	2016	1	M	3608
Mudgee	2006	0		720
Mudgee	2006	1	F	4564
Mudgee	2006	1	M	4294
Mudgee	2011	0		981
Mudgee	2011	1	F	4886
Mudgee	2011	1	M	4617
Mudgee	2016	0		1319
Mudgee	2016	1	F	5315
Mudgee	2016	1	M	5094
Mudgee Region - East	2006	0		324
Mudgee Region - East	2006	1	F	1522
Mudgee Region - East	2006	1	M	1560
Mudgee Region - East	2011	0		246
Mudgee Region - East	2011	1	F	1545
Mudgee Region - East	2011	1	M	1554
Mudgee Region - East	2016	0		478
Mudgee Region - East	2016	1	F	1451
Mudgee Region - East	2016	1	M	1515
Mudgee Region - West	2006	0		874
Mudgee Region - West	2006	1	F	4337
Mudgee Region - West	2006	1	M	4580
Mudgee Region - West	2011	0		954
Mudgee Region - West	2011	1	F	4369
Mudgee Region - West	2011	1	M	4627
Mudgee Region - West	2016	0		1538
Mudgee Region - West	2016	1	F	4266
Mudgee Region - West	2016	1	M	4555
Wollangambe - Wollemi	2006	0		0
Wollangambe - Wollemi	2006	1	F	0
Wollangambe - Wollemi	2006	1	M	0
Wollangambe - Wollemi	2011	0		0
Wollangambe - Wollemi	2011	1	F	0
Wollangambe - Wollemi	2011	1	M	0
Wollangambe - Wollemi	2016	0		0
Wollangambe - Wollemi	2016	1	F	0
Wollangambe - Wollemi	2016	1	M	0
Blayney	2006	0		407
Blayney	2006	1	F	3096
Blayney	2006	1	M	3091
Blayney	2011	0		572
Blayney	2011	1	F	3238
Blayney	2011	1	M	3197
Blayney	2016	0		643
Blayney	2016	1	F	3345
Blayney	2016	1	M	3283
Orange	2006	0		1759
Orange	2006	1	F	9176
Orange	2006	1	M	8444
Orange	2011	0		2043
Orange	2011	1	F	9130
Orange	2011	1	M	8456
Orange	2016	0		2255
Orange	2016	1	F	8768
Orange	2016	1	M	7986
Orange - North	2006	0		1174
Orange - North	2006	1	F	6692
Orange - North	2006	1	M	6273
Orange - North	2011	0		1599
Orange - North	2011	1	F	7843
Orange - North	2011	1	M	7393
Orange - North	2016	0		1897
Orange - North	2016	1	F	9099
Orange - North	2016	1	M	8732
Orange Region	2006	0		692
Orange Region	2006	1	F	4939
Orange Region	2006	1	M	4955
Orange Region	2011	0		661
Orange Region	2011	1	F	5126
Orange Region	2011	1	M	5210
Orange Region	2016	0		1032
Orange Region	2016	1	F	5224
Orange Region	2016	1	M	5347
Grafton	2006	0		1463
Grafton	2006	1	F	8505
Grafton	2006	1	M	7776
Grafton	2011	0		1486
Grafton	2011	1	F	8834
Grafton	2011	1	M	8040
Grafton	2016	0		1786
Grafton	2016	1	F	8780
Grafton	2016	1	M	8102
Grafton Region	2006	0		992
Grafton Region	2006	1	F	6830
Grafton Region	2006	1	M	7112
Grafton Region	2011	0		1104
Grafton Region	2011	1	F	6863
Grafton Region	2011	1	M	7066
Grafton Region	2016	0		1622
Grafton Region	2016	1	F	6687
Grafton Region	2016	1	M	7002
Maclean - Yamba - Iluka	2006	0		1029
Maclean - Yamba - Iluka	2006	1	F	7133
Maclean - Yamba - Iluka	2006	1	M	6827
Maclean - Yamba - Iluka	2011	0		1155
Maclean - Yamba - Iluka	2011	1	F	7528
Maclean - Yamba - Iluka	2011	1	M	7162
Maclean - Yamba - Iluka	2016	0		1630
Maclean - Yamba - Iluka	2016	1	F	7454
Maclean - Yamba - Iluka	2016	1	M	7195
Bellingen	2006	0		631
Bellingen	2006	1	F	2753
Bellingen	2006	1	M	2572
Bellingen	2011	0		482
Bellingen	2011	1	F	2710
Bellingen	2011	1	M	2512
Bellingen	2016	0		646
Bellingen	2016	1	F	2707
Bellingen	2016	1	M	2454
Coffs Harbour - North	2006	0		1347
Coffs Harbour - North	2006	1	F	7543
