SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
312021358,0,0,58,3,0,0,3,3,5,17,22,12,7,0,0,68,0,0,0,0,0,0,3,4,3,0,0,0,13,3,0,4,5,3,8,17,25,8,0,0,4,80,4,0,6,3,0,3,0,4,0,0,0,7,29,71,29,76,73,47,95,168,228,59,14,6,47,904,0,0,0,3,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,10,0,3,4,0,0,0,0,3,37,6,0,17,7,11,3,0,0,0,0,0,0,55,5,4,28,9,7,9,9,0,0,0,0,0,75,0,0,3,10,7,8,13,0,0,0,0,0,50,5,0,3,12,16,17,31,4,0,0,0,0,79,3,0,3,3,9,19,18,4,0,0,0,0,63,5,0,4,4,7,19,26,10,0,0,0,0,80,3,0,0,3,4,22,12,12,0,0,0,0,56,0,0
312031359,16,7,110,0,0,0,0,5,0,3,20,14,10,15,11,82,3,0,0,0,0,0,0,6,5,3,23,3,42,6,0,4,3,8,17,31,52,24,3,10,10,168,4,0,0,0,0,0,13,8,3,6,13,12,57,84,21,50,116,108,224,395,397,153,47,110,88,1783,3,0,0,3,3,4,0,0,3,0,0,3,16,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,10,12,6,3,4,7,3,0,0,0,46,3,0,3,13,8,6,11,8,4,0,0,0,56,0,4,8,21,15,21,13,17,3,0,0,0,93,5,0,0,9,12,23,26,22,3,0,0,3,108,0,0,11,3,16,28,31,30,6,0,5,3,129,4,0,5,10,8,38,39,48,7,0,0,7,172,0,0,0,5,8,29,49,49,12,3,0,4,163,3,0,0,3,11,19,36,64,20,7,4,3,162,8,0
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,0,0,38,0,0,0,0,0,0,9,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,8,8,21,3,0,0,0,4,58,3,0,3,3,3,0,3,0,0,0,0,4,21,84,37,97,105,73,115,177,75,13,3,10,36,821,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,7,4,0,3,3,3,0,7,0,0,0,0,0,20,3,0,6,9,3,8,0,0,0,0,0,0,34,6,8,11,22,6,6,9,0,0,0,0,0,79,6,0,5,11,4,19,13,5,0,0,0,0,64,5,0,3,14,8,21,21,3,0,0,0,3,80,3,0,4,5,4,12,20,5,0,0,0,3,58,4,4,4,11,8,17,23,8,0,0,0,3,73,6,0,7,6,5,11,21,16,3,0,0,0,74,11,4
313011362,0,0,44,0,0,0,0,0,0,3,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,13,37,26,3,0,0,7,93,0,0,3,0,3,10,7,3,0,0,0,19,48,42,6,50,71,73,269,591,277,35,5,7,43,1469,0,0,0,0,0,3,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,0,6,6,3,0,0,0,0,33,3,0,0,10,3,12,18,8,0,0,0,0,48,13,0,7,9,12,27,43,14,0,0,0,3,131,3,0,0,7,7,28,38,24,4,0,0,3,110,6,0,7,7,9,20,78,48,7,0,0,7,179,3,0,0,4,3,24,72,53,5,0,0,0,168,0,0,4,7,3,11,54,73,3,0,0,4,168,0,0,0,3,3,5,71,62,12,0,0,5,160,3,0
313011363,3,0,55,0,0,0,0,0,0,3,12,10,0,0,3,31,0,0,0,0,0,0,0,3,4,0,0,0,6,0,3,5,4,4,20,49,22,3,0,0,3,119,6,4,7,10,7,7,11,6,0,0,3,19,72,130,75,151,188,215,455,599,279,82,20,23,83,2307,0,0,3,0,0,5,3,0,0,0,0,3,22,0,0,0,0,0,0,7,4,0,0,0,0,15,4,10,8,14,9,10,14,6,0,0,0,3,76,14,12,33,23,13,25,28,4,0,0,0,0,149,18,13,48,51,32,66,71,18,6,0,0,5,331,0,0,16,25,15,57,75,28,3,0,0,3,226,7,0,11,30,22,42,111,44,8,0,0,11,286,0,6,5,10,15,23,82,51,7,0,0,4,210,6,0,5,12,14,22,84,59,18,3,0,4,229,8,0,0,0,4,10,62,58,25,0,0,9,175,0,0
313021364,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,3,7,9,26,10,9,0,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,7,3,0,0,0,9,3,0
313021365,0,0,61,0,0,0,0,0,0,24,3,3,0,3,0,35,3,0,0,0,0,4,0,6,0,0,0,0,6,3,9,11,4,8,40,110,26,3,0,0,16,235,6,5,12,13,11,15,15,0,0,0,3,29,113,176,141,215,290,251,680,1348,233,25,9,25,141,3528,3,0,0,0,5,9,16,7,0,0,0,10,49,3,0,3,3,0,7,7,0,0,0,0,6,33,9,8,32,16,6,26,29,6,0,0,0,7,137,6,13,71,23,24,54,34,14,0,0,0,7,250,13,11,83,61,41,134,92,25,5,0,0,7,470,5,0,23,61,32,143,143,23,3,0,0,6,441,3,5,23,36,36,98,146,58,4,0,5,12,427,9,3,14,18,24,114,190,62,3,0,0,17,459,0,0,5,9,16,86,219,90,7,3,3,6,441,5,0,6,12,10,77,189,113,7,0,0,3,423,4,0
313021366,0,0,70,0,0,0,0,0,3,23,8,0,0,0,0,35,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,5,3,3,28,140,37,3,0,3,10,240,5,0,3,3,4,9,35,13,0,0,0,22,93,65,29,85,91,132,483,1815,379,11,6,17,74,3201,0,0,3,0,3,0,10,10,0,0,3,3,31,0,0,0,0,0,3,8,3,0,0,0,3,22,5,0,9,3,8,4,16,5,3,0,0,3,55,4,4,8,6,12,11,30,17,0,0,0,3,96,9,3,23,12,31,48,84,28,0,0,0,3,240,0,0,4,11,15,65,150,44,0,0,0,3,294,6,0,7,17,13,80,177,70,0,0,0,3,370,0,3,13,8,16,59,192,108,0,0,0,7,404,4,0,0,7,6,53,215,126,6,0,0,3,427,0,0,5,0,10,31,197,138,0,0,0,0,388,0,0
313021367,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,9,11,10,8,21,30,8,0,0,8,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,3,0,4,3,0,0,0,12,0,0
313021368,0,0,34,0,0,0,0,0,0,7,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,46,8,6,0,0,0,68,0,0,0,0,0,0,9,3,0,0,0,3,24,22,13,22,24,28,116,563,155,5,0,5,24,970,0,0,0,0,0,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,5,3,0,0,0,0,18,0,0,3,0,0,7,8,10,0,0,0,0,31,3,4,7,0,3,11,20,6,0,0,0,3,54,0,0,0,0,4,10,31,13,0,0,0,0,60,3,0,0,6,9,14,69,28,0,0,0,3,133,0,0,0,3,7,15,66,36,0,0,0,3,124,0,0,0,3,3,11,67,70,0,0,0,4,159,0,0,0,0,0,8,68,71,0,0,0,3,153,0,0
313021369,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,7,19,3,24,8,11,15,56,31,17,0,0,8,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,4,0,3,3,3,0,0,0,11,0,0,0,0,0,3,3,3,5,0,0,0,20,0,0
313031370,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,3,0,8,5,3,0,0,0,0,22,3,0,0,3,3,5,3,3,0,0,0,0,14,53,12,21,61,38,72,101,37,0,5,3,26,427,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,16,4,0,0,12,0,0,4,0,0,0,0,0,23,11,0,5,8,0,11,12,3,0,0,0,0,48,0,0,0,4,3,4,5,0,0,0,0,0,18,5,0,0,14,3,15,13,0,0,0,0,0,52,0,0,3,5,3,9,19,0,0,0,0,0,44,7,0,0,4,7,11,18,6,0,0,0,0,45,3,0,3,0,3,6,11,6,0,0,0,3,36,6,0
313031371,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,7,3,0,0,3,21,0,0,0,0,0,0,3,0,0,0,0,6,9,49,4,22,35,34,73,123,51,20,0,0,25,443,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,12,4,0,0,0,0,0,3,0,0,0,0,0,10,9,0,4,0,3,6,9,0,0,0,0,0,40,8,0,0,3,3,4,18,7,0,0,0,0,38,9,0,3,3,0,7,15,3,0,0,0,0,45,9,0,0,0,0,7,12,4,0,0,0,0,36,6,0,0,0,4,6,17,6,8,0,0,0,51,6,0,3,0,5,7,12,8,4,0,0,0,43,0,0
313041372,0,0,34,0,0,0,0,0,0,6,12,0,0,4,0,18,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,5,0,0,13,25,31,0,3,0,3,75,0,0,0,0,0,3,0,6,0,0,3,4,19,33,13,30,38,46,160,430,184,20,11,6,37,998,0,0,0,0,0,0,4,7,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,6,0,0,0,0,3,15,3,3,4,4,0,10,16,0,0,0,0,0,43,0,0,11,9,3,20,28,11,0,0,0,0,79,3,0,0,4,4,22,45,13,0,0,0,0,92,6,0,3,5,4,28,72,24,3,3,0,0,141,0,0,0,0,4,15,68,24,0,0,0,0,117,3,0,0,0,0,19,89,35,3,3,0,0,147,3,0,0,3,3,3,67,44,3,0,0,3,123,6,0
313041373,0,0,47,0,0,0,0,0,6,14,15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,15,18,5,27,86,38,4,0,0,6,204,5,3,3,4,7,6,22,4,0,0,0,22,87,105,94,218,210,152,413,1237,285,13,3,10,94,2839,0,0,7,4,0,5,10,3,0,0,0,3,37,3,0,0,3,3,0,6,3,0,0,0,0,20,9,10,9,4,9,8,21,7,0,0,0,4,78,5,8,23,9,3,28,34,6,0,0,0,4,119,9,6,47,28,11,55,69,10,0,0,0,9,238,9,0,14,18,12,30,109,21,0,0,0,3,218,3,3,19,39,12,44,167,35,0,3,0,6,339,0,0,7,25,16,47,172,40,6,4,0,3,323,3,0,8,5,12,32,180,74,8,0,0,6,329,4,0,3,7,8,27,123,70,8,0,4,7,251,4,0
313041374,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,3,11,3,17,37,24,3,3,3,132,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,10,4,0,0,0,0,0,0,9,3,4,0,0,19,0,0
313041375,0,0,65,0,0,0,0,0,0,4,11,8,3,0,0,28,0,0,0,0,0,0,0,3,3,0,0,0,11,4,0,0,0,0,3,14,48,11,0,5,3,87,0,0,0,0,0,0,8,9,0,0,0,8,21,21,3,6,11,11,35,312,545,71,11,11,28,1068,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,4,7,9,0,0,0,0,28,3,0,0,0,0,3,11,16,0,0,0,5,36,3,0,0,0,0,0,18,37,6,3,0,0,70,3,0,0,0,3,4,30,31,5,0,0,0,76,3,0,0,0,0,0,30,62,8,3,0,3,115,0,0,0,0,0,3,35,98,18,3,0,0,159,3,0,0,0,0,3,27,99,12,3,0,3,152,4,0
313041376,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,7,4,0,5,19,33,8,3,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0
313051377,0,3,29,0,0,0,0,0,0,8,4,3,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,12,3,6,26,19,4,4,0,3,83,0,4,3,3,0,3,4,0,0,0,0,0,26,61,46,73,116,112,159,307,149,26,13,11,27,1086,3,0,0,0,0,0,0,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,6,3,5,6,3,0,0,0,5,31,3,6,11,3,9,6,8,8,0,0,0,3,57,3,5,19,12,10,27,16,4,3,0,0,3,113,3,0,4,6,10,29,25,11,0,0,0,0,87,0,0,5,12,13,26,37,19,0,0,0,4,121,0,0,0,7,13,22,35,22,3,0,0,3,105,6,0,0,8,4,19,30,34,6,0,0,3,112,0,0,0,0,0,9,44,46,5,3,0,0,107,3,0
313051378,0,3,65,0,0,0,0,0,0,12,13,9,0,3,0,33,0,0,0,0,0,0,3,0,3,0,0,0,8,0,3,6,5,8,6,33,23,8,3,0,7,105,8,9,4,7,5,8,6,3,0,0,0,23,84,168,152,168,208,163,371,651,258,48,21,17,66,2299,0,0,9,3,0,3,7,0,0,0,0,8,26,0,0,9,3,0,3,3,3,0,0,0,0,21,18,12,25,9,8,16,5,4,0,0,0,0,90,4,20,57,23,11,12,21,4,0,0,0,5,157,12,13,79,24,13,48,46,13,3,0,0,0,254,5,3,15,27,10,49,63,25,0,0,0,3,197,0,4,13,16,12,38,84,36,3,0,0,9,209,0,0,13,15,14,42,69,52,6,0,0,4,224,3,3,9,9,6,34,90,66,7,6,0,5,231,0,0,0,7,7,25,69,53,10,3,0,0,175,0,0
313051379,3,3,49,3,0,0,0,0,0,4,12,6,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,3,4,0,12,31,26,3,0,3,0,96,4,7,9,8,6,8,8,0,0,0,4,16,74,107,66,136,171,119,315,540,270,44,3,18,60,1854,0,3,0,0,0,3,3,4,0,0,0,3,19,0,3,0,0,3,0,0,0,0,0,0,0,12,6,5,15,7,4,8,9,4,3,0,0,4,65,0,10,35,21,14,24,23,7,5,0,0,13,150,3,12,53,46,19,46,39,16,3,0,0,4,237,7,3,7,18,24,37,64,21,0,0,0,0,183,3,0,12,26,20,39,74,30,7,0,0,3,217,4,0,4,9,19,43,81,41,10,3,0,3,211,0,0,4,0,8,14,77,63,3,4,3,0,182,0,0,8,0,3,13,66,56,15,0,0,3,165,0,0
313051380,0,3,85,0,0,0,0,0,0,10,13,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,3,15,52,48,7,0,0,8,164,6,6,3,6,0,3,13,7,0,0,0,15,59,86,65,159,130,66,188,785,538,27,5,11,80,2136,0,0,0,0,0,0,3,3,0,0,0,8,19,0,3,3,0,0,0,0,8,0,0,0,0,14,6,0,13,7,3,0,5,6,0,0,0,8,48,3,10,28,8,0,4,11,13,0,0,0,8,82,3,5,38,16,11,24,30,16,0,0,0,4,154,3,3,20,18,3,33,48,33,3,0,0,3,166,3,0,15,31,13,27,74,73,3,0,0,12,251,0,0,10,11,11,24,69,74,4,0,0,4,204,0,0,3,10,4,21,77,96,3,0,0,3,220,3,0,3,4,0,12,89,121,9,0,0,3,251,0,0
313051542,3,0,72,0,0,3,0,0,0,5,12,14,3,7,0,41,0,0,0,0,0,0,0,5,3,3,7,0,14,0,0,0,3,0,7,16,27,14,8,3,3,84,4,5,0,3,0,4,6,4,4,0,0,12,38,72,53,54,84,72,175,391,258,90,38,33,44,1364,0,0,0,0,0,3,0,3,0,0,0,3,11,3,0,0,0,0,0,0,0,3,0,0,0,5,3,0,12,0,0,4,8,0,0,0,0,3,32,3,4,22,4,4,7,14,9,0,0,0,4,71,8,10,35,12,15,33,23,5,3,0,0,3,151,3,0,11,9,10,22,45,18,0,5,0,7,133,3,3,6,5,5,20,41,18,0,0,3,0,109,0,0,3,3,5,12,44,23,3,0,3,0,120,5,0,4,3,3,15,47,39,8,3,4,3,134,3,0,3,0,7,10,40,34,11,4,3,0,105,6,0
314011382,0,0,55,0,0,0,0,0,3,3,14,6,3,0,0,37,0,0,0,0,0,0,0,3,3,0,0,0,15,0,0,0,0,4,4,10,25,9,3,0,3,52,0,0,0,0,0,0,0,4,0,0,0,3,10,19,0,16,32,51,36,121,330,75,20,9,23,744,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,4,4,0,0,0,0,14,3,0,0,3,0,6,0,9,0,0,0,0,24,0,0,3,3,0,0,4,15,0,0,0,3,31,5,0,0,4,3,0,13,15,0,0,0,0,44,4,0,0,3,0,3,9,27,13,0,0,3,60,0,0,0,0,3,8,8,27,10,0,0,0,60,0,0,0,0,0,5,5,45,10,5,0,6,77,3,0
314011383,5,0,71,0,0,3,0,0,0,3,37,9,5,0,0,58,0,0,0,0,0,0,0,7,3,3,0,0,11,0,0,0,5,4,0,7,40,8,0,3,3,79,0,0,0,0,0,0,3,3,0,0,0,3,13,21,3,11,42,93,38,176,521,66,24,9,29,1034,3,0,0,0,0,0,0,4,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,4,5,0,0,0,0,9,0,0,0,0,0,4,8,8,0,0,0,0,18,0,0,0,0,0,5,11,9,3,0,0,0,35,3,0,0,0,0,0,11,28,7,0,0,0,54,0,0,0,3,0,14,22,25,9,3,0,0,76,0,0,0,4,0,26,26,71,13,0,0,3,141,3,0,0,0,0,33,22,83,31,0,3,3,183,0,0
314011384,3,4,22,4,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,3,0,5,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,32,3,13,22,16,26,49,76,14,12,13,9,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,4,0,3,0,0,0,0,19,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,4,4,3,6,4,3,0,0,25,0,0,0,4,0,0,3,11,0,0,0,3,22,3,0,0,0,0,3,9,4,4,0,0,0,21,0,0,0,0,0,0,3,7,4,0,0,0,21,3,0
314011385,0,0,38,0,0,0,0,0,0,0,4,5,3,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,3,3,6,6,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,11,37,17,25,108,55,21,13,5,312,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,3,4,5,0,0,0,18,0,0,0,0,0,3,0,11,3,0,0,0,17,0,0,0,0,0,5,0,11,7,0,0,3,30,0,0
