SA2_MAINCODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
120031391,19,3,15,4,0,41,0,0,0,0,0,3,20,0,7,0,0,31,43,3,13,0,3,56,46,0,26,8,0,82,98,9,57,7,7,176,210,17,138,20,20,400,108,13,101,26,21,261,22,8,19,8,0,54,15,3,6,0,0,24,3,4,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,16,0,14,3,0,32,594,55,390,78,68,1189,23,3,23,0,6,49,3,0,0,0,0,3,13,0,4,0,0,17,19,0,3,0,0,17,8,0,0,3,3,22,27,0,10,0,0,42,69,0,42,8,4,123,217,15,127,17,14,397,194,7,122,20,17,359,56,4,59,6,8,136,25,3,18,8,4,61,6,0,9,5,0,27,4,0,0,3,0,7,3,4,5,0,0,8,21,3,6,0,9,41,684,47,441,71,71,1318,25,3,10,0,0,44,3,0
120031392,3,0,3,0,0,12,0,0,0,0,0,0,0,0,7,0,0,5,19,3,8,0,4,34,23,3,16,0,0,44,36,7,34,10,3,96,37,6,33,7,16,102,13,3,38,0,9,64,0,0,3,0,0,10,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,146,25,149,22,37,381,4,0,5,0,3,17,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,6,4,0,0,0,0,5,6,3,3,0,4,20,53,5,29,6,7,97,77,11,48,4,10,152,30,3,26,5,7,63,10,0,14,4,3,34,3,0,3,0,0,7,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,11,208,24,147,23,38,431,3,0,6,0,0,13,0,0
120031393,15,0,9,0,7,31,9,0,4,0,0,13,27,3,0,0,0,33,32,3,18,0,8,57,29,0,33,0,3,73,61,3,60,3,3,134,83,13,101,12,16,219,41,4,71,9,19,145,12,0,10,0,0,21,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,13,318,32,305,31,53,740,16,3,9,3,0,21,3,0,0,0,0,3,20,0,0,0,0,21,8,0,0,4,0,15,6,0,0,0,0,9,19,0,21,0,3,48,76,5,65,6,8,160,122,8,84,9,12,228,57,10,72,13,3,150,13,3,35,3,0,55,0,0,4,0,0,12,0,3,9,0,0,11,0,0,0,0,0,4,4,0,4,0,0,12,11,0,4,0,0,15,357,30,301,41,34,775,12,0,10,0,3,28,0,0
120031394,16,0,8,0,0,30,3,0,0,0,0,3,14,0,8,0,3,27,56,4,30,7,7,97,82,9,48,8,6,153,117,5,53,7,3,178,126,3,79,11,5,224,64,3,50,6,3,126,8,0,6,3,0,15,3,0,4,0,0,13,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,0,3,7,493,28,289,42,40,892,13,0,13,0,0,25,0,0,0,0,0,0,4,0,3,0,3,15,15,0,4,0,0,20,8,0,3,0,0,17,28,3,15,0,4,48,114,8,68,7,10,201,238,9,105,9,7,372,106,4,64,3,5,181,38,0,44,0,0,88,14,0,24,3,3,38,3,0,9,0,0,13,0,0,0,0,0,0,3,0,4,0,0,11,7,0,4,0,0,14,608,23,350,30,30,1043,10,3,8,0,3,27,0,0
120031395,9,0,3,0,3,21,0,0,0,0,0,0,7,0,0,0,0,10,29,0,14,0,0,46,42,3,25,4,0,73,124,4,68,9,6,206,87,3,37,3,3,127,48,4,44,3,3,102,19,3,33,3,4,58,5,0,7,0,0,14,0,0,5,3,0,11,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,3,13,374,16,247,28,19,692,12,8,5,0,0,21,0,0,0,0,0,4,7,0,0,0,0,7,6,0,3,0,0,6,3,0,3,0,0,6,19,0,8,0,0,21,83,3,45,3,4,132,205,7,64,5,5,283,61,4,34,0,7,105,21,0,36,0,3,64,15,3,22,0,3,46,3,0,13,0,0,13,0,0,6,0,0,9,0,0,11,0,0,16,11,0,0,0,0,12,434,21,242,17,22,746,12,3,17,0,0,33,0,0
120031396,11,0,3,0,0,13,0,0,0,0,0,0,13,0,3,0,0,24,28,3,23,6,4,60,50,12,47,12,5,122,94,16,124,21,6,263,154,23,119,25,10,322,23,18,30,8,11,84,5,0,3,3,0,16,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,16,379,81,368,78,34,934,11,5,13,0,0,23,0,0,0,0,0,0,13,0,0,0,0,14,8,0,0,3,0,10,8,3,4,0,0,17,9,0,3,3,0,19,77,7,73,11,4,181,292,28,238,31,24,611,84,10,71,20,14,205,22,3,17,13,4,54,3,3,0,0,0,6,0,0,3,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,19,0,13,0,3,33,543,65,441,83,54,1193,7,0,5,4,0,18,0,0
120031575,23,0,8,3,0,41,9,0,0,0,0,9,13,0,0,0,0,17,34,3,25,5,3,64,37,3,18,3,0,60,86,9,42,7,10,161,200,20,102,15,16,367,141,26,113,30,16,316,20,13,29,12,8,79,3,3,11,3,0,25,3,0,6,3,0,18,3,0,3,0,0,9,0,0,0,0,0,4,0,0,3,0,0,4,23,3,11,3,0,44,592,88,379,87,67,1220,29,3,18,4,3,59,0,0,0,0,0,0,10,0,0,0,0,8,3,0,7,0,0,12,8,0,0,0,0,11,41,0,5,4,0,53,65,6,38,3,6,119,260,16,128,16,18,441,264,10,128,24,11,437,64,18,38,18,9,140,14,4,28,11,3,57,8,5,12,3,0,30,4,3,3,0,0,12,3,3,3,3,4,18,23,3,9,8,4,48,802,68,417,97,64,1447,23,4,21,7,3,57,0,0
120031576,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,13,0,0,4,0,3,9,3,0,5,0,0,8,27,3,21,3,3,55,3,0,11,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,7,55,11,12,118,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,15,0,7,0,5,25,19,0,22,0,4,50,9,3,13,4,4,28,3,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,8,41,5,14,126,5,0,3,0,0,9,0,0
121011398,33,0,20,3,3,59,5,0,0,0,0,5,22,0,0,0,0,29,9,0,0,0,0,10,15,0,4,0,3,20,50,3,16,9,4,85,349,7,167,19,19,558,350,10,166,13,18,570,103,14,124,21,19,279,40,0,63,11,7,116,10,6,40,6,4,75,10,4,12,5,0,31,3,5,14,0,0,20,0,3,15,0,0,26,25,3,13,0,0,45,1030,65,648,94,86,1927,22,4,17,8,3,57,3,0,0,0,0,3,14,0,0,0,0,19,15,0,0,0,0,18,13,0,5,0,3,24,7,0,4,0,0,17,34,0,14,0,0,52,221,3,108,18,13,367,419,14,277,29,19,758,123,4,136,6,8,280,82,4,118,10,5,224,40,11,66,5,6,125,14,0,32,3,3,52,12,10,61,16,3,98,19,4,25,0,0,55,1057,52,874,101,68,2156,38,3,40,4,4,85,0,0
121011399,16,0,11,0,5,32,0,0,0,0,0,4,11,0,5,0,0,15,17,0,11,0,0,29,9,0,3,0,0,13,90,0,36,7,3,142,238,3,84,9,7,339,120,8,72,12,9,233,53,3,57,12,5,126,12,3,35,0,4,61,4,0,19,0,0,22,4,0,11,0,0,15,3,0,3,0,0,9,0,0,3,0,0,8,7,0,8,0,0,18,585,31,368,42,34,1054,12,0,12,0,4,32,0,0,0,0,0,0,3,0,0,0,3,7,10,0,4,0,0,13,7,0,3,0,0,10,6,0,3,0,6,13,46,0,17,5,0,67,230,3,130,11,12,386,152,10,85,14,11,265,74,8,82,5,4,171,23,3,56,4,3,89,17,3,42,9,0,72,5,4,11,0,0,25,3,12,21,0,3,36,13,3,3,0,0,21,604,48,464,51,44,1209,20,0,7,3,5,26,0,0
121011400,23,3,13,7,3,44,3,0,0,0,0,3,14,0,0,0,0,11,27,0,7,0,0,33,12,0,4,0,0,20,79,0,36,0,3,115,176,9,69,9,10,264,125,7,72,9,13,217,59,5,60,10,8,140,26,5,47,7,0,87,5,0,29,3,5,39,0,0,20,0,0,26,3,3,15,0,0,24,4,13,26,3,3,47,11,0,4,3,0,18,562,45,398,52,45,1101,9,3,10,0,0,25,0,0,0,0,0,0,7,0,3,0,0,12,7,0,0,3,0,13,3,0,0,0,0,6,6,0,4,3,3,16,37,0,20,0,3,60,178,4,96,3,11,296,134,4,63,13,4,225,56,5,73,11,3,152,34,4,47,6,4,100,15,0,38,3,4,59,8,3,34,6,0,43,16,15,81,14,3,131,13,3,12,0,0,34,530,49,490,57,36,1161,19,3,14,3,3,39,0,0
121011401,5,0,4,0,0,9,3,0,0,0,0,3,7,0,0,0,0,9,7,0,0,0,0,10,7,0,0,0,0,7,19,0,3,0,0,23,117,0,8,0,0,132,195,0,58,3,4,259,100,3,47,4,3,158,24,0,37,4,6,64,11,0,7,0,0,18,7,0,5,0,0,10,0,0,4,0,0,9,3,0,3,0,0,3,9,0,6,0,0,10,508,3,174,14,10,709,11,0,9,3,0,20,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,4,3,0,3,0,0,9,5,0,3,0,0,10,16,0,4,0,0,19,111,0,27,0,0,141,193,0,63,3,3,257,132,0,56,3,3,195,71,0,39,9,3,121,20,0,34,0,0,59,10,0,22,0,0,32,13,7,26,3,0,49,12,0,4,0,0,16,620,7,279,20,18,939,12,0,5,0,0,20,0,0
121011402,14,3,22,0,0,45,0,0,0,0,0,3,9,0,3,0,0,9,9,0,4,0,0,12,6,0,3,0,0,10,19,0,9,3,5,33,101,0,33,3,5,144,98,9,76,9,5,193,45,11,74,10,7,149,22,4,67,6,3,98,11,3,51,7,3,80,8,9,38,3,3,56,4,4,15,0,0,25,7,14,49,7,3,75,13,0,8,0,3,19,357,61,443,48,39,945,15,0,21,4,4,42,0,0,0,0,0,0,3,0,0,0,0,3,5,0,4,0,0,7,3,0,0,0,0,5,16,0,0,0,0,19,21,0,11,3,0,34,70,3,29,11,3,119,75,4,68,14,6,162,52,5,62,8,15,132,29,8,64,7,4,118,18,7,67,0,6,96,14,7,53,9,3,80,25,15,142,18,0,202,9,6,11,3,0,25,341,56,534,76,47,1051,10,3,22,3,4,42,0,0
121021403,5,0,11,0,0,17,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,10,10,0,3,0,0,10,14,0,5,0,4,20,50,7,66,4,12,145,51,22,94,11,10,191,4,5,8,7,0,23,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,146,36,200,22,29,441,9,0,11,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,11,6,0,3,0,0,14,16,3,6,0,0,26,36,5,54,6,9,102,41,14,81,8,12,160,11,9,38,5,5,66,5,3,11,3,0,24,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,0,8,142,30,206,36,30,443,14,4,9,0,0,26,0,0
121021404,6,0,9,0,0,13,0,0,0,0,0,0,3,0,3,0,0,7,5,0,0,0,0,8,3,0,3,0,0,9,5,0,7,0,0,13,35,3,33,4,6,87,26,6,40,0,3,79,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,88,11,105,5,9,223,3,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,8,8,4,0,0,0,6,10,0,10,3,0,30,33,3,30,3,9,76,17,0,47,3,6,66,8,0,9,0,0,27,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,88,12,122,11,12,242,3,0,3,0,0,11,0,0
121021406,15,0,4,0,0,19,0,0,0,0,0,0,11,0,9,5,5,23,12,0,8,3,3,26,4,0,3,0,0,9,10,0,12,3,0,22,49,5,45,6,7,112,40,17,81,15,12,157,7,8,33,8,3,53,0,0,9,0,0,13,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,3,4,5,0,0,9,149,34,208,34,32,462,18,0,11,3,0,27,3,0,0,0,0,3,6,0,0,0,3,17,7,0,8,0,0,15,5,0,12,0,0,17,14,0,3,0,0,20,19,0,3,3,0,28,33,6,33,10,5,87,38,11,62,13,7,137,14,11,49,15,6,94,0,3,20,6,0,36,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,8,169,39,206,53,36,497,7,0,11,3,0,22,0,0
121021577,10,0,8,0,0,15,4,0,0,0,0,3,17,0,4,0,0,28,5,0,0,0,0,8,24,0,3,0,4,30,171,7,150,19,10,359,260,11,222,8,15,524,38,10,39,9,5,93,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,3,13,535,39,437,37,44,1096,11,0,8,0,0,17,0,0,0,0,0,0,13,0,0,0,0,15,15,0,4,0,0,23,9,0,3,0,0,15,13,0,6,6,0,26,68,6,41,14,3,131,277,12,277,27,20,611,95,15,113,11,5,233,7,0,7,5,3,19,0,0,3,3,0,9,0,0,3,0,0,7,0,0,0,0,0,0,3,0,8,0,0,11,9,0,9,0,0,21,519,39,475,65,39,1132,16,0,0,0,0,16,0,0
121021578,10,0,9,3,3,16,0,0,0,0,0,3,4,0,4,0,0,7,16,0,9,0,0,24,9,0,0,0,0,18,46,0,27,3,3,87,30,7,51,6,3,94,35,10,51,13,7,110,4,3,9,5,5,26,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,168,16,164,30,18,402,6,0,10,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,6,0,3,0,0,9,0,0,0,0,0,3,18,0,3,0,0,22,37,0,17,0,0,59,59,0,67,3,3,131,41,6,62,10,9,126,5,3,31,4,3,45,3,5,7,0,0,11,3,3,0,0,0,8,0,0,3,0,0,3,0,0,3,0,0,3,0,3,6,0,4,8,185,22,211,16,21,453,12,0,5,0,0,18,0,0
121021579,16,0,4,0,0,23,7,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,3,0,0,5,0,0,5,57,0,15,0,0,72,155,8,119,4,8,292,81,7,70,10,9,183,14,3,14,7,4,40,0,0,3,3,0,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,339,21,248,29,19,650,3,0,3,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,7,4,0,0,0,0,4,7,0,4,0,0,14,12,0,9,0,0,24,128,10,109,7,4,255,98,8,168,8,11,298,4,6,28,10,3,50,3,0,12,0,0,24,0,0,3,3,0,9,0,0,3,0,0,5,0,0,5,0,0,7,5,3,9,0,0,12,284,33,344,32,27,713,6,0,5,0,0,9,0,0
121031407,10,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,15,0,6,0,0,19,23,4,25,4,7,60,22,11,26,12,3,76,18,8,37,17,3,89,10,12,36,13,8,80,5,9,25,4,4,45,4,9,23,8,4,44,0,5,17,8,0,31,0,8,27,4,3,47,0,3,3,0,0,6,125,67,239,66,31,535,10,3,5,0,0,22,0,0,3,0,0,3,3,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,3,19,0,6,4,0,28,44,3,19,0,0,73,49,8,34,13,4,105,40,14,40,8,10,113,23,18,39,8,6,99,10,12,40,11,9,80,6,13,44,15,0,86,13,36,63,30,3,145,3,4,11,3,0,19,231,101,313,96,39,782,14,5,9,4,3,34,0,0
121031408,20,0,13,3,3,36,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,7,3,0,3,0,0,5,14,0,3,0,3,20,70,3,39,5,0,114,51,5,37,8,5,106,22,9,56,10,4,98,12,6,44,3,0,65,8,6,35,4,0,53,0,3,21,0,0,20,4,4,9,0,0,20,3,7,48,0,3,55,5,0,4,3,0,11,218,48,303,48,22,630,15,5,16,3,8,40,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,3,4,16,3,0,0,0,19,50,3,43,6,0,99,59,8,38,13,4,116,23,7,40,8,3,82,11,11,42,17,6,89,4,3,38,3,0,52,4,3,45,7,3,59,7,20,94,18,6,153,0,0,12,0,0,19,208,60,367,75,33,736,25,0,13,7,0,47,0,0
121031409,5,3,12,0,0,22,0,0,0,0,0,0,6,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,4,0,0,3,3,0,4,8,0,5,0,3,16,20,4,27,6,0,55,16,3,40,12,5,71,5,5,34,4,3,53,6,9,12,6,3,32,0,3,12,0,0,18,0,0,10,0,0,14,0,8,23,3,0,41,3,0,4,0,0,9,63,41,188,37,17,336,10,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,8,6,0,3,0,0,13,10,0,4,0,0,19,36,3,28,5,5,71,22,3,43,14,3,88,3,7,28,10,0,45,12,4,40,3,6,72,3,3,23,4,3,38,3,15,51,9,3,84,3,0,4,0,3,9,115,39,243,44,24,468,10,0,9,4,0,22,0,0
121031410,12,3,8,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,11,0,7,0,0,17,11,0,22,0,3,43,18,9,49,5,5,81,4,12,44,4,6,78,5,5,39,6,3,53,5,9,10,0,3,34,0,0,11,3,3,15,0,7,22,8,0,38,0,0,12,0,0,10,72,50,224,42,23,420,10,0,7,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,5,0,0,4,0,0,4,10,0,0,0,0,11,4,0,5,0,0,16,9,0,8,3,3,31,24,3,57,0,4,87,14,13,48,11,4,92,8,9,38,8,5,61,8,0,31,3,0,44,9,23,71,16,4,121,3,3,8,0,0,15,110,49,281,46,25,513,11,0,6,3,4,28,0,0
121031411,13,0,9,0,0,23,0,0,0,0,0,0,4,0,0,0,0,9,0,0,6,0,0,8,3,0,6,0,0,8,11,0,0,0,0,13,26,0,19,4,0,49,27,3,31,8,8,75,20,7,30,9,11,75,3,3,23,6,3,35,4,0,12,0,3,18,4,4,11,7,0,26,0,3,7,0,0,10,4,0,17,0,0,23,3,0,6,0,0,14,124,23,175,34,27,378,6,5,8,3,3,14,0,0,0,0,0,0,11,0,3,0,0,13,5,0,4,0,0,4,3,0,0,0,0,3,3,0,4,0,0,6,12,0,3,0,0,18,31,3,15,0,0,45,22,3,25,7,3,59,21,7,28,6,3,62,14,0,40,4,8,65,4,4,29,8,0,43,0,0,25,4,0,29,8,11,39,14,6,75,3,3,8,0,0,10,135,39,222,41,25,457,12,0,7,0,0,18,0,0
121031412,7,3,7,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,10,0,0,0,0,0,4,3,0,6,0,0,11,8,0,14,0,9,35,28,3,23,4,6,62,11,6,30,10,3,62,4,8,16,9,0,45,0,6,12,3,0,23,0,4,7,0,0,6,0,3,5,0,0,12,0,5,19,4,0,30,3,0,0,0,0,9,87,37,154,39,23,328,6,5,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,4,6,0,3,0,0,13,26,3,13,0,3,49,54,3,58,8,5,123,41,3,52,12,4,110,9,11,44,9,3,75,9,7,24,0,4,41,3,0,12,3,4,26,3,16,43,10,3,76,3,0,4,0,0,12,185,42,265,43,26,555,13,0,8,0,0,16,0,0
121041413,22,0,11,0,0,28,3,0,0,0,0,3,0,0,0,0,0,3,9,0,3,0,0,12,7,0,3,0,0,13,70,0,7,0,0,79,267,3,40,3,7,316,336,3,104,8,9,460,132,3,72,6,7,217,67,4,48,4,6,136,18,0,36,0,4,59,15,0,19,0,0,34,5,0,16,5,0,24,16,3,32,7,0,67,15,3,7,0,0,24,986,23,396,38,38,1478,15,0,7,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,3,3,0,0,0,0,7,8,0,0,0,0,17,30,0,9,0,3,37,229,0,56,3,3,296,271,0,102,5,9,394,197,3,78,3,11,291,80,4,65,3,9,165,38,0,49,3,3,98,23,3,31,9,3,64,37,7,77,15,7,140,24,0,8,3,0,36,967,20,493,50,49,1584,13,0,8,0,0,28,0,0
