SA2_MAINCODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
311061332,0,0,0,0,0,0,5,8,6,4,15,18,34,50,66,57,146,99,44,18,14,5,64,645,36,26,27,27,84,104,270,228,694,652,672,458,443,192,385,4301
311061333,0,0,0,0,0,0,7,14,10,6,19,34,56,85,85,85,132,74,35,7,4,3,68,704,46,17,35,40,107,133,260,225,506,345,278,151,106,32,244,2518
311061334,0,0,0,0,0,0,0,0,5,3,4,8,15,32,54,43,98,66,37,13,15,4,43,446,19,15,15,12,57,60,153,151,434,357,350,261,262,132,245,2529
311061335,0,0,0,0,0,0,3,3,14,7,5,11,17,14,19,24,36,33,21,10,3,4,23,235,38,8,17,12,49,48,77,109,274,252,227,156,161,96,163,1680
311061336,0,0,0,0,0,0,16,23,16,8,37,58,64,107,115,115,147,57,25,16,10,0,95,886,67,15,62,70,172,185,330,299,618,339,170,85,55,20,294,2789
312011337,0,0,0,0,0,0,4,4,5,0,8,23,30,54,38,45,66,27,10,3,3,3,41,361,19,10,17,28,83,95,219,157,384,252,232,132,144,83,304,2173
312011338,0,0,0,0,0,0,0,0,4,0,5,6,18,22,19,16,22,22,11,4,9,0,27,177,17,10,12,9,29,34,69,48,165,198,303,184,200,214,238,1730
312011339,0,0,0,0,0,0,3,3,0,0,0,0,4,6,8,11,15,9,13,3,0,0,6,83,16,9,3,6,24,11,44,34,148,98,119,79,87,64,127,878
312011340,0,0,0,0,0,0,0,0,0,0,4,8,12,13,7,14,17,9,3,0,3,0,12,98,13,7,15,7,39,28,81,53,141,99,83,52,53,42,137,856
312011341,0,0,0,0,0,0,4,4,3,0,3,13,14,15,22,16,28,21,22,6,25,7,27,225,12,3,7,12,30,24,38,37,132,176,305,222,329,408,234,1974
312021342,0,0,0,0,0,0,0,4,7,6,12,41,51,85,98,90,129,76,38,18,9,0,60,722,28,9,31,48,118,134,280,232,553,538,513,346,342,189,570,3930
312021343,0,0,0,0,0,0,0,0,3,4,3,4,6,15,16,17,27,8,3,5,6,3,18,149,10,3,4,3,26,29,53,59,116,97,78,64,93,61,143,853
312021344,0,0,0,0,0,0,0,0,13,3,18,19,48,73,69,53,92,52,38,7,9,6,47,537,34,5,26,23,78,108,138,150,405,365,415,334,355,290,570,3298
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
312021346,0,0,0,0,0,0,0,0,0,0,13,7,15,17,19,19,21,13,0,4,0,3,18,153,6,0,17,10,30,32,54,48,122,105,64,43,46,23,106,704
312021347,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,18,0,0,0,0,3,4,6,0,13,7,22,9,23,26,24,133
312021348,0,0,0,0,0,0,0,0,0,0,3,3,23,26,38,38,70,34,24,9,17,8,38,329,18,14,19,10,70,39,154,137,352,326,368,273,347,324,483,2930
312021349,0,0,0,0,0,0,3,6,3,3,18,13,19,47,27,26,66,32,16,3,0,3,42,314,13,12,20,20,49,67,132,103,247,192,150,104,88,66,186,1446
312021350,0,0,0,0,0,0,0,3,3,3,3,8,6,26,15,19,25,20,18,0,10,0,15,177,19,9,10,11,25,35,56,56,159,182,188,126,152,89,202,1319
312021351,0,0,0,0,0,0,0,0,11,4,13,11,25,35,40,28,22,25,19,3,4,0,22,265,25,8,14,19,70,72,132,95,266,273,302,200,175,113,381,2145
312021352,0,0,0,0,0,0,3,9,11,4,19,24,41,55,42,41,66,45,26,7,10,3,48,448,39,28,32,39,119,99,221,181,435,352,345,252,266,167,506,3084
312021353,0,3,0,0,0,0,5,8,3,3,6,9,17,26,24,15,35,15,15,4,3,3,31,203,26,19,18,17,99,55,182,107,336,210,232,168,168,137,413,2197
312021354,0,0,0,0,0,0,0,0,4,0,8,12,15,35,35,27,35,23,21,4,3,3,27,254,6,8,8,14,29,52,91,80,178,172,246,164,152,86,253,1529
312021355,0,0,0,0,0,0,3,3,0,0,6,11,15,32,28,19,32,16,11,4,0,0,27,193,8,6,10,11,31,39,67,61,157,113,96,63,53,42,148,898
312021356,0,0,0,0,0,0,4,7,7,3,21,7,25,56,35,31,71,26,14,4,5,3,37,355,18,12,22,17,61,83,137,98,317,194,215,134,108,69,243,1721
312021357,0,0,0,0,0,0,0,7,0,0,6,13,20,28,22,21,58,20,13,3,8,3,24,244,22,16,17,19,57,49,130,87,347,282,292,198,222,173,395,2306
312021358,0,0,0,0,0,0,0,0,3,3,6,8,8,23,27,26,33,29,12,10,8,0,13,228,19,10,16,11,36,35,103,88,212,180,187,131,133,73,203,1440
312031359,0,0,0,0,0,0,0,0,10,0,8,13,24,68,52,60,80,25,21,5,3,3,33,392,28,17,16,19,60,86,145,173,455,360,330,192,159,130,347,2519
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,0,0,0,0,0,0,0,3,3,0,14,9,26,35,36,38,61,16,11,0,3,4,28,289,24,7,23,17,72,69,193,143,392,315,233,153,141,74,313,2165
313011362,0,0,0,0,0,0,0,8,7,3,17,17,58,69,82,91,123,50,24,12,3,4,70,622,33,29,38,27,191,170,610,378,824,537,389,217,203,103,459,4204
313011363,0,0,0,0,0,0,0,3,3,4,19,25,54,87,104,108,161,65,21,5,9,4,82,759,42,45,46,52,241,228,909,545,1070,528,395,218,230,171,507,5232
313021364,0,0,0,0,0,0,0,0,3,0,5,6,3,6,3,9,29,9,3,3,3,0,13,90,12,7,10,5,19,19,70,49,156,136,198,121,129,84,130,1135
313021365,0,0,0,0,0,0,8,12,16,5,51,87,129,248,221,200,292,140,37,18,9,8,132,1595,56,27,75,102,295,361,731,580,1326,941,690,335,290,127,564,6495
313021366,0,0,0,0,0,0,8,10,20,7,35,48,106,230,204,212,299,120,57,26,15,4,109,1483,37,23,49,54,235,311,591,522,1154,778,571,252,148,47,459,5237
313021367,0,0,0,0,0,0,0,3,0,0,3,6,8,7,16,12,23,14,9,3,4,0,12,118,16,3,11,5,28,22,80,55,164,159,150,96,102,56,121,1068
313021368,0,0,0,0,0,0,3,4,3,0,22,25,32,69,74,71,107,50,32,11,0,3,44,549,10,4,23,26,66,106,212,180,495,363,278,139,81,34,216,2245
313021369,0,0,0,0,0,0,0,0,3,0,3,0,9,7,9,8,26,11,9,3,0,6,19,113,10,4,10,9,31,27,61,60,158,126,142,114,107,56,143,1052
313031370,0,0,0,0,0,0,0,3,3,4,9,12,15,15,30,30,26,24,8,3,0,0,26,204,8,9,20,12,69,41,167,135,232,204,160,90,55,34,170,1412
313031371,0,0,0,0,0,0,3,3,0,0,9,11,18,33,26,38,54,23,11,4,3,0,33,268,29,16,26,15,60,69,169,127,339,272,228,133,120,58,215,1868
313041372,0,0,0,0,0,0,3,6,9,4,8,28,41,71,101,82,136,72,30,13,11,9,68,680,29,25,22,38,93,136,333,249,645,572,540,315,294,160,406,3864
313041373,0,0,0,0,0,0,20,24,20,19,40,55,101,175,165,171,268,113,54,17,17,3,149,1358,48,37,53,64,221,260,727,505,1136,788,598,335,248,103,634,5753
313041374,0,0,0,0,0,0,0,0,3,0,7,4,6,9,14,6,22,22,4,5,3,0,16,121,21,5,13,5,32,31,107,57,204,193,194,131,141,104,163,1397
313041375,0,0,0,0,0,0,4,5,17,9,18,23,28,65,71,88,175,104,59,25,15,4,63,748,36,20,27,26,75,115,246,255,778,800,795,552,526,279,511,5052
313041376,0,0,0,0,0,0,0,0,0,0,5,10,6,6,11,7,21,12,11,5,0,0,8,95,8,3,9,11,25,15,46,42,137,122,110,85,92,55,87,844
313051377,0,0,0,0,0,0,3,4,7,3,9,12,36,46,47,66,136,57,34,11,9,7,39,516,20,6,17,19,75,71,205,173,411,291,264,179,164,67,218,2183
313051378,0,0,0,0,0,0,7,5,9,7,14,30,47,75,78,97,142,63,56,15,14,8,73,730,21,17,28,35,104,133,293,250,537,425,332,207,216,165,294,3052
313051379,3,0,0,0,0,0,9,8,10,0,10,11,36,59,75,82,135,64,37,11,4,0,58,599,20,13,27,20,99,103,284,227,487,313,309,161,162,70,249,2540
313051380,0,0,0,0,0,0,10,16,12,3,28,37,64,122,141,128,224,97,53,25,14,3,96,1043,42,26,44,42,155,181,502,406,867,613,511,292,237,104,413,4435
313051542,0,0,0,0,0,0,4,4,7,8,8,8,23,52,47,45,82,65,31,15,12,3,55,470,28,15,24,19,103,106,258,187,509,379,363,277,316,293,409,3289
314011382,0,0,0,0,0,0,0,7,4,0,11,6,19,25,40,47,146,74,56,19,10,11,64,541,19,15,17,20,61,74,219,194,567,536,622,504,590,527,444,4417
314011383,0,0,0,0,0,0,3,3,14,0,12,3,18,36,41,58,143,108,46,25,16,5,64,579,39,10,19,15,71,81,179,206,674,764,879,674,727,451,536,5325
314011384,0,0,0,0,0,0,0,0,4,3,3,9,4,8,22,32,47,21,21,3,4,4,22,212,23,7,9,12,50,32,117,123,353,291,293,262,279,261,255,2375
314011385,0,0,0,0,0,0,0,0,6,4,3,4,11,9,21,20,40,43,18,14,11,0,19,209,16,10,9,8,21,24,77,70,230,262,326,300,360,284,232,2228
314011386,0,0,0,0,0,0,3,4,9,3,15,18,33,50,68,74,215,135,97,30,22,12,86,870,31,24,34,23,116,111,305,297,881,854,992,811,945,613,607,6627
314011387,0,0,0,0,0,0,5,3,4,3,5,18,14,7,14,27,40,32,17,8,7,9,38,250,18,11,20,21,61,34,119,141,358,316,370,316,484,612,399,3297
314021388,0,0,0,0,0,0,3,6,18,10,20,51,92,172,205,177,310,157,74,19,20,3,100,1429,44,23,43,68,194,261,569,441,1270,1049,905,460,353,99,551,6325
314021389,0,0,0,0,0,0,3,3,3,13,5,17,38,93,102,107,145,96,43,23,11,3,49,763,23,20,11,27,81,123,311,298,739,768,790,509,434,261,430,4833
314021390,0,0,0,0,0,0,6,11,36,4,26,32,62,157,130,148,247,164,98,31,24,12,98,1265,98,16,44,43,142,227,392,389,1186,1246,1278,855,882,540,815,8160
314031391,0,0,0,0,0,0,0,4,8,11,13,10,19,48,59,58,104,71,38,13,3,0,48,524,24,12,21,15,70,90,200,190,465,473,472,234,168,65,266,2762
314031392,0,0,0,0,0,0,3,9,3,6,11,13,17,39,40,47,75,41,21,9,0,0,32,355,9,5,11,19,46,58,127,134,292,273,201,133,91,36,132,1568
314031393,0,0,0,0,0,0,0,0,6,0,8,10,22,38,41,53,75,56,20,13,5,3,38,388,24,6,19,17,56,66,122,161,412,350,398,258,213,104,229,2429
314031394,0,0,0,0,0,0,3,10,3,0,15,22,37,77,94,84,179,90,41,16,12,0,58,733,24,16,31,25,101,124,292,251,674,516,431,225,186,64,282,3244
315011395,0,0,0,0,0,0,0,0,0,4,23,13,12,10,14,4,19,5,0,0,0,0,11,105,0,4,31,13,44,24,34,21,46,8,6,8,5,0,9,254
315011396,0,0,0,0,0,0,0,4,11,11,35,25,39,41,44,31,61,24,15,0,3,0,47,386,30,16,47,33,122,94,139,127,253,147,122,57,70,24,229,1506
315011397,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,8,0,0,0,0,0,5,23,7,3,0,3,12,5,26,13,44,23,20,11,3,11,52,241
315011398,0,0,0,0,0,0,0,0,0,3,16,16,19,25,12,16,12,3,3,0,0,0,7,139,3,3,24,20,49,49,47,53,64,37,20,10,6,3,19,405
315011399,0,0,0,0,0,0,0,0,0,0,16,18,21,24,26,21,33,14,7,8,0,0,16,204,5,3,18,23,39,49,60,57,120,52,48,23,25,8,39,575
315011400,0,0,0,0,0,0,0,4,5,4,5,6,14,19,15,20,25,14,4,0,3,4,15,167,28,20,17,12,61,50,128,98,244,147,119,48,67,36,185,1259
315011401,0,0,0,0,0,0,3,9,5,3,8,5,5,16,10,17,30,22,5,0,3,3,41,175,4,3,12,10,14,18,29,30,76,70,81,57,61,43,149,643
315011402,0,0,0,0,0,0,3,8,3,10,32,33,38,61,47,39,41,12,12,0,0,0,29,356,9,13,34,41,87,99,95,114,170,84,50,16,9,3,103,932
315011403,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,13,19,14,5,7,3,12,79,9,0,0,0,6,6,13,8,51,96,143,134,188,149,111,900
315021404,0,0,0,0,0,0,15,18,3,3,23,21,32,35,26,20,29,22,10,3,3,3,58,291,9,13,37,30,98,68,92,74,157,83,89,46,38,28,187,1040
315021405,0,3,0,0,0,0,12,9,12,6,29,46,49,63,64,50,125,87,78,30,18,11,95,770,29,19,38,51,85,93,155,131,382,431,614,528,724,530,483,4290
315021406,0,0,0,0,0,0,8,7,5,0,4,9,14,5,11,6,9,8,0,3,6,4,17,100,6,0,4,8,16,16,23,31,70,70,96,58,85,55,104,644
315021407,0,0,0,0,0,0,0,0,3,3,4,7,3,8,13,8,18,3,6,3,0,0,16,93,28,8,14,6,18,18,50,43,147,107,72,42,39,33,144,765
315031408,0,0,0,0,0,0,0,5,0,0,7,5,8,7,15,16,27,14,0,0,4,0,27,136,21,8,17,8,55,22,111,77,236,152,108,79,79,42,208,1233
315031409,0,0,0,0,0,0,4,4,3,0,4,7,15,25,22,20,29,14,6,0,0,3,23,164,13,12,7,10,44,36,86,78,174,134,137,81,68,44,166,1088
315031410,0,0,0,0,0,0,0,0,0,3,3,0,0,8,4,10,5,3,3,0,0,0,16,67,10,3,3,0,15,11,30,23,79,63,51,44,19,14,89,469
315031411,0,0,0,0,0,0,0,0,4,0,3,10,10,21,12,17,23,7,0,0,0,0,24,133,17,6,10,7,15,27,69,48,131,72,59,33,41,24,101,666
315031412,0,0,0,0,0,0,3,3,0,0,3,10,3,12,12,18,26,8,8,6,0,0,19,121,13,3,3,13,30,25,63,44,141,118,107,72,70,33,139,872
316011413,0,0,0,0,0,0,0,0,11,4,13,12,20,46,63,69,109,75,32,12,10,8,59,543,44,21,36,23,110,125,377,301,780,579,534,364,400,368,503,4555
316011414,0,0,0,0,0,0,0,0,18,7,14,15,23,52,76,75,133,74,37,13,14,9,64,621,46,19,34,20,104,106,318,293,748,584,520,371,444,446,511,4571
316011415,0,0,0,0,0,0,0,0,8,4,14,24,27,62,65,62,142,70,42,7,6,3,49,586,19,10,28,31,66,97,175,182,549,438,435,275,264,152,332,3037
316011416,0,0,0,0,0,0,3,5,6,5,8,11,30,36,54,48,110,45,23,5,7,0,32,428,23,15,19,18,92,83,283,183,431,347,331,170,137,56,265,2449
316021417,0,0,0,0,0,0,7,5,0,4,9,13,31,52,67,61,107,64,28,11,8,0,43,498,16,16,15,22,92,104,299,214,502,397,361,239,169,84,287,2803
316021418,0,0,0,0,0,0,0,0,10,0,4,9,13,36,32,22,60,36,19,3,3,3,39,283,25,12,5,10,57,58,133,114,303,210,198,104,136,198,223,1782
316021419,0,0,0,0,0,0,0,5,0,3,7,5,16,48,59,35,61,32,13,4,3,0,33,314,11,11,8,8,60,67,219,162,359,175,142,62,70,57,152,1562
316021420,0,0,0,0,0,0,3,5,15,10,26,26,58,110,114,112,210,97,42,16,14,4,88,934,48,24,40,36,162,186,595,400,1051,796,705,440,352,195,571,5604
316021421,0,0,0,0,0,0,4,4,3,8,10,8,29,45,46,50,106,34,19,6,5,3,36,413,36,22,21,17,129,130,370,288,734,408,349,219,235,206,375,3528
316021422,0,0,0,0,0,0,4,4,3,0,10,13,17,46,39,48,75,40,19,4,7,4,43,368,9,8,23,21,52,78,187,147,393,270,234,146,165,131,250,2103
316021423,0,0,0,0,0,0,5,4,5,0,5,16,17,38,40,44,79,51,24,6,0,9,41,391,11,11,14,24,64,83,221,187,469,340,282,197,230,163,277,2582
316021424,0,0,0,0,0,0,0,0,0,3,5,7,24,40,51,44,90,37,27,4,7,5,45,377,12,8,3,14,54,65,193,140,366,281,260,212,191,125,247,2176
316031425,3,0,0,0,0,0,0,4,5,6,11,30,47,63,81,82,143,60,33,11,8,0,62,645,32,16,23,39,105,128,296,270,728,540,489,290,275,180,410,3815
316031426,0,0,0,0,0,0,5,5,4,5,16,18,49,47,56,64,113,57,29,12,6,0,53,522,21,19,39,26,88,98,263,225,636,420,345,209,191,148,349,3068
316031427,0,0,0,0,0,0,4,5,16,3,22,23,46,88,106,125,211,84,40,9,15,3,82,883,49,21,39,39,159,180,499,415,1016,650,519,298,283,147,475,4782
316031428,0,0,0,0,0,0,3,3,4,3,12,15,31,46,55,48,108,44,24,7,6,4,50,453,36,14,19,26,74,90,191,197,519,340,308,222,219,199,283,2743
316051434,0,0,0,0,0,0,3,3,0,0,0,3,6,8,6,22,36,25,8,0,0,0,30,161,21,10,3,11,36,42,89,76,207,159,120,71,102,135,156,1240
316051435,0,0,0,0,0,0,6,7,4,3,9,8,22,34,37,54,70,39,17,3,3,0,38,330,34,21,16,7,93,85,247,200,468,323,237,163,161,146,274,2488
316051437,0,0,0,0,0,0,0,0,7,0,5,7,13,28,38,43,81,30,25,3,0,3,28,323,14,5,13,14,58,44,118,135,300,225,214,115,147,149,231,1780
316051438,0,0,0,0,0,0,0,3,5,0,16,18,34,58,88,71,124,44,19,3,5,0,50,543,21,10,28,27,107,124,362,260,618,383,269,158,119,57,302,2840
316051543,0,0,0,0,0,0,0,0,4,0,5,5,13,15,20,23,26,7,8,4,3,3,20,161,7,6,14,10,27,25,71,73,183,145,101,81,86,72,152,1058
316051544,0,0,0,0,0,0,0,4,3,3,8,7,8,41,34,40,57,35,10,4,3,3,24,269,23,12,13,16,39,60,151,132,386,282,254,145,160,110,215,1984
316061439,0,0,0,0,0,0,0,0,6,3,10,21,33,43,32,61,92,40,14,5,11,3,51,424,17,6,13,23,72,84,195,209,464,320,280,152,110,64,262,2271
316061440,0,0,0,0,0,0,0,0,0,3,7,18,28,48,52,45,55,30,15,6,0,3,35,352,24,18,21,26,111,117,285,246,496,278,223,149,118,106,257,2476
316061441,0,0,0,0,0,0,0,0,0,0,3,0,19,12,27,30,51,15,13,7,5,3,23,216,8,6,7,9,49,47,178,111,319,224,222,121,113,57,172,1658
316061442,0,0,0,0,0,0,3,3,7,0,15,21,26,53,44,42,70,42,17,10,9,0,48,422,23,15,30,31,82,94,225,197,483,390,330,230,199,129,353,2813
316061443,0,0,0,0,0,0,0,3,3,0,7,4,19,20,38,23,34,16,15,3,0,0,26,209,18,10,18,13,74,55,195,169,355,212,164,116,98,78,214,1786
316061444,0,0,0,0,0,0,3,4,12,6,7,12,17,41,48,47,84,36,21,9,4,0,49,388,29,20,30,18,86,83,248,216,562,402,358,228,217,143,348,2977
316071545,0,0,0,0,0,0,0,3,6,3,9,6,15,27,41,37,73,32,10,4,3,3,16,284,22,12,13,11,65,66,194,167,474,350,331,198,157,81,216,2351
316071546,0,0,0,0,0,0,0,0,3,0,6,0,4,16,11,13,19,10,3,4,3,0,8,108,8,11,13,3,37,32,98,83,181,115,103,93,85,73,109,1041
316071547,0,0,0,0,0,0,4,4,4,8,12,16,33,38,41,40,77,40,28,4,3,3,44,379,25,17,24,24,101,79,248,203,546,412,361,212,188,133,345,2925
316071548,0,0,0,0,0,0,9,9,14,10,23,44,72,141,151,143,200,82,45,12,3,3,100,1047,31,23,40,51,163,228,561,435,993,746,602,303,246,116,539,5082
316081549,0,0,0,0,0,0,9,12,15,6,31,37,61,105,96,103,176,68,40,8,12,3,86,842,63,37,67,57,224,223,584,507,1232,807,653,382,345,251,782,6201
317011445,0,0,0,0,0,0,0,3,4,7,7,9,12,24,35,11,38,11,6,7,7,0,22,194,18,11,14,10,37,50,125,96,273,270,269,211,152,133,219,1885
317011446,0,0,0,0,0,0,0,3,14,3,13,16,42,67,84,81,145,48,30,12,4,0,50,607,35,8,27,27,110,125,350,279,639,459,408,237,167,63,251,3183
317011447,0,0,0,0,0,0,0,0,5,6,20,21,32,59,74,63,124,48,18,12,3,0,43,521,25,13,25,29,80,84,310,208,501,343,284,158,100,32,232,2419
317011448,0,0,0,0,0,0,3,3,0,0,4,17,32,34,40,38,63,20,11,0,6,0,37,301,15,3,9,22,78,60,207,135,348,225,152,86,63,34,191,1626
317011449,0,0,0,0,0,0,0,0,3,0,3,9,6,16,25,15,45,25,7,8,0,0,18,173,15,12,7,10,28,35,136,99,282,291,297,189,132,36,205,1768
317011450,0,0,0,0,0,0,3,3,6,0,3,14,20,30,34,27,67,52,27,12,10,3,30,337,24,17,17,20,66,62,242,205,497,494,522,405,458,259,440,3724
317011451,0,0,0,0,0,0,5,6,0,4,15,19,31,43,52,55,91,26,18,11,0,3,45,408,21,16,25,27,107,89,275,195,552,437,373,264,212,131,348,3062
317011452,0,0,0,0,0,0,0,0,3,0,4,3,0,19,14,19,36,33,15,10,10,0,14,171,14,0,12,10,27,34,99,99,235,250,270,188,255,250,161,1905
317011453,0,0,0,0,0,0,9,9,3,0,15,28,31,92,87,80,121,49,15,9,8,0,55,598,12,9,26,34,65,117,270,176,490,314,256,143,92,42,240,2282
317011454,0,0,0,0,0,0,0,4,3,7,7,18,26,60,46,44,45,38,9,3,7,0,22,332,10,10,14,16,53,76,139,121,243,218,128,85,74,50,119,1349
317011455,0,0,0,0,0,0,0,0,0,0,0,10,15,27,27,36,78,44,22,8,6,8,37,333,11,18,4,14,56,56,159,146,382,280,287,195,235,196,209,2260
317011456,0,0,0,0,0,0,3,0,10,3,13,20,43,80,85,95,156,84,25,6,10,3,69,712,25,18,18,27,94,135,301,268,608,470,374,223,214,97,293,3169
317011457,0,0,0,0,0,0,0,3,5,3,9,3,20,36,35,39,95,48,10,7,5,3,50,370,12,7,16,6,52,58,121,128,330,234,281,226,299,363,244,2383
317011458,0,0,0,0,0,0,0,0,11,6,13,13,21,45,48,51,101,55,26,12,7,0,45,463,26,18,21,17,68,92,199,185,563,526,526,411,288,162,379,3485
317011459,0,0,0,0,0,0,5,6,4,6,26,23,63,106,109,108,161,67,31,3,6,3,65,778,27,5,29,28,147,165,440,329,739,468,392,155,109,38,332,3406
