SA2_MAINCODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
305041133,21,19,15,11,8,14,5,104,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,0,0,0,0,0,0,4,11,12,19,11,0,12,5,0,70,0,0,0,0,0,0,5,8,14,8,3,3,3,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,10,8,11,6,19,15,10,6,4,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,46,9,5,4,3,9,10,21,26,90,81,84,47,91,88,60,624,0,0,0,0,0,0,0,0,0,4,9,9,21,60,3,98,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,18,0,0,0,0,0,0,0,0,3,4,11,13,26,79,7,142,0,0,0,0,0,0,0,0,0,0,6,4,8,8,3,31
305041134,17,16,11,12,16,33,0,108,0,0,0,0,0,0,0,0,3,0,3,3,5,6,0,21,0,0,0,0,0,0,0,0,8,8,12,10,15,13,3,68,0,0,0,0,0,4,8,6,21,6,6,4,5,10,0,64,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,4,0,3,0,11,3,30,17,57,24,15,7,6,8,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,8,3,3,3,13,4,43,25,125,69,73,73,114,158,52,777,0,0,0,0,0,0,0,0,6,6,14,24,80,196,20,346,0,0,0,0,0,0,3,0,3,8,3,3,3,12,3,36,0,0,0,0,0,0,0,0,8,19,33,71,75,248,28,475,0,0,0,0,0,0,0,0,0,3,8,5,13,30,5,64
305041135,30,19,46,29,13,38,0,188,0,0,0,0,0,0,0,0,5,0,0,4,7,12,0,26,0,0,0,0,3,0,0,4,16,25,23,10,26,17,3,122,0,0,3,0,0,0,0,11,20,10,9,5,8,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,8,0,0,0,3,8,22,14,20,12,16,3,3,8,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,91,13,3,4,0,7,7,33,36,113,104,173,141,168,210,99,1125,0,0,0,0,0,0,0,5,0,5,11,16,47,131,24,236,0,0,0,0,0,0,0,0,0,7,3,3,3,10,0,27,0,0,0,0,0,0,0,0,6,10,25,28,48,165,19,304,0,0,0,0,0,0,0,0,4,4,7,5,13,38,3,72
305041136,12,17,10,11,10,15,3,82,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,13,0,0,0,0,0,0,3,4,4,9,7,8,13,10,0,55,0,0,0,0,3,5,3,3,9,7,6,3,0,0,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,3,14,10,6,9,4,0,4,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,3,0,9,12,27,25,60,56,61,67,99,102,53,568,0,0,0,0,0,0,0,0,4,7,3,8,30,79,8,147,0,0,0,0,0,0,0,0,4,3,4,0,7,6,0,25,0,0,0,0,0,0,0,4,3,8,13,21,33,73,7,154,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,27
305041137,33,34,28,13,20,34,4,174,0,0,0,0,0,0,0,3,4,0,0,0,8,6,0,22,0,0,0,0,3,5,6,15,27,42,21,6,23,18,3,163,0,3,3,4,6,5,7,5,10,7,9,0,3,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,5,3,8,6,26,26,41,21,14,4,8,17,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,74,28,10,11,7,22,16,48,57,152,139,158,100,142,154,87,1121,0,0,0,0,0,0,0,0,3,5,11,14,37,89,10,169,0,0,0,0,0,0,7,0,3,3,7,4,7,7,4,35,0,0,0,0,0,0,3,0,10,24,20,35,36,119,15,255,0,0,0,0,0,0,0,0,0,0,3,4,10,14,3,35
306011138,12,28,23,13,7,10,3,101,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,14,0,0,0,0,0,0,0,3,16,8,14,0,13,3,0,51,0,0,0,0,0,3,0,5,14,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,8,3,21,15,22,7,0,3,0,0,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,8,3,3,3,16,8,23,38,88,71,76,52,46,35,59,530,0,0,0,0,0,0,0,0,11,12,48,28,60,32,18,211,0,0,0,0,0,0,0,0,7,4,6,0,3,0,3,30,0,0,0,0,0,0,0,3,24,37,62,36,29,24,14,229,0,0,0,0,0,0,0,0,8,9,7,4,8,3,4,38
306011139,52,43,46,22,13,14,0,202,0,0,0,0,0,0,0,0,7,10,10,3,7,3,0,39,3,0,0,0,0,0,11,18,41,29,35,5,11,5,8,168,0,0,0,0,7,7,12,16,33,16,6,0,4,0,0,104,0,0,0,0,0,0,4,3,4,5,0,4,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,7,4,7,31,17,99,45,96,33,26,11,8,8,12,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,126,20,9,6,6,50,27,141,99,311,199,212,92,89,62,156,1477,0,0,0,0,0,0,6,0,9,28,58,34,67,36,28,272,0,0,0,0,0,0,4,0,7,15,3,6,3,3,4,51,0,0,0,0,0,0,0,9,39,65,63,46,42,30,17,321,0,0,0,0,0,0,0,0,9,10,13,12,11,5,0,52
306011140,3,20,17,13,10,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,4,16,13,8,7,3,3,0,47,0,0,0,0,0,6,6,0,8,0,0,0,0,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,7,3,26,8,18,4,3,0,4,3,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,5,0,3,0,8,14,31,13,56,55,41,42,34,27,40,378,0,0,0,0,0,0,0,0,3,3,11,19,29,25,11,100,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,16,0,0,0,0,0,0,4,0,13,18,15,14,15,21,3,108,0,0,0,0,0,0,0,0,0,0,4,7,5,3,4,24
306011141,21,40,42,29,17,11,3,174,0,0,0,0,0,0,0,3,3,14,4,5,3,0,0,33,0,0,0,0,0,0,6,16,35,27,28,9,11,3,3,129,0,3,3,0,5,5,4,9,13,6,3,3,0,0,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,3,3,3,14,5,62,22,53,15,8,0,3,0,7,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,95,9,10,6,3,24,15,80,51,160,149,172,122,102,69,118,1089,0,0,0,0,0,0,0,0,10,45,84,91,157,85,38,511,0,0,0,0,0,0,6,7,10,20,0,6,6,4,3,64,0,3,0,0,0,0,3,9,46,107,122,100,74,54,32,541,0,0,0,0,0,0,0,0,3,10,14,17,23,9,9,82
306011142,40,55,43,33,23,22,4,231,0,0,0,0,0,0,4,0,3,4,13,5,10,9,0,44,0,0,0,0,3,0,9,11,38,26,21,11,5,8,4,153,0,0,5,4,3,6,9,19,27,5,9,3,3,0,3,101,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,17,16,3,3,5,33,17,71,44,69,15,12,3,3,12,13,315,0,0,0,0,0,0,3,0,0,0,0,0,0,0,135,142,24,10,8,12,43,35,115,91,246,182,240,143,129,100,163,1535,0,0,0,0,0,0,0,3,12,48,86,89,84,61,23,410,0,0,0,0,0,3,0,7,14,14,12,9,5,4,3,62,0,0,0,0,0,0,3,3,64,91,93,65,44,37,22,434,0,0,0,0,0,0,0,0,10,14,16,20,11,5,4,75
306011143,20,31,29,16,3,6,3,111,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,17,0,0,0,0,4,3,6,9,14,7,9,3,3,0,3,72,0,0,0,0,0,3,9,18,17,6,9,0,0,0,0,60,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,14,6,48,13,41,6,9,3,0,4,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,3,0,4,5,20,13,67,49,125,79,118,57,34,25,69,670,0,0,0,0,0,0,0,0,3,16,23,17,15,12,8,99,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,25,31,24,17,10,4,4,122,0,0,0,0,0,0,0,4,4,0,6,6,0,0,0,22
306021144,19,37,25,15,5,0,5,109,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,21,0,0,0,0,0,0,3,15,18,17,3,3,0,0,3,62,0,0,0,0,0,4,8,8,5,4,0,0,0,0,0,27,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,16,7,40,9,24,3,0,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,4,3,3,6,19,12,60,41,101,98,107,60,37,15,78,645,0,0,0,0,0,0,0,0,9,43,58,48,44,18,18,248,0,0,0,0,0,0,0,0,12,11,3,4,3,0,0,37,0,0,0,0,0,0,0,5,29,49,58,40,28,12,5,237,0,0,0,0,0,0,0,0,0,17,12,3,3,4,3,45
306021145,57,41,23,17,11,12,5,183,0,0,0,0,0,0,0,0,10,10,0,8,4,5,0,28,0,0,0,0,0,5,10,20,33,19,14,0,10,6,3,111,0,0,3,3,5,8,10,6,16,6,5,5,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,13,3,4,0,8,5,28,17,33,9,10,4,4,8,6,140,0,0,0,0,0,0,0,0,3,0,0,0,0,0,77,82,15,3,11,6,13,24,61,65,200,140,139,78,82,61,97,994,0,0,0,0,0,0,0,0,7,11,17,11,15,13,11,85,0,0,0,0,0,0,0,4,12,3,0,4,3,0,3,31,0,0,0,0,0,0,5,7,24,26,21,12,4,10,3,111,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,19
306021146,29,31,33,19,8,11,0,141,0,0,0,0,0,0,0,4,3,0,4,5,3,4,0,26,0,0,0,0,0,0,6,8,35,18,10,4,9,3,4,101,0,0,0,0,0,6,8,10,20,7,3,0,3,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,6,3,21,5,78,52,65,8,9,5,0,5,14,278,0,0,0,0,0,0,3,0,0,4,0,3,0,0,56,70,7,3,13,4,26,19,105,83,172,98,104,80,51,43,91,901,0,0,0,0,0,0,0,0,13,28,44,34,55,34,14,226,0,0,0,0,0,0,0,4,5,12,9,8,3,0,4,40,0,0,0,0,0,0,0,4,38,65,47,40,26,20,21,275,0,0,0,0,0,0,0,0,0,4,10,11,10,4,6,36
306021147,37,47,26,9,8,3,3,136,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,20,0,0,0,0,0,3,8,3,27,17,10,9,0,0,3,80,0,0,0,3,5,13,8,15,13,3,3,0,0,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,3,3,5,31,14,68,22,52,9,4,3,0,3,4,230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,57,61,18,3,4,4,43,22,95,50,168,127,126,70,40,17,78,863,0,0,0,0,0,0,0,0,9,53,67,63,49,27,23,292,0,0,0,0,0,0,0,3,16,9,9,3,0,0,0,41,3,0,0,0,0,0,0,0,66,88,61,54,31,13,16,329,0,0,0,0,0,0,0,0,12,7,13,7,3,0,4,46
306021148,38,27,35,15,3,3,3,131,0,0,0,0,0,0,0,0,10,4,3,3,5,0,0,28,0,0,0,0,0,3,3,7,17,21,10,3,3,0,4,84,0,3,3,0,0,10,8,7,19,3,4,0,0,0,3,59,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,26,6,76,28,41,9,8,3,0,5,17,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,8,7,3,3,32,26,92,57,156,111,108,60,53,23,90,838,0,0,0,0,0,0,0,0,11,26,61,45,39,20,21,236,0,0,0,0,0,0,0,4,11,3,7,3,3,0,10,40,0,0,0,0,0,0,0,6,37,63,57,45,36,20,13,287,0,0,0,0,0,0,0,0,6,7,7,10,6,0,6,48
306021149,36,28,22,12,6,7,4,121,0,0,0,0,0,0,0,0,3,4,11,6,5,3,0,29,0,0,0,0,0,3,3,12,29,26,17,3,4,4,0,94,0,0,0,0,0,9,11,14,21,5,3,0,3,3,0,65,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,18,15,60,29,52,12,6,6,0,3,16,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75,9,3,4,0,26,26,82,60,173,114,129,84,69,48,93,919,0,0,0,0,0,0,0,0,19,29,49,49,71,41,13,273,0,0,0,0,0,0,0,0,17,9,4,8,4,0,0,49,0,0,0,0,0,0,0,8,51,45,54,44,41,38,13,293,0,0,0,0,0,0,0,0,8,10,11,4,11,7,3,56
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,25,14,6,3,0,0,3,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,8,4,18,4,0,3,0,0,0,46,0,0,0,0,0,3,5,10,9,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,11,27,6,7,6,3,0,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,6,3,3,0,15,19,43,28,96,54,43,16,5,5,46,377,0,0,0,0,0,0,0,0,7,9,12,13,7,3,0,60,0,0,0,0,0,0,0,3,5,9,3,0,0,0,0,23,0,0,0,0,0,0,3,3,15,21,3,11,5,0,0,63,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,13
306021152,20,11,10,0,0,0,0,46,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,14,0,0,0,0,0,3,4,0,14,10,5,0,0,0,3,36,0,0,3,0,3,3,4,5,8,0,0,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,19,6,39,13,15,4,4,0,0,0,8,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,11,0,5,0,30,18,54,28,84,46,41,20,11,5,46,392,0,0,0,0,0,0,0,0,3,3,8,13,10,0,3,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,23,20,15,13,5,0,3,84,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,15
306021153,27,36,21,13,8,3,0,118,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,15,0,0,0,0,0,0,5,7,22,19,5,3,4,3,3,85,0,0,0,0,3,11,10,14,15,9,0,4,0,0,0,74,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,13,4,7,4,19,7,57,23,49,10,5,3,0,0,0,194,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,62,13,4,3,7,22,26,82,51,153,116,113,67,59,26,72,821,0,0,0,0,0,0,0,4,5,31,61,62,62,24,21,274,0,0,0,0,0,0,3,3,20,8,4,3,3,3,0,50,0,0,0,0,0,0,3,3,44,59,73,49,38,13,11,303,0,0,0,0,0,0,0,3,4,4,11,17,7,3,6,57
306021154,33,38,15,8,0,3,3,100,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,15,0,0,0,0,0,4,10,10,19,6,0,3,0,0,0,59,0,0,3,3,3,3,9,7,7,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,3,5,0,14,8,30,15,15,4,5,3,0,0,7,115,0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,43,6,5,8,5,22,13,60,45,117,89,72,38,21,10,52,561,0,0,0,0,0,0,0,0,9,4,8,5,15,3,3,42,0,0,0,0,0,0,0,3,3,6,0,0,0,0,3,18,0,0,0,0,0,0,0,3,15,23,9,9,0,0,7,68,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9
306021155,13,24,11,8,3,0,0,71,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,3,0,14,16,3,3,0,0,0,4,46,0,0,0,0,0,3,6,3,3,3,3,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,36,17,19,3,0,0,0,0,7,99,0,0,0,0,0,0,3,0,3,0,0,0,0,0,42,47,6,0,3,3,15,15,46,36,77,66,57,27,17,5,61,439,0,0,0,0,0,0,0,0,4,12,29,14,25,6,3,89,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,9,0,0,0,0,0,0,0,3,20,27,15,14,8,4,3,97,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,18
306021156,26,24,29,18,11,20,3,136,0,0,0,0,0,0,0,0,3,0,3,5,5,4,0,21,0,0,0,0,0,0,0,9,16,18,12,9,11,8,4,76,0,0,0,0,4,7,13,9,19,3,3,0,4,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,19,7,64,30,50,16,5,8,3,0,12,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,8,9,3,3,20,16,82,60,133,106,101,68,92,82,100,865,0,0,0,0,0,0,0,3,4,24,35,28,45,58,12,215,0,0,0,0,0,0,0,3,7,4,9,0,5,0,3,31,0,0,0,0,0,3,0,3,23,37,42,40,40,39,18,246,0,0,0,0,0,0,0,4,0,7,9,4,3,10,0,38
306021157,19,17,12,14,3,4,0,64,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,3,5,14,3,4,3,0,0,7,37,0,0,0,3,3,4,3,6,6,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,19,3,39,9,21,4,0,0,0,3,10,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,3,3,3,5,22,11,51,30,96,55,44,25,10,10,47,402,0,0,0,0,0,0,0,0,5,12,16,15,14,5,6,76,0,0,0,0,0,0,0,0,9,0,0,0,3,0,3,22,0,0,0,0,0,0,0,0,20,24,15,15,11,3,8,95,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,7
306031158,17,19,11,3,7,4,3,68,0,0,0,0,0,0,0,0,8,6,3,0,3,0,0,19,0,0,0,0,0,0,4,5,17,15,6,0,3,0,4,65,0,0,0,0,0,3,10,7,8,6,0,0,0,0,3,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,24,5,46,30,25,3,4,0,0,0,10,167,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,42,11,3,6,3,27,10,82,46,108,78,57,21,25,21,66,562,0,0,0,0,0,0,0,0,12,21,20,14,19,9,13,101,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,8,17,25,25,15,12,3,8,112,0,0,0,0,0,0,0,0,3,3,6,8,3,0,0,22
