SA2_MAINCODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
127021520,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,3,3,0,7,0,0,0,0,0,0,13,5,0,0,4,3,4,0,0,0,0,0,3,23,0,3,6,0,4,13,0,0,0,0,0,0,22,3,0,13,5,8,9,0,0,0,0,0,0,34,0,6,4,0,13,24,0,0,0,0,0,0,44,0,0,0,0,5,15,3,0,0,0,0,0,29,5,0,3,3,3,16,3,0,0,0,0,0,35,5,0,4,3,11,29,8,0,0,0,3,3,66,3,0,0,0,9,16,3,0,0,0,0,0,36,5,0,0,5,5,16,7,0,0,0,0,4,41,0,0,0,0,0,7,3,0,0,0,0,0,16,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127031522,3,0,3,0,3,3,3,0,0,0,0,0,18,10,0,3,0,0,3,0,0,0,0,0,7,20,44,3,5,7,0,13,0,0,0,3,3,3,74,22,8,3,3,8,13,5,0,0,0,0,0,67,0,4,18,4,3,8,0,0,0,0,0,6,44,9,9,18,9,23,38,14,4,0,0,0,0,123,7,0,7,8,26,39,14,0,0,0,0,4,103,6,0,6,11,17,37,15,3,0,0,0,0,98,3,0,8,9,17,71,29,3,0,0,0,3,155,0,0,7,5,9,31,15,5,0,0,0,3,87,0,0,4,4,11,44,22,7,0,0,0,4,91,4,0,4,0,3,27,23,6,0,0,0,0,59,3,0,0,5,0,6,11,0,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,9,8,3
127031523,0,0,0,7,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,0,0,0,14,17,7,3,3,4,3,3,0,0,0,0,0,37,8,4,0,9,9,7,4,0,0,0,0,0,40,5,0,4,7,3,3,3,0,0,0,0,0,24,3,0,7,12,21,29,15,3,0,0,0,3,97,0,0,0,8,18,34,17,3,0,0,0,0,80,3,0,4,10,13,31,25,0,0,0,0,3,93,11,0,3,6,21,44,31,8,0,0,0,4,125,3,0,3,0,14,24,25,4,0,0,0,0,77,0,0,3,4,6,33,34,5,0,0,0,3,83,0,0,0,0,3,17,19,6,0,0,0,3,55,0,0,0,0,3,6,9,3,0,0,0,0,26,0,0,0,0,0,0,5,3,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5
127031524,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,3,0,0,0,3,0,0,0,0,0,11,15,6,10,0,3,10,3,0,0,0,0,0,38,10,3,7,0,3,8,3,0,0,0,0,0,38,5,3,3,3,0,0,0,0,0,0,0,0,18,6,0,11,3,4,34,23,3,0,0,0,3,86,3,0,13,4,4,36,14,9,0,0,0,0,86,0,0,39,12,3,24,28,3,0,0,0,3,110,0,0,57,33,8,42,38,9,0,0,0,6,200,3,0,50,33,0,32,36,15,0,0,0,3,166,7,0,55,51,8,27,50,14,4,0,0,3,213,0,0,35,35,3,17,21,8,0,0,0,4,131,0,0,7,9,0,6,20,8,0,0,0,0,50,0,0,0,9,0,3,7,5,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,9,3,4,125,67,13
127031598,4,3,3,26,9,6,3,0,0,0,0,12,67,18,7,15,29,9,7,0,0,0,0,3,6,98,124,22,43,98,27,13,6,0,0,0,4,13,342,48,13,56,118,34,18,3,0,0,0,3,7,299,14,8,43,127,26,33,7,0,0,0,0,4,273,13,8,45,237,86,72,20,0,0,0,3,12,494,8,3,31,166,67,32,26,0,0,0,3,3,334,7,3,20,158,62,54,26,0,3,0,3,0,336,7,0,25,202,74,94,31,0,0,0,3,3,442,3,0,9,82,43,42,23,0,0,0,3,5,209,6,0,5,71,32,51,23,4,0,0,0,0,194,0,0,7,15,13,26,8,0,0,0,0,0,72,0,0,0,8,12,13,15,0,0,0,0,0,44,0,0,0,0,4,3,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,11,10,4,26,105,29
127031599,3,3,3,4,0,0,0,0,0,0,0,0,12,24,7,16,0,0,4,0,0,0,0,0,7,61,143,26,19,15,6,12,3,0,0,0,11,17,244,49,21,16,7,16,13,3,0,0,0,5,7,134,7,13,52,13,14,10,0,0,0,0,0,6,109,12,18,45,31,41,40,3,0,0,0,0,7,188,5,5,11,19,27,22,4,0,0,0,0,0,88,3,3,12,14,26,21,3,0,0,0,0,0,76,4,4,17,18,30,35,9,0,0,0,0,0,116,0,0,0,11,12,16,3,0,0,0,0,0,51,0,0,3,3,22,21,4,0,0,0,0,0,58,0,0,0,0,8,11,3,0,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,12,21
127031600,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,4,0,0,0,0,0,0,15,0,0,0,0,3,6,5,4,0,0,0,0,20,3,0,3,0,3,0,0,0,0,0,0,0,7,6,0,0,0,3,25,18,5,0,0,0,3,57,0,0,4,3,0,11,10,0,0,0,0,0,37,0,0,3,0,3,15,13,5,0,0,0,0,36,0,0,0,3,3,22,25,5,0,0,0,0,56,0,0,0,0,3,22,21,3,0,0,0,0,49,3,0,0,3,0,14,30,8,0,0,0,0,67,3,0,0,0,0,10,18,5,0,0,0,0,36,0,0,0,0,0,5,9,6,0,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
127031601,4,0,9,6,0,0,0,0,0,0,0,3,25,15,3,6,9,0,0,0,0,0,0,0,3,38,118,25,15,31,0,0,0,0,0,0,0,3,199,35,18,27,28,0,0,0,0,0,0,0,3,111,5,10,35,16,4,4,0,0,0,0,0,7,81,12,11,31,53,10,3,4,0,3,0,3,3,132,3,0,16,49,12,6,0,0,0,0,0,0,87,4,0,12,39,12,3,0,0,0,0,0,0,71,0,0,7,39,20,7,0,0,0,0,0,3,85,0,0,3,20,5,3,0,0,0,0,0,3,37,3,0,3,12,13,6,3,0,0,0,0,4,47,0,0,0,3,6,3,0,0,0,0,0,0,18,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5
128011529,0,0,0,3,0,3,3,0,0,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,0,3,24,3,0,0,3,8,3,0,0,0,0,3,50,7,6,9,0,7,10,4,5,0,0,0,3,55,3,3,3,0,0,3,0,0,0,0,0,3,13,3,0,6,14,13,30,21,9,0,0,0,3,103,3,0,3,3,8,19,14,3,0,0,0,3,66,3,0,0,4,13,24,13,13,0,0,0,0,72,4,0,4,5,16,33,37,29,3,3,0,0,138,0,0,0,3,5,25,21,19,3,0,0,0,89,4,0,9,3,7,23,44,32,14,0,0,0,136,3,0,0,5,3,12,26,17,3,0,0,0,74,0,0,0,0,0,10,22,13,13,3,0,0,65,0,0,0,0,0,5,4,11,6,0,0,0,40,0,0,0,0,0,3,0,0,6,3,0,0,13,0,0,3,9,4
128011530,4,0,3,0,3,0,3,0,0,0,0,5,26,9,0,4,0,0,7,4,0,0,0,0,7,31,99,12,18,10,0,12,10,8,0,0,4,9,172,43,14,14,9,7,21,12,3,0,0,3,3,121,0,3,23,0,3,5,4,0,0,0,0,0,39,6,3,13,13,13,37,40,5,0,0,3,5,138,5,0,5,12,13,38,35,12,3,0,0,3,122,5,0,0,6,22,49,39,25,0,0,0,4,144,3,0,5,4,20,84,75,37,0,0,0,6,237,5,0,4,3,12,50,61,30,5,0,0,6,171,11,0,11,7,4,53,71,45,3,0,0,0,208,3,0,4,7,7,27,41,45,0,0,3,0,133,3,0,0,3,3,15,29,18,7,4,0,0,79,0,0,0,0,0,0,13,26,11,3,3,0,50,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,7,14,11
128011531,3,0,0,0,0,0,0,3,0,0,3,0,12,3,0,3,0,0,0,3,0,0,0,0,0,14,31,3,5,3,3,3,6,0,0,0,3,4,63,15,27,8,8,0,10,6,0,0,0,0,0,76,0,0,7,0,0,4,4,0,0,0,0,0,24,9,3,15,8,10,15,8,10,0,0,4,7,89,0,3,5,3,11,13,12,8,3,0,0,3,64,4,0,3,4,8,24,11,17,3,0,0,0,82,8,0,0,9,13,18,37,15,11,0,0,0,111,3,0,4,6,3,21,20,17,11,3,0,4,82,8,0,0,3,10,16,34,32,17,3,3,0,113,0,0,0,4,4,8,10,25,7,4,3,4,70,3,0,0,0,0,8,5,18,6,9,17,3,75,0,0,0,0,0,0,6,16,12,3,4,0,44,0,0,0,0,0,0,3,4,0,0,7,0,14,9,3,4,0,3
128011602,5,0,3,0,3,4,0,0,0,0,0,4,17,18,0,0,0,0,3,0,3,0,0,0,3,30,103,9,7,9,0,3,3,5,0,0,0,12,148,30,14,4,9,3,17,13,0,0,0,0,7,91,5,0,4,0,0,4,3,0,0,0,0,3,28,3,3,15,19,14,35,20,6,0,0,0,4,124,0,0,3,12,22,35,27,10,0,0,0,3,118,0,3,0,8,10,32,25,10,0,0,0,0,98,4,0,4,18,17,53,54,27,4,0,0,0,179,0,0,0,10,11,22,40,14,3,0,0,3,99,7,0,3,10,3,28,43,22,3,0,0,0,119,0,0,7,0,3,13,17,15,3,0,0,3,62,0,0,0,9,0,8,15,15,4,0,0,0,51,0,0,0,5,0,0,7,9,0,0,0,0,22,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,9,8,6
128011603,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,9,0,3,3,0,0,0,0,0,0,0,3,19,4,3,4,0,4,4,7,0,0,0,0,0,26,0,0,3,0,0,3,3,0,0,0,0,0,8,4,0,3,7,3,10,11,3,4,0,0,3,46,3,0,0,0,0,3,8,3,0,0,0,0,19,4,0,3,0,6,10,16,10,3,0,0,0,54,3,0,0,7,0,3,18,13,0,0,0,3,57,0,0,3,12,0,5,14,19,3,0,0,3,54,3,0,3,7,3,9,34,34,7,3,6,0,113,3,0,0,3,0,3,20,22,6,0,0,0,61,0,0,0,3,0,4,9,25,8,6,5,0,65,3,0,0,0,0,0,4,14,4,4,4,0,33,0,0,0,0,0,0,0,3,4,6,0,0,19,3,0,11,19,0
128011604,3,0,0,6,8,10,9,3,0,3,0,3,44,5,0,0,8,3,0,3,6,3,0,0,0,29,29,6,14,46,11,10,10,0,0,0,0,4,128,14,5,8,56,19,32,18,3,3,0,3,5,169,10,0,5,9,3,3,3,0,0,0,0,0,25,15,3,6,86,64,70,44,13,3,0,0,3,315,12,3,7,95,45,91,40,15,0,0,0,8,322,0,0,7,75,59,104,46,25,9,0,0,4,321,11,0,9,64,64,137,117,58,11,3,3,6,480,3,0,0,28,33,79,90,43,7,0,3,0,287,11,0,3,20,31,89,120,71,9,0,3,0,367,3,0,3,6,12,54,88,54,15,3,3,4,243,4,0,3,9,8,30,61,50,19,8,13,4,203,4,0,0,7,3,5,26,30,18,6,15,0,108,0,0,0,0,0,3,0,13,10,0,8,0,30,4,3,0,19,14
128011605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
128011606,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,3,3,0,0,0,0,0,0,0,12,0,3,3,11,0,3,3,0,0,0,0,3,21,0,0,0,5,3,0,0,0,0,0,0,0,9,0,0,0,12,13,0,4,0,3,0,0,3,35,0,0,0,14,7,0,4,5,0,0,0,0,39,0,0,0,10,5,5,3,3,0,0,0,0,36,3,0,0,17,10,8,10,9,3,0,4,0,60,0,0,0,3,0,7,3,5,0,0,0,3,34,3,0,3,6,3,3,10,12,4,0,0,0,38,0,0,0,5,0,3,3,8,5,0,3,0,38,0,0,0,0,3,0,0,12,3,3,3,0,23,0,0,0,0,0,0,0,0,3,3,6,0,14,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,3,3,0
128021533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,3,18,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,6,0,0,0,0,0,21,0,0,0,0,0,4,10,0,0,0,0,0,17,0,0,0,0,0,8,8,0,0,0,0,0,22,4,0,0,0,0,3,15,5,0,0,0,3,33,0,0,0,0,0,6,11,3,0,0,0,0,21,0,0,0,0,0,4,7,9,0,0,0,0,19,0,0,0,0,0,3,6,6,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
128021534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,3,5,14,3,0,0,0,27,0,0,0,0,0,0,0,7,4,0,0,0,18,4,0,0,0,0,0,4,8,3,0,0,0,26,0,0,0,0,0,0,3,9,3,3,0,0,18,0,0,0,0,0,0,3,10,3,0,7,0,29,0,0,0,0,0,0,4,13,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021535,0,0,4,0,0,0,3,5,0,0,0,0,9,3,0,0,0,0,0,6,0,0,0,0,0,8,9,11,0,0,0,0,6,3,0,0,0,3,34,9,17,6,3,3,0,7,3,0,0,0,0,55,0,0,7,3,0,0,3,0,0,0,0,0,25,0,7,12,12,0,10,18,4,0,0,0,0,64,0,3,0,4,0,12,19,11,3,0,0,0,56,0,0,0,4,0,12,23,9,6,0,0,0,60,0,3,4,3,3,21,60,17,0,3,0,3,111,0,0,0,3,0,9,35,16,0,3,0,3,76,0,0,0,9,3,7,40,31,5,3,0,3,114,0,0,0,4,0,4,25,22,3,0,0,0,61,0,0,0,4,0,9,15,21,8,8,0,0,65,0,0,0,0,0,0,13,15,9,0,0,0,34,0,0,0,0,0,0,3,3,0,0,0,0,5,3,5,4,0,6
128021536,0,0,0,3,0,3,0,0,0,0,0,0,14,6,0,4,0,0,0,0,0,0,0,0,0,16,41,9,8,0,0,3,0,0,0,0,3,0,69,16,11,10,10,3,5,7,0,0,0,0,4,64,0,5,14,0,0,0,0,0,0,0,0,3,26,3,3,20,10,14,17,14,5,0,0,0,0,93,3,0,5,18,7,10,19,14,0,0,0,0,78,8,0,3,11,6,23,20,15,4,0,0,0,87,7,3,0,7,16,16,44,18,0,0,0,0,113,0,0,0,3,5,4,27,22,0,3,0,0,63,8,0,0,4,3,14,24,32,10,0,0,0,103,0,0,0,3,0,5,7,26,5,0,0,0,53,4,0,0,0,3,6,10,12,9,0,0,0,48,0,0,0,0,0,0,13,11,3,3,0,0,38,0,0,0,0,0,0,0,5,3,0,0,0,10,4,0,3,5,3
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,3,0,3,0,3,7,5,0,0,0,0,4,25,26,3,3,0,0,11,4,0,0,0,0,3,51,126,17,11,5,3,9,3,0,0,0,3,8,199,45,24,27,14,17,39,18,3,0,0,0,9,195,3,7,18,0,7,9,6,0,0,0,0,0,47,15,14,24,21,27,82,31,6,0,0,0,6,216,8,0,9,12,35,81,27,13,0,0,0,0,193,3,3,6,13,42,108,42,8,0,0,0,4,225,0,0,6,17,48,173,86,22,0,0,0,3,352,0,0,6,7,27,107,65,13,4,0,0,0,226,8,0,3,3,30,117,66,20,0,0,0,0,248,4,0,5,0,12,79,62,26,3,0,0,0,186,0,0,0,0,0,36,29,18,4,0,0,0,92,0,0,0,0,3,13,12,17,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,6,3,8,13,0,6
128021607,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,0,0,0,10,11,3,5,0,0,7,3,0,0,0,0,0,30,3,7,5,3,5,20,3,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,3,3,31,11,3,0,0,0,0,71,0,0,3,7,4,30,11,11,0,0,0,3,69,3,0,3,3,4,29,13,5,0,0,0,0,70,6,0,3,7,4,53,38,18,0,0,0,4,134,3,0,0,0,4,31,22,16,0,0,0,3,80,4,0,0,0,0,33,33,21,0,0,0,0,91,4,0,0,0,5,15,20,9,0,0,0,0,47,0,0,0,0,0,8,4,10,0,0,0,0,28,0,0,0,0,0,0,3,11,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
128021608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,0,0,18,0,0,0,0,0,6,3,3,0,0,0,0,20,0,0,0,0,0,4,5,3,0,0,0,0,12,0,0,0,3,0,3,10,3,0,0,0,0,19,0,0,0,0,0,0,12,3,0,0,0,0,21,0,0,0,0,0,0,6,6,3,0,0,0,22,0,0,0,0,0,3,6,10,4,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
128021609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
