SA2_MAINCODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
306051166,3,0,3,3,0,0,0,0,0,0,0,0,19,0,0,8,3,0,0,0,0,0,0,0,0,16,31,15,46,23,3,3,0,0,0,0,0,4,131,28,16,71,31,3,5,3,0,0,0,0,3,167,9,6,25,14,4,3,0,0,0,0,0,0,57,12,10,79,73,29,6,0,0,0,0,0,6,216,7,3,30,29,11,3,0,0,0,0,0,0,86,6,3,23,48,22,6,4,0,0,0,0,4,115,12,4,43,48,16,14,3,0,0,0,0,3,137,5,0,20,22,12,10,0,0,0,0,0,0,65,4,0,10,16,12,10,0,0,0,0,0,0,51,0,0,3,8,3,4,0,0,0,0,0,0,22,4,0,0,0,0,3,0,0,0,0,0,4,13,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,18,16,16
306051167,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,18,8,25,4,0,0,0,0,0,0,0,0,58,17,4,31,8,0,0,0,0,0,0,0,0,61,5,4,13,13,0,0,0,0,0,0,0,0,36,9,6,27,17,0,0,0,0,0,0,0,8,68,10,0,16,12,3,0,0,0,0,0,0,4,45,4,0,9,7,0,0,0,0,0,0,3,0,34,6,0,12,11,0,0,0,0,0,0,0,0,31,11,0,3,3,0,0,0,0,0,0,0,6,19,8,0,0,7,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,7,4
306051168,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,10,6,3,0,0,0,0,0,0,0,28,12,5,10,4,3,3,0,0,0,0,0,3,42,7,0,3,0,0,0,0,0,0,0,0,0,15,11,3,9,13,6,9,0,0,0,0,0,4,61,4,0,5,3,3,0,0,0,0,0,0,0,22,3,0,3,10,4,7,0,0,0,0,0,0,27,8,3,4,6,7,5,3,0,0,0,3,0,41,5,0,0,0,4,4,0,0,0,0,0,0,15,5,0,3,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0
306051169,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,3,6,0,0,0,0,0,0,0,0,12,22,3,16,5,0,0,0,0,0,0,0,0,59,25,10,21,13,3,8,0,0,0,0,0,0,80,5,9,19,3,0,0,0,0,0,0,3,0,38,13,11,32,42,8,3,0,0,0,0,0,4,118,6,0,15,21,3,0,0,0,0,0,0,0,46,17,0,15,17,12,6,0,0,0,0,0,0,63,7,5,18,21,15,8,0,0,0,0,0,3,78,8,0,3,14,3,0,3,0,3,0,0,6,37,9,0,4,10,8,0,0,3,0,0,0,0,32,3,0,0,3,0,0,0,0,0,0,0,0,13,0,0,3,5,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,20,8
306051170,0,0,3,0,0,0,0,0,0,0,0,0,5,8,4,10,3,0,0,0,0,0,0,0,3,21,39,24,44,10,0,0,0,0,0,0,0,7,121,28,15,50,17,0,0,0,0,0,0,0,3,123,4,11,19,14,0,0,0,0,0,0,0,0,48,22,11,75,46,8,0,0,0,0,0,0,5,175,10,3,27,32,4,7,0,0,0,0,0,3,89,10,5,24,25,4,4,0,0,0,0,0,3,68,23,7,38,49,6,5,0,0,0,0,0,7,132,3,0,6,13,0,4,0,0,0,0,0,0,37,16,3,5,15,8,5,0,0,0,0,0,0,50,3,0,5,9,3,0,0,0,0,0,0,0,15,4,0,0,4,0,3,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,22,42,5
307011171,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,15,3,5,4,0,0,0,0,0,0,0,0,31,18,9,20,10,0,0,0,0,0,0,0,0,50,0,3,9,0,0,0,0,0,0,0,0,0,14,33,6,15,16,0,0,0,0,0,0,0,0,71,27,0,18,10,3,0,0,0,0,0,0,3,64,27,3,15,12,3,0,0,0,0,0,0,6,66,29,3,22,17,4,0,0,0,0,0,0,3,83,28,0,5,6,0,0,0,0,0,0,0,4,47,26,0,14,8,10,0,0,0,0,0,0,0,54,8,0,0,4,0,0,0,0,0,0,0,3,18,11,3,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,29,3,10,9,4
307011172,0,0,5,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,6,14,3,12,4,0,0,0,0,0,0,0,0,36,10,3,23,3,0,4,0,0,0,0,0,0,45,0,0,7,0,0,0,0,0,0,0,0,0,16,11,9,27,13,3,3,0,0,0,0,0,7,74,9,3,12,8,3,9,0,0,0,0,0,3,45,14,5,3,5,4,3,3,4,0,0,0,3,35,20,4,14,16,3,3,3,0,3,0,0,5,74,6,3,6,9,8,4,5,3,0,0,0,4,45,9,3,8,9,7,10,5,3,3,0,0,0,55,11,0,3,0,0,0,3,3,0,0,0,0,21,12,0,6,7,9,12,6,5,6,0,0,6,66,0,0,0,0,3,3,0,0,7,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,14,8,3,9,12,3
307011173,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,0,0,0,0,0,0,0,15,17,12,12,10,3,0,0,0,0,0,0,0,55,13,6,22,15,3,0,0,0,0,0,0,0,61,3,0,4,10,0,0,0,0,0,0,0,0,15,9,5,30,33,11,3,3,0,0,0,0,3,100,7,3,22,21,9,0,0,0,0,0,0,0,67,10,5,10,20,6,4,0,0,0,0,0,0,61,17,0,18,38,20,5,4,0,0,0,0,4,119,7,0,5,15,10,6,0,0,0,0,0,0,42,7,3,12,11,12,4,7,0,0,0,0,0,65,6,3,0,3,6,3,4,0,0,0,0,0,25,0,5,3,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,16,9
307011174,3,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,4,13,5,18,0,0,0,0,0,0,0,0,0,40,21,3,10,3,0,0,0,0,0,0,0,0,42,6,0,11,0,0,0,0,0,0,0,0,0,17,35,8,20,3,0,0,0,0,0,0,0,9,77,38,3,11,0,0,0,0,0,0,0,0,3,60,31,4,12,3,0,0,0,0,0,0,0,0,53,40,4,21,0,0,0,0,0,0,0,0,3,65,19,0,12,0,0,0,0,0,0,0,0,4,34,25,0,5,3,0,0,0,0,0,0,0,0,37,10,0,3,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,3,0
307011175,8,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,8,21,3,12,0,0,0,0,0,0,0,0,0,32,18,11,9,0,0,0,0,0,0,0,0,0,41,9,0,6,0,0,0,0,0,0,0,0,0,15,31,9,15,5,0,0,0,0,0,0,0,4,62,20,7,6,6,0,0,0,0,0,0,0,6,44,15,0,9,0,0,0,0,0,0,0,0,0,25,32,3,13,8,0,0,0,0,0,0,3,4,60,20,0,3,5,0,0,0,0,0,0,0,0,31,8,0,3,0,0,0,0,0,0,0,0,0,19,8,3,3,3,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0
307011176,3,0,0,6,0,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,0,0,0,0,6,25,5,22,3,3,0,0,0,0,0,0,0,64,9,5,28,8,0,0,0,0,0,0,0,0,54,0,0,9,3,0,0,0,0,0,0,0,0,13,7,11,62,20,4,4,0,0,0,0,0,7,115,8,5,22,18,9,0,0,0,0,0,0,3,65,11,6,26,14,5,4,0,0,0,0,0,3,74,31,3,38,33,12,10,0,3,0,0,0,4,134,15,3,20,16,5,11,4,0,0,0,0,0,75,25,10,6,5,11,6,3,0,0,0,0,0,75,20,3,5,3,4,4,3,5,0,0,0,3,51,6,3,0,0,0,3,3,0,0,0,0,0,23,5,3,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,21,22,12
307011177,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,0,0,11,18,14,6,0,0,0,0,0,0,0,0,0,38,20,10,12,0,0,0,0,0,0,0,0,0,44,5,3,3,0,0,0,0,0,0,0,0,0,15,45,9,15,3,0,0,0,0,0,0,0,9,79,39,9,13,0,0,0,0,0,0,0,0,4,67,28,3,10,0,0,0,0,0,0,0,0,0,40,45,6,16,4,0,0,0,0,0,0,0,7,72,24,0,7,0,0,0,0,0,0,0,0,4,36,27,0,6,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,0,0,19,10,0,3,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,17,0,0
307011178,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,8,13,10,3,0,0,0,0,0,0,0,0,0,28,17,8,16,3,0,0,0,0,0,0,0,0,50,10,4,0,3,0,0,0,0,0,0,0,0,16,33,12,11,7,0,0,0,0,0,0,0,3,65,26,3,3,0,0,0,0,0,0,0,0,5,40,18,5,4,0,0,0,0,0,0,0,0,0,30,31,0,9,0,0,0,0,0,0,0,0,9,46,20,3,0,0,0,0,0,0,0,0,0,0,22,15,3,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0
307021179,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,13,21,14,25,7,5,0,0,0,0,0,0,0,67,22,13,37,19,3,0,0,0,0,0,0,3,99,11,4,14,8,3,0,0,0,0,0,0,0,49,10,10,30,29,3,0,0,0,0,0,0,0,90,19,0,15,22,3,0,0,0,0,0,0,0,69,13,4,5,14,0,0,0,0,0,0,0,0,44,21,0,13,21,3,3,0,0,0,0,0,4,70,5,0,11,8,0,0,0,0,0,0,0,0,25,10,3,5,0,3,0,3,0,0,0,0,4,29,4,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,10,0
307021180,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,10,7,7,14,16,0,3,0,0,0,0,0,0,43,11,0,36,18,0,0,0,0,0,0,0,5,76,3,0,5,8,3,0,0,0,0,0,0,0,26,5,9,27,40,10,0,0,0,0,0,0,3,90,15,3,16,28,4,0,0,0,0,0,0,3,75,12,3,17,31,7,0,0,0,0,0,0,0,77,14,5,27,46,3,5,0,0,0,0,0,5,107,11,0,7,14,3,0,0,0,0,0,0,0,42,12,0,14,21,0,3,0,0,0,0,0,0,43,4,0,5,6,0,0,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,18,0
307021181,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,0,0,0,0,0,0,0,0,3,20,9,3,15,7,0,0,0,0,0,0,0,0,27,4,0,6,0,0,0,0,0,0,0,0,0,17,19,5,16,11,0,0,0,0,0,0,0,9,51,12,3,13,7,0,0,0,0,0,0,0,0,39,12,0,10,5,0,0,0,0,0,0,0,4,29,26,5,12,10,0,0,0,0,0,0,0,3,54,4,3,15,0,0,0,0,0,0,0,0,6,27,10,0,3,10,3,0,0,0,0,0,0,0,24,3,0,4,0,3,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,3,0
307021182,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,8,4,3,11,5,0,0,0,0,0,0,0,0,21,9,0,28,8,0,0,0,0,0,0,0,0,50,6,0,7,0,0,0,0,0,0,0,0,0,18,18,4,30,18,0,0,3,0,0,0,0,3,81,20,0,8,3,3,0,0,0,0,0,0,4,38,7,0,15,14,3,0,0,0,0,0,0,3,41,19,0,18,25,0,0,0,0,0,0,0,0,68,4,0,3,9,3,4,0,0,0,0,0,0,24,9,0,4,10,3,3,0,0,0,0,0,0,35,0,0,4,3,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12,7,0
307021183,3,3,0,4,0,0,0,0,0,0,0,0,12,4,3,4,7,0,0,0,0,0,0,0,0,20,35,15,40,19,3,0,0,0,0,0,3,3,112,46,31,57,33,4,3,3,0,0,0,0,3,176,7,8,22,17,3,0,0,0,0,0,0,3,59,38,20,66,61,25,7,0,0,0,0,0,5,222,31,8,35,37,20,10,0,0,0,0,0,3,139,23,3,24,43,20,11,0,0,0,0,0,0,135,49,8,29,59,22,17,4,0,0,0,0,5,204,27,0,16,17,13,13,5,0,0,0,0,3,94,23,4,7,23,10,20,9,0,0,0,0,0,102,8,0,3,13,3,4,0,0,0,0,0,5,39,9,4,3,6,3,13,12,0,0,0,0,3,42,0,0,3,0,4,0,3,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,8,17,3,20,35,16
307031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,23,11,3,7,11,0,0,0,0,0,0,0,0,31,0,0,11,0,0,0,0,0,0,0,0,0,12,15,0,27,21,0,0,0,0,0,0,0,0,70,4,0,7,5,3,0,0,0,0,0,0,0,22,13,3,10,4,0,3,0,0,0,0,0,0,31,13,0,12,5,0,0,0,0,0,0,0,0,42,3,0,5,3,0,3,0,0,0,0,0,0,12,3,0,6,5,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0
307031185,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,4,4,10,0,0,0,0,0,0,0,0,0,25,4,6,12,8,0,0,0,0,0,0,0,0,32,0,0,7,5,0,0,0,0,0,0,0,0,21,15,7,14,12,0,0,0,0,0,0,0,0,47,7,3,10,4,0,0,0,0,0,0,0,0,30,7,0,4,4,0,0,0,0,0,0,0,0,21,8,0,10,8,0,0,0,0,0,0,0,0,32,5,0,6,3,0,0,0,0,0,0,0,3,16,3,3,3,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0
307031186,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,3,3,8,0,0,0,0,0,0,0,0,0,18,5,0,16,10,0,0,0,0,0,0,0,0,36,4,0,6,4,0,3,0,0,0,0,0,0,19,9,3,16,14,3,0,0,0,0,0,0,0,45,3,0,9,4,3,0,0,0,0,0,0,0,20,3,0,3,4,0,0,0,0,0,0,0,3,14,9,0,4,10,0,0,0,0,0,0,0,0,29,3,0,3,5,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0
307031187,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,15,17,16,34,9,0,0,0,0,0,0,0,7,81,14,10,64,19,0,0,0,0,0,0,0,3,113,3,0,26,7,0,0,0,0,0,0,0,0,34,10,8,64,28,0,0,0,0,0,0,0,0,115,0,0,23,21,0,0,0,0,0,0,0,0,46,0,0,15,25,0,0,0,0,0,0,0,0,45,4,3,25,23,3,0,0,0,0,0,0,0,60,0,0,11,6,0,0,0,0,0,0,0,0,15,3,0,3,8,0,0,0,0,0,0,0,0,16,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0
307031188,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,6,0,0,0,0,0,0,0,0,26,12,3,19,3,0,0,0,0,0,0,0,0,39,5,4,18,4,0,0,0,0,0,0,0,0,27,16,6,32,18,3,0,0,0,0,0,0,5,76,10,4,16,5,0,0,0,0,0,0,0,0,39,10,3,18,8,0,0,0,0,0,0,0,0,39,12,3,19,7,0,0,0,0,0,0,0,0,43,3,0,12,7,0,0,0,0,0,0,0,0,15,3,0,6,0,0,0,0,0,0,0,0,3,12,6,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,4,0
307031189,0,0,4,3,0,0,0,0,0,0,0,3,6,3,3,14,4,0,0,0,0,0,0,0,0,26,26,10,61,28,10,0,0,0,0,0,0,3,143,14,20,114,71,6,4,0,0,0,0,0,5,232,4,7,31,26,4,0,0,0,0,0,0,3,77,18,11,94,99,23,11,0,0,0,0,0,3,262,3,6,45,84,11,13,0,0,0,0,0,4,162,5,6,31,55,16,9,0,0,0,0,0,0,120,13,0,42,94,24,20,3,0,0,0,0,0,203,3,0,14,38,3,3,3,0,0,0,0,0,67,4,0,7,35,13,6,0,0,0,0,0,0,65,6,3,3,10,4,3,0,0,0,0,0,0,23,3,0,3,4,0,3,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,11,12,20,28,16
308011190,13,0,0,0,0,0,0,0,0,0,0,0,16,11,6,3,0,0,0,0,0,0,0,0,0,21,26,11,5,0,0,0,0,0,0,0,0,0,46,26,11,10,0,0,0,0,0,0,0,3,0,49,18,6,0,0,0,0,0,0,0,0,0,0,28,37,3,19,11,0,0,0,0,0,0,0,6,84,24,4,9,7,0,0,0,0,3,0,0,0,44,41,7,6,7,0,0,3,3,0,0,0,5,68,62,7,11,7,4,0,7,0,3,0,0,13,111,71,8,9,9,0,3,3,3,0,0,0,8,115,106,12,17,19,3,6,10,17,7,0,0,9,203,41,10,3,4,0,0,3,8,3,0,0,15,88,122,0,6,3,0,0,8,10,8,4,4,6,179,61,11,3,5,0,0,3,7,0,0,3,7,96,33,0,0,0,0,0,3,5,0,4,3,0,58,57,5,11,5,0
308011191,9,0,0,0,0,0,0,0,0,0,0,3,12,7,0,3,0,0,0,0,0,0,0,0,4,18,38,7,13,0,0,0,0,0,0,0,0,3,62,18,9,5,0,0,0,0,3,0,0,0,4,50,11,3,0,0,0,0,0,0,0,0,0,0,17,48,8,16,3,3,0,4,0,0,0,0,11,97,28,0,14,5,0,0,0,0,0,0,0,10,72,43,3,11,4,0,0,0,0,0,0,0,15,81,82,8,17,0,7,3,3,0,0,0,0,16,130,44,3,12,4,3,0,3,0,0,0,3,15,82,75,3,5,3,4,3,0,0,0,0,0,7,107,39,0,6,5,3,3,0,0,0,0,0,0,66,180,0,0,3,3,4,0,0,0,0,0,6,204,64,0,0,3,3,3,0,0,0,0,0,4,79,18,0,3,0,0,0,0,0,0,0,0,3,27,73,0,19,10,6
308011192,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,14,20,9,15,6,3,0,0,0,0,0,0,0,50,12,5,10,8,0,0,3,0,0,0,0,4,52,3,0,4,4,3,0,0,0,0,0,0,0,14,9,5,25,14,5,10,9,3,0,0,0,3,92,22,4,14,25,16,10,10,3,0,0,0,14,119,19,5,13,14,7,11,13,9,3,0,3,8,110,42,17,29,24,25,29,34,14,5,0,0,7,226,33,7,17,11,7,21,27,10,0,0,3,6,154,51,14,16,18,18,31,51,26,3,0,0,13,242,43,0,7,15,6,15,24,26,3,0,0,8,134,39,3,7,12,7,9,24,21,4,0,0,5,140,17,0,4,7,3,7,22,19,3,0,0,3,89,4,0,3,0,0,0,8,5,0,0,0,3,17,16,7,19,10,9
308031205,5,0,0,6,0,0,0,0,0,0,0,3,13,3,3,9,3,0,0,0,0,0,0,0,0,22,66,9,36,12,6,6,0,0,0,0,0,6,142,32,6,50,28,0,0,0,0,0,0,0,5,119,0,0,21,9,0,0,0,0,0,0,0,3,44,10,5,42,71,13,9,7,0,0,0,0,0,154,7,5,16,47,8,3,0,0,0,0,0,0,81,7,3,41,36,7,4,0,0,0,0,0,3,102,3,0,30,50,13,15,0,0,0,0,0,5,110,3,0,13,36,10,6,0,0,0,0,0,4,69,3,0,9,24,4,4,0,0,0,0,0,3,42,0,0,0,10,3,3,0,0,0,0,0,0,17,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,47,9
