SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
101061543,0,0,0,0,0,0,0,19,11,21,3,48,161,3,17,235,5,0,0,0,5,8,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,5,17,0,6,28,5,0,0,0,4,0,0,0,4,1026,1104,465,37,2630,1115,85,174,4004,1006,990,483,37,2525,854,89,196,3662,18,7,21,0,51,142,8,16,211,0,0,0,0,0,3,0,0,3,18,12,21,0,50,141,8,16,215,31,13,23,4,73,174,8,21,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,23,4,73,174,8,21,277,4,0,0,0,3,0,0,13,21,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,0,5,3,0,15,26,0,0,0,0,3,5,0,3,7,1063,1023,524,45
101061544,0,0,0,0,0,0,0,0,0,4,0,11,12,0,0,26,3,0,4,0,9,14,0,4,25,0,0,0,0,0,0,0,4,5,5,3,0,0,8,4,0,0,13,10,3,7,0,20,18,0,5,49,0,0,0,0,0,0,0,0,4,930,753,284,27,1991,879,63,108,3042,897,667,251,20,1840,782,58,175,2855,41,10,10,0,59,45,3,15,135,0,0,0,0,0,0,0,0,0,41,10,10,0,59,45,3,15,135,3,0,0,0,3,36,0,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,36,0,8,56,0,0,0,0,0,8,0,5,17,0,0,0,0,0,3,0,0,4,9,7,0,0,22,4,0,3,24,17,7,0,0,26,15,0,15,54,9,7,3,0,22,22,0,0,47,962,693,268,25
102011028,3,0,5,6,0,0,13,20,8,9,0,40,21,4,11,79,23,0,4,0,31,62,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,18,23,3,10,0,33,71,0,7,112,0,0,0,0,0,0,0,0,3,589,968,294,12,1864,470,51,123,2504,548,968,260,7,1785,314,44,98,2240,4,3,10,3,20,3,0,0,28,24,16,14,0,54,39,0,4,99,37,17,17,3,71,41,3,6,120,21,16,11,0,51,19,0,9,75,8,6,0,0,11,5,0,0,21,3,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,3,34,17,13,0,64,27,0,10,104,17,3,12,0,26,58,0,6,87,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,17,3,15,0,31,60,0,8,101,3,0,3,0,5,5,0,4,12,637,1005,308,14
102011029,0,0,0,0,0,0,5,37,10,17,0,68,69,3,8,142,3,3,6,0,8,39,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,6,0,13,47,0,3,61,0,0,0,0,0,0,0,0,0,1249,1256,345,21,2873,930,63,156,4018,1221,1270,335,21,2855,817,76,151,3897,13,4,8,0,24,13,0,3,41,21,13,13,0,38,17,0,3,60,28,13,15,0,61,30,0,7,102,22,0,11,0,27,42,0,3,68,14,0,0,0,14,5,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,11,0,45,51,0,4,102,0,0,0,0,0,0,0,25,31,0,0,0,0,0,0,0,10,8,0,0,3,0,4,3,0,0,5,3,0,3,0,4,3,0,38,49,6,5,0,0,13,4,0,0,17,1298,1297,363,21
102011030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,4,11,0,5,24,0,0,0,0,0,0,0,3,7,3,10,3,0,15,4,0,0,23,7,17,0,0,22,16,0,14,53,3,0,0,0,3,3,0,0,6,451,521,140,11,1118,344,34,118,1618,459,510,121,12,1100,348,61,181,1696,7,6,0,0,10,4,0,0,13,0,0,0,0,0,0,0,0,0,7,6,0,0,10,4,3,0,12,0,0,3,0,7,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,0,23,9,5,3,0,17,23,3,15,58,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,9,5,3,0,17,23,3,17,60,0,3,0,0,10,13,0,3,26,478,524,125,12
102011031,0,0,4,3,0,0,5,15,0,8,0,25,75,4,10,107,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,1412,1601,515,26,3548,1431,71,125,5178,1197,1532,406,19,3153,1003,78,136,4377,162,22,34,3,225,297,11,17,551,31,16,26,3,85,100,4,10,195,198,46,64,9,309,399,16,29,754,38,15,23,0,80,75,4,12,169,10,3,6,3,18,26,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,28,3,101,104,7,11,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,3,3,4,0,0,6,0,0,0,3,3,4,3,0,6,11,0,0,16,1452,1599,500,25
102011032,0,0,3,12,0,0,15,584,172,215,21,999,1175,159,205,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,3,0,0,5,10,0,0,19,0,3,0,0,5,10,0,26,47,9,10,14,0,34,45,6,19,103,1834,1653,937,59,4487,2779,341,547,8156,875,1248,513,35,2664,682,123,145,3611,39,23,26,3,95,144,10,15,259,228,187,178,5,600,453,51,87,1181,270,210,207,11,692,591,54,100,1444,270,118,115,15,521,772,59,113,1466,146,80,83,7,316,311,49,81,752,249,115,100,8,475,345,56,84,956,0,0,0,0,0,3,0,0,3,664,315,295,30,1306,1434,165,272,3173,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,80,79,0,0,0,0,0,4,0,3,3,0,0,0,0,3,3,0,84,93,7,3,6,0,17,37,0,7,62,1814,1775,1025,78
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,983,295,19,1697,295,38,37,2074,405,890,232,12,1543,235,37,61,1876,30,25,27,0,88,38,0,8,135,5,4,3,0,16,7,0,3,24,36,30,31,0,98,48,0,11,158,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,3,4,0,0,11,443,929,270,11
102011034,0,0,4,6,0,0,8,13,0,3,0,22,42,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,699,821,324,24,1871,832,46,54,2805,475,797,267,12,1548,300,44,50,1948,190,14,47,7,255,421,3,19,697,81,12,24,3,120,144,3,5,270,271,25,73,8,373,568,6,26,969,10,0,3,0,19,4,0,0,27,12,0,0,0,12,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,33,16,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,771,820,343,26
102011035,0,0,0,4,0,0,4,3,0,0,0,3,5,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,569,881,310,14,1770,421,58,55,2310,532,827,283,14,1657,292,49,50,2046,56,28,33,0,116,73,6,11,209,6,5,14,0,24,23,0,5,49,59,32,45,3,144,98,6,14,256,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,0,14,593,862,330,20
102011036,0,0,3,4,0,0,3,29,0,4,0,30,73,0,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,1165,348,21,2137,441,62,67,2706,548,1014,242,28,1826,281,45,54,2211,16,29,23,0,69,86,4,0,164,23,38,40,4,107,36,5,3,152,42,74,62,7,175,127,8,5,315,11,0,0,0,7,32,0,13,53,37,0,0,0,36,29,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,41,0,0,0,44,65,0,13,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,33,18,0,60,4,0,6,79,16,33,18,0,60,4,0,13,82,0,11,0,0,10,0,0,0,15,645,1128,317,30
102011037,0,0,7,3,0,0,11,5,3,3,0,7,95,3,10,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,641,736,244,25,1647,613,50,142,2444,615,709,236,21,1580,411,81,54,2124,12,11,4,0,31,50,6,3,85,12,8,5,0,26,32,0,5,66,29,16,14,0,59,84,3,5,154,33,7,8,0,47,74,4,11,136,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,38,9,9,0,56,74,4,11,146,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,3,0,0,3,0,6,4,3,3,9,0,3,0,0,3,14,0,0,16,674,738,262,25
102011038,0,0,0,0,0,0,0,24,3,8,0,34,42,3,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,817,277,25,1874,565,45,60,2541,648,853,246,14,1767,396,40,66,2268,56,3,8,0,68,84,4,13,160,10,3,3,0,20,7,4,0,29,66,8,14,3,88,89,3,10,192,32,6,4,0,44,69,0,9,127,5,3,3,0,12,21,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,39,9,11,0,57,92,0,9,159,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,4,3,0,0,7,0,5,0,0,5,0,0,0,3,755,880,267,15
102011039,0,0,4,5,0,0,12,99,37,26,3,167,109,25,48,344,66,4,10,0,82,189,4,10,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,4,8,0,79,190,4,10,282,0,0,0,0,0,3,0,0,10,1354,1466,499,56,3369,1085,179,271,4911,1046,1467,343,39,2886,659,107,137,3787,16,5,8,0,32,31,0,3,70,83,49,39,3,174,76,31,13,292,101,56,49,0,209,99,30,15,357,200,100,87,5,395,195,51,42,685,44,22,16,0,82,47,16,16,159,9,0,0,0,11,3,0,9,20,0,0,0,0,0,0,0,0,3,247,122,105,10,482,257,73,60,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,13,16,0,4,33,1397,1650,502,47
102011040,3,0,7,24,6,3,39,181,51,92,12,328,448,20,41,842,7,3,12,0,19,37,0,18,77,0,0,0,0,0,0,0,5,5,3,0,0,0,7,7,4,0,14,6,3,11,0,24,45,8,27,102,0,0,0,0,0,0,0,0,3,2405,2083,1352,121,5968,2959,283,382,9591,1821,1968,966,101,4856,1558,230,320,6972,369,102,176,24,669,704,37,64,1476,163,69,67,0,309,186,26,37,553,533,171,244,24,974,887,61,101,2022,82,31,61,4,180,339,21,29,563,6,0,0,0,7,9,0,3,21,7,0,0,0,10,15,0,3,27,0,0,0,0,0,11,0,0,9,102,34,60,11,201,362,25,34,622,46,22,32,7,103,162,14,50,328,0,0,0,0,0,0,0,10,10,3,3,3,0,16,14,0,4,30,48,21,39,7,113,174,14,60,369,13,3,7,0,20,29,0,3,54,2520,2198,1323,135
102011041,0,0,7,5,0,3,9,36,11,7,0,55,62,5,16,139,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,7,0,0,7,0,4,0,0,4,0,4,0,6,901,1226,356,26,2496,509,93,119,3220,756,1264,282,13,2321,391,57,102,2871,109,9,16,0,134,79,0,8,226,24,13,16,0,52,25,6,4,91,132,21,32,0,191,107,7,10,318,42,16,15,3,80,57,14,8,154,6,5,0,0,8,0,0,0,8,4,0,0,0,3,5,0,0,12,0,0,3,0,4,3,0,0,9,51,19,19,3,92,65,14,8,178,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,7,0,5,0,0,3,6,0,4,19,3,7,0,0,4,0,0,0,7,947,1320,332,18
102011042,0,0,3,9,0,0,15,183,63,95,13,357,541,20,47,971,3,0,3,0,10,11,0,5,29,0,0,0,0,0,0,0,14,14,0,0,0,0,3,3,0,0,4,3,0,6,0,8,16,0,18,46,0,0,0,0,0,0,0,0,4,1364,1257,755,62,3435,1923,167,265,5797,1026,1129,523,48,2720,942,134,171,3966,257,86,131,15,484,549,29,46,1112,74,46,52,7,183,142,16,11,355,336,131,181,21,667,689,47,61,1467,54,15,39,3,117,263,14,36,431,0,0,5,0,10,9,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,59,19,37,3,122,274,14,40,450,13,11,14,0,30,40,5,11,92,0,0,0,0,0,3,0,10,14,3,0,0,3,10,4,0,0,10,13,10,14,3,36,45,5,23,114,7,0,3,3,9,16,0,0,33,1436,1284,759,78
102011043,0,0,0,3,0,3,4,15,0,20,3,43,100,3,6,154,0,0,8,0,9,10,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,10,3,4,25,0,0,0,0,3,0,0,0,3,998,1202,658,38,2902,1137,123,112,4264,778,1144,504,38,2460,586,102,116,3262,194,12,41,0,245,416,12,34,706,35,44,31,0,111,87,13,12,229,228,57,73,0,362,505,19,52,932,10,8,9,0,27,41,6,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,8,9,0,29,42,6,3,86,4,0,4,0,4,20,0,22,45,0,0,0,0,0,0,0,0,0,3,7,0,0,13,3,3,3,22,3,6,4,0,19,17,3,27,64,0,0,0,0,0,3,0,0,4,1025,1212,591,39
102021044,5,0,12,8,0,0,18,103,11,15,3,132,443,11,11,593,0,4,0,0,4,9,0,6,15,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,6,0,4,0,0,8,8,0,11,31,0,0,0,0,0,0,0,0,0,2078,2317,1262,79,5733,2099,199,171,8203,1769,2287,1097,70,5228,1333,151,253,6964,113,31,46,4,203,424,19,49,687,50,33,78,0,165,170,10,34,384,168,70,126,4,367,597,31,77,1069,40,28,39,0,108,99,5,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,28,39,0,109,103,5,3,223,3,3,0,0,7,0,0,8,13,0,0,0,0,0,0,0,6,11,0,3,3,0,4,0,0,5,12,3,3,3,0,11,0,0,22,38,6,3,0,0,13,19,0,6,33,1987,2390,1272,83
102021045,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,822,1321,664,29,2841,660,110,108,3717,863,1212,748,31,2859,622,125,114,3723,7,5,12,0,34,26,3,18,78,4,0,0,0,6,0,3,0,11,14,5,13,0,41,27,5,16,90,0,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,6,0,5,0,0,4,3,0,0,10,3,0,0,0,3,3,0,0,3,884,1227,762,31
102021046,0,0,0,3,0,0,8,9,4,13,0,31,71,6,0,104,3,0,3,0,7,34,5,13,56,0,0,0,0,0,0,0,6,3,0,3,4,0,11,0,0,0,16,7,3,8,0,15,39,5,20,77,0,0,0,0,3,0,0,0,3,1061,874,509,36,2481,1101,100,121,3800,1042,860,471,40,2406,949,108,147,3613,22,3,7,0,35,23,4,4,64,4,3,0,0,6,4,0,0,9,22,7,9,0,41,31,4,4,77,15,6,17,0,39,83,3,9,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,22,0,40,85,3,9,138,6,0,0,0,6,35,3,24,65,0,0,0,0,0,0,0,3,3,3,0,0,0,7,3,3,3,14,12,0,0,0,14,36,3,28,83,3,4,0,0,4,3,0,0,16,1099,873,502,41
102021047,0,0,4,0,0,0,9,45,3,5,0,54,151,5,6,216,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,4,4,0,0,7,5,0,0,0,8,5,0,3,15,0,0,0,0,0,0,0,0,0,1339,1950,755,51,4096,1066,130,117,5406,1246,1929,615,43,3828,785,107,142,4866,107,17,18,3,141,124,7,12,285,5,18,17,0,43,20,3,0,69,113,34,43,3,182,142,11,14,345,55,4,8,0,70,162,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,12,0,70,159,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,4,0,0,9,1409,1968,665,46
102021048,0,0,0,4,0,0,7,51,13,28,3,98,235,6,5,347,13,6,12,0,30,85,4,6,125,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,7,16,9,12,0,30,91,4,6,133,0,0,0,0,0,0,0,0,3,1977,2029,1288,85,5374,2379,234,221,8209,1708,1962,1097,87,4845,1480,224,311,6867,98,46,80,9,236,210,8,81,532,10,3,16,3,31,40,3,9,90,104,54,97,9,264,249,13,92,620,178,58,109,13,358,499,23,101,983,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,10,0,0,0,0,0,0,0,0,6,179,59,114,13,361,502,23,102,992,13,4,12,0,26,89,9,29,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,12,0,27,89,9,25,148,3,6,6,3,13,56,0,0,67,2010,2083,1322,108
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,8,0,0,0,0,0,3,0,0,3,303,403,67,5,777,149,17,85,1028,313,416,67,4,806,141,18,87,1047,0,5,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,3,0,0,7,0,0,0,10,0,3,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,6,7,0,0,7,320,424,69,5
102021050,0,0,0,0,0,0,0,0,0,6,4,9,13,0,0,17,6,0,3,0,9,40,0,9,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,3,3,0,15,43,0,5,66,0,0,0,0,0,0,0,0,0,1398,928,547,35,2902,1148,70,78,4201,1406,984,472,35,2896,1181,105,150,4334,3,0,0,0,5,8,0,0,18,3,0,7,0,9,0,0,0,8,9,4,8,0,18,8,0,0,28,4,4,14,0,17,19,3,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,17,19,3,4,46,6,0,0,0,11,12,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,8,0,0,0,11,12,0,11,40,3,0,3,0,5,0,0,0,12,1426,992,499,37
