SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
127031601,0,0,0,0,0,0,0,161,258,165,21,601,394,57,168,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,430,289,31,1017,575,76,228,1896,90,157,113,11,373,100,20,24,519,3,7,0,0,15,32,0,5,52,13,13,18,0,39,36,0,24,97,16,22,19,0,48,69,0,31,149,35,46,39,4,125,182,14,61,381,85,150,100,17,351,177,23,69,612,143,178,75,9,403,172,37,168,781,0,0,0,0,0,0,0,0,0,271,373,213,25,881,528,71,302,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,377,552,342,39
128011529,3,0,4,6,0,0,15,211,106,93,9,421,363,40,25,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,16,10,0,0,20,4,5,3,0,16,10,0,0,20,0,0,0,0,0,0,0,0,0,1576,2486,578,53,4691,1138,126,111,6064,1079,2217,335,24,3657,472,59,79,4267,33,27,15,0,74,59,0,5,146,209,228,90,15,544,199,11,25,780,240,259,101,16,617,261,11,33,924,41,23,21,0,85,68,3,13,176,175,89,82,10,356,263,37,26,677,22,14,4,0,46,23,11,0,77,0,0,0,0,0,0,0,0,0,241,126,111,13,482,354,50,43,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,7,0,3,21,5,4,0,0,13,7,0,3,22,6,0,0,0,7,9,0,0,16,1573,2603,550,48
128011530,3,0,3,3,0,0,4,501,291,221,30,1048,858,122,149,2170,8,0,12,0,22,32,3,11,68,0,0,0,0,0,0,0,0,0,7,7,0,0,14,13,4,3,33,11,10,9,0,32,46,4,15,96,0,0,0,0,0,0,0,0,0,1709,2143,771,79,4711,1707,216,277,6915,805,1650,420,30,2905,499,62,86,3543,67,52,27,3,155,159,12,28,342,172,226,102,12,505,274,17,46,846,235,283,125,16,662,431,29,70,1190,71,35,19,0,129,168,9,14,325,143,146,94,9,399,210,28,39,679,266,205,109,13,591,350,51,52,1048,0,0,0,0,0,0,0,0,0,486,389,222,27,1121,726,94,105,2050,18,3,9,0,26,36,3,11,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,9,0,26,36,5,11,77,9,3,0,0,12,7,0,0,24,1552,2326,772,72
128011531,0,0,0,3,0,0,3,213,80,74,9,368,442,18,51,876,4,0,0,0,3,6,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,0,0,5,6,0,10,25,3,0,0,0,3,0,0,0,5,1625,1951,541,44,4164,1215,85,210,5674,964,1763,342,36,3107,436,52,111,3703,36,29,24,0,90,59,0,19,169,320,205,129,6,659,274,21,46,999,351,235,147,6,748,334,25,57,1166,25,26,13,0,61,12,3,3,77,58,59,41,0,161,117,13,13,304,124,21,18,3,162,303,5,29,505,0,0,0,0,0,0,0,0,3,203,102,72,3,384,428,21,52,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,14,3,3,0,22,3,3,5,0,16,3,3,0,20,4,0,0,0,6,4,3,0,12,1531,2106,571,43
128011602,4,0,9,4,0,0,11,411,191,209,24,838,906,122,166,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,9,0,0,3,0,3,8,0,0,9,0,0,0,0,0,3,0,0,4,1023,1172,560,48,2803,1570,188,234,4795,276,690,172,15,1151,248,37,36,1485,53,36,21,0,109,141,8,19,274,253,320,132,8,714,305,17,31,1071,314,355,149,8,824,450,23,49,1347,38,23,14,0,77,95,10,15,190,286,163,173,34,657,555,68,86,1361,148,77,68,10,296,212,32,59,596,0,0,0,0,0,0,0,0,0,472,262,254,37,1025,859,103,156,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,4,3,0,0,8,3,0,4,10,1063,1312,577,58
128011603,0,0,0,3,0,0,6,6,4,3,0,15,12,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1033,1814,333,32,3216,680,52,72,4014,769,1672,285,42,2768,420,34,58,3279,68,35,19,0,123,136,5,24,290,172,133,58,3,366,132,7,23,540,246,174,69,3,492,268,17,51,823,6,3,0,0,14,3,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,4,0,3,19,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,0,0,5,0,0,0,9,1021,1857,357,46
128011604,3,0,14,7,0,0,20,1574,558,520,76,2735,2366,453,389,5948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,7,8,0,0,20,9,3,0,0,14,13,0,3,21,0,0,0,0,0,0,0,0,3,2589,2093,906,128,5717,3150,531,499,9895,898,1501,310,18,2733,534,67,112,3438,14,7,6,0,31,28,0,12,70,145,97,33,0,277,115,9,33,432,154,110,40,3,305,140,9,41,502,358,141,123,16,641,722,89,164,1615,826,385,272,30,1510,930,196,236,2872,529,207,113,27,871,582,78,165,1699,0,0,0,0,0,0,0,0,4,1709,733,511,63,3025,2230,361,570,6189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,13,5,0,46,35,5,16,109,21,13,5,0,46,35,5,20,112,11,9,3,0,15,10,3,5,36,2797,2362,875,88
128011605,0,0,0,0,0,0,0,7,0,0,0,7,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,497,69,6,844,98,9,21,972,237,515,55,5,815,87,5,23,932,0,0,0,0,0,0,0,0,0,22,12,3,5,47,9,0,0,58,22,12,3,5,47,9,0,0,58,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,532,58,6
128011606,0,0,0,0,0,0,0,46,13,25,0,94,117,18,26,248,3,0,5,0,11,10,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,4,0,10,8,0,4,25,0,0,0,0,0,0,0,0,0,628,1146,218,21,2013,496,39,90,2635,454,1015,144,19,1627,207,17,46,1897,19,16,9,0,47,50,0,6,102,102,99,46,4,248,88,3,15,352,116,113,59,5,298,134,3,21,450,42,20,19,0,80,106,14,15,209,25,6,12,4,39,36,9,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,26,30,4,119,143,17,22,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,3,635,1159,231,23
128021533,0,0,0,3,0,0,0,3,4,7,0,12,6,0,4,28,3,6,3,0,15,14,0,9,39,0,0,0,0,0,0,0,0,0,3,3,3,0,11,10,0,0,18,8,10,4,0,24,25,0,14,64,0,0,0,0,0,0,0,0,0,536,980,190,28,1725,429,30,35,2227,467,860,156,15,1488,187,17,23,1718,8,32,8,3,51,41,0,4,96,28,48,14,5,93,42,0,3,138,34,71,26,6,142,83,4,8,236,62,3,8,0,79,124,3,4,207,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,7,0,81,126,3,7,218,5,4,4,0,17,39,3,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,17,39,3,11,66,0,3,0,0,5,7,0,0,13,578,940,197,17
128021534,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,1851,269,24,2876,202,24,67,3163,791,1681,250,30,2745,208,21,48,3023,3,5,0,0,14,6,0,0,14,17,46,16,0,77,20,3,9,110,17,56,18,0,93,25,3,9,120,0,0,0,0,0,0,0,0,0,17,3,0,0,22,15,0,0,33,11,5,0,0,12,7,0,0,21,0,0,0,0,0,0,0,0,0,23,6,3,0,35,21,3,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,832,1747,264,29
128021535,0,0,3,0,0,0,4,64,45,46,0,155,126,4,19,307,3,0,5,0,9,34,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,4,0,17,34,0,10,54,0,0,0,0,0,0,0,0,0,1406,3497,771,39,5718,737,68,122,6646,1301,3020,504,55,4875,470,54,98,5491,8,10,11,0,29,14,0,0,44,216,346,228,9,790,209,13,33,1043,219,356,242,9,821,218,16,34,1087,0,0,0,0,0,8,0,3,15,8,7,3,0,16,4,0,0,19,6,3,0,0,17,49,0,0,65,0,0,0,0,0,0,0,0,0,16,6,6,0,28,62,0,4,98,6,0,3,0,11,21,0,16,45,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,3,0,11,21,0,18,51,0,3,0,0,6,3,0,0,6,1539,3389,753,59
128021536,0,0,5,4,0,0,13,93,59,41,3,199,227,22,40,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,1814,3201,618,56,5681,1139,109,184,7121,1375,2908,426,37,4749,656,62,106,5577,111,206,54,3,376,101,5,24,504,139,195,53,8,391,122,13,15,543,250,401,106,11,768,223,21,36,1050,49,33,45,4,133,161,8,23,323,32,20,19,0,62,60,6,5,141,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,84,57,59,4,202,221,17,30,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,4,3,0,13,4,4,3,26,5,7,6,0,20,7,4,3,31,0,0,3,0,3,3,0,0,16,1712,3376,596,54
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,0,0,0,3,0,0,4,854,437,326,58,1668,1458,172,218,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,4,0,3,0,4,3,0,0,8,4,0,3,0,4,3,0,17,26,0,0,0,0,0,0,0,0,0,1984,2172,875,96,5125,2434,282,353,8193,775,1539,350,35,2696,486,58,86,3332,66,49,40,0,161,141,3,9,316,204,247,137,7,602,250,31,48,937,274,304,184,12,762,394,39,53,1253,101,110,51,0,266,302,19,52,634,595,375,252,42,1263,882,115,120,2376,268,152,86,11,514,269,36,38,855,0,0,0,0,0,0,0,0,0,969,630,392,56,2043,1449,169,210,3869,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,11,4,4,0,0,10,4,0,3,14,6,7,0,0,10,8,0,0,19,2019,2482,919,93
128021607,0,0,9,13,0,0,21,117,91,88,16,312,252,26,42,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,9,3,0,26,0,3,3,0,14,9,3,0,26,0,0,0,0,0,0,0,0,0,1535,2541,561,41,4679,872,79,118,5744,1177,2381,409,35,4006,499,40,64,4601,30,15,17,0,66,70,0,3,133,70,79,50,3,198,77,11,6,290,101,91,65,3,261,142,16,8,420,29,28,28,0,80,51,4,3,129,127,82,93,5,309,192,16,13,528,0,0,3,0,10,4,0,0,12,0,0,0,0,0,0,0,0,3,153,109,128,5,389,249,18,19,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,11,0,0,15,4,0,4,0,8,11,0,0,21,3,4,0,0,8,6,0,0,13,1437,2585,603,43
128021608,0,0,3,0,0,0,5,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,610,1157,209,12,1997,341,30,31,2400,581,1120,179,15,1894,239,25,29,2189,28,5,20,0,54,42,3,3,106,22,31,12,0,66,20,0,6,87,52,36,28,0,121,62,3,15,193,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,6,0,7,16,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,634,1156,214,12
128021609,0,0,0,3,0,0,3,3,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,716,94,7,1057,59,4,10,1133,251,635,85,7,980,64,3,16,1052,0,0,0,0,0,0,0,0,0,3,11,0,0,10,6,0,0,16,3,11,0,0,10,6,0,0,16,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,4,3,8,3,0,14,4,0,0,21,258,658,89,7
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,0,0,0,0,0,0,43,10,14,0,71,142,7,13,228,0,0,0,0,0,6,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,8,6,0,6,22,0,0,0,0,0,0,0,0,0,724,1158,275,19,2175,508,77,78,2838,926,1523,402,23,2872,497,82,100,3557,14,9,17,0,38,28,12,3,80,17,12,23,0,51,36,22,10,118,29,22,40,3,89,65,32,17,206,42,9,20,0,71,143,7,23,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,20,0,71,143,7,23,241,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,5,4,3,0,17,8,0,0,26,1003,1552,473,25
201011002,0,0,0,0,0,0,3,66,10,20,5,103,235,39,21,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,5,3,0,13,3,0,0,17,11,5,3,0,13,4,0,10,29,4,0,0,0,4,3,0,0,5,1186,1171,503,36,2896,1557,306,202,4967,970,996,366,37,2374,1011,197,188,3770,130,86,51,4,276,229,34,33,581,60,32,25,3,113,64,12,8,197,185,119,77,4,390,290,47,49,778,30,11,9,3,49,172,17,34,278,9,3,3,0,13,24,9,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,12,3,63,198,26,43,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,0,6,11,0,0,17,3,4,4,0,6,11,0,8,24,5,4,0,0,12,18,0,7,38,1204,1138,458,45
201011003,0,0,0,3,0,0,3,63,13,54,6,138,266,35,31,477,7,0,0,0,10,27,0,26,65,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,10,14,3,0,0,16,35,0,27,80,0,0,0,0,0,0,0,0,0,2141,2343,1028,100,5615,2590,417,284,8904,2021,2300,905,65,5294,2058,361,355,8058,198,62,62,11,337,527,51,67,976,30,17,19,3,67,55,13,13,154,223,80,83,14,403,584,63,82,1128,18,10,17,0,39,66,8,9,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,17,0,39,66,8,9,129,5,0,0,0,9,6,0,23,33,0,0,0,0,0,0,0,0,0,16,18,4,0,41,11,0,0,52,22,18,10,0,51,17,0,22,92,9,12,3,0,21,25,0,6,54,2302,2414,1015,78
201011004,0,0,0,5,0,0,5,199,34,128,11,364,813,79,75,1337,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,10,0,0,3,0,3,8,0,8,24,0,0,0,0,0,0,0,0,0,2200,2051,1291,115,5655,2950,606,433,9641,1772,1756,1088,89,4702,1977,384,404,7465,382,316,289,30,1015,1214,169,144,2551,9,5,15,3,30,17,7,3,61,392,319,305,33,1048,1233,182,149,2609,41,19,32,8,94,164,22,42,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,32,8,94,164,22,45,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,9,0,0,3,16,3,8,3,0,16,0,0,6,19,6,6,0,3,21,16,3,34,79,2215,2105,1425,133
201011005,0,0,0,0,0,0,0,5,3,4,0,16,32,9,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,669,838,169,15,1695,354,96,55,2211,676,869,184,11,1743,370,87,129,2325,7,9,0,0,22,20,3,6,52,0,0,0,0,4,0,0,0,8,9,10,3,0,21,20,4,10,56,3,0,0,0,3,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,3,3,0,0,0,4,3,0,0,10,691,877,189,11
