SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
128011531,492,1272,689,799,348,138,3738,81,60,15,7,3,0,165,131,211,93,49,13,3,502,214,271,110,58,16,4,670,103,77,11,5,6,0,203,190,143,38,17,4,4,395,153,40,8,3,0,0,206,6,3,4,0,0,0,17,453,260,67,22,11,4,809,3,0,0,3,0,0,10,0,0,0,0,0,0,0,4,3,3,0,0,0,7,8,4,5,3,0,0,19,0,0,0,0,0,0,0,1163,1808,863,885,370,145,5242,488,1182,671,814,369,144,3670,90,75,14,7,5,0,194,191,358,114,69,19,6,765,280,431,129,80,26,7,954,33,22,5,0,3,0,66,123,89,54,16,0,0,287,284,160,13,9,3,0,471,3,0,0,0,0,0,3,442,272,70,30,7,0,828,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,15,0,4,0,0
128011602,269,447,285,290,116,52,1461,198,152,41,31,15,0,429,139,197,81,50,9,0,473,337,346,119,80,21,5,901,102,15,3,3,0,0,121,121,90,31,8,3,0,254,477,369,124,52,18,0,1033,3,0,0,0,0,0,5,707,475,156,60,15,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,9,1313,1271,556,433,148,57,3781,262,428,282,336,161,66,1531,239,151,50,38,9,0,485,154,216,139,106,31,9,668,390,370,187,146,45,9,1155,150,42,19,3,0,0,209,544,438,126,52,19,3,1182,203,175,47,28,3,0,451,4,3,0,3,0,0,11,906,659,189,85,24,5,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,9,8,3,0,0,0,0,9,3,0,0,0
128011603,426,966,540,766,429,127,3255,183,175,56,43,20,4,487,59,127,59,39,16,3,303,248,305,112,89,37,6,790,21,17,4,0,0,0,39,114,122,21,12,3,0,274,19,25,3,0,0,0,55,8,3,3,0,0,0,13,166,171,33,8,3,0,380,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,4,3,0,0,0,11,0,0,0,0,0,0,0,838,1448,685,869,466,133,4440,439,972,564,803,422,136,3338,187,151,41,18,4,0,405,42,78,20,27,10,0,168,230,224,57,47,13,0,576,10,4,3,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,12,4,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
128011604,592,985,513,653,337,117,3200,53,32,12,11,0,0,109,104,168,61,47,12,4,400,149,206,74,58,9,7,504,734,431,117,43,6,0,1335,877,826,222,54,15,4,1996,757,805,163,61,4,0,1784,0,0,0,0,0,0,4,2370,2064,503,160,25,4,5119,3,0,0,0,0,0,3,4,0,0,0,0,0,4,9,12,8,3,0,0,22,13,8,8,3,0,0,32,3,3,0,6,0,0,15,3130,3270,1092,872,370,131,8863,633,1005,558,713,322,114,3342,36,27,3,7,0,3,78,115,180,50,36,13,3,402,151,205,59,43,20,3,480,740,563,126,39,15,0,1476,891,975,267,103,11,0,2245,727,794,200,71,13,0,1803,7,3,0,3,0,0,22,2366,2334,593,213,37,3,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,16,13,9,0,0,0,0,22,0,3,0,0
128011605,98,229,133,204,121,43,832,3,4,0,0,0,0,8,3,20,7,3,0,0,32,12,22,7,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,252,142,211,122,43,881,81,279,128,232,131,42,899,4,13,0,0,0,0,18,5,7,3,3,0,0,17,10,18,3,3,0,0,35,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128011606,247,518,318,424,234,77,1820,53,44,25,22,0,4,142,35,60,28,26,7,3,164,87,104,52,46,7,4,305,64,45,8,3,0,0,122,12,16,8,0,0,0,36,22,21,3,0,0,0,43,0,0,0,0,0,0,0,103,76,18,3,0,0,205,20,5,0,0,0,0,27,0,0,0,0,0,0,0,0,3,0,3,0,0,10,20,7,0,3,0,0,35,3,3,0,0,0,0,6,466,712,396,478,240,84,2379,263,541,328,457,268,95,1952,61,38,26,14,6,0,145,48,79,32,34,13,3,212,113,123,60,48,16,3,351,78,43,11,8,0,0,145,35,31,10,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,76,21,10,0,0,223,10,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,18,0,0,0,0
128021533,185,506,348,424,196,70,1730,38,40,18,8,3,0,113,19,27,17,12,8,0,73,59,68,33,20,7,3,189,119,47,3,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,47,3,0,0,0,172,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,13,0,0,0,0,0,0,0,378,623,384,449,208,73,2102,201,493,331,453,185,82,1741,56,46,19,14,7,3,137,143,63,11,18,5,0,236,194,103,28,27,10,3,371,0,0,0,0,0,0,0,8,13,7,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,15,7,0,0,0,28,14,11,3,3,0,0,28,0,0,0,0,0,0,0,10,7,9,0,0,0,16,25,15,10,4,0,0,50,0,0,0,0
128021534,155,647,571,982,468,167,2983,5,9,6,0,0,0,26,16,19,13,9,3,0,54,17,28,24,5,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,169,677,591,985,468,171,3063,181,767,594,905,412,141,2996,10,14,3,8,3,0,49,6,7,19,10,6,0,44,20,20,21,24,10,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021535,392,1148,1031,1708,804,247,5332,24,32,7,6,0,0,73,112,233,159,152,29,14,692,133,262,167,160,29,15,762,22,34,8,11,4,0,84,83,55,24,7,4,0,170,0,0,0,0,0,0,0,0,4,0,0,0,0,4,104,92,36,18,6,0,252,24,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,26,0,0,0,0,0,0,0,647,1504,1230,1887,838,259,6373,412,1325,1034,1565,731,248,5323,28,43,15,21,0,3,115,140,228,186,142,47,17,760,164,274,206,164,45,18,867,36,34,18,10,4,0,104,47,51,19,12,3,0,134,47,4,0,0,0,0,51,0,0,0,0,0,0,4,126,90,40,23,11,0,289,34,10,5,0,0,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,5,34,13,5,0,0,0,46,0,0,0,0
128021536,761,1877,1132,1450,644,160,6016,66,50,24,16,5,3,164,67,71,34,22,3,3,201,131,118,51,43,15,5,365,116,69,9,5,0,0,208,60,26,11,0,0,0,94,24,18,9,11,0,0,60,10,3,0,0,0,0,9,213,116,24,15,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,1117,2108,1207,1505,656,162,6758,758,1852,1172,1477,654,180,6084,88,56,24,14,12,3,189,62,71,37,23,4,0,199,148,131,54,39,15,3,393,123,64,14,7,3,0,209,74,58,18,13,4,0,161,27,19,16,9,0,0,71,4,4,0,0,0,0,12,227,143,43,28,5,3,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
128021537,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,546,1100,612,656,270,108,3299,197,119,38,23,7,0,376,272,355,196,98,25,11,955,467,475,234,120,30,12,1328,359,121,38,19,3,0,536,825,735,197,66,15,0,1835,213,297,92,20,3,0,631,3,3,0,0,0,0,6,1402,1161,324,97,18,0,3003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,3,3,0,0,3,0,13,0,0,0,0,0,0,0,2420,2734,1172,879,326,125,7648,568,1029,599,768,308,128,3403,230,129,52,27,7,0,449,172,253,129,102,16,7,683,400,379,175,136,29,7,1133,452,203,56,27,8,0,739,758,740,224,102,20,3,1851,244,303,122,34,0,0,703,3,0,0,0,0,0,4,1458,1242,405,163,26,4,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,3,0,0,0,0,8,0,0,0,0
128021607,454,1490,925,1120,483,156,4635,58,36,10,5,0,0,119,64,78,53,33,11,3,239,123,120,65,36,7,0,357,21,8,4,3,0,0,37,134,125,46,11,3,0,326,86,88,28,13,3,0,209,3,6,4,0,0,0,14,249,227,76,28,9,0,585,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,3,0,0,13,7,3,6,3,0,0,15,0,0,0,0,0,0,0,829,1839,1073,1188,498,160,5587,515,1503,833,1144,539,173,4707,64,66,22,7,3,0,160,36,43,32,22,4,3,151,104,103,51,29,7,7,306,9,4,0,3,0,0,22,143,129,48,19,3,0,355,82,69,27,13,0,0,200,13,3,0,4,0,0,23,252,210,79,41,6,3,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,3,0,20,9,3,3,3,3,0,20,0,0,0,0
128021608,223,644,393,538,232,83,2114,42,25,11,0,0,0,77,19,35,8,6,4,0,70,58,55,21,12,0,0,148,12,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,18,22,9,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,307,715,421,554,236,83,2308,262,645,382,531,261,95,2171,55,26,6,0,0,0,90,25,37,19,12,4,0,94,81,62,21,15,7,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
128021609,46,199,216,366,185,59,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,199,213,365,186,59,1076,53,253,214,349,177,53,1095,0,0,0,0,0,0,4,9,5,0,3,0,0,11,10,9,0,3,0,0,18,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,273,746,408,526,285,82,2322,32,16,9,4,0,0,51,3,0,0,0,0,0,3,32,16,9,4,0,0,57,101,37,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,99,37,0,0,0,0,143,17,11,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,0,0,0,0,32,0,0,0,0,0,0,0,424,810,418,534,290,82,2558,347,799,410,567,268,99,2486,9,3,3,3,0,0,16,3,15,3,3,0,0,26,11,15,9,5,3,0,48,141,52,14,4,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,52,14,4,0,0,214,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,3,0,16,0,0,0,0
201011002,1033,1351,593,571,269,59,3869,109,76,13,13,0,0,215,43,56,26,12,6,0,146,157,138,47,20,7,3,364,257,102,19,4,0,0,379,15,9,0,0,0,0,28,0,0,0,0,0,0,0,4,3,0,0,0,0,8,274,112,19,4,3,0,414,0,0,0,0,0,0,3,7,0,0,0,0,0,7,14,8,4,0,0,0,33,19,8,4,3,3,0,42,0,0,0,0,0,0,0,1475,1608,665,593,283,60,4694,1118,1388,624,534,255,77,4004,161,73,24,7,0,3,269,35,35,7,6,0,0,85,196,110,27,11,3,3,352,215,102,13,11,0,0,344,8,5,5,0,0,0,24,0,6,0,0,0,0,12,0,0,0,0,0,0,3,235,117,22,11,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,17,4,10,3,3,0,0,21,3,4,0,0
201011003,1528,2281,1099,1018,523,187,6644,126,118,33,33,10,0,313,13,27,9,5,7,0,61,136,143,42,37,13,0,379,509,178,42,17,3,3,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,13,517,179,43,19,3,3,765,22,3,3,0,0,0,29,4,7,0,0,0,0,10,5,7,3,0,3,0,19,29,13,8,4,3,0,56,0,0,0,0,0,0,0,2215,2621,1195,1077,540,193,7839,1894,2598,1125,1090,540,175,7409,363,170,52,19,7,3,610,30,33,18,19,7,0,100,393,202,63,35,8,3,713,268,141,31,8,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,266,141,31,8,0,0,445,27,7,0,3,0,0,41,0,0,0,0,0,0,0,3,3,0,0,0,0,9,35,14,3,3,0,0,51,0,0,0,0
201011004,1651,2441,1133,960,416,177,6777,172,98,17,8,3,0,294,9,11,3,4,0,0,25,176,112,17,8,4,0,322,756,353,78,17,3,0,1213,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,762,359,82,22,3,0,1227,0,3,0,0,0,0,6,0,0,0,0,0,0,0,5,6,3,3,0,0,12,4,6,4,5,0,0,17,0,0,0,0,0,0,0,2589,2920,1233,1001,422,183,8342,1822,2658,1251,1006,411,218,7365,290,165,45,22,3,0,530,15,16,3,4,0,0,43,306,182,53,28,3,0,577,808,369,49,12,12,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,813,369,49,12,12,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,8,0,0,0,0,0,11,0,0,0,0
201011005,266,587,293,378,168,58,1753,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,40,18,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,306,612,299,381,168,58,1824,306,741,335,414,200,54,2057,13,6,0,0,0,0,23,0,3,0,7,3,0,18,14,15,0,7,3,0,35,32,16,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,3,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011006,217,467,243,247,138,58,1371,3,3,0,0,3,0,8,0,0,0,0,0,0,0,3,3,0,0,3,0,8,37,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,260,477,243,253,138,58,1437,289,628,336,336,157,70,1819,79,34,0,0,0,0,113,0,0,0,0,0,0,0,82,34,0,0,0,0,109,35,11,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,38,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011007,134,373,221,268,123,46,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,143,374,221,268,128,49,1188,145,379,208,249,142,55,1170,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
