SA2_MAINCODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
211051286,0,4,0,4,8,0,0,0,0,0,5,23,3,3,31,4,115,12,14,147,5,31,0,3,42,5,11,0,0,13,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,26,180,17,34,251,0,3,0,0,11,0,0,0,0,0,0,9,0,0,7,0,12,4,7,24,5,21,5,4,32,13,70,8,15,99,10,27,5,3,48,0,8,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,32,146,28,31,232,0,0,4,0,3,0,0,0,0,0,0,3,0,3,10,0,4,3,8,7,0,8,4,4,18,0,28,5,21,52,12,65,9,23,115,5,12,0,7,28
212011287,3,0,0,0,3,0,4,0,0,3,0,3,0,0,6,0,11,3,5,19,0,3,0,0,7,0,8,0,0,15,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,40,8,5,66,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,3,4,0,3,0,4,8,0,4,0,0,11,4,16,3,3,26,0,7,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,37,10,15,68,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,0,3,0,3,7,0,33,15,11,64,16,51,7,19,88
212011288,0,3,0,0,4,0,0,0,0,4,5,6,0,0,11,0,16,0,0,20,4,9,0,3,11,0,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,3,13,64,0,4,0,4,4,0,0,0,0,0,0,0,6,4,11,0,0,0,4,8,0,6,4,0,11,4,12,0,3,21,3,4,0,0,10,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,38,7,12,71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,6,4,11,0,3,20,5,12,3,0,21,0,6,0,4,15
212011289,0,3,0,6,12,0,4,0,0,3,0,21,0,3,21,3,34,0,0,42,6,26,0,4,34,4,17,0,6,28,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,17,115,8,19,166,0,8,0,4,12,0,3,0,0,3,0,3,0,3,8,0,3,0,0,8,0,8,0,0,8,0,18,0,3,21,11,29,4,6,45,6,4,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,80,14,20,131,0,0,0,3,7,0,0,0,0,0,0,3,0,3,9,0,3,0,0,10,0,4,0,0,4,0,7,3,0,13,6,26,6,10,48,5,18,3,8,36
212011290,0,0,0,3,6,0,4,0,0,3,3,4,0,4,10,4,21,7,5,34,0,5,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,9,18,69,0,3,0,3,5,0,0,0,0,0,0,5,0,4,4,3,10,0,5,23,0,5,0,0,12,8,17,0,3,26,0,11,4,0,18,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,14,17,103,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,7,0,21,4,3,23,0,20,3,0,31,3,10,0,0,19
212011291,0,3,0,4,4,0,7,0,0,9,3,11,0,3,15,8,46,6,11,72,3,22,0,3,27,3,10,0,3,12,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,19,100,12,26,159,0,0,0,0,3,0,4,0,0,3,0,9,4,6,18,0,10,0,3,13,3,3,0,0,10,3,57,9,9,84,19,163,21,35,244,3,17,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,8,37,280,38,68,417,0,3,0,0,3,0,0,0,0,0,0,10,0,3,9,0,8,3,6,19,0,0,0,0,4,3,38,5,6,50,22,225,36,60,342,21,54,11,18,105
212011292,0,11,0,3,10,3,21,0,0,22,0,17,0,5,22,18,97,7,30,148,12,43,3,15,74,14,35,8,7,59,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,6,52,229,25,58,359,0,4,3,0,6,0,3,3,3,10,0,26,0,0,27,3,15,4,3,21,3,16,4,10,29,12,69,7,22,109,27,130,29,37,225,11,32,6,12,55,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,3,3,19,56,297,61,88,507,0,10,0,0,12,0,0,0,0,0,3,10,0,4,20,4,12,0,3,19,4,6,4,5,23,4,34,3,19,56,28,194,39,73,335,27,110,22,57,209
212021293,0,0,3,3,6,0,8,0,0,8,4,11,4,4,19,6,43,10,16,64,7,50,11,16,88,4,45,12,8,75,3,0,0,4,12,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,155,43,52,272,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,7,3,0,13,0,4,3,3,11,0,23,7,16,44,17,89,26,21,158,8,26,15,16,56,0,0,0,0,4,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,34,164,61,57,311,3,0,0,0,9,0,0,0,0,0,0,0,3,3,5,0,0,0,0,3,4,0,4,3,8,3,11,0,3,15,4,66,29,37,139,18,42,25,31,123
212021294,0,3,0,3,7,0,4,0,0,5,3,8,0,0,8,3,32,3,10,42,12,37,0,8,58,23,49,7,17,94,3,18,3,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,39,161,18,43,261,0,3,0,0,6,0,4,0,0,3,0,6,0,0,13,0,0,0,0,4,0,9,0,0,6,5,20,3,6,38,22,69,19,16,124,23,75,18,7,131,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,54,199,51,44,348,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,0,0,0,3,7,0,3,0,0,5,0,8,3,3,13,10,42,12,35,91,45,110,52,39,245
212021295,3,10,0,4,21,10,25,3,10,45,4,40,8,11,59,14,79,9,29,127,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,19,38,168,23,61,283,0,3,0,3,13,0,3,0,4,12,0,21,0,3,32,9,20,0,11,39,8,21,4,7,38,11,51,13,19,90,5,40,8,16,71,3,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,14,30,175,30,79,320,0,5,0,0,10,0,0,0,0,3,0,12,0,6,25,0,11,0,10,26,3,3,0,7,15,8,37,4,13,59,16,84,14,44,154,8,12,4,5,27
212021297,0,4,0,0,8,3,10,0,0,19,4,8,0,3,15,0,33,3,14,57,4,24,3,10,44,0,13,3,3,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,10,16,101,14,39,170,0,3,0,0,4,0,0,0,0,5,4,8,3,0,16,0,12,0,3,12,0,6,0,4,12,0,16,3,9,24,7,37,4,14,71,3,9,3,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,24,96,19,47,181,0,0,0,0,6,0,0,0,0,3,0,3,0,0,10,0,0,3,0,3,3,3,0,5,12,0,10,3,4,16,8,28,16,28,82,3,17,17,26,64
212021299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
212021453,0,7,0,0,9,0,12,0,0,22,3,15,0,5,23,9,13,11,12,40,0,16,3,3,24,0,7,0,4,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,14,17,80,18,33,150,0,6,5,0,8,0,3,0,9,14,4,7,6,7,25,0,8,0,12,20,0,3,0,7,9,3,15,0,7,26,9,26,4,10,51,4,9,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,10,16,85,25,51,184,0,3,0,0,3,0,0,0,0,0,0,7,0,6,13,3,5,0,0,14,0,3,0,3,6,0,4,0,7,18,6,30,4,18,57,4,28,4,13,47
212021454,0,3,0,0,3,0,9,0,0,7,4,3,0,0,9,4,38,8,16,66,4,26,4,8,42,0,12,3,9,29,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,21,94,14,34,171,0,6,0,3,9,0,0,0,0,0,0,3,3,3,11,0,7,0,3,13,3,0,0,0,5,3,20,3,8,26,6,32,13,10,69,3,16,0,9,34,0,3,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,21,94,26,38,181,0,3,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,3,6,0,0,0,0,3,0,0,0,3,3,4,22,5,14,43,6,28,12,17,68
212021455,0,10,0,3,11,0,4,0,0,5,3,3,4,0,8,7,39,9,11,59,3,27,0,7,39,7,14,4,4,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,21,106,19,28,168,0,4,3,0,6,0,3,0,0,3,0,7,3,0,13,0,11,3,5,22,0,3,0,0,3,3,24,0,10,34,10,55,13,18,97,4,9,4,9,27,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,116,28,43,204,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,5,0,3,8,0,0,0,6,7,0,4,0,4,7,10,37,13,17,85,13,36,10,25,81
212021456,0,7,3,3,8,0,16,4,0,16,0,11,0,4,16,10,87,8,31,137,3,36,8,6,59,0,19,3,4,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,16,19,175,28,55,282,0,0,0,4,8,0,3,0,8,12,3,12,0,3,15,3,9,3,4,17,0,16,0,3,16,3,31,9,14,55,15,62,13,19,109,0,17,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,3,11,28,157,23,62,274,0,0,0,4,4,0,0,0,0,0,0,3,0,3,14,8,9,0,4,18,0,9,0,3,15,3,4,7,13,24,17,59,19,31,116,13,25,10,23,79
212031300,0,10,0,7,14,3,41,3,3,49,6,38,4,6,53,20,165,18,46,249,3,28,4,8,42,5,27,0,3,39,0,3,0,3,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,3,0,11,36,332,38,79,483,3,8,0,0,14,3,9,4,4,18,3,32,4,12,54,5,17,6,5,35,8,26,4,11,49,7,94,24,39,168,12,81,12,30,134,5,12,5,8,36,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,3,8,16,53,291,67,121,530,0,0,3,3,8,0,0,0,0,0,0,18,3,4,31,4,19,3,14,34,0,6,3,5,14,9,37,8,37,92,19,147,30,54,250,17,53,8,29,109
212031301,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,10,0,0,17,5,20,3,3,27,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,7,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,30,12,6,53,0,23,5,16,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,62,16,25,115,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,3,0,0,3,3,24,4,8,46,41,176,26,53,297
212031302,3,3,0,0,9,0,5,4,3,14,3,17,0,0,23,5,65,4,15,96,4,24,3,4,36,0,16,3,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,19,149,17,20,207,0,0,0,0,0,0,3,0,3,10,3,11,4,4,25,9,9,0,3,21,6,7,0,4,21,3,30,11,18,55,10,64,7,28,106,7,27,5,7,46,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,36,171,26,72,301,0,4,0,3,7,0,0,0,0,0,0,6,0,0,9,3,4,0,0,8,0,0,3,0,7,7,8,5,6,28,9,80,16,33,144,26,75,26,27,153
212031303,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,9,0,0,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,4,3,0,5,5,0,7,0,0,7,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,21,3,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,9,16,4,3,3,3,8
212031304,0,10,0,0,11,0,3,0,0,3,0,8,0,3,9,7,36,9,8,57,6,29,3,6,45,3,32,3,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,119,10,25,167,0,0,0,4,6,0,3,0,0,3,0,4,0,0,4,0,4,0,0,6,0,5,3,0,12,3,21,4,6,40,15,75,13,24,127,3,8,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,24,127,25,40,221,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,3,0,0,3,0,6,4,7,19,13,69,13,30,125,16,38,9,23,85
212031305,0,5,3,0,16,0,20,0,3,27,0,16,3,3,26,27,114,10,29,179,17,64,12,22,107,4,29,3,10,57,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,3,17,52,275,37,72,439,0,3,0,3,13,0,3,0,0,5,6,11,0,5,28,3,8,7,5,24,3,18,3,3,23,13,49,7,19,91,21,134,21,37,214,0,12,5,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,13,50,256,54,85,450,0,3,0,3,4,0,0,0,0,3,0,6,0,4,12,0,12,7,4,16,4,3,0,4,10,0,10,6,12,25,21,111,33,48,212,13,56,15,23,116
212031306,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,9,0,0,9,4,13,4,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,5,3,34,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,24,5,8,37,3,28,3,6,41,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,64,17,11,102,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,10,3,4,18,15,27,8,20,73
212031308,0,0,0,0,3,0,0,0,0,0,0,4,0,3,5,6,12,4,3,20,0,9,0,0,9,4,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,6,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10,0,3,0,3,6,0,4,3,3,11,0,9,0,0,18,0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,10,37,13,15,67,0,0,0,3,8,0,0,0,0,0,0,3,0,0,3,3,3,0,0,4,0,3,0,3,7,0,4,0,0,7,5,14,9,0,27,4,12,0,3,19
212031457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,20,7,3,29,0,11,7,3,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,11,9,64,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,5,0,16,3,3,28,3,25,7,3,37,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,58,15,16,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,18,8,13,45
212031458,0,3,0,0,3,0,3,0,3,11,3,3,0,0,6,6,11,0,5,18,4,27,0,9,47,8,23,10,3,43,0,5,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,21,100,14,22,159,0,3,0,0,0,0,0,0,0,0,0,9,0,4,11,3,5,0,0,13,0,3,0,0,3,0,12,3,3,21,14,52,10,11,82,8,30,11,5,56,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,28,107,31,34,200,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,0,0,9,0,0,4,3,3,0,4,3,0,8,12,32,5,14,58,12,43,20,30,109
