SA2_MAINCODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
101041017,81,1708,0,0,0,0,0,0,6,0,0,0,0,6,32,3,0,0,0,40,46,13,8,4,0,73,3,0,0,0,0,3,0,0,0,0,0,0,92,20,8,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,58,16,5,0,0,77,34,9,0,0,4,45,3,3,3,0,0,15,0,0,0,0,0,0,97,21,10,3,3,136,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,10,0,3,0,0,18,9,0,0,0,0,6,1183,327,259,138,81,1989
101041018,70,1976,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,53,78,11,7,4,0,105,8,3,5,0,0,19,0,0,0,0,0,0,134,29,14,3,0,178,0,0,0,0,0,0,0,0,0,0,0,3,34,3,3,0,0,42,20,4,11,0,0,32,3,3,0,0,0,3,0,0,0,0,0,0,53,15,12,0,0,85,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,10,0,3,0,0,13,1417,358,298,121,72,2261
101041019,78,2051,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,37,6,8,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,47,12,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,11,6,3,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,23,4,3,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,4,3,0,0,0,6,1117,432,375,160,79,2161
101041020,95,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,3,5,0,0,0,6,0,3,0,0,0,4,0,0,0,0,0,0,9,7,3,0,0,22,19,4,0,0,0,22,1410,398,362,168,94,2437
101041021,23,725,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,28,41,10,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,63,11,0,0,5,85,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,26,3,0,0,0,0,5,495,156,133,54,28,859
101041022,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
101041023,27,702,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,11,7,3,0,0,16,0,0,3,0,0,5,0,0,0,0,0,0,14,5,3,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,16,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,27,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,21,12,3,0,0,0,18,455,156,109,62,27,797
101041024,40,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,7,0,0,5,0,15,513,168,138,53,40,914
101041025,71,2293,0,0,0,0,0,0,6,0,0,0,0,6,177,21,3,0,0,203,111,31,11,4,0,160,21,3,0,0,0,22,8,3,0,0,0,10,319,59,18,11,0,407,0,0,0,0,0,0,6,0,0,0,0,6,36,8,3,0,0,51,25,13,7,3,0,47,3,0,0,0,0,6,3,0,0,0,0,6,78,28,6,3,0,113,4,0,0,0,0,4,10,0,0,0,0,10,11,4,0,0,0,18,10,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,35,6,0,0,0,38,17,3,7,0,0,23,1783,492,392,134,72,2877
101041026,57,2102,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,10,22,10,3,0,0,30,0,0,0,0,0,3,0,3,0,0,0,3,27,13,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,24,11,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,26,9,7,3,0,40,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,11,13,7,0,0,0,17,1380,357,295,122,63,2218
101041027,62,2163,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,3,0,49,55,8,3,3,0,65,3,0,0,0,0,5,0,0,0,0,0,3,105,10,3,3,0,127,0,0,0,0,0,0,0,0,0,0,0,3,20,4,0,0,0,26,10,4,0,0,0,14,8,0,0,0,0,4,0,0,0,0,0,0,44,7,3,0,0,59,7,0,0,0,0,7,5,0,0,0,0,5,18,0,0,0,0,21,3,0,3,0,3,10,0,0,0,0,0,3,3,0,0,0,0,3,31,0,8,0,3,43,12,3,0,0,0,21,1622,355,253,114,72,2405
101051539,225,5215,0,0,0,0,0,0,5,0,0,0,0,10,94,21,7,0,0,117,76,37,19,13,5,153,12,9,3,7,4,35,3,0,0,0,0,3,198,68,26,18,6,314,0,0,0,0,0,0,11,7,0,0,0,10,41,12,3,0,0,61,6,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,57,20,8,0,0,83,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,0,0,13,7,0,0,0,0,9,0,3,0,0,0,3,3,0,0,0,0,3,13,6,0,0,0,25,4,10,0,0,3,17,2728,1190,1046,467,235,5661
101051540,163,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,7,0,0,0,0,8,3,0,0,0,0,5,3,0,0,0,0,3,16,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,9,7,3,0,0,0,10,3,0,3,0,0,14,3,0,0,0,0,5,19,3,12,3,3,38,13,8,7,4,0,34,1733,597,555,298,165,3346
101061541,66,1591,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,0,0,33,16,5,4,0,0,22,4,0,0,0,0,4,4,0,0,0,0,4,41,11,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,10,3,0,0,0,0,4,747,362,344,153,66,1670
101061542,130,3077,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,5,3,0,0,0,8,6,0,0,0,3,4,0,0,0,0,0,0,20,4,3,0,3,26,15,8,3,0,3,36,1422,531,707,355,137,3151
101061543,134,2525,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,9,9,4,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,31,9,3,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,0,0,45,16,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,53,21,5,3,0,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,5,0,0,0,0,0,3,1285,528,459,252,139,2661
101061544,72,1840,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,22,18,3,4,3,0,30,3,0,0,0,0,4,0,0,0,0,0,0,46,11,4,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,7,5,0,0,0,8,3,0,3,0,0,8,0,0,0,0,0,0,12,3,4,0,0,26,8,0,3,3,3,22,1103,312,301,163,76,1952
102011028,84,1785,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,27,17,6,0,0,50,9,0,0,0,0,13,0,0,0,0,0,0,41,22,10,3,0,71,0,0,0,0,0,0,4,0,0,0,0,4,13,4,0,0,0,20,18,8,11,0,0,34,0,0,0,0,0,4,0,0,3,0,0,3,36,10,12,3,0,64,0,0,0,0,0,0,3,0,0,0,0,3,24,0,0,0,0,21,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,21,3,3,0,0,31,0,4,0,0,0,5,719,419,525,211,79,1960
102011029,105,2855,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,21,11,9,4,0,0,22,8,3,6,0,0,14,0,0,0,0,0,0,32,15,14,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,36,9,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,40,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,0,0,0,13,1405,557,631,281,108,2983
102011030,72,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,3,0,17,0,3,0,0,0,10,510,213,218,126,73,1137
102011031,141,3153,0,0,0,0,0,0,3,0,0,0,0,3,136,6,0,0,0,146,86,33,13,3,0,136,3,3,6,7,4,16,3,0,0,0,0,5,229,49,21,8,4,309,0,0,0,0,0,0,3,0,0,0,0,3,31,6,0,0,0,36,36,8,10,0,0,55,0,3,0,0,0,3,0,0,0,0,0,0,71,18,9,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,0,0,0,0,6,1625,731,739,342,144,3577
