SA2_MAINCODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
509011229,0,0,0,0,0,0,0,0,0,3,3,3,9,0,13,0,24,31,54,92,5,104,46,339,0,3,24,0,47,32,106,0,4,5,0,7,0,20,0,16,26,6,9,0,62,5,11,21,9,14,0,55,10,3,11,0,8,0,36,6,3,8,0,3,0,24,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,25,23,41,111,14,109,33,335
509011230,0,0,0,0,0,0,0,0,0,0,5,9,5,0,3,0,23,181,136,138,23,73,25,564,4,6,23,3,15,23,72,0,4,7,0,4,0,16,26,22,24,12,11,3,95,39,24,22,0,12,0,104,21,11,11,0,3,0,48,33,9,23,0,13,0,80,22,8,25,0,5,0,48,5,3,4,0,3,0,17,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,8,0,0,10,0,31,159,101,144,15,73,25,522
509011231,0,0,0,0,0,0,0,3,0,3,0,5,9,0,28,0,43,40,71,161,17,124,55,468,0,7,31,0,51,36,130,0,9,3,6,0,4,18,5,22,27,3,18,0,81,15,12,45,0,11,0,83,6,4,21,0,7,3,36,8,8,22,0,4,0,39,4,0,13,0,0,0,17,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,19,0,30,36,62,174,8,100,47,431
509011232,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,10,62,0,91,0,28,10,189,0,0,4,0,0,5,14,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,0,5,0,11,0,19,26,0,8,0,3,0,40,3,0,8,0,0,0,18,26,0,21,0,0,0,44,29,0,9,0,0,0,41,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,103,0,73,0,21,10,209
509011233,0,0,0,0,0,0,0,0,0,0,0,14,16,3,3,0,39,331,276,269,40,52,15,981,0,10,19,0,7,20,58,0,12,0,9,0,0,25,3,73,19,13,5,0,114,4,64,20,3,10,0,105,7,30,29,3,8,0,79,50,37,44,5,10,0,146,137,10,100,4,18,0,260,121,0,45,0,9,4,180,20,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,6,4,4,0,37,349,264,282,44,66,26,1021
509011234,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,18,177,39,126,12,53,31,440,0,3,34,0,25,28,87,0,3,3,0,0,0,4,12,7,11,0,4,0,36,34,20,34,11,4,0,90,41,3,34,0,3,0,85,57,9,18,0,5,3,85,13,3,9,0,0,0,27,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,3,0,0,4,0,17,163,48,150,11,49,24,448
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,7,49,10,78,0,27,24,188,0,0,19,0,11,22,53,0,0,0,0,0,0,0,0,5,5,0,0,0,14,0,3,8,0,0,0,13,0,0,3,0,0,0,7,7,0,9,0,0,0,11,13,0,14,0,3,0,28,17,0,21,0,0,0,43,12,0,10,0,0,0,17,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,11,53,13,94,3,21,22,204
509021237,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,0,24,25,97,136,29,90,33,405,0,12,25,4,45,30,109,0,4,3,7,5,0,27,0,28,30,12,10,0,81,3,18,34,0,9,0,63,3,6,17,0,7,0,30,14,3,20,0,7,0,40,3,3,12,0,5,0,21,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,16,35,76,143,25,92,37,407
509021238,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,31,29,92,184,29,117,38,480,0,9,33,0,52,30,126,0,18,4,0,18,0,37,3,28,34,14,12,0,87,13,12,39,11,15,3,85,8,8,23,0,7,0,40,7,4,23,0,12,0,47,4,0,6,0,3,0,19,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,26,34,76,180,32,121,33,479
509021239,3,0,3,0,0,0,0,0,0,3,6,0,18,0,24,3,55,190,56,268,11,154,72,747,4,6,40,0,41,53,133,0,0,4,0,7,0,6,0,4,14,0,16,0,40,3,16,30,0,5,0,56,8,4,31,0,13,3,62,22,13,53,0,5,0,92,71,10,56,0,14,3,151,61,0,46,0,18,0,123,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,3,0,0,0,0,5,0,8,4,0,16,0,21,0,48,190,56,294,3,149,58,735
509021240,0,0,0,0,0,0,0,0,0,0,7,11,15,0,23,4,55,36,137,213,28,158,30,603,0,8,38,0,44,17,110,0,20,4,7,8,0,39,3,39,43,13,23,0,116,0,37,43,4,15,0,97,4,7,27,0,8,0,47,15,12,48,0,13,0,81,9,3,24,0,8,0,39,8,0,12,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,4,19,3,45,44,134,244,27,148,21,621
509021241,0,0,0,0,0,0,0,0,0,0,0,9,7,3,9,0,33,44,114,170,20,144,49,544,0,5,29,0,57,43,134,0,4,3,0,9,0,18,0,39,23,8,33,0,105,5,14,29,0,11,0,62,8,9,25,0,11,0,48,11,19,42,3,11,0,81,7,12,26,3,0,0,50,0,0,11,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,26,0,42,33,105,200,17,160,50,561
509021242,0,0,0,0,0,0,0,0,0,0,0,3,7,0,25,0,33,8,67,133,11,128,50,396,0,23,60,3,63,28,172,3,15,10,3,3,0,29,0,11,27,0,11,0,46,0,16,33,0,6,0,53,0,3,16,0,3,0,26,0,3,6,0,8,0,20,0,6,0,0,4,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,15,0,32,3,70,166,8,110,27,383
509021243,0,0,0,0,0,0,0,0,0,0,3,14,5,0,10,0,40,265,270,271,15,105,30,951,0,15,29,0,9,15,67,0,19,4,0,0,3,25,3,93,18,3,9,4,123,3,67,28,4,15,0,120,28,27,40,0,19,0,111,82,22,53,0,6,0,167,116,13,81,0,16,0,221,77,3,36,0,4,0,123,25,0,9,0,0,0,29,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,14,0,3,0,40,344,265,305,13,96,21,1044
509021244,0,0,0,0,0,0,0,0,0,3,0,3,12,0,5,0,20,90,17,95,10,30,14,255,0,0,7,0,3,20,33,0,0,0,0,0,0,0,0,6,3,6,3,0,20,0,0,3,0,3,0,14,3,0,19,0,0,0,24,11,0,16,0,0,0,24,31,3,20,0,3,0,59,32,0,20,0,0,0,51,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,4,0,6,74,14,100,10,24,18,236
509021245,0,0,0,0,0,0,0,0,0,0,0,5,11,0,12,0,23,76,79,151,0,35,34,379,0,6,24,0,11,28,67,0,13,0,0,0,0,17,0,25,12,0,3,0,42,3,14,15,0,6,0,36,7,3,16,3,3,0,35,26,10,20,0,6,0,56,59,3,20,0,0,0,85,21,0,6,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,0,4,0,23,125,78,130,0,34,31,400
509031246,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,15,23,84,147,37,61,33,384,0,6,29,0,45,15,99,0,3,0,3,9,0,15,0,26,21,13,3,0,68,5,17,42,5,7,3,80,4,6,37,0,4,0,42,7,6,17,4,5,0,36,0,3,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,9,0,23,19,72,160,31,86,18,382
509031247,0,0,0,0,0,5,0,0,0,5,0,7,19,0,24,0,57,6,106,190,22,156,63,547,0,12,49,0,80,45,178,0,8,3,3,0,0,14,3,24,28,9,16,0,79,6,27,25,8,16,0,85,5,15,14,0,11,0,46,3,7,16,0,3,0,26,0,3,3,0,0,0,6,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,23,0,36,18,95,158,14,156,46,487
509031248,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,21,61,22,115,3,65,8,272,0,0,9,0,11,9,30,0,3,0,0,15,0,21,0,3,9,0,0,0,13,3,0,4,0,4,0,14,11,0,8,0,4,0,24,15,0,10,0,0,0,30,30,3,15,0,0,0,53,33,0,21,0,4,0,56,4,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,99,16,83,0,44,8,250
509031249,0,0,0,0,0,0,0,0,0,3,5,11,10,0,6,0,34,154,183,113,27,66,24,568,0,5,15,0,9,7,35,0,10,0,0,0,0,8,0,33,8,0,0,0,48,5,32,8,13,9,0,78,31,17,31,3,12,3,101,54,17,39,3,17,0,130,49,4,26,0,3,0,90,13,0,8,0,3,0,25,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,0,10,3,31,167,125,157,19,65,11,550
509031250,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,24,52,55,177,22,108,54,466,0,0,38,4,34,41,121,0,3,4,3,0,0,13,3,13,33,12,17,0,71,14,15,39,11,6,3,91,5,3,17,0,11,0,37,14,0,26,0,8,0,52,3,0,12,0,0,0,19,3,0,5,0,4,0,12,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,20,0,32,42,46,189,33,89,52,447
510011262,0,0,38,25,0,25,0,30,0,85,40,85,19,0,54,8,203,654,818,359,26,672,65,2602,9,28,23,5,64,55,186,0,27,3,0,16,0,41,4,150,8,3,25,3,200,17,133,15,10,72,5,261,8,70,22,0,78,0,178,35,99,17,0,96,0,249,89,80,34,3,94,3,306,180,29,58,4,62,3,332,196,9,44,3,25,0,276,144,4,33,0,12,0,190,92,5,21,0,23,0,149,45,3,12,0,0,0,66,19,0,4,0,10,0,27,29,0,26,0,17,0,68,20,60,26,3,51,3,161,877,702,344,33,650,84,2682
510011263,3,0,3,5,0,6,0,6,0,21,17,28,13,24,71,8,163,75,409,81,416,369,58,1408,0,314,14,24,121,39,505,0,168,0,11,45,3,228,0,229,4,7,38,0,276,3,92,4,3,36,4,148,3,39,10,0,22,3,71,21,43,14,0,29,0,103,24,23,19,0,16,0,85,38,19,7,0,12,0,74,11,3,0,0,0,0,11,3,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,11,12,98,18,5,69,5,196,113,1026,89,51,393,51,1729
510011264,0,0,0,0,0,0,0,8,0,5,0,10,3,10,21,0,49,0,379,23,91,161,25,675,0,126,7,26,62,22,245,0,54,0,3,13,0,65,0,93,0,0,25,0,121,0,28,0,7,12,0,40,0,15,0,0,4,0,17,0,8,4,5,0,0,12,0,12,0,3,3,0,18,0,4,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,80,4,12,25,0,126,3,418,19,55,141,23,667
510011265,6,0,13,4,0,17,0,17,0,40,7,38,23,20,85,11,187,188,466,188,138,588,79,1640,0,50,15,36,77,49,221,0,36,0,24,8,0,74,3,79,10,35,79,0,214,6,75,10,14,73,3,181,4,39,15,7,35,0,100,6,35,24,5,33,3,110,19,19,21,4,32,0,98,73,19,41,3,25,5,162,57,3,38,0,25,0,120,30,3,22,0,9,0,65,14,0,18,0,5,0,34,7,0,6,0,9,0,27,3,0,5,0,3,0,8,0,0,3,0,6,3,19,6,31,20,8,57,6,121,233,389,244,142,485,65,1554
510011266,0,0,0,0,0,0,0,0,0,0,0,8,0,3,8,4,28,0,154,15,115,62,30,379,0,99,7,20,30,22,176,0,56,0,0,0,0,57,0,82,0,4,3,0,87,0,32,0,0,0,0,34,0,4,0,0,0,0,13,0,12,0,0,3,0,22,0,13,0,0,4,0,15,3,0,0,0,0,0,12,3,0,4,0,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,5,0,11,0,19,11,0,20,0,46,8,325,22,27,79,27,489
510021267,0,0,0,9,0,3,0,0,0,11,3,20,0,10,10,4,49,12,68,16,172,71,28,370,0,62,6,53,45,17,183,0,17,0,11,3,0,31,0,20,0,10,4,0,37,0,13,0,8,3,0,25,0,4,0,3,0,0,6,0,7,0,3,0,0,8,0,3,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,5,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,3,4,11,0,45,12,148,13,95,72,18,356
510021268,0,0,4,16,0,12,0,18,0,45,27,5,14,0,106,0,154,71,77,39,7,891,43,1119,16,9,4,0,295,19,340,0,4,0,0,39,0,46,0,10,4,0,253,0,272,23,32,0,0,40,0,97,24,9,4,0,23,0,62,32,7,3,0,5,0,51,46,4,3,0,12,0,60,53,0,4,0,5,0,64,37,0,3,0,4,0,43,5,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,6,13,3,67,0,110,269,80,38,8,751,25,1169
510021269,0,0,14,91,0,22,0,24,0,133,41,3,14,0,61,0,113,174,66,60,15,543,37,889,14,3,5,0,239,35,294,0,9,0,0,14,0,24,3,22,3,7,121,0,148,6,14,0,0,36,0,50,7,11,3,0,29,0,47,14,12,0,0,28,0,55,39,7,3,0,17,0,65,67,0,8,0,11,0,83,60,6,4,0,8,0,75,40,0,3,0,4,0,53,31,0,0,0,4,0,40,17,0,3,0,0,0,22,9,0,0,0,0,0,9,46,0,10,0,9,0,68,59,6,7,0,83,0,152,408,77,61,14,599,42,1197
510021270,3,0,21,230,0,33,0,49,0,319,75,36,11,0,99,6,227,408,397,81,7,824,34,1748,35,40,3,0,268,22,366,6,23,0,0,27,0,49,11,67,0,0,302,4,388,22,77,0,0,50,0,155,33,34,8,0,32,0,108,73,77,16,3,51,0,209,151,29,15,0,22,0,217,204,29,14,3,18,3,271,127,16,6,3,11,0,161,65,0,3,0,0,0,70,43,3,0,0,0,0,45,20,0,0,0,5,0,28,9,0,0,0,0,0,12,13,0,0,0,3,0,17,57,39,4,4,76,3,188,864,426,77,14,865,37,2283
510031271,3,0,3,0,0,3,0,11,0,13,9,10,10,3,108,11,156,59,89,51,59,1452,69,1782,19,17,5,45,1087,45,1221,0,10,0,3,34,0,52,3,23,0,0,74,0,96,6,18,3,0,30,0,56,3,3,4,0,11,0,22,3,6,0,0,7,0,17,18,5,5,0,18,0,45,15,3,6,0,15,0,35,14,0,3,0,5,0,31,9,0,4,0,3,0,13,13,0,3,0,0,0,19,8,0,7,0,3,0,18,0,0,3,0,0,0,7,8,0,3,0,5,0,16,15,12,7,7,105,5,156,136,93,62,64,1411,48,1814
510031272,3,0,21,373,0,77,0,91,3,539,133,32,35,0,290,7,494,685,459,189,9,1911,106,3355,33,35,19,0,704,81,873,7,23,0,0,32,0,56,9,101,5,0,110,0,227,34,70,3,0,119,0,225,15,52,8,0,84,0,167,74,71,14,0,124,0,283,218,63,11,3,117,0,404,337,24,37,0,59,4,456,225,4,28,0,44,0,295,136,3,14,0,22,0,175,95,0,11,0,21,0,129,79,0,5,0,7,0,93,34,0,11,0,6,0,48,75,3,15,0,24,0,114,107,42,25,0,210,7,390,1472,480,207,11,1687,99,3945
510031273,3,0,4,34,0,20,0,17,0,74,19,22,8,0,68,3,117,100,162,55,23,473,33,844,12,13,11,22,267,17,335,3,13,0,0,62,0,81,0,26,0,3,94,0,126,8,26,0,3,124,0,168,4,6,0,0,14,0,19,3,11,8,0,13,0,34,12,13,4,0,12,0,38,24,8,4,0,10,0,46,16,4,4,0,11,0,32,17,0,4,0,0,0,18,7,0,0,0,3,0,14,14,0,6,0,3,0,32,4,0,11,0,0,0,18,5,0,8,0,6,0,17,3,6,7,0,60,3,84,134,130,66,30,678,20,1059
511011274,3,0,0,0,0,4,0,0,0,5,10,7,19,0,14,6,56,473,240,459,50,164,43,1429,3,9,25,0,18,33,91,5,12,4,7,7,0,38,3,65,30,10,13,3,122,39,52,52,17,27,4,188,40,21,49,0,11,3,119,84,25,82,3,19,3,216,155,11,130,5,11,0,311,116,5,78,0,8,4,210,23,0,16,0,0,0,41,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,14,9,0,13,0,39,474,207,486,43,127,47,1389
511011275,0,0,0,0,0,0,0,0,0,3,10,3,17,0,36,0,60,117,33,136,8,217,57,564,0,3,30,0,95,48,182,0,3,0,0,0,0,3,0,10,19,3,20,0,45,3,6,10,0,3,0,28,9,5,20,0,5,0,46,21,8,15,0,34,0,73,23,3,13,0,0,0,42,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,26,0,45,69,37,115,6,191,56,474
511021276,0,0,3,0,0,5,0,3,0,7,3,18,13,0,23,7,65,134,292,163,24,229,38,878,3,37,22,5,29,30,115,0,25,0,0,3,0,25,0,57,11,7,28,3,106,10,68,19,10,21,0,127,6,14,22,0,16,0,60,24,29,16,0,16,0,93,44,20,38,6,21,0,137,35,0,22,0,8,0,61,16,3,6,0,4,0,26,6,0,4,0,0,0,10,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,4,0,4,9,10,9,3,27,0,63,148,273,177,31,190,32,843
511021277,6,0,8,19,0,22,0,38,0,76,25,10,11,0,66,0,118,246,192,161,10,382,45,1040,7,30,12,4,58,40,157,0,3,0,0,8,0,8,0,38,5,0,26,0,78,14,31,12,0,36,0,101,7,12,7,0,24,0,59,9,16,10,0,34,0,69,23,14,13,0,34,0,82,43,4,22,0,9,0,77,61,0,14,0,12,0,84,13,0,3,0,0,0,20,17,0,6,0,3,0,23,3,0,0,0,3,0,7,3,0,3,0,0,0,6,19,0,17,0,16,0,54,10,8,15,0,54,9,94,241,163,140,11,319,45,925
511031278,0,0,0,0,0,0,0,0,0,0,10,9,6,3,10,0,40,425,133,188,3,107,16,878,0,9,16,0,8,12,50,0,8,0,0,0,0,11,4,44,9,0,0,0,63,17,32,21,0,13,0,85,27,10,16,0,19,0,79,75,14,44,0,17,0,143,119,4,77,0,13,0,209,112,0,36,0,3,0,153,22,0,7,0,0,0,26,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,10,8,0,11,3,39,405,136,237,0,84,17,873
511031279,0,0,3,3,0,0,0,0,0,5,29,20,15,0,17,3,76,796,331,319,46,334,47,1874,5,13,14,3,12,11,56,3,4,0,15,5,0,24,3,92,19,15,38,0,162,18,77,24,10,67,3,195,51,26,29,0,26,0,127,141,72,53,0,45,0,311,290,27,74,0,50,0,442,230,3,60,0,12,3,305,94,0,23,3,4,3,126,45,0,7,0,3,0,52,10,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,20,13,9,0,14,5,68,903,335,319,42,265,22,1896
511031280,0,0,0,3,0,0,0,0,0,6,16,3,7,0,7,3,41,551,202,173,19,203,25,1172,4,3,8,0,16,10,41,0,7,0,10,4,0,27,0,37,0,0,16,0,63,4,51,8,0,47,0,106,4,29,11,0,22,0,68,44,28,25,0,27,0,113,140,20,38,0,21,0,215,218,8,67,0,9,0,293,115,0,14,0,4,0,135,36,0,8,0,4,0,52,5,0,0,0,0,0,7,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,0,14,0,45,583,194,190,15,181,15,1165
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,0,0,0,0,0,0,0,9,8,4,0,11,4,35,260,64,149,48,134,54,703,0,4,13,3,18,16,56,3,7,10,4,0,0,21,29,14,22,6,16,0,93,69,15,37,3,13,4,148,57,3,19,7,4,0,85,65,3,16,3,13,0,98,39,3,18,0,0,0,60,7,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,0,13,3,34,281,45,136,25,88,26,600
