SA2_MAINCODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
123011434,30,13,8,9,190,6,11,34,29,26,13,7,4,131,8,9,18,20,8,3,11,13,96,2267,918,2409,1455,495,134,87,429,8194
123011435,31,8,4,15,162,0,6,28,20,15,7,3,5,88,8,8,21,19,8,5,8,0,78,3176,1438,3287,1786,667,191,81,487,11108
123021436,31,9,22,16,196,4,4,29,24,9,11,17,11,107,8,6,11,16,12,10,10,19,96,2062,886,1796,1255,611,280,249,581,7708
123021437,46,23,11,15,288,12,13,46,56,40,9,25,22,223,17,16,41,55,30,16,20,34,222,2221,991,1686,1081,582,197,169,595,7521
123021438,17,12,6,3,125,8,7,18,11,23,10,13,8,93,4,7,20,12,10,3,17,3,69,2279,932,2101,1193,596,226,210,605,8155
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,38,16,17,17,202,14,17,27,28,14,17,15,9,136,11,12,30,32,17,16,13,13,146,2305,1083,2095,1136,427,192,130,596,7969
123021441,18,6,14,19,188,10,14,21,19,11,12,12,11,117,3,8,15,15,16,7,6,8,80,1846,826,1752,1130,468,193,134,417,6762
123021442,36,13,14,43,241,15,8,23,29,26,13,15,62,177,4,17,21,29,13,5,14,145,249,2499,1315,2448,1300,558,240,192,966,9516
123021443,21,15,17,12,142,10,4,28,18,20,6,14,9,101,10,3,21,33,9,6,21,10,123,2120,1043,2088,1194,569,205,173,509,7903
123021444,31,21,21,25,187,0,6,19,19,15,13,17,18,113,7,5,13,15,9,3,10,58,126,2271,865,2132,1442,665,256,195,673,8509
123031445,15,6,6,3,96,4,5,14,11,10,4,0,3,46,8,4,3,13,7,8,3,6,47,548,217,612,451,193,61,30,153,2267
123031446,8,8,3,7,97,6,5,30,16,5,3,4,8,74,3,11,18,19,9,4,5,14,87,961,388,1129,706,215,69,36,226,3738
123031447,23,14,13,26,197,7,8,32,38,27,6,10,36,166,15,19,38,38,18,11,8,65,202,1707,719,1794,1237,498,163,84,586,6790
123031448,15,4,5,12,104,0,3,4,8,6,7,3,5,44,0,0,12,9,11,3,4,3,42,951,321,933,700,289,93,37,227,3552
124011449,12,9,3,13,120,10,11,23,24,7,3,3,4,76,6,6,8,10,11,3,4,11,61,697,345,638,354,140,50,32,190,2442
124011450,40,18,13,15,261,11,21,35,42,27,16,8,15,177,5,13,56,24,15,9,12,14,146,1985,838,2345,1501,508,163,97,319,7745
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
124011452,25,18,12,37,287,32,18,33,33,27,6,8,23,176,25,15,60,39,18,17,7,29,212,1993,832,1335,716,333,122,80,561,5984
124011453,18,4,4,13,155,15,7,27,21,14,6,11,3,108,8,8,17,12,11,5,8,8,87,1387,587,1334,755,318,81,64,236,4753
124011454,40,24,10,28,333,21,27,72,62,45,26,14,25,288,43,40,130,100,52,19,16,30,438,2402,1015,2751,1701,611,208,107,397,9193
124011455,20,3,6,10,149,21,11,29,24,13,13,4,9,131,24,15,25,21,6,10,11,14,125,753,340,769,430,155,55,40,178,2724
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,25,13,7,12,133,4,7,22,10,11,8,10,4,83,6,10,19,21,11,6,10,8,97,1726,698,1726,1088,466,173,102,365,6346
124031458,22,22,18,12,173,4,7,11,25,17,10,6,14,91,3,7,15,8,10,7,8,3,59,2727,1176,2303,1451,652,226,143,608,9283
124031459,23,19,8,15,225,13,9,32,28,27,9,16,11,143,13,15,53,42,20,13,13,11,175,1491,624,1827,1016,379,128,95,453,6017
124031460,23,13,3,3,126,5,13,29,21,19,5,3,5,92,0,5,21,10,6,7,9,3,63,2354,980,2590,1386,454,121,67,392,8352
124031461,24,17,11,13,234,6,12,32,37,18,13,11,20,146,9,9,41,40,22,5,10,14,158,1893,854,1993,1222,451,171,98,462,7139
124031462,34,11,12,20,193,3,6,29,19,28,17,12,16,129,17,11,47,32,27,10,18,31,187,2306,1179,1913,1094,488,167,142,579,7864
124031463,20,7,9,8,102,0,4,9,7,9,8,13,8,61,10,0,6,7,4,4,0,8,45,1014,372,928,669,273,103,56,278,3701
124031464,38,20,18,22,248,22,18,42,38,36,18,14,25,215,27,47,77,47,43,17,25,47,334,1745,769,1289,749,399,178,106,538,5766
124031465,4,0,3,3,41,0,0,7,6,4,10,4,3,39,0,0,6,0,8,0,0,0,17,540,193,558,371,146,45,35,119,1999
124041466,45,16,12,25,289,21,18,50,39,30,20,19,28,218,18,31,74,60,30,23,23,55,318,1732,656,1474,1008,431,161,117,470,6049
124041467,24,12,20,26,191,8,13,38,19,18,10,16,15,132,8,3,25,22,15,17,4,19,112,1764,790,1604,1051,424,145,118,407,6304
124041468,12,3,9,6,61,0,3,6,3,3,3,5,5,29,0,4,5,3,3,3,4,0,28,631,219,599,454,209,65,55,457,2690
124051469,6,5,3,0,33,0,0,5,3,6,5,6,0,22,0,0,0,5,0,0,4,0,18,795,270,755,443,160,36,30,137,2626
124051470,27,5,9,4,115,7,3,15,14,15,7,10,10,81,0,4,14,4,4,4,9,10,70,2205,889,2226,1350,534,165,124,507,7992
124051580,16,10,11,10,128,7,6,14,20,19,5,8,9,90,0,3,18,6,5,9,11,4,65,1314,587,1089,719,340,132,121,386,4697
124051581,22,17,16,31,214,4,20,33,41,20,20,21,39,194,10,12,25,27,27,16,22,64,210,1772,855,1342,894,440,200,188,794,6486
125011473,4,0,0,5,46,0,4,6,8,10,0,0,3,28,0,8,9,6,8,6,4,4,43,3082,1239,1346,409,119,42,27,1110,7365
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,22,13,17,18,160,12,6,8,13,20,5,0,4,78,26,11,27,19,18,8,22,17,150,2023,856,1070,675,417,221,244,614,6124
125011583,9,3,3,8,75,5,4,12,6,9,3,3,0,45,4,3,4,6,6,3,3,6,42,1356,754,663,342,158,56,41,403,3761
125011584,12,0,13,3,90,5,10,18,19,17,3,5,3,80,12,12,27,25,7,9,15,6,117,983,409,654,445,221,127,134,274,3243
125011585,9,5,11,5,92,0,4,20,25,15,9,13,3,88,16,7,20,9,8,7,8,4,84,1184,529,868,392,172,70,79,222,3517
125011586,27,9,14,16,171,15,14,18,20,19,12,22,9,121,5,10,30,36,16,9,27,31,170,3192,1182,1715,777,327,130,133,805,8256
125011587,5,8,6,10,59,3,0,6,5,7,4,3,3,37,5,8,9,7,4,3,11,8,52,612,295,467,241,133,54,53,156,2016
125021476,60,21,11,29,463,27,15,101,83,45,19,18,19,326,35,35,93,68,51,8,12,66,368,3161,1856,3633,1500,507,124,69,592,11451
125021477,28,12,13,23,264,21,17,46,32,25,10,9,14,180,19,23,61,43,39,22,22,27,254,2725,1312,2363,1096,421,137,112,553,8708
125021478,21,14,12,19,246,10,11,43,53,23,11,13,20,189,8,15,43,30,23,17,18,19,165,2359,1182,1952,929,336,123,101,523,7502
125031479,26,13,21,17,225,6,14,58,37,30,17,27,20,220,22,29,71,48,32,26,45,34,297,2046,818,1621,1012,554,281,271,641,7242
125031480,16,16,28,34,206,7,10,31,26,26,13,25,34,161,21,26,63,36,26,9,38,84,309,1804,683,1194,766,450,251,264,716,6127
125031481,20,13,24,21,174,12,13,26,17,17,16,18,8,126,8,16,23,26,5,11,15,5,104,2718,1130,1420,837,504,242,260,793,7915
125031482,44,17,22,21,370,16,22,65,58,32,9,14,36,246,16,23,42,44,20,15,27,51,236,2743,1276,3177,1710,633,191,155,688,10573
125031483,26,29,35,24,229,8,12,41,29,14,9,18,19,154,22,16,48,34,27,12,25,25,201,2264,879,1289,1046,713,394,398,856,7838
125031484,40,16,25,17,265,26,18,61,42,28,13,12,17,219,30,31,71,55,32,24,34,34,309,2488,1065,1782,1118,666,264,228,637,8244
125031485,37,26,40,13,297,23,13,54,49,34,16,32,24,248,21,25,55,58,38,18,44,23,279,3471,1644,2282,1469,743,330,313,842,11098
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
125041489,20,14,11,31,177,12,25,44,33,26,9,15,29,186,27,29,58,55,29,15,24,48,292,3589,1697,1787,697,271,110,84,1056,9291
125041490,10,7,7,4,127,7,6,16,12,16,3,7,8,70,6,16,28,23,11,3,0,8,101,828,465,1113,497,151,32,26,123,3241
125041491,28,11,7,29,234,6,11,46,44,17,11,10,36,178,26,23,68,52,18,10,18,67,281,2768,1662,1973,724,255,70,65,762,8286
125041492,10,12,8,25,153,12,8,20,33,5,14,12,14,115,13,11,28,13,19,8,18,31,147,4627,2756,1805,527,193,89,96,1328,11426
125041493,60,31,15,25,452,26,22,87,82,44,25,27,24,336,16,24,95,69,61,25,32,25,342,2580,1253,2570,1275,528,217,140,564,9123
125041494,15,5,0,12,137,4,7,34,25,17,6,3,8,110,9,13,25,16,17,8,7,22,109,1154,536,1436,725,233,57,31,148,4320
125041588,28,5,9,10,157,10,20,35,24,24,14,9,28,150,15,15,61,23,17,11,22,59,226,1185,900,1440,577,251,76,79,411,4924
125041589,24,12,11,16,183,10,15,27,21,16,14,13,23,145,8,16,41,26,19,9,20,16,164,1759,1228,1620,560,250,109,75,430,6037
126011495,53,15,12,18,379,23,22,77,78,48,11,9,22,285,27,42,79,82,53,16,29,34,359,3818,1813,3321,1319,419,95,67,548,11399
126011496,53,9,8,32,364,17,18,63,85,44,13,0,25,272,16,18,72,53,42,12,11,118,356,2456,977,2683,1403,460,110,54,496,8634
126021497,45,15,12,18,367,23,23,65,64,31,22,16,8,267,28,31,72,79,38,23,19,17,301,3783,1815,2864,1179,368,119,84,649,10859
126021498,20,10,12,11,235,15,23,61,42,30,7,10,15,193,33,32,67,61,26,9,7,14,251,2185,776,1664,813,236,72,44,415,6198
126021499,18,9,5,26,179,21,5,29,42,7,7,13,21,146,78,30,70,58,32,12,12,149,438,1240,453,1140,668,228,53,44,421,4249
126021500,33,12,10,36,292,33,16,59,76,24,11,7,59,279,65,32,80,91,42,24,25,153,510,4901,1462,1755,666,218,84,56,831,9972
126021501,25,6,3,11,250,20,18,55,35,27,8,7,4,178,17,30,54,56,40,19,7,9,240,1580,674,1634,729,207,69,40,246,5170
126021503,17,14,8,8,217,21,14,28,34,14,5,7,5,128,18,24,31,25,23,11,25,8,157,3744,1415,1754,658,222,80,68,459,8395
126021590,14,3,3,3,59,3,8,9,12,10,6,3,3,57,6,6,15,13,10,3,3,3,58,504,187,510,312,105,19,12,74,1730
126021591,51,13,10,36,371,25,16,100,80,43,20,17,36,333,40,38,112,90,57,28,30,89,475,4420,1705,2803,1251,419,117,103,894,11710
127011504,60,38,36,38,304,9,12,34,41,24,19,43,36,205,0,3,11,23,22,11,22,22,117,1689,618,1189,1011,702,373,378,871,6827
127011505,32,8,4,17,134,3,5,26,21,13,16,3,12,94,7,8,27,38,17,6,13,13,131,900,251,751,696,370,119,79,370,3534
127011506,28,15,8,12,152,4,3,34,17,10,9,8,11,90,0,3,16,20,12,3,3,11,69,1919,891,1756,1067,416,130,90,580,6862
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,7,0,0,4,26
127011593,4,5,3,0,52,0,3,10,4,3,3,5,0,33,0,0,3,5,3,0,8,0,21,889,191,784,504,175,57,49,173,2823
127011594,9,12,13,7,98,0,3,18,13,9,3,8,5,63,0,8,13,7,4,4,23,5,67,1574,480,1243,822,366,146,137,332,5106
127011595,12,10,5,0,86,0,7,8,5,4,0,17,6,43,3,3,8,7,4,5,12,0,39,1508,506,1298,712,334,122,111,270,4857
127011596,5,3,5,4,50,0,4,4,8,0,0,4,3,36,3,3,4,7,3,0,5,0,26,1276,491,1280,666,287,103,75,266,4448
127011597,6,4,13,0,65,3,4,7,4,4,7,10,3,51,0,3,3,3,9,4,10,0,28,1625,653,1572,890,354,114,100,345,5643
127021509,16,17,33,4,149,3,12,17,16,11,11,34,3,106,9,10,22,13,8,25,38,15,130,1969,621,1685,1017,526,222,245,384,6674
127021510,36,14,20,14,243,4,7,53,41,21,11,27,12,175,7,15,31,37,31,19,42,13,196,2306,641,2006,1458,589,212,228,465,7911
127021511,31,34,56,37,325,18,20,40,26,24,13,75,32,252,14,19,52,27,40,24,72,87,339,3520,1494,2319,1105,500,231,347,895,10408
127021512,32,16,42,15,244,5,9,45,52,25,15,46,14,210,10,11,25,19,25,17,27,9,139,2036,751,1612,1063,528,211,246,566,7016
127021513,27,28,43,14,258,12,16,32,30,30,15,58,15,203,9,19,32,45,38,27,82,22,274,2697,1154,2036,1154,512,240,325,608,8722
127021514,14,11,12,5,95,3,3,10,11,6,5,21,0,64,3,4,4,9,3,6,26,3,53,1267,381,1025,694,305,105,110,223,4123
127021515,34,20,44,24,237,12,28,34,36,23,12,50,15,209,10,28,28,34,26,13,37,17,184,2344,928,1524,875,482,225,323,581,7281
127021516,33,14,40,24,276,15,7,44,26,23,20,29,16,179,8,16,30,24,26,16,30,12,160,2390,753,1801,1169,612,275,263,610,7858
127021517,19,5,20,7,118,9,3,15,7,8,13,13,4,65,0,3,12,12,9,3,14,3,54,997,294,884,596,253,102,111,180,3429
127021518,11,4,8,7,74,3,0,14,12,17,7,10,19,76,0,0,7,8,7,5,0,33,59,439,110,379,369,184,54,32,215,1788
127021519,33,19,28,31,304,20,19,36,55,27,16,33,21,233,11,17,32,36,20,15,32,23,189,2049,709,1711,1262,580,250,260,571,7402
127021520,21,9,28,12,162,8,16,34,23,6,3,23,3,120,8,8,24,27,17,14,33,11,153,1400,435,1278,757,295,130,143,283,4720
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,14
127031522,29,12,18,21,213,8,4,39,30,9,12,10,15,128,4,10,33,28,22,9,21,22,152,1766,723,1624,954,437,163,131,556,6350
127031523,19,12,5,7,152,14,9,44,41,16,11,13,4,152,6,18,40,34,18,14,18,19,159,2013,913,2231,1256,398,128,99,416,7443
127031524,25,14,3,7,164,7,19,37,38,16,11,9,8,134,16,27,35,33,29,11,21,13,181,2355,1039,2506,1145,343,106,58,412,7968
127031598,45,24,28,56,354,14,24,58,39,32,25,25,23,238,10,22,59,32,23,15,39,32,232,2888,1650,2410,1216,609,252,276,1619,10913
127031599,21,18,23,25,191,4,9,14,24,24,4,12,9,114,3,9,16,18,13,6,17,14,92,1137,458,917,716,406,204,195,518,4558
127031600,20,8,8,8,113,10,0,20,15,11,3,10,9,78,3,5,30,15,8,3,14,62,143,1883,732,1908,1087,397,145,104,468,6725
127031601,9,0,13,16,73,3,0,14,8,6,5,3,10,55,0,5,0,7,6,0,10,12,43,671,386,452,220,109,39,48,394,2322
128011529,40,8,5,12,284,12,18,66,48,36,5,6,15,206,11,23,61,46,24,9,8,18,212,2092,796,2345,1225,377,66,47,317,7267
128011530,43,8,11,29,369,20,32,103,108,32,16,13,39,366,26,49,163,110,60,32,16,80,537,2174,993,2324,1233,405,118,70,545,7873
128011531,48,12,8,29,419,24,14,102,83,54,18,14,27,337,46,51,186,110,73,16,8,86,582,1734,835,2208,1177,416,106,52,454,6990
128011602,22,7,4,7,192,18,18,57,35,20,11,9,8,175,15,30,81,57,27,15,10,25,260,1554,719,1435,696,218,55,39,320,5038
128011603,36,4,0,12,206,11,14,73,56,28,9,10,3,205,3,21,54,53,34,12,10,14,196,1242,426,1655,1011,326,76,36,214,4983
128011604,48,16,8,20,317,27,17,76,72,34,18,8,24,273,43,25,99,83,45,12,14,34,351,3667,1158,2426,1473,489,113,61,849,10233
128011605,7,0,0,0,46,0,0,8,3,7,0,0,3,29,4,4,10,5,3,0,0,4,32,346,92,383,277,93,13,5,55,1261
128011606,10,9,0,4,96,3,12,31,25,14,0,0,3,92,11,0,31,34,17,9,3,7,118,929,295,960,596,190,48,17,149,3174
128021533,15,13,8,4,126,8,8,39,24,20,12,3,4,120,20,15,55,39,20,13,16,16,194,691,262,843,534,197,65,42,96,2721
128021534,10,3,3,0,100,3,3,23,23,7,0,0,0,63,3,8,33,13,10,10,4,0,89,1255,398,1391,817,232,67,34,146,4332
128021535,26,6,6,9,198,8,12,41,35,20,7,7,12,141,14,26,61,53,24,14,18,13,216,2413,880,2890,1575,428,92,79,371,8728
128021536,33,6,7,9,262,11,15,67,55,19,12,4,17,210,15,29,82,72,36,11,13,13,276,2242,963,2914,1504,389,105,53,342,8515
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,17
128021538,32,13,5,28,352,22,20,78,72,44,12,14,22,284,43,58,149,90,61,32,18,76,530,2911,1325,2440,1226,383,115,74,583,9050
128021607,44,9,3,11,237,11,16,41,41,17,3,3,11,155,10,17,47,39,16,13,8,25,176,1645,732,2261,1287,390,91,48,226,6677
128021608,19,6,9,0,131,3,3,27,16,12,6,0,5,69,4,3,16,15,10,3,3,0,57,776,297,987,562,174,42,15,91,2948
128021609,3,0,0,0,24,0,0,0,0,4,0,0,0,10,0,0,3,4,0,0,0,0,10,449,141,462,287,83,18,6,53,1491
197979799,0,0,0,5,14,0,0,0,0,3,0,0,3,10,0,0,3,3,0,0,0,0,7,39,21,65,35,21,6,0,37,220
199999499,3,3,0,23,78,4,8,4,11,3,0,3,11,38,3,0,15,6,3,4,7,13,48,1744,350,650,414,184,65,57,1134,4590
201011001,19,6,9,10,137,8,3,22,16,9,9,6,7,76,3,0,14,19,13,11,12,3,75,1241,479,1376,815,318,71,70,257,4634
201011002,44,15,14,15,258,25,13,33,33,34,19,22,17,188,40,13,45,53,32,25,28,26,262,1702,501,1303,861,374,136,93,413,5385
201011003,63,43,27,51,424,27,17,60,62,51,32,35,56,336,50,27,72,80,53,37,41,72,421,2969,1038,2390,1645,711,277,214,772,10016
201011004,70,33,39,46,417,26,15,47,60,62,34,41,33,318,26,23,90,67,47,31,40,44,367,3240,1181,2374,1555,768,291,273,935,10618
201011005,15,4,5,8,90,7,0,11,6,18,3,3,8,54,3,3,10,8,10,3,7,3,42,766,217,809,526,204,42,35,208,2805
201011006,20,8,8,16,103,4,6,14,21,9,6,14,11,87,6,6,20,15,16,11,11,15,96,804,257,779,502,243,90,67,210,2968
201011007,3,0,4,3,24,3,0,7,0,0,0,0,3,19,0,0,3,3,0,0,4,0,10,356,117,446,298,100,51,29,89,1488
201011008,52,18,17,31,306,12,16,55,62,37,35,26,25,264,18,19,60,70,58,17,33,49,320,1552,647,1509,1072,535,215,176,515,6229
201021009,12,9,3,8,76,6,3,13,7,12,3,8,3,57,0,3,11,12,12,3,3,6,55,625,227,635,413,197,61,36,212,2406
201021010,16,23,12,15,153,9,3,21,27,18,7,15,14,111,14,12,32,27,10,12,11,29,145,743,298,777,604,294,117,90,375,3300
201021011,28,13,3,21,175,16,5,30,20,12,7,10,15,117,16,25,24,33,21,13,12,41,186,1143,457,946,626,251,87,63,408,3976
201021012,18,5,10,9,60,3,0,5,5,12,6,7,3,34,3,0,3,10,4,0,4,3,28,560,203,538,404,197,71,59,223,2259
201031013,13,9,3,7,64,4,4,3,6,8,3,3,7,37,0,3,10,4,13,5,8,14,44,309,111,332,253,154,52,50,138,1396
201031014,5,4,8,13,65,7,0,7,3,10,4,3,9,39,3,3,17,12,10,4,3,21,72,339,136,421,329,154,57,42,149,1630
201031015,7,7,3,4,50,0,0,4,5,3,0,0,7,26,0,5,5,8,8,3,0,3,31,394,204,468,332,140,44,41,138,1767
201031016,48,21,20,30,255,9,15,33,37,35,22,9,26,182,16,17,60,53,22,10,15,30,230,715,368,852,681,366,159,91,291,3527
201031017,24,11,7,10,118,9,0,13,10,15,9,3,0,60,3,3,21,9,3,5,9,9,60,464,196,551,432,215,80,53,159,2157
202011018,43,16,17,41,258,22,8,28,33,30,19,18,42,208,22,23,57,51,42,19,32,96,345,1919,685,1307,922,471,171,143,675,6285
202011019,34,18,22,28,219,9,5,25,33,21,17,19,22,155,16,15,25,21,22,13,18,20,155,1256,524,1115,852,446,183,150,514,5037
202011020,60,12,21,35,352,15,17,58,44,53,16,27,21,252,41,29,89,89,51,33,37,51,413,1751,572,1485,1104,494,154,143,418,6115
202011021,22,9,7,15,143,9,3,20,15,20,17,9,15,104,11,14,29,35,19,18,14,40,172,1537,384,879,609,254,94,57,324,4136
202011022,76,34,29,50,458,25,17,60,67,52,24,35,60,349,30,23,67,97,44,34,35,116,438,2223,913,2117,1473,680,249,209,798,8668
202011023,4,3,5,0,31,0,3,4,3,0,0,0,0,13,0,3,0,0,0,0,0,3,15,418,187,538,411,141,41,17,111,1866
202011024,16,7,8,5,105,3,0,9,15,17,4,0,3,50,0,0,4,10,8,0,0,0,28,755,295,1012,676,289,66,38,186,3311
202011025,21,11,12,10,118,3,3,17,23,13,9,14,12,87,4,7,12,12,8,6,10,5,75,1261,571,1156,847,334,110,92,357,4727
202021026,12,7,3,5,65,0,4,8,8,9,0,0,3,33,3,5,13,3,3,3,3,4,32,674,274,778,568,218,63,28,200,2803
202021027,51,9,14,37,272,12,5,34,52,26,12,13,29,185,14,11,56,45,30,13,12,72,257,1131,511,1184,733,298,98,67,484,4508
202021028,22,4,9,15,159,9,15,15,21,11,6,7,9,93,8,5,13,20,10,5,15,9,89,873,411,951,626,275,73,74,340,3618
202021029,18,13,8,20,117,3,8,12,21,16,6,13,5,79,6,8,7,11,9,4,3,3,57,388,219,490,333,163,69,51,197,1918
202021030,25,16,14,19,165,11,3,27,43,28,16,18,18,153,21,18,34,30,24,12,20,18,175,1116,405,1063,681,296,116,88,365,4123
202021031,9,8,5,16,89,3,3,9,9,14,8,4,10,59,5,5,5,6,5,0,3,44,86,720,311,814,463,165,51,29,312,2856
202031032,8,3,7,8,60,8,0,10,15,9,4,10,3,47,3,3,9,5,4,0,9,3,37,393,169,441,359,143,52,45,129,1738
202031033,31,14,15,24,167,6,4,24,33,26,11,7,22,131,9,12,24,24,26,11,15,26,138,509,212,628,628,335,121,99,363,2888
203011034,18,9,3,0,66,0,5,10,7,7,0,0,4,37,5,10,20,12,15,4,5,3,63,556,220,748,487,157,47,32,150,2393
203011035,11,3,7,0,61,5,0,9,9,11,4,4,3,43,3,0,11,5,4,0,3,4,26,657,251,753,487,211,59,38,174,2637
203011036,12,12,6,3,72,0,0,10,21,12,3,7,9,59,3,0,15,18,11,3,9,14,67,543,220,647,446,196,63,29,162,2302
203021037,40,18,19,22,273,8,13,68,71,31,29,25,19,262,45,40,90,84,54,36,16,46,408,1944,667,1561,939,394,132,103,423,6159
203021038,62,45,45,44,425,18,10,63,51,48,25,33,43,300,15,27,47,47,42,22,28,32,258,2971,1246,2448,1676,900,380,317,1080,11024
203021039,36,13,12,25,217,6,14,39,46,25,8,9,14,170,18,24,46,39,28,23,17,17,202,2118,690,1235,739,322,108,71,467,5758
203021040,50,22,12,32,322,21,23,70,75,42,21,22,22,289,25,32,73,70,38,30,28,38,337,2949,1004,2064,1211,414,156,108,613,8525
203021041,68,21,16,29,353,20,16,85,91,67,23,23,47,369,50,44,141,125,94,37,52,81,627,2929,1039,2644,1748,688,194,154,649,10048
203021042,74,16,13,25,380,18,19,72,66,39,17,12,23,254,28,23,80,64,35,10,25,21,277,2842,855,2698,1589,564,131,80,503,9258
203021043,33,17,14,17,219,8,9,31,27,23,19,10,14,142,9,9,44,42,34,7,11,16,176,1859,758,1985,1220,450,133,106,427,6942
203021044,41,8,7,19,214,16,9,38,41,25,8,6,20,163,9,6,47,28,35,10,7,16,160,1405,609,1598,941,358,92,53,331,5391
203021045,63,28,29,36,366,26,16,53,57,46,15,33,32,261,26,28,59,60,59,32,19,37,325,1712,686,1650,1102,557,184,159,527,6581
203021046,19,16,3,16,164,9,8,25,16,18,8,10,16,109,7,15,32,39,23,16,11,19,156,1338,394,1142,745,266,84,44,317,4321
203021047,32,14,12,45,332,18,11,76,66,22,10,15,48,267,18,30,71,63,32,12,19,179,418,1662,712,1743,1024,396,129,115,649,6426
203031048,53,18,14,25,310,13,14,58,69,34,12,13,24,241,17,22,42,58,19,8,15,40,218,1315,561,1667,1184,466,120,83,408,5811
203031049,22,7,7,8,114,7,4,25,27,14,0,0,6,84,7,13,26,30,18,9,4,16,128,527,205,634,450,157,37,21,190,2212
203031050,47,23,12,14,317,19,20,53,49,54,22,17,23,257,15,23,97,73,50,16,14,26,313,2339,991,2946,1807,632,151,92,593,9556
203031051,36,4,19,28,224,4,7,28,49,20,12,5,11,134,12,13,43,31,29,13,5,18,166,696,290,946,714,271,90,57,299,3358
203031052,27,6,8,15,168,6,9,28,31,14,5,7,12,120,13,12,36,30,21,14,14,12,165,382,167,570,416,170,55,41,155,1960
203031053,33,10,17,20,237,3,8,30,44,33,14,11,13,151,3,22,45,41,21,19,6,14,166,1914,726,2283,1362,397,127,55,451,7311
204011054,22,20,7,23,165,10,10,17,26,20,8,9,17,107,14,6,31,29,24,8,11,11,135,621,252,777,479,235,72,42,247,2728
204011055,28,9,18,15,165,11,6,23,29,30,10,11,27,134,10,13,20,25,28,9,10,35,164,560,276,697,521,272,83,77,269,2764
204011056,36,12,22,25,219,8,8,30,38,35,16,15,23,175,7,15,36,29,29,9,9,19,154,1454,564,1500,1053,436,132,106,466,5713
204011057,28,8,8,12,167,8,7,23,24,22,9,3,18,114,4,6,24,30,20,20,9,16,124,856,346,1042,656,278,66,56,342,3636
204011058,14,10,7,8,86,9,3,11,9,10,3,4,5,57,4,9,11,17,3,4,9,11,66,392,165,468,291,150,47,32,164,1703
204011059,21,13,5,24,136,8,7,19,19,10,16,9,28,109,0,3,12,25,17,9,11,36,118,612,266,621,466,233,100,61,350,2722
204011060,9,3,3,3,45,0,0,8,7,6,4,4,7,34,0,0,3,3,7,0,4,0,18,384,178,422,265,109,32,26,168,1585
204011061,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,17,12,18,16,8,0,0,8,83
204011062,9,3,3,8,68,3,4,15,15,11,0,6,0,44,3,3,5,13,4,0,7,7,41,305,146,390,325,108,31,29,130,1465
204021063,42,25,18,23,282,16,14,41,50,32,22,17,30,223,27,16,56,71,47,33,24,30,300,1004,454,1178,884,404,178,134,411,4646
204021064,5,3,4,4,48,3,0,3,7,6,0,0,0,25,0,0,0,3,3,9,0,0,24,316,143,349,324,121,46,22,165,1488
