SA2_MAINCODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
204021065,15,8,3,0,65,5,0,8,11,4,6,6,7,53,3,5,14,8,9,7,4,21,65,363,155,444,316,130,47,39,122,1620
204021066,85,37,33,42,455,31,15,68,104,59,22,26,64,391,28,16,88,76,90,36,44,181,570,1911,748,2012,1611,746,257,197,802,8290
204021067,25,8,10,9,150,8,0,19,24,11,14,7,7,73,6,3,13,9,19,3,9,10,77,797,300,1059,804,370,115,75,354,3876
204031068,12,3,5,12,96,6,3,10,12,11,10,8,9,73,7,10,16,9,11,5,7,14,76,442,212,543,341,135,48,28,173,1928
204031069,23,8,3,15,159,8,12,25,22,17,14,9,9,108,5,9,27,23,21,6,4,22,120,870,316,934,613,226,74,36,393,3471
204031070,10,7,5,6,51,0,0,3,5,5,4,6,0,24,4,0,4,5,7,0,0,0,29,294,144,345,239,101,44,29,104,1284
204031071,18,9,3,14,120,5,3,21,27,8,9,9,10,93,8,12,25,23,21,10,10,19,115,434,166,502,436,174,61,44,192,2025
204031072,21,12,3,6,120,3,4,20,18,15,4,13,12,88,0,9,15,34,25,5,18,12,120,468,194,665,524,247,92,59,191,2444
204031073,41,13,9,16,193,9,7,25,23,19,8,19,13,128,17,18,45,40,18,14,19,9,177,1544,641,1737,1109,443,138,123,404,6127
204031074,74,34,27,42,372,13,16,41,58,59,25,18,36,265,23,23,60,58,40,25,32,42,301,2520,1088,2551,1728,760,269,202,805,9922
204031075,15,4,6,8,60,7,0,9,12,10,5,3,0,42,3,3,12,5,3,7,9,10,56,441,157,517,383,164,62,35,105,1861
205011076,65,15,13,31,312,5,6,42,50,46,21,16,27,208,11,16,50,51,37,25,35,18,248,1569,643,1696,1317,615,201,129,526,6708
205011077,10,8,8,8,98,3,0,11,21,6,3,7,6,53,6,5,9,18,7,5,4,5,62,556,202,619,496,243,78,57,212,2468
205011078,18,12,6,18,119,3,0,9,22,26,9,11,17,102,0,8,17,22,31,13,9,15,107,713,277,810,630,310,90,61,296,3193
205011079,70,19,19,28,349,12,12,37,65,54,33,24,25,261,21,22,50,52,46,28,39,37,293,2035,740,1911,1608,727,262,187,572,8048
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,66,26,11,54,392,22,18,52,60,49,20,22,45,291,27,23,65,61,46,27,34,89,383,1450,600,1643,1144,593,200,141,731,6498
205021082,21,12,4,12,130,6,3,17,22,13,3,5,13,86,9,3,14,9,7,5,4,5,48,668,269,923,589,256,102,45,268,3115
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,35,16,13,28,261,5,4,35,48,32,14,9,42,186,9,6,28,28,23,12,9,49,165,776,414,1251,911,351,109,85,450,4341
205021085,18,8,10,15,149,7,7,18,16,30,11,6,12,101,11,0,13,24,24,9,8,12,108,511,228,703,575,272,81,62,231,2667
205021086,21,12,8,18,204,7,9,33,38,17,4,8,12,131,6,18,30,22,19,10,3,27,133,545,305,858,544,226,50,41,232,2803
205031087,48,9,8,32,218,10,0,26,38,19,7,14,14,129,10,4,20,32,23,11,11,17,143,757,319,959,763,376,103,74,381,3717
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,3,3,0,0,4,42
205031089,25,14,10,16,134,9,5,22,27,35,14,7,11,131,6,9,31,38,31,21,11,16,163,820,357,973,813,367,130,65,324,3848
205031090,50,8,11,20,234,11,10,37,40,32,13,15,18,179,15,14,35,47,33,29,19,11,205,993,396,1147,974,492,153,102,390,4642
205031091,34,12,3,19,221,8,5,49,40,36,13,7,21,183,19,18,52,48,31,19,5,49,232,931,470,1401,861,363,100,55,379,4559
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
205031093,92,51,23,72,558,25,27,75,95,79,37,25,56,418,45,31,81,91,72,31,42,75,460,2041,955,2579,1917,834,304,190,854,9670
205041094,28,10,10,12,144,7,5,20,15,11,7,11,11,80,4,0,10,15,12,4,3,3,55,1135,440,1262,858,410,123,90,422,4739
205041095,60,29,41,32,370,14,14,41,60,49,24,32,32,268,13,29,62,68,63,21,34,63,354,1628,747,1773,1264,634,257,220,651,7166
205041096,44,24,24,44,326,6,12,49,52,30,27,17,35,231,14,15,70,55,49,11,30,33,277,1377,569,1384,1052,499,187,185,641,5902
205041097,79,33,20,55,474,12,15,62,79,60,33,32,63,361,15,27,77,66,50,33,35,115,407,2823,1149,2971,1971,844,284,202,1105,11350
205041098,14,6,4,5,49,0,0,9,8,7,4,0,10,29,0,3,3,6,6,0,3,5,26,409,182,522,326,154,40,31,135,1796
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5
205051100,5,4,8,15,73,3,0,3,12,3,4,3,6,31,0,0,10,9,10,0,4,7,30,314,157,483,336,135,47,32,193,1701
205051101,34,22,18,24,249,8,11,30,43,35,10,24,18,180,20,14,37,35,32,16,23,17,194,1204,479,1387,1284,550,202,157,484,5744
205051102,11,4,11,5,45,0,0,4,8,9,3,0,7,30,0,4,7,3,5,0,3,0,23,334,167,377,312,148,43,41,146,1571
205051103,50,27,22,32,291,18,16,34,41,34,14,18,22,203,26,22,63,55,63,30,16,27,297,1454,598,1683,1137,500,195,126,552,6250
205051104,25,13,16,14,133,0,0,15,14,10,12,7,6,69,3,0,11,23,14,6,14,16,96,439,206,535,466,219,81,69,238,2260
206011105,23,13,11,27,301,19,23,89,64,22,13,12,16,254,17,19,66,55,27,15,14,15,228,7035,1090,1601,669,233,67,82,951,11732
206011106,11,3,3,12,126,3,10,34,25,6,4,4,12,98,4,5,32,10,3,3,3,7,84,3139,511,721,280,77,22,21,419,5190
206011107,17,4,6,15,186,16,15,41,34,6,6,5,22,152,26,14,37,41,26,3,11,12,172,3217,669,1065,509,159,51,46,513,6232
206011108,62,12,16,26,399,25,19,96,67,37,12,27,20,300,39,32,100,67,36,13,30,31,349,4912,1325,2460,1139,450,145,156,766,11352
206011109,19,6,0,16,142,12,5,47,38,18,6,0,3,133,15,26,61,29,18,13,8,8,175,1352,504,1206,512,171,44,22,311,4123
206021110,6,6,0,9,120,8,3,36,20,12,3,9,10,98,8,3,34,12,14,4,3,9,85,1804,435,865,408,117,20,18,266,3934
206021111,27,13,12,28,334,29,28,84,62,20,10,11,21,271,34,38,85,58,42,23,10,41,329,5415,1190,2248,941,280,88,67,909,11139
206021112,30,9,5,18,274,11,20,88,70,25,7,5,24,256,14,30,68,58,29,18,17,42,273,3864,972,1634,743,215,73,57,702,8262
206031113,22,9,11,8,159,11,9,33,30,14,12,14,14,124,9,15,27,14,16,16,8,6,124,2707,745,1356,578,202,81,69,546,6288
206031114,42,22,21,22,344,40,13,71,72,40,21,21,32,307,41,43,106,95,45,34,34,78,485,4712,1279,2887,1561,466,128,127,967,12134
206031115,7,15,15,14,108,12,9,15,13,13,3,6,19,88,15,9,15,14,9,4,17,3,85,2285,509,611,284,135,61,92,528,4501
206031116,17,10,10,19,215,10,18,49,46,28,10,10,29,200,13,20,47,45,26,9,24,74,256,2652,676,1391,693,218,60,60,511,6263
206041117,5,3,11,12,94,11,7,18,17,10,5,6,11,80,15,8,28,22,14,4,10,9,108,7087,466,517,263,130,60,74,1137,9734
206041118,4,0,0,4,33,0,0,3,4,0,0,0,0,16,0,3,4,0,0,0,0,0,9,2861,634,476,179,44,11,7,709,4923
206041119,3,3,3,9,50,18,3,7,11,9,0,0,4,50,23,18,19,15,12,0,3,16,100,1343,233,291,183,61,16,12,317,2453
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,15,36
206041121,9,6,3,7,86,0,10,21,14,7,5,3,11,65,8,9,10,3,7,7,7,12,63,2675,627,693,263,76,39,39,434,4842
206041122,10,3,0,7,55,0,3,7,9,4,0,0,3,32,8,9,4,10,4,0,0,3,34,13868,1070,649,247,75,33,18,2590,18544
206041123,18,3,9,23,134,8,10,18,18,5,8,5,14,80,11,7,8,16,8,6,8,12,66,5977,754,879,344,145,56,65,1189,9401
206041124,3,0,0,21,69,14,3,15,10,3,0,0,44,88,24,5,19,10,9,7,23,146,237,2447,210,267,136,53,17,30,568,3727
206041125,10,5,0,14,103,10,4,19,16,6,3,0,18,76,22,5,23,22,8,3,4,57,148,1582,249,402,240,80,24,13,438,3032
206041126,10,0,0,8,75,0,7,6,8,5,0,3,0,24,6,4,0,7,3,0,3,4,25,5744,766,638,258,72,14,17,1299,8812
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,22,3,0,21,223,14,10,47,27,17,4,5,10,123,16,14,33,29,14,5,8,17,136,3031,858,1449,604,164,38,16,630,6784
206051129,9,4,0,3,90,13,5,19,18,15,3,4,10,84,13,16,20,11,5,0,4,7,80,3913,820,1104,355,104,13,18,740,7048
206051130,31,10,3,10,225,3,5,37,28,26,6,9,16,136,5,12,29,15,9,9,9,21,111,3263,878,1534,639,214,50,37,752,7381
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
206051132,14,8,9,27,150,12,20,44,12,12,0,3,17,116,11,30,45,33,12,7,3,22,161,2640,663,899,339,110,34,32,578,5303
206051133,7,7,0,32,191,19,19,35,22,5,3,3,26,133,34,58,64,41,10,7,7,42,269,7085,1196,1197,442,133,42,21,1871,11981
206051134,8,3,5,10,115,9,21,33,15,9,4,3,9,99,10,16,43,17,8,3,0,8,110,4252,867,842,309,99,38,81,772,7268
206061135,27,5,5,13,165,19,15,24,24,11,0,3,13,105,22,19,36,27,17,10,3,22,158,2020,483,756,430,146,36,22,351,4235
206061136,12,5,4,38,269,26,23,77,40,17,3,8,29,215,26,33,72,27,20,7,6,48,242,5538,872,1190,441,135,30,26,1053,9282
206061137,21,7,3,25,243,22,26,44,33,13,5,0,28,172,23,15,28,24,4,8,8,21,133,6369,819,1060,473,150,49,25,1206,10164
206061138,30,9,0,26,302,25,19,50,70,36,10,6,26,241,30,23,71,60,35,18,10,57,299,2460,650,1367,866,278,64,30,573,6288
206071139,6,0,0,8,57,12,3,18,8,4,3,0,7,52,13,9,8,5,5,4,4,10,59,2378,333,408,154,58,20,12,393,3758
206071140,5,3,0,9,90,8,6,21,21,9,4,3,8,85,3,10,20,17,4,4,3,6,78,2312,397,624,253,76,26,10,326,4033
206071141,8,0,5,21,61,10,6,10,5,0,3,4,13,51,11,4,11,0,0,3,5,17,47,2272,344,346,151,79,35,43,540,3792
206071142,7,0,3,12,101,6,7,21,6,8,6,3,10,76,12,8,17,14,4,6,10,13,85,2630,461,570,237,85,38,52,666,4743
206071143,14,4,3,15,171,14,7,46,28,21,7,3,16,144,7,12,22,24,8,5,9,9,106,3105,557,976,409,130,44,37,579,5841
206071144,30,9,16,40,310,25,25,75,36,19,14,30,12,233,25,26,34,25,18,15,39,25,211,8219,1316,1815,754,284,106,126,1435,14065
206071145,11,3,3,5,85,7,3,17,10,7,0,0,12,63,3,4,15,11,10,3,3,9,59,1893,441,789,332,73,20,15,355,3923
207011146,9,6,3,11,106,9,10,14,9,11,3,9,9,69,15,9,36,39,19,7,13,37,170,923,397,1000,415,124,36,38,197,3131
207011147,26,24,9,11,325,41,17,66,70,43,19,9,26,291,66,35,118,72,54,25,20,24,414,2282,925,2089,1008,319,103,60,406,7182
207011148,29,6,11,17,318,21,14,92,76,47,12,10,23,299,31,42,116,89,55,16,23,35,414,2507,994,2747,1384,365,77,53,476,8598
207011149,47,13,8,23,380,45,26,80,75,41,13,12,30,326,94,62,144,118,67,22,23,56,589,3332,1058,2654,1384,417,106,65,519,9536
207011150,31,3,3,16,238,10,13,47,23,9,7,4,10,125,25,16,61,44,20,8,11,11,193,2190,777,2158,993,243,45,37,322,6762
207011151,17,8,8,30,230,18,5,48,29,30,5,3,24,164,37,23,55,26,29,13,5,60,242,5543,959,1642,910,285,66,33,911,10345
207011152,28,16,6,16,207,30,13,32,26,15,4,3,13,136,52,10,44,42,27,13,14,20,220,3258,689,1337,715,209,64,34,474,6767
207011153,40,12,13,27,375,31,23,63,77,53,22,16,29,309,69,42,114,116,60,30,21,51,501,4240,1216,2548,1449,481,128,65,832,10961
207011154,3,3,0,5,80,13,7,19,21,13,3,3,4,83,11,10,20,20,14,7,5,3,88,866,312,825,372,111,23,15,166,2687
207011155,32,17,6,16,256,29,5,65,53,32,15,7,10,206,57,28,114,67,48,17,26,26,378,2317,748,2094,1100,322,87,55,361,7088
207021156,43,9,12,26,345,21,21,83,74,34,8,12,14,264,11,23,60,38,23,15,7,15,198,1368,599,1452,746,255,75,31,314,4840
207021157,64,21,13,31,549,32,33,142,112,59,23,17,34,448,24,26,101,73,56,12,11,24,333,3000,1378,2567,1212,426,101,65,577,9322
207021159,38,5,8,18,315,16,26,51,70,32,8,6,27,230,19,38,114,87,49,15,14,53,384,1982,878,2302,1251,358,83,61,460,7372
207021160,46,22,3,39,421,16,23,74,73,30,5,4,45,273,31,28,86,58,29,8,17,142,396,1476,827,1857,956,282,68,31,497,5997
207021424,34,6,0,32,271,7,11,50,46,29,6,3,19,170,14,10,48,43,28,13,9,35,207,1739,800,2019,983,305,68,33,337,6288
207021425,55,17,4,24,377,14,11,71,56,42,17,5,16,248,20,22,68,74,48,19,17,33,303,1824,980,1801,864,288,83,49,355,6246
207031161,45,20,13,26,379,25,19,106,91,49,18,26,34,367,41,44,134,106,61,20,32,59,486,2998,1110,2594,1288,413,116,89,454,9075
207031162,36,14,12,31,265,20,17,71,45,34,16,9,25,243,38,21,70,54,37,21,12,64,312,1359,639,1352,658,246,81,56,314,4701
207031163,33,11,7,21,284,22,23,86,56,32,12,13,24,265,36,27,68,62,32,18,20,78,343,3856,1291,1793,761,259,81,63,792,8897
207031164,38,10,11,13,287,14,21,77,70,40,23,12,10,271,24,30,76,49,41,18,17,14,266,2568,1187,2024,953,282,81,60,416,7584
207031165,29,4,5,14,220,21,13,43,47,22,15,15,15,184,35,22,91,60,42,10,19,29,314,2772,633,1105,510,187,51,57,448,5761
207031166,34,12,12,20,283,14,18,50,57,9,6,9,9,172,15,19,45,36,19,3,4,5,143,1510,625,1280,595,164,67,35,229,4509
207031167,20,5,4,5,135,12,5,29,29,13,4,4,8,104,27,19,41,50,35,13,12,17,196,1546,573,1166,628,158,44,33,230,4374
208011168,24,10,3,10,239,6,10,59,60,37,3,13,12,202,17,12,86,76,49,7,12,29,285,1499,550,1958,1028,280,57,39,351,5765
208011169,41,15,16,40,444,53,32,75,88,30,7,18,38,341,73,63,153,153,78,23,24,63,634,3084,1194,2929,1598,430,107,76,724,10141
208011170,36,3,0,26,284,20,16,69,58,23,8,9,27,227,40,54,126,90,49,14,11,79,477,1807,871,2216,980,280,54,33,464,6699
208011171,16,5,9,9,133,7,15,37,26,19,8,0,3,122,21,28,56,58,24,12,15,24,237,1438,639,1382,616,164,53,37,255,4597
208011172,21,6,17,12,263,12,22,60,45,33,12,6,7,202,24,26,62,51,26,11,19,35,251,2223,909,2226,1084,306,83,62,523,7407
208011173,25,10,5,18,263,26,14,68,66,27,11,3,14,234,60,43,137,114,64,21,17,51,510,2066,880,2173,1150,300,78,39,447,7134
208021174,32,4,10,25,328,40,29,101,90,40,13,12,21,334,51,61,143,133,57,18,14,35,512,3016,1252,2932,1270,365,75,42,550,9493
208021176,11,8,0,24,260,26,16,66,41,18,6,0,14,187,29,40,82,56,23,5,9,19,277,3735,1175,1721,608,177,45,26,546,8038
208021177,27,8,4,32,290,26,26,75,55,18,9,10,31,246,39,62,167,102,34,10,8,70,490,3586,881,1904,1178,396,160,178,723,9010
208021178,21,5,3,19,286,30,27,88,50,21,7,5,15,249,36,60,150,91,44,6,10,53,448,2416,958,2224,1084,250,51,34,503,7521
208021179,11,7,3,5,146,10,20,49,31,10,3,0,13,131,21,34,65,42,15,7,11,14,203,2033,657,1212,489,121,36,64,310,4916
208021180,6,3,0,8,121,18,10,28,22,11,4,3,6,104,8,12,31,19,14,5,8,4,109,1284,488,824,338,90,29,26,183,3264
208021181,15,7,5,10,117,14,17,34,17,9,3,3,6,97,9,14,44,27,17,8,4,26,139,1627,559,967,386,100,29,17,226,3913
208021182,13,7,4,6,158,10,13,24,20,4,3,5,5,87,21,26,32,27,8,3,7,5,134,2466,874,1327,491,127,37,23,353,5696
208021426,20,4,8,22,209,13,18,46,51,21,9,0,17,170,6,30,71,60,26,9,14,18,240,1708,913,1980,769,203,48,32,387,6040
208021427,22,11,11,18,232,16,21,74,63,28,19,11,11,257,15,24,60,61,38,18,15,16,252,1571,765,1752,811,243,75,59,291,5557
208031183,12,11,6,9,120,6,5,15,25,15,5,4,4,84,3,4,17,12,4,3,4,9,55,1029,437,1245,535,162,60,21,199,3689
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,9
208031185,21,5,9,23,183,9,14,42,34,27,15,0,17,155,17,14,38,53,13,10,12,21,174,1422,687,1442,754,239,76,39,372,5032
208031186,41,8,6,46,285,16,12,42,51,31,13,21,42,225,24,28,75,47,31,11,18,111,347,1993,972,1616,720,287,78,57,603,6316
208031187,16,5,5,7,84,3,9,17,9,7,8,0,9,60,3,4,12,3,5,0,4,0,32,609,293,709,329,116,34,14,128,2242
208031188,40,22,8,32,402,40,33,126,88,44,11,12,45,406,68,49,147,122,63,35,15,97,595,3141,1386,2742,1241,423,138,60,647,9778
208031189,33,5,9,16,203,5,10,43,28,17,15,7,13,148,12,22,54,46,20,16,9,17,194,1603,663,1515,790,242,80,46,352,5302
208031190,36,3,5,18,243,15,13,41,39,24,15,9,16,165,24,21,68,47,29,10,17,52,271,2031,742,1505,706,245,69,41,348,5694
208031191,14,9,6,24,140,13,16,37,23,14,3,12,11,136,9,16,32,25,14,4,8,47,155,1128,538,1042,396,149,41,30,301,3633
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,43,7,9,23,285,14,19,66,55,43,12,11,24,249,24,26,88,66,47,22,20,36,330,2687,1024,2429,1192,373,100,78,538,8417
208041194,39,8,3,36,360,46,31,71,72,40,11,5,32,303,52,40,88,92,51,18,15,37,394,3554,942,2085,1189,369,80,35,630,8881
208041195,27,6,9,18,285,21,25,60,63,22,10,10,19,231,27,34,102,58,39,19,15,26,312,3751,937,2308,1172,318,77,48,598,9202
209011196,20,6,0,15,162,13,11,40,34,17,8,6,20,143,14,22,33,20,18,10,4,33,150,1247,517,1218,622,183,64,26,309,4186
209011197,46,10,16,24,306,12,14,61,63,36,19,9,11,232,15,27,76,61,42,27,21,28,293,2450,980,2769,1406,460,131,83,410,8695
209011198,36,14,11,20,285,19,12,76,86,42,5,8,41,283,25,24,110,72,43,17,19,69,379,2050,776,1766,892,271,63,60,467,6333
209011199,20,8,23,30,182,13,11,44,30,13,17,25,22,175,17,37,65,64,32,19,25,50,307,2174,814,1117,616,273,162,189,700,6040
209011200,16,7,4,16,165,17,12,34,20,16,3,6,7,120,7,16,35,31,15,10,16,9,136,1967,596,1287,609,184,61,44,291,5035
209011201,14,3,3,11,102,9,4,28,34,14,6,5,6,100,13,7,37,32,17,9,0,12,131,1001,346,975,563,177,33,17,174,3287
209011202,53,13,10,15,290,18,13,46,43,30,9,10,6,173,16,27,58,47,29,8,10,15,215,2065,826,2029,1147,384,81,59,355,6944
209011203,51,15,9,16,336,24,26,59,70,29,8,7,35,253,19,21,53,72,32,15,14,96,328,2161,1005,2320,1178,348,93,63,423,7588
209011204,27,17,4,13,187,7,8,29,25,21,6,15,7,117,5,10,33,33,18,9,10,4,124,1123,479,1155,550,190,75,50,201,3824
209021205,17,7,3,9,138,9,7,30,25,20,6,10,15,118,8,5,23,24,10,7,6,81,155,2401,494,1028,450,127,39,29,534,5098
209021207,69,20,27,75,520,21,27,108,113,61,22,41,67,464,39,51,130,130,72,33,49,137,654,4235,1631,2417,1348,546,193,219,1253,11849
209021208,70,18,22,36,502,11,23,123,101,44,26,22,46,390,23,48,134,92,54,23,35,50,458,3419,1318,2394,1359,532,169,139,830,10163
209021428,32,20,18,24,277,22,20,69,51,39,16,17,22,258,22,21,53,45,25,15,26,39,252,3758,1037,1688,770,302,133,136,910,8730
209021429,27,9,3,10,189,8,11,44,38,16,8,7,17,156,17,6,29,32,18,7,4,9,136,2058,665,1223,567,181,68,48,374,5181
209031209,50,8,8,20,259,6,10,35,45,28,14,9,16,167,4,16,38,37,18,7,5,41,174,2596,918,3236,1645,475,115,60,459,9509
209031210,4,6,0,3,22,0,0,3,3,3,3,0,0,23,0,0,3,0,0,5,0,0,15,374,140,441,245,72,27,14,88,1406
209031211,4,0,0,3,24,0,0,0,8,0,0,0,0,15,0,0,0,4,0,3,0,0,7,433,142,387,246,106,33,20,150,1510
209031212,10,6,0,4,65,0,0,9,7,3,0,0,0,22,3,3,5,13,3,3,7,5,39,600,175,576,369,150,30,19,182,2098
209031213,16,3,6,10,81,0,3,14,16,14,9,3,6,71,5,8,21,15,12,8,7,3,85,1021,349,1256,674,200,58,38,192,3791
209031214,12,4,3,11,62,0,0,6,7,8,3,3,0,29,0,5,8,14,3,3,0,3,36,751,236,817,509,147,31,16,159,2667
209031215,17,6,4,10,113,7,9,23,22,12,7,9,6,91,7,4,31,24,19,7,10,9,110,1658,494,1787,979,311,79,55,247,5611
209041216,10,4,4,13,103,7,4,20,30,14,4,6,8,84,3,0,14,20,16,4,0,7,69,1300,339,771,375,120,31,24,212,3175
209041217,14,3,0,10,131,3,7,28,15,13,0,4,7,74,3,11,12,16,10,8,0,10,70,891,331,743,342,118,35,25,223,2709
209041219,50,24,37,38,475,15,18,122,95,51,17,20,27,356,9,17,66,51,22,13,19,25,218,2550,1151,2405,1508,584,217,198,760,9380
209041220,20,12,13,11,192,3,7,47,28,26,14,5,15,154,15,16,43,41,17,12,22,8,166,2311,810,2314,1158,354,103,84,443,7582
209041221,27,9,5,8,127,5,10,17,26,12,8,12,7,94,4,7,10,10,3,9,11,7,54,1580,545,1393,789,260,82,64,354,5066
209041223,51,23,17,33,454,14,24,112,63,30,16,25,27,309,7,21,42,46,28,18,17,22,201,2287,1003,2305,1341,531,197,182,656,8504
209041224,11,10,8,20,101,3,5,12,17,4,3,4,9,52,3,8,15,9,5,3,4,3,57,1662,733,1618,1007,405,126,87,574,6209
209041225,32,12,4,7,113,6,12,26,20,12,9,6,8,107,7,8,31,21,14,9,11,12,112,828,309,929,582,279,80,48,290,3339
209041430,14,0,3,0,62,0,0,13,16,8,7,3,0,50,0,3,5,10,7,3,0,3,32,2112,1050,2433,1301,378,89,53,382,7792
209041431,14,10,11,10,139,7,10,37,43,19,14,3,13,140,10,19,39,44,23,7,11,13,162,1500,653,1528,818,321,101,76,366,5364
209041432,12,7,9,5,79,0,4,18,11,10,4,7,9,52,6,0,18,15,7,5,8,17,76,983,476,953,484,207,57,53,270,3487
209041433,11,0,3,3,42,0,0,9,4,4,0,3,0,22,0,0,0,3,0,0,4,3,13,1148,679,1189,469,166,52,38,295,4031
209041434,10,0,3,3,83,3,3,8,14,10,3,3,3,45,4,0,9,4,4,0,4,3,28,1761,1079,1775,787,268,82,54,462,6265
209041435,3,0,3,3,42,0,3,5,10,3,0,11,0,33,0,0,3,4,0,0,3,0,18,1322,595,1439,668,178,48,44,244,4536
209041436,20,6,8,21,154,3,4,43,33,10,13,10,17,138,9,15,56,40,17,17,8,24,180,1375,575,1575,793,239,87,53,270,4965
209041437,10,0,0,4,31,0,0,3,0,0,0,0,0,11,0,0,3,3,3,0,0,3,15,947,681,856,383,122,42,25,287,3343
210011226,21,11,10,13,183,3,17,52,27,23,14,3,9,159,5,22,46,13,19,6,10,16,137,1051,446,857,479,170,59,31,240,3331
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,24,7,5,11,152,7,8,38,32,21,9,10,3,119,10,11,30,35,18,9,7,10,130,880,367,1188,653,232,59,38,199,3614
210011229,81,35,16,68,740,19,49,150,131,62,31,31,61,531,28,54,101,86,38,19,48,84,453,2963,1279,3489,1888,586,176,152,837,11366
210011230,18,8,3,6,123,5,7,21,39,11,8,4,13,108,8,11,34,36,12,12,14,22,145,950,341,825,470,136,45,27,177,2981
210011231,13,3,3,10,135,11,11,36,21,15,11,6,14,117,13,15,33,40,18,8,3,13,141,1145,383,1183,661,193,60,28,234,3887
210021232,14,15,5,11,145,3,9,23,25,13,3,8,17,95,9,17,39,35,14,7,6,36,152,1269,504,1571,987,329,88,47,348,5138
210021233,10,3,0,3,44,0,6,4,3,0,0,3,0,23,0,0,0,5,3,0,0,5,19,313,127,423,226,88,27,18,98,1318
210021234,7,5,3,3,43,0,0,5,10,3,0,0,0,16,0,0,4,11,0,3,0,0,22,471,158,479,312,106,31,13,76,1642
210021235,12,6,3,11,106,3,0,9,18,11,3,0,6,59,0,6,16,12,6,4,3,10,55,918,371,1045,669,257,81,46,332,3724
210031236,12,7,3,14,130,4,6,40,20,27,7,8,9,134,10,14,48,47,15,11,16,22,187,1114,448,785,350,134,51,48,313,3251
210031237,27,23,10,34,320,14,25,80,80,33,14,15,40,290,18,24,82,63,23,6,23,73,313,1434,552,1283,872,376,151,143,518,5327
210031239,51,14,13,26,352,27,28,107,111,64,22,21,29,398,34,41,133,125,68,38,27,42,520,3728,1316,2327,1163,460,143,106,764,10005
210031438,53,31,40,48,411,22,24,94,87,53,18,27,53,387,36,51,141,107,51,21,30,69,505,3046,1242,1981,1115,505,191,222,857,9163
210031439,11,3,5,4,52,0,3,14,16,0,6,6,3,46,0,0,7,13,4,0,3,0,31,318,166,378,165,56,20,17,76,1189
210031440,29,14,11,5,183,3,7,43,37,18,11,6,14,139,3,8,24,10,16,5,9,7,85,691,273,580,336,190,76,54,190,2393
210041240,31,8,5,8,128,3,4,20,23,14,7,10,7,84,3,8,29,30,20,13,4,5,113,1406,537,1531,911,337,89,43,325,5182
210041241,48,15,23,31,340,14,18,71,54,47,25,10,22,260,16,21,69,61,35,22,30,31,289,3234,1324,3058,1809,713,200,135,721,11201
210051242,27,20,20,30,176,7,3,25,30,30,13,21,25,148,3,6,19,27,19,13,24,14,127,1434,594,901,648,398,184,227,638,5012
210051243,50,14,35,28,267,5,14,38,48,34,16,31,27,218,9,9,26,19,13,11,19,9,128,1696,555,1134,997,599,290,310,660,6243
