SA2_MAINCODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
212041317,72,61,72,66,40,55,23,22,18,433,4,0,4,0,0,0,0,0,0,13,834,714,808,687,802,686,780,731,357,6410,130,110,293,124,27,20,17,4,0,725,620,379,467,297,170,62,23,32,4,2047,0,0,0,6,0,6,4,0,0,20,3,0,0,0,0,0,0,0,0,4,256,306,565,148,19,32,10,0,0,1326,3,11,15,10,9,8,7,3,0,66,263,312,581,153,29,44,18,3,0,1401,678,879,924,480,457,472,199,126,69,4282,326,305,359,226,247,207,139,108,51,1970,3486,3404,4151,2664,2536,2207,1569,1166,589,21771
212041318,63,45,46,42,34,38,27,15,5,322,0,0,0,0,0,0,0,0,0,0,602,453,445,423,510,526,575,301,88,3917,45,34,81,54,18,13,0,0,0,249,117,68,72,41,30,19,11,4,0,354,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,84,76,185,51,6,14,5,7,0,423,10,5,7,11,6,7,0,3,0,47,95,79,192,58,17,19,11,6,0,475,474,507,412,238,275,239,163,52,11,2364,218,181,169,124,125,99,94,45,42,1106,2291,1930,2010,1577,1681,1428,1058,495,182,12649
212041459,52,35,71,49,46,37,30,12,6,337,0,0,0,0,3,0,0,0,0,3,610,419,658,596,612,616,502,398,203,4610,148,77,313,128,46,18,13,3,3,746,338,175,343,177,99,68,28,12,8,1246,4,0,5,0,3,7,7,0,0,23,0,0,0,0,0,0,0,0,0,0,167,215,515,92,11,15,8,0,0,1024,8,6,12,15,10,3,4,0,0,58,173,223,529,111,24,19,13,0,0,1089,353,316,469,292,246,246,113,59,22,2118,189,133,244,164,141,115,88,63,21,1164,2091,1486,2919,1710,1347,1217,825,562,270,12429
212041460,98,64,78,69,50,48,28,12,9,467,3,4,10,0,4,4,0,0,0,21,941,705,754,767,804,919,944,613,264,6715,121,91,259,111,48,18,10,3,0,671,461,310,404,253,184,91,49,32,0,1777,3,3,0,8,0,3,3,3,0,25,0,0,0,0,0,0,0,0,0,0,127,158,383,69,20,27,4,0,0,792,8,5,15,14,3,4,3,0,0,61,139,160,402,87,24,34,9,0,0,852,649,571,587,420,387,323,206,90,31,3271,291,240,282,197,182,182,143,101,74,1692,3324,2613,3374,2427,2116,1944,1527,911,402,18630
212051319,69,46,79,59,39,45,33,7,6,395,3,0,0,3,3,0,0,0,3,17,1357,795,935,1112,1136,842,760,637,356,7921,107,56,167,118,44,27,16,3,3,545,104,77,116,54,39,23,17,4,0,430,32,8,24,22,15,15,16,6,3,142,0,0,0,0,0,0,0,0,0,0,10,20,31,16,5,6,0,0,0,91,5,4,18,14,13,12,13,4,0,87,16,27,50,33,14,18,13,4,0,186,1090,1085,1483,875,686,534,271,121,47,6190,349,219,411,287,214,178,120,80,31,1890,3148,2401,3461,2671,2268,1748,1279,876,442,18298
212051320,63,172,127,59,35,17,8,6,0,486,0,5,0,0,0,0,3,0,0,11,660,1448,1012,692,650,529,500,578,392,6457,253,337,612,237,63,30,22,6,3,1564,226,316,411,154,53,21,4,3,0,1194,7,3,8,7,0,9,11,0,6,47,0,0,0,0,0,0,0,0,0,0,71,113,211,62,11,13,3,0,0,473,10,29,18,14,5,12,0,0,0,93,85,135,233,75,10,20,4,0,0,563,535,4714,2195,537,348,284,132,87,52,8888,209,727,517,195,139,110,68,66,53,2076,2075,8303,5428,2097,1360,1072,796,757,511,22407
212051321,113,101,69,88,107,77,62,30,9,667,3,0,0,3,3,0,0,3,0,18,1169,989,568,844,1144,1136,1403,1054,394,8698,424,219,195,341,244,148,76,37,13,1690,131,74,59,75,68,24,17,4,3,463,0,3,3,3,0,11,7,11,0,41,0,0,3,0,0,0,0,0,0,3,24,23,22,25,20,9,4,6,0,129,16,12,8,12,8,11,6,4,0,90,39,40,29,36,32,24,14,9,0,216,1290,1253,896,858,886,690,515,235,75,6702,239,209,129,162,194,162,149,105,98,1446,3600,3050,2132,2661,2896,2369,2284,1494,593,21085
212051322,99,70,85,72,85,52,38,25,4,533,0,0,0,0,0,0,3,0,0,10,948,827,576,785,999,828,833,850,374,7020,355,170,194,334,180,137,50,27,9,1463,111,55,51,80,46,21,17,3,3,384,4,0,5,0,4,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,35,22,43,25,18,5,4,0,0,166,10,13,8,14,21,11,10,9,0,98,44,44,52,37,40,18,10,4,0,256,1139,1309,1068,765,871,667,353,222,59,6449,212,296,158,188,209,149,92,112,30,1450,3142,3046,2433,2545,2734,2083,1483,1277,497,19241
212051323,55,57,35,54,60,48,36,19,3,366,8,4,3,0,3,0,0,3,0,28,936,770,491,642,1088,839,811,891,336,6805,181,77,108,169,91,55,23,8,6,725,51,35,35,33,25,8,3,0,0,192,13,3,6,10,0,5,5,8,0,47,0,0,0,0,0,0,0,0,0,0,21,13,10,10,6,4,0,0,0,73,13,9,11,11,10,9,0,4,0,70,35,20,25,25,24,7,7,9,0,141,938,999,719,584,724,595,289,178,57,5099,212,147,130,169,143,144,107,91,34,1167,2529,2225,1679,1823,2302,1769,1314,1208,434,15277
212051324,91,51,64,77,57,51,40,18,9,461,7,3,0,4,4,4,4,8,0,35,1268,904,675,991,1244,901,940,949,431,8308,206,61,117,190,76,56,21,13,3,745,66,42,61,62,38,23,9,3,0,307,9,0,3,9,6,10,10,0,0,49,0,0,0,0,0,0,0,0,0,0,13,7,29,11,7,3,3,0,0,70,12,12,10,10,8,6,3,0,0,69,29,17,36,26,17,11,9,0,0,143,1143,1016,1052,754,761,597,354,206,90,5969,266,213,183,177,241,172,156,126,62,1587,3179,2433,2333,2433,2579,1893,1576,1312,595,18334
212051325,86,57,108,82,62,39,31,24,5,498,0,3,3,0,3,3,8,0,0,18,1646,1036,1061,1351,1386,1204,1396,874,334,10300,134,77,144,128,92,64,32,20,3,700,161,89,128,100,65,36,17,12,0,603,5,5,14,3,7,5,3,0,0,46,0,0,0,0,0,0,0,0,0,0,39,27,88,30,8,3,0,0,0,196,15,7,19,13,11,9,5,0,0,83,58,35,106,46,13,13,4,0,0,280,882,703,945,673,468,458,275,113,57,4567,218,185,232,201,165,183,158,95,79,1518,3340,2270,2863,2762,2415,2111,1961,1149,490,19368
212051326,77,62,79,57,52,34,35,19,8,425,0,0,0,0,4,0,0,3,0,9,1759,1099,1103,1498,1639,1104,995,892,438,10520,171,104,321,175,62,24,13,5,0,875,59,70,97,68,31,22,11,3,0,360,40,12,20,36,24,22,27,8,3,180,0,0,3,0,0,0,0,0,0,3,22,32,80,15,3,3,3,0,0,162,9,10,22,17,7,8,0,3,0,77,32,43,103,33,9,13,3,3,0,243,1044,1324,1402,918,706,564,209,101,45,6308,293,292,361,275,224,186,113,102,133,1984,3482,3071,3649,3129,2790,2005,1412,1128,627,21290
212051327,114,86,66,95,100,59,66,29,13,622,0,3,0,0,0,3,0,3,0,13,1426,1138,682,1019,1441,1442,1766,1157,559,10625,157,90,82,148,121,96,55,15,3,777,50,38,37,46,29,26,20,14,0,263,4,6,0,3,3,4,13,3,3,44,0,0,0,0,0,0,0,0,0,0,39,21,35,26,19,4,8,0,0,151,9,14,15,15,19,21,15,4,0,120,51,37,49,45,33,28,22,8,0,270,1067,830,736,694,724,663,458,209,86,5470,224,143,117,143,179,163,164,108,62,1305,3091,2422,1818,2246,2732,2592,2588,1538,728,19753
213011328,36,26,48,26,21,18,9,6,0,180,0,0,0,0,0,0,0,0,0,3,488,296,512,450,376,406,408,282,147,3365,94,98,274,82,18,3,3,0,0,564,121,110,239,106,31,21,4,4,0,634,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,49,36,96,38,0,5,0,0,0,217,0,0,7,3,0,0,3,0,0,22,51,36,104,40,4,7,4,0,0,239,306,239,390,290,198,120,69,19,12,1622,165,106,197,115,104,84,58,36,21,883,1282,964,1822,1157,799,716,568,348,184,7836
213011329,64,41,46,36,49,38,14,10,0,302,0,0,0,0,0,0,0,0,0,0,917,623,482,690,643,512,249,70,20,4200,65,32,44,46,26,10,9,0,0,236,181,141,114,131,103,63,28,0,0,754,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,23,35,17,13,7,5,0,0,136,8,8,5,4,10,0,0,0,0,27,40,26,36,25,21,11,3,0,0,165,471,298,263,274,178,100,45,12,5,1649,170,88,86,85,91,80,32,4,6,645,2190,1525,1278,1612,1389,1034,455,118,44,9657
213011330,240,130,168,148,104,80,57,14,3,951,0,10,0,7,8,0,0,0,0,25,3035,1549,1972,2140,1562,1348,1106,477,122,13321,269,83,309,226,71,28,19,7,0,1006,513,226,411,279,140,95,66,17,5,1745,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,181,94,312,87,14,24,5,4,0,718,11,3,14,11,3,4,4,3,0,63,192,101,327,102,20,27,6,3,0,778,1158,616,935,759,441,368,190,47,14,4534,586,290,483,355,272,228,169,76,21,2478,6248,3162,4845,4334,2854,2330,1629,661,179,26253
213011331,85,52,48,64,57,37,36,9,0,396,0,0,0,0,3,0,0,0,0,3,755,677,586,537,756,689,432,169,98,4704,37,21,51,25,9,12,6,3,0,164,126,75,93,65,67,56,26,8,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,57,31,14,4,3,0,0,189,3,3,3,0,4,0,0,0,0,11,42,42,59,31,15,4,3,0,0,201,258,283,227,145,173,139,47,10,0,1274,122,121,114,75,111,99,37,14,0,690,1457,1356,1214,987,1308,1097,589,223,105,8339
213011332,103,76,67,84,75,75,56,27,7,573,0,0,3,0,0,0,0,0,0,5,1203,1024,916,940,1094,1388,980,477,140,8153,46,19,28,33,17,4,6,3,0,152,146,112,119,85,63,75,69,30,3,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,57,22,8,9,17,0,0,175,11,3,0,5,0,3,0,0,0,31,41,31,58,24,10,14,12,0,0,206,454,375,457,292,236,256,117,33,12,2226,162,134,181,101,126,151,93,45,11,995,2190,1788,1826,1592,1707,1989,1311,604,171,13189
213011333,108,96,80,87,64,99,66,23,3,629,0,0,0,7,0,0,0,0,0,9,1156,792,842,864,808,1126,1005,350,60,7011,59,17,64,24,15,6,8,0,0,194,267,135,164,122,120,75,51,8,4,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,69,22,5,6,0,0,0,184,4,9,3,8,10,7,0,0,0,45,45,37,72,31,17,14,0,0,0,222,468,406,426,264,255,239,124,30,8,2222,239,158,169,180,120,164,128,27,10,1195,2611,1850,1992,1822,1701,1878,1421,459,103,13831
213011334,188,118,142,125,87,86,58,24,13,839,0,0,0,3,0,0,0,0,0,12,1434,1065,1156,1100,1104,1217,1311,858,251,9496,112,99,284,87,24,27,3,3,0,631,237,186,314,167,109,68,50,10,3,1148,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,174,214,528,89,18,18,4,0,0,1041,3,7,10,7,8,11,0,3,0,42,181,216,531,92,26,29,4,3,0,1087,632,607,616,341,341,288,126,58,24,3039,397,295,397,237,207,199,173,107,41,2060,3449,2850,3690,2447,2275,2169,1775,1096,334,20092
213011335,130,93,85,66,63,78,57,33,0,607,0,0,0,0,0,0,0,0,0,0,1079,851,838,796,850,966,1007,654,207,7247,89,119,199,71,32,13,3,0,0,522,148,152,276,116,82,72,45,24,3,914,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,142,208,349,85,15,15,15,0,0,835,10,5,3,12,13,9,0,0,0,49,151,211,357,94,26,22,16,3,0,887,587,591,533,374,296,262,126,53,17,2835,316,282,324,195,226,196,142,77,30,1793,2882,2671,2870,2090,2095,1955,1483,887,287,17224
213011336,43,28,34,42,25,14,3,6,8,198,0,0,3,0,0,0,0,0,0,4,747,435,627,561,508,491,352,269,172,4172,61,109,245,73,15,11,8,0,0,514,103,97,255,104,30,20,8,9,4,627,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,39,121,50,3,11,3,0,0,272,4,0,13,10,9,6,3,3,0,42,50,35,135,60,13,9,5,3,5,313,406,313,513,361,265,217,73,26,16,2194,154,128,175,136,130,92,64,40,30,948,1657,1257,2140,1463,1094,977,557,373,241,9768
213011337,65,41,55,30,22,20,9,7,7,257,3,3,3,0,3,0,0,0,0,17,820,616,644,584,612,559,550,483,232,5087,63,32,98,42,15,7,3,0,0,272,135,66,138,87,36,28,8,3,3,505,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,21,53,9,3,0,5,0,0,98,4,0,4,8,8,0,0,0,0,29,24,25,54,14,8,5,5,0,0,129,450,456,427,270,232,202,96,39,32,2203,165,157,153,109,117,114,56,30,26,929,2071,1747,1895,1504,1442,1272,841,609,322,11700
213011338,107,93,90,102,74,58,67,38,8,638,3,0,0,3,0,0,0,0,0,5,1349,992,1090,1139,1111,1067,1313,890,258,9212,96,66,196,89,16,10,13,4,0,490,395,260,369,215,134,93,63,15,10,1553,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,27,36,94,11,8,11,0,0,0,190,0,4,12,3,4,4,7,0,0,32,27,39,104,17,13,9,5,0,0,223,727,568,724,495,383,227,155,56,23,3349,311,205,265,178,148,137,143,79,18,1475,3275,2509,3114,2461,2214,1854,1771,1079,309,18585
213011339,63,71,63,62,61,57,30,17,13,427,0,0,0,0,0,0,0,0,0,6,1253,962,775,1004,1122,784,473,243,157,6766,137,58,130,139,33,24,10,7,0,544,124,52,96,81,46,34,24,8,0,469,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,124,126,327,70,26,19,8,0,0,707,3,0,4,3,3,0,0,0,0,16,129,126,328,73,30,22,8,0,0,716,407,352,375,282,250,146,51,22,25,1913,220,159,177,159,152,89,59,54,67,1147,2335,1802,1925,1820,1729,1159,639,345,259,12009
213011340,107,85,62,93,109,96,55,10,3,619,0,3,0,0,0,0,0,0,0,8,1883,1929,1136,1350,2239,1909,1075,406,144,12071,48,48,32,51,57,55,18,13,0,317,116,117,110,72,103,88,43,16,0,671,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,39,38,25,31,22,10,5,0,198,4,4,4,3,6,6,4,3,3,40,33,46,41,31,32,31,15,8,3,234,432,494,364,271,400,295,98,31,9,2389,188,211,140,122,181,212,109,34,14,1208,2746,2904,1876,1950,3116,2668,1386,520,174,17340
213021341,34,17,25,38,30,36,23,9,9,212,0,0,0,0,0,0,0,0,0,3,973,522,570,884,975,902,850,616,285,6570,29,8,76,35,9,7,0,0,0,160,44,25,59,36,21,11,7,8,0,210,0,0,0,7,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,20,8,0,0,0,0,0,45,0,0,3,9,11,6,0,0,0,31,4,6,27,14,13,6,0,0,0,74,868,449,743,789,591,439,286,114,55,4332,152,109,148,157,157,144,114,89,39,1111,2096,1132,1664,1975,1800,1547,1272,831,373,12689
213021342,94,56,79,66,79,93,50,14,8,538,4,5,4,3,3,3,0,0,0,17,1488,1178,1255,1284,1639,1622,1179,614,244,10507,116,49,226,99,29,14,4,4,0,546,292,118,192,132,82,48,28,0,4,905,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,46,40,138,18,10,9,0,0,0,261,0,3,12,8,13,9,3,0,0,53,45,49,155,26,22,18,5,0,0,314,921,653,949,715,669,473,226,100,26,4729,268,165,246,195,204,207,129,64,36,1509,3201,2294,3104,2567,2757,2485,1619,799,322,19160
213021343,45,41,56,50,48,31,34,36,9,342,0,3,0,0,0,0,0,0,0,10,816,549,764,835,814,696,829,1024,406,6730,41,19,114,26,7,4,0,0,0,211,722,360,408,310,136,81,43,7,3,2075,3,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,5,22,10,0,0,0,0,0,49,8,0,6,3,6,0,0,0,0,23,15,9,29,15,3,0,5,0,0,73,612,382,730,567,324,245,122,76,32,3093,242,125,242,194,127,95,99,102,80,1311,2518,1500,2355,2024,1510,1221,1122,1227,532,14002
213021344,65,30,62,68,59,53,37,29,8,418,0,0,0,0,3,0,0,0,0,3,1491,632,925,1428,1265,979,613,443,254,8035,31,33,68,33,10,6,4,0,0,189,136,125,86,58,41,23,21,7,3,499,11,0,7,7,7,0,0,0,0,28,0,0,0,3,0,0,0,0,0,3,5,11,21,9,0,0,0,0,0,46,0,0,8,16,12,4,4,0,0,55,11,11,29,22,14,4,5,0,0,102,1681,753,1255,1540,995,608,218,62,38,7142,278,111,234,253,181,150,74,44,27,1357,3661,1669,2656,3399,2543,1815,949,562,321,17578
213021345,33,15,21,27,19,20,8,0,0,137,3,0,0,0,0,3,0,0,0,3,469,309,253,340,480,350,195,92,21,2506,91,11,57,81,5,7,3,0,0,261,85,32,43,35,23,23,3,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,8,3,3,0,0,0,46,6,3,6,3,0,3,0,0,0,20,17,5,23,8,3,8,0,0,0,68,386,205,256,252,191,108,54,7,5,1474,78,51,53,73,76,58,23,12,0,427,1140,630,712,824,797,586,283,123,32,5124
213021346,36,40,26,35,49,37,21,13,0,256,0,0,0,0,0,0,0,0,0,5,1339,840,520,892,1440,1128,781,425,261,7633,17,13,16,23,10,11,0,5,0,101,29,27,28,17,24,11,8,0,0,136,7,3,4,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,5,8,10,3,0,0,0,26,0,3,13,10,5,3,0,0,0,36,1295,826,647,856,964,764,411,129,50,5939,231,166,146,179,244,226,133,64,21,1395,2932,1895,1398,2023,2725,2183,1343,630,330,15453
213031347,82,62,86,57,41,44,25,7,4,412,0,0,0,4,3,3,0,0,0,13,1145,799,1143,908,793,710,496,355,187,6542,110,153,308,100,27,9,8,3,0,717,305,299,343,170,105,48,35,11,0,1316,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,16,53,21,3,5,3,0,0,110,3,0,15,9,5,5,7,0,0,44,21,15,61,28,9,14,12,0,0,159,840,894,1277,765,447,392,148,86,36,4881,301,274,438,303,210,155,95,57,20,1847,3134,2812,4024,2683,2031,1721,985,581,268,18230
213031348,41,38,75,48,37,31,15,12,10,310,0,0,3,3,0,0,0,0,0,10,449,503,914,647,515,455,368,299,211,4359,119,180,516,141,26,8,3,0,0,1001,187,172,357,148,52,36,11,4,0,975,0,0,3,0,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,10,11,28,8,0,0,0,0,0,52,0,12,18,5,4,7,5,0,0,63,8,22,49,13,8,10,3,0,0,112,675,1178,2180,1086,541,376,153,63,24,6275,269,340,556,338,218,192,107,104,66,2183,1824,2600,4870,2577,1552,1294,751,524,341,16345
213031349,44,30,79,41,31,31,10,3,0,276,0,0,3,3,0,3,0,0,0,11,912,642,877,815,762,599,371,177,80,5238,37,48,223,57,19,5,3,0,0,399,36,74,118,45,19,7,5,4,0,304,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,16,8,0,0,0,0,0,38,0,9,6,5,4,3,0,0,0,33,5,17,27,10,4,3,3,0,0,64,503,770,1096,561,437,284,125,36,16,3830,176,216,272,203,142,134,53,23,17,1226,1799,1918,2814,1881,1565,1232,629,260,130,12216
213031350,24,14,34,41,22,26,26,15,6,201,0,0,3,0,0,3,0,0,0,8,487,218,473,578,476,288,242,225,110,3090,31,27,85,23,5,5,3,0,0,179,45,54,74,37,13,14,7,3,3,251,0,0,4,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,14,4,0,0,0,0,0,22,3,0,7,5,7,3,0,0,0,20,8,0,21,9,7,4,0,0,0,40,966,388,1045,1030,570,273,89,25,19,4404,140,102,157,163,118,72,31,32,35,844,1718,839,1931,1909,1261,718,397,301,163,9235
213031351,39,22,38,45,26,24,13,8,4,220,0,0,3,3,3,0,0,0,0,12,614,397,622,652,599,462,359,253,119,4087,82,121,371,83,9,13,7,0,0,682,98,88,206,92,36,20,16,5,3,562,0,0,6,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,9,45,7,3,0,0,0,0,78,0,4,16,11,5,3,0,0,0,43,12,12,58,15,8,8,0,0,0,119,880,492,1003,902,471,278,92,39,18,4179,175,132,284,204,137,115,44,26,15,1135,1926,1337,2689,2042,1375,999,560,354,165,11457
213031352,38,29,33,42,39,34,21,14,6,261,0,0,0,0,3,0,0,0,0,4,961,477,763,1018,934,614,449,433,206,5862,16,16,64,10,13,3,0,0,0,130,44,30,35,27,11,14,13,0,0,175,0,0,3,7,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,17,0,3,9,9,12,4,0,0,0,43,0,3,19,9,12,4,0,0,0,60,1527,683,1491,1542,881,461,138,53,49,6819,216,121,236,269,195,118,68,69,52,1340,2787,1381,2678,2966,2115,1278,706,567,315,14798
213041353,99,55,41,63,67,58,40,8,0,434,4,0,0,4,0,3,0,0,0,14,1960,1233,1060,1316,1614,1509,1276,580,243,10796,26,6,40,21,8,6,3,0,0,119,12,3,3,14,9,3,0,0,0,45,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8,21,11,38,14,0,3,0,0,0,94,10,6,11,8,13,6,3,0,0,60,44,20,52,25,17,14,3,0,0,161,1898,1081,1152,1109,910,633,427,120,47,7374,310,192,197,271,222,193,185,95,40,1711,4270,2551,2530,2787,2802,2377,1903,795,333,20345
213041355,158,106,107,147,111,74,28,8,3,740,0,0,0,0,0,0,0,0,0,3,2895,1751,1804,2224,1942,1247,648,203,34,12750,157,48,136,153,50,33,13,5,0,601,238,137,171,123,102,72,45,11,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,55,218,87,26,34,15,4,0,600,8,0,4,6,5,4,0,0,0,31,165,57,229,96,31,33,15,4,0,637,894,510,632,501,384,179,76,10,8,3202,397,217,282,264,226,132,59,22,0,1605,4861,2801,3325,3475,2819,1735,883,265,50,20216
213041356,161,89,88,86,79,70,42,6,3,626,6,0,5,6,0,8,0,0,0,21,2073,1243,1255,1340,1421,1511,1225,454,155,10677,46,12,62,26,13,14,5,0,0,176,78,42,61,39,40,19,17,3,0,300,0,0,0,0,0,4,0,0,3,7,4,0,0,0,0,0,0,0,0,7,22,3,34,12,0,0,3,0,0,79,3,8,15,4,11,7,0,0,0,52,32,8,49,19,12,7,8,0,0,132,1349,921,993,767,676,508,278,71,21,5587,386,222,297,228,228,208,176,71,11,1827,4002,2470,2752,2463,2416,2287,1714,605,196,18906
213041357,247,112,118,125,87,64,30,9,9,789,5,8,0,4,3,0,0,0,0,19,2703,1411,1712,1726,1546,1564,1143,464,214,12482,145,21,174,112,23,19,4,0,0,492,195,40,123,93,37,18,13,5,0,525,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,120,32,179,56,14,12,4,0,0,430,8,4,13,16,11,16,4,0,3,84,136,36,195,74,33,32,12,3,0,514,1876,1030,1308,1082,687,534,320,82,24,6948,525,247,373,318,229,206,157,62,24,2133,5646,2813,3938,3495,2601,2398,1660,616,268,23437
