SA2_MAINCODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
305011106,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,9,4,0,0,0,0,4,24,0,4,0,0,27,86,0,6,0,0,87,250,0,46,0,0,297,224,0,41,0,0,264,71,0,4,0,0,77,10,0,4,0,0,18,5,0,4,0,0,10,0,0,0,0,0,3,3,0,0,0,0,4,10,0,0,0,0,10,694,0,111,8,6,817
305011107,0,0,0,0,6,0,0,0,0,4,9,0,0,0,0,9,4,0,0,0,0,4,8,0,3,0,0,15,54,0,11,3,0,68,90,3,27,5,0,133,41,4,26,5,0,82,21,10,6,3,0,40,3,0,6,0,3,17,4,0,5,0,0,8,0,0,0,3,0,3,3,0,0,0,0,7,7,0,4,0,0,7,256,20,108,21,8,410
305011108,0,0,0,0,10,0,0,0,0,11,15,0,0,0,0,11,4,0,0,0,0,3,14,0,0,0,0,13,64,0,11,0,0,74,163,0,27,0,0,188,192,0,20,0,0,221,89,0,13,6,3,108,53,0,12,0,7,66,20,0,3,3,3,32,9,0,3,0,0,11,17,0,11,3,0,33,9,0,0,0,0,10,654,6,103,13,23,798
305011109,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,8,11,0,0,0,0,11,29,0,4,0,0,30,88,0,8,0,0,100,292,0,43,3,0,340,191,0,31,3,3,233,100,0,26,0,0,124,32,0,14,3,0,50,15,0,13,3,0,33,15,0,11,0,0,27,27,0,28,6,3,68,12,0,0,0,0,14,826,10,195,16,11,1054
305011110,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,15,0,0,0,0,12,52,0,7,0,0,67,107,0,19,4,0,131,187,3,48,7,0,251,99,4,29,10,8,147,28,0,11,9,0,54,13,3,13,3,3,45,4,3,3,0,0,12,3,5,3,0,0,18,7,0,4,0,0,12,551,26,150,37,17,774
305011111,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,9,0,3,0,0,11,56,0,3,0,0,65,99,0,25,0,0,124,120,0,45,0,0,169,49,0,10,0,0,60,22,0,5,4,0,35,6,0,3,0,0,15,3,0,0,0,0,4,5,0,0,0,0,4,17,0,3,0,0,17,395,0,108,5,6,525
305011112,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,14,22,0,6,0,0,34,44,0,21,0,0,68,155,4,25,8,3,189,156,7,55,4,3,224,101,9,35,5,0,151,16,3,28,7,0,55,17,11,12,4,0,41,10,4,12,0,0,18,12,5,9,6,0,32,13,0,3,0,0,17,577,40,207,39,10,881
305021113,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,14,43,0,19,7,3,73,32,0,26,0,0,61,11,0,21,3,0,38,6,0,11,0,0,20,8,3,10,0,0,21,3,0,0,0,0,4,6,0,11,0,0,20,0,0,0,0,0,3,128,8,102,6,8,260
305021114,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,24,0,5,0,0,31,79,0,24,0,3,109,80,0,26,3,3,112,57,3,42,3,0,107,18,5,22,3,0,54,9,0,6,0,0,15,6,0,6,0,3,21,9,0,34,5,7,55,0,0,0,0,0,6,294,15,185,16,14,524
305021115,0,0,0,0,3,0,0,0,0,3,6,0,3,0,0,14,5,0,0,0,0,7,21,0,0,0,0,21,38,0,15,0,0,63,112,3,25,0,0,138,65,4,12,3,3,86,29,0,5,3,0,33,19,0,9,0,0,28,0,0,6,0,0,6,0,0,3,0,0,3,3,0,3,0,3,7,8,0,3,0,0,7,312,6,89,11,13,432
305021116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,13,0,0,0,0,18,63,0,20,4,0,89,44,0,27,0,0,74,17,0,18,0,0,35,13,0,5,0,0,20,3,0,10,0,3,17,0,0,12,0,0,9,0,3,32,3,0,42,0,0,3,0,0,3,164,8,128,13,7,326
305021117,0,0,0,0,5,0,0,0,0,8,10,0,0,0,0,11,4,0,0,0,0,8,9,0,0,0,0,15,57,0,32,3,3,89,262,4,66,0,6,343,201,3,81,9,0,293,48,3,37,3,0,91,20,5,11,0,3,38,3,0,7,0,0,9,3,0,3,0,0,7,3,0,7,0,0,6,13,0,4,0,0,14,643,15,250,19,16,955
305021118,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,11,19,0,4,0,0,21,67,3,18,0,0,93,49,3,25,3,0,83,20,0,23,0,0,43,14,0,4,0,0,19,6,3,7,0,0,12,6,0,6,0,0,13,0,3,6,3,0,18,0,0,0,0,0,0,193,12,99,12,5,332
305031119,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,35,0,4,0,0,38,88,0,11,0,0,100,36,0,12,0,4,55,13,0,9,3,0,32,5,0,5,0,0,11,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,199,3,48,8,3,265
305031120,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,9,0,0,0,0,6,4,0,3,0,0,12,45,0,16,0,0,65,104,0,26,3,0,136,47,3,27,3,3,80,17,0,11,0,0,34,10,0,3,0,0,12,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,247,8,110,6,6,368
305031121,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,4,0,4,0,0,7,7,0,3,0,0,11,43,3,24,0,0,71,83,0,26,0,0,108,37,0,19,0,0,53,17,0,19,3,0,31,3,4,6,0,3,16,0,0,7,0,0,7,3,0,5,0,0,12,0,4,7,4,0,16,3,0,0,0,0,4,206,11,114,7,9,348
305031122,0,0,0,0,6,0,0,0,0,8,9,0,3,0,0,7,7,0,0,0,0,7,29,0,9,0,0,31,146,0,78,3,3,226,227,4,83,0,10,329,48,3,30,0,0,85,7,0,16,5,0,37,5,0,11,3,0,24,0,0,8,3,0,10,3,0,9,0,0,12,7,3,13,0,0,23,3,3,4,0,0,15,497,20,267,24,17,818
305031123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,10,0,4,0,0,12,29,0,18,0,3,45,21,0,35,0,3,58,10,0,6,0,0,11,3,0,10,0,0,15,0,0,4,0,0,9,0,0,3,0,0,4,3,0,8,0,0,4,0,0,0,0,0,0,71,7,80,5,9,173
305031124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,47,0,10,0,3,56,155,0,17,0,3,175,96,3,16,0,3,113,42,0,25,0,0,75,24,0,6,4,0,35,3,0,5,0,4,16,3,0,3,0,3,7,8,3,16,7,3,35,3,0,3,0,0,10,395,6,111,13,24,549
305031125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,3,0,0,0,0,0,3,12,0,3,0,0,12,22,0,9,0,3,34,26,0,18,0,5,47,21,3,24,3,0,58,4,3,7,4,0,17,3,0,7,3,3,12,0,0,4,0,0,8,0,3,11,0,0,21,0,0,0,0,0,0,97,10,79,14,20,222
305031126,0,0,0,0,4,0,0,0,0,5,7,0,3,0,0,11,8,0,0,0,0,8,28,0,10,0,0,32,49,0,44,3,0,104,215,9,63,3,0,294,107,3,93,4,0,216,41,5,60,0,0,106,9,5,10,0,0,24,4,0,7,0,0,11,0,0,7,0,0,4,3,0,0,0,0,0,10,0,0,0,0,12,489,25,303,19,0,836
305031127,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,6,4,0,0,0,0,3,16,0,5,0,0,21,36,0,20,0,0,56,81,0,23,3,3,115,44,0,16,0,3,68,11,0,4,0,0,19,3,0,7,0,0,13,0,0,3,0,0,9,3,0,0,0,0,3,0,0,3,0,0,5,6,0,0,0,0,6,210,8,91,12,10,325
305031128,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,7,28,0,3,0,0,36,90,0,5,0,0,93,286,0,26,0,0,315,320,0,36,3,4,365,178,0,38,3,7,223,67,0,7,3,0,82,26,0,3,4,6,36,7,0,9,0,0,16,20,0,12,6,0,37,15,0,0,0,0,13,1057,7,146,16,21,1251
305031129,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,20,0,9,0,0,33,44,0,7,0,0,61,32,0,14,0,0,47,8,0,5,0,0,18,0,0,3,0,0,3,0,3,8,0,0,7,0,0,0,0,0,0,3,6,9,0,0,17,3,0,0,0,0,0,124,7,72,0,3,205
305031130,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,12,6,0,0,0,0,5,21,0,6,0,0,25,89,0,36,0,0,125,158,0,26,3,0,194,94,0,25,4,0,123,23,0,13,0,0,44,7,0,12,0,0,22,6,0,10,0,0,14,5,0,3,0,0,6,3,0,0,0,3,10,6,0,3,0,0,6,423,11,139,16,4,595
305031131,0,0,0,0,6,0,0,0,0,6,3,0,5,0,0,12,6,0,6,0,0,14,46,0,13,0,0,54,116,3,48,0,3,172,217,0,42,6,7,270,65,4,33,0,4,111,23,0,17,4,0,47,3,0,10,0,0,14,0,0,8,3,0,11,6,0,3,0,0,11,0,3,0,0,0,4,4,0,4,0,0,10,500,19,190,19,23,746
305041132,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,3,0,3,0,0,10,13,0,0,0,0,15,46,0,12,0,0,58,82,3,32,3,5,130,101,0,75,3,3,180,15,0,31,5,0,55,9,0,13,0,0,29,0,0,10,3,0,26,5,0,6,0,0,12,4,3,14,0,0,24,3,0,3,0,0,7,292,15,211,26,14,557
305041133,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,8,56,0,13,0,0,76,136,3,19,0,0,160,66,0,13,0,3,81,27,0,16,5,0,45,11,0,3,0,0,20,3,0,5,4,0,10,0,0,3,0,0,4,3,3,6,0,0,10,3,0,4,0,0,9,327,6,84,13,7,433
305041134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,0,0,0,14,23,0,8,0,3,28,49,0,18,0,0,70,53,8,38,0,3,102,18,0,24,0,0,51,5,0,21,4,0,31,5,4,17,0,0,26,0,0,7,0,0,7,3,0,11,3,0,21,0,0,0,0,0,0,178,13,145,9,9,359
305041135,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,7,8,0,0,0,0,11,14,0,5,0,0,22,48,0,15,0,0,62,170,0,23,0,0,190,142,0,27,4,0,173,66,0,34,4,0,105,38,0,24,3,3,68,14,6,28,0,0,43,7,3,10,0,0,22,7,7,15,0,0,37,0,0,3,0,0,4,528,12,183,17,13,759
305041136,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,19,0,13,0,0,27,50,0,10,0,0,55,62,0,9,0,0,71,51,0,16,0,0,79,42,0,14,4,0,62,15,0,5,0,0,23,18,0,7,0,0,27,7,0,0,0,0,5,7,0,3,0,0,10,3,0,0,0,0,5,270,6,81,10,8,369
305041137,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,8,0,3,0,0,12,22,0,5,0,0,21,91,3,19,0,0,110,239,0,74,3,5,329,133,0,33,4,0,173,47,0,19,3,0,70,20,0,14,0,0,29,0,0,4,3,0,6,3,0,5,5,0,10,0,3,0,0,0,11,3,0,3,0,0,3,589,11,181,22,11,810
306011138,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,10,0,0,20,7,0,5,0,3,22,39,20,60,4,3,123,21,9,15,10,4,58,4,0,3,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,99,30,107,14,14,259
306011139,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,9,0,0,0,0,7,21,0,3,0,0,26,129,3,43,4,13,187,129,13,126,8,15,286,56,10,61,5,3,144,18,6,17,3,0,43,5,0,10,0,0,15,4,0,4,0,0,8,3,0,0,0,0,3,0,0,3,0,0,3,7,3,6,0,0,16,394,35,272,25,36,763
306011140,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,4,0,0,8,11,0,7,0,0,14,39,0,19,3,4,63,15,3,27,0,0,48,7,3,6,0,0,22,0,0,3,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,83,8,73,3,8,173
306011141,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,0,0,0,5,10,3,16,0,0,28,63,3,47,3,3,116,72,14,106,15,6,211,33,20,70,11,10,148,4,0,8,3,3,24,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,197,50,269,34,26,577
306011142,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,11,10,0,0,0,0,9,27,0,3,0,3,38,87,7,56,4,3,164,188,28,159,17,12,405,75,19,76,10,8,184,15,3,16,0,4,43,6,3,6,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,9,3,0,0,0,21,442,65,341,37,35,919
306011143,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,10,0,0,0,0,15,55,0,15,0,3,82,73,3,29,0,0,108,53,7,31,3,8,103,4,0,6,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,219,13,93,6,16,346
306021144,0,0,0,0,0,0,3,0,0,8,5,0,3,0,0,18,8,0,10,0,3,17,23,8,23,0,0,53,36,8,63,6,4,114,89,19,144,13,9,279,8,3,12,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,177,41,258,25,28,529
306021145,0,0,0,0,8,0,3,0,0,18,14,0,0,0,0,19,24,0,9,0,0,32,82,3,41,0,3,125,201,3,88,5,0,289,127,10,58,6,6,201,50,3,17,3,0,71,7,0,8,0,0,20,8,0,4,0,0,16,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,11,539,21,235,18,19,828
306021146,0,0,0,4,0,0,0,0,0,3,10,4,0,0,0,17,11,0,4,0,0,13,11,0,10,0,3,33,31,3,32,0,7,67,50,7,58,4,9,118,13,4,6,0,3,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,139,21,117,10,27,312
306021147,0,0,0,4,3,3,0,0,0,5,12,4,6,4,0,26,4,0,4,0,4,15,21,0,31,4,3,63,57,12,111,5,8,187,54,22,101,5,12,195,7,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,12,164,45,273,24,30,536
306021148,0,0,0,0,8,0,8,0,0,17,8,0,8,3,3,17,8,0,6,0,0,17,14,3,12,0,3,31,29,11,40,3,12,93,28,10,52,0,6,95,0,3,3,3,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,113,31,147,6,24,321
306021149,0,0,0,0,5,0,3,0,0,11,9,0,5,0,0,15,3,8,6,0,0,23,19,5,27,0,3,51,50,16,55,5,8,131,62,7,62,10,11,145,20,12,31,8,0,69,6,0,9,4,4,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,10,187,45,192,23,30,489
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,0,0,3,5,0,3,0,0,11,15,7,11,0,3,29,13,0,15,0,3,35,55,3,48,9,4,124,65,5,55,7,5,137,16,3,23,3,0,48,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,9,178,20,166,16,22,406
306021152,0,0,0,0,3,0,7,0,0,7,28,0,7,0,0,41,15,0,17,0,0,29,35,3,44,3,4,85,36,10,32,5,6,82,19,5,26,4,3,57,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,146,19,136,16,18,340
306021153,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,14,7,0,3,0,0,11,14,3,10,0,0,30,58,8,55,3,4,129,103,20,97,4,15,240,11,4,10,0,3,30,0,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,11,201,43,196,16,29,478
306021154,3,0,0,3,7,0,4,0,0,15,29,0,11,0,0,39,24,0,15,0,4,50,46,9,41,4,8,103,96,4,29,3,10,137,79,10,24,3,3,124,11,0,3,0,0,16,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,306,25,144,12,22,514
306021155,0,0,0,0,4,0,0,0,0,7,6,0,3,0,0,9,6,0,3,0,0,8,12,0,16,0,3,28,42,6,35,5,10,96,44,13,44,4,3,113,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,21,106,7,17,280
306021156,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,14,0,0,0,0,16,27,0,23,0,3,58,53,5,29,0,0,91,45,7,53,3,7,116,20,3,20,6,0,54,9,0,9,0,3,24,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,181,20,152,18,21,391
306021157,0,0,0,0,5,0,0,0,0,3,15,0,4,0,0,23,13,0,18,0,0,39,35,3,23,3,3,66,53,5,41,0,6,100,9,8,18,0,0,40,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,133,12,113,4,19,283
306031158,0,0,0,0,7,0,3,0,0,3,9,0,8,0,3,21,6,0,7,0,0,16,25,5,10,3,0,50,10,4,5,0,3,26,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,84,15,53,10,12,171
306031159,0,0,0,10,6,0,7,0,0,9,38,0,29,3,5,76,41,8,42,0,3,88,58,18,75,6,12,172,42,12,45,6,8,115,18,3,21,0,3,49,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,13,228,42,236,16,30,548
306031160,0,0,0,3,6,0,3,0,0,13,16,0,10,0,0,27,12,0,9,0,0,25,48,0,28,0,6,82,26,6,38,4,4,75,8,0,9,0,3,22,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,14,155,12,111,10,11,309
306031161,3,0,0,3,8,0,13,0,0,30,27,3,11,0,0,40,22,0,18,0,0,47,61,3,45,3,0,112,56,14,58,0,10,135,29,3,50,3,4,95,5,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,3,12,236,28,230,9,28,539
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,3,0,3,9,15,9,43,0,19,76,5,21,70,6,15,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30,25,131,6,35,232
306041164,4,0,0,9,6,0,3,0,0,12,7,3,13,0,0,21,14,0,10,0,3,25,20,3,12,0,0,40,36,4,27,0,3,75,23,3,18,7,3,51,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,135,23,102,11,21,278
306041165,4,0,0,4,3,0,3,0,0,6,5,0,0,0,0,5,8,0,4,0,0,12,16,0,7,0,0,23,71,0,15,0,3,96,56,4,29,0,4,94,23,0,23,0,0,51,10,0,3,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,211,9,91,3,7,320
306051166,0,0,0,0,9,0,5,0,0,20,17,0,4,0,3,29,29,0,6,0,0,40,62,0,37,0,5,107,66,11,83,4,9,180,32,5,43,7,5,96,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,3,4,0,0,19,245,31,209,15,29,524
306051167,3,0,0,3,4,0,0,0,0,4,8,0,7,0,5,20,12,3,15,0,0,30,17,6,17,3,3,40,8,7,23,0,7,41,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,82,21,80,6,13,203
306051168,0,0,0,3,0,4,4,0,3,10,3,0,8,0,0,10,3,0,3,0,0,10,7,0,4,0,0,16,12,0,12,0,0,29,8,8,11,0,0,27,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,53,14,60,8,5,142
306051169,3,0,0,4,8,0,0,0,4,11,17,0,4,0,0,22,15,0,8,3,0,29,17,3,16,0,3,38,34,3,40,0,4,83,10,4,26,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,4,0,0,15,126,16,121,11,18,287
306051170,0,0,0,7,9,0,9,0,0,15,27,3,20,0,0,46,17,3,16,0,3,34,29,0,45,0,4,82,47,8,71,5,12,142,39,9,38,5,8,95,0,0,8,3,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,15,197,29,231,15,32,496
307011171,0,0,0,3,7,0,10,0,0,13,14,0,12,0,5,27,13,5,7,3,3,27,11,0,9,0,0,24,12,5,13,0,0,27,5,0,13,0,0,18,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,22,116,13,116,5,16,275
307011172,0,0,0,5,16,0,18,0,0,34,47,4,16,0,0,67,41,4,48,0,4,93,55,11,66,3,8,144,27,11,62,4,5,102,13,5,20,0,0,31,3,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,12,0,3,22,230,35,266,9,20,565
307011173,5,0,0,4,3,0,7,0,0,19,24,0,8,0,3,34,16,3,7,0,0,22,19,0,26,3,3,59,51,4,52,3,3,116,21,4,29,0,3,59,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,3,17,164,20,164,12,14,373
307011174,4,0,0,3,15,0,4,0,3,24,19,0,10,3,0,28,12,3,12,0,0,29,6,0,7,0,0,19,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,3,14,5,0,35,120,16,119,13,14,269
307011175,0,0,0,4,9,0,9,0,0,21,27,0,11,0,0,37,12,0,8,4,0,30,19,0,27,3,0,50,7,0,11,0,0,19,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,20,125,11,136,13,5,289
