SA2_MAINCODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
319041516,0,0,0,0,0,0,3,3,30,8,11,5,3,0,3,70,0,0,0,0,0,0,4,9,11,7,4,3,0,3,3,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,8,11,22,11,3,0,0,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,0,0,5,0,3,6,24,32,90,74,73,43,45,16,78,507,0,0,0,0,0,3,3,0,9,6,5,0,0,0,9,40,0,0,0,0,4,6,4,13,5,3,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,9,3,0,8,3,7,12,15,13,13,4,4,0,0,0,5,81,0,0,0,0,0,0,0,0
319041517,0,0,0,0,0,0,0,3,19,16,13,7,6,3,7,70,0,0,0,0,0,4,0,8,14,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,9,9,15,14,0,0,0,0,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,3,0,3,0,4,7,14,24,94,84,82,67,63,43,87,576,0,0,0,0,0,3,3,8,10,7,7,0,5,0,3,35,0,0,0,3,3,9,3,4,7,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,11,11,9,8,16,0,3,0,0,0,8,66,0,0,0,0,0,0,0,0
319041518,0,0,0,0,0,0,6,20,55,45,23,4,11,6,6,184,0,0,0,0,3,5,11,16,35,12,3,3,0,0,4,100,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,0,0,6,0,6,9,21,22,45,18,10,0,0,3,9,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,82,0,4,5,0,16,17,40,71,220,194,166,83,84,54,127,1089,0,0,0,0,0,8,13,15,33,32,12,0,0,3,21,133,0,0,0,0,8,27,18,20,28,11,3,0,0,0,20,146,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,12,0,0,5,0,8,11,11,9,10,0,0,0,0,0,4,57,5,3,11,17,31,53,62,49,53,15,3,0,4,0,20,334,0,0,0,0,0,0,0,0
319041519,0,0,0,0,0,0,5,8,32,21,11,3,3,0,3,83,0,0,0,0,0,3,3,7,17,6,0,0,3,0,0,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,5,8,14,29,11,3,0,0,0,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,3,0,4,8,8,13,26,36,130,65,66,31,22,17,56,478,0,0,0,0,0,0,5,6,5,9,3,0,0,0,8,43,0,0,4,10,3,19,7,8,6,3,0,0,0,0,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,3,4,0,0,0,0,0,0,26,0,3,3,9,7,28,27,20,28,3,3,4,0,0,10,149,0,0,0,0,0,0,0,0
319041520,0,0,0,0,0,4,6,15,59,29,23,7,11,0,9,157,0,0,0,0,0,10,10,19,26,14,8,3,0,0,4,94,0,0,0,0,0,0,0,5,3,7,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,3,9,19,26,43,9,4,0,6,4,16,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,72,6,3,8,0,10,25,48,68,237,167,153,88,79,41,147,1063,0,0,0,0,0,4,15,34,55,29,9,9,3,0,10,175,0,0,4,4,16,28,52,28,29,6,3,0,0,0,10,182,0,0,0,3,0,3,3,3,5,4,0,0,0,0,10,25,3,0,5,16,7,13,4,5,4,0,0,0,0,0,5,66,5,3,19,22,48,54,59,51,64,18,5,0,0,0,39,397,0,0,0,0,0,0,0,0
319041521,0,0,0,0,0,0,10,26,46,38,19,3,7,3,8,162,0,0,3,0,5,3,20,7,24,10,4,3,3,0,9,90,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,12,3,0,0,0,7,6,15,18,40,10,11,3,3,3,18,142,0,0,0,0,0,0,0,0,0,5,0,0,0,0,92,96,7,3,3,3,11,18,49,68,214,178,157,106,85,49,163,1110,0,0,0,0,4,8,16,12,47,15,7,0,4,0,5,121,0,0,4,10,9,21,32,24,33,7,3,0,3,0,10,148,0,0,0,0,0,3,0,3,4,0,0,0,0,0,4,15,0,0,7,3,3,15,10,10,3,0,0,0,0,0,8,50,0,4,10,16,21,43,46,36,50,7,3,0,0,0,28,263,0,0,0,0,0,0,0,0
319051522,0,0,0,0,0,0,3,14,34,23,12,0,3,3,12,104,0,0,0,0,8,9,9,12,16,8,3,0,0,0,4,65,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,8,3,0,0,13,4,20,17,42,14,7,5,0,6,16,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,78,5,3,4,3,18,13,40,57,172,115,84,55,26,18,112,740,0,0,0,0,0,3,12,11,18,14,9,0,0,0,4,64,0,0,0,3,7,18,9,5,15,4,0,0,0,0,0,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,8,0,8,12,8,0,3,0,0,0,0,0,0,46,4,3,7,15,8,40,36,23,26,11,0,0,3,0,18,198,0,0,0,0,0,0,0,0
319051523,0,0,0,0,0,0,3,3,23,10,3,5,3,0,4,57,0,0,0,0,0,3,0,7,4,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,7,12,4,3,0,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,3,0,4,3,17,19,62,43,37,20,23,5,51,293,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,20,0,0,0,0,3,3,3,6,7,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,10,0,0,3,3,21,10,15,12,13,5,0,0,0,0,8,94,0,0,0,0,0,0,0,0
319051524,0,0,0,0,0,3,15,20,104,54,36,7,8,3,13,263,0,0,0,0,3,3,15,21,44,16,12,0,0,0,9,119,0,0,0,0,0,3,0,4,6,5,3,0,0,0,0,23,0,0,0,0,0,0,3,0,0,3,6,0,0,5,0,16,4,0,4,0,12,16,39,41,67,24,9,3,0,3,22,249,0,0,0,0,0,0,0,3,0,0,0,0,0,0,91,94,4,0,7,3,18,28,79,117,333,249,198,108,98,46,167,1446,0,0,0,3,0,3,12,34,62,20,15,4,0,0,17,168,0,3,8,7,18,35,19,26,40,5,4,0,0,3,13,183,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,23,0,0,9,10,21,26,10,5,7,3,0,0,0,0,9,100,7,5,17,26,68,87,100,87,68,24,9,0,0,0,53,546,0,0,0,0,0,0,0,0
319051525,0,0,0,0,0,0,3,15,28,32,16,7,3,0,15,128,0,0,0,0,0,3,9,3,10,9,0,0,0,0,9,49,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,0,10,10,22,19,39,10,6,3,0,3,12,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,53,3,3,3,0,10,16,39,51,137,109,64,39,45,20,116,661,0,0,0,0,0,3,4,9,15,4,0,0,0,0,3,38,0,0,0,8,7,6,13,7,12,3,0,0,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,4,3,3,0,0,0,0,0,0,25,5,0,7,11,21,22,28,16,15,4,6,0,0,3,19,153,0,0,0,0,0,0,0,0
319051526,0,0,0,0,0,0,3,5,34,21,21,3,10,3,4,101,0,0,0,0,0,0,0,6,9,3,3,0,0,0,3,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,9,11,18,4,0,0,0,3,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,3,4,0,3,6,20,31,122,99,96,57,64,27,71,593,0,0,0,0,0,0,3,7,13,4,4,3,0,0,0,44,0,0,0,3,3,5,7,6,12,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,16,7,0,4,7,7,7,13,9,12,3,0,3,0,0,8,87,0,0,0,0,0,0,0,0
397979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401011001,0,0,0,0,0,4,0,4,18,11,20,0,16,5,0,89,0,0,0,0,0,4,9,6,4,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,11,4,3,3,3,5,0,3,13,3,0,0,3,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,13,7,3,4,6,14,12,23,54,37,75,37,47,65,63,454,0,0,0,0,0,0,0,4,12,18,22,3,4,0,6,80,0,0,0,0,8,8,5,10,5,0,3,0,0,0,4,51,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,11,19,8,3,6,7,12,14,11,15,7,13,5,3,0,9,134,0,0,0,0,0,0,0,0
401011002,0,0,0,0,0,0,0,0,7,12,13,3,13,21,6,81,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,5,0,5,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,7,0,3,0,0,0,11,14,23,26,41,30,56,108,67,377,0,0,0,0,0,0,0,0,10,16,0,3,11,3,9,54,0,0,0,0,7,0,8,3,8,0,0,3,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,6,3,11,9,0,3,0,4,0,7,38,0,0,0,0,0,0,0,0
401021003,0,0,0,0,0,0,0,4,27,28,31,10,4,11,19,137,0,0,0,0,0,0,0,3,3,3,3,0,0,3,7,21,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,13,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,21,0,0,4,0,4,3,0,0,13,6,8,0,3,0,7,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,60,62,3,0,4,0,4,9,4,16,108,135,163,107,115,99,159,929,0,0,0,0,0,3,0,4,9,13,10,3,3,0,8,51,0,0,3,0,0,5,10,7,10,9,3,0,0,0,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,3,0,0,0,5,7,10,4,4,5,3,0,0,0,8,44,0,0,0,0,0,0,0,0
401021004,0,0,0,0,0,3,5,4,40,68,61,25,67,53,23,355,0,0,3,0,5,3,13,11,19,12,8,5,3,19,8,108,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,13,0,0,0,0,0,0,0,0,0,3,3,0,13,0,4,31,0,0,0,0,4,3,5,3,21,11,9,11,0,3,14,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,192,3,0,4,0,12,11,27,28,179,217,318,320,459,508,369,2461,0,0,0,0,3,3,9,9,47,45,35,16,17,5,32,218,0,0,0,0,8,18,25,26,36,16,13,0,6,0,21,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,3,0,9,7,6,8,15,19,26,12,4,4,3,0,27,137,0,0,0,0,0,0,0,0
401021005,3,0,0,0,0,3,0,3,14,18,16,9,7,13,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,5,0,0,3,5,10,60,60,75,73,69,88,87,537,0,0,0,0,0,3,0,3,7,13,8,0,6,0,14,52,0,0,0,0,0,6,4,0,3,5,3,0,0,0,3,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,8,4,3,0,0,0,3,34,0,0,0,0,0,0,0,0
401021006,0,0,0,0,0,0,7,13,49,35,31,16,20,7,16,185,0,0,0,0,0,3,0,8,11,12,9,4,3,0,3,50,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,17,0,0,0,0,0,0,4,8,10,13,5,3,3,0,3,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,65,73,0,0,0,3,0,9,23,38,148,162,190,163,128,100,148,1109,0,0,0,0,3,0,4,13,33,16,12,0,3,3,23,107,0,0,3,3,3,15,14,11,19,4,5,4,0,0,11,91,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,3,4,3,8,10,12,11,11,19,5,3,0,0,0,4,88,0,0,0,0,0,0,0,0
401021007,0,0,0,0,0,0,4,24,108,93,51,25,33,23,12,382,0,0,3,0,0,8,10,15,37,24,5,3,4,0,6,110,0,0,0,0,0,0,3,3,4,0,3,0,3,0,8,31,0,0,0,0,0,0,0,0,0,0,6,3,3,10,3,25,0,4,5,0,7,4,3,12,30,7,16,3,0,4,12,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,138,3,4,11,0,10,14,30,65,317,366,352,272,268,176,275,2159,0,0,0,0,3,3,15,17,67,60,21,3,4,3,26,212,0,5,6,4,13,40,43,31,48,19,11,4,3,0,44,268,0,0,0,0,3,0,0,3,5,0,3,0,0,0,3,21,4,0,3,5,3,4,8,3,0,0,0,0,0,0,0,26,0,0,13,17,20,47,35,30,33,10,4,3,3,0,25,235,0,0,0,0,0,0,0,0
401021008,0,0,0,0,0,3,4,4,25,34,22,11,11,3,12,129,0,3,0,0,0,5,5,4,16,6,3,0,0,0,3,47,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11,0,0,0,3,3,0,3,3,9,7,0,0,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,0,3,3,3,3,6,20,35,113,152,129,80,68,61,126,807,0,0,0,0,0,0,4,4,15,13,4,3,3,0,15,68,0,0,0,0,6,4,13,11,18,8,4,0,0,0,15,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,3,3,3,0,8,7,9,8,12,3,0,0,0,0,4,62,0,0,0,0,0,0,0,0
401021009,0,0,0,0,0,0,4,6,33,36,17,5,8,0,3,113,0,0,0,0,0,0,0,3,8,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,4,4,9,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,4,11,28,125,141,116,93,69,19,77,689,0,0,0,0,0,0,3,4,17,15,11,3,3,0,8,67,0,0,0,3,6,12,14,6,14,7,0,0,0,0,9,72,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,4,8,3,3,10,6,12,7,3,0,0,0,3,56,0,0,0,0,0,0,0,0
401021010,0,0,0,0,0,0,0,0,22,16,16,14,13,24,3,105,0,0,0,0,0,0,0,3,5,3,0,0,3,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,0,0,0,0,3,6,3,0,7,6,6,3,3,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,0,0,3,0,6,8,3,6,74,77,77,107,121,153,110,746,0,0,0,0,0,0,0,0,11,19,10,0,4,0,9,54,0,0,0,0,0,3,7,5,8,6,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,5,0,3,3,8,3,4,3,3,3,0,0,3,41,0,0,0,0,0,0,0,0
401031011,0,0,0,0,3,0,0,16,34,71,60,29,64,79,29,402,0,3,0,0,3,4,5,12,11,16,8,10,10,18,3,107,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,11,10,3,3,0,9,7,8,15,30,20,16,0,12,14,16,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,208,17,10,7,3,22,14,25,58,144,228,244,235,412,671,367,2447,0,0,0,4,0,3,10,12,37,46,23,17,21,14,33,219,0,3,7,3,11,13,11,10,38,14,12,5,0,0,19,150,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,20,0,0,3,4,4,4,0,3,4,4,0,0,0,0,3,32,20,4,3,9,15,18,21,20,37,12,12,8,3,9,25,217,0,0,0,0,0,0,0,0
401031012,0,0,0,0,0,0,0,13,24,27,46,18,40,60,13,244,0,0,3,0,3,3,0,8,8,8,7,4,3,13,4,57,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,3,4,0,0,5,0,0,3,13,5,9,5,4,3,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,103,3,4,3,3,11,7,9,28,83,92,130,115,223,407,200,1321,0,0,0,0,3,0,3,5,18,26,11,11,5,9,8,96,0,0,0,3,3,6,6,0,14,8,4,3,0,0,8,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,3,0,4,0,0,0,0,0,0,0,0,0,17,15,3,10,0,0,6,3,15,11,12,3,0,7,0,11,91,0,0,0,0,0,0,0,0
401031013,3,0,0,0,0,3,4,13,49,52,38,23,58,85,18,348,0,3,0,0,0,10,3,10,25,9,5,9,8,9,8,105,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,12,14,0,3,4,8,6,10,9,12,10,8,5,5,3,9,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,141,20,5,6,8,5,23,24,44,145,166,174,164,270,592,270,1900,0,0,0,0,4,0,7,7,31,30,20,6,14,6,16,135,0,3,8,6,3,10,15,16,29,16,10,4,4,0,13,139,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,3,3,0,3,7,0,0,0,0,0,0,0,0,4,19,18,4,9,6,14,15,12,9,26,21,15,0,0,0,20,164,0,0,0,0,0,0,0,0
