SA2_MAINCODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,0,0,0,0,0,9,11,12,6,9,4,8,58,0,0,0,0,3,0,3,0,0,3,3,0,0,0,4,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,7,3,6,4,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,3,0,0,0,3,3,10,18,55,60,54,37,42,39,79,394,0,0,0,0,0,0,0,3,10,0,5,0,3,0,4,27,0,0,0,0,3,3,3,4,9,3,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,3,4,14,0,0,0,0,0,9,44,0,0,0,0,0,0,0,0
205051101,0,0,0,0,5,0,3,12,84,61,35,12,23,10,24,265,0,0,0,0,0,6,8,8,24,4,10,4,0,0,11,76,0,0,0,0,0,0,3,0,4,0,3,0,0,0,4,23,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,17,0,0,0,0,6,3,16,17,19,12,6,0,3,0,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,128,5,3,0,3,12,20,48,64,240,255,217,147,120,85,259,1476,0,0,0,0,3,4,6,11,47,22,11,0,9,0,8,123,0,3,3,10,19,25,26,14,18,3,5,0,4,0,16,139,0,0,0,0,0,3,0,0,4,0,3,0,0,0,3,18,5,0,0,3,4,5,4,0,3,0,0,0,0,0,5,30,5,3,4,11,20,23,35,17,36,8,3,0,0,0,22,194,0,0,0,0,0,0,0,0
205051102,0,0,0,0,0,0,3,3,24,14,12,0,10,7,4,73,0,0,0,0,3,3,0,3,4,4,5,0,0,0,7,21,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,4,0,4,5,6,10,4,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,3,0,0,0,10,4,11,16,88,70,66,46,36,43,76,472,0,0,0,0,4,0,0,4,0,6,0,0,0,0,8,25,0,0,0,0,3,3,4,3,7,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,7,3,10,7,9,3,3,0,0,0,3,50,0,0,0,0,0,0,0,0
205051103,0,0,0,0,0,0,13,17,81,63,43,8,41,29,13,314,0,0,0,0,12,3,5,4,19,10,3,3,7,4,5,73,0,0,0,0,0,0,0,3,3,0,6,0,0,0,7,22,0,0,0,0,0,0,0,0,4,3,3,4,0,0,5,14,0,0,3,0,6,6,11,16,24,14,3,0,0,0,8,105,0,0,0,0,0,0,0,3,0,0,0,0,0,0,133,135,0,0,8,0,13,12,36,66,208,256,203,157,167,136,236,1494,0,0,0,0,3,4,10,19,45,30,18,4,3,6,12,157,0,3,3,3,13,20,24,29,23,12,3,0,0,0,29,172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,5,5,3,12,4,0,3,0,3,0,0,0,0,35,8,3,6,22,25,30,38,38,36,9,3,0,4,0,25,258,0,0,0,0,0,0,0,4
205051104,0,0,0,0,0,3,5,10,16,8,9,3,3,0,5,64,0,0,0,0,0,3,0,4,3,3,0,0,0,0,7,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,5,0,0,5,13,3,3,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,3,0,0,4,3,10,10,30,93,70,56,30,26,27,84,454,0,0,0,0,0,0,7,7,3,5,4,0,0,0,8,30,0,3,3,0,5,13,7,9,5,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,4,8,3,16,13,9,15,0,0,0,0,0,12,83,0,0,0,0,0,0,0,0
206011105,0,0,0,0,4,3,5,13,54,45,51,24,47,43,20,304,0,0,3,3,4,3,5,3,25,12,9,3,4,9,7,87,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,11,0,0,0,0,0,0,0,0,0,0,4,5,0,5,3,18,11,4,3,0,4,11,15,10,42,31,22,5,10,8,25,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,109,10,4,6,3,11,23,32,42,195,165,237,216,337,382,229,1884,0,0,0,0,3,8,8,15,39,32,35,14,10,10,20,180,0,0,3,4,7,11,6,21,32,13,4,3,3,3,7,126,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3,3,3,3,3,0,3,0,0,0,0,0,0,24,10,3,14,6,17,27,39,27,61,31,22,7,3,0,29,295,0,0,0,0,0,0,0,0
206011106,0,0,0,0,0,3,0,9,25,20,38,7,21,15,10,153,0,0,0,0,0,0,4,4,6,0,3,8,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,4,0,7,4,8,18,17,10,0,0,0,7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,60,6,0,0,4,3,6,15,30,76,83,120,92,150,167,96,850,0,0,0,0,0,0,3,3,19,26,9,5,5,3,12,95,0,0,3,3,3,8,7,19,14,7,0,3,0,0,4,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,7,0,4,6,9,6,12,23,17,9,12,3,3,0,14,120,0,0,0,0,0,0,0,0
206011107,0,0,0,0,0,3,8,18,38,40,47,13,34,25,7,230,0,0,0,3,5,13,3,5,14,7,4,3,7,9,5,79,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,3,3,4,12,11,7,22,23,10,7,5,0,15,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,63,9,9,3,7,14,28,25,45,126,148,165,128,202,248,138,1269,0,0,3,0,0,3,0,11,20,35,21,9,9,3,14,123,0,0,0,3,7,12,12,12,23,6,3,3,0,3,7,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,7,0,3,3,0,3,0,0,0,0,3,19,7,0,12,16,17,11,23,22,34,17,3,3,0,0,32,191,0,0,0,0,0,0,0,0
206011108,0,0,0,0,0,6,21,37,91,91,98,43,72,45,27,533,0,3,0,3,6,15,18,20,43,27,8,15,9,7,18,187,0,0,0,3,0,3,0,3,9,3,4,7,0,0,9,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,12,15,0,12,3,11,17,30,18,82,61,31,13,16,13,40,369,0,0,0,0,0,0,0,0,0,0,0,0,3,0,153,161,18,3,13,11,22,43,81,87,337,365,425,367,495,455,353,3074,0,0,0,0,7,0,8,17,51,41,37,13,21,7,26,226,0,0,5,3,3,14,18,25,37,20,15,4,4,0,16,161,0,0,0,0,0,3,0,4,3,0,0,0,0,0,3,17,4,0,0,3,7,6,0,5,3,0,0,0,0,0,3,40,12,9,14,9,21,34,46,39,110,41,21,10,8,3,50,420,0,0,0,0,0,0,0,0
206011109,0,0,0,0,0,0,3,11,34,61,52,22,42,27,19,274,0,0,0,0,0,3,0,6,15,8,5,10,3,0,6,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,6,0,0,0,0,4,11,5,13,13,10,4,10,0,8,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,63,7,0,0,0,3,11,21,32,122,169,212,198,266,244,158,1445,0,0,0,0,0,0,3,4,15,29,18,4,3,0,13,98,0,0,0,0,0,6,6,7,14,11,9,3,0,0,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,21,3,4,3,3,7,16,11,18,36,14,10,4,0,0,13,143,0,0,0,0,0,0,0,0
206021110,3,0,0,0,0,0,0,0,27,20,27,10,30,35,4,157,0,0,0,0,0,6,3,3,12,3,9,3,3,5,8,51,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,0,0,0,7,4,12,10,6,7,3,4,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,49,5,0,0,0,0,10,10,14,75,81,110,116,171,344,108,1049,0,0,0,0,0,3,0,6,11,16,15,10,14,3,10,80,0,0,0,0,5,3,15,5,15,14,4,4,0,0,4,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,7,4,4,6,16,18,10,0,3,3,3,6,97,0,0,0,0,0,0,0,0
206021111,0,0,0,0,0,0,3,7,51,63,75,23,69,82,17,381,0,0,4,0,3,3,8,5,22,21,13,4,15,4,9,112,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,18,6,3,3,8,6,6,9,13,42,34,20,9,7,12,38,218,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,136,9,9,7,8,13,19,33,43,184,223,294,262,504,781,311,2691,0,0,0,0,0,0,8,8,34,52,34,10,32,11,27,220,0,0,8,7,10,11,14,26,44,21,14,0,3,0,16,185,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,22,0,3,8,3,6,4,0,3,0,0,0,0,0,0,0,31,11,3,18,10,12,24,31,44,63,27,11,13,3,4,24,295,0,0,0,0,0,0,0,0
206021112,0,0,0,0,0,3,13,16,59,50,50,22,44,48,17,318,0,0,0,0,8,3,8,14,18,11,3,8,4,3,7,91,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,7,3,16,3,0,4,0,7,6,14,20,41,23,22,6,11,3,21,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,86,10,4,3,0,11,12,40,72,207,237,269,238,304,360,181,1962,0,0,0,0,0,4,4,12,41,21,28,6,12,3,21,160,0,0,6,8,3,22,15,10,34,16,9,3,3,0,16,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,5,0,3,0,3,4,0,0,0,0,0,0,20,9,3,14,12,21,25,34,17,47,19,17,6,3,3,16,248,0,0,0,0,0,0,0,0
206031113,0,0,0,0,0,4,11,12,21,38,51,15,41,49,18,273,0,0,3,0,0,3,6,5,12,15,4,3,0,7,4,66,0,0,0,0,0,0,0,4,0,3,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,9,6,3,10,29,17,13,3,5,3,17,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,83,8,3,11,0,23,13,31,43,100,134,196,173,278,457,182,1647,0,0,0,0,0,6,6,0,27,25,26,0,13,9,21,130,0,0,0,3,3,8,16,9,22,11,6,3,3,4,8,106,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,11,0,0,10,7,3,3,3,5,0,0,0,0,0,0,0,28,8,9,29,28,22,19,20,28,36,23,10,9,0,5,35,270,0,0,0,0,0,0,0,0
206031114,3,0,7,0,0,8,13,23,79,88,103,37,93,128,36,617,0,0,5,0,3,6,13,16,24,14,23,15,7,11,14,154,0,0,0,0,0,0,0,3,6,5,3,3,8,6,10,36,0,0,0,0,0,0,0,0,0,0,3,3,8,3,13,30,6,0,3,3,7,4,13,16,38,31,25,13,15,11,25,213,0,0,0,0,0,0,0,0,3,3,0,0,0,0,163,173,11,0,13,3,15,24,43,74,238,318,415,374,617,975,434,3557,0,0,0,0,0,0,7,15,56,59,57,19,28,20,41,303,0,3,0,0,4,13,28,30,43,21,10,3,7,0,14,180,0,0,0,0,0,0,0,0,4,6,3,4,0,0,3,23,0,3,3,3,3,5,4,0,8,3,0,0,0,0,3,39,11,0,3,9,19,26,32,27,53,23,22,9,4,7,32,279,0,0,0,0,0,0,0,0
206031115,0,0,0,0,3,0,9,8,32,19,21,3,15,10,6,124,0,0,3,0,0,3,9,8,14,8,8,0,0,0,4,62,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,3,3,0,8,8,7,8,20,18,7,0,0,3,13,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,14,4,10,6,12,24,31,39,86,69,70,68,98,145,85,744,0,0,3,0,0,0,4,9,8,10,12,5,7,3,13,66,0,0,8,3,9,16,7,12,11,5,3,0,0,0,3,84,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,3,0,10,0,4,4,5,0,3,0,0,0,0,0,3,41,20,10,22,15,40,14,19,18,34,6,8,5,0,0,39,258,0,0,0,0,0,0,0,0
206031116,0,0,0,0,0,0,7,10,35,58,54,27,67,63,18,340,0,0,0,0,0,0,9,9,8,16,10,5,6,15,3,75,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,6,9,4,22,0,3,3,0,3,8,3,8,19,16,13,8,4,6,15,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,3,3,3,0,10,8,21,29,112,146,183,194,293,514,206,1730,0,0,0,0,0,0,0,7,21,28,27,9,10,7,12,120,0,0,0,0,4,13,13,4,19,8,3,3,3,3,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,5,4,7,4,11,15,14,17,29,18,7,8,3,0,17,166,0,0,0,0,0,0,0,0
206041117,0,0,0,0,4,3,5,5,7,30,12,4,16,21,9,116,0,0,0,3,0,5,0,8,9,0,7,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,12,8,10,10,12,4,3,0,0,3,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,8,8,3,3,24,14,19,29,50,51,46,34,48,95,83,510,0,0,0,0,0,6,0,8,14,11,8,3,7,0,6,69,0,0,3,0,6,11,6,8,7,3,3,3,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,3,3,0,0,0,0,0,0,0,0,7,36,17,8,24,18,19,24,29,13,42,7,3,3,5,0,36,248,0,0,0,0,0,0,0,0
206041118,0,0,0,0,0,3,0,0,23,76,58,13,25,12,3,219,0,0,0,3,0,3,0,0,10,3,3,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,9,9,0,6,0,0,3,0,4,12,5,5,3,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,9,3,9,4,0,8,6,12,52,104,106,51,93,118,69,645,0,0,3,0,0,0,4,8,22,9,16,6,12,10,7,87,0,0,0,3,0,4,3,0,8,4,3,0,3,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,6,3,4,9,3,7,8,7,4,3,0,0,12,78,0,0,0,0,0,0,0,0
206041119,0,0,0,0,0,0,0,0,0,4,11,3,16,17,5,56,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,4,0,0,0,0,0,0,0,8,13,27,23,50,102,32,262,0,0,0,0,0,0,0,0,3,3,3,3,3,6,4,29,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,5,7,26,0,0,0,0,0,0,0,0
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,0,0,0,0,11,18,36,28,11,32,31,7,171,0,0,0,3,3,3,7,10,5,3,5,3,5,0,3,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,7,4,5,7,4,0,3,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,4,0,7,6,3,20,27,63,91,103,113,190,261,71,955,0,0,0,0,0,0,0,4,14,18,11,4,10,8,9,74,0,0,7,0,3,9,11,3,18,6,3,3,0,0,5,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,16,6,3,8,10,14,12,11,20,16,4,7,0,0,0,17,138,0,0,0,0,0,0,0,0
206041122,5,0,0,0,0,4,5,17,57,108,76,10,24,15,10,332,0,0,0,3,4,6,7,4,7,5,0,3,3,0,7,44,0,0,0,0,0,0,0,0,3,7,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,3,0,8,3,20,9,3,3,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,16,0,8,4,14,13,19,35,111,153,129,51,96,98,104,850,0,0,3,0,4,5,6,4,17,15,10,11,11,7,11,99,0,0,3,6,0,10,8,4,13,8,0,0,4,0,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,15,68,13,15,9,14,8,9,9,22,12,3,3,4,4,14,212,0,0,0,0,0,0,0,0
206041123,0,0,0,0,3,5,6,4,38,32,42,7,24,24,8,203,0,0,0,3,3,10,11,11,7,5,10,0,4,5,5,65,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,17,8,0,3,0,9,7,10,9,12,9,7,3,3,0,5,92,0,0,0,0,0,0,0,3,3,0,0,0,0,0,81,91,8,4,3,7,21,23,29,36,93,77,125,91,153,236,140,1045,3,0,0,0,0,0,8,9,31,26,23,0,6,5,13,129,0,0,3,3,3,9,8,14,23,6,0,0,6,0,9,94,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,3,5,3,3,3,3,3,3,3,0,0,0,0,4,37,22,6,29,19,27,23,23,22,28,7,9,0,4,0,16,240,0,0,0,0,0,0,0,0
206041124,0,0,0,0,0,0,0,9,9,7,12,6,3,11,0,55,0,0,0,0,0,6,0,0,3,0,3,0,3,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,3,0,3,0,0,4,3,9,18,18,42,22,43,91,50,307,0,0,0,0,0,0,0,3,4,3,5,0,3,0,4,23,0,0,0,0,0,8,4,3,3,0,3,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,7,8,6,3,0,0,0,0,3,39,0,0,0,0,0,0,0,0
