SA4_NAME16	Year	IndustryOfEmployment	workers
No usual address (ACT)	2011	Public administration and safety	66
No usual address (ACT)	2011	Rental hiring and real estate services	0
No usual address (ACT)	2011	Retail trade	16
No usual address (ACT)	2011	Transport postal and warehousing	3
No usual address (ACT)	2011	Wholesale trade	3
No usual address (ACT)	2016		11
No usual address (ACT)	2016	Accommodation and food services	11
No usual address (ACT)	2016	Administrative and support services	6
No usual address (ACT)	2016	Agriculture forestry and fishing	0
No usual address (ACT)	2016	Arts and recreation services	8
No usual address (ACT)	2016	Construction	18
No usual address (ACT)	2016	Education and training	15
No usual address (ACT)	2016	Electricity gas water and waste services	0
No usual address (ACT)	2016	Financial and insurance services	3
No usual address (ACT)	2016	Health care and social assistance	23
No usual address (ACT)	2016	Information media and telecommunications	5
No usual address (ACT)	2016	Manufacturing	4
No usual address (ACT)	2016	Mining	0
No usual address (ACT)	2016	Other services	5
No usual address (ACT)	2016	Professional scientific and technical services	7
No usual address (ACT)	2016	Public administration and safety	56
No usual address (ACT)	2016	Rental hiring and real estate services	0
No usual address (ACT)	2016	Retail trade	19
No usual address (ACT)	2016	Transport postal and warehousing	8
No usual address (ACT)	2016	Wholesale trade	0
Other Territories	2006		69
Other Territories	2006	Accommodation and food services	65
Other Territories	2006	Administrative and support services	34
Other Territories	2006	Agriculture forestry and fishing	5
Other Territories	2006	Arts and recreation services	26
Other Territories	2006	Construction	116
Other Territories	2006	Education and training	111
Other Territories	2006	Electricity gas water and waste services	28
Other Territories	2006	Financial and insurance services	6
Other Territories	2006	Health care and social assistance	63
Other Territories	2006	Information media and telecommunications	8
Other Territories	2006	Manufacturing	26
Other Territories	2006	Mining	98
Other Territories	2006	Other services	24
Other Territories	2006	Professional scientific and technical services	16
Other Territories	2006	Public administration and safety	223
Other Territories	2006	Rental hiring and real estate services	4
Other Territories	2006	Retail trade	36
Other Territories	2006	Transport postal and warehousing	67
Other Territories	2006	Wholesale trade	12
Other Territories	2011		19
Other Territories	2011	Accommodation and food services	44
Other Territories	2011	Administrative and support services	60
Other Territories	2011	Agriculture forestry and fishing	0
Other Territories	2011	Arts and recreation services	25
Other Territories	2011	Construction	72
Other Territories	2011	Education and training	112
Other Territories	2011	Electricity gas water and waste services	32
Other Territories	2011	Financial and insurance services	4
Other Territories	2011	Health care and social assistance	60
Other Territories	2011	Information media and telecommunications	3
Other Territories	2011	Manufacturing	8
Other Territories	2011	Mining	135
Other Territories	2011	Other services	23
Other Territories	2011	Professional scientific and technical services	34
Other Territories	2011	Public administration and safety	359
Other Territories	2011	Rental hiring and real estate services	8
Other Territories	2011	Retail trade	84
Other Territories	2011	Transport postal and warehousing	62
Other Territories	2011	Wholesale trade	16
Other Territories	2016		111
Other Territories	2016	Accommodation and food services	251
Other Territories	2016	Administrative and support services	116
Other Territories	2016	Agriculture forestry and fishing	34
Other Territories	2016	Arts and recreation services	74
Other Territories	2016	Construction	141
Other Territories	2016	Education and training	159
Other Territories	2016	Electricity gas water and waste services	41
Other Territories	2016	Financial and insurance services	18
Other Territories	2016	Health care and social assistance	109
Other Territories	2016	Information media and telecommunications	15
Other Territories	2016	Manufacturing	43
Other Territories	2016	Mining	149
Other Territories	2016	Other services	58
Other Territories	2016	Professional scientific and technical services	48
Other Territories	2016	Public administration and safety	431
Other Territories	2016	Rental hiring and real estate services	28
Other Territories	2016	Retail trade	184
Other Territories	2016	Transport postal and warehousing	103
Other Territories	2016	Wholesale trade	21
Migratory - Offshore - Shipping (OT)	2006		0
Migratory - Offshore - Shipping (OT)	2006	Accommodation and food services	0
Migratory - Offshore - Shipping (OT)	2006	Administrative and support services	0
Migratory - Offshore - Shipping (OT)	2006	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (OT)	2006	Arts and recreation services	0
Migratory - Offshore - Shipping (OT)	2006	Construction	0
Migratory - Offshore - Shipping (OT)	2006	Education and training	0
Migratory - Offshore - Shipping (OT)	2006	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (OT)	2006	Financial and insurance services	0
Migratory - Offshore - Shipping (OT)	2006	Health care and social assistance	0
Migratory - Offshore - Shipping (OT)	2006	Information media and telecommunications	0
Migratory - Offshore - Shipping (OT)	2006	Manufacturing	0
Migratory - Offshore - Shipping (OT)	2006	Mining	0
Migratory - Offshore - Shipping (OT)	2006	Other services	0
Migratory - Offshore - Shipping (OT)	2006	Professional scientific and technical services	0
Migratory - Offshore - Shipping (OT)	2006	Public administration and safety	0
Migratory - Offshore - Shipping (OT)	2006	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (OT)	2006	Retail trade	0
Migratory - Offshore - Shipping (OT)	2006	Transport postal and warehousing	0
Migratory - Offshore - Shipping (OT)	2006	Wholesale trade	0
Migratory - Offshore - Shipping (OT)	2011		0
Migratory - Offshore - Shipping (OT)	2011	Accommodation and food services	0
Migratory - Offshore - Shipping (OT)	2011	Administrative and support services	0
Migratory - Offshore - Shipping (OT)	2011	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (OT)	2011	Arts and recreation services	0
Migratory - Offshore - Shipping (OT)	2011	Construction	0
Migratory - Offshore - Shipping (OT)	2011	Education and training	0
Migratory - Offshore - Shipping (OT)	2011	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (OT)	2011	Financial and insurance services	0
Migratory - Offshore - Shipping (OT)	2011	Health care and social assistance	0
Migratory - Offshore - Shipping (OT)	2011	Information media and telecommunications	0
Migratory - Offshore - Shipping (OT)	2011	Manufacturing	0
Migratory - Offshore - Shipping (OT)	2011	Mining	0
Migratory - Offshore - Shipping (OT)	2011	Other services	0
Migratory - Offshore - Shipping (OT)	2011	Professional scientific and technical services	0
Migratory - Offshore - Shipping (OT)	2011	Public administration and safety	0
Migratory - Offshore - Shipping (OT)	2011	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (OT)	2011	Retail trade	0
Migratory - Offshore - Shipping (OT)	2011	Transport postal and warehousing	0
Migratory - Offshore - Shipping (OT)	2011	Wholesale trade	0
Migratory - Offshore - Shipping (OT)	2016		0
Migratory - Offshore - Shipping (OT)	2016	Accommodation and food services	0
Migratory - Offshore - Shipping (OT)	2016	Administrative and support services	0
Migratory - Offshore - Shipping (OT)	2016	Agriculture forestry and fishing	0
Migratory - Offshore - Shipping (OT)	2016	Arts and recreation services	0
Migratory - Offshore - Shipping (OT)	2016	Construction	0
Migratory - Offshore - Shipping (OT)	2016	Education and training	0
Migratory - Offshore - Shipping (OT)	2016	Electricity gas water and waste services	0
Migratory - Offshore - Shipping (OT)	2016	Financial and insurance services	0
Migratory - Offshore - Shipping (OT)	2016	Health care and social assistance	0
Migratory - Offshore - Shipping (OT)	2016	Information media and telecommunications	0
Migratory - Offshore - Shipping (OT)	2016	Manufacturing	0
Migratory - Offshore - Shipping (OT)	2016	Mining	0
Migratory - Offshore - Shipping (OT)	2016	Other services	0
Migratory - Offshore - Shipping (OT)	2016	Professional scientific and technical services	0
Migratory - Offshore - Shipping (OT)	2016	Public administration and safety	0
Migratory - Offshore - Shipping (OT)	2016	Rental hiring and real estate services	0
Migratory - Offshore - Shipping (OT)	2016	Retail trade	0
Migratory - Offshore - Shipping (OT)	2016	Transport postal and warehousing	3
Migratory - Offshore - Shipping (OT)	2016	Wholesale trade	0
No usual address (OT)	2006		0
No usual address (OT)	2006	Accommodation and food services	0
No usual address (OT)	2006	Administrative and support services	0
No usual address (OT)	2006	Agriculture forestry and fishing	0
No usual address (OT)	2006	Arts and recreation services	3
No usual address (OT)	2006	Construction	0
No usual address (OT)	2006	Education and training	0
No usual address (OT)	2006	Electricity gas water and waste services	0
No usual address (OT)	2006	Financial and insurance services	0
No usual address (OT)	2006	Health care and social assistance	0
No usual address (OT)	2006	Information media and telecommunications	0
No usual address (OT)	2006	Manufacturing	0
No usual address (OT)	2006	Mining	0
No usual address (OT)	2006	Other services	0
No usual address (OT)	2006	Professional scientific and technical services	0
No usual address (OT)	2006	Public administration and safety	8
No usual address (OT)	2006	Rental hiring and real estate services	0
No usual address (OT)	2006	Retail trade	0
No usual address (OT)	2006	Transport postal and warehousing	0
No usual address (OT)	2006	Wholesale trade	0
No usual address (OT)	2011		0
No usual address (OT)	2011	Accommodation and food services	0
No usual address (OT)	2011	Administrative and support services	0
No usual address (OT)	2011	Agriculture forestry and fishing	0
No usual address (OT)	2011	Arts and recreation services	0
No usual address (OT)	2011	Construction	0
No usual address (OT)	2011	Education and training	3
No usual address (OT)	2011	Electricity gas water and waste services	0
No usual address (OT)	2011	Financial and insurance services	0
No usual address (OT)	2011	Health care and social assistance	4
No usual address (OT)	2011	Information media and telecommunications	0
No usual address (OT)	2011	Manufacturing	0
No usual address (OT)	2011	Mining	0
No usual address (OT)	2011	Other services	0
No usual address (OT)	2011	Professional scientific and technical services	0
No usual address (OT)	2011	Public administration and safety	14
No usual address (OT)	2011	Rental hiring and real estate services	0
No usual address (OT)	2011	Retail trade	0
No usual address (OT)	2011	Transport postal and warehousing	0
No usual address (OT)	2011	Wholesale trade	0
No usual address (OT)	2016		0
No usual address (OT)	2016	Accommodation and food services	0
No usual address (OT)	2016	Administrative and support services	0
No usual address (OT)	2016	Agriculture forestry and fishing	0
No usual address (OT)	2016	Arts and recreation services	0
No usual address (OT)	2016	Construction	0
No usual address (OT)	2016	Education and training	0
