SA4_NAME16	Year	Age.min	Sex	persons
Capital Region	2006	75	F	695
Capital Region	2006	75	M	671
Capital Region	2006	76	F	717
Capital Region	2006	76	M	621
Capital Region	2006	77	F	678
Capital Region	2006	77	M	602
Capital Region	2006	78	F	621
Capital Region	2006	78	M	565
Capital Region	2006	79	F	588
Capital Region	2006	79	M	531
Capital Region	2011			9301
Capital Region	2011	0	F	1143
Capital Region	2011	0	M	1248
Capital Region	2011	1	F	1192
Capital Region	2011	1	M	1266
Capital Region	2011	2	F	1250
Capital Region	2011	2	M	1325
Capital Region	2011	3	F	1284
Capital Region	2011	3	M	1380
Capital Region	2011	4	F	1291
Capital Region	2011	4	M	1374
Capital Region	2011	5	F	1251
Capital Region	2011	5	M	1375
Capital Region	2011	6	F	1217
Capital Region	2011	6	M	1298
Capital Region	2011	7	F	1249
Capital Region	2011	7	M	1309
Capital Region	2011	8	F	1219
Capital Region	2011	8	M	1305
Capital Region	2011	9	F	1286
Capital Region	2011	9	M	1297
Capital Region	2011	10	F	1415
Capital Region	2011	10	M	1432
Capital Region	2011	11	F	1363
Capital Region	2011	11	M	1418
Capital Region	2011	12	F	1446
Capital Region	2011	12	M	1549
Capital Region	2011	13	F	1420
Capital Region	2011	13	M	1382
Capital Region	2011	14	F	1368
Capital Region	2011	14	M	1466
Capital Region	2011	15	F	1337
Capital Region	2011	15	M	1501
Capital Region	2011	16	F	1390
Capital Region	2011	16	M	1511
Capital Region	2011	17	F	1427
Capital Region	2011	17	M	1443
Capital Region	2011	18	F	1214
Capital Region	2011	18	M	1338
Capital Region	2011	19	F	950
Capital Region	2011	19	M	1149
Capital Region	2011	20	F	967
Capital Region	2011	20	M	1068
Capital Region	2011	21	F	945
Capital Region	2011	21	M	1012
Capital Region	2011	22	F	926
Capital Region	2011	22	M	946
Capital Region	2011	23	F	906
Capital Region	2011	23	M	994
Capital Region	2011	24	F	902
Capital Region	2011	24	M	958
Capital Region	2011	25	F	983
Capital Region	2011	25	M	1000
Capital Region	2011	26	F	914
Capital Region	2011	26	M	1011
Capital Region	2011	27	F	985
Capital Region	2011	27	M	942
Capital Region	2011	28	F	1012
Capital Region	2011	28	M	961
Capital Region	2011	29	F	1015
Capital Region	2011	29	M	984
Capital Region	2011	30	F	1075
Capital Region	2011	30	M	957
Capital Region	2011	31	F	1024
Capital Region	2011	31	M	944
Capital Region	2011	32	F	1122
Capital Region	2011	32	M	964
Capital Region	2011	33	F	1077
Capital Region	2011	33	M	1018
Capital Region	2011	34	F	1155
Capital Region	2011	34	M	993
Capital Region	2011	35	F	1138
Capital Region	2011	35	M	1175
Capital Region	2011	36	F	1230
Capital Region	2011	36	M	1244
Capital Region	2011	37	F	1296
Capital Region	2011	37	M	1224
Capital Region	2011	38	F	1375
Capital Region	2011	38	M	1297
Capital Region	2011	39	F	1475
Capital Region	2011	39	M	1377
Capital Region	2011	40	F	1565
Capital Region	2011	40	M	1456
Capital Region	2011	41	F	1558
Capital Region	2011	41	M	1350
Capital Region	2011	42	F	1527
Capital Region	2011	42	M	1415
Capital Region	2011	43	F	1443
Capital Region	2011	43	M	1438
Capital Region	2011	44	F	1477
Capital Region	2011	44	M	1453
Capital Region	2011	45	F	1429
Capital Region	2011	45	M	1458
Capital Region	2011	46	F	1420
Capital Region	2011	46	M	1511
Capital Region	2011	47	F	1506
Capital Region	2011	47	M	1538
Capital Region	2011	48	F	1634
Capital Region	2011	48	M	1558
Capital Region	2011	49	F	1620
Capital Region	2011	49	M	1608
Capital Region	2011	50	F	1663
Capital Region	2011	50	M	1621
Capital Region	2011	51	F	1544
Capital Region	2011	51	M	1590
Capital Region	2011	52	F	1620
Capital Region	2011	52	M	1627
Capital Region	2011	53	F	1568
Capital Region	2011	53	M	1540
Capital Region	2011	54	F	1525
Capital Region	2011	54	M	1544
Capital Region	2011	55	F	1470
Capital Region	2011	55	M	1516
Capital Region	2011	56	F	1491
Capital Region	2011	56	M	1516
Capital Region	2011	57	F	1488
Capital Region	2011	57	M	1521
Capital Region	2011	58	F	1568
Capital Region	2011	58	M	1483
Capital Region	2011	59	F	1523
Capital Region	2011	59	M	1403
Capital Region	2011	60	F	1435
Capital Region	2011	60	M	1521
Capital Region	2011	61	F	1437
Capital Region	2011	61	M	1532
Capital Region	2011	62	F	1416
Capital Region	2011	62	M	1499
Capital Region	2011	63	F	1439
Capital Region	2011	63	M	1488
Capital Region	2011	64	F	1559
Capital Region	2011	64	M	1638
Capital Region	2011	65	F	1227
Capital Region	2011	65	M	1299
Capital Region	2011	66	F	1226
Capital Region	2011	66	M	1240
Capital Region	2011	67	F	1172
Capital Region	2011	67	M	1218
Capital Region	2011	68	F	1081
Capital Region	2011	68	M	1093
Capital Region	2011	69	F	1093
Capital Region	2011	69	M	1082
Capital Region	2011	70	F	979
Capital Region	2011	70	M	1011
Capital Region	2011	71	F	927
Capital Region	2011	71	M	988
Capital Region	2011	72	F	874
Capital Region	2011	72	M	919
Capital Region	2011	73	F	842
Capital Region	2011	73	M	854
Capital Region	2011	74	F	741
Capital Region	2011	74	M	784
Capital Region	2011	75	F	743
Capital Region	2011	75	M	744
Capital Region	2011	76	F	736
Capital Region	2011	76	M	666
Capital Region	2011	77	F	642
Capital Region	2011	77	M	575
Capital Region	2011	78	F	596
Capital Region	2011	78	M	582
Capital Region	2011	79	F	615
Capital Region	2011	79	M	555
Capital Region	2016			10583
Capital Region	2016	0	F	1090
Capital Region	2016	0	M	1148
Capital Region	2016	1	F	1096
Capital Region	2016	1	M	1203
Capital Region	2016	2	F	1151
Capital Region	2016	2	M	1267
Capital Region	2016	3	F	1176
Capital Region	2016	3	M	1264
Capital Region	2016	4	F	1133
Capital Region	2016	4	M	1336
Capital Region	2016	5	F	1198
Capital Region	2016	5	M	1361
Capital Region	2016	6	F	1310
Capital Region	2016	6	M	1412
Capital Region	2016	7	F	1335
Capital Region	2016	7	M	1421
Capital Region	2016	8	F	1327
Capital Region	2016	8	M	1432
Capital Region	2016	9	F	1377
Capital Region	2016	9	M	1405
Capital Region	2016	10	F	1345
Capital Region	2016	10	M	1456
Capital Region	2016	11	F	1318
Capital Region	2016	11	M	1376
Capital Region	2016	12	F	1247
Capital Region	2016	12	M	1357
Capital Region	2016	13	F	1249
Capital Region	2016	13	M	1322
Capital Region	2016	14	F	1302
Capital Region	2016	14	M	1348
Capital Region	2016	15	F	1343
Capital Region	2016	15	M	1375
Capital Region	2016	16	F	1283
Capital Region	2016	16	M	1356
Capital Region	2016	17	F	1310
Capital Region	2016	17	M	1380
Capital Region	2016	18	F	1189
Capital Region	2016	18	M	1246
Capital Region	2016	19	F	1049
Capital Region	2016	19	M	1134
Capital Region	2016	20	F	971
Capital Region	2016	20	M	1113
Capital Region	2016	21	F	933
Capital Region	2016	21	M	1071
Capital Region	2016	22	F	1037
Capital Region	2016	22	M	1064
Capital Region	2016	23	F	1029
Capital Region	2016	23	M	1039
Capital Region	2016	24	F	1039
Capital Region	2016	24	M	1057
Capital Region	2016	25	F	1052
Capital Region	2016	25	M	1051
Capital Region	2016	26	F	1084
Capital Region	2016	26	M	1073
Capital Region	2016	27	F	1117
Capital Region	2016	27	M	1069
Capital Region	2016	28	F	1084
Capital Region	2016	28	M	1122
Capital Region	2016	29	F	1085
Capital Region	2016	29	M	1060
Capital Region	2016	30	F	1221
Capital Region	2016	30	M	1152
Capital Region	2016	31	F	1141
Capital Region	2016	31	M	1167
Capital Region	2016	32	F	1135
Capital Region	2016	32	M	1119
Capital Region	2016	33	F	1166
Capital Region	2016	33	M	1082
Capital Region	2016	34	F	1200
Capital Region	2016	34	M	1145
Capital Region	2016	35	F	1215
Capital Region	2016	35	M	1162
Capital Region	2016	36	F	1143
Capital Region	2016	36	M	1102
Capital Region	2016	37	F	1205
Capital Region	2016	37	M	1080
Capital Region	2016	38	F	1201
Capital Region	2016	38	M	1100
Capital Region	2016	39	F	1211
Capital Region	2016	39	M	1158
Capital Region	2016	40	F	1239
Capital Region	2016	40	M	1334
Capital Region	2016	41	F	1336
Capital Region	2016	41	M	1303
Capital Region	2016	42	F	1347
Capital Region	2016	42	M	1367
Capital Region	2016	43	F	1459
Capital Region	2016	43	M	1431
Capital Region	2016	44	F	1568
Capital Region	2016	44	M	1457
Capital Region	2016	45	F	1682
Capital Region	2016	45	M	1614
Capital Region	2016	46	F	1609
Capital Region	2016	46	M	1447
Capital Region	2016	47	F	1559
Capital Region	2016	47	M	1481
Capital Region	2016	48	F	1518
Capital Region	2016	48	M	1503
Capital Region	2016	49	F	1547
Capital Region	2016	49	M	1438
Capital Region	2016	50	F	1472
Capital Region	2016	50	M	1486
Capital Region	2016	51	F	1504
Capital Region	2016	51	M	1555
Capital Region	2016	52	F	1641
Capital Region	2016	52	M	1652
Capital Region	2016	53	F	1726
Capital Region	2016	53	M	1683
Capital Region	2016	54	F	1757
Capital Region	2016	54	M	1642
Capital Region	2016	55	F	1728
Capital Region	2016	55	M	1711
Capital Region	2016	56	F	1713
Capital Region	2016	56	M	1656
Capital Region	2016	57	F	1680
Capital Region	2016	57	M	1683
Capital Region	2016	58	F	1642
Capital Region	2016	58	M	1648
Capital Region	2016	59	F	1643
Capital Region	2016	59	M	1645
Capital Region	2016	60	F	1556
Capital Region	2016	60	M	1632
Capital Region	2016	61	F	1611
Capital Region	2016	61	M	1595
Capital Region	2016	62	F	1618
Capital Region	2016	62	M	1577
Capital Region	2016	63	F	1649
Capital Region	2016	63	M	1531
Capital Region	2016	64	F	1648
Capital Region	2016	64	M	1564
Capital Region	2016	65	F	1517
Capital Region	2016	65	M	1541
Capital Region	2016	66	F	1484
Capital Region	2016	66	M	1666
Capital Region	2016	67	F	1476
Capital Region	2016	67	M	1545
Capital Region	2016	68	F	1432
Capital Region	2016	68	M	1509
Capital Region	2016	69	F	1521
Capital Region	2016	69	M	1655
Capital Region	2016	70	F	1170
Capital Region	2016	70	M	1241
Capital Region	2016	71	F	1215
Capital Region	2016	71	M	1152
Capital Region	2016	72	F	1143
Capital Region	2016	72	M	1143
Capital Region	2016	73	F	1042
Capital Region	2016	73	M	1053
Capital Region	2016	74	F	1046
Capital Region	2016	74	M	1007
Capital Region	2016	75	F	926
Capital Region	2016	75	M	950
Capital Region	2016	76	F	881
Capital Region	2016	76	M	858
Capital Region	2016	77	F	760
Capital Region	2016	77	M	812
Capital Region	2016	78	F	736
Capital Region	2016	78	M	688
Capital Region	2016	79	F	696
Capital Region	2016	79	M	626
Central Coast	2006			16312
Central Coast	2006	0	F	1767
Central Coast	2006	0	M	1905
Central Coast	2006	1	F	1825
Central Coast	2006	1	M	1880
Central Coast	2006	2	F	1771
Central Coast	2006	2	M	1899
Central Coast	2006	3	F	1802
Central Coast	2006	3	M	1950
Central Coast	2006	4	F	1794
Central Coast	2006	4	M	1915
Central Coast	2006	5	F	1954
Central Coast	2006	5	M	1978
Central Coast	2006	6	F	2029
Central Coast	2006	6	M	2030
Central Coast	2006	7	F	2021
Central Coast	2006	7	M	2061
Central Coast	2006	8	F	2058
Central Coast	2006	8	M	2071
Central Coast	2006	9	F	2090
Central Coast	2006	9	M	2127
Central Coast	2006	10	F	1958
Central Coast	2006	10	M	2229
Central Coast	2006	11	F	2120
Central Coast	2006	11	M	2292
Central Coast	2006	12	F	2183
Central Coast	2006	12	M	2295
Central Coast	2006	13	F	2155
Central Coast	2006	13	M	2234
Central Coast	2006	14	F	2198
Central Coast	2006	14	M	2292
Central Coast	2006	15	F	2181
Central Coast	2006	15	M	2234
Central Coast	2006	16	F	2115
Central Coast	2006	16	M	2236
Central Coast	2006	17	F	1905
Central Coast	2006	17	M	2126
Central Coast	2006	18	F	1860
Central Coast	2006	18	M	1957
Central Coast	2006	19	F	1788
Central Coast	2006	19	M	1891
Central Coast	2006	20	F	1679
Central Coast	2006	20	M	1735
Central Coast	2006	21	F	1606
Central Coast	2006	21	M	1652
Central Coast	2006	22	F	1545
Central Coast	2006	22	M	1587
Central Coast	2006	23	F	1506
Central Coast	2006	23	M	1529
Central Coast	2006	24	F	1446
Central Coast	2006	24	M	1442
Central Coast	2006	25	F	1484
Central Coast	2006	25	M	1442
Central Coast	2006	26	F	1393
Central Coast	2006	26	M	1422
Central Coast	2006	27	F	1484
Central Coast	2006	27	M	1382
Central Coast	2006	28	F	1482
Central Coast	2006	28	M	1411
Central Coast	2006	29	F	1466
Central Coast	2006	29	M	1404
Central Coast	2006	30	F	1645
Central Coast	2006	30	M	1398
Central Coast	2006	31	F	1739
Central Coast	2006	31	M	1601
Central Coast	2006	32	F	1767
Central Coast	2006	32	M	1719
Central Coast	2006	33	F	1877
Central Coast	2006	33	M	1744
Central Coast	2006	34	F	2086
Central Coast	2006	34	M	1867
Central Coast	2006	35	F	2259
Central Coast	2006	35	M	1995
Central Coast	2006	36	F	2000
Central Coast	2006	36	M	1818
Central Coast	2006	37	F	2076
Central Coast	2006	37	M	1804
Central Coast	2006	38	F	1941
Central Coast	2006	38	M	1757
Central Coast	2006	39	F	2041
Central Coast	2006	39	M	1909
Central Coast	2006	40	F	2041
Central Coast	2006	40	M	1907
Central Coast	2006	41	F	2040
Central Coast	2006	41	M	1904
Central Coast	2006	42	F	2193
Central Coast	2006	42	M	2045
Central Coast	2006	43	F	2292
Central Coast	2006	43	M	2029
Central Coast	2006	44	F	2374
Central Coast	2006	44	M	2237
Central Coast	2006	45	F	2370
Central Coast	2006	45	M	2116
Central Coast	2006	46	F	2320
Central Coast	2006	46	M	1994
Central Coast	2006	47	F	2116
Central Coast	2006	47	M	2075
Central Coast	2006	48	F	2199
Central Coast	2006	48	M	2062
Central Coast	2006	49	F	2112
Central Coast	2006	49	M	2026
Central Coast	2006	50	F	2057
Central Coast	2006	50	M	2009
Central Coast	2006	51	F	2054
Central Coast	2006	51	M	1873
Central Coast	2006	52	F	1894
Central Coast	2006	52	M	1866
Central Coast	2006	53	F	1955
Central Coast	2006	53	M	1872
Central Coast	2006	54	F	1847
Central Coast	2006	54	M	1827
Central Coast	2006	55	F	1776
Central Coast	2006	55	M	1788
Central Coast	2006	56	F	1859
Central Coast	2006	56	M	1642
Central Coast	2006	57	F	1749
Central Coast	2006	57	M	1641
Central Coast	2006	58	F	1931
Central Coast	2006	58	M	1730
Central Coast	2006	59	F	2034
Central Coast	2006	59	M	1922
Central Coast	2006	60	F	1731
Central Coast	2006	60	M	1585
Central Coast	2006	61	F	1674
Central Coast	2006	61	M	1548
Central Coast	2006	62	F	1683
Central Coast	2006	62	M	1563
Central Coast	2006	63	F	1468
Central Coast	2006	63	M	1410
Central Coast	2006	64	F	1558
Central Coast	2006	64	M	1349
Central Coast	2006	65	F	1544
Central Coast	2006	65	M	1351
Central Coast	2006	66	F	1388
Central Coast	2006	66	M	1360
Central Coast	2006	67	F	1454
Central Coast	2006	67	M	1305
Central Coast	2006	68	F	1411
Central Coast	2006	68	M	1195
Central Coast	2006	69	F	1425
Central Coast	2006	69	M	1223
Central Coast	2006	70	F	1355
Central Coast	2006	70	M	1185
Central Coast	2006	71	F	1410
Central Coast	2006	71	M	1135
Central Coast	2006	72	F	1299
Central Coast	2006	72	M	1148
Central Coast	2006	73	F	1277
Central Coast	2006	73	M	1096
Central Coast	2006	74	F	1309
Central Coast	2006	74	M	1118
Central Coast	2006	75	F	1337
Central Coast	2006	75	M	1117
Central Coast	2006	76	F	1371
Central Coast	2006	76	M	1104
Central Coast	2006	77	F	1323
Central Coast	2006	77	M	1083
Central Coast	2006	78	F	1383
Central Coast	2006	78	M	1026
Central Coast	2006	79	F	1277
Central Coast	2006	79	M	973
Central Coast	2011			18491
Central Coast	2011	0	F	1819
Central Coast	2011	0	M	1891
Central Coast	2011	1	F	1893
Central Coast	2011	1	M	1895
Central Coast	2011	2	F	1890
Central Coast	2011	2	M	2107
Central Coast	2011	3	F	1958
Central Coast	2011	3	M	2110
Central Coast	2011	4	F	2048
Central Coast	2011	4	M	2163
Central Coast	2011	5	F	1980
Central Coast	2011	5	M	2115
Central Coast	2011	6	F	1984
Central Coast	2011	6	M	2079
Central Coast	2011	7	F	1895
Central Coast	2011	7	M	2012
Central Coast	2011	8	F	1937
Central Coast	2011	8	M	2012
Central Coast	2011	9	F	1855
Central Coast	2011	9	M	2062
Central Coast	2011	10	F	2047
Central Coast	2011	10	M	2054
Central Coast	2011	11	F	2063
Central Coast	2011	11	M	2035
Central Coast	2011	12	F	2080
Central Coast	2011	12	M	2098
Central Coast	2011	13	F	2117
Central Coast	2011	13	M	2149
Central Coast	2011	14	F	2149
Central Coast	2011	14	M	2212
Central Coast	2011	15	F	2023
Central Coast	2011	15	M	2246
Central Coast	2011	16	F	2086
Central Coast	2011	16	M	2306
Central Coast	2011	17	F	2141
Central Coast	2011	17	M	2242
Central Coast	2011	18	F	1996
Central Coast	2011	18	M	2102
Central Coast	2011	19	F	1913
Central Coast	2011	19	M	2019
Central Coast	2011	20	F	1848
Central Coast	2011	20	M	1909
Central Coast	2011	21	F	1701
Central Coast	2011	21	M	1919
Central Coast	2011	22	F	1600
Central Coast	2011	22	M	1724
Central Coast	2011	23	F	1608
Central Coast	2011	23	M	1614
Central Coast	2011	24	F	1692
Central Coast	2011	24	M	1566
Central Coast	2011	25	F	1654
Central Coast	2011	25	M	1592
Central Coast	2011	26	F	1558
Central Coast	2011	26	M	1573
Central Coast	2011	27	F	1624
Central Coast	2011	27	M	1484
Central Coast	2011	28	F	1638
Central Coast	2011	28	M	1581
Central Coast	2011	29	F	1690
Central Coast	2011	29	M	1531
Central Coast	2011	30	F	1716
Central Coast	2011	30	M	1536
Central Coast	2011	31	F	1653
Central Coast	2011	31	M	1563
Central Coast	2011	32	F	1739
Central Coast	2011	32	M	1580
Central Coast	2011	33	F	1733
Central Coast	2011	33	M	1561
Central Coast	2011	34	F	1709
Central Coast	2011	34	M	1632
Central Coast	2011	35	F	1817
Central Coast	2011	35	M	1606
Central Coast	2011	36	F	1956
Central Coast	2011	36	M	1742
Central Coast	2011	37	F	2006
Central Coast	2011	37	M	1936
Central Coast	2011	38	F	2068
Central Coast	2011	38	M	1971
Central Coast	2011	39	F	2302
Central Coast	2011	39	M	2098
Central Coast	2011	40	F	2402
Central Coast	2011	40	M	2120
Central Coast	2011	41	F	2172
Central Coast	2011	41	M	1980
Central Coast	2011	42	F	2197
Central Coast	2011	42	M	1921
Central Coast	2011	43	F	2058
Central Coast	2011	43	M	1906
Central Coast	2011	44	F	2142
Central Coast	2011	44	M	1949
Central Coast	2011	45	F	2099
Central Coast	2011	45	M	1958
Central Coast	2011	46	F	2085
Central Coast	2011	46	M	1962
Central Coast	2011	47	F	2220
Central Coast	2011	47	M	2124
Central Coast	2011	48	F	2301
Central Coast	2011	48	M	2020
Central Coast	2011	49	F	2352
Central Coast	2011	49	M	2235
Central Coast	2011	50	F	2401
Central Coast	2011	50	M	2167
Central Coast	2011	51	F	2277
Central Coast	2011	51	M	2059
Central Coast	2011	52	F	2140
Central Coast	2011	52	M	2067
Central Coast	2011	53	F	2239
Central Coast	2011	53	M	2015
Central Coast	2011	54	F	2140
Central Coast	2011	54	M	1990
Central Coast	2011	55	F	2064
Central Coast	2011	55	M	2011
Central Coast	2011	56	F	2085
Central Coast	2011	56	M	1863
Central Coast	2011	57	F	1957
Central Coast	2011	57	M	1858
Central Coast	2011	58	F	2015
Central Coast	2011	58	M	1859
Central Coast	2011	59	F	1899
Central Coast	2011	59	M	1810
Central Coast	2011	60	F	1861
Central Coast	2011	60	M	1832
Central Coast	2011	61	F	1944
Central Coast	2011	61	M	1705
Central Coast	2011	62	F	1920
Central Coast	2011	62	M	1687
Central Coast	2011	63	F	2023
Central Coast	2011	63	M	1828
Central Coast	2011	64	F	2172
Central Coast	2011	64	M	1990
Central Coast	2011	65	F	1827
Central Coast	2011	65	M	1654
Central Coast	2011	66	F	1813
Central Coast	2011	66	M	1664
Central Coast	2011	67	F	1775
Central Coast	2011	67	M	1556
Central Coast	2011	68	F	1585
Central Coast	2011	68	M	1444
Central Coast	2011	69	F	1625
Central Coast	2011	69	M	1424
Central Coast	2011	70	F	1556
Central Coast	2011	70	M	1389
Central Coast	2011	71	F	1369
Central Coast	2011	71	M	1332
Central Coast	2011	72	F	1455
Central Coast	2011	72	M	1279
Central Coast	2011	73	F	1386
Central Coast	2011	73	M	1172
Central Coast	2011	74	F	1345
Central Coast	2011	74	M	1161
Central Coast	2011	75	F	1244
Central Coast	2011	75	M	1029
Central Coast	2011	76	F	1290
Central Coast	2011	76	M	1017
Central Coast	2011	77	F	1214
Central Coast	2011	77	M	973
Central Coast	2011	78	F	1171
Central Coast	2011	78	M	920
Central Coast	2011	79	F	1171
Central Coast	2011	79	M	957
Central Coast	2016			19385
Central Coast	2016	0	F	1724
Central Coast	2016	0	M	1836
Central Coast	2016	1	F	1823
Central Coast	2016	1	M	1970
Central Coast	2016	2	F	1927
Central Coast	2016	2	M	1956
Central Coast	2016	3	F	1868
Central Coast	2016	3	M	2100
Central Coast	2016	4	F	1961
Central Coast	2016	4	M	2024
Central Coast	2016	5	F	1966
Central Coast	2016	5	M	2122
Central Coast	2016	6	F	2005
Central Coast	2016	6	M	2131
Central Coast	2016	7	F	2028
Central Coast	2016	7	M	2162
Central Coast	2016	8	F	2012
Central Coast	2016	8	M	2196
Central Coast	2016	9	F	2108
Central Coast	2016	9	M	2188
Central Coast	2016	10	F	2032
Central Coast	2016	10	M	2196
Central Coast	2016	11	F	2003
Central Coast	2016	11	M	2064
Central Coast	2016	12	F	1996
Central Coast	2016	12	M	2095
Central Coast	2016	13	F	1953
Central Coast	2016	13	M	2053
Central Coast	2016	14	F	1872
Central Coast	2016	14	M	2070
Central Coast	2016	15	F	1956
Central Coast	2016	15	M	2077
Central Coast	2016	16	F	2041
Central Coast	2016	16	M	1990
Central Coast	2016	17	F	1998
Central Coast	2016	17	M	2041
Central Coast	2016	18	F	1951
Central Coast	2016	18	M	2043
Central Coast	2016	19	F	1864
Central Coast	2016	19	M	1967
Central Coast	2016	20	F	1775
Central Coast	2016	20	M	1948
Central Coast	2016	21	F	1777
Central Coast	2016	21	M	1985
Central Coast	2016	22	F	1816
Central Coast	2016	22	M	1828
Central Coast	2016	23	F	1763
Central Coast	2016	23	M	1750
Central Coast	2016	24	F	1778
Central Coast	2016	24	M	1750
Central Coast	2016	25	F	1756
Central Coast	2016	25	M	1773
Central Coast	2016	26	F	1681
Central Coast	2016	26	M	1741
Central Coast	2016	27	F	1684
Central Coast	2016	27	M	1668
Central Coast	2016	28	F	1764
Central Coast	2016	28	M	1666
Central Coast	2016	29	F	1816
Central Coast	2016	29	M	1650
Central Coast	2016	30	F	1846
Central Coast	2016	30	M	1738
Central Coast	2016	31	F	1839
Central Coast	2016	31	M	1745
Central Coast	2016	32	F	1857
Central Coast	2016	32	M	1785
Central Coast	2016	33	F	1887
Central Coast	2016	33	M	1789
Central Coast	2016	34	F	1900
Central Coast	2016	34	M	1698
Central Coast	2016	35	F	1961
Central Coast	2016	35	M	1867
Central Coast	2016	36	F	1851
