SA4_NAME16	Year	Landlord	Rent.min	occupied_private_dwellings_being_rented
Capital Region	2006	Real estate agent	11812	1303
Capital Region	2006	Real estate agent	14437	749
Capital Region	2006	Real estate agent	18375	290
Capital Region	2006	Real estate agent	23625	82
Capital Region	2006	Real estate agent	28875	29
Capital Region	2006	Real estate agent	34125	12
Capital Region	2006	Real estate agent	39375	13
Capital Region	2006	Real estate agent	44625	0
Capital Region	2006	Real estate agent	49875	63
Capital Region	2006	State or territory housing authority		144
Capital Region	2006	State or territory housing authority	0	718
Capital Region	2006	State or territory housing authority	3937	434
Capital Region	2006	State or territory housing authority	5250	599
Capital Region	2006	State or territory housing authority	7875	324
Capital Region	2006	State or territory housing authority	10500	123
Capital Region	2006	State or territory housing authority	11812	53
Capital Region	2006	State or territory housing authority	14437	16
Capital Region	2006	State or territory housing authority	18375	4
Capital Region	2006	State or territory housing authority	23625	0
Capital Region	2006	State or territory housing authority	28875	6
Capital Region	2006	State or territory housing authority	34125	3
Capital Region	2006	State or territory housing authority	39375	0
Capital Region	2006	State or territory housing authority	44625	5
Capital Region	2006	State or territory housing authority	49875	46
Capital Region	2011			35
Capital Region	2011		0	594
Capital Region	2011		3937	14
Capital Region	2011		5250	24
Capital Region	2011		7875	33
Capital Region	2011		10500	11
Capital Region	2011		11812	15
Capital Region	2011		14437	10
Capital Region	2011		18375	4
Capital Region	2011		23625	0
Capital Region	2011		28875	0
Capital Region	2011		34125	0
Capital Region	2011		39375	0
Capital Region	2011		44625	0
Capital Region	2011		49875	3
Capital Region	2011	(Other)		173
Capital Region	2011	(Other)	0	351
Capital Region	2011	(Other)	3937	61
Capital Region	2011	(Other)	5250	181
Capital Region	2011	(Other)	7875	189
Capital Region	2011	(Other)	10500	121
Capital Region	2011	(Other)	11812	197
Capital Region	2011	(Other)	14437	178
Capital Region	2011	(Other)	18375	86
Capital Region	2011	(Other)	23625	42
Capital Region	2011	(Other)	28875	21
Capital Region	2011	(Other)	34125	12
Capital Region	2011	(Other)	39375	9
Capital Region	2011	(Other)	44625	3
Capital Region	2011	(Other)	49875	40
Capital Region	2011	Co-op/church group etc		41
Capital Region	2011	Co-op/church group etc	0	70
Capital Region	2011	Co-op/church group etc	3937	85
Capital Region	2011	Co-op/church group etc	5250	182
Capital Region	2011	Co-op/church group etc	7875	85
Capital Region	2011	Co-op/church group etc	10500	23
Capital Region	2011	Co-op/church group etc	11812	23
Capital Region	2011	Co-op/church group etc	14437	8
Capital Region	2011	Co-op/church group etc	18375	7
Capital Region	2011	Co-op/church group etc	23625	3
Capital Region	2011	Co-op/church group etc	28875	3
Capital Region	2011	Co-op/church group etc	34125	0
Capital Region	2011	Co-op/church group etc	39375	3
Capital Region	2011	Co-op/church group etc	44625	0
Capital Region	2011	Co-op/church group etc	49875	0
Capital Region	2011	Person not in same household		287
Capital Region	2011	Person not in same household	0	635
Capital Region	2011	Person not in same household	3937	133
Capital Region	2011	Person not in same household	5250	675
Capital Region	2011	Person not in same household	7875	1047
Capital Region	2011	Person not in same household	10500	683
Capital Region	2011	Person not in same household	11812	755
Capital Region	2011	Person not in same household	14437	629
Capital Region	2011	Person not in same household	18375	421
Capital Region	2011	Person not in same household	23625	158
Capital Region	2011	Person not in same household	28875	63
Capital Region	2011	Person not in same household	34125	21
Capital Region	2011	Person not in same household	39375	12
Capital Region	2011	Person not in same household	44625	6
Capital Region	2011	Person not in same household	49875	69
Capital Region	2011	Real estate agent		166
Capital Region	2011	Real estate agent	0	36
Capital Region	2011	Real estate agent	3937	64
Capital Region	2011	Real estate agent	5250	593
Capital Region	2011	Real estate agent	7875	1718
Capital Region	2011	Real estate agent	10500	1315
Capital Region	2011	Real estate agent	11812	2108
Capital Region	2011	Real estate agent	14437	1951
Capital Region	2011	Real estate agent	18375	1133
Capital Region	2011	Real estate agent	23625	377
Capital Region	2011	Real estate agent	28875	150
Capital Region	2011	Real estate agent	34125	61
Capital Region	2011	Real estate agent	39375	33
Capital Region	2011	Real estate agent	44625	8
Capital Region	2011	Real estate agent	49875	119
Capital Region	2011	State or territory housing authority		133
Capital Region	2011	State or territory housing authority	0	213
Capital Region	2011	State or territory housing authority	3937	576
Capital Region	2011	State or territory housing authority	5250	617
Capital Region	2011	State or territory housing authority	7875	395
Capital Region	2011	State or territory housing authority	10500	157
Capital Region	2011	State or territory housing authority	11812	139
Capital Region	2011	State or territory housing authority	14437	102
Capital Region	2011	State or territory housing authority	18375	41
Capital Region	2011	State or territory housing authority	23625	3
Capital Region	2011	State or territory housing authority	28875	0
Capital Region	2011	State or territory housing authority	34125	0
Capital Region	2011	State or territory housing authority	39375	3
Capital Region	2011	State or territory housing authority	44625	0
Capital Region	2011	State or territory housing authority	49875	3
Capital Region	2016			22
Capital Region	2016		0	522
Capital Region	2016		3937	6
Capital Region	2016		5250	24
Capital Region	2016		7875	33
Capital Region	2016		10500	22
Capital Region	2016		11812	19
Capital Region	2016		14437	18
Capital Region	2016		18375	9
Capital Region	2016		23625	3
Capital Region	2016		28875	4
Capital Region	2016		34125	3
Capital Region	2016		39375	0
Capital Region	2016		44625	0
Capital Region	2016		49875	4
Capital Region	2016	(Other)		152
Capital Region	2016	(Other)	0	272
Capital Region	2016	(Other)	3937	39
Capital Region	2016	(Other)	5250	101
Capital Region	2016	(Other)	7875	140
Capital Region	2016	(Other)	10500	94
Capital Region	2016	(Other)	11812	193
Capital Region	2016	(Other)	14437	248
Capital Region	2016	(Other)	18375	110
Capital Region	2016	(Other)	23625	33
Capital Region	2016	(Other)	28875	16
Capital Region	2016	(Other)	34125	11
Capital Region	2016	(Other)	39375	18
Capital Region	2016	(Other)	44625	12
Capital Region	2016	(Other)	49875	66
Capital Region	2016	Co-op/church group etc		49
Capital Region	2016	Co-op/church group etc	0	25
Capital Region	2016	Co-op/church group etc	3937	50
Capital Region	2016	Co-op/church group etc	5250	129
Capital Region	2016	Co-op/church group etc	7875	171
Capital Region	2016	Co-op/church group etc	10500	47
Capital Region	2016	Co-op/church group etc	11812	34
Capital Region	2016	Co-op/church group etc	14437	23
Capital Region	2016	Co-op/church group etc	18375	10
Capital Region	2016	Co-op/church group etc	23625	3
Capital Region	2016	Co-op/church group etc	28875	0
Capital Region	2016	Co-op/church group etc	34125	0
Capital Region	2016	Co-op/church group etc	39375	0
Capital Region	2016	Co-op/church group etc	44625	0
Capital Region	2016	Co-op/church group etc	49875	0
Capital Region	2016	Person not in same household		261
Capital Region	2016	Person not in same household	0	598
Capital Region	2016	Person not in same household	3937	58
Capital Region	2016	Person not in same household	5250	414
Capital Region	2016	Person not in same household	7875	674
Capital Region	2016	Person not in same household	10500	663
Capital Region	2016	Person not in same household	11812	831
Capital Region	2016	Person not in same household	14437	983
Capital Region	2016	Person not in same household	18375	675
Capital Region	2016	Person not in same household	23625	229
Capital Region	2016	Person not in same household	28875	75
Capital Region	2016	Person not in same household	34125	37
Capital Region	2016	Person not in same household	39375	22
Capital Region	2016	Person not in same household	44625	13
Capital Region	2016	Person not in same household	49875	64
Capital Region	2016	Real estate agent		191
Capital Region	2016	Real estate agent	0	37
Capital Region	2016	Real estate agent	3937	20
Capital Region	2016	Real estate agent	5250	232
Capital Region	2016	Real estate agent	7875	1049
Capital Region	2016	Real estate agent	10500	1054
Capital Region	2016	Real estate agent	11812	2182
Capital Region	2016	Real estate agent	14437	2849
Capital Region	2016	Real estate agent	18375	2403
Capital Region	2016	Real estate agent	23625	576
Capital Region	2016	Real estate agent	28875	229
Capital Region	2016	Real estate agent	34125	85
Capital Region	2016	Real estate agent	39375	32
Capital Region	2016	Real estate agent	44625	31
Capital Region	2016	Real estate agent	49875	112
Capital Region	2016	State or territory housing authority		119
Capital Region	2016	State or territory housing authority	0	99
Capital Region	2016	State or territory housing authority	3937	96
Capital Region	2016	State or territory housing authority	5250	675
Capital Region	2016	State or territory housing authority	7875	492
Capital Region	2016	State or territory housing authority	10500	203
Capital Region	2016	State or territory housing authority	11812	230
Capital Region	2016	State or territory housing authority	14437	190
Capital Region	2016	State or territory housing authority	18375	89
Capital Region	2016	State or territory housing authority	23625	8
Capital Region	2016	State or territory housing authority	28875	0
Capital Region	2016	State or territory housing authority	34125	0
Capital Region	2016	State or territory housing authority	39375	0
Capital Region	2016	State or territory housing authority	44625	0
Capital Region	2016	State or territory housing authority	49875	0
Central Coast	2006			42
Central Coast	2006		0	503
Central Coast	2006		3937	22
Central Coast	2006		5250	40
Central Coast	2006		7875	51
Central Coast	2006		10500	24
Central Coast	2006		11812	21
Central Coast	2006		14437	16
Central Coast	2006		18375	0
Central Coast	2006		23625	0
Central Coast	2006		28875	0
Central Coast	2006		34125	0
Central Coast	2006		39375	0
Central Coast	2006		44625	0
Central Coast	2006		49875	6
Central Coast	2006	(Other)		80
Central Coast	2006	(Other)	0	98
Central Coast	2006	(Other)	3937	94
Central Coast	2006	(Other)	5250	286
Central Coast	2006	(Other)	7875	187
Central Coast	2006	(Other)	10500	82
Central Coast	2006	(Other)	11812	75
Central Coast	2006	(Other)	14437	26
Central Coast	2006	(Other)	18375	10
Central Coast	2006	(Other)	23625	3
Central Coast	2006	(Other)	28875	0
Central Coast	2006	(Other)	34125	0
Central Coast	2006	(Other)	39375	0
Central Coast	2006	(Other)	44625	0
Central Coast	2006	(Other)	49875	8
Central Coast	2006	Co-op/church group etc		53
Central Coast	2006	Co-op/church group etc	0	200
Central Coast	2006	Co-op/church group etc	3937	86
Central Coast	2006	Co-op/church group etc	5250	152
Central Coast	2006	Co-op/church group etc	7875	64
Central Coast	2006	Co-op/church group etc	10500	16
Central Coast	2006	Co-op/church group etc	11812	13
Central Coast	2006	Co-op/church group etc	14437	4
Central Coast	2006	Co-op/church group etc	18375	0
Central Coast	2006	Co-op/church group etc	23625	0
Central Coast	2006	Co-op/church group etc	28875	5
Central Coast	2006	Co-op/church group etc	34125	0
Central Coast	2006	Co-op/church group etc	39375	4
Central Coast	2006	Co-op/church group etc	44625	0
Central Coast	2006	Co-op/church group etc	49875	9
Central Coast	2006	Person not in same household		189
Central Coast	2006	Person not in same household	0	419
Central Coast	2006	Person not in same household	3937	77
Central Coast	2006	Person not in same household	5250	656
Central Coast	2006	Person not in same household	7875	1427
Central Coast	2006	Person not in same household	10500	1107
Central Coast	2006	Person not in same household	11812	1014
Central Coast	2006	Person not in same household	14437	432
Central Coast	2006	Person not in same household	18375	121
Central Coast	2006	Person not in same household	23625	27
Central Coast	2006	Person not in same household	28875	11
Central Coast	2006	Person not in same household	34125	3
Central Coast	2006	Person not in same household	39375	3
Central Coast	2006	Person not in same household	44625	0
Central Coast	2006	Person not in same household	49875	20
Central Coast	2006	Real estate agent		216
Central Coast	2006	Real estate agent	0	52
Central Coast	2006	Real estate agent	3937	59
Central Coast	2006	Real estate agent	5250	911
Central Coast	2006	Real estate agent	7875	3808
Central Coast	2006	Real estate agent	10500	3569
Central Coast	2006	Real estate agent	11812	5288
Central Coast	2006	Real estate agent	14437	2542
Central Coast	2006	Real estate agent	18375	708
Central Coast	2006	Real estate agent	23625	135
Central Coast	2006	Real estate agent	28875	36
Central Coast	2006	Real estate agent	34125	6
Central Coast	2006	Real estate agent	39375	13
Central Coast	2006	Real estate agent	44625	0
Central Coast	2006	Real estate agent	49875	45
Central Coast	2006	State or territory housing authority		216
Central Coast	2006	State or territory housing authority	0	1357
Central Coast	2006	State or territory housing authority	3937	506
Central Coast	2006	State or territory housing authority	5250	804
Central Coast	2006	State or territory housing authority	7875	354
Central Coast	2006	State or territory housing authority	10500	180
Central Coast	2006	State or territory housing authority	11812	113
Central Coast	2006	State or territory housing authority	14437	9
Central Coast	2006	State or territory housing authority	18375	3
Central Coast	2006	State or territory housing authority	23625	4
Central Coast	2006	State or territory housing authority	28875	13
Central Coast	2006	State or territory housing authority	34125	3
Central Coast	2006	State or territory housing authority	39375	0
Central Coast	2006	State or territory housing authority	44625	3
Central Coast	2006	State or territory housing authority	49875	71
Central Coast	2011			68
Central Coast	2011		0	400
Central Coast	2011		3937	15
Central Coast	2011		5250	21
Central Coast	2011		7875	36
Central Coast	2011		10500	17
Central Coast	2011		11812	26
Central Coast	2011		14437	38
Central Coast	2011		18375	16
Central Coast	2011		23625	3
Central Coast	2011		28875	0
Central Coast	2011		34125	0
Central Coast	2011		39375	0
Central Coast	2011		44625	0
Central Coast	2011		49875	0
Central Coast	2011	(Other)		81
Central Coast	2011	(Other)	0	76
Central Coast	2011	(Other)	3937	34
Central Coast	2011	(Other)	5250	273
Central Coast	2011	(Other)	7875	236
Central Coast	2011	(Other)	10500	124
Central Coast	2011	(Other)	11812	97
Central Coast	2011	(Other)	14437	122
Central Coast	2011	(Other)	18375	51
Central Coast	2011	(Other)	23625	14
Central Coast	2011	(Other)	28875	5
Central Coast	2011	(Other)	34125	6
Central Coast	2011	(Other)	39375	3
Central Coast	2011	(Other)	44625	0
Central Coast	2011	(Other)	49875	11
Central Coast	2011	Co-op/church group etc		53
Central Coast	2011	Co-op/church group etc	0	77
Central Coast	2011	Co-op/church group etc	3937	83
Central Coast	2011	Co-op/church group etc	5250	171
Central Coast	2011	Co-op/church group etc	7875	144
Central Coast	2011	Co-op/church group etc	10500	54
Central Coast	2011	Co-op/church group etc	11812	59
Central Coast	2011	Co-op/church group etc	14437	21
Central Coast	2011	Co-op/church group etc	18375	3
Central Coast	2011	Co-op/church group etc	23625	3
Central Coast	2011	Co-op/church group etc	28875	0
Central Coast	2011	Co-op/church group etc	34125	0
Central Coast	2011	Co-op/church group etc	39375	0
Central Coast	2011	Co-op/church group etc	44625	0
Central Coast	2011	Co-op/church group etc	49875	0
Central Coast	2011	Person not in same household		248
Central Coast	2011	Person not in same household	0	396
Central Coast	2011	Person not in same household	3937	44
Central Coast	2011	Person not in same household	5250	376
Central Coast	2011	Person not in same household	7875	735
Central Coast	2011	Person not in same household	10500	791
Central Coast	2011	Person not in same household	11812	1254
Central Coast	2011	Person not in same household	14437	1506
Central Coast	2011	Person not in same household	18375	758
Central Coast	2011	Person not in same household	23625	157
Central Coast	2011	Person not in same household	28875	60
Central Coast	2011	Person not in same household	34125	15
Central Coast	2011	Person not in same household	39375	8
Central Coast	2011	Person not in same household	44625	4
Central Coast	2011	Person not in same household	49875	32
Central Coast	2011	Real estate agent		276
Central Coast	2011	Real estate agent	0	35
Central Coast	2011	Real estate agent	3937	15
Central Coast	2011	Real estate agent	5250	261
Central Coast	2011	Real estate agent	7875	1206
Central Coast	2011	Real estate agent	10500	1250
Central Coast	2011	Real estate agent	11812	4033
Central Coast	2011	Real estate agent	14437	6902
Central Coast	2011	Real estate agent	18375	4014
Central Coast	2011	Real estate agent	23625	907
Central Coast	2011	Real estate agent	28875	254
Central Coast	2011	Real estate agent	34125	77
Central Coast	2011	Real estate agent	39375	26
Central Coast	2011	Real estate agent	44625	9
Central Coast	2011	Real estate agent	49875	89
Central Coast	2011	State or territory housing authority		235
Central Coast	2011	State or territory housing authority	0	350
Central Coast	2011	State or territory housing authority	3937	1220
Central Coast	2011	State or territory housing authority	5250	822
Central Coast	2011	State or territory housing authority	7875	517
Central Coast	2011	State or territory housing authority	10500	164
Central Coast	2011	State or territory housing authority	11812	227
Central Coast	2011	State or territory housing authority	14437	184
Central Coast	2011	State or territory housing authority	18375	26
Central Coast	2011	State or territory housing authority	23625	3
Central Coast	2011	State or territory housing authority	28875	0
Central Coast	2011	State or territory housing authority	34125	5
Central Coast	2011	State or territory housing authority	39375	7
Central Coast	2011	State or territory housing authority	44625	0
Central Coast	2011	State or territory housing authority	49875	0
Central Coast	2016			42
Central Coast	2016		0	334
Central Coast	2016		3937	7
Central Coast	2016		5250	22
Central Coast	2016		7875	24
Central Coast	2016		10500	15
Central Coast	2016		11812	20
Central Coast	2016		14437	40
Central Coast	2016		18375	35
Central Coast	2016		23625	10
Central Coast	2016		28875	3
Central Coast	2016		34125	0
Central Coast	2016		39375	0
Central Coast	2016		44625	0
Central Coast	2016		49875	4
Central Coast	2016	(Other)		70
Central Coast	2016	(Other)	0	70
Central Coast	2016	(Other)	3937	17
Central Coast	2016	(Other)	5250	93
Central Coast	2016	(Other)	7875	263
Central Coast	2016	(Other)	10500	99
Central Coast	2016	(Other)	11812	123
Central Coast	2016	(Other)	14437	112
Central Coast	2016	(Other)	18375	95
Central Coast	2016	(Other)	23625	31
Central Coast	2016	(Other)	28875	15
Central Coast	2016	(Other)	34125	5
Central Coast	2016	(Other)	39375	3
Central Coast	2016	(Other)	44625	0
Central Coast	2016	(Other)	49875	8
Central Coast	2016	Co-op/church group etc		66
Central Coast	2016	Co-op/church group etc	0	35
Central Coast	2016	Co-op/church group etc	3937	38
Central Coast	2016	Co-op/church group etc	5250	92
Central Coast	2016	Co-op/church group etc	7875	214
Central Coast	2016	Co-op/church group etc	10500	60
Central Coast	2016	Co-op/church group etc	11812	89
Central Coast	2016	Co-op/church group etc	14437	43
Central Coast	2016	Co-op/church group etc	18375	21
Central Coast	2016	Co-op/church group etc	23625	9
Central Coast	2016	Co-op/church group etc	28875	0
Central Coast	2016	Co-op/church group etc	34125	0
Central Coast	2016	Co-op/church group etc	39375	0
Central Coast	2016	Co-op/church group etc	44625	0
Central Coast	2016	Co-op/church group etc	49875	0
Central Coast	2016	Person not in same household		259
Central Coast	2016	Person not in same household	0	398
Central Coast	2016	Person not in same household	3937	25
Central Coast	2016	Person not in same household	5250	155
Central Coast	2016	Person not in same household	7875	352
Central Coast	2016	Person not in same household	10500	454
Central Coast	2016	Person not in same household	11812	677
Central Coast	2016	Person not in same household	14437	1391
Central Coast	2016	Person not in same household	18375	1528
Central Coast	2016	Person not in same household	23625	506
Central Coast	2016	Person not in same household	28875	145
Central Coast	2016	Person not in same household	34125	42
Central Coast	2016	Person not in same household	39375	25
Central Coast	2016	Person not in same household	44625	13
Central Coast	2016	Person not in same household	49875	22
Central Coast	2016	Real estate agent		271
Central Coast	2016	Real estate agent	0	25
Central Coast	2016	Real estate agent	3937	13
Central Coast	2016	Real estate agent	5250	54
Central Coast	2016	Real estate agent	7875	351
Central Coast	2016	Real estate agent	10500	484
Central Coast	2016	Real estate agent	11812	1286
Central Coast	2016	Real estate agent	14437	4802
Central Coast	2016	Real estate agent	18375	8618
Central Coast	2016	Real estate agent	23625	3492
Central Coast	2016	Real estate agent	28875	932
Central Coast	2016	Real estate agent	34125	301
Central Coast	2016	Real estate agent	39375	118
Central Coast	2016	Real estate agent	44625	43
Central Coast	2016	Real estate agent	49875	61
Central Coast	2016	State or territory housing authority		213
Central Coast	2016	State or territory housing authority	0	154
Central Coast	2016	State or territory housing authority	3937	141
Central Coast	2016	State or territory housing authority	5250	1378
Central Coast	2016	State or territory housing authority	7875	658
Central Coast	2016	State or territory housing authority	10500	305
Central Coast	2016	State or territory housing authority	11812	243
Central Coast	2016	State or territory housing authority	14437	344
Central Coast	2016	State or territory housing authority	18375	141
Central Coast	2016	State or territory housing authority	23625	9
Central Coast	2016	State or territory housing authority	28875	10
Central Coast	2016	State or territory housing authority	34125	4
Central Coast	2016	State or territory housing authority	39375	0
Central Coast	2016	State or territory housing authority	44625	0
Central Coast	2016	State or territory housing authority	49875	0
Central West	2006			49
Central West	2006		0	780
Central West	2006		3937	21
Central West	2006		5250	34
Central West	2006		7875	31
Central West	2006		10500	5
Central West	2006		11812	3
Central West	2006		14437	6
Central West	2006		18375	0
Central West	2006		23625	0
Central West	2006		28875	0
Central West	2006		34125	0
Central West	2006		39375	0
Central West	2006		44625	0
Central West	2006		49875	3
Central West	2006	(Other)		140
Central West	2006	(Other)	0	509
Central West	2006	(Other)	3937	91
Central West	2006	(Other)	5250	296
Central West	2006	(Other)	7875	164
Central West	2006	(Other)	10500	39
Central West	2006	(Other)	11812	32
Central West	2006	(Other)	14437	27
Central West	2006	(Other)	18375	21
Central West	2006	(Other)	23625	5
Central West	2006	(Other)	28875	6
Central West	2006	(Other)	34125	3
Central West	2006	(Other)	39375	0
Central West	2006	(Other)	44625	0
Central West	2006	(Other)	49875	7
Central West	2006	Co-op/church group etc		38
Central West	2006	Co-op/church group etc	0	219
Central West	2006	Co-op/church group etc	3937	82
Central West	2006	Co-op/church group etc	5250	106
Central West	2006	Co-op/church group etc	7875	27
Central West	2006	Co-op/church group etc	10500	4
Central West	2006	Co-op/church group etc	11812	4
Central West	2006	Co-op/church group etc	14437	0
Central West	2006	Co-op/church group etc	18375	0
Central West	2006	Co-op/church group etc	23625	0
Central West	2006	Co-op/church group etc	28875	0
Central West	2006	Co-op/church group etc	34125	0
Central West	2006	Co-op/church group etc	39375	0
Central West	2006	Co-op/church group etc	44625	0
Central West	2006	Co-op/church group etc	49875	10
Central West	2006	Person not in same household		222
Central West	2006	Person not in same household	0	780
Central West	2006	Person not in same household	3937	314
Central West	2006	Person not in same household	5250	1242
Central West	2006	Person not in same household	7875	987
Central West	2006	Person not in same household	10500	318
Central West	2006	Person not in same household	11812	170
Central West	2006	Person not in same household	14437	66
Central West	2006	Person not in same household	18375	22
Central West	2006	Person not in same household	23625	11
Central West	2006	Person not in same household	28875	6
Central West	2006	Person not in same household	34125	3
Central West	2006	Person not in same household	39375	4
Central West	2006	Person not in same household	44625	3
Central West	2006	Person not in same household	49875	33
Central West	2006	Real estate agent		141
Central West	2006	Real estate agent	0	103
Central West	2006	Real estate agent	3937	291
Central West	2006	Real estate agent	5250	2045
Central West	2006	Real estate agent	7875	3205
Central West	2006	Real estate agent	10500	1163
Central West	2006	Real estate agent	11812	1112
Central West	2006	Real estate agent	14437	456
Central West	2006	Real estate agent	18375	95
Central West	2006	Real estate agent	23625	25
Central West	2006	Real estate agent	28875	5
Central West	2006	Real estate agent	34125	0
Central West	2006	Real estate agent	39375	0
Central West	2006	Real estate agent	44625	0
Central West	2006	Real estate agent	49875	35
Central West	2006	State or territory housing authority		200
Central West	2006	State or territory housing authority	0	1115
Central West	2006	State or territory housing authority	3937	595
Central West	2006	State or territory housing authority	5250	866
Central West	2006	State or territory housing authority	7875	433
Central West	2006	State or territory housing authority	10500	28
Central West	2006	State or territory housing authority	11812	8
Central West	2006	State or territory housing authority	14437	0
Central West	2006	State or territory housing authority	18375	4
Central West	2006	State or territory housing authority	23625	0
Central West	2006	State or territory housing authority	28875	13
Central West	2006	State or territory housing authority	34125	3
Central West	2006	State or territory housing authority	39375	0
Central West	2006	State or territory housing authority	44625	0
Central West	2006	State or territory housing authority	49875	44
Central West	2011			26
Central West	2011		0	619
Central West	2011		3937	12
Central West	2011		5250	48
Central West	2011		7875	35
Central West	2011		10500	6
Central West	2011		11812	10
Central West	2011		14437	8
Central West	2011		18375	3
Central West	2011		23625	0
Central West	2011		28875	0
Central West	2011		34125	0
Central West	2011		39375	0
Central West	2011		44625	0
Central West	2011		49875	3
Central West	2011	(Other)		193
Central West	2011	(Other)	0	435
Central West	2011	(Other)	3937	57
Central West	2011	(Other)	5250	206
Central West	2011	(Other)	7875	164
Central West	2011	(Other)	10500	77
Central West	2011	(Other)	11812	68
Central West	2011	(Other)	14437	45
Central West	2011	(Other)	18375	21
Central West	2011	(Other)	23625	18
Central West	2011	(Other)	28875	6
Central West	2011	(Other)	34125	6
Central West	2011	(Other)	39375	5
Central West	2011	(Other)	44625	0
Central West	2011	(Other)	49875	12
Central West	2011	Co-op/church group etc		38
Central West	2011	Co-op/church group etc	0	111
Central West	2011	Co-op/church group etc	3937	87
Central West	2011	Co-op/church group etc	5250	157
Central West	2011	Co-op/church group etc	7875	56
Central West	2011	Co-op/church group etc	10500	23
Central West	2011	Co-op/church group etc	11812	14
Central West	2011	Co-op/church group etc	14437	6
Central West	2011	Co-op/church group etc	18375	3
Central West	2011	Co-op/church group etc	23625	0
Central West	2011	Co-op/church group etc	28875	0
Central West	2011	Co-op/church group etc	34125	0
Central West	2011	Co-op/church group etc	39375	0
Central West	2011	Co-op/church group etc	44625	0
Central West	2011	Co-op/church group etc	49875	0
Central West	2011	Person not in same household		251
Central West	2011	Person not in same household	0	736
Central West	2011	Person not in same household	3937	173
Central West	2011	Person not in same household	5250	865
Central West	2011	Person not in same household	7875	1053
Central West	2011	Person not in same household	10500	579
Central West	2011	Person not in same household	11812	491
Central West	2011	Person not in same household	14437	340
Central West	2011	Person not in same household	18375	156
Central West	2011	Person not in same household	23625	32
Central West	2011	Person not in same household	28875	13
Central West	2011	Person not in same household	34125	8
Central West	2011	Person not in same household	39375	10
Central West	2011	Person not in same household	44625	4
Central West	2011	Person not in same household	49875	36
Central West	2011	Real estate agent		201
Central West	2011	Real estate agent	0	75
Central West	2011	Real estate agent	3937	91
Central West	2011	Real estate agent	5250	1078
Central West	2011	Real estate agent	7875	2355
Central West	2011	Real estate agent	10500	1257
Central West	2011	Real estate agent	11812	2098
Central West	2011	Real estate agent	14437	1767
Central West	2011	Real estate agent	18375	923
Central West	2011	Real estate agent	23625	191
Central West	2011	Real estate agent	28875	29
Central West	2011	Real estate agent	34125	30
Central West	2011	Real estate agent	39375	12
Central West	2011	Real estate agent	44625	17
Central West	2011	Real estate agent	49875	43
Central West	2011	State or territory housing authority		195
Central West	2011	State or territory housing authority	0	325
Central West	2011	State or territory housing authority	3937	743
Central West	2011	State or territory housing authority	5250	834
