SA4_NAME16	Year	Age	NonSchoolQualification	adults
Mackay - Isaac - Whitsunday	2016	35-44	Advanced Diploma and Diploma	2012
Mackay - Isaac - Whitsunday	2016	35-44	Bachelor	2693
Mackay - Isaac - Whitsunday	2016	35-44	Graduate Diploma and Graduate Certificate	386
Mackay - Isaac - Whitsunday	2016	35-44	Postgraduate	393
Mackay - Isaac - Whitsunday	2016	45-54		3273
Mackay - Isaac - Whitsunday	2016	45-54	Certificate nfd	513
Mackay - Isaac - Whitsunday	2016	45-54	Certificate I and II Level	263
Mackay - Isaac - Whitsunday	2016	45-54	Certificate III and IV Level	6139
Mackay - Isaac - Whitsunday	2016	45-54	Advanced Diploma and Diploma	2065
Mackay - Isaac - Whitsunday	2016	45-54	Bachelor	1815
Mackay - Isaac - Whitsunday	2016	45-54	Graduate Diploma and Graduate Certificate	339
Mackay - Isaac - Whitsunday	2016	45-54	Postgraduate	377
Mackay - Isaac - Whitsunday	2016	55-64		2795
Mackay - Isaac - Whitsunday	2016	55-64	Certificate nfd	379
Mackay - Isaac - Whitsunday	2016	55-64	Certificate I and II Level	179
Mackay - Isaac - Whitsunday	2016	55-64	Certificate III and IV Level	4658
Mackay - Isaac - Whitsunday	2016	55-64	Advanced Diploma and Diploma	1585
Mackay - Isaac - Whitsunday	2016	55-64	Bachelor	1354
Mackay - Isaac - Whitsunday	2016	55-64	Graduate Diploma and Graduate Certificate	253
Mackay - Isaac - Whitsunday	2016	55-64	Postgraduate	281
Mackay - Isaac - Whitsunday	2016	65-74		2022
Mackay - Isaac - Whitsunday	2016	65-74	Certificate nfd	238
Mackay - Isaac - Whitsunday	2016	65-74	Certificate I and II Level	74
Mackay - Isaac - Whitsunday	2016	65-74	Certificate III and IV Level	2217
Mackay - Isaac - Whitsunday	2016	65-74	Advanced Diploma and Diploma	700
Mackay - Isaac - Whitsunday	2016	65-74	Bachelor	543
Mackay - Isaac - Whitsunday	2016	65-74	Graduate Diploma and Graduate Certificate	93
Mackay - Isaac - Whitsunday	2016	65-74	Postgraduate	117
Mackay - Isaac - Whitsunday	2016	75-84		1272
Mackay - Isaac - Whitsunday	2016	75-84	Certificate nfd	71
Mackay - Isaac - Whitsunday	2016	75-84	Certificate I and II Level	15
Mackay - Isaac - Whitsunday	2016	75-84	Certificate III and IV Level	723
Mackay - Isaac - Whitsunday	2016	75-84	Advanced Diploma and Diploma	226
Mackay - Isaac - Whitsunday	2016	75-84	Bachelor	176
Mackay - Isaac - Whitsunday	2016	75-84	Graduate Diploma and Graduate Certificate	26
Mackay - Isaac - Whitsunday	2016	75-84	Postgraduate	24
Mackay - Isaac - Whitsunday	2016	85+		556
Mackay - Isaac - Whitsunday	2016	85+	Certificate nfd	7
Mackay - Isaac - Whitsunday	2016	85+	Certificate I and II Level	0
Mackay - Isaac - Whitsunday	2016	85+	Certificate III and IV Level	160
Mackay - Isaac - Whitsunday	2016	85+	Advanced Diploma and Diploma	49
Mackay - Isaac - Whitsunday	2016	85+	Bachelor	52
Mackay - Isaac - Whitsunday	2016	85+	Graduate Diploma and Graduate Certificate	0
Mackay - Isaac - Whitsunday	2016	85+	Postgraduate	10
Moreton Bay - North	2006	15-19		1514
Moreton Bay - North	2006	15-19	Certificate nfd	73
Moreton Bay - North	2006	15-19	Certificate I and II Level	252
Moreton Bay - North	2006	15-19	Certificate III and IV Level	555
Moreton Bay - North	2006	15-19	Advanced Diploma and Diploma	80
Moreton Bay - North	2006	15-19	Bachelor	4
Moreton Bay - North	2006	15-19	Graduate Diploma and Graduate Certificate	0
Moreton Bay - North	2006	15-19	Postgraduate	0
Moreton Bay - North	2006	20-24		1156
Moreton Bay - North	2006	20-24	Certificate nfd	178
Moreton Bay - North	2006	20-24	Certificate I and II Level	391
Moreton Bay - North	2006	20-24	Certificate III and IV Level	1769
Moreton Bay - North	2006	20-24	Advanced Diploma and Diploma	475
Moreton Bay - North	2006	20-24	Bachelor	558
Moreton Bay - North	2006	20-24	Graduate Diploma and Graduate Certificate	10
Moreton Bay - North	2006	20-24	Postgraduate	15
Moreton Bay - North	2006	25-34		2349
Moreton Bay - North	2006	25-34	Certificate nfd	480
Moreton Bay - North	2006	25-34	Certificate I and II Level	430
Moreton Bay - North	2006	25-34	Certificate III and IV Level	4279
Moreton Bay - North	2006	25-34	Advanced Diploma and Diploma	1389
Moreton Bay - North	2006	25-34	Bachelor	1822
Moreton Bay - North	2006	25-34	Graduate Diploma and Graduate Certificate	114
Moreton Bay - North	2006	25-34	Postgraduate	144
Moreton Bay - North	2006	35-44		2755
Moreton Bay - North	2006	35-44	Certificate nfd	482
Moreton Bay - North	2006	35-44	Certificate I and II Level	310
Moreton Bay - North	2006	35-44	Certificate III and IV Level	5344
Moreton Bay - North	2006	35-44	Advanced Diploma and Diploma	1953
Moreton Bay - North	2006	35-44	Bachelor	1829
Moreton Bay - North	2006	35-44	Graduate Diploma and Graduate Certificate	318
Moreton Bay - North	2006	35-44	Postgraduate	274
Moreton Bay - North	2006	45-54		2599
Moreton Bay - North	2006	45-54	Certificate nfd	432
Moreton Bay - North	2006	45-54	Certificate I and II Level	227
Moreton Bay - North	2006	45-54	Certificate III and IV Level	5059
Moreton Bay - North	2006	45-54	Advanced Diploma and Diploma	1934
Moreton Bay - North	2006	45-54	Bachelor	1735
Moreton Bay - North	2006	45-54	Graduate Diploma and Graduate Certificate	362
Moreton Bay - North	2006	45-54	Postgraduate	320
Moreton Bay - North	2006	55-64		2730
Moreton Bay - North	2006	55-64	Certificate nfd	354
Moreton Bay - North	2006	55-64	Certificate I and II Level	126
Moreton Bay - North	2006	55-64	Certificate III and IV Level	4022
Moreton Bay - North	2006	55-64	Advanced Diploma and Diploma	1560
Moreton Bay - North	2006	55-64	Bachelor	1329
Moreton Bay - North	2006	55-64	Graduate Diploma and Graduate Certificate	193
Moreton Bay - North	2006	55-64	Postgraduate	259
Moreton Bay - North	2006	65-74		2579
Moreton Bay - North	2006	65-74	Certificate nfd	166
Moreton Bay - North	2006	65-74	Certificate I and II Level	38
Moreton Bay - North	2006	65-74	Certificate III and IV Level	2305
Moreton Bay - North	2006	65-74	Advanced Diploma and Diploma	734
Moreton Bay - North	2006	65-74	Bachelor	560
Moreton Bay - North	2006	65-74	Graduate Diploma and Graduate Certificate	105
Moreton Bay - North	2006	65-74	Postgraduate	98
Moreton Bay - North	2006	75-84		2722
Moreton Bay - North	2006	75-84	Certificate nfd	85
Moreton Bay - North	2006	75-84	Certificate I and II Level	15
Moreton Bay - North	2006	75-84	Certificate III and IV Level	1080
Moreton Bay - North	2006	75-84	Advanced Diploma and Diploma	339
Moreton Bay - North	2006	75-84	Bachelor	251
Moreton Bay - North	2006	75-84	Graduate Diploma and Graduate Certificate	22
Moreton Bay - North	2006	75-84	Postgraduate	41
Moreton Bay - North	2006	85+		1232
Moreton Bay - North	2006	85+	Certificate nfd	22
Moreton Bay - North	2006	85+	Certificate I and II Level	3
Moreton Bay - North	2006	85+	Certificate III and IV Level	190
Moreton Bay - North	2006	85+	Advanced Diploma and Diploma	74
Moreton Bay - North	2006	85+	Bachelor	64
Moreton Bay - North	2006	85+	Graduate Diploma and Graduate Certificate	0
Moreton Bay - North	2006	85+	Postgraduate	8
Moreton Bay - North	2011	15-19		1627
Moreton Bay - North	2011	15-19	Certificate nfd	105
Moreton Bay - North	2011	15-19	Certificate I and II Level	500
Moreton Bay - North	2011	15-19	Certificate III and IV Level	961
Moreton Bay - North	2011	15-19	Advanced Diploma and Diploma	119
Moreton Bay - North	2011	15-19	Bachelor	5
Moreton Bay - North	2011	15-19	Graduate Diploma and Graduate Certificate	0
Moreton Bay - North	2011	15-19	Postgraduate	0
Moreton Bay - North	2011	20-24		1278
Moreton Bay - North	2011	20-24	Certificate nfd	212
Moreton Bay - North	2011	20-24	Certificate I and II Level	473
Moreton Bay - North	2011	20-24	Certificate III and IV Level	2667
Moreton Bay - North	2011	20-24	Advanced Diploma and Diploma	596
Moreton Bay - North	2011	20-24	Bachelor	620
Moreton Bay - North	2011	20-24	Graduate Diploma and Graduate Certificate	29
Moreton Bay - North	2011	20-24	Postgraduate	10
Moreton Bay - North	2011	25-34		2440
Moreton Bay - North	2011	25-34	Certificate nfd	484
Moreton Bay - North	2011	25-34	Certificate I and II Level	606
Moreton Bay - North	2011	25-34	Certificate III and IV Level	6006
Moreton Bay - North	2011	25-34	Advanced Diploma and Diploma	1885
Moreton Bay - North	2011	25-34	Bachelor	2539
Moreton Bay - North	2011	25-34	Graduate Diploma and Graduate Certificate	213
Moreton Bay - North	2011	25-34	Postgraduate	270
Moreton Bay - North	2011	35-44		2863
Moreton Bay - North	2011	35-44	Certificate nfd	600
Moreton Bay - North	2011	35-44	Certificate I and II Level	429
Moreton Bay - North	2011	35-44	Certificate III and IV Level	6713
Moreton Bay - North	2011	35-44	Advanced Diploma and Diploma	2698
Moreton Bay - North	2011	35-44	Bachelor	2743
Moreton Bay - North	2011	35-44	Graduate Diploma and Graduate Certificate	427
Moreton Bay - North	2011	35-44	Postgraduate	426
Moreton Bay - North	2011	45-54		2714
Moreton Bay - North	2011	45-54	Certificate nfd	552
Moreton Bay - North	2011	45-54	Certificate I and II Level	332
Moreton Bay - North	2011	45-54	Certificate III and IV Level	6418
Moreton Bay - North	2011	45-54	Advanced Diploma and Diploma	2554
Moreton Bay - North	2011	45-54	Bachelor	2106
Moreton Bay - North	2011	45-54	Graduate Diploma and Graduate Certificate	381
Moreton Bay - North	2011	45-54	Postgraduate	433
Moreton Bay - North	2011	55-64		2825
Moreton Bay - North	2011	55-64	Certificate nfd	491
Moreton Bay - North	2011	55-64	Certificate I and II Level	237
Moreton Bay - North	2011	55-64	Certificate III and IV Level	5090
Moreton Bay - North	2011	55-64	Advanced Diploma and Diploma	2104
Moreton Bay - North	2011	55-64	Bachelor	1863
Moreton Bay - North	2011	55-64	Graduate Diploma and Graduate Certificate	356
Moreton Bay - North	2011	55-64	Postgraduate	435
Moreton Bay - North	2011	65-74		2773
Moreton Bay - North	2011	65-74	Certificate nfd	243
Moreton Bay - North	2011	65-74	Certificate I and II Level	93
Moreton Bay - North	2011	65-74	Certificate III and IV Level	3120
Moreton Bay - North	2011	65-74	Advanced Diploma and Diploma	1251
Moreton Bay - North	2011	65-74	Bachelor	982
Moreton Bay - North	2011	65-74	Graduate Diploma and Graduate Certificate	142
Moreton Bay - North	2011	65-74	Postgraduate	199
Moreton Bay - North	2011	75-84		2408
Moreton Bay - North	2011	75-84	Certificate nfd	99
Moreton Bay - North	2011	75-84	Certificate I and II Level	28
Moreton Bay - North	2011	75-84	Certificate III and IV Level	1349
Moreton Bay - North	2011	75-84	Advanced Diploma and Diploma	394
Moreton Bay - North	2011	75-84	Bachelor	369
Moreton Bay - North	2011	75-84	Graduate Diploma and Graduate Certificate	32
Moreton Bay - North	2011	75-84	Postgraduate	53
Moreton Bay - North	2011	85+		1221
Moreton Bay - North	2011	85+	Certificate nfd	30
Moreton Bay - North	2011	85+	Certificate I and II Level	3
Moreton Bay - North	2011	85+	Certificate III and IV Level	323
Moreton Bay - North	2011	85+	Advanced Diploma and Diploma	91
Moreton Bay - North	2011	85+	Bachelor	104
Moreton Bay - North	2011	85+	Graduate Diploma and Graduate Certificate	4
Moreton Bay - North	2011	85+	Postgraduate	10
Moreton Bay - North	2016	15-19		1318
Moreton Bay - North	2016	15-19	Certificate nfd	141
Moreton Bay - North	2016	15-19	Certificate I and II Level	468
Moreton Bay - North	2016	15-19	Certificate III and IV Level	1283
Moreton Bay - North	2016	15-19	Advanced Diploma and Diploma	178
Moreton Bay - North	2016	15-19	Bachelor	17
Moreton Bay - North	2016	15-19	Graduate Diploma and Graduate Certificate	3
Moreton Bay - North	2016	15-19	Postgraduate	3
Moreton Bay - North	2016	20-24		1272
Moreton Bay - North	2016	20-24	Certificate nfd	265
Moreton Bay - North	2016	20-24	Certificate I and II Level	458
Moreton Bay - North	2016	20-24	Certificate III and IV Level	3185
Moreton Bay - North	2016	20-24	Advanced Diploma and Diploma	872
Moreton Bay - North	2016	20-24	Bachelor	807
Moreton Bay - North	2016	20-24	Graduate Diploma and Graduate Certificate	45
Moreton Bay - North	2016	20-24	Postgraduate	28
Moreton Bay - North	2016	25-34		2644
Moreton Bay - North	2016	25-34	Certificate nfd	518
Moreton Bay - North	2016	25-34	Certificate I and II Level	534
Moreton Bay - North	2016	25-34	Certificate III and IV Level	7562
Moreton Bay - North	2016	25-34	Advanced Diploma and Diploma	2526
Moreton Bay - North	2016	25-34	Bachelor	2779
Moreton Bay - North	2016	25-34	Graduate Diploma and Graduate Certificate	306
Moreton Bay - North	2016	25-34	Postgraduate	337
Moreton Bay - North	2016	35-44		2716
Moreton Bay - North	2016	35-44	Certificate nfd	703
Moreton Bay - North	2016	35-44	Certificate I and II Level	429
Moreton Bay - North	2016	35-44	Certificate III and IV Level	7668
Moreton Bay - North	2016	35-44	Advanced Diploma and Diploma	3293
Moreton Bay - North	2016	35-44	Bachelor	3297
Moreton Bay - North	2016	35-44	Graduate Diploma and Graduate Certificate	500
Moreton Bay - North	2016	35-44	Postgraduate	536
Moreton Bay - North	2016	45-54		2872
Moreton Bay - North	2016	45-54	Certificate nfd	740
Moreton Bay - North	2016	45-54	Certificate I and II Level	337
Moreton Bay - North	2016	45-54	Certificate III and IV Level	7749
Moreton Bay - North	2016	45-54	Advanced Diploma and Diploma	3622
Moreton Bay - North	2016	45-54	Bachelor	2623
Moreton Bay - North	2016	45-54	Graduate Diploma and Graduate Certificate	509
Moreton Bay - North	2016	45-54	Postgraduate	632
Moreton Bay - North	2016	55-64		2999
Moreton Bay - North	2016	55-64	Certificate nfd	743
Moreton Bay - North	2016	55-64	Certificate I and II Level	274
Moreton Bay - North	2016	55-64	Certificate III and IV Level	6354
Moreton Bay - North	2016	55-64	Advanced Diploma and Diploma	2936
Moreton Bay - North	2016	55-64	Bachelor	2220
Moreton Bay - North	2016	55-64	Graduate Diploma and Graduate Certificate	528
Moreton Bay - North	2016	55-64	Postgraduate	562
Moreton Bay - North	2016	65-74		3493
Moreton Bay - North	2016	65-74	Certificate nfd	631
Moreton Bay - North	2016	65-74	Certificate I and II Level	194
Moreton Bay - North	2016	65-74	Certificate III and IV Level	4379
Moreton Bay - North	2016	65-74	Advanced Diploma and Diploma	1971
Moreton Bay - North	2016	65-74	Bachelor	1685
Moreton Bay - North	2016	65-74	Graduate Diploma and Graduate Certificate	277
Moreton Bay - North	2016	65-74	Postgraduate	403
Moreton Bay - North	2016	75-84		2665
Moreton Bay - North	2016	75-84	Certificate nfd	236
Moreton Bay - North	2016	75-84	Certificate I and II Level	39
Moreton Bay - North	2016	75-84	Certificate III and IV Level	1804
Moreton Bay - North	2016	75-84	Advanced Diploma and Diploma	688
Moreton Bay - North	2016	75-84	Bachelor	555
Moreton Bay - North	2016	75-84	Graduate Diploma and Graduate Certificate	75
Moreton Bay - North	2016	75-84	Postgraduate	107
Moreton Bay - North	2016	85+		1822
Moreton Bay - North	2016	85+	Certificate nfd	57
Moreton Bay - North	2016	85+	Certificate I and II Level	14
Moreton Bay - North	2016	85+	Certificate III and IV Level	449
Moreton Bay - North	2016	85+	Advanced Diploma and Diploma	170
Moreton Bay - North	2016	85+	Bachelor	119
Moreton Bay - North	2016	85+	Graduate Diploma and Graduate Certificate	13
Moreton Bay - North	2016	85+	Postgraduate	23
Moreton Bay - South	2006	15-19		952
Moreton Bay - South	2006	15-19	Certificate nfd	45
Moreton Bay - South	2006	15-19	Certificate I and II Level	162
Moreton Bay - South	2006	15-19	Certificate III and IV Level	392
Moreton Bay - South	2006	15-19	Advanced Diploma and Diploma	92
Moreton Bay - South	2006	15-19	Bachelor	0
Moreton Bay - South	2006	15-19	Graduate Diploma and Graduate Certificate	0
Moreton Bay - South	2006	15-19	Postgraduate	0
Moreton Bay - South	2006	20-24		566
Moreton Bay - South	2006	20-24	Certificate nfd	159
Moreton Bay - South	2006	20-24	Certificate I and II Level	250
Moreton Bay - South	2006	20-24	Certificate III and IV Level	1491
Moreton Bay - South	2006	20-24	Advanced Diploma and Diploma	563
Moreton Bay - South	2006	20-24	Bachelor	808
Moreton Bay - South	2006	20-24	Graduate Diploma and Graduate Certificate	23
Moreton Bay - South	2006	20-24	Postgraduate	15
Moreton Bay - South	2006	25-34		1234
Moreton Bay - South	2006	25-34	Certificate nfd	485
Moreton Bay - South	2006	25-34	Certificate I and II Level	331
Moreton Bay - South	2006	25-34	Certificate III and IV Level	4076
Moreton Bay - South	2006	25-34	Advanced Diploma and Diploma	1784
Moreton Bay - South	2006	25-34	Bachelor	3360
Moreton Bay - South	2006	25-34	Graduate Diploma and Graduate Certificate	268
Moreton Bay - South	2006	25-34	Postgraduate	319
Moreton Bay - South	2006	35-44		1646
Moreton Bay - South	2006	35-44	Certificate nfd	448
Moreton Bay - South	2006	35-44	Certificate I and II Level	229
Moreton Bay - South	2006	35-44	Certificate III and IV Level	4534
Moreton Bay - South	2006	35-44	Advanced Diploma and Diploma	2463
Moreton Bay - South	2006	35-44	Bachelor	3175
Moreton Bay - South	2006	35-44	Graduate Diploma and Graduate Certificate	494
Moreton Bay - South	2006	35-44	Postgraduate	615
Moreton Bay - South	2006	45-54		1551
Moreton Bay - South	2006	45-54	Certificate nfd	422
Moreton Bay - South	2006	45-54	Certificate I and II Level	153
Moreton Bay - South	2006	45-54	Certificate III and IV Level	3786
Moreton Bay - South	2006	45-54	Advanced Diploma and Diploma	2053
Moreton Bay - South	2006	45-54	Bachelor	2222
Moreton Bay - South	2006	45-54	Graduate Diploma and Graduate Certificate	447
Moreton Bay - South	2006	45-54	Postgraduate	577
Moreton Bay - South	2006	55-64		1366
Moreton Bay - South	2006	55-64	Certificate nfd	263
Moreton Bay - South	2006	55-64	Certificate I and II Level	93
Moreton Bay - South	2006	55-64	Certificate III and IV Level	2641
Moreton Bay - South	2006	55-64	Advanced Diploma and Diploma	1345
Moreton Bay - South	2006	55-64	Bachelor	1160
Moreton Bay - South	2006	55-64	Graduate Diploma and Graduate Certificate	225
Moreton Bay - South	2006	55-64	Postgraduate	303
Moreton Bay - South	2006	65-74		874
Moreton Bay - South	2006	65-74	Certificate nfd	60
Moreton Bay - South	2006	65-74	Certificate I and II Level	25
Moreton Bay - South	2006	65-74	Certificate III and IV Level	1024
Moreton Bay - South	2006	65-74	Advanced Diploma and Diploma	385
Moreton Bay - South	2006	65-74	Bachelor	315
Moreton Bay - South	2006	65-74	Graduate Diploma and Graduate Certificate	59
Moreton Bay - South	2006	65-74	Postgraduate	74
Moreton Bay - South	2006	75-84		809
Moreton Bay - South	2006	75-84	Certificate nfd	22
Moreton Bay - South	2006	75-84	Certificate I and II Level	8
Moreton Bay - South	2006	75-84	Certificate III and IV Level	354
Moreton Bay - South	2006	75-84	Advanced Diploma and Diploma	132
Moreton Bay - South	2006	75-84	Bachelor	99
Moreton Bay - South	2006	75-84	Graduate Diploma and Graduate Certificate	10
Moreton Bay - South	2006	75-84	Postgraduate	16
Moreton Bay - South	2006	85+		401
Moreton Bay - South	2006	85+	Certificate nfd	12
Moreton Bay - South	2006	85+	Certificate I and II Level	0
Moreton Bay - South	2006	85+	Certificate III and IV Level	89
Moreton Bay - South	2006	85+	Advanced Diploma and Diploma	23
Moreton Bay - South	2006	85+	Bachelor	21
Moreton Bay - South	2006	85+	Graduate Diploma and Graduate Certificate	0
Moreton Bay - South	2006	85+	Postgraduate	4
Moreton Bay - South	2011	15-19		843
Moreton Bay - South	2011	15-19	Certificate nfd	79
Moreton Bay - South	2011	15-19	Certificate I and II Level	304
Moreton Bay - South	2011	15-19	Certificate III and IV Level	740
Moreton Bay - South	2011	15-19	Advanced Diploma and Diploma	109
Moreton Bay - South	2011	15-19	Bachelor	6
Moreton Bay - South	2011	15-19	Graduate Diploma and Graduate Certificate	0
Moreton Bay - South	2011	15-19	Postgraduate	0
Moreton Bay - South	2011	20-24		600
Moreton Bay - South	2011	20-24	Certificate nfd	170
Moreton Bay - South	2011	20-24	Certificate I and II Level	263
Moreton Bay - South	2011	20-24	Certificate III and IV Level	2128
Moreton Bay - South	2011	20-24	Advanced Diploma and Diploma	676
Moreton Bay - South	2011	20-24	Bachelor	949
Moreton Bay - South	2011	20-24	Graduate Diploma and Graduate Certificate	31
Moreton Bay - South	2011	20-24	Postgraduate	16
