SA4_NAME16	Year	Rent.min	TotalHouseholdIncome.min	occupied_private_dwellings_being_rented
Migratory - Offshore - Shipping (Qld)	2006	34125	20800	0
Migratory - Offshore - Shipping (Qld)	2006	34125	26000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	33800	0
Migratory - Offshore - Shipping (Qld)	2006	34125	41600	0
Migratory - Offshore - Shipping (Qld)	2006	34125	52000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	65000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	78000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	104000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	130000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	156000	0
Migratory - Offshore - Shipping (Qld)	2006	34125	208000	0
Migratory - Offshore - Shipping (Qld)	2011			0
Migratory - Offshore - Shipping (Qld)	2011		-1	0
Migratory - Offshore - Shipping (Qld)	2011		52	0
Migratory - Offshore - Shipping (Qld)	2011		7800	0
Migratory - Offshore - Shipping (Qld)	2011		15600	0
Migratory - Offshore - Shipping (Qld)	2011		20800	0
Migratory - Offshore - Shipping (Qld)	2011		26000	0
Migratory - Offshore - Shipping (Qld)	2011		33800	0
Migratory - Offshore - Shipping (Qld)	2011		41600	0
Migratory - Offshore - Shipping (Qld)	2011		52000	0
Migratory - Offshore - Shipping (Qld)	2011		65000	0
Migratory - Offshore - Shipping (Qld)	2011		78000	0
Migratory - Offshore - Shipping (Qld)	2011		104000	0
Migratory - Offshore - Shipping (Qld)	2011		130000	0
Migratory - Offshore - Shipping (Qld)	2011		156000	0
Migratory - Offshore - Shipping (Qld)	2011		208000	0
Migratory - Offshore - Shipping (Qld)	2011	0		0
Migratory - Offshore - Shipping (Qld)	2011	0	-1	0
Migratory - Offshore - Shipping (Qld)	2011	0	52	0
Migratory - Offshore - Shipping (Qld)	2011	0	7800	0
Migratory - Offshore - Shipping (Qld)	2011	0	15600	0
Migratory - Offshore - Shipping (Qld)	2011	0	20800	0
Migratory - Offshore - Shipping (Qld)	2011	0	26000	0
Migratory - Offshore - Shipping (Qld)	2011	0	33800	0
Migratory - Offshore - Shipping (Qld)	2011	0	41600	0
Migratory - Offshore - Shipping (Qld)	2011	0	52000	0
Migratory - Offshore - Shipping (Qld)	2011	0	65000	0
Migratory - Offshore - Shipping (Qld)	2011	0	78000	0
Migratory - Offshore - Shipping (Qld)	2011	0	104000	0
Migratory - Offshore - Shipping (Qld)	2011	0	130000	0
Migratory - Offshore - Shipping (Qld)	2011	0	156000	0
Migratory - Offshore - Shipping (Qld)	2011	0	208000	0
Migratory - Offshore - Shipping (Qld)	2011	3937		0
Migratory - Offshore - Shipping (Qld)	2011	3937	-1	0
Migratory - Offshore - Shipping (Qld)	2011	3937	52	0
Migratory - Offshore - Shipping (Qld)	2011	3937	7800	0
Migratory - Offshore - Shipping (Qld)	2011	3937	15600	0
Migratory - Offshore - Shipping (Qld)	2011	3937	20800	0
Migratory - Offshore - Shipping (Qld)	2011	3937	26000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	33800	0
Migratory - Offshore - Shipping (Qld)	2011	3937	41600	0
Migratory - Offshore - Shipping (Qld)	2011	3937	52000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	65000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	78000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	104000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	130000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	156000	0
Migratory - Offshore - Shipping (Qld)	2011	3937	208000	0
Migratory - Offshore - Shipping (Qld)	2011	5250		0
Migratory - Offshore - Shipping (Qld)	2011	5250	-1	0
Migratory - Offshore - Shipping (Qld)	2011	5250	52	0
Migratory - Offshore - Shipping (Qld)	2011	5250	7800	0
Migratory - Offshore - Shipping (Qld)	2011	5250	15600	0
Migratory - Offshore - Shipping (Qld)	2011	5250	20800	0
Migratory - Offshore - Shipping (Qld)	2011	5250	26000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	33800	0
Migratory - Offshore - Shipping (Qld)	2011	5250	41600	0
Migratory - Offshore - Shipping (Qld)	2011	5250	52000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	65000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	78000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	104000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	130000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	156000	0
Migratory - Offshore - Shipping (Qld)	2011	5250	208000	0
Migratory - Offshore - Shipping (Qld)	2011	7875		0
Migratory - Offshore - Shipping (Qld)	2011	7875	-1	0
Migratory - Offshore - Shipping (Qld)	2011	7875	52	0
Migratory - Offshore - Shipping (Qld)	2011	7875	7800	0
Migratory - Offshore - Shipping (Qld)	2011	7875	15600	0
Migratory - Offshore - Shipping (Qld)	2011	7875	20800	0
Migratory - Offshore - Shipping (Qld)	2011	7875	26000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	33800	0
Migratory - Offshore - Shipping (Qld)	2011	7875	41600	0
Migratory - Offshore - Shipping (Qld)	2011	7875	52000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	65000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	78000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	104000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	130000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	156000	0
Migratory - Offshore - Shipping (Qld)	2011	7875	208000	0
Migratory - Offshore - Shipping (Qld)	2011	10500		0
Migratory - Offshore - Shipping (Qld)	2011	10500	-1	0
Migratory - Offshore - Shipping (Qld)	2011	10500	52	0
Migratory - Offshore - Shipping (Qld)	2011	10500	7800	0
Migratory - Offshore - Shipping (Qld)	2011	10500	15600	0
Migratory - Offshore - Shipping (Qld)	2011	10500	20800	0
Migratory - Offshore - Shipping (Qld)	2011	10500	26000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	33800	0
Migratory - Offshore - Shipping (Qld)	2011	10500	41600	0
Migratory - Offshore - Shipping (Qld)	2011	10500	52000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	65000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	78000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	104000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	130000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	156000	0
Migratory - Offshore - Shipping (Qld)	2011	10500	208000	0
Migratory - Offshore - Shipping (Qld)	2011	11812		0
Migratory - Offshore - Shipping (Qld)	2011	11812	-1	0
Migratory - Offshore - Shipping (Qld)	2011	11812	52	0
Migratory - Offshore - Shipping (Qld)	2011	11812	7800	0
Migratory - Offshore - Shipping (Qld)	2011	11812	15600	0
Migratory - Offshore - Shipping (Qld)	2011	11812	20800	0
Migratory - Offshore - Shipping (Qld)	2011	11812	26000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	33800	0
Migratory - Offshore - Shipping (Qld)	2011	11812	41600	0
Migratory - Offshore - Shipping (Qld)	2011	11812	52000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	65000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	78000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	104000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	130000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	156000	0
Migratory - Offshore - Shipping (Qld)	2011	11812	208000	0
Migratory - Offshore - Shipping (Qld)	2011	14437		0
Migratory - Offshore - Shipping (Qld)	2011	14437	-1	0
Migratory - Offshore - Shipping (Qld)	2011	14437	52	0
Migratory - Offshore - Shipping (Qld)	2011	14437	7800	0
Migratory - Offshore - Shipping (Qld)	2011	14437	15600	0
Migratory - Offshore - Shipping (Qld)	2011	14437	20800	0
Migratory - Offshore - Shipping (Qld)	2011	14437	26000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	33800	0
Migratory - Offshore - Shipping (Qld)	2011	14437	41600	0
Migratory - Offshore - Shipping (Qld)	2011	14437	52000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	65000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	78000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	104000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	130000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	156000	0
Migratory - Offshore - Shipping (Qld)	2011	14437	208000	0
Migratory - Offshore - Shipping (Qld)	2011	18375		0
Migratory - Offshore - Shipping (Qld)	2011	18375	-1	0
Migratory - Offshore - Shipping (Qld)	2011	18375	52	0
Migratory - Offshore - Shipping (Qld)	2011	18375	7800	0
Migratory - Offshore - Shipping (Qld)	2011	18375	15600	0
Migratory - Offshore - Shipping (Qld)	2011	18375	20800	0
Migratory - Offshore - Shipping (Qld)	2011	18375	26000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	33800	0
Migratory - Offshore - Shipping (Qld)	2011	18375	41600	0
Migratory - Offshore - Shipping (Qld)	2011	18375	52000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	65000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	78000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	104000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	130000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	156000	0
Migratory - Offshore - Shipping (Qld)	2011	18375	208000	0
Migratory - Offshore - Shipping (Qld)	2011	23625		0
Migratory - Offshore - Shipping (Qld)	2011	23625	-1	0
Migratory - Offshore - Shipping (Qld)	2011	23625	52	0
Migratory - Offshore - Shipping (Qld)	2011	23625	7800	0
Migratory - Offshore - Shipping (Qld)	2011	23625	15600	0
Migratory - Offshore - Shipping (Qld)	2011	23625	20800	0
Migratory - Offshore - Shipping (Qld)	2011	23625	26000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	33800	0
Migratory - Offshore - Shipping (Qld)	2011	23625	41600	0
Migratory - Offshore - Shipping (Qld)	2011	23625	52000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	65000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	78000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	104000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	130000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	156000	0
Migratory - Offshore - Shipping (Qld)	2011	23625	208000	0
Migratory - Offshore - Shipping (Qld)	2011	28875		0
Migratory - Offshore - Shipping (Qld)	2011	28875	-1	0
Migratory - Offshore - Shipping (Qld)	2011	28875	52	0
Migratory - Offshore - Shipping (Qld)	2011	28875	7800	0
Migratory - Offshore - Shipping (Qld)	2011	28875	15600	0
Migratory - Offshore - Shipping (Qld)	2011	28875	20800	0
Migratory - Offshore - Shipping (Qld)	2011	28875	26000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	33800	0
Migratory - Offshore - Shipping (Qld)	2011	28875	41600	0
Migratory - Offshore - Shipping (Qld)	2011	28875	52000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	65000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	78000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	104000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	130000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	156000	0
Migratory - Offshore - Shipping (Qld)	2011	28875	208000	0
Migratory - Offshore - Shipping (Qld)	2011	34125		0
Migratory - Offshore - Shipping (Qld)	2011	34125	-1	0
Migratory - Offshore - Shipping (Qld)	2011	34125	52	0
Migratory - Offshore - Shipping (Qld)	2011	34125	7800	0
Migratory - Offshore - Shipping (Qld)	2011	34125	15600	0
Migratory - Offshore - Shipping (Qld)	2011	34125	20800	0
Migratory - Offshore - Shipping (Qld)	2011	34125	26000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	33800	0
Migratory - Offshore - Shipping (Qld)	2011	34125	41600	0
Migratory - Offshore - Shipping (Qld)	2011	34125	52000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	65000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	78000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	104000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	130000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	156000	0
Migratory - Offshore - Shipping (Qld)	2011	34125	208000	0
Migratory - Offshore - Shipping (Qld)	2016			0
Migratory - Offshore - Shipping (Qld)	2016		-1	0
Migratory - Offshore - Shipping (Qld)	2016		52	0
Migratory - Offshore - Shipping (Qld)	2016		7800	0
Migratory - Offshore - Shipping (Qld)	2016		15600	0
Migratory - Offshore - Shipping (Qld)	2016		20800	0
Migratory - Offshore - Shipping (Qld)	2016		26000	0
Migratory - Offshore - Shipping (Qld)	2016		33800	0
Migratory - Offshore - Shipping (Qld)	2016		41600	0
Migratory - Offshore - Shipping (Qld)	2016		52000	0
Migratory - Offshore - Shipping (Qld)	2016		65000	0
Migratory - Offshore - Shipping (Qld)	2016		78000	0
Migratory - Offshore - Shipping (Qld)	2016		104000	0
Migratory - Offshore - Shipping (Qld)	2016		130000	0
Migratory - Offshore - Shipping (Qld)	2016		156000	0
Migratory - Offshore - Shipping (Qld)	2016		208000	0
Migratory - Offshore - Shipping (Qld)	2016	0		0
Migratory - Offshore - Shipping (Qld)	2016	0	-1	0
Migratory - Offshore - Shipping (Qld)	2016	0	52	0
Migratory - Offshore - Shipping (Qld)	2016	0	7800	0
Migratory - Offshore - Shipping (Qld)	2016	0	15600	0
Migratory - Offshore - Shipping (Qld)	2016	0	20800	0
Migratory - Offshore - Shipping (Qld)	2016	0	26000	0
Migratory - Offshore - Shipping (Qld)	2016	0	33800	0
Migratory - Offshore - Shipping (Qld)	2016	0	41600	0
Migratory - Offshore - Shipping (Qld)	2016	0	52000	0
Migratory - Offshore - Shipping (Qld)	2016	0	65000	0
Migratory - Offshore - Shipping (Qld)	2016	0	78000	0
Migratory - Offshore - Shipping (Qld)	2016	0	104000	0
Migratory - Offshore - Shipping (Qld)	2016	0	130000	0
Migratory - Offshore - Shipping (Qld)	2016	0	156000	0
Migratory - Offshore - Shipping (Qld)	2016	0	208000	0
Migratory - Offshore - Shipping (Qld)	2016	3937		0
Migratory - Offshore - Shipping (Qld)	2016	3937	-1	0
Migratory - Offshore - Shipping (Qld)	2016	3937	52	0
Migratory - Offshore - Shipping (Qld)	2016	3937	7800	0
Migratory - Offshore - Shipping (Qld)	2016	3937	15600	0
Migratory - Offshore - Shipping (Qld)	2016	3937	20800	0
Migratory - Offshore - Shipping (Qld)	2016	3937	26000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	33800	0
Migratory - Offshore - Shipping (Qld)	2016	3937	41600	0
Migratory - Offshore - Shipping (Qld)	2016	3937	52000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	65000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	78000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	104000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	130000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	156000	0
Migratory - Offshore - Shipping (Qld)	2016	3937	208000	0
Migratory - Offshore - Shipping (Qld)	2016	5250		0
Migratory - Offshore - Shipping (Qld)	2016	5250	-1	0
Migratory - Offshore - Shipping (Qld)	2016	5250	52	0
Migratory - Offshore - Shipping (Qld)	2016	5250	7800	0
Migratory - Offshore - Shipping (Qld)	2016	5250	15600	0
Migratory - Offshore - Shipping (Qld)	2016	5250	20800	0
Migratory - Offshore - Shipping (Qld)	2016	5250	26000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	33800	0
Migratory - Offshore - Shipping (Qld)	2016	5250	41600	0
Migratory - Offshore - Shipping (Qld)	2016	5250	52000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	65000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	78000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	104000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	130000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	156000	0
Migratory - Offshore - Shipping (Qld)	2016	5250	208000	0
Migratory - Offshore - Shipping (Qld)	2016	7875		0
Migratory - Offshore - Shipping (Qld)	2016	7875	-1	0
Migratory - Offshore - Shipping (Qld)	2016	7875	52	0
Migratory - Offshore - Shipping (Qld)	2016	7875	7800	0
Migratory - Offshore - Shipping (Qld)	2016	7875	15600	0
Migratory - Offshore - Shipping (Qld)	2016	7875	20800	0
Migratory - Offshore - Shipping (Qld)	2016	7875	26000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	33800	0
Migratory - Offshore - Shipping (Qld)	2016	7875	41600	0
Migratory - Offshore - Shipping (Qld)	2016	7875	52000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	65000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	78000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	104000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	130000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	156000	0
Migratory - Offshore - Shipping (Qld)	2016	7875	208000	0
Migratory - Offshore - Shipping (Qld)	2016	10500		0
Migratory - Offshore - Shipping (Qld)	2016	10500	-1	0
Migratory - Offshore - Shipping (Qld)	2016	10500	52	0
Migratory - Offshore - Shipping (Qld)	2016	10500	7800	0
Migratory - Offshore - Shipping (Qld)	2016	10500	15600	0
Migratory - Offshore - Shipping (Qld)	2016	10500	20800	0
Migratory - Offshore - Shipping (Qld)	2016	10500	26000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	33800	0
Migratory - Offshore - Shipping (Qld)	2016	10500	41600	0
Migratory - Offshore - Shipping (Qld)	2016	10500	52000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	65000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	78000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	104000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	130000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	156000	0
Migratory - Offshore - Shipping (Qld)	2016	10500	208000	0
Migratory - Offshore - Shipping (Qld)	2016	11812		0
Migratory - Offshore - Shipping (Qld)	2016	11812	-1	0
Migratory - Offshore - Shipping (Qld)	2016	11812	52	0
Migratory - Offshore - Shipping (Qld)	2016	11812	7800	0
Migratory - Offshore - Shipping (Qld)	2016	11812	15600	0
Migratory - Offshore - Shipping (Qld)	2016	11812	20800	0
Migratory - Offshore - Shipping (Qld)	2016	11812	26000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	33800	0
Migratory - Offshore - Shipping (Qld)	2016	11812	41600	0
Migratory - Offshore - Shipping (Qld)	2016	11812	52000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	65000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	78000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	104000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	130000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	156000	0
Migratory - Offshore - Shipping (Qld)	2016	11812	208000	0
Migratory - Offshore - Shipping (Qld)	2016	14437		0
Migratory - Offshore - Shipping (Qld)	2016	14437	-1	0
Migratory - Offshore - Shipping (Qld)	2016	14437	52	0
Migratory - Offshore - Shipping (Qld)	2016	14437	7800	0
Migratory - Offshore - Shipping (Qld)	2016	14437	15600	0
Migratory - Offshore - Shipping (Qld)	2016	14437	20800	0
Migratory - Offshore - Shipping (Qld)	2016	14437	26000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	33800	0
Migratory - Offshore - Shipping (Qld)	2016	14437	41600	0
Migratory - Offshore - Shipping (Qld)	2016	14437	52000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	65000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	78000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	104000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	130000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	156000	0
Migratory - Offshore - Shipping (Qld)	2016	14437	208000	0
Migratory - Offshore - Shipping (Qld)	2016	18375		0
Migratory - Offshore - Shipping (Qld)	2016	18375	-1	0
Migratory - Offshore - Shipping (Qld)	2016	18375	52	0
Migratory - Offshore - Shipping (Qld)	2016	18375	7800	0
Migratory - Offshore - Shipping (Qld)	2016	18375	15600	0
Migratory - Offshore - Shipping (Qld)	2016	18375	20800	0
Migratory - Offshore - Shipping (Qld)	2016	18375	26000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	33800	0
Migratory - Offshore - Shipping (Qld)	2016	18375	41600	0
Migratory - Offshore - Shipping (Qld)	2016	18375	52000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	65000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	78000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	104000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	130000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	156000	0
Migratory - Offshore - Shipping (Qld)	2016	18375	208000	0
Migratory - Offshore - Shipping (Qld)	2016	23625		0
Migratory - Offshore - Shipping (Qld)	2016	23625	-1	0
Migratory - Offshore - Shipping (Qld)	2016	23625	52	0
Migratory - Offshore - Shipping (Qld)	2016	23625	7800	0
Migratory - Offshore - Shipping (Qld)	2016	23625	15600	0
Migratory - Offshore - Shipping (Qld)	2016	23625	20800	0
Migratory - Offshore - Shipping (Qld)	2016	23625	26000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	33800	0
Migratory - Offshore - Shipping (Qld)	2016	23625	41600	0
Migratory - Offshore - Shipping (Qld)	2016	23625	52000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	65000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	78000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	104000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	130000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	156000	0
Migratory - Offshore - Shipping (Qld)	2016	23625	208000	0
Migratory - Offshore - Shipping (Qld)	2016	28875		0
Migratory - Offshore - Shipping (Qld)	2016	28875	-1	0
Migratory - Offshore - Shipping (Qld)	2016	28875	52	0
Migratory - Offshore - Shipping (Qld)	2016	28875	7800	0
Migratory - Offshore - Shipping (Qld)	2016	28875	15600	0
Migratory - Offshore - Shipping (Qld)	2016	28875	20800	0
Migratory - Offshore - Shipping (Qld)	2016	28875	26000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	33800	0
Migratory - Offshore - Shipping (Qld)	2016	28875	41600	0
Migratory - Offshore - Shipping (Qld)	2016	28875	52000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	65000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	78000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	104000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	130000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	156000	0
Migratory - Offshore - Shipping (Qld)	2016	28875	208000	0
Migratory - Offshore - Shipping (Qld)	2016	34125		0
Migratory - Offshore - Shipping (Qld)	2016	34125	-1	0
Migratory - Offshore - Shipping (Qld)	2016	34125	52	0
Migratory - Offshore - Shipping (Qld)	2016	34125	7800	0
Migratory - Offshore - Shipping (Qld)	2016	34125	15600	0
Migratory - Offshore - Shipping (Qld)	2016	34125	20800	0
Migratory - Offshore - Shipping (Qld)	2016	34125	26000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	33800	0
Migratory - Offshore - Shipping (Qld)	2016	34125	41600	0
Migratory - Offshore - Shipping (Qld)	2016	34125	52000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	65000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	78000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	104000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	130000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	156000	0
Migratory - Offshore - Shipping (Qld)	2016	34125	208000	0
No usual address (Qld)	2006			0
No usual address (Qld)	2006		-1	0
No usual address (Qld)	2006		52	0
No usual address (Qld)	2006		7800	0
No usual address (Qld)	2006		15600	0
No usual address (Qld)	2006		20800	0
No usual address (Qld)	2006		26000	0
No usual address (Qld)	2006		33800	0
No usual address (Qld)	2006		41600	0
No usual address (Qld)	2006		52000	0
No usual address (Qld)	2006		65000	0
No usual address (Qld)	2006		78000	0
No usual address (Qld)	2006		104000	0
No usual address (Qld)	2006		130000	0
No usual address (Qld)	2006		156000	0
No usual address (Qld)	2006		208000	0
No usual address (Qld)	2006	0		0
No usual address (Qld)	2006	0	-1	0
No usual address (Qld)	2006	0	52	0
No usual address (Qld)	2006	0	7800	0
No usual address (Qld)	2006	0	15600	0
No usual address (Qld)	2006	0	20800	0
No usual address (Qld)	2006	0	26000	0
No usual address (Qld)	2006	0	33800	0
No usual address (Qld)	2006	0	41600	0
No usual address (Qld)	2006	0	52000	0
No usual address (Qld)	2006	0	65000	0
No usual address (Qld)	2006	0	78000	0
No usual address (Qld)	2006	0	104000	0
No usual address (Qld)	2006	0	130000	0
No usual address (Qld)	2006	0	156000	0
No usual address (Qld)	2006	0	208000	0
No usual address (Qld)	2006	3937		0
No usual address (Qld)	2006	3937	-1	0
No usual address (Qld)	2006	3937	52	0
No usual address (Qld)	2006	3937	7800	0
No usual address (Qld)	2006	3937	15600	0
No usual address (Qld)	2006	3937	20800	0
No usual address (Qld)	2006	3937	26000	0
No usual address (Qld)	2006	3937	33800	0
No usual address (Qld)	2006	3937	41600	0
No usual address (Qld)	2006	3937	52000	0
No usual address (Qld)	2006	3937	65000	0
No usual address (Qld)	2006	3937	78000	0
No usual address (Qld)	2006	3937	104000	0
No usual address (Qld)	2006	3937	130000	0
No usual address (Qld)	2006	3937	156000	0
No usual address (Qld)	2006	3937	208000	0
No usual address (Qld)	2006	5250		0
No usual address (Qld)	2006	5250	-1	0
No usual address (Qld)	2006	5250	52	0
No usual address (Qld)	2006	5250	7800	0
No usual address (Qld)	2006	5250	15600	0
No usual address (Qld)	2006	5250	20800	0
No usual address (Qld)	2006	5250	26000	0
No usual address (Qld)	2006	5250	33800	0
No usual address (Qld)	2006	5250	41600	0
No usual address (Qld)	2006	5250	52000	0
No usual address (Qld)	2006	5250	65000	0
No usual address (Qld)	2006	5250	78000	0
No usual address (Qld)	2006	5250	104000	0
No usual address (Qld)	2006	5250	130000	0
No usual address (Qld)	2006	5250	156000	0
No usual address (Qld)	2006	5250	208000	0
No usual address (Qld)	2006	7875		0
No usual address (Qld)	2006	7875	-1	0
No usual address (Qld)	2006	7875	52	0
No usual address (Qld)	2006	7875	7800	0
No usual address (Qld)	2006	7875	15600	0
No usual address (Qld)	2006	7875	20800	0
No usual address (Qld)	2006	7875	26000	0
No usual address (Qld)	2006	7875	33800	0
No usual address (Qld)	2006	7875	41600	0
No usual address (Qld)	2006	7875	52000	0
No usual address (Qld)	2006	7875	65000	0
No usual address (Qld)	2006	7875	78000	0
No usual address (Qld)	2006	7875	104000	0
No usual address (Qld)	2006	7875	130000	0
No usual address (Qld)	2006	7875	156000	0
No usual address (Qld)	2006	7875	208000	0
No usual address (Qld)	2006	10500		0
No usual address (Qld)	2006	10500	-1	0
No usual address (Qld)	2006	10500	52	0
No usual address (Qld)	2006	10500	7800	0
No usual address (Qld)	2006	10500	15600	0
No usual address (Qld)	2006	10500	20800	0
No usual address (Qld)	2006	10500	26000	0
No usual address (Qld)	2006	10500	33800	0
No usual address (Qld)	2006	10500	41600	0
No usual address (Qld)	2006	10500	52000	0
No usual address (Qld)	2006	10500	65000	0
No usual address (Qld)	2006	10500	78000	0
No usual address (Qld)	2006	10500	104000	0
No usual address (Qld)	2006	10500	130000	0
No usual address (Qld)	2006	10500	156000	0
No usual address (Qld)	2006	10500	208000	0
