SA4_NAME16	Year	Age	Sex	persons
Central Coast	2011	55-64	F	19943
Central Coast	2011	55-64	M	18450
Central Coast	2011	65-74	F	15734
Central Coast	2011	65-74	M	14072
Central Coast	2011	75-84	F	11592
Central Coast	2011	75-84	M	8928
Central Coast	2011	85+	F	5808
Central Coast	2011	85+	M	3158
Central Coast	2016	0-4	F	9299
Central Coast	2016	0-4	M	9887
Central Coast	2016	5-14	F	19967
Central Coast	2016	5-14	M	21280
Central Coast	2016	15-19	F	9808
Central Coast	2016	15-19	M	10117
Central Coast	2016	20-24	F	8908
Central Coast	2016	20-24	M	9267
Central Coast	2016	25-34	F	18037
Central Coast	2016	25-34	M	17244
Central Coast	2016	35-44	F	20343
Central Coast	2016	35-44	M	19032
Central Coast	2016	45-54	F	22575
Central Coast	2016	45-54	M	21054
Central Coast	2016	55-64	F	22308
Central Coast	2016	55-64	M	20057
Central Coast	2016	65-74	F	19339
Central Coast	2016	65-74	M	17251
Central Coast	2016	75-84	F	11976
Central Coast	2016	75-84	M	9718
Central Coast	2016	85+	F	6407
Central Coast	2016	85+	M	3866
Central West	2006	0-4	F	5990
Central West	2006	0-4	M	6407
Central West	2006	5-14	F	13697
Central West	2006	5-14	M	14488
Central West	2006	15-19	F	6615
Central West	2006	15-19	M	7139
Central West	2006	20-24	F	5162
Central West	2006	20-24	M	5422
Central West	2006	25-34	F	10302
Central West	2006	25-34	M	10303
Central West	2006	35-44	F	13017
Central West	2006	35-44	M	12508
Central West	2006	45-54	F	12882
Central West	2006	45-54	M	13303
Central West	2006	55-64	F	11405
Central West	2006	55-64	M	11801
Central West	2006	65-74	F	7907
Central West	2006	65-74	M	7807
Central West	2006	75-84	F	5753
Central West	2006	75-84	M	4395
Central West	2006	85+	F	2352
Central West	2006	85+	M	1022
Central West	2011	0-4	F	6623
Central West	2011	0-4	M	7086
Central West	2011	5-14	F	13263
Central West	2011	5-14	M	14179
Central West	2011	15-19	F	6580
Central West	2011	15-19	M	6903
Central West	2011	20-24	F	5479
Central West	2011	20-24	M	5958
Central West	2011	25-34	F	10440
Central West	2011	25-34	M	10296
Central West	2011	35-44	F	12579
Central West	2011	35-44	M	12089
Central West	2011	45-54	F	13305
Central West	2011	45-54	M	13454
Central West	2011	55-64	F	12339
Central West	2011	55-64	M	12822
Central West	2011	65-74	F	9065
Central West	2011	65-74	M	9166
Central West	2011	75-84	F	5982
Central West	2011	75-84	M	5087
Central West	2011	85+	F	2765
Central West	2011	85+	M	1277
Central West	2016	0-4	F	6466
Central West	2016	0-4	M	6828
Central West	2016	5-14	F	13353
Central West	2016	5-14	M	14268
Central West	2016	15-19	F	6398
Central West	2016	15-19	M	6692
Central West	2016	20-24	F	5590
Central West	2016	20-24	M	5972
Central West	2016	25-34	F	11515
Central West	2016	25-34	M	11580
Central West	2016	35-44	F	12040
Central West	2016	35-44	M	11614
Central West	2016	45-54	F	13652
Central West	2016	45-54	M	13358
Central West	2016	55-64	F	13329
Central West	2016	55-64	M	13438
Central West	2016	65-74	F	11170
Central West	2016	65-74	M	11313
Central West	2016	75-84	F	6696
Central West	2016	75-84	M	5812
Central West	2016	85+	F	3247
Central West	2016	85+	M	1824
Coffs Harbour - Grafton	2006	0-4	F	3332
Coffs Harbour - Grafton	2006	0-4	M	3512
Coffs Harbour - Grafton	2006	5-14	F	8949
Coffs Harbour - Grafton	2006	5-14	M	9420
Coffs Harbour - Grafton	2006	15-19	F	4327
Coffs Harbour - Grafton	2006	15-19	M	4556
Coffs Harbour - Grafton	2006	20-24	F	2571
Coffs Harbour - Grafton	2006	20-24	M	2790
Coffs Harbour - Grafton	2006	25-34	F	5832
Coffs Harbour - Grafton	2006	25-34	M	5277
Coffs Harbour - Grafton	2006	35-44	F	8687
Coffs Harbour - Grafton	2006	35-44	M	7719
Coffs Harbour - Grafton	2006	45-54	F	9976
Coffs Harbour - Grafton	2006	45-54	M	9495
Coffs Harbour - Grafton	2006	55-64	F	8282
Coffs Harbour - Grafton	2006	55-64	M	8381
Coffs Harbour - Grafton	2006	65-74	F	6008
Coffs Harbour - Grafton	2006	65-74	M	5844
Coffs Harbour - Grafton	2006	75-84	F	4311
Coffs Harbour - Grafton	2006	75-84	M	3595
Coffs Harbour - Grafton	2006	85+	F	1703
Coffs Harbour - Grafton	2006	85+	M	920
Coffs Harbour - Grafton	2011	0-4	F	3751
Coffs Harbour - Grafton	2011	0-4	M	3911
Coffs Harbour - Grafton	2011	5-14	F	8340
Coffs Harbour - Grafton	2011	5-14	M	8779
Coffs Harbour - Grafton	2011	15-19	F	4249
Coffs Harbour - Grafton	2011	15-19	M	4482
Coffs Harbour - Grafton	2011	20-24	F	3001
Coffs Harbour - Grafton	2011	20-24	M	3022
Coffs Harbour - Grafton	2011	25-34	F	5919
Coffs Harbour - Grafton	2011	25-34	M	5441
Coffs Harbour - Grafton	2011	35-44	F	8228
Coffs Harbour - Grafton	2011	35-44	M	7307
Coffs Harbour - Grafton	2011	45-54	F	10108
Coffs Harbour - Grafton	2011	45-54	M	9166
Coffs Harbour - Grafton	2011	55-64	F	9695
Coffs Harbour - Grafton	2011	55-64	M	9804
Coffs Harbour - Grafton	2011	65-74	F	6993
Coffs Harbour - Grafton	2011	65-74	M	6790
Coffs Harbour - Grafton	2011	75-84	F	4422
Coffs Harbour - Grafton	2011	75-84	M	3928
Coffs Harbour - Grafton	2011	85+	F	2107
Coffs Harbour - Grafton	2011	85+	M	1170
Coffs Harbour - Grafton	2016	0-4	F	3466
Coffs Harbour - Grafton	2016	0-4	M	3662
Coffs Harbour - Grafton	2016	5-14	F	8159
Coffs Harbour - Grafton	2016	5-14	M	8570
Coffs Harbour - Grafton	2016	15-19	F	3863
Coffs Harbour - Grafton	2016	15-19	M	4155
Coffs Harbour - Grafton	2016	20-24	F	2963
Coffs Harbour - Grafton	2016	20-24	M	3173
Coffs Harbour - Grafton	2016	25-34	F	6535
Coffs Harbour - Grafton	2016	25-34	M	6218
Coffs Harbour - Grafton	2016	35-44	F	7695
Coffs Harbour - Grafton	2016	35-44	M	6994
Coffs Harbour - Grafton	2016	45-54	F	9637
Coffs Harbour - Grafton	2016	45-54	M	8529
Coffs Harbour - Grafton	2016	55-64	F	10882
Coffs Harbour - Grafton	2016	55-64	M	10403
Coffs Harbour - Grafton	2016	65-74	F	8834
Coffs Harbour - Grafton	2016	65-74	M	8799
Coffs Harbour - Grafton	2016	75-84	F	5139
Coffs Harbour - Grafton	2016	75-84	M	4559
Coffs Harbour - Grafton	2016	85+	F	2526
Coffs Harbour - Grafton	2016	85+	M	1528
Far West and Orana	2006	0-4	F	3974
Far West and Orana	2006	0-4	M	4292
Far West and Orana	2006	5-14	F	8627
Far West and Orana	2006	5-14	M	9030
Far West and Orana	2006	15-19	F	3584
Far West and Orana	2006	15-19	M	3854
Far West and Orana	2006	20-24	F	3126
Far West and Orana	2006	20-24	M	2995
Far West and Orana	2006	25-34	F	6538
Far West and Orana	2006	25-34	M	6126
Far West and Orana	2006	35-44	F	7832
Far West and Orana	2006	35-44	M	7604
Far West and Orana	2006	45-54	F	8000
Far West and Orana	2006	45-54	M	8215
Far West and Orana	2006	55-64	F	6440
Far West and Orana	2006	55-64	M	7006
Far West and Orana	2006	65-74	F	4768
Far West and Orana	2006	65-74	M	4707
Far West and Orana	2006	75-84	F	3278
Far West and Orana	2006	75-84	M	2699
Far West and Orana	2006	85+	F	1263
Far West and Orana	2006	85+	M	552
Far West and Orana	2011	0-4	F	4086
Far West and Orana	2011	0-4	M	4257
Far West and Orana	2011	5-14	F	7735
Far West and Orana	2011	5-14	M	8189
Far West and Orana	2011	15-19	F	3581
Far West and Orana	2011	15-19	M	3885
Far West and Orana	2011	20-24	F	3192
Far West and Orana	2011	20-24	M	3103
Far West and Orana	2011	25-34	F	6387
Far West and Orana	2011	25-34	M	5933
Far West and Orana	2011	35-44	F	7160
Far West and Orana	2011	35-44	M	6850
Far West and Orana	2011	45-54	F	7969
Far West and Orana	2011	45-54	M	7996
Far West and Orana	2011	55-64	F	6960
Far West and Orana	2011	55-64	M	7452
Far West and Orana	2011	65-74	F	5129
Far West and Orana	2011	65-74	M	5223
Far West and Orana	2011	75-84	F	3442
Far West and Orana	2011	75-84	M	2898
Far West and Orana	2011	85+	F	1443
Far West and Orana	2011	85+	M	727
Far West and Orana	2016	0-4	F	3765
Far West and Orana	2016	0-4	M	3862
Far West and Orana	2016	5-14	F	7310
Far West and Orana	2016	5-14	M	7686
Far West and Orana	2016	15-19	F	3171
Far West and Orana	2016	15-19	M	3333
Far West and Orana	2016	20-24	F	3184
Far West and Orana	2016	20-24	M	3277
Far West and Orana	2016	25-34	F	7181
Far West and Orana	2016	25-34	M	6823
Far West and Orana	2016	35-44	F	6444
Far West and Orana	2016	35-44	M	6213
Far West and Orana	2016	45-54	F	7539
Far West and Orana	2016	45-54	M	7369
Far West and Orana	2016	55-64	F	7581
Far West and Orana	2016	55-64	M	7720
Far West and Orana	2016	65-74	F	5769
Far West and Orana	2016	65-74	M	6055
Far West and Orana	2016	75-84	F	3652
Far West and Orana	2016	75-84	M	3100
Far West and Orana	2016	85+	F	1708
Far West and Orana	2016	85+	M	1033
Hunter Valley exc Newcastle	2006	0-4	F	7513
Hunter Valley exc Newcastle	2006	0-4	M	7951
Hunter Valley exc Newcastle	2006	5-14	F	16798
Hunter Valley exc Newcastle	2006	5-14	M	17392
Hunter Valley exc Newcastle	2006	15-19	F	7647
Hunter Valley exc Newcastle	2006	15-19	M	8157
Hunter Valley exc Newcastle	2006	20-24	F	6069
Hunter Valley exc Newcastle	2006	20-24	M	6580
Hunter Valley exc Newcastle	2006	25-34	F	13354
Hunter Valley exc Newcastle	2006	25-34	M	13174
Hunter Valley exc Newcastle	2006	35-44	F	16202
Hunter Valley exc Newcastle	2006	35-44	M	15579
Hunter Valley exc Newcastle	2006	45-54	F	15772
Hunter Valley exc Newcastle	2006	45-54	M	15698
Hunter Valley exc Newcastle	2006	55-64	F	13244
Hunter Valley exc Newcastle	2006	55-64	M	13350
Hunter Valley exc Newcastle	2006	65-74	F	8614
Hunter Valley exc Newcastle	2006	65-74	M	8303
Hunter Valley exc Newcastle	2006	75-84	F	6191
Hunter Valley exc Newcastle	2006	75-84	M	4794
Hunter Valley exc Newcastle	2006	85+	F	2294
Hunter Valley exc Newcastle	2006	85+	M	1080
Hunter Valley exc Newcastle	2011	0-4	F	8385
Hunter Valley exc Newcastle	2011	0-4	M	8804
Hunter Valley exc Newcastle	2011	5-14	F	16512
Hunter Valley exc Newcastle	2011	5-14	M	17327
Hunter Valley exc Newcastle	2011	15-19	F	8155
Hunter Valley exc Newcastle	2011	15-19	M	8477
Hunter Valley exc Newcastle	2011	20-24	F	6867
Hunter Valley exc Newcastle	2011	20-24	M	7364
Hunter Valley exc Newcastle	2011	25-34	F	14117
Hunter Valley exc Newcastle	2011	25-34	M	14186
Hunter Valley exc Newcastle	2011	35-44	F	16636
Hunter Valley exc Newcastle	2011	35-44	M	15932
Hunter Valley exc Newcastle	2011	45-54	F	16717
Hunter Valley exc Newcastle	2011	45-54	M	16559
Hunter Valley exc Newcastle	2011	55-64	F	15297
Hunter Valley exc Newcastle	2011	55-64	M	15113
Hunter Valley exc Newcastle	2011	65-74	F	10362
Hunter Valley exc Newcastle	2011	65-74	M	10440
Hunter Valley exc Newcastle	2011	75-84	F	6480
Hunter Valley exc Newcastle	2011	75-84	M	5262
Hunter Valley exc Newcastle	2011	85+	F	2823
Hunter Valley exc Newcastle	2011	85+	M	1445
Hunter Valley exc Newcastle	2016	0-4	F	8448
Hunter Valley exc Newcastle	2016	0-4	M	8819
Hunter Valley exc Newcastle	2016	5-14	F	17460
Hunter Valley exc Newcastle	2016	5-14	M	18541
Hunter Valley exc Newcastle	2016	15-19	F	7993
Hunter Valley exc Newcastle	2016	15-19	M	8419
Hunter Valley exc Newcastle	2016	20-24	F	7437
Hunter Valley exc Newcastle	2016	20-24	M	7650
Hunter Valley exc Newcastle	2016	25-34	F	16078
Hunter Valley exc Newcastle	2016	25-34	M	15527
Hunter Valley exc Newcastle	2016	35-44	F	16340
Hunter Valley exc Newcastle	2016	35-44	M	16132
Hunter Valley exc Newcastle	2016	45-54	F	17691
Hunter Valley exc Newcastle	2016	45-54	M	17085
Hunter Valley exc Newcastle	2016	55-64	F	17015
Hunter Valley exc Newcastle	2016	55-64	M	16557
Hunter Valley exc Newcastle	2016	65-74	F	13703
Hunter Valley exc Newcastle	2016	65-74	M	13615
Hunter Valley exc Newcastle	2016	75-84	F	7261
Hunter Valley exc Newcastle	2016	75-84	M	6416
Hunter Valley exc Newcastle	2016	85+	F	3341
Hunter Valley exc Newcastle	2016	85+	M	1877
Illawarra	2006	0-4	F	8042
Illawarra	2006	0-4	M	8434
Illawarra	2006	5-14	F	17696
Illawarra	2006	5-14	M	18736
Illawarra	2006	15-19	F	8888
Illawarra	2006	15-19	M	9327
Illawarra	2006	20-24	F	8747
Illawarra	2006	20-24	M	9373
Illawarra	2006	25-34	F	16314
Illawarra	2006	25-34	M	16220
Illawarra	2006	35-44	F	19040
Illawarra	2006	35-44	M	18181
Illawarra	2006	45-54	F	18491
Illawarra	2006	45-54	M	17802
Illawarra	2006	55-64	F	14295
Illawarra	2006	55-64	M	14146
Illawarra	2006	65-74	F	10942
Illawarra	2006	65-74	M	10000
Illawarra	2006	75-84	F	8251
Illawarra	2006	75-84	M	6387
Illawarra	2006	85+	F	2808
Illawarra	2006	85+	M	1414
Illawarra	2011	0-4	F	8484
Illawarra	2011	0-4	M	8884
Illawarra	2011	5-14	F	17179
Illawarra	2011	5-14	M	18195
Illawarra	2011	15-19	F	9206
Illawarra	2011	15-19	M	9816
Illawarra	2011	20-24	F	9310
Illawarra	2011	20-24	M	9873
Illawarra	2011	25-34	F	16446
Illawarra	2011	25-34	M	16579
Illawarra	2011	35-44	F	18807
Illawarra	2011	35-44	M	17946
Illawarra	2011	45-54	F	19486
Illawarra	2011	45-54	M	18904
Illawarra	2011	55-64	F	16368
Illawarra	2011	55-64	M	15843
Illawarra	2011	65-74	F	12118
Illawarra	2011	65-74	M	11124
Illawarra	2011	75-84	F	8653
Illawarra	2011	75-84	M	6953
Illawarra	2011	85+	F	3736
Illawarra	2011	85+	M	2064
Illawarra	2016	0-4	F	8486
Illawarra	2016	0-4	M	8989
Illawarra	2016	5-14	F	17689
Illawarra	2016	5-14	M	18604
Illawarra	2016	15-19	F	9264
Illawarra	2016	15-19	M	9720
Illawarra	2016	20-24	F	9989
Illawarra	2016	20-24	M	10863
Illawarra	2016	25-34	F	18027
Illawarra	2016	25-34	M	17870
Illawarra	2016	35-44	F	18770
Illawarra	2016	35-44	M	18022
Illawarra	2016	45-54	F	19629
Illawarra	2016	45-54	M	18897
Illawarra	2016	55-64	F	18721
Illawarra	2016	55-64	M	17511
Illawarra	2016	65-74	F	14464
Illawarra	2016	65-74	M	13576
Illawarra	2016	75-84	F	9355
Illawarra	2016	75-84	M	7707
Illawarra	2016	85+	F	4612
Illawarra	2016	85+	M	2721
Mid North Coast	2006	0-4	F	4990
Mid North Coast	2006	0-4	M	5255
Mid North Coast	2006	5-14	F	12824
Mid North Coast	2006	5-14	M	13246
Mid North Coast	2006	15-19	F	5932
Mid North Coast	2006	15-19	M	6416
Mid North Coast	2006	20-24	F	3486
Mid North Coast	2006	20-24	M	3847
Mid North Coast	2006	25-34	F	8142
Mid North Coast	2006	25-34	M	7568
Mid North Coast	2006	35-44	F	12504
Mid North Coast	2006	35-44	M	11146
Mid North Coast	2006	45-54	F	14276
Mid North Coast	2006	45-54	M	13510
Mid North Coast	2006	55-64	F	13947
Mid North Coast	2006	55-64	M	13477
Mid North Coast	2006	65-74	F	11032
Mid North Coast	2006	65-74	M	10837
Mid North Coast	2006	75-84	F	8340
Mid North Coast	2006	75-84	M	7152
Mid North Coast	2006	85+	F	3128
Mid North Coast	2006	85+	M	1680
Mid North Coast	2011	0-4	F	5418
Mid North Coast	2011	0-4	M	5700
Mid North Coast	2011	5-14	F	12105
Mid North Coast	2011	5-14	M	12693
Mid North Coast	2011	15-19	F	5943
Mid North Coast	2011	15-19	M	6306
Mid North Coast	2011	20-24	F	3848
Mid North Coast	2011	20-24	M	3989
Mid North Coast	2011	25-34	F	7975
Mid North Coast	2011	25-34	M	7339
Mid North Coast	2011	35-44	F	11712
Mid North Coast	2011	35-44	M	10455
Mid North Coast	2011	45-54	F	14838
Mid North Coast	2011	45-54	M	13527
Mid North Coast	2011	55-64	F	15502
Mid North Coast	2011	55-64	M	15041
Mid North Coast	2011	65-74	F	13157
Mid North Coast	2011	65-74	M	12870
Mid North Coast	2011	75-84	F	8633
Mid North Coast	2011	75-84	M	7662
Mid North Coast	2011	85+	F	4012
Mid North Coast	2011	85+	M	2396
Mid North Coast	2016	0-4	F	4993
Mid North Coast	2016	0-4	M	5266
Mid North Coast	2016	5-14	F	11975
Mid North Coast	2016	5-14	M	12466
Mid North Coast	2016	15-19	F	5706
Mid North Coast	2016	15-19	M	5993
Mid North Coast	2016	20-24	F	4197
Mid North Coast	2016	20-24	M	4327
Mid North Coast	2016	25-34	F	8973
Mid North Coast	2016	25-34	M	8293
Mid North Coast	2016	35-44	F	10824
Mid North Coast	2016	35-44	M	9892
Mid North Coast	2016	45-54	F	14187
Mid North Coast	2016	45-54	M	13038
Mid North Coast	2016	55-64	F	17167
Mid North Coast	2016	55-64	M	15954
Mid North Coast	2016	65-74	F	16619
Mid North Coast	2016	65-74	M	16324
Mid North Coast	2016	75-84	F	9547
Mid North Coast	2016	75-84	M	8711
Mid North Coast	2016	85+	F	4718
Mid North Coast	2016	85+	M	3030
Murray	2006	0-4	F	3362
Murray	2006	0-4	M	3521
Murray	2006	5-14	F	7618
Murray	2006	5-14	M	8144
Murray	2006	15-19	F	3656
Murray	2006	15-19	M	3932
Murray	2006	20-24	F	3029
Murray	2006	20-24	M	2905
Murray	2006	25-34	F	5913
Murray	2006	25-34	M	5871
Murray	2006	35-44	F	7420
Murray	2006	35-44	M	7076
Murray	2006	45-54	F	7980
Murray	2006	45-54	M	7947
Murray	2006	55-64	F	6495
Murray	2006	55-64	M	6806
Murray	2006	65-74	F	4749
Murray	2006	65-74	M	4678
Murray	2006	75-84	F	3546
Murray	2006	75-84	M	2971
Murray	2006	85+	F	1397
Murray	2006	85+	M	615
Murray	2011	0-4	F	3392
Murray	2011	0-4	M	3456
Murray	2011	5-14	F	7027
Murray	2011	5-14	M	7347
Murray	2011	15-19	F	3640
Murray	2011	15-19	M	3957
Murray	2011	20-24	F	3020
Murray	2011	20-24	M	2929
Murray	2011	25-34	F	5752
Murray	2011	25-34	M	5526
Murray	2011	35-44	F	6897
Murray	2011	35-44	M	6534
Murray	2011	45-54	F	7862
Murray	2011	45-54	M	7531
Murray	2011	55-64	F	7386
Murray	2011	55-64	M	7621
Murray	2011	65-74	F	5520
Murray	2011	65-74	M	5533
Murray	2011	75-84	F	3619
Murray	2011	75-84	M	3202
Murray	2011	85+	F	1650
Murray	2011	85+	M	914
Murray	2016	0-4	F	3316
Murray	2016	0-4	M	3588
Murray	2016	5-14	F	7199
Murray	2016	5-14	M	7341
Murray	2016	15-19	F	3393
Murray	2016	15-19	M	3514
Murray	2016	20-24	F	3128
Murray	2016	20-24	M	3184
Murray	2016	25-34	F	6358
Murray	2016	25-34	M	6053
Murray	2016	35-44	F	6635
Murray	2016	35-44	M	6199
Murray	2016	45-54	F	7578
Murray	2016	45-54	M	7264
Murray	2016	55-64	F	8236
Murray	2016	55-64	M	8087
Murray	2016	65-74	F	6811
Murray	2016	65-74	M	6909
Murray	2016	75-84	F	4140
Murray	2016	75-84	M	3652
Murray	2016	85+	F	1939
Murray	2016	85+	M	1264
New England and North West	2006	0-4	F	5631
New England and North West	2006	0-4	M	5817
New England and North West	2006	5-14	F	12472
New England and North West	2006	5-14	M	13176
New England and North West	2006	15-19	F	6076
New England and North West	2006	15-19	M	6311
New England and North West	2006	20-24	F	4817
New England and North West	2006	20-24	M	4891
New England and North West	2006	25-34	F	9462
New England and North West	2006	25-34	M	8893
New England and North West	2006	35-44	F	11711
New England and North West	2006	35-44	M	11088
New England and North West	2006	45-54	F	12047
New England and North West	2006	45-54	M	12059
New England and North West	2006	55-64	F	10424
New England and North West	2006	55-64	M	10783
New England and North West	2006	65-74	F	7378
New England and North West	2006	65-74	M	7237
New England and North West	2006	75-84	F	5125
New England and North West	2006	75-84	M	3902
New England and North West	2006	85+	F	2130
New England and North West	2006	85+	M	961
New England and North West	2011	0-4	F	5940
New England and North West	2011	0-4	M	6144
New England and North West	2011	5-14	F	11766
New England and North West	2011	5-14	M	12585
New England and North West	2011	15-19	F	6024
New England and North West	2011	15-19	M	6207
New England and North West	2011	20-24	F	5125
New England and North West	2011	20-24	M	5096
New England and North West	2011	25-34	F	9420
New England and North West	2011	25-34	M	8921
New England and North West	2011	35-44	F	11102
New England and North West	2011	35-44	M	10356
New England and North West	2011	45-54	F	12400
New England and North West	2011	45-54	M	11953
New England and North West	2011	55-64	F	11253
New England and North West	2011	55-64	M	11630
New England and North West	2011	65-74	F	8528
New England and North West	2011	65-74	M	8406
New England and North West	2011	75-84	F	5315
New England and North West	2011	75-84	M	4403
New England and North West	2011	85+	F	2416
New England and North West	2011	85+	M	1206
New England and North West	2016	0-4	F	5670
New England and North West	2016	0-4	M	5884
New England and North West	2016	5-14	F	11862
New England and North West	2016	5-14	M	12217
New England and North West	2016	15-19	F	5599
New England and North West	2016	15-19	M	5990
New England and North West	2016	20-24	F	5270
New England and North West	2016	20-24	M	5234
New England and North West	2016	25-34	F	10370
New England and North West	2016	25-34	M	9850
New England and North West	2016	35-44	F	10454
New England and North West	2016	35-44	M	9806
New England and North West	2016	45-54	F	11957
New England and North West	2016	45-54	M	11444
New England and North West	2016	55-64	F	12279
New England and North West	2016	55-64	M	12152
New England and North West	2016	65-74	F	9993
New England and North West	2016	65-74	M	9980
New England and North West	2016	75-84	F	6054
New England and North West	2016	75-84	M	5229
New England and North West	2016	85+	F	2780
New England and North West	2016	85+	M	1470
Newcastle and Lake Macquarie	2006	0-4	F	9316
Newcastle and Lake Macquarie	2006	0-4	M	9961
Newcastle and Lake Macquarie	2006	5-14	F	20377
Newcastle and Lake Macquarie	2006	5-14	M	21638
Newcastle and Lake Macquarie	2006	15-19	F	11167
Newcastle and Lake Macquarie	2006	15-19	M	11403
Newcastle and Lake Macquarie	2006	20-24	F	11357
Newcastle and Lake Macquarie	2006	20-24	M	11676
Newcastle and Lake Macquarie	2006	25-34	F	20234
Newcastle and Lake Macquarie	2006	25-34	M	19824
Newcastle and Lake Macquarie	2006	35-44	F	22844
Newcastle and Lake Macquarie	2006	35-44	M	21982
Newcastle and Lake Macquarie	2006	45-54	F	23404
Newcastle and Lake Macquarie	2006	45-54	M	22672
Newcastle and Lake Macquarie	2006	55-64	F	19434
Newcastle and Lake Macquarie	2006	55-64	M	18866
Newcastle and Lake Macquarie	2006	65-74	F	13887
Newcastle and Lake Macquarie	2006	65-74	M	12427
Newcastle and Lake Macquarie	2006	75-84	F	11818
Newcastle and Lake Macquarie	2006	75-84	M	8766
Newcastle and Lake Macquarie	2006	85+	F	4769
Newcastle and Lake Macquarie	2006	85+	M	2144
Newcastle and Lake Macquarie	2011	0-4	F	10050
Newcastle and Lake Macquarie	2011	0-4	M	10595
Newcastle and Lake Macquarie	2011	5-14	F	19796
Newcastle and Lake Macquarie	2011	5-14	M	21064
Newcastle and Lake Macquarie	2011	15-19	F	10860
Newcastle and Lake Macquarie	2011	15-19	M	11496
Newcastle and Lake Macquarie	2011	20-24	F	11962
Newcastle and Lake Macquarie	2011	20-24	M	12048
Newcastle and Lake Macquarie	2011	25-34	F	21102
Newcastle and Lake Macquarie	2011	25-34	M	21125
Newcastle and Lake Macquarie	2011	35-44	F	22826
Newcastle and Lake Macquarie	2011	35-44	M	22016
Newcastle and Lake Macquarie	2011	45-54	F	23804
Newcastle and Lake Macquarie	2011	45-54	M	22926
Newcastle and Lake Macquarie	2011	55-64	F	21597
