SA4_NAME16	Year	NonSchoolQualification	Sex	persons
Mid North Coast	2011		M	62827
Mid North Coast	2011	Certificate nfd	F	2346
Mid North Coast	2011	Certificate nfd	M	1037
Mid North Coast	2011	Certificate I and II Level	F	1864
Mid North Coast	2011	Certificate I and II Level	M	812
Mid North Coast	2011	Certificate III and IV Level	F	9861
Mid North Coast	2011	Certificate III and IV Level	M	22481
Mid North Coast	2011	Advanced Diploma and Diploma	F	7114
Mid North Coast	2011	Advanced Diploma and Diploma	M	4328
Mid North Coast	2011	Bachelor	F	6916
Mid North Coast	2011	Bachelor	M	4801
Mid North Coast	2011	Graduate Diploma and Graduate Certificate	F	1113
Mid North Coast	2011	Graduate Diploma and Graduate Certificate	M	675
Mid North Coast	2011	Postgraduate	F	845
Mid North Coast	2011	Postgraduate	M	1009
Mid North Coast	2016		F	71311
Mid North Coast	2016		M	63072
Mid North Coast	2016	Certificate nfd	F	3321
Mid North Coast	2016	Certificate nfd	M	1683
Mid North Coast	2016	Certificate I and II Level	F	1898
Mid North Coast	2016	Certificate I and II Level	M	971
Mid North Coast	2016	Certificate III and IV Level	F	11686
Mid North Coast	2016	Certificate III and IV Level	M	24541
Mid North Coast	2016	Advanced Diploma and Diploma	F	9093
Mid North Coast	2016	Advanced Diploma and Diploma	M	5159
Mid North Coast	2016	Bachelor	F	8664
Mid North Coast	2016	Bachelor	M	5720
Mid North Coast	2016	Graduate Diploma and Graduate Certificate	F	1500
Mid North Coast	2016	Graduate Diploma and Graduate Certificate	M	772
Mid North Coast	2016	Postgraduate	F	1428
Mid North Coast	2016	Postgraduate	M	1378
Murray	2006		F	41783
Murray	2006		M	38155
Murray	2006	Certificate nfd	F	854
Murray	2006	Certificate nfd	M	459
Murray	2006	Certificate I and II Level	F	842
Murray	2006	Certificate I and II Level	M	403
Murray	2006	Certificate III and IV Level	F	3823
Murray	2006	Certificate III and IV Level	M	10379
Murray	2006	Advanced Diploma and Diploma	F	2968
Murray	2006	Advanced Diploma and Diploma	M	1974
Murray	2006	Bachelor	F	3889
Murray	2006	Bachelor	M	2397
Murray	2006	Graduate Diploma and Graduate Certificate	F	676
Murray	2006	Graduate Diploma and Graduate Certificate	M	307
Murray	2006	Postgraduate	F	334
Murray	2006	Postgraduate	M	377
Murray	2011		F	39428
Murray	2011		M	36534
Murray	2011	Certificate nfd	F	860
Murray	2011	Certificate nfd	M	444
Murray	2011	Certificate I and II Level	F	948
Murray	2011	Certificate I and II Level	M	419
Murray	2011	Certificate III and IV Level	F	5049
Murray	2011	Certificate III and IV Level	M	11217
Murray	2011	Advanced Diploma and Diploma	F	3453
Murray	2011	Advanced Diploma and Diploma	M	2244
Murray	2011	Bachelor	F	4672
Murray	2011	Bachelor	M	2750
Murray	2011	Graduate Diploma and Graduate Certificate	F	800
Murray	2011	Graduate Diploma and Graduate Certificate	M	382
Murray	2011	Postgraduate	F	555
Murray	2011	Postgraduate	M	562
Murray	2016		F	38754
Murray	2016		M	36639
Murray	2016	Certificate nfd	F	1207
Murray	2016	Certificate nfd	M	697
Murray	2016	Certificate I and II Level	F	904
Murray	2016	Certificate I and II Level	M	424
Murray	2016	Certificate III and IV Level	F	6038
Murray	2016	Certificate III and IV Level	M	12278
Murray	2016	Advanced Diploma and Diploma	F	4464
Murray	2016	Advanced Diploma and Diploma	M	2792
Murray	2016	Bachelor	F	5487
Murray	2016	Bachelor	M	3102
Murray	2016	Graduate Diploma and Graduate Certificate	F	967
Murray	2016	Graduate Diploma and Graduate Certificate	M	436
Murray	2016	Postgraduate	F	922
Murray	2016	Postgraduate	M	692
New England and North West	2006		F	66130
New England and North West	2006		M	61050
New England and North West	2006	Certificate nfd	F	1550
New England and North West	2006	Certificate nfd	M	821
New England and North West	2006	Certificate I and II Level	F	1557
New England and North West	2006	Certificate I and II Level	M	687
New England and North West	2006	Certificate III and IV Level	F	5545
New England and North West	2006	Certificate III and IV Level	M	14425
New England and North West	2006	Advanced Diploma and Diploma	F	4679
New England and North West	2006	Advanced Diploma and Diploma	M	2753
New England and North West	2006	Bachelor	F	6002
New England and North West	2006	Bachelor	M	3765
New England and North West	2006	Graduate Diploma and Graduate Certificate	F	974
New England and North West	2006	Graduate Diploma and Graduate Certificate	M	458
New England and North West	2006	Postgraduate	F	840
New England and North West	2006	Postgraduate	M	1156
New England and North West	2011		F	63306
New England and North West	2011		M	60011
New England and North West	2011	Certificate nfd	F	1656
New England and North West	2011	Certificate nfd	M	801
New England and North West	2011	Certificate I and II Level	F	1535
New England and North West	2011	Certificate I and II Level	M	738
New England and North West	2011	Certificate III and IV Level	F	7822
New England and North West	2011	Certificate III and IV Level	M	16075
New England and North West	2011	Advanced Diploma and Diploma	F	5387
New England and North West	2011	Advanced Diploma and Diploma	M	3179
New England and North West	2011	Bachelor	F	7178
New England and North West	2011	Bachelor	M	4260
New England and North West	2011	Graduate Diploma and Graduate Certificate	F	1205
New England and North West	2011	Graduate Diploma and Graduate Certificate	M	510
New England and North West	2011	Postgraduate	F	1199
New England and North West	2011	Postgraduate	M	1332
New England and North West	2016		F	61227
New England and North West	2016		M	59348
New England and North West	2016	Certificate nfd	F	2193
New England and North West	2016	Certificate nfd	M	1125
New England and North West	2016	Certificate I and II Level	F	1489
New England and North West	2016	Certificate I and II Level	M	757
New England and North West	2016	Certificate III and IV Level	F	8980
New England and North West	2016	Certificate III and IV Level	M	17166
New England and North West	2016	Advanced Diploma and Diploma	F	6671
New England and North West	2016	Advanced Diploma and Diploma	M	3725
New England and North West	2016	Bachelor	F	8584
New England and North West	2016	Bachelor	M	4809
New England and North West	2016	Graduate Diploma and Graduate Certificate	F	1373
New England and North West	2016	Graduate Diploma and Graduate Certificate	M	619
New England and North West	2016	Postgraduate	F	1782
New England and North West	2016	Postgraduate	M	1711
Newcastle and Lake Macquarie	2006		F	121921
Newcastle and Lake Macquarie	2006		M	99989
Newcastle and Lake Macquarie	2006	Certificate nfd	F	3627
Newcastle and Lake Macquarie	2006	Certificate nfd	M	1764
Newcastle and Lake Macquarie	2006	Certificate I and II Level	F	2462
Newcastle and Lake Macquarie	2006	Certificate I and II Level	M	1205
Newcastle and Lake Macquarie	2006	Certificate III and IV Level	F	11106
Newcastle and Lake Macquarie	2006	Certificate III and IV Level	M	35131
Newcastle and Lake Macquarie	2006	Advanced Diploma and Diploma	F	10743
Newcastle and Lake Macquarie	2006	Advanced Diploma and Diploma	M	7553
Newcastle and Lake Macquarie	2006	Bachelor	F	14569
Newcastle and Lake Macquarie	2006	Bachelor	M	11543
Newcastle and Lake Macquarie	2006	Graduate Diploma and Graduate Certificate	F	1949
Newcastle and Lake Macquarie	2006	Graduate Diploma and Graduate Certificate	M	1133
Newcastle and Lake Macquarie	2006	Postgraduate	F	2231
Newcastle and Lake Macquarie	2006	Postgraduate	M	3037
Newcastle and Lake Macquarie	2011		F	116308
Newcastle and Lake Macquarie	2011		M	98383
Newcastle and Lake Macquarie	2011	Certificate nfd	F	3526
Newcastle and Lake Macquarie	2011	Certificate nfd	M	1644
Newcastle and Lake Macquarie	2011	Certificate I and II Level	F	2565
Newcastle and Lake Macquarie	2011	Certificate I and II Level	M	1248
Newcastle and Lake Macquarie	2011	Certificate III and IV Level	F	14904
Newcastle and Lake Macquarie	2011	Certificate III and IV Level	M	37808
Newcastle and Lake Macquarie	2011	Advanced Diploma and Diploma	F	12580
Newcastle and Lake Macquarie	2011	Advanced Diploma and Diploma	M	9142
Newcastle and Lake Macquarie	2011	Bachelor	F	18786
Newcastle and Lake Macquarie	2011	Bachelor	M	14124
Newcastle and Lake Macquarie	2011	Graduate Diploma and Graduate Certificate	F	2439
Newcastle and Lake Macquarie	2011	Graduate Diploma and Graduate Certificate	M	1410
Newcastle and Lake Macquarie	2011	Postgraduate	F	3571
Newcastle and Lake Macquarie	2011	Postgraduate	M	4167
Newcastle and Lake Macquarie	2016		F	110457
Newcastle and Lake Macquarie	2016		M	97456
Newcastle and Lake Macquarie	2016	Certificate nfd	F	4585
Newcastle and Lake Macquarie	2016	Certificate nfd	M	2541
Newcastle and Lake Macquarie	2016	Certificate I and II Level	F	2482
Newcastle and Lake Macquarie	2016	Certificate I and II Level	M	1281
Newcastle and Lake Macquarie	2016	Certificate III and IV Level	F	18170
Newcastle and Lake Macquarie	2016	Certificate III and IV Level	M	40095
Newcastle and Lake Macquarie	2016	Advanced Diploma and Diploma	F	15273
Newcastle and Lake Macquarie	2016	Advanced Diploma and Diploma	M	10822
Newcastle and Lake Macquarie	2016	Bachelor	F	23292
Newcastle and Lake Macquarie	2016	Bachelor	M	16526
Newcastle and Lake Macquarie	2016	Graduate Diploma and Graduate Certificate	F	3228
Newcastle and Lake Macquarie	2016	Graduate Diploma and Graduate Certificate	M	1777
Newcastle and Lake Macquarie	2016	Postgraduate	F	5586
Newcastle and Lake Macquarie	2016	Postgraduate	M	5535
Richmond - Tweed	2006		F	82597
Richmond - Tweed	2006		M	71447
Richmond - Tweed	2006	Certificate nfd	F	2141
Richmond - Tweed	2006	Certificate nfd	M	1014
Richmond - Tweed	2006	Certificate I and II Level	F	1691
Richmond - Tweed	2006	Certificate I and II Level	M	826
Richmond - Tweed	2006	Certificate III and IV Level	F	7447
Richmond - Tweed	2006	Certificate III and IV Level	M	20788
Richmond - Tweed	2006	Advanced Diploma and Diploma	F	7246
Richmond - Tweed	2006	Advanced Diploma and Diploma	M	4334
Richmond - Tweed	2006	Bachelor	F	8750
Richmond - Tweed	2006	Bachelor	M	6424
Richmond - Tweed	2006	Graduate Diploma and Graduate Certificate	F	1400
Richmond - Tweed	2006	Graduate Diploma and Graduate Certificate	M	804
Richmond - Tweed	2006	Postgraduate	F	1110
Richmond - Tweed	2006	Postgraduate	M	1312
Richmond - Tweed	2011		F	79005
Richmond - Tweed	2011		M	69832
Richmond - Tweed	2011	Certificate nfd	F	2229
Richmond - Tweed	2011	Certificate nfd	M	1055
