SA4_NAME16	Year	CountryOfBirth	persons
Central Coast	2016	PAK	137
Central Coast	2016	PHL	1752
Central Coast	2016	POL	339
Central Coast	2016	SGP	197
Central Coast	2016	THA	560
Central Coast	2016	TUR	90
Central Coast	2016	USA	1056
Central Coast	2016	VNM	302
Central Coast	2016	ZAF	1612
Central Coast	2016	ZWE	278
Central West	2006		12300
Central West	2006	AUS	166437
Central West	2006	CAN	131
Central West	2006	CHN	274
Central West	2006	DEU	627
Central West	2006	EGY	32
Central West	2006	FJI	95
Central West	2006	GBR	4580
Central West	2006	GRC	126
Central West	2006	HKG	96
Central West	2006	HRV	123
Central West	2006	IDN	65
Central West	2006	IND	149
Central West	2006	IRL	194
Central West	2006	IRN	26
Central West	2006	IRQ	19
Central West	2006	ITA	354
Central West	2006	JPN	68
Central West	2006	KOR	70
Central West	2006	LBN	108
Central West	2006	LKA	92
Central West	2006	MKD	21
Central West	2006	MLT	113
Central West	2006	MYS	97
Central West	2006	NLD	501
Central West	2006	NZL	1591
Central West	2006	PAK	22
Central West	2006	PHL	385
Central West	2006	POL	150
Central West	2006	SGP	57
Central West	2006	THA	54
Central West	2006	TUR	22
Central West	2006	USA	263
Central West	2006	VNM	62
Central West	2006	ZAF	292
Central West	2006	ZWE	88
Central West	2011		13543
Central West	2011	AUS	170938
Central West	2011	CAN	170
Central West	2011	CHN	382
Central West	2011	DEU	593
Central West	2011	EGY	67
Central West	2011	FJI	153
Central West	2011	GBR	4678
Central West	2011	GRC	108
Central West	2011	HKG	88
Central West	2011	HRV	124
Central West	2011	IDN	77
Central West	2011	IND	335
Central West	2011	IRL	244
Central West	2011	IRN	44
Central West	2011	IRQ	57
Central West	2011	ITA	327
Central West	2011	JPN	53
Central West	2011	KOR	76
Central West	2011	LBN	85
Central West	2011	LKA	123
Central West	2011	MKD	24
Central West	2011	MLT	101
Central West	2011	MYS	127
Central West	2011	NLD	504
Central West	2011	NZL	1851
Central West	2011	PAK	32
Central West	2011	PHL	524
Central West	2011	POL	124
Central West	2011	SGP	55
Central West	2011	THA	108
Central West	2011	TUR	32
Central West	2011	USA	303
Central West	2011	VNM	109
Central West	2011	ZAF	437
Central West	2011	ZWE	158
Central West	2016		21508
Central West	2016	AUS	171249
Central West	2016	CAN	192
Central West	2016	CHN	477
Central West	2016	DEU	544
Central West	2016	EGY	65
Central West	2016	FJI	164
Central West	2016	GBR	4554
Central West	2016	GRC	112
Central West	2016	HKG	101
Central West	2016	HRV	117
Central West	2016	IDN	102
Central West	2016	IND	797
Central West	2016	IRL	249
Central West	2016	IRN	76
Central West	2016	IRQ	72
Central West	2016	ITA	305
Central West	2016	JPN	66
Central West	2016	KOR	133
Central West	2016	LBN	87
Central West	2016	LKA	156
Central West	2016	MKD	25
Central West	2016	MLT	96
Central West	2016	MYS	156
Central West	2016	NLD	458
Central West	2016	NZL	1826
Central West	2016	PAK	87
Central West	2016	PHL	769
Central West	2016	POL	117
Central West	2016	SGP	64
Central West	2016	THA	179
Central West	2016	TUR	28
Central West	2016	USA	329
Central West	2016	VNM	202
Central West	2016	ZAF	535
Central West	2016	ZWE	174
Coffs Harbour - Grafton	2006		8310
Coffs Harbour - Grafton	2006	AUS	106477
Coffs Harbour - Grafton	2006	CAN	173
Coffs Harbour - Grafton	2006	CHN	111
Coffs Harbour - Grafton	2006	DEU	611
Coffs Harbour - Grafton	2006	EGY	48
Coffs Harbour - Grafton	2006	FJI	115
Coffs Harbour - Grafton	2006	GBR	5098
Coffs Harbour - Grafton	2006	GRC	51
Coffs Harbour - Grafton	2006	HKG	67
Coffs Harbour - Grafton	2006	HRV	37
Coffs Harbour - Grafton	2006	IDN	51
Coffs Harbour - Grafton	2006	IND	440
Coffs Harbour - Grafton	2006	IRL	175
Coffs Harbour - Grafton	2006	IRN	7
Coffs Harbour - Grafton	2006	IRQ	12
Coffs Harbour - Grafton	2006	ITA	202
Coffs Harbour - Grafton	2006	JPN	76
Coffs Harbour - Grafton	2006	KOR	20
Coffs Harbour - Grafton	2006	LBN	25
Coffs Harbour - Grafton	2006	LKA	25
Coffs Harbour - Grafton	2006	MKD	5
Coffs Harbour - Grafton	2006	MLT	68
Coffs Harbour - Grafton	2006	MYS	80
Coffs Harbour - Grafton	2006	NLD	523
Coffs Harbour - Grafton	2006	NZL	1601
Coffs Harbour - Grafton	2006	PAK	16
Coffs Harbour - Grafton	2006	PHL	264
Coffs Harbour - Grafton	2006	POL	61
Coffs Harbour - Grafton	2006	SGP	32
Coffs Harbour - Grafton	2006	THA	73
Coffs Harbour - Grafton	2006	TUR	23
Coffs Harbour - Grafton	2006	USA	263
Coffs Harbour - Grafton	2006	VNM	35
Coffs Harbour - Grafton	2006	ZAF	251
Coffs Harbour - Grafton	2006	ZWE	47
Coffs Harbour - Grafton	2011		8355
Coffs Harbour - Grafton	2011	AUS	110250
Coffs Harbour - Grafton	2011	CAN	193
Coffs Harbour - Grafton	2011	CHN	219
Coffs Harbour - Grafton	2011	DEU	670
Coffs Harbour - Grafton	2011	EGY	58
Coffs Harbour - Grafton	2011	FJI	118
Coffs Harbour - Grafton	2011	GBR	5316
Coffs Harbour - Grafton	2011	GRC	27
Coffs Harbour - Grafton	2011	HKG	70
Coffs Harbour - Grafton	2011	HRV	34
Coffs Harbour - Grafton	2011	IDN	74
Coffs Harbour - Grafton	2011	IND	750
Coffs Harbour - Grafton	2011	IRL	213
Coffs Harbour - Grafton	2011	IRN	6
Coffs Harbour - Grafton	2011	IRQ	11
Coffs Harbour - Grafton	2011	ITA	197
Coffs Harbour - Grafton	2011	JPN	64
Coffs Harbour - Grafton	2011	KOR	45
Coffs Harbour - Grafton	2011	LBN	15
Coffs Harbour - Grafton	2011	LKA	33
Coffs Harbour - Grafton	2011	MKD	4
Coffs Harbour - Grafton	2011	MLT	81
Coffs Harbour - Grafton	2011	MYS	112
Coffs Harbour - Grafton	2011	NLD	511
Coffs Harbour - Grafton	2011	NZL	1745
Coffs Harbour - Grafton	2011	PAK	24
Coffs Harbour - Grafton	2011	PHL	356
Coffs Harbour - Grafton	2011	POL	65
Coffs Harbour - Grafton	2011	SGP	35
Coffs Harbour - Grafton	2011	THA	100
Coffs Harbour - Grafton	2011	TUR	19
Coffs Harbour - Grafton	2011	USA	323
Coffs Harbour - Grafton	2011	VNM	53
Coffs Harbour - Grafton	2011	ZAF	381
Coffs Harbour - Grafton	2011	ZWE	76
Coffs Harbour - Grafton	2016		13676
Coffs Harbour - Grafton	2016	AUS	109764
Coffs Harbour - Grafton	2016	CAN	214
Coffs Harbour - Grafton	2016	CHN	193
Coffs Harbour - Grafton	2016	DEU	619
Coffs Harbour - Grafton	2016	EGY	69
Coffs Harbour - Grafton	2016	FJI	114
Coffs Harbour - Grafton	2016	GBR	5186
Coffs Harbour - Grafton	2016	GRC	34
Coffs Harbour - Grafton	2016	HKG	102
Coffs Harbour - Grafton	2016	HRV	28
Coffs Harbour - Grafton	2016	IDN	74
Coffs Harbour - Grafton	2016	IND	1157
Coffs Harbour - Grafton	2016	IRL	224
Coffs Harbour - Grafton	2016	IRN	46
Coffs Harbour - Grafton	2016	IRQ	11
Coffs Harbour - Grafton	2016	ITA	183
Coffs Harbour - Grafton	2016	JPN	99
Coffs Harbour - Grafton	2016	KOR	71
Coffs Harbour - Grafton	2016	LBN	19
Coffs Harbour - Grafton	2016	LKA	51
Coffs Harbour - Grafton	2016	MKD	9
Coffs Harbour - Grafton	2016	MLT	74
Coffs Harbour - Grafton	2016	MYS	169
Coffs Harbour - Grafton	2016	NLD	468
Coffs Harbour - Grafton	2016	NZL	1766
Coffs Harbour - Grafton	2016	PAK	79
Coffs Harbour - Grafton	2016	PHL	474
Coffs Harbour - Grafton	2016	POL	74
Coffs Harbour - Grafton	2016	SGP	39
Coffs Harbour - Grafton	2016	THA	188
Coffs Harbour - Grafton	2016	TUR	23
Coffs Harbour - Grafton	2016	USA	399
Coffs Harbour - Grafton	2016	VNM	76
Coffs Harbour - Grafton	2016	ZAF	437
Coffs Harbour - Grafton	2016	ZWE	83
Far West and Orana	2006		9434
Far West and Orana	2006	AUS	100370
Far West and Orana	2006	CAN	58
Far West and Orana	2006	CHN	117
Far West and Orana	2006	DEU	269
Far West and Orana	2006	EGY	33
Far West and Orana	2006	FJI	63
Far West and Orana	2006	GBR	1613
Far West and Orana	2006	GRC	78
Far West and Orana	2006	HKG	43
Far West and Orana	2006	HRV	69
Far West and Orana	2006	IDN	37
Far West and Orana	2006	IND	121
Far West and Orana	2006	IRL	92
Far West and Orana	2006	IRN	9
Far West and Orana	2006	IRQ	8
Far West and Orana	2006	ITA	174
Far West and Orana	2006	JPN	14
Far West and Orana	2006	KOR	19
Far West and Orana	2006	LBN	45
Far West and Orana	2006	LKA	64
Far West and Orana	2006	MKD	14
Far West and Orana	2006	MLT	65
Far West and Orana	2006	MYS	52
Far West and Orana	2006	NLD	186
Far West and Orana	2006	NZL	783
Far West and Orana	2006	PAK	38
Far West and Orana	2006	PHL	185
Far West and Orana	2006	POL	53
Far West and Orana	2006	SGP	11
Far West and Orana	2006	THA	22
Far West and Orana	2006	TUR	8
Far West and Orana	2006	USA	131
Far West and Orana	2006	VNM	20
Far West and Orana	2006	ZAF	120
Far West and Orana	2006	ZWE	64
Far West and Orana	2011		8279
Far West and Orana	2011	AUS	100243
Far West and Orana	2011	CAN	46
Far West and Orana	2011	CHN	163
Far West and Orana	2011	DEU	261
Far West and Orana	2011	EGY	32
Far West and Orana	2011	FJI	78
Far West and Orana	2011	GBR	1547
Far West and Orana	2011	GRC	62
Far West and Orana	2011	HKG	37
Far West and Orana	2011	HRV	52
Far West and Orana	2011	IDN	53
Far West and Orana	2011	IND	224
Far West and Orana	2011	IRL	111
Far West and Orana	2011	IRN	12
Far West and Orana	2011	IRQ	5
Far West and Orana	2011	ITA	138
Far West and Orana	2011	JPN	20
Far West and Orana	2011	KOR	24
Far West and Orana	2011	LBN	39
Far West and Orana	2011	LKA	127
Far West and Orana	2011	MKD	11
Far West and Orana	2011	MLT	44
Far West and Orana	2011	MYS	57
Far West and Orana	2011	NLD	175
Far West and Orana	2011	NZL	845
Far West and Orana	2011	PAK	36
Far West and Orana	2011	PHL	275
Far West and Orana	2011	POL	41
Far West and Orana	2011	SGP	29
Far West and Orana	2011	THA	45
Far West and Orana	2011	TUR	5
Far West and Orana	2011	USA	153
Far West and Orana	2011	VNM	38
Far West and Orana	2011	ZAF	182
Far West and Orana	2011	ZWE	85
Far West and Orana	2016		13019
Far West and Orana	2016	AUS	95120
Far West and Orana	2016	CAN	57
Far West and Orana	2016	CHN	223
Far West and Orana	2016	DEU	254
Far West and Orana	2016	EGY	41
Far West and Orana	2016	FJI	85
Far West and Orana	2016	GBR	1430
Far West and Orana	2016	GRC	52
Far West and Orana	2016	HKG	37
Far West and Orana	2016	HRV	44
Far West and Orana	2016	IDN	48
Far West and Orana	2016	IND	543
Far West and Orana	2016	IRL	104
Far West and Orana	2016	IRN	31
Far West and Orana	2016	IRQ	11
Far West and Orana	2016	ITA	104
Far West and Orana	2016	JPN	23
Far West and Orana	2016	KOR	66
Far West and Orana	2016	LBN	41
Far West and Orana	2016	LKA	172
Far West and Orana	2016	MKD	11
Far West and Orana	2016	MLT	39
Far West and Orana	2016	MYS	67
Far West and Orana	2016	NLD	155
Far West and Orana	2016	NZL	796
Far West and Orana	2016	PAK	108
Far West and Orana	2016	PHL	460
Far West and Orana	2016	POL	24
Far West and Orana	2016	SGP	29
Far West and Orana	2016	THA	60
Far West and Orana	2016	TUR	7
Far West and Orana	2016	USA	145
Far West and Orana	2016	VNM	68
Far West and Orana	2016	ZAF	197
Far West and Orana	2016	ZWE	97
Hunter Valley exc Newcastle	2006		15042
Hunter Valley exc Newcastle	2006	AUS	195253
Hunter Valley exc Newcastle	2006	CAN	155
Hunter Valley exc Newcastle	2006	CHN	239
Hunter Valley exc Newcastle	2006	DEU	926
Hunter Valley exc Newcastle	2006	EGY	67
Hunter Valley exc Newcastle	2006	FJI	117
Hunter Valley exc Newcastle	2006	GBR	7103
Hunter Valley exc Newcastle	2006	GRC	112
Hunter Valley exc Newcastle	2006	HKG	110
Hunter Valley exc Newcastle	2006	HRV	133
Hunter Valley exc Newcastle	2006	IDN	78
Hunter Valley exc Newcastle	2006	IND	215
Hunter Valley exc Newcastle	2006	IRL	300
Hunter Valley exc Newcastle	2006	IRN	19
Hunter Valley exc Newcastle	2006	IRQ	46
Hunter Valley exc Newcastle	2006	ITA	235
Hunter Valley exc Newcastle	2006	JPN	60
Hunter Valley exc Newcastle	2006	KOR	86
Hunter Valley exc Newcastle	2006	LBN	53
Hunter Valley exc Newcastle	2006	LKA	46
Hunter Valley exc Newcastle	2006	MKD	29
Hunter Valley exc Newcastle	2006	MLT	163
Hunter Valley exc Newcastle	2006	MYS	243
Hunter Valley exc Newcastle	2006	NLD	615
Hunter Valley exc Newcastle	2006	NZL	2381
Hunter Valley exc Newcastle	2006	PAK	49
Hunter Valley exc Newcastle	2006	PHL	511
Hunter Valley exc Newcastle	2006	POL	214
Hunter Valley exc Newcastle	2006	SGP	62
Hunter Valley exc Newcastle	2006	THA	128
Hunter Valley exc Newcastle	2006	TUR	35
Hunter Valley exc Newcastle	2006	USA	369
Hunter Valley exc Newcastle	2006	VNM	71
Hunter Valley exc Newcastle	2006	ZAF	421
Hunter Valley exc Newcastle	2006	ZWE	77
Hunter Valley exc Newcastle	2011		14965
Hunter Valley exc Newcastle	2011	AUS	210268
Hunter Valley exc Newcastle	2011	CAN	228
Hunter Valley exc Newcastle	2011	CHN	353
Hunter Valley exc Newcastle	2011	DEU	929
Hunter Valley exc Newcastle	2011	EGY	77
Hunter Valley exc Newcastle	2011	FJI	135
Hunter Valley exc Newcastle	2011	GBR	7581
Hunter Valley exc Newcastle	2011	GRC	88
Hunter Valley exc Newcastle	2011	HKG	110
Hunter Valley exc Newcastle	2011	HRV	119
Hunter Valley exc Newcastle	2011	IDN	104
Hunter Valley exc Newcastle	2011	IND	442
Hunter Valley exc Newcastle	2011	IRL	384
Hunter Valley exc Newcastle	2011	IRN	22
Hunter Valley exc Newcastle	2011	IRQ	31
Hunter Valley exc Newcastle	2011	ITA	256
Hunter Valley exc Newcastle	2011	JPN	72
Hunter Valley exc Newcastle	2011	KOR	103
Hunter Valley exc Newcastle	2011	LBN	61
Hunter Valley exc Newcastle	2011	LKA	85
Hunter Valley exc Newcastle	2011	MKD	41
Hunter Valley exc Newcastle	2011	MLT	149
Hunter Valley exc Newcastle	2011	MYS	269
Hunter Valley exc Newcastle	2011	NLD	625
Hunter Valley exc Newcastle	2011	NZL	2973
Hunter Valley exc Newcastle	2011	PAK	84
Hunter Valley exc Newcastle	2011	PHL	717
Hunter Valley exc Newcastle	2011	POL	174
Hunter Valley exc Newcastle	2011	SGP	63
Hunter Valley exc Newcastle	2011	THA	204
Hunter Valley exc Newcastle	2011	TUR	26
Hunter Valley exc Newcastle	2011	USA	478
Hunter Valley exc Newcastle	2011	VNM	100
Hunter Valley exc Newcastle	2011	ZAF	773
Hunter Valley exc Newcastle	2011	ZWE	170
Hunter Valley exc Newcastle	2016		21943
Hunter Valley exc Newcastle	2016	AUS	221858
Hunter Valley exc Newcastle	2016	CAN	286
Hunter Valley exc Newcastle	2016	CHN	440
Hunter Valley exc Newcastle	2016	DEU	895
Hunter Valley exc Newcastle	2016	EGY	85
Hunter Valley exc Newcastle	2016	FJI	200
Hunter Valley exc Newcastle	2016	GBR	7648
Hunter Valley exc Newcastle	2016	GRC	98
Hunter Valley exc Newcastle	2016	HKG	136
Hunter Valley exc Newcastle	2016	HRV	122
Hunter Valley exc Newcastle	2016	IDN	122
Hunter Valley exc Newcastle	2016	IND	763
Hunter Valley exc Newcastle	2016	IRL	423
Hunter Valley exc Newcastle	2016	IRN	22
Hunter Valley exc Newcastle	2016	IRQ	29
Hunter Valley exc Newcastle	2016	ITA	256
Hunter Valley exc Newcastle	2016	JPN	74
Hunter Valley exc Newcastle	2016	KOR	134
Hunter Valley exc Newcastle	2016	LBN	55
Hunter Valley exc Newcastle	2016	LKA	114
Hunter Valley exc Newcastle	2016	MKD	22
Hunter Valley exc Newcastle	2016	MLT	164
Hunter Valley exc Newcastle	2016	MYS	313
Hunter Valley exc Newcastle	2016	NLD	550
Hunter Valley exc Newcastle	2016	NZL	3077
Hunter Valley exc Newcastle	2016	PAK	109
Hunter Valley exc Newcastle	2016	PHL	1091
Hunter Valley exc Newcastle	2016	POL	152
Hunter Valley exc Newcastle	2016	SGP	67
Hunter Valley exc Newcastle	2016	THA	302
Hunter Valley exc Newcastle	2016	TUR	43
Hunter Valley exc Newcastle	2016	USA	524
Hunter Valley exc Newcastle	2016	VNM	181
Hunter Valley exc Newcastle	2016	ZAF	897
Hunter Valley exc Newcastle	2016	ZWE	228
Illawarra	2006		25427
Illawarra	2006	AUS	194196
Illawarra	2006	CAN	336
Illawarra	2006	CHN	1615
Illawarra	2006	DEU	2045
Illawarra	2006	EGY	181
Illawarra	2006	FJI	200
Illawarra	2006	GBR	16634
Illawarra	2006	GRC	1023
Illawarra	2006	HKG	301
Illawarra	2006	HRV	1285
Illawarra	2006	IDN	254
Illawarra	2006	IND	524
Illawarra	2006	IRL	548
Illawarra	2006	IRN	204
Illawarra	2006	IRQ	54
Illawarra	2006	ITA	3739
Illawarra	2006	JPN	208
Illawarra	2006	KOR	213
Illawarra	2006	LBN	626
Illawarra	2006	LKA	183
Illawarra	2006	MKD	4279
Illawarra	2006	MLT	752
Illawarra	2006	MYS	251
Illawarra	2006	NLD	1265
Illawarra	2006	NZL	2361
Illawarra	2006	PAK	112
Illawarra	2006	PHL	966
Illawarra	2006	POL	626
Illawarra	2006	SGP	122
Illawarra	2006	THA	355
Illawarra	2006	TUR	714
Illawarra	2006	USA	598
Illawarra	2006	VNM	665
Illawarra	2006	ZAF	561
Illawarra	2006	ZWE	109
Illawarra	2011		22573
Illawarra	2011	AUS	207308
Illawarra	2011	CAN	458
Illawarra	2011	CHN	2669
Illawarra	2011	DEU	1943
Illawarra	2011	EGY	195
Illawarra	2011	FJI	237
Illawarra	2011	GBR	16272
Illawarra	2011	GRC	1029
Illawarra	2011	HKG	244
Illawarra	2011	HRV	1226
Illawarra	2011	IDN	351
Illawarra	2011	IND	937
Illawarra	2011	IRL	607
Illawarra	2011	IRN	353
Illawarra	2011	IRQ	123
Illawarra	2011	ITA	3411
Illawarra	2011	JPN	179
Illawarra	2011	KOR	259
Illawarra	2011	LBN	626
Illawarra	2011	LKA	260
Illawarra	2011	MKD	4000
Illawarra	2011	MLT	706
Illawarra	2011	MYS	366
Illawarra	2011	NLD	1177
Illawarra	2011	NZL	2774
Illawarra	2011	PAK	184
Illawarra	2011	PHL	1122
Illawarra	2011	POL	550
Illawarra	2011	SGP	145
Illawarra	2011	THA	598
Illawarra	2011	TUR	738
Illawarra	2011	USA	771
Illawarra	2011	VNM	755
Illawarra	2011	ZAF	723
Illawarra	2011	ZWE	108
Illawarra	2016		27870
Illawarra	2016	AUS	217899
Illawarra	2016	CAN	493
Illawarra	2016	CHN	3201
Illawarra	2016	DEU	1766
Illawarra	2016	EGY	264
Illawarra	2016	FJI	257
Illawarra	2016	GBR	15533
Illawarra	2016	GRC	852
Illawarra	2016	HKG	251
Illawarra	2016	HRV	1013
Illawarra	2016	IDN	358
Illawarra	2016	IND	1643
Illawarra	2016	IRL	678
Illawarra	2016	IRN	435
Illawarra	2016	IRQ	460
Illawarra	2016	ITA	3120
Illawarra	2016	JPN	205
Illawarra	2016	KOR	371
Illawarra	2016	LBN	670
Illawarra	2016	LKA	338
Illawarra	2016	MKD	3725
Illawarra	2016	MLT	678
Illawarra	2016	MYS	478
Illawarra	2016	NLD	1074
Illawarra	2016	NZL	3077
Illawarra	2016	PAK	301
Illawarra	2016	PHL	1387
Illawarra	2016	POL	475
Illawarra	2016	SGP	163
Illawarra	2016	THA	739
Illawarra	2016	TUR	720
Illawarra	2016	USA	890
Illawarra	2016	VNM	1050
Illawarra	2016	ZAF	886
Illawarra	2016	ZWE	159
Mid North Coast	2006		13334
Mid North Coast	2006	AUS	163874
Mid North Coast	2006	CAN	204
Mid North Coast	2006	CHN	179
Mid North Coast	2006	DEU	794
Mid North Coast	2006	EGY	80
Mid North Coast	2006	FJI	125
Mid North Coast	2006	GBR	8374
Mid North Coast	2006	GRC	88
Mid North Coast	2006	HKG	83
Mid North Coast	2006	HRV	80
Mid North Coast	2006	IDN	90
Mid North Coast	2006	IND	173
Mid North Coast	2006	IRL	287
Mid North Coast	2006	IRN	9
Mid North Coast	2006	IRQ	14
Mid North Coast	2006	ITA	273
Mid North Coast	2006	JPN	43
Mid North Coast	2006	KOR	18
Mid North Coast	2006	LBN	38
Mid North Coast	2006	LKA	49
Mid North Coast	2006	MKD	6
Mid North Coast	2006	MLT	174
Mid North Coast	2006	MYS	116
Mid North Coast	2006	NLD	763
Mid North Coast	2006	NZL	2029
Mid North Coast	2006	PAK	14
Mid North Coast	2006	PHL	398
Mid North Coast	2006	POL	114
Mid North Coast	2006	SGP	44
Mid North Coast	2006	THA	78
Mid North Coast	2006	TUR	24
Mid North Coast	2006	USA	341
Mid North Coast	2006	VNM	39
Mid North Coast	2006	ZAF	319
Mid North Coast	2006	ZWE	64
Mid North Coast	2011		12989
Mid North Coast	2011	AUS	171041
Mid North Coast	2011	CAN	230
Mid North Coast	2011	CHN	221
Mid North Coast	2011	DEU	850
Mid North Coast	2011	EGY	108
Mid North Coast	2011	FJI	139
Mid North Coast	2011	GBR	8770
